Cycle: 10  CDAN-c206_X	Cycle: 10  CDAN-c206_Y	Fitted Cycle: 10  CDAN-c206_X	Fitted Cycle: 10  CDAN-c206_Y
1038.78	682.871	1038.78	695.989
1038.88	682.953	1038.88	696.219
1038.98	683.031	1038.98	696.45
1039.08	683.102	1039.08	696.681
1039.18	683.173	1039.18	696.911
1039.28	683.261	1039.28	697.142
1039.38	683.332	1039.38	697.372
1039.48	683.41	1039.48	697.602
1039.58	683.472	1039.58	697.833
1039.68	683.543	1039.68	698.063
1039.78	683.611	1039.78	698.293
1039.88	683.673	1039.88	698.523
1039.98	683.74	1039.98	698.753
1040.08	683.802	1040.08	698.983
1040.18	683.871	1040.18	699.213
1040.28	683.932	1040.28	699.443
1040.38	684	1040.38	699.673
1040.48	684.062	1040.48	699.903
1040.58	684.121	1040.58	700.132
1040.68	684.182	1040.68	700.362
1040.78	684.23	1040.78	700.592
1040.88	684.291	1040.88	700.821
1040.98	684.342	1040.98	701.05
1041.08	684.4	1041.08	701.28
1041.18	684.451	1041.18	701.509
1041.28	684.503	1041.28	701.738
1041.38	684.561	1041.38	701.967
1041.48	684.603	1041.48	702.196
1041.58	684.65	1041.58	702.425
1041.68	684.691	1041.68	702.654
1041.78	684.74	1041.78	702.883
1041.88	684.791	1041.88	703.112
1041.98	684.833	1041.98	703.341
1042.08	684.869	1042.08	703.57
1042.18	684.919	1042.18	703.798
1042.28	684.98	1042.28	704.027
1042.38	685.021	1042.38	704.255
1042.48	685.07	1042.48	704.484
1042.58	685.103	1042.58	704.712
1042.68	685.15	1042.68	704.94
1042.78	685.189	1042.78	705.169
1042.88	685.248	1042.88	705.397
1042.98	685.292	1042.98	705.625
1043.08	685.332	1043.08	705.853
1043.18	685.38	1043.18	706.081
1043.28	685.43	1043.28	706.309
1043.38	685.47	1043.38	706.537
1043.48	685.511	1043.48	706.765
1043.58	685.55	1043.58	706.993
1043.68	685.6	1043.68	707.22
1043.78	685.64	1043.78	707.448
1043.88	685.681	1043.88	707.675
1043.98	685.73	1043.98	707.903
1044.08	685.777	1044.08	708.13
1044.18	685.82	1044.18	708.358
1044.28	685.871	1044.28	708.585
1044.38	685.91	1044.38	708.812
1044.48	685.951	1044.48	709.039
1044.58	685.99	1044.58	709.266
1044.68	686.048	1044.68	709.493
1044.78	686.089	1044.78	709.721
1044.88	686.13	1044.88	709.947
1044.98	686.17	1044.98	710.174
1045.08	686.21	1045.08	710.401
1045.18	686.257	1045.18	710.628
1045.28	686.31	1045.28	710.854
1045.38	686.351	1045.38	711.081
1045.48	686.398	1045.48	711.307
1045.58	686.449	1045.58	711.534
1045.68	686.49	1045.68	711.76
1045.78	686.539	1045.78	711.987
1045.88	686.582	1045.88	712.213
1045.98	686.638	1045.98	712.439
1046.08	686.68	1046.08	712.665
1046.18	686.728	1046.18	712.891
1046.28	686.771	1046.28	713.117
1046.38	686.818	1046.38	713.343
1046.48	686.861	1046.48	713.569
1046.58	686.908	1046.58	713.794
1046.68	686.951	1046.68	714.02
1046.78	686.998	1046.78	714.246
1046.88	687.041	1046.88	714.471
1046.98	687.089	1046.98	714.697
1047.08	687.138	1047.08	714.922
1047.18	687.17	1047.18	715.148
1047.28	687.228	1047.28	715.373
1047.38	687.279	1047.38	715.598
1047.48	687.31	1047.48	715.823
1047.58	687.359	1047.58	716.048
1047.68	687.402	1047.68	716.273
1047.78	687.447	1047.78	716.499
1047.88	687.488	1047.88	716.723
1047.98	687.539	1047.98	716.948
1048.08	687.58	1048.08	717.173
1048.18	687.619	1048.18	717.398
1048.28	687.662	1048.28	717.622
1048.38	687.707	1048.38	717.847
1048.48	687.748	1048.48	718.071
1048.58	687.798	1048.58	718.296
1048.68	687.839	1048.68	718.52
1048.78	687.878	1048.78	718.745
1048.88	687.929	1048.88	718.969
1048.98	687.978	1048.98	719.193
1049.08	688.027	1049.08	719.417
1049.18	688.06	1049.18	719.641
1049.28	688.109	1049.28	719.865
1049.38	688.148	1049.38	720.089
1049.48	688.199	1049.48	720.313
1049.58	688.25	1049.58	720.536
1049.68	688.291	1049.68	720.76
1049.78	688.328	1049.78	720.984
1049.88	688.378	1049.88	721.207
1049.98	688.417	1049.98	721.431
1050.08	688.468	1050.08	721.654
1050.18	688.509	1050.18	721.877
1050.28	688.558	1050.28	722.101
1050.38	688.591	1050.38	722.324
1050.48	688.648	1050.48	722.547
1050.58	688.688	1050.58	722.77
1050.68	688.728	1050.68	722.993
1050.78	688.777	1050.78	723.216
1050.88	688.818	1050.88	723.439
1050.98	688.851	1050.98	723.662
1051.08	688.898	1051.08	723.884
1051.18	688.939	1051.18	724.107
1051.28	688.979	1051.28	724.33
1051.38	689.035	1051.38	724.552
1051.48	689.07	1051.48	724.774
1051.58	689.119	1051.58	724.997
1051.68	689.158	1051.68	725.219
1051.78	689.208	1051.78	725.441
1051.88	689.25	1051.88	725.664
1051.98	689.289	1051.98	725.886
1052.08	689.33	1052.08	726.108
1052.18	689.367	1052.18	726.329
1052.28	689.417	1052.28	726.552
1052.38	689.458	1052.38	726.773
1052.48	689.498	1052.48	726.995
1052.58	689.539	1052.58	727.217
1052.68	689.589	1052.68	727.438
1052.78	689.628	1052.78	727.66
1052.88	689.679	1052.88	727.881
1052.98	689.728	1052.98	728.103
1053.08	689.768	1053.08	728.324
1053.18	689.808	1053.18	728.545
1053.28	689.857	1053.28	728.766
1053.38	689.898	1053.38	728.988
1053.48	689.939	1053.48	729.208
1053.58	689.978	1053.58	729.429
1053.68	690.037	1053.68	729.65
1053.78	690.08	1053.78	729.871
1053.88	690.119	1053.88	730.092
1053.98	690.158	1053.98	730.313
1054.08	690.197	1054.08	730.533
1054.18	690.238	1054.18	730.754
1054.28	690.287	1054.28	730.974
1054.38	690.328	1054.38	731.195
1054.48	690.359	1054.48	731.415
1054.58	690.398	1054.58	731.635
1054.68	690.439	1054.68	731.855
1054.78	690.478	1054.78	732.076
1054.88	690.527	1054.88	732.296
1054.98	690.56	1054.98	732.515
1055.08	690.607	1055.08	732.735
1055.18	690.646	1055.18	732.955
1055.28	690.687	1055.28	733.175
1055.38	690.728	1055.38	733.395
1055.48	690.769	1055.48	733.614
1055.58	690.808	1055.58	733.834
1055.68	690.857	1055.68	734.053
1055.78	690.888	1055.78	734.273
1055.88	690.929	1055.88	734.492
1055.98	690.976	1055.98	734.711
1056.08	691.019	1056.08	734.93
1056.18	691.059	1056.18	735.149
1056.28	691.097	1056.28	735.368
1056.38	691.136	1056.38	735.587
1056.48	691.177	1056.48	735.806
1056.58	691.218	1056.58	736.025
1056.68	691.257	1056.68	736.244
1056.78	691.296	1056.78	736.462
1056.88	691.339	1056.88	736.681
1056.98	691.378	1056.98	736.899
1057.08	691.417	1057.08	737.118
1057.18	691.458	1057.18	737.336
1057.28	691.498	1057.28	737.555
1057.38	691.535	1057.38	737.773
1057.48	691.578	1057.48	737.991
1057.58	691.626	1057.58	738.209
1057.68	691.658	1057.68	738.427
1057.78	691.699	1057.78	738.645
1057.88	691.746	1057.88	738.863
1057.98	691.779	1057.98	739.081
1058.08	691.818	1058.08	739.298
1058.18	691.859	1058.18	739.516
1058.28	691.896	1058.28	739.734
1058.38	691.939	1058.38	739.951
1058.48	691.968	1058.48	740.168
1058.58	692.017	1058.58	740.386
1058.68	692.059	1058.68	740.603
1058.78	692.087	1058.78	740.82
1058.88	692.128	1058.88	741.037
1058.98	692.175	1058.98	741.254
1059.08	692.208	1059.08	741.471
1059.18	692.248	1059.18	741.688
1059.28	692.287	1059.28	741.905
1059.38	692.318	1059.38	742.122
1059.48	692.359	1059.48	742.338
1059.58	692.408	1059.58	742.555
1059.68	692.439	1059.68	742.771
1059.78	692.479	1059.78	742.988
1059.88	692.517	1059.88	743.204
1059.98	692.566	1059.98	743.421
1060.08	692.597	1060.08	743.637
1060.18	692.638	1060.18	743.853
1060.28	692.675	1060.28	744.069
1060.38	692.718	1060.38	744.285
1060.48	692.748	1060.48	744.501
1060.58	692.789	1060.58	744.717
1060.68	692.828	1060.68	744.932
1060.78	692.869	1060.78	745.148
1060.88	692.908	1060.88	745.364
1060.98	692.947	1060.98	745.579
1061.08	692.978	1061.08	745.795
1061.18	693.025	1061.18	746.01
1061.28	693.068	1061.28	746.226
1061.38	693.109	1061.38	746.441
1061.48	693.138	1061.48	746.656
1061.58	693.179	1061.58	746.871
1061.68	693.226	1061.68	747.086
1061.78	693.269	1061.78	747.301
1061.88	693.31	1061.88	747.516
1061.98	693.348	1061.98	747.731
1062.08	693.386	1062.08	747.945
1062.18	693.427	1062.18	748.16
1062.28	693.468	1062.28	748.375
1062.38	693.527	1062.38	748.589
1062.48	693.568	1062.48	748.803
1062.58	693.609	1062.58	749.018
1062.68	693.656	1062.68	749.232
1062.78	693.699	1062.78	749.446
1062.88	693.74	1062.88	749.66
1062.98	693.789	1062.98	749.874
1063.08	693.828	1063.08	750.088
1063.18	693.875	1063.18	750.302
1063.28	693.917	1063.28	750.516
1063.38	693.968	1063.38	750.73
1063.48	694.007	1063.48	750.943
1063.58	694.066	1063.58	751.157
1063.68	694.109	1063.68	751.37
1063.78	694.148	1063.78	751.584
1063.88	694.199	1063.88	751.797
1063.98	694.248	1063.98	752.01
1064.08	694.298	1064.08	752.223
1064.18	694.338	1064.18	752.436
1064.28	694.396	1064.28	752.65
1064.38	694.437	1064.38	752.862
1064.48	694.488	1064.48	753.075
1064.58	694.537	1064.58	753.288
1064.68	694.587	1064.68	753.501
1064.78	694.628	1064.78	753.713
1064.88	694.675	1064.88	753.926
1064.98	694.728	1064.98	754.138
1065.08	694.769	1065.08	754.351
1065.18	694.808	1065.18	754.563
1065.28	694.867	1065.28	754.775
1065.38	694.91	1065.38	754.987
1065.48	694.947	1065.48	755.199
1065.58	694.996	1065.58	755.411
1065.68	695.039	1065.68	755.623
1065.78	695.087	1065.78	755.835
1065.88	695.119	1065.88	756.047
1065.98	695.175	1065.98	756.259
1066.08	695.218	1066.08	756.47
1066.18	695.259	1066.18	756.682
1066.28	695.298	1066.28	756.893
1066.38	695.337	1066.38	757.105
1066.48	695.378	1066.48	757.316
1066.58	695.418	1066.58	757.527
1066.68	695.458	1066.68	757.738
1066.78	695.488	1066.78	757.949
1066.88	695.537	1066.88	758.16
1066.98	695.568	1066.98	758.371
1067.08	695.609	1067.08	758.582
1067.18	695.638	1067.18	758.792
1067.28	695.679	1067.28	759.003
1067.38	695.716	1067.38	759.214
1067.48	695.759	1067.48	759.424
1067.58	695.787	1067.58	759.635
1067.68	695.818	1067.68	759.845
1067.78	695.857	1067.78	760.055
1067.88	695.888	1067.88	760.265
1067.98	695.935	1067.98	760.475
1068.08	695.968	1068.08	760.685
1068.18	695.998	1068.18	760.895
1068.28	696.029	1068.28	761.105
1068.38	696.07	1068.38	761.315
1068.48	696.099	1068.48	761.525
1068.58	696.136	1068.58	761.734
1068.68	696.168	1068.68	761.944
1068.78	696.197	1068.78	762.153
1068.88	696.238	1068.88	762.363
1068.98	696.269	1068.98	762.572
1069.08	696.308	1069.08	762.781
1069.18	696.339	1069.18	762.99
1069.28	696.376	1069.28	763.199
1069.38	696.41	1069.38	763.408
1069.48	696.439	1069.48	763.617
1069.58	696.479	1069.58	763.826
1069.68	696.507	1069.68	764.034
1069.78	696.546	1069.78	764.243
1069.88	696.587	1069.88	764.452
1069.98	696.619	1069.98	764.66
1070.08	696.656	1070.08	764.868
1070.18	696.699	1070.18	765.077
1070.28	696.738	1070.28	765.285
1070.38	696.777	1070.38	765.493
1070.48	696.808	1070.48	765.701
1070.58	696.857	1070.58	765.909
1070.68	696.888	1070.68	766.117
1070.78	696.918	1070.78	766.325
1070.88	696.964	1070.88	766.533
1070.98	697.007	1070.98	766.74
1071.08	697.046	1071.08	766.948
1071.18	697.087	1071.18	767.155
1071.28	697.128	1071.28	767.363
1071.38	697.185	1071.38	767.57
1071.48	697.228	1071.48	767.777
1071.58	697.259	1071.58	767.984
1071.68	697.298	1071.68	768.191
1071.78	697.357	1071.78	768.398
1071.88	697.398	1071.88	768.605
1071.98	697.449	1071.98	768.812
1072.08	697.488	1072.08	769.019
1072.18	697.539	1072.18	769.225
1072.28	697.587	1072.28	769.432
1072.38	697.619	1072.38	769.639
1072.48	697.658	1072.48	769.845
1072.58	697.699	1072.58	770.051
1072.68	697.742	1072.68	770.257
1072.78	697.777	1072.78	770.464
1072.88	697.818	1072.88	770.67
1072.98	697.869	1072.98	770.876
1073.08	697.898	1073.08	771.081
1073.18	697.937	1073.18	771.287
1073.28	697.939	1073.28	771.493
1073.38	697.951	1073.38	771.699
1073.48	697.976	1073.48	771.904
1073.58	698.007	1073.58	772.11
1073.68	698.009	1073.68	772.315
1073.78	697.979	1073.78	772.521
1073.88	697.976	1073.88	772.726
1073.98	698.105	1073.98	772.931
1074.08	698.255	1074.08	773.136
1074.18	698.337	1074.18	773.341
1074.28	698.507	1074.28	773.546
1074.38	698.421	1074.38	773.751
1074.48	690.766	1074.48	773.955
1074.58	668.336	1074.58	774.16
1074.68	647.737	1074.68	774.364
1074.78	633.18	1074.78	774.569
1074.88	629.878	1074.88	774.773
1074.98	659.326	1074.98	643.978
1075.08	680.595	1075.08	643.957
1075.18	686.673	1075.18	643.936
1075.28	687.351	1075.28	643.915
1075.38	686.813	1075.38	643.894
1075.48	685.789	1075.48	643.873
1075.58	684.792	1075.58	643.852
1075.68	683.893	1075.68	643.831
1075.78	682.93	1075.78	643.81
1075.88	682.072	1075.88	643.789
1075.98	681.028	1075.98	643.768
1076.08	680.113	1076.08	643.747
1076.18	679.263	1076.18	643.726
1076.28	678.301	1076.28	643.704
1076.38	677.405	1076.38	643.683
1076.48	676.532	1076.48	643.662
1076.58	675.64	1076.58	643.641
1076.68	674.739	1076.68	643.62
1076.78	673.898	1076.78	643.599
1076.88	672.979	1076.88	643.578
1076.98	672.25	1076.98	643.557
1077.08	671.443	1077.08	643.536
1077.18	670.693	1077.18	643.515
1077.28	669.856	1077.28	643.494
1077.38	669.042	1077.38	643.473
1077.48	668.219	1077.48	643.452
1077.58	667.432	1077.58	643.431
1077.68	666.733	1077.68	643.41
1077.78	666.034	1077.78	643.389
1077.88	665.28	1077.88	643.368
1077.98	664.575	1077.98	643.347
1078.08	663.903	1078.08	643.326
1078.18	663.276	1078.18	643.305
1078.28	662.632	1078.28	643.284
1078.38	661.931	1078.38	643.263
1078.48	661.335	1078.48	643.242
1078.58	660.764	1078.58	643.221
1078.68	660.13	1078.68	643.201
1078.78	659.517	1078.78	643.18
1078.88	658.915	1078.88	643.159
1078.98	658.288	1078.98	643.138
1079.08	657.691	1079.08	643.117
1079.18	657.093	1079.18	643.096
1079.28	656.513	1079.28	643.075
1079.38	655.942	1079.38	643.054
1079.48	655.367	1079.48	643.033
1079.58	654.771	1079.58	643.012
1079.68	654.208	1079.68	642.991
1079.78	653.667	1079.78	642.97
1079.88	653.128	1079.88	642.949
1079.98	652.582	1079.98	642.928
1080.08	652.05	1080.08	642.907
1080.18	651.513	1080.18	642.887
1080.28	650.994	1080.28	642.866
1080.38	650.474	1080.38	642.845
1080.48	649.963	1080.48	642.824
1080.58	649.445	1080.58	642.803
1080.68	648.935	1080.68	642.782
1080.78	648.421	1080.78	642.761
1080.88	647.91	1080.88	642.74
1080.98	647.394	1080.98	642.719
1081.08	646.893	1081.08	642.698
1081.18	646.393	1081.18	642.678
1081.28	645.894	1081.28	642.657
1081.38	645.387	1081.38	642.636
1081.48	644.896	1081.48	642.615
1081.58	644.398	1081.58	642.594
1081.68	643.926	1081.68	642.573
1081.78	643.466	1081.78	642.552
1081.88	642.998	1081.88	642.532
1081.98	642.51	1081.98	642.511
1082.08	642.059	1082.08	642.49
1082.18	641.598	1082.18	642.469
1082.28	641.15	1082.28	642.448
1082.38	640.693	1082.38	642.427
1082.48	640.262	1082.48	642.406
1082.58	639.822	1082.58	642.386
1082.68	639.381	1082.68	642.365
1082.78	638.953	1082.78	642.344
1082.88	638.521	1082.88	642.323
1082.98	638.107	1082.98	642.302
1083.08	637.692	1083.08	642.282
1083.18	637.256	1083.18	642.261
1083.28	636.838	1083.28	642.24
1083.38	636.406	1083.38	642.219
1083.48	636.021	1083.48	642.198
1083.58	635.607	1083.58	642.177
1083.68	634.662	1083.68	642.157
1083.78	634.643	1083.78	642.136
1083.88	634.688	1083.88	642.115
1083.98	634.309	1083.98	642.094
1084.08	633.867	1084.08	642.074
1084.18	633.467	1084.18	642.053
1084.28	633.387	1084.28	642.032
1084.38	633.053	1084.38	642.011
1084.48	632.689	1084.48	641.99
1084.58	632.182	1084.58	641.97
1084.68	631.535	1084.68	641.949
1084.78	631.084	1084.78	641.928
1084.88	630.692	1084.88	641.907
1084.98	630.311	1084.98	641.887
1085.08	629.908	1085.08	641.866
1085.18	629.421	1085.18	641.845
1085.28	628.992	1085.28	641.824
1085.38	628.575	1085.38	641.804
1085.48	628.063	1085.48	641.783
1085.58	627.647	1085.58	641.762
1085.68	627.509	1085.68	641.741
1085.78	627.264	1085.78	641.721
1085.88	626.889	1085.88	641.7
1085.98	626.51	1085.98	641.679
1086.08	626.162	1086.08	641.659
1086.18	625.797	1086.18	641.638
1086.28	625.457	1086.28	641.617
1086.38	625.098	1086.38	641.596
1086.48	624.729	1086.48	641.576
1086.58	624.379	1086.58	641.555
1086.68	624.02	1086.68	641.534
1086.78	623.676	1086.78	641.514
1086.88	623.317	1086.88	641.493
1086.98	622.969	1086.98	641.472
1087.08	622.612	1087.08	641.452
1087.18	622.276	1087.18	641.431
1087.28	621.93	1087.28	641.41
1087.38	621.579	1087.38	641.389
1087.48	621.328	1087.48	641.369
1087.58	621.235	1087.58	641.348
1087.68	620.808	1087.68	641.327
1087.78	620.372	1087.78	641.307
1087.88	619.847	1087.88	641.286
1087.98	619.26	1087.98	641.265
1088.08	618.755	1088.08	641.245
1088.18	618.304	1088.18	641.224
1088.28	618	1088.28	641.204
1088.38	617.713	1088.38	641.183
1088.48	617.525	1088.48	641.162
1088.58	617.303	1088.58	641.142
1088.68	617.041	1088.68	641.121
1088.78	616.787	1088.78	641.1
1088.88	616.547	1088.88	641.08
1088.98	616.305	1088.98	641.059
1089.08	616.043	1089.08	641.038
1089.18	615.768	1089.18	641.018
1089.28	615.469	1089.28	640.997
1089.38	615.18	1089.38	640.977
1089.48	614.883	1089.48	640.956
1089.58	614.555	1089.58	640.935
1089.68	614.221	1089.68	640.915
1089.78	613.899	1089.78	640.894
1089.88	613.583	1089.88	640.874
1089.98	613.233	1089.98	640.853
1090.08	612.903	1090.08	640.832
1090.18	612.596	1090.18	640.812
1090.28	612.288	1090.28	640.791
1090.38	611.979	1090.38	640.771
1090.48	611.696	1090.48	640.75
1090.58	611.417	1090.58	640.729
1090.68	611.119	1090.68	640.709
1090.78	610.837	1090.78	640.688
1090.88	610.528	1090.88	640.668
1090.98	610.239	1090.98	640.647
1091.08	609.968	1091.08	640.627
1091.18	609.686	1091.18	640.606
1091.28	609.399	1091.28	640.586
1091.38	609.11	1091.38	640.565
1091.48	608.829	1091.48	640.544
1091.58	608.548	1091.58	640.524
1091.68	608.259	1091.68	640.503
1091.78	607.953	1091.78	640.483
1091.88	607.669	1091.88	640.462
1091.98	607.391	1091.98	640.442
1092.08	607.118	1092.08	640.421
1092.18	606.848	1092.18	640.401
1092.28	606.594	1092.28	640.38
1092.38	606.334	1092.38	640.36
1092.48	606.067	1092.48	640.339
1092.58	605.813	1092.58	640.319
1092.68	605.547	1092.68	640.298
1092.78	605.294	1092.78	640.278
1092.88	605.031	1092.88	640.257
1092.98	604.762	1092.98	640.237
1093.08	604.473	1093.08	640.216
1093.18	604.212	1093.18	640.196
1093.28	603.925	1093.28	640.175
1093.38	603.628	1093.38	640.155
1093.48	603.317	1093.48	640.134
1093.58	603.036	1093.58	640.114
1093.68	602.739	1093.68	640.093
1093.78	602.456	1093.78	640.073
1093.88	602.177	1093.88	640.052
1093.98	601.923	1093.98	640.032
1094.08	601.651	1094.08	640.011
1094.18	601.393	1094.18	639.991
1094.28	601.132	1094.28	639.97
1094.38	600.882	1094.38	639.95
1094.48	600.624	1094.48	639.929
1094.58	600.397	1094.58	639.909
1094.68	600.167	1094.68	639.889
1094.78	599.946	1094.78	639.868
1094.88	599.711	1094.88	639.848
1094.98	599.446	1094.98	639.827
1095.08	599.192	1095.08	639.807
1095.18	598.946	1095.18	639.786
1095.28	598.704	1095.28	639.766
1095.38	598.444	1095.38	639.746
1095.48	598.184	1095.48	639.725
1095.58	597.946	1095.58	639.705
1095.68	597.688	1095.68	639.684
1095.78	597.421	1095.78	639.664
1095.88	597.139	1095.88	639.643
1095.98	596.889	1095.98	639.623
1096.08	596.644	1096.08	639.603
1096.18	596.413	1096.18	639.582
1096.28	596.18	1096.28	639.562
1096.38	595.954	1096.38	639.541
1096.48	595.723	1096.48	639.521
1096.58	595.51	1096.58	639.501
1096.68	595.29	1096.68	639.48
1096.78	595.048	1096.78	639.46
1096.88	594.788	1096.88	639.44
1096.98	594.554	1096.98	639.419
1097.08	594.325	1097.08	639.399
1097.18	594.087	1097.18	639.378
1097.28	593.831	1097.28	639.358
1097.38	593.579	1097.38	639.338
1097.48	593.313	1097.48	639.317
1097.58	593.069	1097.58	639.297
1097.68	592.821	1097.68	639.277
1097.78	592.569	1097.78	639.256
1097.88	592.331	1097.88	639.236
1097.98	592.116	1097.98	639.216
1098.08	591.895	1098.08	639.195
1098.18	591.692	1098.18	639.175
1098.28	591.475	1098.28	639.155
1098.38	591.284	1098.38	639.134
1098.48	591.057	1098.48	639.114
1098.58	590.837	1098.58	639.094
1098.68	590.608	1098.68	639.073
1098.78	590.396	1098.78	639.053
1098.88	590.186	1098.88	639.033
1098.98	589.966	1098.98	639.012
1099.08	589.737	1099.08	638.992
1099.18	589.53	1099.18	638.972
1099.28	589.282	1099.28	638.951
1099.38	589.052	1099.38	638.931
1099.48	588.825	1099.48	638.911
1099.58	588.581	1099.58	638.891
1099.68	588.37	1099.68	638.87
1099.78	588.163	1099.78	638.85
1099.88	587.946	1099.88	638.83
1099.98	587.735	1099.98	638.809
1100.08	587.526	1100.08	638.789
1100.18	587.329	1100.18	638.769
1100.28	587.116	1100.28	638.749
1100.38	586.917	1100.38	638.728
1100.48	586.723	1100.48	638.708
1100.58	586.536	1100.58	638.688
1100.68	586.346	1100.68	638.668
1100.78	586.12	1100.78	638.647
1100.88	585.927	1100.88	638.627
1100.98	585.737	1100.98	638.607
1101.08	585.53	1101.08	638.587
1101.18	585.327	1101.18	638.566
1101.28	585.11	1101.28	638.546
1101.38	584.897	1101.38	638.526
1101.48	584.706	1101.48	638.506
1101.58	584.491	1101.58	638.485
1101.68	584.278	1101.68	638.465
1101.78	584.069	1101.78	638.445
1101.88	583.86	1101.88	638.425
1101.98	583.667	1101.98	638.404
1102.08	583.458	1102.08	638.384
1102.18	583.251	1102.18	638.364
1102.28	583.05	1102.28	638.344
1102.38	582.85	1102.38	638.324
1102.48	582.647	1102.48	638.303
1102.58	582.45	1102.58	638.283
1102.68	582.259	1102.68	638.263
1102.78	582.069	1102.78	638.243
1102.88	581.882	1102.88	638.223
1102.98	581.683	1102.98	638.202
1103.08	581.491	1103.08	638.182
1103.18	581.29	1103.18	638.162
1103.28	581.091	1103.28	638.142
1103.38	580.872	1103.38	638.122
1103.48	580.671	1103.48	638.102
1103.58	580.472	1103.58	638.081
1103.68	580.298	1103.68	638.061
1103.78	580.089	1103.78	638.041
1103.88	579.889	1103.88	638.021
1103.98	579.69	1103.98	638.001
1104.08	579.491	1104.08	637.981
1104.18	579.292	1104.18	637.96
1104.28	579.11	1104.28	637.94
1104.38	578.921	1104.38	637.92
1104.48	578.751	1104.48	637.9
1104.58	578.581	1104.58	637.88
1104.68	578.392	1104.68	637.86
1104.78	578.192	1104.78	637.84
1104.88	578.011	1104.88	637.819
1104.98	577.831	1104.98	637.799
1105.08	577.632	1105.08	637.779
1105.18	577.452	1105.18	637.759
1105.28	577.253	1105.28	637.739
1105.38	577.071	1105.38	637.719
1105.48	576.891	1105.48	637.699
1105.58	576.702	1105.58	637.679
1105.68	576.503	1105.68	637.659
1105.78	576.312	1105.78	637.638
1105.88	576.122	1105.88	637.618
1105.98	575.935	1105.98	637.598
1106.08	575.753	1106.08	637.578
1106.18	575.555	1106.18	637.558
1106.28	575.354	1106.28	637.538
1106.38	575.171	1106.38	637.518
1106.48	574.993	1106.48	637.498
1106.58	574.794	1106.58	637.478
1106.68	574.612	1106.68	637.458
1106.78	574.452	1106.78	637.438
1106.88	574.274	1106.88	637.417
1106.98	574.11	1106.98	637.397
1107.08	573.935	1107.08	637.377
1107.18	573.755	1107.18	637.357
1107.28	573.583	1107.28	637.337
1107.38	573.411	1107.38	637.317
1107.48	573.235	1107.48	637.297
1107.58	573.062	1107.58	637.277
1107.68	572.885	1107.68	637.257
1107.78	572.729	1107.78	637.237
1107.88	572.554	1107.88	637.217
1107.98	572.374	1107.98	637.197
1108.08	572.202	1108.08	637.177
1108.18	572.013	1108.18	637.157
1108.28	571.825	1108.28	637.137
1108.38	571.653	1108.38	637.117
1108.48	571.474	1108.48	637.097
1108.58	571.286	1108.58	637.077
1108.68	571.114	1108.68	637.057
1108.78	570.935	1108.78	637.037
1108.88	570.764	1108.88	637.017
1108.98	570.567	1108.98	636.997
1109.08	570.384	1109.08	636.977
1109.18	570.214	1109.18	636.957
1109.28	570.026	1109.28	636.937
1109.38	569.854	1109.38	636.917
1109.48	569.665	1109.48	636.897
1109.58	569.493	1109.58	636.877
1109.68	569.317	1109.68	636.857
1109.78	569.161	1109.78	636.837
1109.88	568.985	1109.88	636.817
1109.98	568.815	1109.98	636.797
1110.08	568.644	1110.08	636.777
1110.18	568.483	1110.18	636.757
1110.28	568.315	1110.28	636.737
1110.38	568.155	1110.38	636.717
1110.48	568.003	1110.48	636.697
1110.58	567.835	1110.58	636.677
1110.68	567.655	1110.68	636.657
1110.78	567.493	1110.78	636.637
1110.88	567.323	1110.88	636.617
1110.98	567.157	1110.98	636.597
1111.08	567.005	1111.08	636.577
1111.18	566.837	1111.18	636.557
1111.28	566.673	1111.28	636.537
1111.38	566.516	1111.38	636.517
1111.48	566.345	1111.48	636.498
1111.58	566.177	1111.58	636.478
1111.68	566.022	1111.68	636.458
1111.78	565.856	1111.78	636.438
1111.88	565.704	1111.88	636.418
1111.98	565.536	1111.98	636.398
1112.08	565.366	1112.08	636.378
1112.18	565.196	1112.18	636.358
1112.28	565.036	1112.28	636.338
1112.38	564.866	1112.38	636.318
1112.48	564.704	1112.48	636.298
1112.58	564.557	1112.58	636.279
1112.68	564.405	1112.68	636.259
1112.78	564.247	1112.78	636.239
1112.88	564.085	1112.88	636.219
1112.98	563.935	1112.98	636.199
1113.08	563.784	1113.08	636.179
1113.18	563.618	1113.18	636.159
1113.28	563.466	1113.28	636.139
1113.38	563.313	1113.38	636.119
1113.48	563.177	1113.48	636.1
1113.58	563.026	1113.58	636.08
1113.68	562.866	1113.68	636.06
1113.78	562.716	1113.78	636.04
1113.88	562.573	1113.88	636.02
1113.98	562.417	1113.98	636
1114.08	562.257	1114.08	635.98
1114.18	562.097	1114.18	635.961
1114.28	561.944	1114.28	635.941
1114.38	561.786	1114.38	635.921
1114.48	561.636	1114.48	635.901
1114.58	561.485	1114.58	635.881
1114.68	561.325	1114.68	635.861
1114.78	561.175	1114.78	635.842
1114.88	561.017	1114.88	635.822
1114.98	560.858	1114.98	635.802
1115.08	560.716	1115.08	635.782
1115.18	560.577	1115.18	635.762
1115.28	560.427	1115.28	635.742
1115.38	560.278	1115.38	635.723
1115.48	560.136	1115.48	635.703
1115.58	559.997	1115.58	635.683
1115.68	559.847	1115.68	635.663
1115.78	559.696	1115.78	635.643
1115.88	559.556	1115.88	635.624
1115.98	559.396	1115.98	635.604
