Cycle: 10  CDAN-c206_X	Cycle: 10  CDAN-c206_Y	Fitted Cycle: 10  CDAN-c206_X	Fitted Cycle: 10  CDAN-c206_Y
1235.48	905.222	1235.48	906.892
1235.58	905.301	1235.58	906.939
1235.68	905.363	1235.68	906.986
1235.78	905.414	1235.78	907.033
1235.88	905.48	1235.88	907.079
1235.98	905.552	1235.98	907.125
1236.08	905.621	1236.08	907.171
1236.18	905.682	1236.18	907.216
1236.28	905.761	1236.28	907.262
1236.38	905.83	1236.38	907.307
1236.48	905.892	1236.48	907.352
1236.58	905.953	1236.58	907.397
1236.68	906.023	1236.68	907.441
1236.78	906.091	1236.78	907.486
1236.88	906.162	1236.88	907.53
1236.98	906.232	1236.98	907.574
1237.08	906.31	1237.08	907.617
1237.18	906.383	1237.18	907.661
1237.28	906.46	1237.28	907.704
1237.38	906.533	1237.38	907.747
1237.48	906.609	1237.48	907.79
1237.58	906.681	1237.58	907.833
1237.68	906.753	1237.68	907.876
1237.78	906.84	1237.78	907.918
1237.88	906.912	1237.88	907.96
1237.98	906.99	1237.98	908.002
1238.08	907.063	1238.08	908.044
1238.18	907.14	1238.18	908.085
1238.28	907.222	1238.28	908.127
1238.38	907.291	1238.38	908.168
1238.48	907.361	1238.48	908.209
1238.58	907.441	1238.58	908.25
1238.68	907.513	1238.68	908.29
1238.78	907.58	1238.78	908.331
1238.88	907.642	1238.88	908.371
1238.98	907.71	1238.98	908.411
1239.08	907.791	1239.08	908.451
1239.18	907.852	1239.18	908.49
1239.28	907.919	1239.28	908.53
1239.38	907.98	1239.38	908.569
1239.48	908.05	1239.48	908.608
1239.58	908.109	1239.58	908.647
1239.68	908.162	1239.68	908.686
1239.78	908.21	1239.78	908.724
1239.88	908.27	1239.88	908.763
1239.98	908.33	1239.98	908.801
1240.08	908.382	1240.08	908.839
1240.18	908.431	1240.18	908.877
1240.28	908.49	1240.28	908.915
1240.38	908.541	1240.38	908.952
1240.48	908.583	1240.48	908.989
1240.58	908.63	1240.58	909.027
1240.68	908.68	1240.68	909.063
1240.78	908.74	1240.78	909.1
1240.88	908.791	1240.88	909.137
1240.98	908.832	1240.98	909.173
1241.08	908.881	1241.08	909.21
1241.18	908.933	1241.18	909.246
1241.28	908.98	1241.28	909.282
1241.38	909.029	1241.38	909.318
1241.48	909.08	1241.48	909.353
1241.58	909.121	1241.58	909.389
1241.68	909.171	1241.68	909.424
1241.78	909.22	1241.78	909.459
1241.88	909.26	1241.88	909.494
1241.98	909.31	1241.98	909.529
1242.08	909.353	1242.08	909.563
1242.18	909.4	1242.18	909.598
1242.28	909.447	1242.28	909.632
1242.38	909.5	1242.38	909.666
1242.48	909.55	1242.48	909.7
1242.58	909.591	1242.58	909.734
1242.68	909.641	1242.68	909.768
1242.78	909.689	1242.78	909.802
1242.88	909.74	1242.88	909.835
1242.98	909.781	1242.98	909.868
1243.08	909.839	1243.08	909.901
1243.18	909.881	1243.18	909.934
1243.28	909.929	1243.28	909.967
1243.38	909.98	1243.38	909.999
1243.48	910.029	1243.48	910.032
1243.58	910.08	1243.58	910.064
1243.68	910.128	1243.68	910.096
1243.78	910.179	1243.78	910.128
1243.88	910.23	1243.88	910.16
1243.98	910.289	1243.98	910.192
1244.08	910.33	1244.08	910.224
1244.18	910.378	1244.18	910.255
1244.28	910.437	1244.28	910.286
1244.38	910.48	1244.38	910.317
1244.48	910.531	1244.48	910.348
1244.58	910.58	1244.58	910.379
1244.68	910.629	1244.68	910.41
1244.78	910.677	1244.78	910.441
1244.88	910.728	1244.88	910.471
1244.98	910.771	1244.98	910.501
1245.08	910.828	1245.08	910.531
1245.18	910.878	1245.18	910.561
1245.28	910.92	1245.28	910.591
1245.38	910.968	1245.38	910.621
1245.48	911.017	1245.48	910.651
1245.58	911.078	1245.58	910.68
1245.68	911.121	1245.68	910.709
1245.78	911.169	1245.78	910.739
1245.88	911.218	1245.88	910.768
1245.98	911.268	1245.98	910.797
1246.08	911.318	1246.08	910.825
1246.18	911.361	1246.18	910.854
1246.28	911.408	1246.28	910.883
1246.38	911.458	1246.38	910.911
1246.48	911.5	1246.48	910.939
1246.58	911.558	1246.58	910.968
1246.68	911.599	1246.68	910.996
1246.78	911.648	1246.78	911.023
1246.88	911.697	1246.88	911.051
1246.98	911.738	1246.98	911.079
1247.08	911.789	1247.08	911.106
1247.18	911.837	1247.18	911.134
1247.28	911.871	1247.28	911.161
1247.38	911.91	1247.38	911.188
1247.48	911.957	1247.48	911.215
1247.58	912.015	1247.58	911.242
1247.68	912.058	1247.68	911.269
1247.78	912.097	1247.78	911.296
1247.88	912.148	1247.88	911.322
1247.98	912.189	1247.98	911.348
1248.08	912.228	1248.08	911.375
1248.18	912.269	1248.18	911.401
1248.28	912.308	1248.28	911.427
1248.38	912.348	1248.38	911.453
1248.48	912.388	1248.48	911.479
1248.58	912.427	1248.58	911.505
1248.68	912.468	1248.68	911.53
1248.78	912.507	1248.78	911.556
1248.88	912.548	1248.88	911.581
1248.98	912.589	1248.98	911.606
1249.08	912.628	1249.08	911.631
1249.18	912.669	1249.18	911.656
1249.28	912.716	1249.28	911.681
1249.38	912.758	1249.38	911.706
1249.48	912.798	1249.48	911.731
1249.58	912.837	1249.58	911.755
1249.68	912.869	1249.68	911.78
1249.78	912.916	1249.78	911.804
1249.88	912.958	1249.88	911.828
1249.98	913	1249.98	911.853
1250.08	913.046	1250.08	911.877
1250.18	913.089	1250.18	911.901
1250.28	913.128	1250.28	911.924
1250.38	913.158	1250.38	911.948
1250.48	913.205	1250.48	911.972
1250.58	913.248	1250.58	911.995
1250.68	913.289	1250.68	912.019
1250.78	913.328	1250.78	912.042
1250.88	913.376	1250.88	912.065
1250.98	913.408	1250.98	912.088
1251.08	913.449	1251.08	912.111
1251.18	913.496	1251.18	912.134
1251.28	913.539	1251.28	912.157
1251.38	913.58	1251.38	912.18
1251.48	913.617	1251.48	912.202
1251.58	913.666	1251.58	912.225
1251.68	913.707	1251.68	912.247
1251.78	913.755	1251.78	912.27
1251.88	913.798	1251.88	912.292
1251.98	913.837	1251.98	912.314
1252.08	913.878	1252.08	912.336
1252.18	913.925	1252.18	912.358
1252.28	913.968	1252.28	912.38
1252.38	914.009	1252.38	912.401
1252.48	914.056	1252.48	912.423
1252.58	914.099	1252.58	912.444
1252.68	914.138	1252.68	912.466
1252.78	914.177	1252.78	912.487
1252.88	914.229	1252.88	912.509
1252.98	914.267	1252.98	912.53
1253.08	914.316	1253.08	912.551
1253.18	914.357	1253.18	912.572
1253.28	914.398	1253.28	912.593
1253.38	914.447	1253.38	912.613
1253.48	914.498	1253.48	912.634
1253.58	914.539	1253.58	912.655
1253.68	914.587	1253.68	912.675
1253.78	914.638	1253.78	912.696
1253.88	914.679	1253.88	912.716
1253.98	914.728	1253.98	912.736
1254.08	914.768	1254.08	912.757
1254.18	914.818	1254.18	912.777
1254.28	914.865	1254.28	912.797
1254.38	914.908	1254.38	912.817
1254.48	914.949	1254.48	912.836
1254.58	914.996	1254.58	912.856
1254.68	915.048	1254.68	912.876
1254.78	915.089	1254.78	912.895
1254.88	915.136	1254.88	912.915
1254.98	915.189	1254.98	912.934
1255.08	915.228	1255.08	912.954
1255.18	915.277	1255.18	912.973
1255.28	915.318	1255.28	912.992
1255.38	915.365	1255.38	913.011
1255.48	915.417	1255.48	913.03
1255.58	915.466	1255.58	913.049
1255.68	915.517	1255.68	913.068
1255.78	915.566	1255.78	913.087
1255.88	915.609	1255.88	913.106
1255.98	915.648	1255.98	913.124
1256.08	915.707	1256.08	913.143
1256.18	915.759	1256.18	913.161
1256.28	915.806	1256.28	913.18
1256.38	915.859	1256.38	913.198
1256.48	915.906	1256.48	913.216
1256.58	915.958	1256.58	913.234
1256.68	916.017	1256.68	913.253
1256.78	916.07	1256.78	913.271
1256.88	916.117	1256.88	913.288
1256.98	916.166	1256.98	913.306
1257.08	916.218	1257.08	913.324
1257.18	916.275	1257.18	913.342
1257.28	916.318	1257.28	913.36
1257.38	916.369	1257.38	913.377
1257.48	916.425	1257.48	913.395
1257.58	916.468	1257.58	913.412
1257.68	916.519	1257.68	913.429
1257.78	916.576	1257.78	913.447
1257.88	916.619	1257.88	913.464
1257.98	916.677	1257.98	913.481
1258.08	916.718	1258.08	913.498
1258.18	916.768	1258.18	913.515
1258.28	916.816	1258.28	913.532
1258.38	916.867	1258.38	913.549
1258.48	916.916	1258.48	913.566
1258.58	916.958	1258.58	913.583
1258.68	916.998	1258.68	913.599
1258.78	917.056	1258.78	913.616
1258.88	917.099	1258.88	913.632
1258.98	917.146	1258.98	913.649
1259.08	917.189	1259.08	913.665
1259.18	917.228	1259.18	913.682
1259.28	917.277	1259.28	913.698
1259.38	917.32	1259.38	913.714
1259.48	917.357	1259.48	913.73
1259.58	917.396	1259.58	913.746
1259.68	917.437	1259.68	913.762
1259.78	917.478	1259.78	913.778
1259.88	917.525	1259.88	913.794
1259.98	917.568	1259.98	913.81
1260.08	917.617	1260.08	913.826
1260.18	917.658	1260.18	913.841
1260.28	917.689	1260.28	913.857
1260.38	917.728	1260.38	913.873
1260.48	917.767	1260.48	913.888
1260.58	917.808	1260.58	913.904
1260.68	917.849	1260.68	913.919
1260.78	917.886	1260.78	913.934
1260.88	917.928	1260.88	913.95
1260.98	917.958	1260.98	913.965
1261.08	918.005	1261.08	913.98
1261.18	918.039	1261.18	913.995
1261.28	918.078	1261.28	914.01
1261.38	918.117	1261.38	914.025
1261.48	918.148	1261.48	914.04
1261.58	918.189	1261.58	914.055
1261.68	918.226	1261.68	914.07
1261.78	918.259	1261.78	914.085
1261.88	918.289	1261.88	914.099
1261.98	918.328	1261.98	914.114
1262.08	918.357	1262.08	914.129
1262.18	918.396	1262.18	914.143
1262.28	918.435	1262.28	914.158
1262.38	918.458	1262.38	914.172
1262.48	918.496	1262.48	914.186
1262.58	918.527	1262.58	914.201
1262.68	918.576	1262.68	914.215
1262.78	918.617	1262.78	914.229
1262.88	918.658	1262.88	914.243
1262.98	918.707	1262.98	914.257
1263.08	918.748	1263.08	914.272
1263.18	918.789	1263.18	914.286
1263.28	918.837	1263.28	914.3
1263.38	918.888	1263.38	914.313
1263.48	918.929	1263.48	914.327
1263.58	918.967	1263.58	914.341
1263.68	919.015	1263.68	914.355
1263.78	919.068	1263.78	914.368
1263.88	919.119	1263.88	914.382
1263.98	919.175	1263.98	914.396
1264.08	919.218	1264.08	914.409
1264.18	919.257	1264.18	914.423
1264.28	919.267	1264.28	914.436
1264.38	919.298	1264.38	914.45
1264.48	919.33	1264.48	914.463
1264.58	919.347	1264.58	914.476
1264.68	919.371	1264.68	914.489
1264.78	919.33	1264.78	914.503
1264.88	919.298	1264.88	914.516
1264.98	919.441	1264.98	914.529
1265.08	919.578	1265.08	914.542
1265.18	919.736	1265.18	914.555
1265.28	919.852	1265.28	914.568
1265.38	919.919	1265.38	914.581
1265.48	915.17	1265.48	914.594
1265.58	881.894	1265.58	914.607
1265.68	839.875	1265.68	914.619
1265.78	809.307	1265.78	914.632
1265.88	790.762	1265.88	914.645
1265.98	824.382	1265.98	856.09
1266.08	877.975	1266.08	855.996
1266.18	899.616	1266.18	855.902
1266.28	904.406	1266.28	855.808
1266.38	904.66	1266.38	855.714
1266.48	903.676	1266.48	855.621
1266.58	902.155	1266.58	855.527
1266.68	900.586	1266.68	855.434
1266.78	899.25	1266.78	855.341
1266.88	897.723	1266.88	855.247
1266.98	896.154	1266.98	855.154
1267.08	894.7	1267.08	855.061
1267.18	893.454	1267.18	854.968
1267.28	891.92	1267.28	854.875
1267.38	890.532	1267.38	854.783
1267.48	889.226	1267.48	854.69
1267.58	887.876	1267.58	854.598
1267.68	886.586	1267.68	854.505
1267.78	885.371	1267.78	854.413
1267.88	884.243	1267.88	854.321
1267.98	883.141	1267.98	854.229
1268.08	881.989	1268.08	854.136
1268.18	880.92	1268.18	854.045
1268.28	879.844	1268.28	853.953
1268.38	878.717	1268.38	853.861
1268.48	877.531	1268.48	853.769
1268.58	876.379	1268.58	853.678
1268.68	875.336	1268.68	853.586
1268.78	874.294	1268.78	853.495
1268.88	873.287	1268.88	853.403
1268.98	872.331	1268.98	853.312
1269.08	871.375	1269.08	853.221
1269.18	870.523	1269.18	853.13
1269.28	869.707	1269.28	853.039
1269.38	868.885	1269.38	852.948
1269.48	868.043	1269.48	852.858
1269.58	867.135	1269.58	852.767
1269.68	866.245	1269.68	852.677
1269.78	865.395	1269.78	852.586
1269.88	864.53	1269.88	852.496
1269.98	863.68	1269.98	852.405
1270.08	862.872	1270.08	852.315
1270.18	862.032	1270.18	852.225
1270.28	861.233	1270.28	852.135
1270.38	860.473	1270.38	852.045
1270.48	859.704	1270.48	851.955
1270.58	858.948	1270.58	851.866
1270.68	858.165	1270.68	851.776
1270.78	857.403	1270.78	851.686
1270.88	856.657	1270.88	851.597
1270.98	855.911	1270.98	851.508
1271.08	855.204	1271.08	851.418
1271.18	854.466	1271.18	851.329
1271.28	853.735	1271.28	851.24
1271.38	853.009	1271.38	851.151
1271.48	852.29	1271.48	851.062
1271.58	851.581	1271.58	850.973
1271.68	850.892	1271.68	850.884
1271.78	850.185	1271.78	850.796
1271.88	849.496	1271.88	850.707
1271.98	848.815	1271.98	850.618
1272.08	848.138	1272.08	850.53
1272.18	847.456	1272.18	850.442
1272.28	846.798	1272.28	850.353
1272.38	846.14	1272.38	850.265
1272.48	845.49	1272.48	850.177
1272.58	844.839	1272.58	850.089
1272.68	844.185	1272.68	850.001
1272.78	843.537	1272.78	849.913
1272.88	842.904	1272.88	849.826
1272.98	842.265	1272.98	849.738
1273.08	841.639	1273.08	849.65
1273.18	841.017	1273.18	849.563
1273.28	840.4	1273.28	849.476
1273.38	839.787	1273.38	849.388
1273.48	839.169	1273.48	849.301
1273.58	838.57	1273.58	849.214
1273.68	837.982	1273.68	849.127
1273.78	837.393	1273.78	849.04
1273.88	836.82	1273.88	848.953
1273.98	836.242	1273.98	848.866
1274.08	835.646	1274.08	848.779
1274.18	835.113	1274.18	848.693
1274.28	834.543	1274.28	848.606
1274.38	833.986	1274.38	848.519
1274.48	833.443	1274.48	848.433
1274.58	832.873	1274.58	848.347
1274.68	832.365	1274.68	848.261
1274.78	831.418	1274.78	848.174
1274.88	831.218	1274.88	848.088
1274.98	831.053	1274.98	848.002
1275.08	830.497	1275.08	847.916
1275.18	829.929	1275.18	847.83
1275.28	829.412	1275.28	847.745
1275.38	828.922	1275.38	847.659
1275.48	829.315	1275.48	847.573
1275.58	828.412	1275.58	847.488
1275.68	827.426	1275.68	847.402
1275.78	826.813	1275.78	847.317
1275.88	826.277	1275.88	847.231
1275.98	825.756	1275.98	847.146
1276.08	825.235	1276.08	847.061
1276.18	824.734	1276.18	846.976
1276.28	824.207	1276.28	846.891
1276.38	823.69	1276.38	846.806
1276.48	823.032	1276.48	846.721
1276.58	822.403	1276.58	846.637
1276.68	821.86	1276.68	846.552
1276.78	821.416	1276.78	846.467
1276.88	821.129	1276.88	846.383
1276.98	820.69	1276.98	846.298
1277.08	820.225	1277.08	846.214
1277.18	819.741	1277.18	846.13
1277.28	819.262	1277.28	846.045
1277.38	818.818	1277.38	845.961
1277.48	818.35	1277.48	845.877
1277.58	817.889	1277.58	845.793
1277.68	817.42	1277.68	845.709
1277.78	816.959	1277.78	845.625
1277.88	816.473	1277.88	845.541
1277.98	816.02	1277.98	845.458
1278.08	815.553	1278.08	845.374
1278.18	815.119	1278.18	845.291
1278.28	814.672	1278.28	845.207
1278.38	814.204	1278.38	845.124
1278.48	813.727	1278.48	845.04
1278.58	813.307	1278.58	844.957
1278.68	813.202	1278.68	844.874
1278.78	812.856	1278.78	844.791
1278.88	812.218	1278.88	844.708
1278.98	811.643	1278.98	844.625
1279.08	811.025	1279.08	844.542
1279.18	810.298	1279.18	844.459
1279.28	809.681	1279.28	844.376
1279.38	809.231	1279.38	844.294
1279.48	808.902	1279.48	844.211
1279.58	808.619	1279.58	844.129
1279.68	808.279	1279.68	844.046
1279.78	807.916	1279.78	843.964
1279.88	807.561	1279.88	843.881
1279.98	807.221	1279.98	843.799
1280.08	806.889	1280.08	843.717
1280.18	806.536	1280.18	843.635
1280.28	806.182	1280.28	843.553
1280.38	805.833	1280.38	843.471
1280.48	805.471	1280.48	843.389
1280.58	805.053	1280.58	843.307
1280.68	804.6	1280.68	843.225
1280.78	804.149	1280.78	843.144
1280.88	803.731	1280.88	843.062
1280.98	803.325	1280.98	842.98
1281.08	802.895	1281.08	842.899
1281.18	802.459	1281.18	842.818
1281.28	802.045	1281.28	842.736
1281.38	801.649	1281.38	842.655
1281.48	801.268	1281.48	842.574
1281.58	800.881	1281.58	842.493
1281.68	800.491	1281.68	842.412
1281.78	800.094	1281.78	842.331
1281.88	799.702	1281.88	842.25
1281.98	799.323	1281.98	842.169
1282.08	798.94	1282.08	842.088
1282.18	798.553	1282.18	842.007
1282.28	798.18	1282.28	841.927
1282.38	797.809	1282.38	841.846
1282.48	797.454	1282.48	841.766
1282.58	797.092	1282.58	841.685
1282.68	796.721	1282.68	841.605
1282.78	796.364	1282.78	841.524
1282.88	796.002	1282.88	841.444
1282.98	795.635	1282.98	841.364
1283.08	795.264	1283.08	841.284
1283.18	794.887	1283.18	841.204
1283.28	794.526	1283.28	841.124
1283.38	794.163	1283.38	841.044
1283.48	793.795	1283.48	840.964
1283.58	793.43	1283.58	840.884
1283.68	793.081	1283.68	840.805
1283.78	792.731	1283.78	840.725
1283.88	792.381	1283.88	840.645
1283.98	792.043	1283.98	840.566
1284.08	791.694	1284.08	840.486
1284.18	791.354	1284.18	840.407
1284.28	791.006	1284.28	840.328
1284.38	790.639	1284.38	840.248
1284.48	790.27	1284.48	840.169
1284.58	789.894	1284.58	840.09
1284.68	789.524	1284.68	840.011
1284.78	789.153	1284.78	839.932
1284.88	788.792	1284.88	839.853
1284.98	788.424	1284.98	839.774
1285.08	788.069	1285.08	839.695
1285.18	787.735	1285.18	839.617
1285.28	787.405	1285.28	839.538
1285.38	787.057	1285.38	839.459
1285.48	786.717	1285.48	839.381
1285.58	786.372	1285.58	839.302
1285.68	786.036	1285.68	839.224
1285.78	785.733	1285.78	839.146
1285.88	785.44	1285.88	839.067
1285.98	785.135	1285.98	838.989
1286.08	784.833	1286.08	838.911
1286.18	784.526	1286.18	838.833
1286.28	784.215	1286.28	838.755
1286.38	783.889	1286.38	838.677
1286.48	783.586	1286.48	838.599
1286.58	783.276	1286.58	838.521
1286.68	782.952	1286.68	838.443
1286.78	782.631	1286.78	838.365
1286.88	782.286	1286.88	838.288
1286.98	781.946	1286.98	838.21
1287.08	781.588	1287.08	838.133
1287.18	781.245	1287.18	838.055
1287.28	780.92	1287.28	837.978
1287.38	780.616	1287.38	837.9
1287.48	780.329	1287.48	837.823
1287.58	780.028	1287.58	837.746
1287.68	779.735	1287.68	837.669
1287.78	779.448	1287.78	837.591
1287.88	779.133	1287.88	837.514
1287.98	778.811	1287.98	837.437
1288.08	778.51	1288.08	837.36
1288.18	778.2	1288.18	837.283
1288.28	777.901	1288.28	837.207
1288.38	777.594	1288.38	837.13
1288.48	777.256	1288.48	837.053
1288.58	776.936	1288.58	836.976
1288.68	776.604	1288.68	836.9
1288.78	776.288	1288.78	836.823
1288.88	775.956	1288.88	836.747
1288.98	775.651	1288.98	836.67
1289.08	775.334	1289.08	836.594
1289.18	775.03	1289.18	836.518
1289.28	774.766	1289.28	836.442
1289.38	774.506	1289.38	836.365
1289.48	774.235	1289.48	836.289
1289.58	773.961	1289.58	836.213
1289.68	773.653	1289.68	836.137
1289.78	773.364	1289.78	836.061
1289.88	773.081	1289.88	835.985
1289.98	772.813	1289.98	835.91
1290.08	772.54	1290.08	835.834
1290.18	772.26	1290.18	835.758
1290.28	771.981	1290.28	835.682
1290.38	771.678	1290.38	835.607
1290.48	771.378	1290.48	835.531
1290.58	771.067	1290.58	835.456
1290.68	770.792	1290.68	835.38
1290.78	770.53	1290.78	835.305
1290.88	770.272	1290.88	835.23
1290.98	770	1290.98	835.154
1291.08	769.741	1291.08	835.079
1291.18	769.479	1291.18	835.004
1291.28	769.213	1291.28	834.929
1291.38	768.95	1291.38	834.854
1291.48	768.69	1291.48	834.779
1291.58	768.44	1291.58	834.704
1291.68	768.192	1291.68	834.629
1291.78	767.94	1291.78	834.554
1291.88	767.69	1291.88	834.48
1291.98	767.432	1291.98	834.405
1292.08	767.174	1292.08	834.33
1292.18	766.897	1292.18	834.256
1292.28	766.625	1292.28	834.181
1292.38	766.364	1292.38	834.107
1292.48	766.106	1292.48	834.032
1292.58	765.827	1292.58	833.958
1292.68	765.545	1292.68	833.884
1292.78	765.268	1292.78	833.809
1292.88	764.978	1292.88	833.735
1292.98	764.696	1292.98	833.661
1293.08	764.418	1293.08	833.587
1293.18	764.155	1293.18	833.513
1293.28	763.896	1293.28	833.439
1293.38	763.627	1293.38	833.365
1293.48	763.366	1293.48	833.291
1293.58	763.094	1293.58	833.217
1293.68	762.846	1293.68	833.144
1293.78	762.594	1293.78	833.07
1293.88	762.343	1293.88	832.996
1293.98	762.096	1293.98	832.923
1294.08	761.856	1294.08	832.849
1294.18	761.604	1294.18	832.776
1294.28	761.356	1294.28	832.702
1294.38	761.106	1294.38	832.629
1294.48	760.856	1294.48	832.555
1294.58	760.588	1294.58	832.482
1294.68	760.338	1294.68	832.409
1294.78	760.067	1294.78	832.336
1294.88	759.808	1294.88	832.263
1294.98	759.559	1294.98	832.19
1295.08	759.299	1295.08	832.117
1295.18	759.036	1295.18	832.044
1295.28	758.778	1295.28	831.971
1295.38	758.528	1295.38	831.898
1295.48	758.257	1295.48	831.825
1295.58	758.006	1295.58	831.752
1295.68	757.776	1295.68	831.68
1295.78	757.543	1295.78	831.607
1295.88	757.317	1295.88	831.534
1295.98	757.086	1295.98	831.462
1296.08	756.849	1296.08	831.389
1296.18	756.625	1296.18	831.317
1296.28	756.387	1296.28	831.244
1296.38	756.157	1296.38	831.172
1296.48	755.911	1296.48	831.1
1296.58	755.668	1296.58	831.028
1296.68	755.431	1296.68	830.956
1296.78	755.196	1296.78	830.883
1296.88	754.962	1296.88	830.811
1296.98	754.718	1296.98	830.739
1297.08	754.481	1297.08	830.667
1297.18	754.22	1297.18	830.595
1297.28	753.969	1297.28	830.523
1297.38	753.739	1297.38	830.452
1297.48	753.499	1297.48	830.38
1297.58	753.259	1297.58	830.308
1297.68	753.019	1297.68	830.236
1297.78	752.788	1297.78	830.165
1297.88	752.555	1297.88	830.093
1297.98	752.331	1297.98	830.022
1298.08	752.101	1298.08	829.95
1298.18	751.852	1298.18	829.879
1298.28	751.62	1298.28	829.807
1298.38	751.389	1298.38	829.736
1298.48	751.161	1298.48	829.665
1298.58	750.93	1298.58	829.594
1298.68	750.71	1298.68	829.522
1298.78	750.481	1298.78	829.451
1298.88	750.249	1298.88	829.38
1298.98	750.02	1298.98	829.309
1299.08	749.792	1299.08	829.238
1299.18	749.56	1299.18	829.167
1299.28	749.313	1299.28	829.096
1299.38	749.081	1299.38	829.025
1299.48	748.872	1299.48	828.955
1299.58	748.638	1299.58	828.884
1299.68	748.421	1299.68	828.813
1299.78	748.19	1299.78	828.743
1299.88	747.96	1299.88	828.672
1299.98	747.729	1299.98	828.602
1300.08	747.51	1300.08	828.531
1300.18	747.292	1300.18	828.461
1300.28	747.062	1300.28	828.39
1300.38	746.841	1300.38	828.32
1300.48	746.62	1300.48	828.249
1300.58	746.393	1300.58	828.179
1300.68	746.173	1300.68	828.109
1300.78	745.962	1300.78	828.039
1300.88	745.761	1300.88	827.969
1300.98	745.552	1300.98	827.899
1301.08	745.351	1301.08	827.829
1301.18	745.153	1301.18	827.759
1301.28	744.933	1301.28	827.689
1301.38	744.702	1301.38	827.619
1301.48	744.489	1301.48	827.549
1301.58	744.282	1301.58	827.479
1301.68	744.052	1301.68	827.41
1301.78	743.831	1301.78	827.34
1301.88	743.62	1301.88	827.27
1301.98	743.411	1301.98	827.201
1302.08	743.192	1302.08	827.131
1302.18	742.972	1302.18	827.062
1302.28	742.753	1302.28	826.992
1302.38	742.55	1302.38	826.923
1302.48	742.352	1302.48	826.853
1302.58	742.142	1302.58	826.784
1302.68	741.923	1302.68	826.715
1302.78	741.712	1302.78	826.645
1302.88	741.503	1302.88	826.576
1302.98	741.292	1302.98	826.507
1303.08	741.081	1303.08	826.438
1303.18	740.882	1303.18	826.369
1303.28	740.692	1303.28	826.3
1303.38	740.479	1303.38	826.231
1303.48	740.262	1303.48	826.162
1303.58	740.052	1303.58	826.093
1303.68	739.843	1303.68	826.025
1303.78	739.643	1303.78	825.956
1303.88	739.433	1303.88	825.887
1303.98	739.233	1303.98	825.818
1304.08	739.022	1304.08	825.75
1304.18	738.833	1304.18	825.681
1304.28	738.632	1304.28	825.613
1304.38	738.421	1304.38	825.544
1304.48	738.214	1304.48	825.476
1304.58	738.015	1304.58	825.407
1304.68	737.813	1304.68	825.339
1304.78	737.612	1304.78	825.27
1304.88	737.403	1304.88	825.202
1304.98	737.204	1304.98	825.134
1305.08	737.013	1305.08	825.066
1305.18	736.823	1305.18	824.998
1305.28	736.624	1305.28	824.93
1305.38	736.413	1305.38	824.862
1305.48	736.223	1305.48	824.794
1305.58	736.032	1305.58	824.726
1305.68	735.843	1305.68	824.658
1305.78	735.655	1305.78	824.59
1305.88	735.464	1305.88	824.522
1305.98	735.262	1305.98	824.454
1306.08	735.071	1306.08	824.386
1306.18	734.866	1306.18	824.319
1306.28	734.655	1306.28	824.251
1306.38	734.452	1306.38	824.183
1306.48	734.263	1306.48	824.116
1306.58	734.055	1306.58	824.048
1306.68	733.862	1306.68	823.981
1306.78	733.663	1306.78	823.913
1306.88	733.474	1306.88	823.846
1306.98	733.282	1306.98	823.779
1307.08	733.094	1307.08	823.711
1307.18	732.905	1307.18	823.644
1307.28	732.704	1307.28	823.577
1307.38	732.524	1307.38	823.51
1307.48	732.335	1307.48	823.442
1307.58	732.151	1307.58	823.375
1307.68	731.975	1307.68	823.308
1307.78	731.794	1307.78	823.241
1307.88	731.614	1307.88	823.174
1307.98	731.425	1307.98	823.107
1308.08	731.235	1308.08	823.04
1308.18	731.052	1308.18	822.974
1308.28	730.864	1308.28	822.907
1308.38	730.685	1308.38	822.84
1308.48	730.521	1308.48	822.773
1308.58	730.335	1308.58	822.707
1308.68	730.144	1308.68	822.64
1308.78	729.944	1308.78	822.573
1308.88	729.757	1308.88	822.507
1308.98	729.571	1308.98	822.44
1309.08	729.384	1309.08	822.374
1309.18	729.194	1309.18	822.307
1309.28	729.005	1309.28	822.241
1309.38	728.813	1309.38	822.175
1309.48	728.635	1309.48	822.108
1309.58	728.444	1309.58	822.042
1309.68	728.265	1309.68	821.976
1309.78	728.075	1309.78	821.91
1309.88	727.905	1309.88	821.844
1309.98	727.724	1309.98	821.777
1310.08	727.536	1310.08	821.711
1310.18	727.356	1310.18	821.645
1310.28	727.185	1310.28	821.579
1310.38	727.007	1310.38	821.513
1310.48	726.835	1310.48	821.448
1310.58	726.645	1310.58	821.382
1310.68	726.456	1310.68	821.316
1310.78	726.276	1310.78	821.25
1310.88	726.089	1310.88	821.184
1310.98	725.903	1310.98	821.119
1311.08	725.718	1311.08	821.053
1311.18	725.536	1311.18	820.987
1311.28	725.347	1311.28	820.922
1311.38	725.173	1311.38	820.856
1311.48	724.987	1311.48	820.791
1311.58	724.786	1311.58	820.725
1311.68	724.608	1311.68	820.66
1311.78	724.435	1311.78	820.595
1311.88	724.267	1311.88	820.529
1311.98	724.093	1311.98	820.464
1312.08	723.927	1312.08	820.399
1312.18	723.765	1312.18	820.334
1312.28	723.597	1312.28	820.268
1312.38	723.425	1312.38	820.203
1312.48	723.259	1312.48	820.138
1312.58	723.087	1312.58	820.073
1312.68	722.925	1312.68	820.008
