Cycle: 5  C15R26E_X	Cycle: 5  C15R26E_Y	Fitted Cycle: 5  C15R26E_X	Fitted Cycle: 5  C15R26E_Y
176.24	-4.92944	176.24	1.33958
176.34	-4.9353	176.34	1.33631
176.44	-4.92554	176.44	1.33304
176.54	-4.92554	176.54	1.32977
176.64	-4.92944	176.64	1.3265
176.74	-4.9353	176.74	1.32323
176.84	-4.9353	176.84	1.31996
176.94	-4.9353	176.94	1.3167
177.04	-4.93921	177.04	1.31343
177.14	-4.9353	177.14	1.31016
177.24	-4.9353	177.24	1.3069
177.34	-4.93921	177.34	1.30363
177.44	-4.94507	177.44	1.30037
177.54	-4.94507	177.54	1.2971
177.64	-4.9353	177.64	1.29384
177.74	-4.93921	177.74	1.29058
177.84	-4.94507	177.84	1.28732
177.94	-4.94507	177.94	1.28405
178.04	-4.94507	178.04	1.28079
178.14	-4.93994	178.14	1.27753
178.24	-4.94702	178.24	1.27427
178.34	-4.94702	178.34	1.27101
178.44	-4.94702	178.44	1.26775
178.54	-4.94702	178.54	1.2645
178.64	-4.95093	178.64	1.26124
178.74	-4.94702	178.74	1.25798
178.84	-4.94702	178.84	1.25472
178.94	-4.95093	178.94	1.25147
179.04	-4.95679	179.04	1.24821
179.14	-4.95679	179.14	1.24496
179.24	-4.95679	179.24	1.2417
179.34	-4.95093	179.34	1.23845
179.44	-4.95679	179.44	1.23519
179.54	-4.95679	179.54	1.23194
179.64	-4.95679	179.64	1.22869
179.74	-4.95679	179.74	1.22543
179.84	-4.96069	179.84	1.22218
179.94	-4.95483	179.94	1.21893
180.04	-4.95483	180.04	1.21568
180.14	-4.95483	180.14	1.21243
180.24	-4.95483	180.24	1.20918
180.34	-4.95874	180.34	1.20593
180.44	-4.9646	180.44	1.20268
180.54	-4.9646	180.54	1.19944
180.64	-4.95483	180.64	1.19619
180.74	-4.95483	180.74	1.19294
180.84	-4.95874	180.84	1.1897
180.94	-4.9646	180.94	1.18645
181.04	-4.95483	181.04	1.1832
181.14	-4.95874	181.14	1.17996
181.24	-4.9646	181.24	1.17672
181.34	-4.9646	181.34	1.17347
181.44	-4.9646	181.44	1.17023
181.54	-4.96924	181.54	1.16699
181.64	-4.97632	181.64	1.16374
181.74	-4.96655	181.74	1.1605
181.84	-4.96655	181.84	1.15726
181.94	-4.97046	181.94	1.15402
182.04	-4.97632	182.04	1.15078
182.14	-4.97632	182.14	1.14754
182.24	-4.97632	182.24	1.1443
182.34	-4.97632	182.34	1.14106
182.44	-4.98022	182.44	1.13783
182.54	-4.98608	182.54	1.13459
182.64	-4.97632	182.64	1.13135
182.74	-4.97632	182.74	1.12812
182.84	-4.97632	182.84	1.12488
182.94	-4.98022	182.94	1.12164
183.04	-4.98608	183.04	1.11841
183.14	-4.98608	183.14	1.11518
183.24	-4.98999	183.24	1.11194
183.34	-4.98608	183.34	1.10871
183.44	-4.98608	183.44	1.10548
183.54	-4.98608	183.54	1.10224
183.64	-4.98999	183.64	1.09901
183.74	-4.99585	183.74	1.09578
183.84	-4.99585	183.84	1.09255
183.94	-4.99976	183.94	1.08932
184.04	-5.00562	184.04	1.08609
184.14	-5.00562	184.14	1.08286
184.24	-5.00952	184.24	1.07963
184.34	-5.01538	184.34	1.07641
184.44	-5.01538	184.44	1.07318
184.54	-5.01538	184.54	1.06995
184.64	-5.01538	184.64	1.06673
184.74	-5.01929	184.74	1.0635
184.84	-5.02515	184.84	1.06028
184.94	-5.02515	184.94	1.05705
185.04	-5.02979	185.04	1.05383
185.14	-5.0271	185.14	1.0506
185.24	-5.03101	185.24	1.04738
185.34	-5.03687	185.34	1.04416
185.44	-5.03296	185.44	1.04093
185.54	-5.03101	185.54	1.03771
185.64	-5.03687	185.64	1.03449
185.74	-5.03687	185.74	1.03127
185.84	-5.03687	185.84	1.02805
185.94	-5.03687	185.94	1.02483
186.04	-5.03687	186.04	1.02161
186.14	-5.03687	186.14	1.0184
186.24	-5.03687	186.24	1.01518
186.34	-5.03687	186.34	1.01196
186.44	-5.03687	186.44	1.00874
186.54	-5.04077	186.54	1.00553
186.64	-5.04272	186.64	1.00231
186.74	-5.03687	186.74	0.999095
186.84	-5.03687	186.84	0.99588
186.94	-5.04077	186.94	0.992666
187.04	-5.04663	187.04	0.989452
187.14	-5.03687	187.14	0.986239
187.24	-5.04663	187.24	0.983026
187.34	-5.04663	187.34	0.979814
187.44	-5.04663	187.44	0.976602
187.54	-5.04663	187.54	0.97339
187.64	-5.05054	187.64	0.970181
187.74	-5.0564	187.74	0.96697
187.84	-5.04663	187.84	0.96376
187.94	-5.0564	187.94	0.960551
188.04	-5.0564	188.04	0.957342
188.14	-5.0603	188.14	0.954135
188.24	-5.06616	188.24	0.950927
188.34	-5.06616	188.34	0.94772
188.44	-5.06616	188.44	0.944513
188.54	-5.06226	188.54	0.941307
188.64	-5.0564	188.64	0.938102
188.74	-5.07007	188.74	0.934897
188.84	-5.07593	188.84	0.931692
188.94	-5.07593	188.94	0.928488
189.04	-5.07983	189.04	0.925285
189.14	-5.08569	189.14	0.922083
189.24	-5.08569	189.24	0.91888
189.34	-5.08569	189.34	0.915678
189.44	-5.09546	189.44	0.912476
189.54	-5.10522	189.54	0.909275
189.64	-5.11304	189.64	0.906076
189.74	-5.09277	189.74	0.902876
189.84	-5.07007	189.84	0.899676
189.94	-5.07007	189.94	0.896477
190.04	-5.06348	190.04	0.893279
190.14	-5.07397	190.14	0.890082
190.24	-5.14355	190.24	0.886884
190.34	-5.11426	190.34	0.883687
190.44	-4.97437	190.44	0.880491
190.54	-4.96533	190.54	0.877295
190.64	-4.88892	190.64	0.8741
190.74	-5.27393	190.74	0.870906
190.84	-6.99316	190.84	0.867711
190.94	-7.47437	190.94	2.29598
191.04	-6.06494	191.04	2.30358
191.14	-4.7981	191.14	2.31118
191.24	-4.15527	191.24	2.31878
191.34	-3.65283	191.34	2.32637
191.44	-3.30127	191.44	2.33396
191.54	-3.14502	191.54	2.34155
191.64	-2.98608	191.64	2.34912
191.74	-2.8833	191.74	2.3567
191.84	-2.78101	191.84	2.36427
191.94	-2.6814	191.94	2.37184
192.04	-2.62866	192.04	2.3794
192.14	-2.55908	192.14	2.38696
192.24	-2.48999	192.24	2.39451
192.34	-2.42944	192.34	2.40206
192.44	-2.37671	192.44	2.40961
192.54	-2.31616	192.54	2.41715
192.64	-2.25171	192.64	2.42469
192.74	-2.18726	192.74	2.43222
192.84	-2.13062	192.84	2.43975
192.94	-2.09155	192.94	2.44728
193.04	-2.0271	193.04	2.4548
193.14	-1.99194	193.14	2.46231
193.24	-1.93726	193.24	2.46983
193.34	-1.8916	193.34	2.47733
193.44	-1.83179	193.44	2.48484
193.54	-1.77515	193.54	2.49234
193.64	-1.73022	193.64	2.49983
193.74	-1.67163	193.74	2.50732
193.84	-1.61499	193.84	2.51481
193.94	-1.57202	193.94	2.52229
194.04	-1.52124	194.04	2.52977
194.14	-1.46655	194.14	2.53725
194.24	-1.42163	194.24	2.54472
194.34	-1.37671	194.34	2.55218
194.44	-1.33179	194.44	2.55965
194.54	-1.28687	194.54	2.5671
194.64	-1.24121	194.64	2.57456
194.74	-1.19507	194.74	2.58201
194.84	-1.15015	194.84	2.58945
194.94	-1.10522	194.94	2.59689
195.04	-1.0603	195.04	2.60433
195.14	-1.01538	195.14	2.61177
195.24	-0.970459	195.24	2.61919
195.34	-0.925537	195.34	2.62662
195.44	-0.880615	195.44	2.63404
195.54	-0.835693	195.54	2.64145
195.64	-0.792725	195.64	2.64887
195.74	-0.741943	195.74	2.65627
195.84	-0.706787	195.84	2.66368
195.94	-0.661865	195.94	2.67108
196.04	-0.626709	196.04	2.67847
196.14	-0.581787	196.14	2.68587
196.24	-0.546631	196.24	2.69325
196.34	-0.50293	196.34	2.70063
196.44	-0.460693	196.44	2.70801
196.54	-0.415771	196.54	2.71539
196.64	-0.380615	196.64	2.72276
196.74	-0.335693	196.74	2.73013
196.84	-0.300537	196.84	2.73749
196.94	-0.251709	196.94	2.74485
197.04	-0.216553	197.04	2.7522
197.14	-0.171631	197.14	2.75955
197.24	-0.132568	197.24	2.7669
197.34	-0.0856934	197.34	2.77424
197.44	-0.0524902	197.44	2.78158
197.54	-0.0126953	197.54	2.78891
197.64	0.0256348	197.64	2.79624
197.74	0.0686035	197.74	2.80356
197.84	0.109619	197.84	2.81089
197.94	0.144775	197.94	2.8182
198.04	0.177979	198.04	2.82552
198.14	0.218994	198.14	2.83283
198.24	0.25415	198.24	2.84013
198.34	0.287354	198.34	2.84743
198.44	0.324463	198.44	2.85473
198.54	0.357666	198.54	2.86202
198.64	0.396729	198.64	2.86931
198.74	0.433838	198.74	2.87659
198.84	0.467773	198.84	2.88387
198.94	0.506104	198.94	2.89115
199.04	0.539307	199.04	2.89842
199.14	0.568604	199.14	2.90569
199.24	0.609619	199.24	2.91295
199.34	0.644775	199.34	2.92021
199.44	0.677979	199.44	2.92747
199.54	0.707275	199.54	2.93472
199.64	0.744385	199.64	2.94197
199.74	0.777588	199.74	2.94921
199.84	0.818604	199.84	2.95645
199.94	0.843994	199.94	2.96369
200.04	0.877197	200.04	2.97092
200.14	0.902588	200.14	2.97815
200.24	0.938477	200.24	2.98537
200.34	0.965088	200.34	2.99259
200.44	0.998291	200.44	2.9998
200.54	1.02954	200.54	3.00701
200.64	1.0647	200.64	3.01422
200.74	1.08813	200.74	3.02142
200.84	1.12915	200.84	3.02862
200.94	1.15454	200.94	3.03582
201.04	1.17798	201.04	3.04301
201.14	1.21704	201.14	3.05019
201.24	1.24438	201.24	3.05738
201.34	1.26782	201.34	3.06455
201.44	1.30298	201.44	3.07173
201.54	1.32715	201.54	3.0789
201.64	1.35962	201.64	3.08607
201.74	1.38501	201.74	3.09323
201.84	1.40845	201.84	3.10039
201.94	1.43774	201.94	3.10754
202.04	1.47876	202.04	3.11469
202.14	1.50415	202.14	3.12184
202.24	1.52759	202.24	3.12898
202.34	1.55884	202.34	3.13612
202.44	1.58423	202.44	3.14325
202.54	1.60767	202.54	3.15038
202.64	1.6377	202.64	3.15751
202.74	1.66431	202.74	3.16463
202.84	1.6897	202.84	3.17175
202.94	1.71899	202.94	3.17886
203.04	1.74829	203.04	3.18597
203.14	1.77368	203.14	3.19308
203.24	1.79907	203.24	3.20018
203.34	1.82837	203.34	3.20728
203.44	1.85767	203.44	3.21437
203.54	1.88306	203.54	3.22146
203.64	1.90845	203.64	3.22855
203.74	1.93774	203.74	3.23563
203.84	1.96313	203.84	3.24271
203.94	1.9873	203.94	3.24978
204.04	2.00806	204.04	3.25685
204.14	2.03931	204.14	3.26392
204.24	2.0686	204.24	3.27098
204.34	2.09399	204.34	3.27804
204.44	2.10767	204.44	3.28509
204.54	2.13892	204.54	3.29214
204.64	2.16821	204.64	3.29919
204.74	2.18384	204.74	3.30623
204.84	2.20728	204.84	3.31327
204.94	2.22754	204.94	3.3203
205.04	2.2561	205.04	3.32733
205.14	2.26978	205.14	3.33436
205.24	2.29907	205.24	3.34138
205.34	2.32446	205.34	3.3484
205.44	2.33813	205.44	3.35542
205.54	2.36743	205.54	3.36243
205.64	2.38892	205.64	3.36943
205.74	2.41431	205.74	3.37643
205.84	2.43774	205.84	3.38343
205.94	2.45728	205.94	3.39043
206.04	2.4873	206.04	3.39742
206.14	2.5061	206.14	3.40441
206.24	2.52954	206.24	3.41139
206.34	2.54907	206.34	3.41837
206.44	2.57446	206.44	3.42534
206.54	2.58813	206.54	3.43231
206.64	2.61938	206.64	3.43928
206.74	2.63501	206.74	3.44624
206.84	2.65845	206.84	3.4532
206.94	2.67798	206.94	3.46015
207.04	2.70337	207.04	3.46711
207.14	2.71704	207.14	3.47405
207.24	2.73657	207.24	3.48099
207.34	2.76392	207.34	3.48793
207.44	2.77832	207.44	3.49487
207.54	2.80884	207.54	3.5018
207.64	2.82446	207.64	3.50873
207.74	2.83813	207.74	3.51565
207.84	2.86938	207.84	3.52257
207.94	2.88501	207.94	3.52949
208.04	2.89868	208.04	3.5364
208.14	2.92798	208.14	3.54331
208.24	2.9436	208.24	3.55021
208.34	2.96704	208.34	3.55711
208.44	2.98853	208.44	3.56401
208.54	3.00415	208.54	3.5709
208.64	3.01855	208.64	3.57779
208.74	3.04517	208.74	3.58467
208.84	3.05884	208.84	3.59155
208.94	3.07837	208.94	3.59843
209.04	3.10376	209.04	3.6053
209.14	3.11938	209.14	3.61217
209.24	3.13892	209.24	3.61903
209.34	3.15454	209.34	3.62589
209.44	3.16821	209.44	3.63275
209.54	3.19751	209.54	3.6396
209.64	3.21313	209.64	3.64645
209.74	3.22681	209.74	3.6533
209.84	3.24438	209.84	3.66014
209.94	3.25879	209.94	3.66698
210.04	3.2854	210.04	3.67381
210.14	3.29907	210.14	3.68064
210.24	3.3186	210.24	3.68747
210.34	3.33423	210.34	3.69429
210.44	3.3479	210.44	3.70111
210.54	3.36548	210.54	3.70792
210.64	3.38892	210.64	3.71473
210.74	3.40845	210.74	3.72154
210.84	3.42407	210.84	3.72834
210.94	3.43774	210.94	3.73514
211.04	3.45337	211.04	3.74193
211.14	3.47681	211.14	3.74872
211.24	3.48657	211.24	3.75551
211.34	3.51392	211.34	3.76229
211.44	3.52832	211.44	3.76907
211.54	3.54517	211.54	3.77585
211.64	3.55884	211.64	3.78262
211.74	3.57446	211.74	3.78939
211.84	3.5979	211.84	3.79615
211.94	3.61548	211.94	3.80291
212.04	3.62915	212.04	3.80967
212.14	3.64868	212.14	3.81642
212.24	3.66431	212.24	3.82317
212.34	3.67798	212.34	3.82991
212.44	3.6936	212.44	3.83665
212.54	3.70728	212.54	3.84339
212.64	3.73462	212.64	3.85012
212.74	3.74829	212.74	3.85685
212.84	3.76392	212.84	3.86358
212.94	3.77832	212.94	3.8703
213.04	3.79517	213.04	3.87702
213.14	3.80884	213.14	3.88373
213.24	3.82446	213.24	3.89044
213.34	3.83813	213.34	3.89715
213.44	3.85376	213.44	3.90385
213.54	3.86938	213.54	3.91055
213.64	3.89478	213.64	3.91724
213.74	3.90845	213.74	3.92393
213.84	3.92407	213.84	3.93062
213.94	3.93384	213.94	3.9373
214.04	3.94751	214.04	3.94398
214.14	3.96313	214.14	3.95066
214.24	3.97876	214.24	3.95733
214.34	3.99438	214.34	3.964
214.44	4.00806	214.44	3.97066
214.54	4.02368	214.54	3.97732
214.64	4.04785	214.64	3.98398
214.74	4.0647	214.74	3.99063
214.84	4.07446	214.84	3.99728
214.94	4.09009	214.94	4.00393
215.04	4.10571	215.04	4.01057
215.14	4.11938	215.14	4.01721
215.24	4.13501	215.24	4.02384
215.34	4.14478	215.34	4.03047
215.44	4.15845	215.44	4.0371
215.54	4.17407	215.54	4.04372
215.64	4.18384	215.64	4.05034
215.74	4.19751	215.74	4.05695
215.84	4.21509	215.84	4.06356
215.94	4.22876	215.94	4.07017
216.04	4.24438	216.04	4.07677
216.14	4.26392	216.14	4.08337
216.24	4.27759	216.24	4.08997
216.34	4.29321	216.34	4.09656
216.44	4.30298	216.44	4.10315
216.54	4.3186	216.54	4.10973
216.64	4.32446	216.64	4.11631
216.74	4.33423	216.74	4.12289
216.84	4.3479	216.84	4.12946
216.94	4.36353	216.94	4.13603
217.04	4.38306	217.04	4.1426
217.14	4.39746	217.14	4.14916
217.24	4.41431	217.24	4.15572
217.34	4.42603	217.34	4.16227
217.44	4.42993	217.44	4.16882
217.54	4.44556	217.54	4.17537
217.64	4.46509	217.64	4.18191
217.74	4.47485	217.74	4.18845
217.84	4.48853	217.84	4.19499
217.94	4.50415	217.94	4.20152
218.04	4.51392	218.04	4.20805
218.14	4.52759	218.14	4.21457
218.24	4.54517	218.24	4.22109
218.34	4.55493	218.34	4.22761
218.44	4.5686	218.44	4.23412
218.54	4.58423	218.54	4.24063
218.64	4.59399	218.64	4.24714
218.74	4.60767	218.74	4.25364
218.84	4.62329	218.84	4.26014
218.94	4.63696	218.94	4.26663
219.04	4.65454	219.04	4.27312
219.14	4.66431	219.14	4.27961
219.24	4.67798	219.24	4.28609
219.34	4.6936	219.34	4.29257
219.44	4.70337	219.44	4.29905
219.54	4.71313	219.54	4.30552
219.64	4.72754	219.64	4.31199
219.74	4.73462	219.74	4.31845
219.84	4.74438	219.84	4.32491
219.94	4.76001	219.94	4.33137
220.04	4.77563	220.04	4.33782
220.14	4.7854	220.14	4.34427
220.24	4.79907	220.24	4.35072
220.34	4.8147	220.34	4.35716
220.44	4.82446	220.44	4.3636
220.54	4.83813	220.54	4.37004
220.64	4.85376	220.64	4.37647
220.74	4.86353	220.74	4.38289
220.84	4.86353	220.84	4.38932
220.94	4.87915	220.94	4.39574
221.04	4.89478	221.04	4.40215
221.14	4.90845	221.14	4.40857
221.24	4.92407	221.24	4.41497
221.34	4.93384	221.34	4.42138
221.44	4.9436	221.44	4.42778
221.54	4.95728	221.54	4.43418
221.64	4.9729	221.64	4.44058
221.74	4.98462	221.74	4.44696
221.84	4.99438	221.84	4.45335
221.94	4.99829	221.94	4.45973
222.04	5.01392	222.04	4.46611
222.14	5.02368	222.14	4.47249
222.24	5.03809	222.24	4.47886
222.34	5.05493	222.34	4.48523
222.44	5.0647	222.44	4.49159
222.54	5.07446	222.54	4.49796
222.64	5.08618	222.64	4.50431
222.74	5.09009	222.74	4.51067
222.84	5.10571	222.84	4.51702
222.94	5.11548	222.94	4.52336
223.04	5.12524	223.04	4.52971
223.14	5.13892	223.14	4.53605
223.24	5.15454	223.24	4.54238
223.34	5.16431	223.34	4.54871
223.44	5.16431	223.44	4.55504
223.54	5.17798	223.54	4.56136
223.64	5.1936	223.64	4.56769
223.74	5.20532	223.74	4.574
223.84	5.21509	223.84	4.58032
223.94	5.21899	223.94	4.58663
224.04	5.23462	224.04	4.59293
224.14	5.24438	224.14	4.59923
224.24	5.25415	224.24	4.60553
224.34	5.26392	224.34	4.61183
224.44	5.27759	224.44	4.61812
224.54	5.28345	224.54	4.62441
224.64	5.29321	224.64	4.63069
224.74	5.30493	224.74	4.63697
224.84	5.3186	224.84	4.64325
224.94	5.32446	224.94	4.64952
225.04	5.33423	225.04	4.65579
225.14	5.34399	225.14	4.66206
225.24	5.35767	225.24	4.66832
225.34	5.37329	225.34	4.67458
225.44	5.37329	225.44	4.68083
225.54	5.38306	225.54	4.68709
225.64	5.39282	225.64	4.69333
225.74	5.40845	225.74	4.69958
225.84	5.41431	225.84	4.70582
225.94	5.42407	225.94	4.71206
226.04	5.43384	226.04	4.71829
226.14	5.43384	226.14	4.72452
226.24	5.44824	226.24	4.73074
226.34	5.46509	226.34	4.73697
226.44	5.47485	226.44	4.74319
226.54	5.47485	226.54	4.7494
226.64	5.48853	226.64	4.75562
226.74	5.50415	226.74	4.76182
226.84	5.51392	226.84	4.76803
226.94	5.51392	226.94	4.77423
227.04	5.52563	227.04	4.78043
227.14	5.53931	227.14	4.78662
227.24	5.54517	227.24	4.79281
227.34	5.55493	227.34	4.799
227.44	5.5647	227.44	4.80518
227.54	5.57446	227.54	4.81136
227.64	5.58813	227.64	4.81753
227.74	5.59399	227.74	4.82371
227.84	5.60376	227.84	4.82987
227.94	5.61353	227.94	4.83604
228.04	5.61743	228.04	4.8422
228.14	5.63501	228.14	4.84836
228.24	5.64478	228.24	4.85451
228.34	5.64868	228.34	4.86066
228.44	5.66431	228.44	4.86681
228.54	5.67407	228.54	4.87296
228.64	5.68384	228.64	4.8791
228.74	5.68384	228.74	4.88523
228.84	5.69751	228.84	4.89136
228.94	5.71313	228.94	4.89749
229.04	5.71313	229.04	4.90362
229.14	5.7229	229.14	4.90974
229.24	5.73462	229.24	4.91586
229.34	5.73462	229.34	4.92197
229.44	5.74829	229.44	4.92809
229.54	5.76392	229.54	4.93419
229.64	5.76392	229.64	4.9403
229.74	5.77368	229.74	4.9464
229.84	5.78345	229.84	4.9525
229.94	5.78809	229.94	4.95859
230.04	5.80493	230.04	4.96468
230.14	5.8147	230.14	4.97077
230.24	5.8147	230.24	4.97685
230.34	5.82446	230.34	4.98293
230.44	5.83813	230.44	4.98901
230.54	5.84399	230.54	4.99508
230.64	5.85571	230.64	5.00115
230.74	5.86548	230.74	5.00721
230.84	5.86548	230.84	5.01327
230.94	5.87524	230.94	5.01933
231.04	5.88892	231.04	5.02539
231.14	5.89478	231.14	5.03144
231.24	5.90454	231.24	5.03748
231.34	5.91431	231.34	5.04353
231.44	5.91431	231.44	5.04957
231.54	5.92798	231.54	5.05561
231.64	5.9436	231.64	5.06164
231.74	5.9436	231.74	5.06767
231.84	5.95532	231.84	5.0737
231.94	5.96509	231.94	5.07972
232.04	5.96509	232.04	5.08574
232.14	5.97876	232.14	5.09176
232.24	5.99438	232.24	5.09777
232.34	5.99438	232.34	5.10378
232.44	6.00415	232.44	5.10978
232.54	6.01392	232.54	5.11578
232.64	6.01782	232.64	5.12178
232.74	6.03345	232.74	5.12778
232.84	6.04321	232.84	5.13377
232.94	6.04321	232.94	5.13975
233.04	6.05493	233.04	5.14574
233.14	6.05493	233.14	5.15172
233.24	6.0686	233.24	5.1577
233.34	6.07446	233.34	5.16367
233.44	6.08423	233.44	5.16964
233.54	6.08423	233.54	5.17561
233.64	6.09399	233.64	5.18157
233.74	6.10376	233.74	5.18753
233.84	6.10767	233.84	5.19349
233.94	6.12329	233.94	5.19944
234.04	6.13306	234.04	5.20539
234.14	6.13306	234.14	5.21134
234.24	6.14282	234.24	5.21728
234.34	6.15259	234.34	5.22322
234.44	6.15723	234.44	5.22915
234.54	6.17603	234.54	5.23508
234.64	6.17603	234.64	5.24101
234.74	6.18579	234.74	5.24694
234.84	6.19556	234.84	5.25286
234.94	6.19556	234.94	5.25878
235.04	6.20532	235.04	5.26469
235.14	6.21509	235.14	5.2706
235.24	6.21899	235.24	5.27651
235.34	6.23462	235.34	5.28241
235.44	6.23462	235.44	5.28831
235.54	6.24438	235.54	5.29421
235.64	6.25415	235.64	5.30011
235.74	6.25415	235.74	5.306
235.84	6.26978	235.84	5.31188
235.94	6.2854	235.94	5.31777
236.04	6.2854	236.04	5.32365
236.14	6.29517	236.14	5.32952
236.24	6.29517	236.24	5.33539
236.34	6.30493	236.34	5.34126
236.44	6.30884	236.44	5.34713
236.54	6.32446	236.54	5.35299
236.64	6.33423	236.64	5.35885
236.74	6.33423	236.74	5.36471
236.84	6.34399	236.84	5.37056
236.94	6.35376	236.94	5.37641
237.04	6.35376	237.04	5.38226
237.14	6.36548	237.14	5.3881
237.24	6.36548	237.24	5.39393
237.34	6.37915	237.34	5.39977
237.44	6.39478	237.44	5.4056
237.54	6.39478	237.54	5.41143
237.64	6.40454	237.64	5.41726
237.74	6.40454	237.74	5.42308
237.84	6.41431	237.84	5.42889
237.94	6.41431	237.94	5.43471
238.04	6.42407	238.04	5.44052
238.14	6.43384	238.14	5.44633
238.24	6.43384	238.24	5.45213
238.34	6.4436	238.34	5.45793
238.44	6.45337	238.44	5.46373
238.54	6.45728	238.54	5.46952
238.64	6.47485	238.64	5.47532
238.74	6.47485	238.74	5.4811
238.84	6.48462	238.84	5.48689
238.94	6.48462	238.94	5.49267
239.04	6.49438	239.04	5.49844
239.14	6.50415	239.14	5.50422
239.24	6.50415	239.24	5.50999
239.34	6.51392	239.34	5.51575
239.44	6.51392	239.44	5.52152
239.54	6.52368	239.54	5.52728
239.64	6.52368	239.64	5.53303
239.74	6.53345	239.74	5.53879
239.84	6.54321	239.84	5.54454
239.94	6.54321	239.94	5.55028
240.04	6.55493	240.04	5.55603
240.14	6.55493	240.14	5.56177
240.24	6.5647	240.24	5.5675
240.34	6.5686	240.34	5.57323
240.44	6.58423	240.44	5.57896
240.54	6.58423	240.54	5.58469
240.64	6.59399	240.64	5.59041
240.74	6.59399	240.74	5.59613
240.84	6.60376	240.84	5.60185
240.94	6.60376	240.94	5.60756
241.04	6.61353	241.04	5.61327
241.14	6.61353	241.14	5.61897
241.24	6.62329	241.24	5.62467
241.34	6.63306	241.34	5.63037
241.44	6.63306	241.44	5.63607
241.54	6.64868	241.54	5.64176
241.64	6.65454	241.64	5.64745
241.74	6.66431	241.74	5.65314
241.84	6.66431	241.84	5.65882
241.94	6.67407	241.94	5.6645
242.04	6.67407	242.04	5.67017
242.14	6.68384	242.14	5.67584
242.24	6.6936	242.24	5.68151
242.34	6.6936	242.34	5.68718
242.44	6.70337	242.44	5.69284
242.54	6.70337	242.54	5.6985
242.64	6.71313	242.64	5.70415
242.74	6.71704	242.74	5.7098
242.84	6.73267	242.84	5.71545
242.94	6.74243	242.94	5.7211
243.04	6.74243	243.04	5.72674
243.14	6.74243	243.14	5.73238
243.24	6.75415	243.24	5.73801
243.34	6.76392	243.34	5.74365
243.44	6.76392	243.44	5.74927
243.54	6.77368	243.54	5.7549
243.64	6.77368	243.64	5.76052
243.74	6.78345	243.74	5.76614
243.84	6.78345	243.84	5.77175
243.94	6.79321	243.94	5.77737
244.04	6.79321	244.04	5.78297
244.14	6.80298	244.14	5.78858
244.24	6.80298	244.24	5.79418
244.34	6.81274	244.34	5.79978
244.44	6.81274	244.44	5.80537
244.54	6.82251	244.54	5.81097
244.64	6.83423	244.64	5.81656
244.74	6.83423	244.74	5.82214
244.84	6.84399	244.84	5.82772
244.94	6.84399	244.94	5.8333
245.04	6.85376	245.04	5.83888
245.14	6.86353	245.14	5.84445
245.24	6.86353	245.24	5.85001
245.34	6.87793	245.34	5.85558
245.44	6.88501	245.44	5.86114
245.54	6.89478	245.54	5.8667
245.64	6.89478	245.64	5.87226
245.74	6.90454	245.74	5.87781
245.84	6.90454	245.84	5.88336
245.94	6.91431	245.94	5.8889
246.04	6.91431	246.04	5.89444
246.14	6.92603	246.14	5.89998
246.24	6.92603	246.24	5.90552
246.34	6.93579	246.34	5.91105
246.44	6.94556	246.44	5.91658
246.54	6.94556	246.54	5.9221
246.64	6.94556	246.64	5.92763
246.74	6.95532	246.74	5.93314
246.84	6.96509	246.84	5.93866
246.94	6.96509	246.94	5.94417
247.04	6.97485	247.04	5.94968
247.14	6.97485	247.14	5.95519
247.24	6.98462	247.24	5.96069
247.34	6.98462	247.34	5.96619
247.44	6.99438	247.44	5.97169
247.54	6.99438	247.54	5.97718
247.64	7.00415	247.64	5.98267
247.74	7.00415	247.74	5.98815
247.84	7.01587	247.84	5.99364
247.94	7.01587	247.94	5.99912
248.04	7.02563	248.04	6.00459
248.14	7.02563	248.14	6.01007
248.24	7.0354	248.24	6.01553
248.34	7.04517	248.34	6.021
248.44	7.04517	248.44	6.02646
248.54	7.05493	248.54	6.03192
248.64	7.05493	248.64	6.03738
248.74	7.0647	248.74	6.04283
248.84	7.0647	248.84	6.04828
248.94	7.07446	248.94	6.05373
249.04	7.07446	249.04	6.05918
249.14	7.08423	249.14	6.06462
249.24	7.08423	249.24	6.07005
249.34	7.09595	249.34	6.07549
249.44	7.09595	249.44	6.08092
249.54	7.10571	249.54	6.08634
249.64	7.10962	249.64	6.09177
249.74	7.12524	249.74	6.09719
249.84	7.12524	249.84	6.10261
249.94	7.13501	249.94	6.10802
250.04	7.13501	250.04	6.11343
250.14	7.14478	250.14	6.11884
250.24	7.14478	250.24	6.12424
250.34	7.15454	250.34	6.12965
250.44	7.15454	250.44	6.13504
250.54	7.16431	250.54	6.14044
250.64	7.17407	250.64	6.14583
250.74	7.17407	250.74	6.15122
250.84	7.17407	250.84	6.1566
250.94	7.18579	250.94	6.16199
251.04	7.1897	251.04	6.16736
251.14	7.20532	251.14	6.17274
251.24	7.20532	251.24	6.17811
251.34	7.21509	251.34	6.18348
251.44	7.21509	251.44	6.18885
251.54	7.22485	251.54	6.19421
251.64	7.22485	251.64	6.19957
251.74	7.23462	251.74	6.20492
251.84	7.23462	251.84	6.21028
251.94	7.24438	251.94	6.21563
252.04	7.24438	252.04	6.22097
252.14	7.25415	252.14	6.22632
252.24	7.25415	252.24	6.23166
