Cycle: 8  CDAN1A-c206  39.0625 _X	Cycle: 8  CDAN1A-c206  39.0625 _Y	Cycle: 9  CDAN1A-c206  78.125 n_X	Cycle: 9  CDAN1A-c206  78.125 n_Y	Cycle: 10  CDAN1A-c206  156.25 _X	Cycle: 10  CDAN1A-c206  156.25 _Y	Cycle: 11  CDAN1A-c206  312.5 n_X	Cycle: 11  CDAN1A-c206  312.5 n_Y	Cycle: 12  CDAN1A-c206  625 nM_X	Cycle: 12  CDAN1A-c206  625 nM_Y
14.08	0.247192	14.08	1.99538	14.08	3.68494	14.08	5.2603	14.08	6.84717
14.18	0.255005	14.18	2.01295	14.18	3.71229	14.18	5.28569	14.18	6.87646
14.28	0.255005	14.28	2.01491	14.28	3.72401	14.28	5.29936	14.28	6.896
14.38	0.256958	14.38	2.02663	14.38	3.73377	14.38	5.31108	14.38	6.90967
14.48	0.255005	14.48	2.03444	14.48	3.75135	14.48	5.32671	14.48	6.93506
14.58	0.266724	14.58	2.05592	14.58	3.76698	14.58	5.35014	14.58	6.95068
14.68	0.249146	14.68	2.05788	14.68	3.77674	14.68	5.36186	14.68	6.97021
14.78	0.256958	14.78	2.07545	14.78	3.79432	14.78	5.38139	14.78	7.00732
14.88	0.249146	14.88	2.07741	14.88	3.80604	14.88	5.39116	14.88	7.01123
14.98	0.264771	14.98	2.09499	14.98	3.83338	14.98	5.4185	14.98	7.04834
15.08	0.257347	15.08	2.09538	15.08	3.83572	15.08	5.43061	15.08	7.05068
15.18	0.264771	15.18	2.11452	15.18	3.86268	15.18	5.43999	15.18	7.08545
15.28	0.264771	15.28	2.11647	15.28	3.86463	15.28	5.44975	15.28	7.09717
15.38	0.266724	15.38	2.12624	15.38	3.8744	15.38	5.47905	15.38	7.11904
15.48	0.272583	15.48	2.13405	15.48	3.89198	15.48	5.48686	15.48	7.13428
15.58	0.276489	15.58	2.15514	15.58	3.90369	15.58	5.5103	15.58	7.15771
15.68	0.274536	15.68	2.1653	15.68	3.92323	15.68	5.52788	15.68	7.17529
15.78	0.276489	15.78	2.17702	15.78	3.93494	15.78	5.53999	15.78	7.19873
15.88	0.282349	15.88	2.18483	15.88	3.95252	15.88	5.55522	15.88	7.21436
15.98	0.276489	15.98	2.18874	15.98	3.95448	15.98	5.56889	15.98	7.23779
16.08	0.284302	16.08	2.1985	16.08	3.98182	16.08	5.58842	16.08	7.24951
16.18	0.284302	16.18	2.20631	16.18	3.98377	16.18	5.606	16.18	7.2749
16.28	0.288208	16.28	2.21999	16.28	4.01502	16.28	5.61967	16.28	7.29834
16.38	0.286255	16.38	2.2278	16.38	4.02479	16.38	5.63725	16.38	7.31982
16.48	0.286644	16.48	2.23795	16.48	4.03494	16.48	5.65131	16.48	7.33779
16.58	0.293678	16.58	2.24538	16.58	4.05213	16.58	5.66655	16.58	7.35498
16.68	0.297974	16.68	2.2571	16.68	4.06385	16.68	5.68803	16.68	7.38037
16.78	0.296021	16.78	2.27272	16.78	4.08338	16.78	5.70561	16.78	7.396
16.88	0.305786	16.88	2.27663	16.88	4.0951	16.88	5.71928	16.88	7.41748
16.98	0.305786	16.98	2.29616	16.98	4.11268	16.98	5.73686	16.98	7.43701
17.08	0.307739	17.08	2.30788	17.08	4.1244	17.08	5.75835	17.08	7.4585
17.18	0.305786	17.18	2.30788	17.18	4.13416	17.18	5.76811	17.18	7.46826
17.28	0.315552	17.28	2.31569	17.28	4.15174	17.28	5.79546	17.28	7.49756
17.38	0.307739	17.38	2.31764	17.38	4.15369	17.38	5.79155	17.38	7.50928
17.48	0.323364	17.48	2.34303	17.48	4.18299	17.48	5.81694	17.48	7.53662
17.58	0.317505	17.58	2.34694	17.58	4.18494	17.58	5.82866	17.58	7.53896
17.68	0.325317	17.68	2.36452	17.68	4.21229	17.68	5.856	17.68	7.56396
17.78	0.313599	17.78	2.36842	17.78	4.21424	17.78	5.86967	17.78	7.57568
17.88	0.325317	17.88	2.38795	17.88	4.23377	17.88	5.88921	17.88	7.59912
17.98	0.317505	17.98	2.39772	17.98	4.24744	17.98	5.90092	17.98	7.61865
18.08	0.33313	18.08	2.41725	18.08	4.26502	18.08	5.92827	18.08	7.646
18.18	0.325706	18.18	2.41764	18.18	4.26541	18.18	5.93842	18.18	7.65029
18.28	0.33313	18.28	2.42506	18.28	4.2826	18.28	5.95757	18.28	7.67529
18.38	0.33313	18.38	2.42702	18.38	4.29432	18.38	5.96928	18.38	7.69678
18.48	0.33313	18.48	2.43483	18.48	4.30213	18.48	5.98686	18.48	7.71436
18.58	0.335083	18.58	2.45436	18.58	4.32557	18.58	6.00835	18.58	7.72998
18.68	0.325317	18.68	2.45827	18.68	4.32557	18.68	6.00835	18.68	7.73779
18.78	0.340942	18.78	2.47585	18.78	4.34315	18.78	6.03764	18.78	7.76514
18.88	0.335083	18.88	2.4778	18.88	4.36268	18.88	6.04936	18.88	7.76904
18.98	0.342896	18.98	2.48561	18.98	4.38221	18.98	6.06694	18.98	7.79639
19.08	0.34446	19.08	2.48756	19.08	4.38416	19.08	6.07866	19.08	7.81787
19.18	0.354614	19.18	2.50514	19.18	4.41151	19.18	6.106	19.18	7.84521
19.28	0.346802	19.28	2.51491	19.28	4.41541	19.28	6.10991	19.28	7.84912
19.38	0.362427	19.38	2.53444	19.38	4.43299	19.38	6.12944	19.38	7.87646
19.48	0.356567	19.48	2.53639	19.48	4.43494	19.48	6.13921	19.48	7.88818
19.58	0.362427	19.58	2.5442	19.58	4.45252	19.58	6.14702	19.58	7.90576
19.68	0.374146	19.68	2.55397	19.68	4.47205	19.68	6.17632	19.68	7.92725
19.78	0.364769	19.78	2.55631	19.78	4.47244	19.78	6.17866	19.78	7.9374
19.88	0.362427	19.88	2.57155	19.88	4.47987	19.88	6.19585	19.88	7.95459
19.98	0.36438	19.98	2.58717	19.98	4.49549	19.98	6.21928	19.98	7.97021
20.08	0.36438	20.08	2.59499	20.08	4.51307	20.08	6.2271	20.08	7.98584
20.18	0.366333	20.18	2.6067	20.18	4.52479	20.18	6.24077	20.18	8.00928
20.28	0.381958	20.28	2.60475	20.28	4.5326	20.28	6.25835	20.28	8.02686
20.38	0.376099	20.38	2.6067	20.38	4.54432	20.38	6.2603	20.38	8.0292
20.48	0.383911	20.48	2.6321	20.48	4.5619	20.48	6.28764	20.48	8.0542
20.58	0.383911	20.58	2.636	20.58	4.5658	20.58	6.29936	20.58	8.06787
20.68	0.393677	20.68	2.65553	20.68	4.58338	20.68	6.31694	20.68	8.10498
20.78	0.385864	20.78	2.64772	20.78	4.5951	20.78	6.33061	20.78	8.10889
20.88	0.391724	20.88	2.65553	20.88	4.60291	20.88	6.33842	20.88	8.12451
20.98	0.39563	20.98	2.66725	20.98	4.61463	20.98	6.35991	20.98	8.13818
21.08	0.383911	21.08	2.67506	21.08	4.62244	21.08	6.36772	21.08	8.14795
21.18	0.383911	21.18	2.67702	21.18	4.63416	21.18	6.37944	21.18	8.15771
21.28	0.393677	21.28	2.70241	21.28	4.65369	21.28	6.38921	21.28	8.18506
21.38	0.3843	21.38	2.70475	21.38	4.65408	21.38	6.39936	21.38	8.19521
21.48	0.381958	21.48	2.70241	21.48	4.66151	21.48	6.40678	21.48	8.20654
21.58	0.399536	21.58	2.72194	21.58	4.68885	21.58	6.43608	21.58	8.23389
21.68	0.393677	21.68	2.72585	21.68	4.70252	21.68	6.43803	21.68	8.23779
21.78	0.401489	21.78	2.74342	21.78	4.7201	21.78	6.46538	21.78	8.26318
21.88	0.393677	21.88	2.73561	21.88	4.72205	21.88	6.46733	21.88	8.26709
21.98	0.4011	21.98	2.74342	21.98	4.73182	21.98	6.48686	21.98	8.28467
22.08	0.39563	22.08	2.74538	22.08	4.73377	22.08	6.48882	22.08	8.28857
22.18	0.405396	22.18	2.76491	22.18	4.7533	22.18	6.51811	22.18	8.31592
22.28	0.405396	22.28	2.76686	22.28	4.7744	22.28	6.51225	22.28	8.32959
22.38	0.415161	22.38	2.77467	22.38	4.79432	22.38	6.53764	22.38	8.33936
22.48	0.415161	22.48	2.79382	22.48	4.79471	22.48	6.54936	22.48	8.35693
22.58	0.407349	22.58	2.79811	22.58	4.79432	22.58	6.56108	22.58	8.36865
22.68	0.413208	22.68	2.79616	22.68	4.81346	22.68	6.56889	22.68	8.38623
22.78	0.417114	22.78	2.80788	22.78	4.82752	22.78	6.59038	22.78	8.39014
22.88	0.415161	22.88	2.81764	22.88	4.8451	22.88	6.59819	22.88	8.40771
22.98	0.424927	22.98	2.82936	22.98	4.85682	22.98	6.62163	22.98	8.4292
23.08	0.424927	23.08	2.83717	23.08	4.86463	23.08	6.62163	23.08	8.43896
23.18	0.42688	23.18	2.84694	23.18	4.87635	23.18	6.63139	23.18	8.4585
23.28	0.432739	23.28	2.8567	23.28	4.88416	23.28	6.64897	23.28	8.46826
23.38	0.434692	23.38	2.86647	23.38	4.89393	23.38	6.65874	23.38	8.48779
23.48	0.435081	23.48	2.87663	23.48	4.91385	23.48	6.67866	23.48	8.50771
23.58	0.432739	23.58	2.87428	23.58	4.92323	23.58	6.68608	23.58	8.5249
23.68	0.440552	23.68	2.88405	23.68	4.93299	23.68	6.6978	23.68	8.53701
23.78	0.444458	23.78	2.89577	23.78	4.94471	23.78	6.71928	23.78	8.54639
23.88	0.442505	23.88	2.91335	23.88	4.95252	23.88	6.7271	23.88	8.56396
23.98	0.444458	23.98	2.91725	23.98	4.97401	23.98	6.74858	23.98	8.57764
24.08	0.450317	24.08	2.92506	24.08	4.98182	24.08	6.75639	24.08	8.5835
24.18	0.444458	24.18	2.92702	24.18	4.97401	24.18	6.75835	24.18	8.59521
24.28	0.454224	24.28	2.93678	24.28	5.0033	24.28	6.7896	24.28	8.62646
24.38	0.446411	24.38	2.93874	24.38	5.00721	24.38	6.79155	24.38	8.63818
24.48	0.452271	24.48	2.94655	24.48	5.02479	24.48	6.80913	24.48	8.63818
24.58	0.446411	24.58	2.93874	24.58	5.02674	24.58	6.81108	24.58	8.64795
24.68	0.454224	24.68	2.96413	24.68	5.04432	24.68	6.82866	24.68	8.67725
24.78	0.455788	24.78	2.96803	24.78	5.04627	24.78	6.84233	24.78	8.68896
24.88	0.456177	24.88	2.97585	24.88	5.0619	24.88	6.85014	24.88	8.69678
24.98	0.45813	24.98	2.9778	24.98	5.07752	24.98	6.86186	24.98	8.71045
25.08	0.456177	25.08	2.98756	25.08	5.08533	25.08	6.87944	25.08	8.72607
25.18	0.464378	25.18	2.99772	25.18	5.09549	25.18	6.8896	25.18	8.73818
25.28	0.463989	25.28	3.00319	25.28	5.09315	25.28	6.89702	25.28	8.75537
25.38	0.473755	25.38	3.02467	25.38	5.11268	25.38	6.91655	25.38	8.78467
25.48	0.465942	25.48	3.02663	25.48	5.1244	25.48	6.93022	25.48	8.78857
25.58	0.471802	25.58	3.02467	25.58	5.12244	25.58	6.93022	25.58	8.79443
25.68	0.475708	25.68	3.03639	25.68	5.14393	25.68	6.93999	25.68	8.81787
25.78	0.463989	25.78	3.0442	25.78	5.15955	25.78	6.95757	25.78	8.83545
25.88	0.463989	25.88	3.03639	25.88	5.15369	25.88	6.95952	25.88	8.82959
25.98	0.473755	25.98	3.06178	25.98	5.17322	25.98	6.9771	25.98	8.85498
26.08	0.465942	26.08	3.06569	26.08	5.17518	26.08	6.99077	26.08	8.8667
26.18	0.471802	26.18	3.06374	26.18	5.18299	26.18	6.99858	26.18	8.88623
26.28	0.475708	26.28	3.07545	26.28	5.19471	26.28	7.0103	26.28	8.89795
26.38	0.473755	26.38	3.08522	26.38	5.20252	26.38	7.02788	26.38	8.90771
26.48	0.465942	26.48	3.07741	26.48	5.21229	26.48	7.02983	26.48	8.91748
26.58	0.481567	26.58	3.1028	26.58	5.23182	26.58	7.04741	26.58	8.94678
26.68	0.483521	26.68	3.11452	26.68	5.24158	26.68	7.06889	26.68	8.95654
26.78	0.483521	26.78	3.1067	26.78	5.24549	26.78	7.07085	26.78	8.96045
26.88	0.483521	26.88	3.11452	26.88	5.2533	26.88	7.07866	26.88	8.97607
26.98	0.485863	26.98	3.12663	26.98	5.26541	26.98	7.09077	26.98	8.99795
27.08	0.491333	27.08	3.12428	27.08	5.27283	27.08	7.09819	27.08	9.00537
27.18	0.493286	27.18	3.13405	27.18	5.2826	27.18	7.10796	27.18	9.02686
27.28	0.495239	27.28	3.14381	27.28	5.29432	27.28	7.12944	27.28	9.03857
27.38	0.493286	27.38	3.15358	27.38	5.29237	27.38	7.13725	27.38	9.04678
27.48	0.49485	27.48	3.15553	27.48	5.30213	27.48	7.14116	27.48	9.04639
27.58	0.505005	27.58	3.16335	27.58	5.32166	27.58	7.1685	27.58	9.07373
27.68	0.497192	27.68	3.16725	27.68	5.32557	27.68	7.17046	27.68	9.07764
27.78	0.503052	27.78	3.1653	27.78	5.33338	27.78	7.17827	27.78	9.09521
27.88	0.506958	27.88	3.18639	27.88	5.3451	27.88	7.18999	27.88	9.1167
27.98	0.505005	27.98	3.18678	27.98	5.35291	27.98	7.1978	27.98	9.12451
28.08	0.505005	28.08	3.19655	28.08	5.36268	28.08	7.21928	28.08	9.14404
28.18	0.505005	28.18	3.1985	28.18	5.3744	28.18	7.231	28.18	9.15967
28.28	0.505005	28.28	3.20631	28.28	5.39002	28.28	7.23882	28.28	9.16553
28.38	0.497192	28.38	3.20827	28.38	5.38416	28.38	7.24077	28.38	9.17725
28.48	0.512817	28.48	3.22389	28.48	5.40174	28.48	7.25835	28.48	9.20459
28.58	0.514771	28.58	3.23561	28.58	5.41151	28.58	7.26811	28.58	9.20654
28.68	0.506958	28.68	3.2278	28.68	5.41541	28.68	7.27983	28.68	9.21826
28.78	0.522583	28.78	3.24538	28.78	5.4408	28.78	7.29936	28.78	9.24561
28.88	0.516724	28.88	3.24733	28.88	5.44471	28.88	7.30132	28.88	9.24756
28.98	0.514771	28.98	3.25319	28.98	5.45252	28.98	7.30913	28.98	9.26514
29.08	0.532349	29.08	3.27663	29.08	5.46229	29.08	7.32866	29.08	9.28467
29.18	0.524925	29.18	3.26725	29.18	5.46268	29.18	7.32905	29.18	9.29678
29.28	0.522583	29.28	3.27467	29.28	5.4701	29.28	7.33647	29.28	9.3042
29.38	0.522583	29.38	3.26686	29.38	5.47205	29.38	7.33842	29.38	9.30811
29.48	0.534302	29.48	3.28639	29.48	5.50096	29.48	7.35796	29.48	9.32568
29.58	0.526489	29.58	3.28835	29.58	5.49549	29.58	7.35991	29.58	9.3374
29.68	0.532349	29.68	3.28639	29.68	5.50526	29.68	7.36967	29.68	9.34521
29.78	0.526489	29.78	3.29616	29.78	5.50721	29.78	7.38139	29.78	9.34912
29.88	0.534302	29.88	3.30592	29.88	5.52479	29.88	7.39897	29.88	9.37646
29.98	0.534302	29.98	3.30788	29.98	5.51698	29.98	7.40092	29.98	9.37842
30.08	0.534302	30.08	3.30592	30.08	5.5326	30.08	7.40874	30.08	9.396
30.18	0.534302	30.18	3.31569	30.18	5.54432	30.18	7.4185	30.18	9.40576
30.28	0.536255	30.28	3.32545	30.28	5.55604	30.28	7.43022	30.28	9.42725
30.38	0.543678	30.38	3.33522	30.38	5.56385	30.38	7.43999	30.38	9.43701
30.48	0.528442	30.48	3.33717	30.48	5.5658	30.48	7.44194	30.48	9.43896
30.58	0.526489	30.58	3.33522	30.58	5.57557	30.58	7.44975	30.58	9.45654
30.68	0.544067	30.68	3.3567	30.68	5.58533	30.68	7.46928	30.68	9.47607
30.78	0.538208	30.78	3.34889	30.78	5.58729	30.78	7.47124	30.78	9.47998
30.88	0.536255	30.88	3.36452	30.88	5.60291	30.88	7.47905	30.88	9.49756
30.98	0.544456	30.98	3.36686	30.98	5.60526	30.98	7.49897	30.98	9.50771
31.08	0.544067	31.08	3.37428	31.08	5.61268	31.08	7.50835	31.08	9.5249
31.18	0.536255	31.18	3.37428	31.18	5.61463	31.18	7.50053	31.18	9.52686
31.28	0.544067	31.28	3.39381	31.28	5.63221	31.28	7.51811	31.28	9.5542
31.38	0.55188	31.38	3.40358	31.38	5.63221	31.38	7.53764	31.38	9.56396
31.48	0.555786	31.48	3.40553	31.48	5.65174	31.48	7.54936	31.48	9.57764
31.58	0.553833	31.58	3.42116	31.58	5.66151	31.58	7.56499	31.58	9.59521
31.68	0.553833	31.68	3.4153	31.68	5.66346	31.68	7.56889	31.68	9.59717
31.78	0.563599	31.78	3.43288	31.78	5.67127	31.78	7.58647	31.78	9.6167
31.88	0.555786	31.88	3.42506	31.88	5.67518	31.88	7.58842	31.88	9.6167
31.98	0.561646	31.98	3.43288	31.98	5.68299	31.98	7.59819	31.98	9.63428
32.08	0.567505	32.08	3.44616	32.08	5.70448	32.08	7.61186	32.08	9.6499
32.18	0.565552	32.18	3.45827	32.18	5.70447	32.18	7.61967	32.18	9.66748
32.28	0.565552	32.28	3.45045	32.28	5.70643	32.28	7.62163	32.28	9.66943
32.38	0.575317	32.38	3.45827	32.38	5.72401	32.38	7.63921	32.38	9.68701
32.48	0.575317	32.48	3.47585	32.48	5.73377	32.48	7.64897	32.48	9.70654
32.58	0.565552	32.58	3.46999	32.58	5.74354	32.58	7.65092	32.58	9.7085
32.68	0.585083	32.68	3.48756	32.68	5.7533	32.68	7.6685	32.68	9.73779
32.78	0.565941	32.78	3.486	32.78	5.75369	32.78	7.67085	32.78	9.73818
32.88	0.563599	32.88	3.49538	32.88	5.76307	32.88	7.67827	32.88	9.75537
32.98	0.573364	32.98	3.50514	32.98	5.7826	32.98	7.6978	32.98	9.7749
33.08	0.574928	33.08	3.51491	33.08	5.77479	33.08	7.69975	33.08	9.77686
33.18	0.585083	33.18	3.52467	33.18	5.80018	33.18	7.71733	33.18	9.79443
33.28	0.585083	33.28	3.52663	33.28	5.80408	33.28	7.71928	33.28	9.80811
33.38	0.585083	33.38	3.52467	33.38	5.80213	33.38	7.73491	33.38	9.81592
33.48	0.594849	33.48	3.55202	33.48	5.82166	33.48	7.75639	33.48	9.83545
33.58	0.587036	33.58	3.54616	33.58	5.83143	33.58	7.7603	33.58	9.84717
33.68	0.602661	33.68	3.56374	33.68	5.85096	33.68	7.76811	33.68	9.86475
33.78	0.596802	33.78	3.56764	33.78	5.85291	33.78	7.77007	33.78	9.87646
33.88	0.594849	33.88	3.5735	33.88	5.85096	33.88	7.78764	33.88	9.88623
33.98	0.604614	33.98	3.57741	33.98	5.86463	33.98	7.79936	33.98	9.89795
34.08	0.604614	34.08	3.58522	34.08	5.87244	34.08	7.80717	34.08	9.90576
34.18	0.596802	34.18	3.58522	34.18	5.86463	34.18	7.80913	34.18	9.91748
34.28	0.612427	34.28	3.60475	34.28	5.88221	34.28	7.82671	34.28	9.93506
34.38	0.61438	34.38	3.60475	34.38	5.89197	34.38	7.83452	34.38	9.94482
34.48	0.596802	34.48	3.61452	34.48	5.90331	34.48	7.83842	34.48	9.94678
34.58	0.61438	34.58	3.62624	34.58	5.91541	34.58	7.85991	34.58	9.96826
34.68	0.608521	34.68	3.62819	34.68	5.91737	34.68	7.86186	34.68	9.97998
34.78	0.606567	34.78	3.62624	34.78	5.92518	34.78	7.86967	34.78	9.98779
34.88	0.624146	34.88	3.65358	34.88	5.93494	34.88	7.88921	34.88	10.0073
34.98	0.616722	34.98	3.64616	34.98	5.94315	34.98	7.8896	34.98	10.0077
35.08	0.61438	35.08	3.64381	35.08	5.95252	35.08	7.89702	35.08	10.0151
35.18	0.61438	35.18	3.64577	35.18	5.94471	35.18	7.90678	35.18	10.0288
35.28	0.624146	35.28	3.65358	35.28	5.96424	35.28	7.92632	35.28	10.0366
35.38	0.62571	35.38	3.66491	35.38	5.96619	35.38	7.93022	35.38	10.0483
35.48	0.626099	35.48	3.6653	35.48	5.97401	35.48	7.93803	35.48	10.0562
35.58	0.628052	35.58	3.67702	35.58	5.98377	35.58	7.94975	35.58	10.0679
35.68	0.626099	35.68	3.67506	35.68	5.99354	35.68	7.95757	35.68	10.0757
35.78	0.624146	35.78	3.6946	35.78	6.0033	35.78	7.95757	35.78	10.0854
35.88	0.628052	35.88	3.6985	35.88	6.00526	35.88	7.96928	35.88	10.0972
35.98	0.633911	35.98	3.69655	35.98	6.01307	35.98	7.9771	35.98	10.105
36.08	0.637817	36.08	3.70827	36.08	6.0326	36.08	7.98882	36.08	10.1187
36.18	0.635864	36.18	3.71413	36.18	6.04237	36.18	7.99663	36.18	10.1362
36.28	0.628052	36.28	3.71803	36.28	6.03455	36.28	8.00835	36.28	10.1382
36.38	0.643677	36.38	3.72585	36.38	6.05408	36.38	8.02788	36.38	10.1558
36.48	0.637817	36.48	3.7278	36.48	6.05604	36.48	8.02983	36.48	10.1577
36.58	0.635864	36.58	3.73366	36.58	6.05408	36.58	8.03764	36.58	10.1655
36.68	0.643677	36.68	3.74538	36.68	6.06385	36.68	8.04741	36.68	10.187
36.78	0.655396	36.78	3.75514	36.78	6.08143	36.78	8.06694	36.78	10.1968
36.88	0.646019	36.88	3.76334	36.88	6.08377	36.88	8.05756	36.88	10.2069
36.98	0.651489	36.98	3.76295	36.98	6.09119	36.98	8.06499	36.98	10.2144
37.08	0.64563	37.08	3.76491	37.08	6.09315	37.08	8.06694	37.08	10.2163
37.18	0.663208	37.18	3.77467	37.18	6.10291	37.18	8.09428	37.18	10.2358
37.28	0.64563	37.28	3.77467	37.28	6.11268	37.28	8.10014	37.28	10.2378
37.38	0.643677	37.38	3.78444	37.38	6.12245	37.38	8.10796	37.38	10.2456
37.48	0.661255	37.48	3.7942	37.48	6.13221	37.48	8.12749	37.48	10.2671
37.58	0.655396	37.58	3.79811	37.58	6.13612	37.58	8.12944	37.58	10.269
37.68	0.653442	37.68	3.80397	37.68	6.14198	37.68	8.12749	37.68	10.2866
37.78	0.663208	37.78	3.80788	37.78	6.15565	37.78	8.13921	37.78	10.2983
37.88	0.663208	37.88	3.80592	37.88	6.16346	37.88	8.15483	37.88	10.3062
37.98	0.663208	37.98	3.81569	37.98	6.17323	37.98	8.16655	37.98	10.3237
38.08	0.674538	38.08	3.82545	38.08	6.17518	38.08	8.17827	38.08	10.3374
38.18	0.674927	38.18	3.82545	38.18	6.18299	38.18	8.18803	38.18	10.3452
38.28	0.674927	38.28	3.82741	38.28	6.19276	38.28	8.18022	38.28	10.3491
38.38	0.684692	38.38	3.83522	38.38	6.20252	38.38	8.1978	38.38	10.3667
38.48	0.684692	38.48	3.84499	38.48	6.21229	38.48	8.20757	38.48	10.3765
38.58	0.67688	38.58	3.84655	38.58	6.21424	38.58	8.20952	38.58	10.3784
38.68	0.692505	38.68	3.86647	38.68	6.23143	38.68	8.23491	38.68	10.396
38.78	0.685081	38.78	3.85709	38.78	6.23416	38.78	8.23725	38.78	10.3964
38.88	0.700317	38.88	3.86452	38.88	6.24158	38.88	8.25444	38.88	10.4136
38.98	0.694458	38.98	3.87428	38.98	6.24549	38.98	8.25639	38.98	10.4272
39.08	0.682739	39.08	3.87428	39.08	6.2533	39.08	8.26616	39.08	10.4253
39.18	0.700317	39.18	3.89381	39.18	6.26307	39.18	8.28569	39.18	10.4546
39.28	0.694458	39.28	3.89381	39.28	6.26502	39.28	8.27788	39.28	10.4565
39.38	0.692505	39.38	3.89381	39.38	6.28065	39.38	8.29507	39.38	10.4644
39.48	0.696411	39.48	3.90749	39.48	6.28651	39.48	8.31108	39.48	10.478
39.58	0.702271	39.58	3.91335	39.58	6.29432	39.58	8.31889	39.58	10.4858
39.68	0.704224	39.68	3.92702	39.68	6.29432	39.68	8.32866	39.68	10.5073
39.78	0.696411	39.78	3.9192	39.78	6.30409	39.78	8.33061	39.78	10.4995
39.88	0.712036	39.88	3.93483	39.88	6.32362	39.88	8.356	39.88	10.5171
39.98	0.706177	39.98	3.93874	39.98	6.3158	39.98	8.35991	39.98	10.5288
40.08	0.713989	40.08	3.94655	40.08	6.33338	40.08	8.36772	40.08	10.5464
40.18	0.704224	40.18	3.9485	40.18	6.33338	40.18	8.37163	40.18	10.5483
40.28	0.704224	40.28	3.95436	40.28	6.3451	40.28	8.37944	40.28	10.5562
40.38	0.715942	40.38	3.95827	40.38	6.34705	40.38	8.39116	40.38	10.5679
40.48	0.7136	40.48	3.97389	40.48	6.35487	40.48	8.39897	40.48	10.5757
40.58	0.70813	40.58	3.96803	40.58	6.36463	40.58	8.40874	40.58	10.5796
40.68	0.715942	40.68	3.98561	40.68	6.3744	40.68	8.4185	40.68	10.5972
40.78	0.723755	40.78	3.98561	40.78	6.38416	40.78	8.42827	40.78	10.6069
40.88	0.716331	40.88	3.99381	40.88	6.38455	40.88	8.42866	40.88	10.6171
40.98	0.723755	40.98	4.00319	40.98	6.39197	40.98	8.44585	40.98	10.6343
41.08	0.723755	41.08	3.99538	41.08	6.39393	41.08	8.44975	41.08	10.6362
41.18	0.723755	41.18	4.01257	41.18	6.39979	41.18	8.46538	41.18	10.644
41.28	0.733521	41.28	4.02467	41.28	6.42127	41.28	8.48686	41.28	10.6655
41.38	0.733521	41.38	4.01686	41.38	6.42323	41.38	8.48882	41.38	10.6675
41.48	0.733521	41.48	4.02467	41.48	6.42127	41.48	8.48686	41.48	10.6753
41.58	0.735474	41.58	4.03444	41.58	6.44276	41.58	8.49858	41.58	10.687
41.68	0.741333	41.68	4.0442	41.68	6.44276	41.68	8.50639	41.68	10.6948
41.78	0.743286	41.78	4.0442	41.78	6.45252	41.78	8.51616	41.78	10.7046
41.88	0.745239	41.88	4.04616	41.88	6.46424	41.88	8.52788	41.88	10.7163
41.98	0.751099	41.98	4.05202	41.98	6.46229	41.98	8.53764	41.98	10.7241
42.08	0.743286	42.08	4.06569	42.08	6.47987	42.08	8.54546	42.08	10.7358
42.18	0.747192	42.18	4.0696	42.18	6.49549	42.18	8.56108	42.18	10.7495
42.28	0.753052	42.28	4.06764	42.28	6.49354	42.28	8.56889	42.28	10.7573
42.38	0.747192	42.38	4.07741	42.38	6.49549	42.38	8.57085	42.38	10.7593
42.48	0.755005	42.48	4.08717	42.48	6.5033	42.48	8.58842	42.48	10.7769
42.58	0.747192	42.58	4.07936	42.58	6.51307	42.58	8.59038	42.58	10.7788
42.68	0.753052	42.68	4.09499	42.68	6.51307	42.68	8.58842	42.68	10.7866
42.78	0.764771	42.78	4.1067	42.78	6.5326	42.78	8.60796	42.78	10.8062
42.88	0.755394	42.88	4.09733	42.88	6.53299	42.88	8.60835	42.88	10.8144
42.98	0.762428	42.98	4.10475	42.98	6.54002	42.98	8.61577	42.98	10.8257
43.08	0.766724	43.08	4.11452	43.08	6.54432	43.08	8.63725	43.08	10.8374
43.18	0.764771	43.18	4.11452	43.18	6.55408	43.18	8.63725	43.18	10.8452
43.28	0.756958	43.28	4.11647	43.28	6.55604	43.28	8.63921	43.28	10.8472
43.38	0.772583	43.38	4.12428	43.38	6.57166	43.38	8.65678	43.38	10.8647
43.48	0.774536	43.48	4.13405	43.48	6.58338	43.48	8.66655	43.48	10.8745
43.58	0.766724	43.58	4.13405	43.58	6.57557	43.58	8.6685	43.58	10.8765
43.68	0.772583	43.68	4.14381	43.68	6.59315	43.68	8.67632	43.68	10.894
43.78	0.766724	43.78	4.14577	43.78	6.59315	43.78	8.67827	43.78	10.8979
43.88	0.764771	43.88	4.15163	43.88	6.60291	43.88	8.68608	43.88	10.9058
43.98	0.764771	43.98	4.15358	43.98	6.60291	43.98	8.69585	43.98	10.9155
44.08	0.774536	44.08	4.1653	44.08	6.61463	44.08	8.70952	44.08	10.9272
44.18	0.774536	44.18	4.16335	44.18	6.63026	44.18	8.70757	44.18	10.9351
44.28	0.766724	44.28	4.15553	44.28	6.6244	44.28	8.70952	44.28	10.937
44.38	0.772583	44.38	4.16139	44.38	6.63221	44.38	8.72514	44.38	10.9448
44.48	0.784302	44.48	4.18483	44.48	6.64197	44.48	8.74663	44.48	10.9644
