Cycle: 8  CDAN1A-c206  39.0625 _X	Cycle: 8  CDAN1A-c206  39.0625 _Y	Cycle: 9  CDAN1A-c206  78.125 n_X	Cycle: 9  CDAN1A-c206  78.125 n_Y	Cycle: 10  CDAN1A-c206  156.25 _X	Cycle: 10  CDAN1A-c206  156.25 _Y	Cycle: 11  CDAN1A-c206  312.5 n_X	Cycle: 11  CDAN1A-c206  312.5 n_Y	Cycle: 12  CDAN1A-c206  625 nM_X	Cycle: 12  CDAN1A-c206  625 nM_Y
273.28	1.71204	273.28	6.1028	273.28	8.63026	273.28	10.4361	273.28	12.2124
273.38	1.71204	273.38	6.08522	273.38	8.61268	273.38	10.4263	273.38	12.2026
273.48	1.70422	273.48	6.08327	273.48	8.61073	273.48	10.4263	273.48	12.2026
273.58	1.70227	273.58	6.09303	273.58	8.61073	273.58	10.4263	273.58	12.2026
273.68	1.70227	273.68	6.08327	273.68	8.61073	273.68	10.4185	273.68	12.1929
273.78	1.70227	273.78	6.09303	273.78	8.61073	273.78	10.4165	273.78	12.1929
273.88	1.71165	273.88	6.08483	273.88	8.61034	273.88	10.4162	273.88	12.1925
273.98	1.71399	273.98	6.08522	273.98	8.60487	273.98	10.4185	273.98	12.1948
274.08	1.70618	274.08	6.08522	274.08	8.60291	274.08	10.4185	274.08	12.1851
274.18	1.70422	274.18	6.08522	274.18	8.60291	274.18	10.4185	274.18	12.1851
274.28	1.69446	274.28	6.07545	274.28	8.59315	274.28	10.4009	274.28	12.1753
274.38	1.70227	274.38	6.07545	274.38	8.60096	274.38	10.4068	274.38	12.1831
274.48	1.70618	274.48	6.08522	274.48	8.60291	274.48	10.399	274.48	12.1851
274.58	1.70422	274.58	6.08522	274.58	8.60291	274.58	10.399	274.58	12.1753
274.68	1.69446	274.68	6.07545	274.68	8.59315	274.68	10.3892	274.68	12.1655
274.78	1.69446	274.78	6.07545	274.78	8.59315	274.78	10.3892	274.78	12.1577
274.88	1.70227	274.88	6.08327	274.88	8.60096	274.88	10.3892	274.88	12.1636
274.98	1.69641	274.98	6.07741	274.98	8.60291	274.98	10.3892	274.98	12.1655
275.08	1.69446	275.08	6.06569	275.08	8.58533	275.08	10.3794	275.08	12.146
275.18	1.69446	275.18	6.07545	275.18	8.58338	275.18	10.3794	275.18	12.146
275.28	1.70227	275.28	6.08327	275.28	8.58143	275.28	10.3873	275.28	12.1538
275.38	1.70422	275.38	6.08522	275.38	8.58338	275.38	10.3892	275.38	12.1558
275.48	1.71399	275.48	6.08522	275.48	8.58338	275.48	10.3892	275.48	12.1558
275.58	1.69641	275.58	6.06608	275.58	8.57362	275.58	10.3794	275.58	12.1362
275.68	1.69446	275.68	6.06374	275.68	8.57362	275.68	10.3794	275.68	12.1362
275.78	1.69446	275.78	6.06374	275.78	8.57362	275.78	10.3701	275.78	12.1362
275.88	1.68469	275.88	6.05397	275.88	8.56385	275.88	10.358	275.88	12.1265
275.98	1.70422	275.98	6.06178	275.98	8.57166	275.98	10.3658	275.98	12.1343
276.08	1.69836	276.08	6.07545	276.08	8.57557	276.08	10.3677	276.08	12.1245
276.18	1.69641	276.18	6.07545	276.18	8.57362	276.18	10.3677	276.18	12.1245
276.28	1.68665	276.28	6.05788	276.28	8.56385	276.28	10.3462	276.28	12.1147
276.38	1.68665	276.38	6.05592	276.38	8.56385	276.38	10.3462	276.38	12.1147
276.48	1.67883	276.48	6.05592	276.48	8.56385	276.48	10.3462	276.48	12.1147
276.58	1.68469	276.58	6.05397	276.58	8.5619	276.58	10.3443	276.58	12.1128
276.68	1.68665	276.68	6.05592	276.68	8.56385	276.68	10.3384	276.68	12.1069
276.78	1.68665	276.78	6.05592	276.78	8.56385	276.78	10.3365	276.78	12.0952
276.88	1.68665	276.88	6.05592	276.88	8.56385	276.88	10.3365	276.88	12.0952
276.98	1.68665	276.98	6.05592	276.98	8.56385	276.98	10.3365	276.98	12.0952
277.08	1.68508	277.08	6.06569	277.08	8.57166	277.08	10.3345	277.08	12.103
277.18	1.68274	277.18	6.05397	277.18	8.5619	277.18	10.3248	277.18	12.0933
277.28	1.68274	277.28	6.05397	277.28	8.5619	277.28	10.3248	277.28	12.0933
277.38	1.68274	277.38	6.05397	277.38	8.55408	277.38	10.3248	277.38	12.0933
277.48	1.68274	277.48	6.05397	277.48	8.55213	277.48	10.3248	277.48	12.0933
277.58	1.69055	277.58	6.05397	277.58	8.55994	277.58	10.3326	277.58	12.0913
277.68	1.68274	277.68	6.0442	277.68	8.55213	277.68	10.3248	277.68	12.0835
277.78	1.6925	277.78	6.05397	277.78	8.55213	277.78	10.3169	277.78	12.0835
277.88	1.6925	277.88	6.05397	277.88	8.55213	277.88	10.315	277.88	12.0835
277.98	1.68469	277.98	6.05397	277.98	8.55213	277.98	10.315	277.98	12.0835
278.08	1.67297	278.08	6.0442	278.08	8.53455	278.08	10.2955	278.08	12.0737
278.18	1.67297	278.18	6.03639	278.18	8.5326	278.18	10.2955	278.18	12.064
278.28	1.69212	278.28	6.04382	278.28	8.54198	278.28	10.3048	278.28	12.0733
278.38	1.67688	278.38	6.03639	278.38	8.53455	278.38	10.2974	278.38	12.0659
278.48	1.67493	278.48	6.03639	278.48	8.52479	278.48	10.2974	278.48	12.0659
278.58	1.67493	278.58	6.03639	278.58	8.52479	278.58	10.2896	278.58	12.0659
278.68	1.67493	278.68	6.03639	278.68	8.52479	278.68	10.2876	278.68	12.0659
278.78	1.67493	278.78	6.02858	278.78	8.52479	278.78	10.2876	278.78	12.0581
278.88	1.67688	278.88	6.03639	278.88	8.52479	278.88	10.2876	278.88	12.0464
278.98	1.68274	278.98	6.0442	278.98	8.5326	278.98	10.2955	278.98	12.0542
279.08	1.67493	279.08	6.03639	279.08	8.51698	279.08	10.2876	279.08	12.0464
279.18	1.67493	279.18	6.03639	279.18	8.51502	279.18	10.2876	279.18	12.0464
279.28	1.67493	279.28	6.02858	279.28	8.51502	279.28	10.2876	279.28	12.0366
279.38	1.67493	279.38	6.02663	279.38	8.51502	279.38	10.2798	279.38	12.0366
279.48	1.67493	279.48	6.02663	279.48	8.51502	279.48	10.2779	279.48	12.0366
279.58	1.66516	279.58	6.01686	279.58	8.50526	279.58	10.2681	279.58	12.0269
279.68	1.66711	279.68	6.01686	279.68	8.50526	279.68	10.2681	279.68	12.0269
279.78	1.67297	279.78	6.02467	279.78	8.51307	279.78	10.2759	279.78	12.0347
279.88	1.67493	279.88	6.02663	279.88	8.51502	279.88	10.2779	279.88	12.0366
279.98	1.67493	279.98	6.02858	279.98	8.51502	279.98	10.2779	279.98	12.0366
280.08	1.67493	280.08	6.02663	280.08	8.51502	280.08	10.2681	280.08	12.0269
280.18	1.68469	280.18	6.02663	280.18	8.51502	280.18	10.2681	280.18	12.0269
280.28	1.66711	280.28	6.01686	280.28	8.50526	280.28	10.2583	280.28	12.0171
280.38	1.66516	280.38	6.01686	280.38	8.49549	280.38	10.2583	280.38	12.0171
280.48	1.66516	280.48	6.01686	280.48	8.49549	280.48	10.2583	280.48	12.0171
280.58	1.66516	280.58	6.01686	280.58	8.49549	280.58	10.2505	280.58	12.0171
280.68	1.67297	280.68	6.02467	280.68	8.5033	280.68	10.2564	280.68	12.0249
280.78	1.68469	280.78	6.01725	280.78	8.50526	280.78	10.2583	280.78	12.0171
280.88	1.67688	280.88	6.01491	280.88	8.50526	280.88	10.2583	280.88	12.0171
280.98	1.66516	280.98	6.00514	280.98	8.49549	280.98	10.2486	280.98	12.0073
281.08	1.66516	281.08	6.00514	281.08	8.49549	281.08	10.2388	281.08	12.0073
281.18	1.66516	281.18	6.00514	281.18	8.49549	281.18	10.2388	281.18	12.0073
281.28	1.66516	281.28	6.01491	281.28	8.49549	281.28	10.2388	281.28	12.0073
281.38	1.67297	281.38	6.02272	281.38	8.5033	281.38	10.2466	281.38	12.0151
281.48	1.67493	281.48	6.02467	281.48	8.50526	281.48	10.2408	281.48	12.0073
281.58	1.66711	281.58	6.02467	281.58	8.50526	281.58	10.2388	281.58	12.0073
281.68	1.66516	281.68	6.01686	281.68	8.50526	281.68	10.2388	281.68	12.0073
281.78	1.67688	281.78	6.01491	281.78	8.50526	281.78	10.2388	281.78	12.0073
281.88	1.66516	281.88	6.00319	281.88	8.48377	281.88	10.2271	281.88	11.9956
281.98	1.66516	281.98	6.00319	281.98	8.48377	281.98	10.2271	281.98	11.9956
282.08	1.66516	282.08	6.00319	282.08	8.48377	282.08	10.2271	282.08	11.9878
282.18	1.67297	282.18	6.011	282.18	8.49158	282.18	10.2251	282.18	11.9819
282.28	1.67493	282.28	6.01295	282.28	8.49354	282.28	10.2271	282.28	11.9839
282.38	1.66711	282.38	6.01295	282.38	8.49354	282.38	10.2193	282.38	11.9839
282.48	1.67493	282.48	6.01295	282.48	8.49354	282.48	10.2173	282.48	11.9839
282.58	1.67493	282.58	6.01295	282.58	8.49354	282.58	10.2173	282.58	11.9839
282.68	1.67493	282.68	6.01295	282.68	8.49354	282.68	10.2173	282.68	11.9839
282.78	1.67493	282.78	6.01295	282.78	8.49354	282.78	10.2173	282.78	11.9819
282.88	1.67297	282.88	6.00319	282.88	8.49158	282.88	10.2154	282.88	11.9741
282.98	1.67532	282.98	6.00319	282.98	8.49354	282.98	10.2173	282.98	11.9819
283.08	1.67297	283.08	6.00319	283.08	8.49354	283.08	10.2173	283.08	11.9761
283.18	1.67297	283.18	6.00319	283.18	8.49354	283.18	10.2173	283.18	11.9722
283.28	1.67297	283.28	6.00319	283.28	8.49354	283.28	10.2173	283.28	11.9741
283.38	1.66321	283.38	5.99342	283.38	8.48377	283.38	10.2076	283.38	11.9644
283.48	1.66321	283.48	5.99342	283.48	8.48377	283.48	10.1982	283.48	11.9644
283.58	1.66321	283.58	6.00124	283.58	8.49159	283.58	10.2037	283.58	11.9722
283.68	1.67297	283.68	6.00319	283.68	8.49354	283.68	10.2056	283.68	11.9644
283.78	1.67297	283.78	6.00319	283.78	8.48416	283.78	10.1958	283.78	11.9644
283.88	1.67297	283.88	6.00319	283.88	8.48182	283.88	10.1958	283.88	11.9644
283.98	1.66321	283.98	5.98561	283.98	8.47205	283.98	10.1861	283.98	11.9546
284.08	1.67258	284.08	5.99303	284.08	8.48143	284.08	10.1955	284.08	11.964
284.18	1.67688	284.18	5.99538	284.18	8.48377	284.18	10.1978	284.18	11.9663
284.28	1.67493	284.28	5.99538	284.28	8.48377	284.28	10.1978	284.28	11.9565
284.38	1.67493	284.38	5.99538	284.38	8.48377	284.38	10.1978	284.38	11.9565
284.48	1.67493	284.48	5.99538	284.48	8.48377	284.48	10.1978	284.48	11.9565
284.58	1.67493	284.58	5.99538	284.58	8.48377	284.58	10.1978	284.58	11.9565
284.68	1.66711	284.68	5.99538	284.68	8.48377	284.68	10.1978	284.68	11.9565
284.78	1.66516	284.78	5.98561	284.78	8.47401	284.78	10.188	284.78	11.937
284.88	1.67297	284.88	5.99342	284.88	8.48182	284.88	10.1958	284.88	11.9448
284.98	1.67493	284.98	5.99538	284.98	8.48377	284.98	10.1978	284.98	11.9468
285.08	1.67493	285.08	5.99538	285.08	8.47596	285.08	10.1802	285.08	11.9468
285.18	1.66516	285.18	5.98561	285.18	8.46424	285.18	10.1685	285.18	11.937
285.28	1.66516	285.28	5.98561	285.28	8.46424	285.28	10.1685	285.28	11.9272
285.38	1.65735	285.38	5.98561	285.38	8.46424	285.38	10.1685	285.38	11.9272
285.48	1.67297	285.48	5.98561	285.48	8.47205	285.48	10.1763	285.48	11.9351
285.58	1.67493	285.58	5.99538	285.58	8.48377	285.58	10.1783	285.58	11.937
285.68	1.66516	285.68	5.99342	285.68	8.46424	285.68	10.1685	285.68	11.9272
285.78	1.66516	285.78	5.99538	285.78	8.47401	285.78	10.1685	285.78	11.9175
285.88	1.66516	285.88	5.98756	285.88	8.47401	285.88	10.1685	285.88	11.9175
285.98	1.67297	285.98	5.99342	285.98	8.48182	285.98	10.1646	285.98	11.9175
286.08	1.66711	286.08	5.99538	286.08	8.474	286.08	10.1665	286.08	11.9175
286.18	1.66516	286.18	5.98561	286.18	8.46424	286.18	10.1568	286.18	11.9077
286.28	1.66516	286.28	5.98561	286.28	8.46424	286.28	10.1568	286.28	11.896
286.38	1.66516	286.38	5.98561	286.38	8.46424	286.38	10.1568	286.38	11.896
286.48	1.67297	286.48	5.99342	286.48	8.47205	286.48	10.1646	286.48	11.9038
286.58	1.67493	286.58	5.99538	286.58	8.47401	286.58	10.1665	286.58	11.9058
286.68	1.67493	286.68	5.99538	286.68	8.47401	286.68	10.1665	286.68	11.9058
286.78	1.68665	286.78	5.98756	286.78	8.47401	286.78	10.1665	286.78	11.896
286.88	1.67493	286.88	5.97389	286.88	8.46229	286.88	10.1548	286.88	11.8843
286.98	1.67493	286.98	5.97389	286.98	8.46229	286.98	10.1451	286.98	11.8843
287.08	1.68274	287.08	5.9817	287.08	8.4701	287.08	10.1451	287.08	11.8921
287.18	1.68469	287.18	5.98366	287.18	8.46424	287.18	10.1451	287.18	11.894
287.28	1.68469	287.28	5.98366	287.28	8.46229	287.28	10.1451	287.28	11.894
287.38	1.67688	287.38	5.98366	287.38	8.46229	287.38	10.1451	287.38	11.8843
287.48	1.66516	287.48	5.97389	287.48	8.46229	287.48	10.1353	287.48	11.8745
287.58	1.66516	287.58	5.97389	287.58	8.45252	287.58	10.1353	287.58	11.8745
287.68	1.68274	287.68	5.9817	287.68	8.46033	287.68	10.1431	287.68	11.8823
287.78	1.68469	287.78	5.98366	287.78	8.46229	287.78	10.1353	287.78	11.8843
287.88	1.68469	287.88	5.98366	287.88	8.46229	287.88	10.1353	287.88	11.8745
287.98	1.68469	287.98	5.97585	287.98	8.46229	287.98	10.1353	287.98	11.8745
288.08	1.67493	288.08	5.96413	288.08	8.44471	288.08	10.1255	288.08	11.8647
288.18	1.68274	288.18	5.97194	288.18	8.46033	288.18	10.1333	288.18	11.8726
288.28	1.68469	288.28	5.97389	288.28	8.45252	288.28	10.1353	288.28	11.8745
288.38	1.67688	288.38	5.97389	288.38	8.46229	288.38	10.1353	288.38	11.8745
288.48	1.67493	288.48	5.97389	288.48	8.46229	288.48	10.1353	288.48	11.8745
288.58	1.68469	288.58	5.97389	288.58	8.46229	288.58	10.1353	288.58	11.8745
288.68	1.6925	288.68	5.98366	288.68	8.46033	288.68	10.1431	288.68	11.8726
288.78	1.69446	288.78	5.98366	288.78	8.47205	288.78	10.1353	288.78	11.8745
288.88	1.68469	288.88	5.97389	288.88	8.46229	288.88	10.1255	288.88	11.8647
288.98	1.68469	288.98	5.97389	288.98	8.44471	288.98	10.1255	288.98	11.8647
289.08	1.67532	289.08	5.97389	289.08	8.44276	289.08	10.1255	289.08	11.855
289.18	1.67297	289.18	5.97389	289.18	8.44276	289.18	10.1255	289.18	11.855
289.28	1.68274	289.28	5.97389	289.28	8.45252	289.28	10.1158	289.28	11.855
289.38	1.68274	289.38	5.97389	289.38	8.45252	289.38	10.1158	289.38	11.855
289.48	1.68235	289.48	5.9735	289.48	8.45213	289.48	10.1154	289.48	11.8546
289.58	1.68469	289.58	5.97585	289.58	8.44471	289.58	10.1177	289.58	11.8569
289.68	1.68469	289.68	5.97585	289.68	8.44471	289.68	10.1177	289.68	11.8472
289.78	1.67688	289.78	5.97585	289.78	8.44471	289.78	10.1177	289.78	11.8394
289.88	1.66516	289.88	5.96608	289.88	8.43494	289.88	10.108	289.88	11.8276
289.98	1.67493	289.98	5.95827	289.98	8.43494	289.98	10.108	289.98	11.8276
290.08	1.68274	290.08	5.96413	290.08	8.44276	290.08	10.1158	290.08	11.8354
290.18	1.68469	290.18	5.96608	290.18	8.44471	290.18	10.108	290.18	11.8374
290.28	1.68469	290.28	5.96608	290.28	8.44471	290.28	10.108	290.28	11.8276
290.38	1.68469	290.38	5.96608	290.38	8.44471	290.38	10.108	290.38	11.8276
290.48	1.66711	290.48	5.95631	290.48	8.43494	290.48	10.0982	290.48	11.8179
290.58	1.66516	290.58	5.95631	290.58	8.43495	290.58	10.0904	290.58	11.8179
290.68	1.68274	290.68	5.96413	290.68	8.44276	290.68	10.0962	290.68	11.8257
290.78	1.68469	290.78	5.96608	290.78	8.4369	290.78	10.0884	290.78	11.8159
290.88	1.68469	290.88	5.96608	290.88	8.43494	290.88	10.0884	290.88	11.8159
290.98	1.67493	290.98	5.95631	290.98	8.42518	290.98	10.0787	290.98	11.8062
291.08	1.67493	291.08	5.95631	291.08	8.42518	291.08	10.0787	291.08	11.8062
291.18	1.66711	291.18	5.94694	291.18	8.42518	291.18	10.0787	291.18	11.8062
291.28	1.67297	291.28	5.95241	291.28	8.43299	291.28	10.0865	291.28	11.814
291.38	1.68469	291.38	5.95436	291.38	8.43494	291.38	10.0884	291.38	11.7983
291.48	1.67493	291.48	5.9446	291.48	8.42518	291.48	10.0787	291.48	11.7866
291.58	1.67493	291.58	5.9446	291.58	8.42518	291.58	10.0787	291.58	11.7866
291.68	1.67493	291.68	5.9446	291.68	8.41737	291.68	10.0611	291.68	11.7866
291.78	1.68274	291.78	5.95241	291.78	8.42323	291.78	10.0669	291.78	11.7944
291.88	1.67688	291.88	5.95436	291.88	8.42518	291.88	10.0689	291.88	11.7866
291.98	1.67493	291.98	5.95436	291.98	8.42518	291.98	10.0689	291.98	11.7866
292.08	1.67297	292.08	5.93483	292.08	8.41346	292.08	10.0572	292.08	11.7749
292.18	1.67297	292.18	5.93288	292.18	8.41346	292.18	10.0572	292.18	11.7749
292.28	1.68079	292.28	5.94069	292.28	8.42127	292.28	10.065	292.28	11.7827
292.38	1.68274	292.38	5.95436	292.38	8.41541	292.38	10.0669	292.38	11.7847
292.48	1.67297	292.48	5.9446	292.48	8.40369	292.48	10.0572	292.48	11.7651
292.58	1.67297	292.58	5.9446	292.58	8.40369	292.58	10.0572	292.58	11.7651
292.68	1.66516	292.68	5.9446	292.68	8.40369	292.68	10.0572	292.68	11.7573
292.78	1.66321	292.78	5.9446	292.78	8.40369	292.78	10.0572	292.78	11.7554
292.88	1.66516	292.88	5.93483	292.88	8.38416	292.88	10.0376	292.88	11.7358
292.98	1.67297	292.98	5.94264	292.98	8.40174	292.98	10.0455	292.98	11.7437
293.08	1.67493	293.08	5.93678	293.08	8.40369	293.08	10.0474	293.08	11.7456
293.18	1.67493	293.18	5.93483	293.18	8.40369	293.18	10.0474	293.18	11.7456
293.28	1.66516	293.28	5.92506	293.28	8.39393	293.28	10.0376	293.28	11.7358
293.38	1.66516	293.38	5.92506	293.38	8.39393	293.38	10.0376	293.38	11.7261
293.48	1.66516	293.48	5.93288	293.48	8.40174	293.48	10.0455	293.48	11.7339
293.58	1.67493	293.58	5.93483	293.58	8.39431	293.58	10.0474	293.58	11.7358
293.68	1.66516	293.68	5.92506	293.68	8.38221	293.68	10.0376	293.68	11.7261
293.78	1.66516	293.78	5.91335	293.78	8.38221	293.78	10.0298	293.78	11.7261
293.88	1.66516	293.88	5.91725	293.88	8.38221	293.88	10.0357	293.88	11.7163
293.98	1.65735	293.98	5.9153	293.98	8.38221	293.98	10.0298	293.98	11.7163
294.08	1.67454	294.08	5.92467	294.08	8.39158	294.08	10.0373	294.08	11.7257
294.18	1.66711	294.18	5.91725	294.18	8.38416	294.18	10.0298	294.18	11.7183
294.28	1.66711	294.28	5.91725	294.28	8.38416	294.28	10.0298	294.28	11.7183
294.38	1.66711	294.38	5.91725	294.38	8.38416	294.38	10.0298	294.38	11.7085
294.48	1.66711	294.48	5.91725	294.48	8.37635	294.48	10.0181	294.48	11.7085
294.58	1.65735	294.58	5.89967	294.58	8.36463	294.58	10.0083	294.58	11.6987
294.68	1.65735	294.68	5.89772	294.68	8.36463	294.68	10.0083	294.68	11.689
294.78	1.65735	294.78	5.89772	294.78	8.36463	294.78	10.0083	294.78	11.689
294.88	1.67493	294.88	5.90553	294.88	8.37244	294.88	10.0083	294.88	11.6968
294.98	1.67688	294.98	5.90749	294.98	8.3744	294.98	10.0083	294.98	11.6987
295.08	1.6675	295.08	5.90749	295.08	8.36463	295.08	10.0083	295.08	11.6987
295.18	1.6554	295.18	5.89772	295.18	8.35487	295.18	9.99858	295.18	11.689
295.28	1.6554	295.28	5.89772	295.28	8.35487	295.28	9.99858	295.28	11.689
295.38	1.6554	295.38	5.89772	295.38	8.34705	295.38	9.98882	295.38	11.689
295.48	1.66321	295.48	5.90553	295.48	8.35291	295.48	9.99663	295.48	11.6851
295.58	1.67493	295.58	5.91725	295.58	8.35487	295.58	9.99858	295.58	11.687
295.68	1.67493	295.68	5.91725	295.68	8.35487	295.68	9.99858	295.68	11.687
295.78	1.66321	295.78	5.90553	295.78	8.34315	295.78	9.98686	295.78	11.6753
295.88	1.6554	295.88	5.89772	295.88	8.34315	295.88	9.98686	295.88	11.6659
295.98	1.65344	295.98	5.89577	295.98	8.34315	295.98	9.98686	295.98	11.6636
296.08	1.65344	296.08	5.89577	296.08	8.34315	296.08	9.98686	296.08	11.6538
296.18	1.66125	296.18	5.90358	296.18	8.35096	296.18	9.99467	296.18	11.6616
296.28	1.66321	296.28	5.90553	296.28	8.35291	296.28	9.99663	296.28	11.6636
296.38	1.66321	296.38	5.90553	296.38	8.35291	296.38	9.99663	296.38	11.6636
296.48	1.66321	296.48	5.89577	296.48	8.34315	296.48	9.98686	296.48	11.6538
296.58	1.6554	296.58	5.89772	296.58	8.34315	296.58	9.9771	296.58	11.6538
296.68	1.65344	296.68	5.89577	296.68	8.34315	296.68	9.9771	296.68	11.644
296.78	1.66125	296.78	5.90358	296.78	8.35096	296.78	9.98491	296.78	11.6519
296.88	1.66321	296.88	5.90553	296.88	8.3451	296.88	9.97905	296.88	11.6538
296.98	1.66321	296.98	5.90553	296.98	8.34315	296.98	9.9771	296.98	11.6538
297.08	1.67297	297.08	5.90553	297.08	8.34315	297.08	9.9771	297.08	11.6538
297.18	1.67297	297.18	5.89772	297.18	8.34315	297.18	9.9771	297.18	11.6538
297.28	1.66321	297.28	5.886	297.28	8.33338	297.28	9.96733	297.28	11.644
297.38	1.6554	297.38	5.886	297.38	8.33338	297.38	9.96733	297.38	11.6343
297.48	1.66125	297.48	5.89381	297.48	8.34119	297.48	9.97514	297.48	11.6343
297.58	1.66321	297.58	5.89577	297.58	8.34315	297.58	9.9771	297.58	11.6343
297.68	1.67297	297.68	5.89577	297.68	8.33143	297.68	9.9771	297.68	11.6343
297.78	1.67297	297.78	5.89577	297.78	8.33143	297.78	9.9771	297.78	11.6343
297.88	1.67297	297.88	5.89616	297.88	8.33143	297.88	9.9771	297.88	11.6343
297.98	1.66321	297.98	5.88405	297.98	8.31385	297.98	9.95757	297.98	11.6147
298.08	1.66321	298.08	5.88405	298.08	8.3119	298.08	9.95757	298.08	11.6147
298.18	1.6554	298.18	5.88405	298.18	8.32362	298.18	9.95757	298.18	11.6147
298.28	1.66125	298.28	5.89186	298.28	8.33143	298.28	9.96538	298.28	11.6226
298.38	1.66321	298.38	5.89381	298.38	8.33338	298.38	9.96733	298.38	11.6245
298.48	1.67297	298.48	5.89381	298.48	8.33338	298.48	9.96733	298.48	11.6245
298.58	1.66321	298.58	5.88405	298.58	8.32362	298.58	9.95757	298.58	11.6147
298.68	1.66321	298.68	5.88405	298.68	8.32362	298.68	9.95757	298.68	11.605
298.78	1.6554	298.78	5.88405	298.78	8.32362	298.78	9.95757	298.78	11.605
298.88	1.65344	298.88	5.88405	298.88	8.3158	298.88	9.95757	298.88	11.605
298.98	1.65344	298.98	5.87624	298.98	8.30213	298.98	9.9478	298.98	11.605
299.08	1.64368	299.08	5.86452	299.08	8.29237	299.08	9.93803	299.08	11.5952
299.18	1.66321	299.18	5.87233	299.18	8.30018	299.18	9.94585	299.18	11.5933
299.28	1.66516	299.28	5.87428	299.28	8.30213	299.28	9.9478	299.28	11.5874
299.38	1.66516	299.38	5.87428	299.38	8.30213	299.38	9.9478	299.38	11.5854
299.48	1.66516	299.48	5.87428	299.48	8.30213	299.48	9.93999	299.48	11.5854
299.58	1.64758	299.58	5.86452	299.58	8.29237	299.58	9.93608	299.58	11.5757
299.68	1.64563	299.68	5.86452	299.68	8.29237	299.68	9.93022	299.68	11.5757
299.78	1.64563	299.78	5.86452	299.78	8.29237	299.78	9.92827	299.78	11.5659
299.88	1.64563	299.88	5.8567	299.88	8.29237	299.88	9.92827	299.88	11.5659
299.98	1.66477	299.98	5.86413	299.98	8.30174	299.98	9.93764	299.98	11.5753
300.08	1.65735	300.08	5.86647	300.08	8.29432	300.08	9.93022	300.08	11.5679
300.18	1.64954	300.18	5.86647	300.18	8.29432	300.18	9.93022	300.18	11.5679
300.28	1.64758	300.28	5.86647	300.28	8.29432	300.28	9.93022	300.28	11.5562
300.38	1.64758	300.38	5.86647	300.38	8.29432	300.38	9.93022	300.38	11.5562
300.48	1.64758	300.48	5.86647	300.48	8.28651	300.48	9.93022	300.48	11.5562
300.58	1.63586	300.58	5.84694	300.58	8.27283	300.58	9.9185	300.58	11.5444
300.68	1.63586	300.68	5.84499	300.68	8.27283	300.68	9.9185	300.68	11.5444
300.78	1.63586	300.78	5.84499	300.78	8.26307	300.78	9.90874	300.78	11.5347
300.88	1.64563	300.88	5.8528	300.88	8.27088	300.88	9.91655	300.88	11.5425
300.98	1.64563	300.98	5.86452	300.98	8.27283	300.98	9.9185	300.98	11.5444
301.08	1.64563	301.08	5.86452	301.08	8.27283	301.08	9.90913	301.08	11.5444
301.18	1.64563	301.18	5.86452	301.18	8.27283	301.18	9.90678	301.18	11.5444
301.28	1.64563	301.28	5.86452	301.28	8.27283	301.28	9.90678	301.28	11.5444
301.38	1.63586	301.38	5.85475	301.38	8.26307	301.38	9.89702	301.38	11.5249
301.48	1.63586	301.48	5.84694	301.48	8.26307	301.48	9.89702	301.48	11.5249
301.58	1.64368	301.58	5.8528	301.58	8.26307	301.58	9.90483	301.58	11.5327
301.68	1.6554	301.68	5.85475	301.68	8.26307	301.68	9.90678	301.68	11.5347
301.78	1.6554	301.78	5.85475	301.78	8.26307	301.78	9.89702	301.78	11.5347
301.88	1.6554	301.88	5.85475	301.88	8.26307	301.88	9.89702	301.88	11.5249
301.98	1.6554	301.98	5.85475	301.98	8.26307	301.98	9.89702	301.98	11.5249
302.08	1.6554	302.08	5.85475	302.08	8.26307	302.08	9.89702	302.08	11.5249
302.18	1.64602	302.18	5.85475	302.18	8.26307	302.18	9.89702	302.18	11.5249
302.28	1.63391	302.28	5.84499	302.28	8.2533	302.28	9.88725	302.28	11.5151
302.38	1.64172	302.38	5.86256	302.38	8.26112	302.38	9.89507	302.38	11.5132
302.48	1.64368	302.48	5.86452	302.48	8.26307	302.48	9.89702	302.48	11.5151
302.58	1.64368	302.58	5.8567	302.58	8.26307	302.58	9.89702	302.58	11.5151
302.68	1.64368	302.68	5.85475	302.68	8.26307	302.68	9.89702	302.68	11.5151
302.78	1.65344	302.78	5.85475	302.78	8.26307	302.78	9.89702	302.78	11.5073
302.88	1.64563	302.88	5.85475	302.88	8.2533	302.88	9.89702	302.88	11.5054
302.98	1.65149	302.98	5.86256	302.98	8.26112	302.98	9.90483	302.98	11.5132
303.08	1.65344	303.08	5.86452	303.08	8.26307	303.08	9.90678	303.08	11.5229
303.18	1.65344	303.18	5.86452	303.18	8.26307	303.18	9.90678	303.18	11.5151
303.28	1.64368	303.28	5.84694	303.28	8.2533	303.28	9.89702	303.28	11.5054
303.38	1.65344	303.38	5.84499	303.38	8.2533	303.38	9.89702	303.38	11.5054
303.48	1.65344	303.48	5.84499	303.48	8.2533	303.48	9.88725	303.48	11.5054
303.58	1.65344	303.58	5.84499	303.58	8.2533	303.58	9.88725	303.58	11.4976
303.68	1.65344	303.68	5.85475	303.68	8.2533	303.68	9.88725	303.68	11.4956
303.78	1.64563	303.78	5.85475	303.78	8.2533	303.78	9.87944	303.78	11.4956
