Cycle: 9  C15A160F_X	Cycle: 9  C15A160F_Y	Fitted Cycle: 9  C15A160F_X	Fitted Cycle: 9  C15A160F_Y
214.94	-10.5928	214.94	-11.3028
215.04	-10.5881	215.04	-11.2916
215.14	-10.5732	215.14	-11.2804
215.24	-10.5732	215.24	-11.2693
215.34	-10.5693	215.34	-11.2581
215.44	-10.5537	215.44	-11.247
215.54	-10.5537	215.54	-11.2358
215.64	-10.553	215.64	-11.2247
215.74	-10.5479	215.74	-11.2135
215.84	-10.5439	215.84	-11.2024
215.94	-10.54	215.94	-11.1912
216.04	-10.5439	216.04	-11.1801
216.14	-10.5295	216.14	-11.1689
216.24	-10.5225	216.24	-11.1578
216.34	-10.5186	216.34	-11.1467
216.44	-10.5127	216.44	-11.1355
216.54	-10.51	216.54	-11.1244
216.64	-10.5029	216.64	-11.1133
216.74	-10.499	216.74	-11.1021
216.84	-10.4932	216.84	-11.091
216.94	-10.4983	216.94	-11.0799
217.04	-10.4893	217.04	-11.0688
217.14	-10.4795	217.14	-11.0576
217.24	-10.4736	217.24	-11.0465
217.34	-10.469	217.34	-11.0354
217.44	-10.458	217.44	-11.0243
217.54	-10.4521	217.54	-11.0132
217.64	-10.46	217.64	-11.0021
217.74	-10.4495	217.74	-10.991
217.84	-10.4385	217.84	-10.9798
217.94	-10.4326	217.94	-10.9687
218.04	-10.4248	218.04	-10.9576
218.14	-10.4124	218.14	-10.9465
218.24	-10.4189	218.24	-10.9354
218.34	-10.4092	218.34	-10.9243
218.44	-10.3994	218.44	-10.9132
218.54	-10.3889	218.54	-10.9021
218.64	-10.3877	218.64	-10.891
218.74	-10.3799	218.74	-10.88
218.84	-10.3701	218.84	-10.8689
218.94	-10.3733	218.94	-10.8578
219.04	-10.3682	219.04	-10.8467
219.14	-10.3662	219.14	-10.8356
219.24	-10.3545	219.24	-10.8245
219.34	-10.3596	219.34	-10.8135
219.44	-10.3447	219.44	-10.8024
219.54	-10.3389	219.54	-10.7913
219.64	-10.3401	219.64	-10.7802
219.74	-10.3291	219.74	-10.7691
219.84	-10.3252	219.84	-10.7581
219.94	-10.3088	219.94	-10.747
220.04	-10.2979	220.04	-10.7359
220.14	-10.2959	220.14	-10.7249
220.24	-10.2795	220.24	-10.7138
220.34	-10.2783	220.34	-10.7028
220.44	-10.2744	220.44	-10.6917
220.54	-10.26	220.54	-10.6806
220.64	-10.2588	220.64	-10.6696
220.74	-10.2549	220.74	-10.6585
220.84	-10.2483	220.84	-10.6475
220.94	-10.2354	220.94	-10.6364
221.04	-10.2295	221.04	-10.6254
221.14	-10.2249	221.14	-10.6143
221.24	-10.2178	221.24	-10.6033
221.34	-10.2158	221.34	-10.5922
221.44	-10.1995	221.44	-10.5812
221.54	-10.1943	221.54	-10.5702
221.64	-10.1885	221.64	-10.5591
221.74	-10.1858	221.74	-10.5481
221.84	-10.165	221.84	-10.5371
221.94	-10.1553	221.94	-10.526
222.04	-10.1487	222.04	-10.515
222.14	-10.1455	222.14	-10.504
222.24	-10.135	222.24	-10.4929
222.34	-10.1377	222.34	-10.4819
222.44	-10.1357	222.44	-10.4709
222.54	-10.1252	222.54	-10.4599
222.64	-10.1143	222.64	-10.4489
222.74	-10.1064	222.74	-10.4378
222.84	-10.0999	222.84	-10.4268
222.94	-10.085	222.94	-10.4158
223.04	-10.0745	223.04	-10.4048
223.14	-10.0654	223.14	-10.3938
223.24	-10.0557	223.24	-10.3828
223.34	-10.0549	223.34	-10.3718
223.44	-10.0439	223.44	-10.3608
223.54	-10.0354	223.54	-10.3498
223.64	-10.0244	223.64	-10.3388
223.74	-10.0186	223.74	-10.3278
223.84	-10.0159	223.84	-10.3168
223.94	-10.0049	223.94	-10.3058
224.04	-9.99048	224.04	-10.2948
224.14	-9.97754	224.14	-10.2838
224.24	-9.98535	224.24	-10.2728
224.34	-9.97485	224.34	-10.2618
224.44	-9.96387	224.44	-10.2509
224.54	-9.96582	224.54	-10.2399
224.64	-9.95532	224.64	-10.2289
224.74	-9.94434	224.74	-10.2179
224.84	-9.93579	224.84	-10.2069
224.94	-9.93066	224.94	-10.196
225.04	-9.91431	225.04	-10.185
225.14	-9.90527	225.14	-10.174
225.24	-9.90527	225.24	-10.163
225.34	-9.89478	225.34	-10.1521
225.44	-9.89551	225.44	-10.1411
225.54	-9.8811	225.54	-10.1301
225.64	-9.86426	225.64	-10.1192
225.74	-9.86621	225.74	-10.1082
225.84	-9.85571	225.84	-10.0973
225.94	-9.85059	225.94	-10.0863
226.04	-9.83618	226.04	-10.0753
226.14	-9.83496	226.14	-10.0644
226.24	-9.82446	226.24	-10.0534
226.34	-9.82129	226.34	-10.0425
226.44	-9.81543	226.44	-10.0315
226.54	-9.80103	226.54	-10.0206
226.64	-9.79126	226.64	-10.0097
226.74	-9.77441	226.74	-9.99871
226.84	-9.77051	226.84	-9.98777
226.94	-9.7561	226.94	-9.97683
227.04	-9.75098	227.04	-9.9659
227.14	-9.73462	227.14	-9.95496
227.24	-9.73535	227.24	-9.94403
227.34	-9.73071	227.34	-9.9331
227.44	-9.70996	227.44	-9.92217
227.54	-9.70532	227.54	-9.91124
227.64	-9.7002	227.64	-9.90031
227.74	-9.68188	227.74	-9.88939
227.84	-9.6748	227.84	-9.87847
227.94	-9.67017	227.94	-9.86755
228.04	-9.66113	228.04	-9.85663
228.14	-9.65527	228.14	-9.84571
228.24	-9.65259	228.24	-9.8348
228.34	-9.64087	228.34	-9.82389
228.44	-9.62988	228.44	-9.81297
228.54	-9.62134	228.54	-9.80207
228.64	-9.61426	228.64	-9.79116
228.74	-9.6123	228.74	-9.78025
228.84	-9.59204	228.84	-9.76935
228.94	-9.58032	228.94	-9.75845
229.04	-9.57129	229.04	-9.74755
229.14	-9.57056	229.14	-9.73665
229.24	-9.5498	229.24	-9.72575
229.34	-9.54126	229.34	-9.71486
229.44	-9.54004	229.44	-9.70396
229.54	-9.53149	229.54	-9.69307
229.64	-9.52051	229.64	-9.68218
229.74	-9.51196	229.74	-9.6713
229.84	-9.50098	229.84	-9.66041
229.94	-9.49048	229.94	-9.64953
230.04	-9.48145	230.04	-9.63865
230.14	-9.47095	230.14	-9.62777
230.24	-9.46191	230.24	-9.61689
230.34	-9.45142	230.34	-9.60601
230.44	-9.44043	230.44	-9.59514
230.54	-9.43188	230.54	-9.58426
230.64	-9.43066	230.64	-9.57339
230.74	-9.40845	230.74	-9.56252
230.84	-9.40063	230.84	-9.55166
230.94	-9.38965	230.94	-9.54079
231.04	-9.39087	231.04	-9.52993
231.14	-9.37988	231.14	-9.51907
231.24	-9.37134	231.24	-9.50821
231.34	-9.36621	231.34	-9.49735
231.44	-9.35181	231.44	-9.48649
231.54	-9.34082	231.54	-9.47564
231.64	-9.33228	231.64	-9.46478
231.74	-9.33105	231.74	-9.45393
231.84	-9.31665	231.84	-9.44309
231.94	-9.30176	231.94	-9.43224
232.04	-9.30103	232.04	-9.42139
232.14	-9.29126	232.14	-9.41055
232.24	-9.28027	232.24	-9.39971
232.34	-9.28149	232.34	-9.38887
232.44	-9.2666	232.44	-9.37803
232.54	-9.26196	232.54	-9.36719
232.64	-9.25098	232.64	-9.35636
232.74	-9.2522	232.74	-9.34553
232.84	-9.2373	232.84	-9.3347
232.94	-9.22095	232.94	-9.32387
233.04	-9.22168	233.04	-9.31304
233.14	-9.20728	233.14	-9.30221
233.24	-9.20142	233.24	-9.29139
233.34	-9.19043	233.34	-9.28057
233.44	-9.17798	233.44	-9.26975
233.54	-9.1709	233.54	-9.25893
233.64	-9.1604	233.64	-9.24811
233.74	-9.15723	233.74	-9.2373
233.84	-9.15259	233.84	-9.22649
233.94	-9.1416	233.94	-9.21568
234.04	-9.13696	234.04	-9.20487
234.14	-9.12134	234.14	-9.19406
234.24	-9.11621	234.24	-9.18325
234.34	-9.10181	234.34	-9.17245
234.44	-9.09668	234.44	-9.16165
234.54	-9.08228	234.54	-9.15085
234.64	-9.08105	234.64	-9.14005
234.74	-9.0686	234.74	-9.12925
234.84	-9.06079	234.84	-9.11846
234.94	-9.04785	234.94	-9.10767
235.04	-9.04126	235.04	-9.09688
235.14	-9.03809	235.14	-9.08609
235.24	-9.02173	235.24	-9.0753
235.34	-9.01587	235.34	-9.06451
235.44	-9.01074	235.44	-9.05373
235.54	-8.99634	235.54	-9.04295
235.64	-8.9873	235.64	-9.03217
235.74	-8.98071	235.74	-9.02139
235.84	-8.98145	235.84	-9.01061
235.94	-8.96704	235.94	-8.99984
236.04	-8.95728	236.04	-8.98906
236.14	-8.94629	236.14	-8.97829
236.24	-8.93188	236.24	-8.96752
236.34	-8.92603	236.34	-8.95676
236.44	-8.90723	236.44	-8.94599
236.54	-8.90063	236.54	-8.93523
236.64	-8.89746	236.64	-8.92446
236.74	-8.88696	236.74	-8.9137
236.84	-8.87207	236.84	-8.90295
236.94	-8.86743	236.94	-8.89219
237.04	-8.85767	237.04	-8.88143
237.14	-8.84668	237.14	-8.87068
237.24	-8.83228	237.24	-8.85993
237.34	-8.82642	237.34	-8.84918
237.44	-8.81738	237.44	-8.83843
237.54	-8.80688	237.54	-8.82768
237.64	-8.79199	237.64	-8.81694
237.74	-8.78735	237.74	-8.8062
237.84	-8.77759	237.84	-8.79546
237.94	-8.7666	237.94	-8.78472
238.04	-8.76196	238.04	-8.77398
238.14	-8.74707	238.14	-8.76324
238.24	-8.73853	238.24	-8.75251
238.34	-8.72681	238.34	-8.74178
238.44	-8.71777	238.44	-8.73105
238.54	-8.71118	238.54	-8.72032
238.64	-8.70728	238.64	-8.70959
238.74	-8.69629	238.74	-8.69887
238.84	-8.67798	238.84	-8.68815
238.94	-8.66699	238.94	-8.67743
239.04	-8.65845	239.04	-8.66671
239.14	-8.64673	239.14	-8.65599
239.24	-8.6377	239.24	-8.64527
239.34	-8.6272	239.34	-8.63456
239.44	-8.61743	239.44	-8.62385
239.54	-8.60645	239.54	-8.61314
239.64	-8.5979	239.64	-8.60243
239.74	-8.58618	239.74	-8.59172
239.84	-8.57715	239.84	-8.58102
239.94	-8.56665	239.94	-8.57031
240.04	-8.55762	240.04	-8.55961
240.14	-8.54712	240.14	-8.54891
240.24	-8.52759	240.24	-8.53821
240.34	-8.5166	240.34	-8.52752
240.44	-8.50806	240.44	-8.51682
240.54	-8.50024	240.54	-8.50613
240.64	-8.49316	240.64	-8.49544
240.74	-8.48071	240.74	-8.48475
240.84	-8.47754	240.84	-8.47406
240.94	-8.46704	240.94	-8.46338
241.04	-8.45728	241.04	-8.45269
241.14	-8.44165	241.14	-8.44201
241.24	-8.42676	241.24	-8.43133
241.34	-8.42017	241.34	-8.42066
241.44	-8.41309	241.44	-8.40998
241.54	-8.39868	241.54	-8.3993
241.64	-8.38696	241.64	-8.38863
241.74	-8.37793	241.74	-8.37796
241.84	-8.3772	241.84	-8.36729
241.94	-8.35767	241.94	-8.35662
242.04	-8.34668	242.04	-8.34595
242.14	-8.3479	242.14	-8.33529
242.24	-8.33618	242.24	-8.32463
242.34	-8.32715	242.34	-8.31397
242.44	-8.31665	242.44	-8.30331
242.54	-8.30762	242.54	-8.29265
242.64	-8.29321	242.64	-8.282
242.74	-8.27759	242.74	-8.27134
242.84	-8.27759	242.84	-8.26069
242.94	-8.2666	242.94	-8.25004
243.04	-8.25806	243.04	-8.23939
243.14	-8.24707	243.14	-8.22875
243.24	-8.23462	243.24	-8.2181
243.34	-8.22681	243.34	-8.20746
243.44	-8.21777	243.44	-8.19682
243.54	-8.20728	243.54	-8.18618
243.64	-8.19751	243.64	-8.17554
243.74	-8.19165	243.74	-8.1649
243.84	-8.17676	243.84	-8.15427
243.94	-8.16626	243.94	-8.14364
244.04	-8.16699	244.04	-8.13301
244.14	-8.15845	244.14	-8.12238
244.24	-8.14673	244.24	-8.11175
244.34	-8.13379	244.34	-8.10113
244.44	-8.1272	244.44	-8.0905
244.54	-8.11743	244.54	-8.07988
244.64	-8.11157	244.64	-8.06926
244.74	-8.09668	244.74	-8.05864
244.84	-8.08813	244.84	-8.04803
244.94	-8.08691	244.94	-8.03741
245.04	-8.07446	245.04	-8.0268
245.14	-8.05688	245.14	-8.01619
245.24	-8.05762	245.24	-8.00557
245.34	-8.04321	245.34	-7.99497
245.44	-8.03735	245.44	-7.98436
245.54	-8.02759	245.54	-7.97376
245.64	-8.0127	245.64	-7.96315
245.74	-8.00806	245.74	-7.95255
245.84	-7.99634	245.84	-7.94196
245.94	-7.99316	245.94	-7.93136
246.04	-7.97681	246.04	-7.92076
246.14	-7.9729	246.14	-7.91017
246.24	-7.95801	246.24	-7.89958
246.34	-7.94751	246.34	-7.88899
246.44	-7.9436	246.44	-7.8784
246.54	-7.92212	246.54	-7.86781
246.64	-7.90723	246.64	-7.85723
246.74	-7.90649	246.74	-7.84664
246.84	-7.90259	246.84	-7.83606
246.94	-7.8877	246.94	-7.82548
247.04	-7.88306	247.04	-7.8149
247.14	-7.86743	247.14	-7.80433
247.24	-7.8623	247.24	-7.79375
247.34	-7.8479	247.34	-7.78318
247.44	-7.84595	247.44	-7.77261
247.54	-7.83301	247.54	-7.76204
247.64	-7.82837	247.64	-7.75147
247.74	-7.81274	247.74	-7.74091
247.84	-7.80762	247.84	-7.73034
247.94	-7.79321	247.94	-7.71978
248.04	-7.78735	248.04	-7.70922
248.14	-7.77173	248.14	-7.69866
248.24	-7.7627	248.24	-7.6881
248.34	-7.75806	248.34	-7.67755
248.44	-7.74243	248.44	-7.667
248.54	-7.73267	248.54	-7.65644
248.64	-7.72754	248.64	-7.64589
248.74	-7.71313	248.74	-7.63534
248.84	-7.70728	248.84	-7.6248
248.94	-7.70215	248.94	-7.61425
249.04	-7.6936	249.04	-7.60371
249.14	-7.67798	249.14	-7.59317
249.24	-7.67285	249.24	-7.58263
249.34	-7.66431	249.34	-7.57209
249.44	-7.65649	249.44	-7.56156
249.54	-7.64282	249.54	-7.55102
249.64	-7.63379	249.64	-7.54049
249.74	-7.62329	249.74	-7.52996
249.84	-7.60767	249.84	-7.51943
249.94	-7.60181	249.94	-7.5089
250.04	-7.59277	250.04	-7.49837
250.14	-7.57446	250.14	-7.48785
250.24	-7.56665	250.24	-7.47733
250.34	-7.56348	250.34	-7.46681
250.44	-7.55298	250.44	-7.45629
250.54	-7.53345	250.54	-7.44577
250.64	-7.52759	250.64	-7.43526
250.74	-7.52246	250.74	-7.42474
250.84	-7.51392	250.84	-7.41423
250.94	-7.50415	250.94	-7.40372
251.04	-7.48267	251.04	-7.39321
251.14	-7.47363	251.14	-7.38271
251.24	-7.46704	251.24	-7.3722
251.34	-7.46313	251.34	-7.3617
251.44	-7.45337	251.44	-7.3512
251.54	-7.44238	251.54	-7.3407
251.64	-7.43384	251.64	-7.3302
251.74	-7.42798	251.74	-7.3197
251.84	-7.42212	251.84	-7.30921
251.94	-7.41309	251.94	-7.29871
252.04	-7.40259	252.04	-7.28822
252.14	-7.39282	252.14	-7.27773
252.24	-7.38306	252.24	-7.26724
252.34	-7.37207	252.34	-7.25676
252.44	-7.36353	252.44	-7.24628
252.54	-7.35376	252.54	-7.23579
252.64	-7.34668	252.64	-7.22531
252.74	-7.34399	252.74	-7.21483
252.84	-7.33423	252.84	-7.20436
252.94	-7.32251	252.94	-7.19388
253.04	-7.31274	253.04	-7.18341
253.14	-7.30371	253.14	-7.17293
253.24	-7.29321	253.24	-7.16246
253.34	-7.28345	253.34	-7.152
253.44	-7.27173	253.44	-7.14153
253.54	-7.2627	253.54	-7.13106
253.64	-7.26392	253.64	-7.1206
253.74	-7.2522	253.74	-7.11014
253.84	-7.24243	253.84	-7.09968
253.94	-7.2334	253.94	-7.08922
254.04	-7.23462	254.04	-7.07876
254.14	-7.2229	254.14	-7.06831
254.24	-7.21313	254.24	-7.05785
254.34	-7.20215	254.34	-7.0474
254.44	-7.1936	254.44	-7.03695
254.54	-7.1936	254.54	-7.0265
254.64	-7.18188	254.64	-7.01606
254.74	-7.17285	254.74	-7.00561
254.84	-7.17407	254.84	-6.99517
254.94	-7.16431	254.94	-6.98473
255.04	-7.15259	255.04	-6.97429
255.14	-7.15332	255.14	-6.96385
255.24	-7.14478	255.24	-6.95341
255.34	-7.13306	255.34	-6.94298
255.44	-7.12915	255.44	-6.93255
255.54	-7.11353	255.54	-6.92212
255.64	-7.1123	255.64	-6.91169
255.74	-7.10376	255.74	-6.90126
255.84	-7.09399	255.84	-6.89083
255.94	-7.09204	255.94	-6.88041
256.04	-7.08301	256.04	-6.86999
256.14	-7.07056	256.14	-6.85957
256.24	-7.06274	256.24	-6.84915
256.34	-7.05298	256.34	-6.83873
256.44	-7.04321	256.44	-6.82831
256.54	-7.04199	256.54	-6.8179
256.64	-7.03345	256.64	-6.80749
256.74	-7.01978	256.74	-6.79708
256.84	-7.01392	256.84	-6.78667
256.94	-7.0022	256.94	-6.77626
257.04	-7.00293	257.04	-6.76586
257.14	-6.99438	257.14	-6.75545
257.24	-6.99243	257.24	-6.74505
257.34	-6.98267	257.34	-6.73465
257.44	-6.97363	257.44	-6.72425
257.54	-6.9729	257.54	-6.71385
257.64	-6.96313	257.64	-6.70346
257.74	-6.96313	257.74	-6.69306
257.84	-6.94824	257.84	-6.68267
257.94	-6.9436	257.94	-6.67228
258.04	-6.93384	258.04	-6.66189
258.14	-6.92212	258.14	-6.65151
258.24	-6.92212	258.24	-6.64112
258.34	-6.90918	258.34	-6.63074
258.44	-6.90454	258.44	-6.62036
258.54	-6.89282	258.54	-6.60998
258.64	-6.89282	258.64	-6.5996
258.74	-6.88379	258.74	-6.58922
258.84	-6.88306	258.84	-6.57885
258.94	-6.87329	258.94	-6.56848
259.04	-6.86938	259.04	-6.5581
259.14	-6.85181	259.14	-6.54773
259.24	-6.85254	259.24	-6.53736
259.34	-6.84399	259.34	-6.527
259.44	-6.84399	259.44	-6.51664
259.54	-6.82837	259.54	-6.50627
259.64	-6.82251	259.64	-6.49591
259.74	-6.81348	259.74	-6.48555
259.84	-6.81274	259.84	-6.47519
259.94	-6.79907	259.94	-6.46484
260.04	-6.79321	260.04	-6.45448
260.14	-6.78223	260.14	-6.44413
260.24	-6.77954	260.24	-6.43378
260.34	-6.76392	260.34	-6.42343
260.44	-6.76392	260.44	-6.41308
260.54	-6.75806	260.54	-6.40274
260.64	-6.74316	260.64	-6.39239
260.74	-6.73462	260.74	-6.38205
260.84	-6.73267	260.84	-6.37171
260.94	-6.72876	260.94	-6.36137
261.04	-6.71313	261.04	-6.35103
261.14	-6.71387	261.14	-6.34069
261.24	-6.71313	261.24	-6.33036
261.34	-6.70923	261.34	-6.32003
261.44	-6.6936	261.44	-6.3097
261.54	-6.69165	261.54	-6.29937
261.64	-6.68848	261.64	-6.28904
261.74	-6.67407	261.74	-6.27871
261.84	-6.67407	261.84	-6.26839
261.94	-6.66235	261.94	-6.25807
262.04	-6.65845	262.04	-6.24775
262.14	-6.65332	262.14	-6.23743
262.24	-6.63892	262.24	-6.22711
262.34	-6.63306	262.34	-6.2168
262.44	-6.63306	262.44	-6.20648
262.54	-6.61938	262.54	-6.19617
262.64	-6.6123	262.64	-6.18586
262.74	-6.60962	262.74	-6.17555
262.84	-6.59399	262.84	-6.16524
262.94	-6.59399	262.94	-6.15494
263.04	-6.58813	263.04	-6.14463
263.14	-6.58301	263.14	-6.13433
263.24	-6.58032	263.24	-6.12403
263.34	-6.56274	263.34	-6.11373
263.44	-6.55884	263.44	-6.10343
263.54	-6.55298	263.54	-6.09314
263.64	-6.55371	263.64	-6.08284
263.74	-6.53931	263.74	-6.07255
263.84	-6.53345	263.84	-6.06226
263.94	-6.52954	263.94	-6.05197
264.04	-6.52368	264.04	-6.04168
264.14	-6.51782	264.14	-6.0314
264.24	-6.50293	264.24	-6.02111
264.34	-6.50024	264.34	-6.01083
264.44	-6.49438	264.44	-6.00055
264.54	-6.48853	264.54	-5.99027
264.64	-6.48267	264.64	-5.97999
264.74	-6.47876	264.74	-5.96972
264.84	-6.47363	264.84	-5.95945
264.94	-6.46899	264.94	-5.94917
265.04	-6.46313	265.04	-5.9389
265.14	-6.45337	265.14	-5.92863
265.24	-6.44946	265.24	-5.91836
265.34	-6.43848	265.34	-5.9081
265.44	-6.43384	265.44	-5.89784
265.54	-6.43384	265.54	-5.88757
265.64	-6.42993	265.64	-5.87731
265.74	-6.41821	265.74	-5.86705
265.84	-6.41235	265.84	-5.8568
265.94	-6.40918	265.94	-5.84654
266.04	-6.40454	266.04	-5.83629
266.14	-6.39868	266.14	-5.82604
266.24	-6.39282	266.24	-5.81578
266.34	-6.38892	266.34	-5.80554
266.44	-6.38379	266.44	-5.79529
266.54	-6.37915	266.54	-5.78504
266.64	-6.36938	266.64	-5.7748
266.74	-6.36353	266.74	-5.76456
266.84	-6.35962	266.84	-5.75432
266.94	-6.3479	266.94	-5.74408
267.04	-6.34277	267.04	-5.73384
267.14	-6.34009	267.14	-5.7236
267.24	-6.33032	267.24	-5.71337
267.34	-6.32251	267.34	-5.70314
267.44	-6.32837	267.44	-5.69291
267.54	-6.3186	267.54	-5.68268
267.64	-6.31274	267.64	-5.67245
267.74	-6.30957	267.74	-5.66223
267.84	-6.29907	267.84	-5.652
267.94	-6.28931	267.94	-5.64178
268.04	-6.28345	268.04	-5.63156
268.14	-6.27954	268.14	-5.62134
268.24	-6.26782	268.24	-5.61112
268.34	-6.27246	268.34	-5.60091
268.44	-6.26978	268.44	-5.59069
268.54	-6.26001	268.54	-5.58048
268.64	-6.25024	268.64	-5.57027
268.74	-6.24243	268.74	-5.56006
268.84	-6.23853	268.84	-5.54985
268.94	-6.22876	268.94	-5.53965
269.04	-6.22949	269.04	-5.52944
269.14	-6.22095	269.14	-5.51924
269.24	-6.21313	269.24	-5.50904
269.34	-6.20923	269.34	-5.49884
269.44	-6.19946	269.44	-5.48864
269.54	-6.1897	269.54	-5.47845
269.64	-6.19165	269.64	-5.46825
269.74	-6.18848	269.74	-5.45806
269.84	-6.17993	269.84	-5.44787
269.94	-6.17017	269.94	-5.43768
270.04	-6.17407	270.04	-5.42749
270.14	-6.16821	270.14	-5.41731
270.24	-6.15845	270.24	-5.40712
270.34	-6.14868	270.34	-5.39694
270.44	-6.14941	270.44	-5.38676
270.54	-6.14087	270.54	-5.37658
270.64	-6.12915	270.64	-5.3664
270.74	-6.12329	270.74	-5.35622
270.84	-6.12915	270.84	-5.34605
270.94	-6.11938	270.94	-5.33588
271.04	-6.10767	271.04	-5.32571
271.14	-6.09863	271.14	-5.31554
271.24	-6.10376	271.24	-5.30537
271.34	-6.09985	271.34	-5.2952
271.44	-6.09009	271.44	-5.28504
271.54	-6.08813	271.54	-5.27488
271.64	-6.07837	271.64	-5.26471
271.74	-6.0686	271.74	-5.25455
271.84	-6.05884	271.84	-5.2444
271.94	-6.05957	271.94	-5.23424
272.04	-6.04907	272.04	-5.22409
272.14	-6.03931	272.14	-5.21393
272.24	-6.04321	272.24	-5.20378
272.34	-6.03931	272.34	-5.19363
272.44	-6.02954	272.44	-5.18348
272.54	-6.02759	272.54	-5.17334
272.64	-6.01855	272.64	-5.16319
272.74	-6.01001	272.74	-5.15305
272.84	-6.01001	272.84	-5.14291
272.94	-6.00024	272.94	-5.13277
273.04	-5.99243	273.04	-5.12263
273.14	-5.99829	273.14	-5.11249
273.24	-5.98853	273.24	-5.10235
273.34	-5.97949	273.34	-5.09222
273.44	-5.98071	273.44	-5.08209
273.54	-5.96899	273.54	-5.07196
273.64	-5.95923	273.64	-5.06183
273.74	-5.95923	273.74	-5.0517
273.84	-5.94946	273.84	-5.04158
273.94	-5.9397	273.94	-5.03146
274.04	-5.93774	274.04	-5.02133
274.14	-5.92798	274.14	-5.01121
274.24	-5.92871	274.24	-5.00109
274.34	-5.92407	274.34	-4.99098
274.44	-5.92017	274.44	-4.98086
274.54	-5.91821	274.54	-4.97075
274.64	-5.90845	274.64	-4.96063
274.74	-5.90845	274.74	-4.95052
274.84	-5.89868	274.84	-4.94042
274.94	-5.89941	274.94	-4.93031
275.04	-5.89087	275.04	-4.9202
275.14	-5.88892	275.14	-4.9101
275.24	-5.87524	275.24	-4.89999
275.34	-5.87329	275.34	-4.8899
275.44	-5.86938	275.44	-4.8798
275.54	-5.85962	275.54	-4.8697
275.64	-5.85767	275.64	-4.8596
275.74	-5.84399	275.74	-4.84951
275.84	-5.83887	275.84	-4.83941
275.94	-5.83032	275.94	-4.82932
276.04	-5.83032	276.04	-4.81923
276.14	-5.8186	276.14	-4.80914
276.24	-5.8186	276.24	-4.79906
276.34	-5.80884	276.34	-4.78898
276.44	-5.80884	276.44	-4.77889
276.54	-5.79907	276.54	-4.76881
276.64	-5.79907	276.64	-4.75873
276.74	-5.7998	276.74	-4.74865
276.84	-5.78931	276.84	-4.73858
276.94	-5.78931	276.94	-4.7285
277.04	-5.77954	277.04	-4.71843
277.14	-5.77954	277.14	-4.70835
277.24	-5.76978	277.24	-4.69828
277.34	-5.76782	277.34	-4.68822
277.44	-5.75806	277.44	-4.67815
277.54	-5.75879	277.54	-4.66808
277.64	-5.74634	277.64	-4.65802
277.74	-5.74048	277.74	-4.64796
277.84	-5.74048	277.84	-4.6379
277.94	-5.72876	277.94	-4.62784
278.04	-5.72876	278.04	-4.61778
278.14	-5.72876	278.14	-4.60773
278.24	-5.71899	278.24	-4.59767
278.34	-5.71899	278.34	-4.58762
278.44	-5.70996	278.44	-4.57757
278.54	-5.70923	278.54	-4.56752
278.64	-5.69946	278.64	-4.55747
278.74	-5.69556	278.74	-4.54742
278.84	-5.6897	278.84	-4.53738
278.94	-5.67993	278.94	-4.52734
279.04	-5.67993	279.04	-4.5173
279.14	-5.66821	279.14	-4.50726
279.24	-5.66821	279.24	-4.49722
279.34	-5.66821	279.34	-4.48719
279.44	-5.65918	279.44	-4.47715
279.54	-5.65063	279.54	-4.46712
279.64	-5.64868	279.64	-4.45708
279.74	-5.64868	279.74	-4.44705
279.84	-5.63892	279.84	-4.43703
279.94	-5.63501	279.94	-4.427
280.04	-5.62915	280.04	-4.41698
280.14	-5.61938	280.14	-4.40695
280.24	-5.61938	280.24	-4.39693
280.34	-5.61816	280.34	-4.38691
280.44	-5.60962	280.44	-4.37689
280.54	-5.60571	280.54	-4.36687
280.64	-5.59009	280.64	-4.35686
280.74	-5.59009	280.74	-4.34684
280.84	-5.59009	280.84	-4.33683
280.94	-5.58813	280.94	-4.32682
281.04	-5.57837	281.04	-4.31681
281.14	-5.57837	281.14	-4.30681
281.24	-5.57446	281.24	-4.2968
281.34	-5.55957	281.34	-4.2868
281.44	-5.56079	281.44	-4.27679
281.54	-5.55884	281.54	-4.26679
281.64	-5.54907	281.64	-4.25679
281.74	-5.54517	281.74	-4.24679
281.84	-5.53931	281.84	-4.2368
281.94	-5.52954	281.94	-4.22681
282.04	-5.52954	282.04	-4.21681
282.14	-5.52954	282.14	-4.20682
282.24	-5.52759	282.24	-4.19683
282.34	-5.52368	282.34	-4.18684
282.44	-5.50879	282.44	-4.17686
282.54	-5.51001	282.54	-4.16687
282.64	-5.50024	282.64	-4.15689
282.74	-5.50024	282.74	-4.1469
282.84	-5.49829	282.84	-4.13693
282.94	-5.49829	282.94	-4.12695
283.04	-5.48853	283.04	-4.11697
283.14	-5.48462	283.14	-4.10699
283.24	-5.47876	283.24	-4.09702
283.34	-5.46973	283.34	-4.08705
283.44	-5.46899	283.44	-4.07708
283.54	-5.46509	283.54	-4.06711
283.64	-5.45923	283.64	-4.05714
283.74	-5.44946	283.74	-4.04717
283.84	-5.44946	283.84	-4.03721
283.94	-5.44946	283.94	-4.02725
284.04	-5.44556	284.04	-4.01729
284.14	-5.42798	284.14	-4.00733
284.24	-5.42798	284.24	-3.99737
284.34	-5.42871	284.34	-3.98741
284.44	-5.42603	284.44	-3.97746
284.54	-5.4104	284.54	-3.9675
