Cycle: 9  C15A160F_X	Cycle: 9  C15A160F_Y	Fitted Cycle: 9  C15A160F_X	Fitted Cycle: 9  C15A160F_Y
1442.34	359.633	1442.34	380.643
1442.44	359.592	1442.44	380.662
1442.54	359.543	1442.54	380.682
1442.64	359.494	1442.64	380.702
1442.74	359.453	1442.74	380.721
1442.84	359.402	1442.84	380.741
1442.94	359.364	1442.94	380.761
1443.04	359.314	1443.04	380.78
1443.14	359.273	1443.14	380.8
1443.24	359.232	1443.24	380.819
1443.34	359.181	1443.34	380.839
1443.44	359.139	1443.44	380.858
1443.54	359.094	1443.54	380.877
1443.64	359.052	1443.64	380.897
1443.74	359.013	1443.74	380.916
1443.84	358.973	1443.84	380.935
1443.94	358.933	1443.94	380.954
1444.04	358.892	1444.04	380.973
1444.14	358.853	1444.14	380.993
1444.24	358.823	1444.24	381.012
1444.34	358.783	1444.34	381.031
1444.44	358.744	1444.44	381.05
1444.54	358.709	1444.54	381.069
1444.64	358.666	1444.64	381.088
1444.74	358.639	1444.74	381.107
1444.84	358.594	1444.84	381.125
1444.94	358.562	1444.94	381.144
1445.04	358.533	1445.04	381.163
1445.14	358.493	1445.14	381.182
1445.24	358.463	1445.24	381.201
1445.34	358.424	1445.34	381.219
1445.44	358.392	1445.44	381.238
1445.54	358.359	1445.54	381.257
1445.64	358.313	1445.64	381.275
1445.74	358.283	1445.74	381.294
1445.84	358.254	1445.84	381.312
1445.94	358.219	1445.94	381.331
1446.04	358.172	1446.04	381.349
1446.14	358.143	1446.14	381.368
1446.24	358.113	1446.24	381.386
1446.34	358.082	1446.34	381.404
1446.44	358.049	1446.44	381.423
1446.54	358.002	1446.54	381.441
1446.64	357.974	1446.64	381.459
1446.74	357.939	1446.74	381.477
1446.84	357.902	1446.84	381.496
1446.94	357.873	1446.94	381.514
1447.04	357.838	1447.04	381.532
1447.14	357.804	1447.14	381.55
1447.24	357.773	1447.24	381.568
1447.34	357.738	1447.34	381.586
1447.44	357.703	1447.44	381.604
1447.54	357.668	1447.54	381.622
1447.64	357.633	1447.64	381.64
1447.74	357.603	1447.74	381.658
1447.84	357.578	1447.84	381.675
1447.94	357.533	1447.94	381.693
1448.04	357.508	1448.04	381.711
1448.14	357.473	1448.14	381.729
1448.24	357.439	1448.24	381.746
1448.34	357.402	1448.34	381.764
1448.44	357.379	1448.44	381.782
1448.54	357.349	1448.54	381.799
1448.64	357.308	1448.64	381.817
1448.74	357.272	1448.74	381.834
1448.84	357.25	1448.84	381.852
1448.94	357.219	1448.94	381.869
1449.04	357.179	1449.04	381.887
1449.14	357.152	1449.14	381.904
1449.24	357.129	1449.24	381.922
1449.34	357.097	1449.34	381.939
1449.44	357.069	1449.44	381.956
1449.54	357.039	1449.54	381.973
1449.64	357	1449.64	381.991
1449.74	356.982	1449.74	382.008
1449.84	356.949	1449.84	382.025
1449.94	356.927	1449.94	382.042
1450.04	356.898	1450.04	382.059
1450.14	356.872	1450.14	382.076
1450.24	356.859	1450.24	382.093
1450.34	356.83	1450.34	382.111
1450.44	356.802	1450.44	382.128
1450.54	356.779	1450.54	382.144
1450.64	356.758	1450.64	382.161
1450.74	356.729	1450.74	382.178
1450.84	356.709	1450.84	382.195
1450.94	356.683	1450.94	382.212
1451.04	356.67	1451.04	382.229
1451.14	356.648	1451.14	382.246
1451.24	356.619	1451.24	382.262
1451.34	356.597	1451.34	382.279
1451.44	356.578	1451.44	382.296
1451.54	356.559	1451.54	382.312
1451.64	356.539	1451.64	382.329
1451.74	356.51	1451.74	382.346
1451.84	356.49	1451.84	382.362
1451.94	356.469	1451.94	382.379
1452.04	356.449	1452.04	382.395
1452.14	356.427	1452.14	382.412
1452.24	356.408	1452.24	382.428
1452.34	356.385	1452.34	382.444
1452.44	356.368	1452.44	382.461
1452.54	356.349	1452.54	382.477
1452.64	356.33	1452.64	382.493
1452.74	356.32	1452.74	382.51
1452.84	356.295	1452.84	382.526
1452.94	356.279	1452.94	382.542
1453.04	356.256	1453.04	382.558
1453.14	356.238	1453.14	382.575
1453.24	356.228	1453.24	382.591
1453.34	356.205	1453.34	382.607
1453.44	356.187	1453.44	382.623
1453.54	356.174	1453.54	382.639
1453.64	356.149	1453.64	382.655
1453.74	356.136	1453.74	382.671
1453.84	356.119	1453.84	382.687
1453.94	356.105	1453.94	382.703
1454.04	356.086	1454.04	382.719
1454.14	356.07	1454.14	382.735
1454.24	356.066	1454.24	382.75
1454.34	356.045	1454.34	382.766
1454.44	356.025	1454.44	382.782
1454.54	356.01	1454.54	382.798
1454.64	356.006	1454.64	382.814
1454.74	355.996	1454.74	382.829
1454.84	355.978	1454.84	382.845
1454.94	355.974	1454.94	382.861
1455.04	355.969	1455.04	382.876
1455.14	355.965	1455.14	382.892
1455.24	355.949	1455.24	382.907
1455.34	355.945	1455.34	382.923
1455.44	355.927	1455.44	382.938
1455.54	355.924	1455.54	382.954
1455.64	355.914	1455.64	382.969
1455.74	355.898	1455.74	382.985
1455.84	355.885	1455.84	383
1455.94	355.863	1455.94	383.016
1456.04	355.844	1456.04	383.031
1456.14	355.838	1456.14	383.046
1456.24	355.826	1456.24	383.061
1456.34	355.816	1456.34	383.077
1456.44	355.799	1456.44	383.092
1456.54	355.795	1456.54	383.107
1456.64	355.789	1456.64	383.122
1456.74	355.775	1456.74	383.137
1456.84	355.769	1456.84	383.153
1456.94	355.756	1456.94	383.168
1457.04	355.746	1457.04	383.183
1457.14	355.738	1457.14	383.198
1457.24	355.724	1457.24	383.213
1457.34	355.715	1457.34	383.228
1457.44	355.695	1457.44	383.243
1457.54	355.689	1457.54	383.258
1457.64	355.685	1457.64	383.273
1457.74	355.664	1457.74	383.288
1457.84	355.644	1457.84	383.302
1457.94	355.625	1457.94	383.317
1458.04	355.619	1458.04	383.332
1458.14	355.603	1458.14	383.347
1458.24	355.594	1458.24	383.362
1458.34	355.584	1458.34	383.376
1458.44	355.574	1458.44	383.391
1458.54	355.56	1458.54	383.406
1458.64	355.545	1458.64	383.42
1458.74	355.531	1458.74	383.435
1458.84	355.515	1458.84	383.449
1458.94	355.506	1458.94	383.464
1459.04	355.494	1459.04	383.479
1459.14	355.49	1459.14	383.493
1459.24	355.474	1459.24	383.508
1459.34	355.465	1459.34	383.522
1459.44	355.461	1459.44	383.537
1459.54	355.435	1459.54	383.551
1459.64	355.422	1459.64	383.565
1459.74	355.406	1459.74	383.58
1459.84	355.385	1459.84	383.594
1459.94	355.365	1459.94	383.608
1460.04	355.336	1460.04	383.623
1460.14	355.304	1460.14	383.637
1460.24	355.265	1460.24	383.651
1460.34	355.236	1460.34	383.665
1460.44	355.199	1460.44	383.68
1460.54	355.156	1460.54	383.694
1460.64	355.109	1460.64	383.708
1460.74	355.068	1460.74	383.722
1460.84	355.033	1460.84	383.736
1460.94	355.008	1460.94	383.75
1461.04	354.955	1461.04	383.764
1461.14	354.914	1461.14	383.778
1461.24	354.879	1461.24	383.792
1461.34	354.844	1461.34	383.806
1461.44	354.83	1461.44	383.82
1461.54	354.822	1461.54	383.834
1461.64	354.814	1461.64	383.848
1461.74	354.822	1461.74	383.862
1461.84	354.833	1461.84	383.876
1461.94	354.853	1461.94	383.889
1462.04	354.844	1462.04	383.903
1462.14	354.849	1462.14	383.917
1462.24	354.847	1462.24	383.931
1462.34	354.881	1462.34	383.945
1462.44	354.903	1462.44	383.958
1462.54	354.964	1462.54	383.972
1462.64	355.458	1462.64	383.986
1462.74	356.05	1462.74	383.999
1462.84	355.726	1462.84	384.013
1462.94	331.447	1462.94	288.667
1463.04	317.799	1463.04	288.618
1463.14	348.232	1463.14	288.57
1463.24	353.161	1463.24	288.521
1463.34	350.005	1463.34	288.473
1463.44	344.409	1463.44	288.424
1463.54	338.433	1463.54	288.376
1463.64	333.725	1463.64	288.328
1463.74	329.942	1463.74	288.279
1463.84	326.9	1463.84	288.231
1463.94	324.343	1463.94	288.182
1464.04	322.236	1464.04	288.134
1464.14	320.385	1464.14	288.086
1464.24	318.892	1464.24	288.037
1464.34	317.299	1464.34	287.989
1464.44	315.997	1464.44	287.941
1464.54	314.875	1464.54	287.893
1464.64	313.864	1464.64	287.844
1464.74	312.72	1464.74	287.796
1464.84	311.84	1464.84	287.748
1464.94	310.912	1464.94	287.699
1465.04	310.021	1465.04	287.651
1465.14	309.208	1465.14	287.603
1465.24	308.462	1465.24	287.555
1465.34	307.75	1465.34	287.507
1465.44	307.03	1465.44	287.458
1465.54	306.368	1465.54	287.41
1465.64	305.661	1465.64	287.362
1465.74	305.058	1465.74	287.314
1465.84	304.407	1465.84	287.266
1465.94	303.836	1465.94	287.218
1466.04	303.211	1466.04	287.17
1466.14	302.672	1466.14	287.121
1466.24	302.149	1466.24	287.073
1466.34	301.625	1466.34	287.025
1466.44	301.156	1466.44	286.977
1466.54	300.646	1466.54	286.929
1466.64	300.193	1466.64	286.881
1466.74	299.708	1466.74	286.833
1466.84	299.299	1466.84	286.785
1466.94	298.847	1466.94	286.737
1467.04	298.448	1467.04	286.689
1467.14	298.054	1467.14	286.641
1467.24	297.685	1467.24	286.593
1467.34	297.267	1467.34	286.545
1467.44	296.905	1467.44	286.497
1467.54	296.514	1467.54	286.449
1467.64	296.143	1467.64	286.401
1467.74	295.774	1467.74	286.353
1467.84	295.401	1467.84	286.305
1467.94	295.051	1467.94	286.257
1468.04	294.705	1468.04	286.21
1468.14	294.362	1468.14	286.162
1468.24	294.021	1468.24	286.114
1468.34	293.684	1468.34	286.066
1468.44	293.338	1468.44	286.018
1468.54	293.016	1468.54	285.97
1468.64	292.691	1468.64	285.923
1468.74	292.41	1468.74	285.875
1468.84	292.153	1468.84	285.827
1468.94	291.88	1468.94	285.779
1469.04	291.57	1469.04	285.731
1469.14	291.284	1469.14	285.684
1469.24	291.014	1469.24	285.636
1469.34	290.732	1469.34	285.588
1469.44	290.462	1469.44	285.54
1469.54	290.187	1469.54	285.493
1469.64	289.927	1469.64	285.445
1469.74	289.677	1469.74	285.397
1469.84	289.422	1469.84	285.35
1469.94	289.167	1469.94	285.302
1470.04	288.913	1470.04	285.254
1470.14	288.689	1470.14	285.207
1470.24	288.456	1470.24	285.159
1470.34	288.22	1470.34	285.111
1470.44	287.995	1470.44	285.064
1470.54	287.771	1470.54	285.016
1470.64	287.557	1470.64	284.969
1470.74	287.313	1470.74	284.921
1470.84	287.093	1470.84	284.873
1470.94	286.874	1470.94	284.826
1471.04	286.663	1471.04	284.778
1471.14	286.444	1471.14	284.731
1471.24	286.219	1471.24	284.683
1471.34	286.008	1471.34	284.636
1471.44	285.808	1471.44	284.588
1471.54	285.601	1471.54	284.541
1471.64	285.379	1471.64	284.493
1471.74	285.165	1471.74	284.446
1471.84	284.975	1471.84	284.398
1471.94	284.78	1471.94	284.351
1472.04	284.577	1472.04	284.304
1472.14	284.381	1472.14	284.256
1472.24	284.198	1472.24	284.209
1472.34	284.011	1472.34	284.161
1472.44	283.833	1472.44	284.114
1472.54	283.643	1472.54	284.067
1472.64	283.458	1472.64	284.019
1472.74	283.283	1472.74	283.972
1472.84	283.124	1472.84	283.925
1472.94	282.953	1472.94	283.877
1473.04	282.797	1473.04	283.83
1473.14	282.633	1473.14	283.783
1473.24	282.478	1473.24	283.735
1473.34	282.309	1473.34	283.688
1473.44	282.156	1473.44	283.641
1473.54	281.999	1473.54	283.594
1473.64	281.855	1473.64	283.546
1473.74	281.695	1473.74	283.499
1473.84	281.542	1473.84	283.452
1473.94	281.385	1473.94	283.405
1474.04	281.234	1474.04	283.358
1474.14	281.081	1474.14	283.31
1474.24	280.927	1474.24	283.263
1474.34	280.781	1474.34	283.216
1474.44	280.64	1474.44	283.169
1474.54	280.492	1474.54	283.122
1474.64	280.336	1474.64	283.075
1474.74	280.201	1474.74	283.028
1474.84	280.066	1474.84	282.98
1474.94	279.933	1474.94	282.933
1475.04	279.793	1475.04	282.886
1475.14	279.668	1475.14	282.839
1475.24	279.527	1475.24	282.792
1475.34	279.411	1475.34	282.745
1475.44	279.274	1475.44	282.698
1475.54	279.152	1475.54	282.651
1475.64	279.043	1475.64	282.604
1475.74	278.922	1475.74	282.557
1475.84	278.799	1475.84	282.51
1475.94	278.677	1475.94	282.463
1476.04	278.562	1476.04	282.416
1476.14	278.455	1476.14	282.369
1476.24	278.344	1476.24	282.322
1476.34	278.244	1476.34	282.275
1476.44	278.131	1476.44	282.228
1476.54	278.015	1476.54	282.181
1476.64	277.894	1476.64	282.135
1476.74	277.785	1476.74	282.088
1476.84	277.658	1476.84	282.041
1476.94	277.546	1476.94	281.994
1477.04	277.441	1477.04	281.947
1477.14	277.32	1477.14	281.9
1477.24	277.215	1477.24	281.853
1477.34	277.122	1477.34	281.807
1477.44	277.011	1477.44	281.76
1477.54	276.902	1477.54	281.713
1477.64	276.802	1477.64	281.666
1477.74	276.705	1477.74	281.619
1477.84	276.617	1477.84	281.573
1477.94	276.515	1477.94	281.526
1478.04	276.42	1478.04	281.479
1478.14	276.336	1478.14	281.432
1478.24	276.261	1478.24	281.386
1478.34	276.157	1478.34	281.339
1478.44	276.066	1478.44	281.292
1478.54	275.991	1478.54	281.246
1478.64	275.916	1478.64	281.199
1478.74	275.828	1478.74	281.152
1478.84	275.753	1478.84	281.106
1478.94	275.658	1478.94	281.059
1479.04	275.569	1479.04	281.012
1479.14	275.478	1479.14	280.966
1479.24	275.402	1479.24	280.919
1479.34	275.323	1479.34	280.873
1479.44	275.25	1479.44	280.826
1479.54	275.163	1479.54	280.779
1479.64	275.079	1479.64	280.733
1479.74	274.992	1479.74	280.686
1479.84	274.903	1479.84	280.64
1479.94	274.822	1479.94	280.593
1480.04	274.753	1480.04	280.547
1480.14	274.688	1480.14	280.5
1480.24	274.599	1480.24	280.454
1480.34	274.509	1480.34	280.407
1480.44	274.438	1480.44	280.361
1480.54	274.353	1480.54	280.314
1480.64	274.288	1480.64	280.268
1480.74	274.198	1480.74	280.222
1480.84	274.109	1480.84	280.175
1480.94	274.054	1480.94	280.129
1481.04	273.988	1481.04	280.082
1481.14	273.919	1481.14	280.036
1481.24	273.862	1481.24	279.99
1481.34	273.812	1481.34	279.943
1481.44	273.772	1481.44	279.897
1481.54	273.722	1481.54	279.85
1481.64	273.675	1481.64	279.804
1481.74	273.622	1481.74	279.758
1481.84	273.573	1481.84	279.711
1481.94	273.525	1481.94	279.665
1482.04	273.456	1482.04	279.619
1482.14	273.399	1482.14	279.573
1482.24	273.345	1482.24	279.526
1482.34	273.271	1482.34	279.48
1482.44	273.205	1482.44	279.434
1482.54	273.142	1482.54	279.388
1482.64	273.081	1482.64	279.341
1482.74	273.015	1482.74	279.295
1482.84	272.956	1482.84	279.249
1482.94	272.888	1482.94	279.203
1483.04	272.847	1483.04	279.157
1483.14	272.794	1483.14	279.11
1483.24	272.735	1483.24	279.064
1483.34	272.695	1483.34	279.018
1483.44	272.632	1483.44	278.972
1483.54	272.585	1483.54	278.926
1483.64	272.53	1483.64	278.88
1483.74	272.481	1483.74	278.834
1483.84	272.431	1483.84	278.788
1483.94	272.38	1483.94	278.742
1484.04	272.341	1484.04	278.695
1484.14	272.29	1484.14	278.649
1484.24	272.239	1484.24	278.603
1484.34	272.205	1484.34	278.557
1484.44	272.147	1484.44	278.511
1484.54	272.112	1484.54	278.465
1484.64	272.058	1484.64	278.419
1484.74	272.017	1484.74	278.373
1484.84	271.962	1484.84	278.327
1484.94	271.927	1484.94	278.281
1485.04	271.888	1485.04	278.235
1485.14	271.832	1485.14	278.19
1485.24	271.791	1485.24	278.144
1485.34	271.752	1485.34	278.098
1485.44	271.706	1485.44	278.052
1485.54	271.667	1485.54	278.006
1485.64	271.626	1485.64	277.96
1485.74	271.606	1485.74	277.914
1485.84	271.573	1485.84	277.868
1485.94	271.532	1485.94	277.822
1486.04	271.487	1486.04	277.777
1486.14	271.454	1486.14	277.731
1486.24	271.417	1486.24	277.685
1486.34	271.384	1486.34	277.639
1486.44	271.354	1486.44	277.593
1486.54	271.323	1486.54	277.548
1486.64	271.278	1486.64	277.502
1486.74	271.253	1486.74	277.456
1486.84	271.204	1486.84	277.41
1486.94	271.172	1486.94	277.365
1487.04	271.146	1487.04	277.319
1487.14	271.122	1487.14	277.273
1487.24	271.083	1487.24	277.227
1487.34	271.054	1487.34	277.182
1487.44	271.013	1487.44	277.136
1487.54	270.974	1487.54	277.09
1487.64	270.944	1487.64	277.045
1487.74	270.927	1487.74	276.999
1487.84	270.897	1487.84	276.953
1487.94	270.849	1487.94	276.908
1488.04	270.81	1488.04	276.862
1488.14	270.78	1488.14	276.817
1488.24	270.759	1488.24	276.771
1488.34	270.731	1488.34	276.725
1488.44	270.694	1488.44	276.68
1488.54	270.651	1488.54	276.634
1488.64	270.629	1488.64	276.589
1488.74	270.595	1488.74	276.543
1488.84	270.555	1488.84	276.498
1488.94	270.528	1488.94	276.452
1489.04	270.515	1489.04	276.407
1489.14	270.499	1489.14	276.361
1489.24	270.469	1489.24	276.316
1489.34	270.438	1489.34	276.27
1489.44	270.417	1489.44	276.225
1489.54	270.403	1489.54	276.179
1489.64	270.394	1489.64	276.134
1489.74	270.379	1489.74	276.088
1489.84	270.349	1489.84	276.043
1489.94	270.329	1489.94	275.997
1490.04	270.299	1490.04	275.952
1490.14	270.284	1490.14	275.907
1490.24	270.231	1490.24	275.861
1490.34	270.199	1490.34	275.816
1490.44	270.181	1490.44	275.771
1490.54	270.135	1490.54	275.725
1490.64	270.114	1490.64	275.68
1490.74	270.099	1490.74	275.635
1490.84	270.088	1490.84	275.589
1490.94	270.06	1490.94	275.544
1491.04	270.035	1491.04	275.499
1491.14	270.028	1491.14	275.453
1491.24	270.015	1491.24	275.408
1491.34	270.004	1491.34	275.363
1491.44	269.985	1491.44	275.318
1491.54	269.985	1491.54	275.272
1491.64	269.965	1491.64	275.227
1491.74	269.958	1491.74	275.182
1491.84	269.93	1491.84	275.137
1491.94	269.901	1491.94	275.092
1492.04	269.875	1492.04	275.047
1492.14	269.864	1492.14	275.001
1492.24	269.854	1492.24	274.956
1492.34	269.838	1492.34	274.911
1492.44	269.817	1492.44	274.866
1492.54	269.825	1492.54	274.821
1492.64	269.801	1492.64	274.776
1492.74	269.774	1492.74	274.731
1492.84	269.75	1492.84	274.685
1492.94	269.735	1492.94	274.64
1493.04	269.735	1493.04	274.595
1493.14	269.733	1493.14	274.55
1493.24	269.707	1493.24	274.505
1493.34	269.688	1493.34	274.46
1493.44	269.681	1493.44	274.415
1493.54	269.672	1493.54	274.37
1493.64	269.642	1493.64	274.325
1493.74	269.625	1493.74	274.28
1493.84	269.61	1493.84	274.235
1493.94	269.615	1493.94	274.19
1494.04	269.606	1494.04	274.145
1494.14	269.584	1494.14	274.1
1494.24	269.567	1494.24	274.055
1494.34	269.565	1494.34	274.01
1494.44	269.558	1494.44	273.966
1494.54	269.531	1494.54	273.921
1494.64	269.53	1494.64	273.876
1494.74	269.522	1494.74	273.831
1494.84	269.506	1494.84	273.786
1494.94	269.493	1494.94	273.741
1495.04	269.467	1495.04	273.696
1495.14	269.451	1495.14	273.652
1495.24	269.442	1495.24	273.607
1495.34	269.422	1495.34	273.562
1495.44	269.417	1495.44	273.517
1495.54	269.422	1495.54	273.472
1495.64	269.422	1495.64	273.428
1495.74	269.397	1495.74	273.383
1495.84	269.387	1495.84	273.338
1495.94	269.381	1495.94	273.293
1496.04	269.366	1496.04	273.248
1496.14	269.371	1496.14	273.204
1496.24	269.366	1496.24	273.159
1496.34	269.358	1496.34	273.114
1496.44	269.336	1496.44	273.07
1496.54	269.317	1496.54	273.025
1496.64	269.307	1496.64	272.98
1496.74	269.292	1496.74	272.936
1496.84	269.283	1496.84	272.891
1496.94	269.264	1496.94	272.846
1497.04	269.266	1497.04	272.802
1497.14	269.267	1497.14	272.757
1497.24	269.254	1497.24	272.712
1497.34	269.242	1497.34	272.668
1497.44	269.233	1497.44	272.623
1497.54	269.222	1497.54	272.579
1497.64	269.209	1497.64	272.534
1497.74	269.184	1497.74	272.49
1497.84	269.182	1497.84	272.445
1497.94	269.163	1497.94	272.401
1498.04	269.158	1498.04	272.356
1498.14	269.139	1498.14	272.312
1498.24	269.123	1498.24	272.267
1498.34	269.112	1498.34	272.222
1498.44	269.1	1498.44	272.178
1498.54	269.073	1498.54	272.134
1498.64	269.073	1498.64	272.089
1498.74	269.067	1498.74	272.045
1498.84	269.052	1498.84	272
1498.94	269.057	1498.94	271.956
1499.04	269.049	1499.04	271.911
1499.14	269.043	1499.14	271.867
1499.24	269.036	1499.24	271.823
1499.34	269.053	1499.34	271.778
1499.44	269.043	1499.44	271.734
1499.54	269.046	1499.54	271.69
1499.64	269.039	1499.64	271.645
1499.74	269.024	1499.74	271.601
1499.84	269.03	1499.84	271.556
1499.94	269.018	1499.94	271.512
1500.04	269.008	1500.04	271.468
1500.14	268.993	1500.14	271.424
1500.24	268.99	1500.24	271.379
1500.34	268.979	1500.34	271.335
1500.44	268.963	1500.44	271.291
1500.54	268.953	1500.54	271.247
1500.64	268.944	1500.64	271.202
1500.74	268.933	1500.74	271.158
1500.84	268.93	1500.84	271.114
1500.94	268.92	1500.94	271.07
1501.04	268.908	1501.04	271.025
1501.14	268.908	1501.14	270.981
1501.24	268.885	1501.24	270.937
1501.34	268.879	1501.34	270.893
1501.44	268.879	1501.44	270.849
1501.54	268.875	1501.54	270.805
1501.64	268.867	1501.64	270.76
1501.74	268.868	1501.74	270.716
1501.84	268.865	1501.84	270.672
1501.94	268.86	1501.94	270.628
1502.04	268.856	1502.04	270.584
1502.14	268.85	1502.14	270.54
1502.24	268.836	1502.24	270.496
1502.34	268.828	1502.34	270.452
1502.44	268.819	1502.44	270.408
1502.54	268.805	1502.54	270.364
1502.64	268.795	1502.64	270.32
1502.74	268.781	1502.74	270.276
1502.84	268.762	1502.84	270.232
1502.94	268.735	1502.94	270.188
1503.04	268.739	1503.04	270.144
1503.14	268.744	1503.14	270.1
1503.24	268.737	1503.24	270.056
1503.34	268.715	1503.34	270.012
1503.44	268.725	1503.44	269.968
1503.54	268.716	1503.54	269.924
1503.64	268.715	1503.64	269.88
1503.74	268.711	1503.74	269.836
1503.84	268.705	1503.84	269.792
1503.94	268.705	1503.94	269.748
1504.04	268.698	1504.04	269.705
1504.14	268.703	1504.14	269.661
1504.24	268.694	1504.24	269.617
1504.34	268.688	1504.34	269.573
1504.44	268.696	1504.44	269.529
1504.54	268.686	1504.54	269.485
1504.64	268.676	1504.64	269.442
1504.74	268.666	1504.74	269.398
1504.84	268.652	1504.84	269.354
1504.94	268.635	1504.94	269.31
1505.04	268.623	1505.04	269.266
1505.14	268.619	1505.14	269.223
1505.24	268.586	1505.24	269.179
1505.34	268.565	1505.34	269.135
1505.44	268.565	1505.44	269.091
1505.54	268.561	1505.54	269.048
1505.64	268.541	1505.64	269.004
1505.74	268.526	1505.74	268.96
1505.84	268.516	1505.84	268.917
1505.94	268.51	1505.94	268.873
1506.04	268.522	1506.04	268.829
1506.14	268.516	1506.14	268.786
1506.24	268.526	1506.24	268.742
1506.34	268.531	1506.34	268.698
1506.44	268.522	1506.44	268.655
1506.54	268.507	1506.54	268.611
1506.64	268.481	1506.64	268.568
1506.74	268.471	1506.74	268.524
1506.84	268.453	1506.84	268.48
1506.94	268.427	1506.94	268.437
1507.04	268.42	1507.04	268.393
1507.14	268.406	1507.14	268.35
1507.24	268.391	1507.24	268.306
1507.34	268.391	1507.34	268.263
1507.44	268.381	1507.44	268.219
1507.54	268.385	1507.54	268.176
1507.64	268.381	1507.64	268.132
1507.74	268.391	1507.74	268.089
1507.84	268.392	1507.84	268.045
1507.94	268.385	1507.94	268.002
1508.04	268.395	1508.04	267.958
1508.14	268.381	1508.14	267.915
1508.24	268.367	1508.24	267.872
1508.34	268.362	1508.34	267.828
1508.44	268.348	1508.44	267.785
1508.54	268.337	1508.54	267.741
1508.64	268.303	1508.64	267.698
1508.74	268.278	1508.74	267.655
1508.84	268.258	1508.84	267.611
1508.94	268.261	1508.94	267.568
1509.04	268.246	1509.04	267.524
1509.14	268.237	1509.14	267.481
1509.24	268.237	1509.24	267.438
1509.34	268.227	1509.34	267.394
1509.44	268.228	1509.44	267.351
1509.54	268.217	1509.54	267.308
1509.64	268.207	1509.64	267.265
1509.74	268.207	1509.74	267.221
1509.84	268.206	1509.84	267.178
1509.94	268.199	1509.94	267.135
1510.04	268.203	1510.04	267.092
1510.14	268.198	1510.14	267.048
1510.24	268.183	1510.24	267.005
1510.34	268.172	1510.34	266.962
1510.44	268.153	1510.44	266.919
1510.54	268.122	1510.54	266.876
1510.64	268.108	1510.64	266.832
1510.74	268.094	1510.74	266.789
1510.84	268.083	1510.84	266.746
1510.94	268.063	1510.94	266.703
1511.04	268.042	1511.04	266.66
1511.14	268.016	1511.14	266.617
1511.24	268.012	1511.24	266.574
1511.34	267.998	1511.34	266.53
1511.44	267.988	1511.44	266.487
1511.54	267.973	1511.54	266.444
1511.64	267.967	1511.64	266.401
1511.74	267.962	1511.74	266.358
1511.84	267.951	1511.84	266.315
1511.94	267.944	1511.94	266.272
1512.04	267.929	1512.04	266.229
1512.14	267.908	1512.14	266.186
1512.24	267.888	1512.24	266.143
1512.34	267.864	1512.34	266.1
1512.44	267.849	1512.44	266.057
1512.54	267.834	1512.54	266.014
1512.64	267.82	1512.64	265.971
1512.74	267.799	1512.74	265.928
1512.84	267.779	1512.84	265.885
1512.94	267.758	1512.94	265.842
1513.04	267.738	1513.04	265.799
1513.14	267.713	1513.14	265.757
1513.24	267.713	1513.24	265.714
1513.34	267.708	1513.34	265.671
1513.44	267.699	1513.44	265.628
1513.54	267.693	1513.54	265.585
1513.64	267.672	1513.64	265.542
1513.74	267.658	1513.74	265.499
1513.84	267.638	1513.84	265.456
1513.94	267.639	1513.94	265.414
1514.04	267.638	1514.04	265.371
1514.14	267.619	1514.14	265.328
1514.24	267.599	1514.24	265.285
1514.34	267.574	1514.34	265.242
1514.44	267.548	1514.44	265.2
1514.54	267.526	1514.54	265.157
1514.64	267.495	1514.64	265.114
1514.74	267.485	1514.74	265.071
1514.84	267.456	1514.84	265.029
1514.94	267.429	1514.94	264.986
1515.04	267.401	1515.04	264.943
1515.14	267.365	1515.14	264.901
1515.24	267.329	1515.24	264.858
1515.34	267.305	1515.34	264.815
1515.44	267.275	1515.44	264.772
1515.54	267.244	1515.54	264.73
1515.64	267.226	1515.64	264.687
1515.74	267.195	1515.74	264.645
1515.84	267.164	1515.84	264.602
1515.94	267.15	1515.94	264.559
1516.04	267.145	1516.04	264.517
1516.14	267.128	1516.14	264.474
1516.24	267.11	1516.24	264.432
1516.34	267.109	1516.34	264.389
1516.44	267.098	1516.44	264.346
1516.54	267.085	1516.54	264.304
1516.64	267.074	1516.64	264.261
1516.74	267.06	1516.74	264.219
1516.84	267.065	1516.84	264.176
1516.94	267.05	1516.94	264.134
1517.04	267.04	1517.04	264.091
1517.14	267.01	1517.14	264.049
1517.24	266.972	1517.24	264.006
1517.34	266.95	1517.34	263.964
1517.44	266.93	1517.44	263.921
1517.54	266.911	1517.54	263.879
1517.64	266.89	1517.64	263.836
1517.74	266.857	1517.74	263.794
1517.84	266.817	1517.84	263.752
1517.94	266.777	1517.94	263.709
1518.04	266.741	1518.04	263.667
1518.14	266.724	1518.14	263.624
1518.24	266.701	1518.24	263.582
1518.34	266.695	1518.34	263.54
1518.44	266.667	1518.44	263.497
1518.54	266.626	1518.54	263.455
1518.64	266.586	1518.64	263.413
1518.74	266.562	1518.74	263.37
1518.84	266.534	1518.84	263.328
1518.94	266.526	1518.94	263.286
1519.04	266.507	1519.04	263.243
1519.14	266.478	1519.14	263.201
1519.24	266.443	1519.24	263.159
1519.34	266.411	1519.34	263.116
1519.44	266.386	1519.44	263.074
1519.54	266.362	1519.54	263.032
1519.64	266.341	1519.64	262.99
