Cycle: 11  CDAN-1032A_X	Cycle: 11  CDAN-1032A_Y	Fitted Cycle: 11  CDAN-1032A_X	Fitted Cycle: 11  CDAN-1032A_Y
658.48	96.3582	658.48	88.2476
658.58	96.3816	658.58	88.273
658.68	96.4089	658.68	88.2983
658.78	96.4324	658.78	88.3237
658.88	96.4597	658.88	88.349
658.98	96.4817	658.98	88.3744
659.08	96.5085	659.08	88.3998
659.18	96.532	659.18	88.4251
659.28	96.5515	659.28	88.4505
659.38	96.5808	659.38	88.4758
659.48	96.6008	659.48	88.5012
659.58	96.6218	659.58	88.5265
659.68	96.6492	659.68	88.5519
659.78	96.6824	659.78	88.5772
659.88	96.7097	659.88	88.6025
659.98	96.7317	659.98	88.6279
660.08	96.7585	660.08	88.6532
660.18	96.782	660.18	88.6786
660.28	96.8093	660.28	88.7039
660.38	96.8328	660.38	88.7293
660.48	96.8601	660.48	88.7546
660.58	96.8821	660.58	88.7799
660.68	96.9089	660.68	88.8053
660.78	96.9324	660.78	88.8306
660.88	96.9597	660.88	88.856
660.98	96.9832	660.98	88.8813
661.08	97.0203	661.08	88.9066
661.18	97.0325	661.18	88.932
661.28	97.0691	661.28	88.9573
661.38	97.0906	661.38	88.9826
661.48	97.1218	661.48	89.008
661.58	97.1511	661.58	89.0333
661.68	97.1711	661.68	89.0586
661.78	97.2	661.78	89.0839
661.88	97.2214	661.88	89.1093
661.98	97.2507	661.98	89.1346
662.08	97.2722	662.08	89.1599
662.18	97.2996	662.18	89.1852
662.28	97.3293	662.28	89.2105
662.38	97.3503	662.38	89.2359
662.48	97.3796	662.48	89.2612
662.58	97.4011	662.58	89.2865
662.68	97.4304	662.68	89.3118
662.78	97.4519	662.78	89.3371
662.88	97.4797	662.88	89.3624
662.98	97.5085	662.98	89.3878
663.08	97.532	663.08	89.4131
663.18	97.5515	663.18	89.4384
663.28	97.5808	663.28	89.4637
663.38	97.6101	663.38	89.489
663.48	97.6223	663.48	89.5143
663.58	97.6492	663.58	89.5396
663.68	97.6804	663.68	89.5649
663.78	97.7019	663.78	89.5902
663.88	97.7195	663.88	89.6155
663.98	97.7415	663.98	89.6408
664.08	97.7683	664.08	89.6661
664.18	97.7996	664.18	89.6914
664.28	97.821	664.28	89.7167
664.38	97.8406	664.38	89.742
664.48	97.8621	664.48	89.7673
664.58	97.8914	664.58	89.7926
664.68	97.9094	664.68	89.8179
664.78	97.9304	664.78	89.8432
664.88	97.9597	664.88	89.8685
664.98	97.9812	664.98	89.8938
665.08	98.0105	665.08	89.9191
665.18	98.0305	665.18	89.9444
665.28	98.0593	665.28	89.9697
665.38	98.0886	665.38	89.995
665.48	98.1121	665.48	90.0203
665.58	98.1394	665.58	90.0455
665.68	98.1609	665.68	90.0708
665.78	98.1809	665.78	90.0961
665.88	98.2097	665.88	90.1214
665.98	98.239	665.98	90.1467
666.08	98.2625	666.08	90.172
666.18	98.2898	666.18	90.1972
666.28	98.3132	666.28	90.2225
666.38	98.3406	666.38	90.2478
666.48	98.3586	666.48	90.2731
666.58	98.3816	666.58	90.2984
666.68	98.4089	666.68	90.3236
666.78	98.4304	666.78	90.3489
666.88	98.4519	666.88	90.3742
666.98	98.4812	666.98	90.3994
667.08	98.509	667.08	90.4247
667.18	98.5222	667.18	90.45
667.28	98.5496	667.28	90.4753
667.38	98.5613	667.38	90.5005
667.48	98.5906	667.48	90.5258
667.58	98.6106	667.58	90.551
667.68	98.6296	667.68	90.5763
667.78	98.6589	667.78	90.6016
667.88	98.6824	667.88	90.6268
667.98	98.7097	667.98	90.6521
668.08	98.7292	668.08	90.6774
668.18	98.7527	668.18	90.7026
668.28	98.7786	668.28	90.7279
668.38	98.7996	668.38	90.7531
668.48	98.821	668.48	90.7784
668.58	98.8503	668.58	90.8036
668.68	98.8621	668.68	90.8289
668.78	98.8914	668.78	90.8542
668.88	98.9192	668.88	90.8794
668.98	98.9304	668.98	90.9047
669.08	98.9597	669.08	90.9299
669.18	98.9714	669.18	90.9551
669.28	99.0007	669.28	90.9804
669.38	99.03	669.38	91.0056
669.48	99.052	669.48	91.0309
669.58	99.0691	669.58	91.0561
669.68	99.1003	669.68	91.0814
669.78	99.1121	669.78	91.1066
669.88	99.1394	669.88	91.1319
669.98	99.1707	669.98	91.1571
670.08	99.1809	670.08	91.1823
670.18	99.2097	670.18	91.2076
670.28	99.239	670.28	91.2328
670.38	99.2527	670.38	91.258
670.48	99.28	670.48	91.2833
670.58	99.3113	670.58	91.3085
670.68	99.3313	670.68	91.3337
670.78	99.3582	670.78	91.359
670.88	99.3894	670.88	91.3842
670.98	99.4011	670.98	91.4094
671.08	99.4304	671.08	91.4347
671.18	99.4519	671.18	91.4599
671.28	99.47	671.28	91.4851
671.38	99.4988	671.38	91.5103
671.48	99.5222	671.48	91.5356
671.58	99.5398	671.58	91.5608
671.68	99.5613	671.68	91.586
671.78	99.5906	671.78	91.6112
671.88	99.6101	671.88	91.6365
671.98	99.6321	671.98	91.6617
672.08	99.6589	672.08	91.6869
672.18	99.6902	672.18	91.7121
672.28	99.7117	672.28	91.7373
672.38	99.7312	672.38	91.7625
672.48	99.7605	672.48	91.7878
672.58	99.7903	672.58	91.813
672.68	99.8015	672.68	91.8382
672.78	99.8289	672.78	91.8634
672.88	99.8523	672.88	91.8886
672.98	99.8699	672.98	91.9138
673.08	99.9011	673.08	91.939
673.18	99.9211	673.18	91.9642
673.28	99.95	673.28	91.9894
673.38	99.9792	673.38	92.0146
673.48	99.991	673.48	92.0398
673.58	100.02	673.58	92.065
673.68	100.042	673.68	92.0902
673.78	100.07	673.78	92.1154
673.88	100.098	673.88	92.1406
673.98	100.122	673.98	92.1658
674.08	100.149	674.08	92.191
674.18	100.171	674.18	92.2162
674.28	100.192	674.28	92.2414
674.38	100.22	674.38	92.2666
674.48	100.249	674.48	92.2918
674.58	100.262	674.58	92.317
674.68	100.29	674.68	92.3422
674.78	100.309	674.78	92.3674
674.88	100.333	674.88	92.3926
674.98	100.359	674.98	92.4178
675.08	100.389	675.08	92.4429
675.18	100.411	675.18	92.4681
675.28	100.43	675.28	92.4933
675.38	100.46	675.38	92.5185
675.48	100.483	675.48	92.5437
675.58	100.51	675.58	92.5689
675.68	100.54	675.68	92.594
675.78	100.552	675.78	92.6192
675.88	100.579	675.88	92.6444
675.98	100.61	675.98	92.6696
676.08	100.632	676.08	92.6947
676.18	100.651	676.18	92.7199
676.28	100.679	676.28	92.7451
676.38	100.71	676.38	92.7703
676.48	100.721	676.48	92.7954
676.58	100.751	676.58	92.8206
676.68	100.78	676.68	92.8458
676.78	100.802	676.78	92.8709
676.88	100.82	676.88	92.8961
676.98	100.848	676.98	92.9213
677.08	100.872	677.08	92.9464
677.18	100.889	677.18	92.9716
677.28	100.921	677.28	92.9968
677.38	100.942	677.38	93.0219
677.48	100.96	677.48	93.0471
677.58	100.99	677.58	93.0723
677.68	101.018	677.68	93.0974
677.78	101.032	677.78	93.1226
677.88	101.059	677.88	93.1477
677.98	101.083	677.98	93.1729
678.08	101.1	678.08	93.198
678.18	101.13	678.18	93.2232
678.28	101.149	678.28	93.2483
678.38	101.171	678.38	93.2735
678.48	101.19	678.48	93.2986
678.58	101.219	678.58	93.3238
678.68	101.233	678.68	93.3489
678.78	101.259	678.78	93.3741
678.88	101.278	678.88	93.3992
678.98	101.309	678.98	93.4244
679.08	101.331	679.08	93.4495
679.18	101.35	679.18	93.4747
679.28	101.38	679.28	93.4998
679.38	101.393	679.38	93.5249
679.48	101.419	679.48	93.5501
679.58	101.438	679.58	93.5752
679.68	101.462	679.68	93.6004
679.78	101.489	679.78	93.6255
679.88	101.51	679.88	93.6506
679.98	101.532	679.98	93.6758
680.08	101.55	680.08	93.7009
680.18	101.579	680.18	93.726
680.28	101.591	680.28	93.7512
680.38	101.62	680.38	93.7763
680.48	101.639	680.48	93.8014
680.58	101.653	680.58	93.8266
680.68	101.679	680.68	93.8517
680.78	101.7	680.78	93.8768
680.88	101.729	680.88	93.9019
680.98	101.741	680.98	93.9271
681.08	101.76	681.08	93.9522
681.18	101.79	681.18	93.9773
681.28	101.803	681.28	94.0024
681.38	101.829	681.38	94.0275
681.48	101.848	681.48	94.0527
681.58	101.88	681.58	94.0778
681.68	101.891	681.68	94.1029
681.78	101.911	681.78	94.128
681.88	101.94	681.88	94.1531
681.98	101.95	681.98	94.1782
682.08	101.979	682.08	94.2034
682.18	101.999	682.18	94.2285
682.28	102.012	682.28	94.2536
682.38	102.04	682.38	94.2787
682.48	102.059	682.48	94.3038
682.58	102.081	682.58	94.3289
682.68	102.098	682.68	94.354
682.78	102.13	682.78	94.3791
682.88	102.141	682.88	94.4042
682.98	102.161	682.98	94.4293
683.08	102.19	683.08	94.4544
683.18	102.202	683.18	94.4795
683.28	102.22	683.28	94.5046
683.38	102.249	683.38	94.5297
683.48	102.27	683.48	94.5548
683.58	102.292	683.58	94.5799
683.68	102.321	683.68	94.605
683.78	102.341	683.78	94.6301
683.88	102.351	683.88	94.6552
683.98	102.38	683.98	94.6803
684.08	102.399	684.08	94.7054
684.18	102.43	684.18	94.7305
684.28	102.442	684.28	94.7556
684.38	102.46	684.38	94.7806
684.48	102.472	684.48	94.8057
684.58	102.499	684.58	94.8308
684.68	102.518	684.68	94.8559
684.78	102.54	684.78	94.881
684.88	102.561	684.88	94.9061
684.98	102.581	684.98	94.9312
685.08	102.61	685.08	94.9562
685.18	102.632	685.18	94.9813
685.28	102.652	685.28	95.0064
685.38	102.669	685.38	95.0315
685.48	102.69	685.48	95.0566
685.58	102.712	685.58	95.0816
685.68	102.731	685.68	95.1067
685.78	102.751	685.78	95.1318
685.88	102.769	685.88	95.1568
685.98	102.792	685.98	95.1819
686.08	102.809	686.08	95.207
686.18	102.829	686.18	95.2321
686.28	102.86	686.28	95.2571
686.38	102.872	686.38	95.2822
686.48	102.89	686.48	95.3073
686.58	102.919	686.58	95.3323
686.68	102.94	686.68	95.3574
686.78	102.952	686.78	95.3825
686.88	102.979	686.88	95.4075
686.98	103.001	686.98	95.4326
687.08	103.012	687.08	95.4576
687.18	103.029	687.18	95.4827
687.28	103.05	687.28	95.5078
687.38	103.079	687.38	95.5328
687.48	103.1	687.48	95.5579
687.58	103.112	687.58	95.5829
687.68	103.139	687.68	95.608
687.78	103.161	687.78	95.633
687.88	103.171	687.88	95.6581
687.98	103.2	687.98	95.6831
688.08	103.219	688.08	95.7082
688.18	103.243	688.18	95.7332
688.28	103.26	688.28	95.7583
688.38	103.29	688.38	95.7833
688.48	103.31	688.48	95.8084
688.58	103.329	688.58	95.8334
688.68	103.341	688.68	95.8584
688.78	103.37	688.78	95.8835
688.88	103.382	688.88	95.9085
688.98	103.401	688.98	95.9336
689.08	103.421	689.08	95.9586
689.18	103.439	689.18	95.9836
689.28	103.46	689.28	96.0087
689.38	103.481	689.38	96.0337
689.48	103.501	689.48	96.0588
689.58	103.52	689.58	96.0838
689.68	103.55	689.68	96.1088
689.78	103.562	689.78	96.1339
689.88	103.587	689.88	96.1589
689.98	103.608	689.98	96.1839
690.08	103.622	690.08	96.2089
690.18	103.639	690.18	96.234
690.28	103.663	690.28	96.259
690.38	103.68	690.38	96.284
690.48	103.698	690.48	96.309
690.58	103.721	690.58	96.3341
690.68	103.749	690.68	96.3591
690.78	103.77	690.78	96.3841
690.88	103.798	690.88	96.4091
690.98	103.831	690.98	96.4341
691.08	103.85	691.08	96.4592
691.18	103.87	691.18	96.4842
691.28	103.86	691.28	96.5092
691.38	103.859	691.38	96.5342
691.48	103.862	691.48	96.5592
691.58	103.88	691.58	96.5842
691.68	103.889	691.68	96.6092
691.78	103.872	691.78	96.6343
691.88	103.814	691.88	96.6593
691.98	103.854	691.98	96.6843
692.08	103.972	692.08	96.7093
692.18	103.999	692.18	96.7343
692.28	104.096	692.28	96.7593
692.38	104.192	692.38	96.7843
692.48	103.27	692.48	96.8093
692.58	96.4695	692.58	96.8343
692.68	88.4199	692.68	96.8593
692.78	82.5503	692.78	96.8843
692.88	78.9766	692.88	96.9093
692.98	86.3003	692.98	80.7043
693.08	97.1643	693.08	80.7075
693.18	100.999	693.18	80.7107
693.28	101.406	693.28	80.714
693.38	101.154	693.38	80.7172
693.48	100.619	693.48	80.7204
693.58	100.148	693.58	80.7237
693.68	99.937	693.68	80.7269
693.78	99.6948	693.78	80.7301
693.88	99.6074	693.88	80.7333
693.98	99.4668	693.98	80.7366
694.08	99.3054	694.08	80.7398
694.18	99.1667	694.18	80.743
694.28	98.9968	694.28	80.7463
694.38	98.7336	694.38	80.7495
694.48	98.5969	694.48	80.7527
694.58	98.4019	694.58	80.7559
694.68	98.1948	694.68	80.7592
694.78	97.9661	694.78	80.7624
694.88	97.8022	694.88	80.7656
694.98	97.6538	694.98	80.7689
695.08	97.4785	695.08	80.7721
695.18	97.2808	695.18	80.7753
695.28	97.0801	695.28	80.7786
695.38	96.873	695.38	80.7818
695.48	96.6816	695.48	80.785
695.58	96.502	695.58	80.7882
695.68	96.3315	695.68	80.7915
695.78	96.1545	695.78	80.7947
695.88	95.9746	695.88	80.7979
695.98	95.7871	695.98	80.8012
696.08	95.6113	696.08	80.8044
696.18	95.48	696.18	80.8076
696.28	95.3418	696.28	80.8109
696.38	95.2227	696.38	80.8141
696.48	95.0762	696.48	80.8173
696.58	94.9434	696.58	80.8205
696.68	94.8145	696.68	80.8238
696.78	94.6602	696.78	80.827
696.88	94.5273	696.88	80.8302
696.98	94.4143	696.98	80.8335
697.08	94.2949	697.08	80.8367
697.18	94.1758	697.18	80.8399
697.28	94.0566	697.28	80.8432
697.38	93.9375	697.38	80.8464
697.48	93.8105	697.48	80.8496
697.58	93.7073	697.58	80.8528
697.68	93.6074	697.68	80.8561
697.78	93.4902	697.78	80.8593
697.88	93.3887	697.88	80.8625
697.98	93.2776	697.98	80.8658
698.08	93.1797	698.08	80.869
698.18	93.0879	698.18	80.8722
698.28	92.9905	698.28	80.8755
698.38	92.8984	698.38	80.8787
698.48	92.793	698.48	80.8819
698.58	92.7014	698.58	80.8852
698.68	92.5918	698.68	80.8884
698.78	92.4924	698.78	80.8916
698.88	92.3848	698.88	80.8949
698.98	92.2815	698.98	80.8981
699.08	92.1836	699.08	80.9013
699.18	92.0745	699.18	80.9046
699.28	91.9844	699.28	80.9078
699.38	91.8752	699.38	80.911
699.48	91.7834	699.48	80.9143
699.58	91.6777	699.58	80.9175
699.68	91.5667	699.68	80.9207
699.78	91.4729	699.78	80.924
699.88	91.3672	699.88	80.9272
699.98	91.2756	699.98	80.9304
700.08	91.1936	700.08	80.9337
700.18	91.1152	700.18	80.9369
700.28	91.0159	700.28	80.9401
700.38	90.9045	700.38	80.9434
700.48	90.8066	700.48	80.9466
700.58	90.7151	700.58	80.9498
700.68	90.635	700.68	80.953
700.78	90.5391	700.78	80.9563
700.88	90.4553	700.88	80.9595
700.98	90.344	700.98	80.9628
701.08	90.2737	701.08	80.966
701.18	90.2227	701.18	80.9692
701.28	90.1467	701.28	80.9725
701.38	90.0764	701.38	80.9757
701.48	90.0234	701.48	80.9789
701.58	89.9807	701.58	80.9822
701.68	89.9316	701.68	80.9854
701.78	89.8713	701.78	80.9886
701.88	89.8765	701.88	80.9919
701.98	89.8303	701.98	80.9951
702.08	89.7813	702.08	80.9983
702.18	89.7227	702.18	81.0016
702.28	89.6721	702.28	81.0048
702.38	89.625	702.38	81.008
702.48	89.5959	702.48	81.0113
702.58	89.5352	702.58	81.0145
702.68	89.4495	702.68	81.0177
702.78	89.3674	702.78	81.021
702.88	89.2815	702.88	81.0242
702.98	89.1433	702.98	81.0274
703.08	89.0413	703.08	81.0307
703.18	88.9592	703.18	81.0339
703.28	88.8811	703.28	81.0371
703.38	88.7913	703.38	81.0404
703.48	88.719	703.48	81.0436
703.58	88.6409	703.58	81.0469
703.68	88.512	703.68	81.0501
703.78	88.4299	703.78	81.0533
703.88	88.3694	703.88	81.0566
703.98	88.2815	703.98	81.0598
704.08	88.2092	704.08	81.063
704.18	88.1292	704.18	81.0663
704.28	88.0627	704.28	81.0695
704.38	88.01	704.38	81.0727
704.48	87.9553	704.48	81.076
704.58	87.8713	704.58	81.0792
704.68	87.7756	704.68	81.0824
704.78	87.676	704.78	81.0857
704.88	87.5945	704.88	81.0889
704.98	87.4846	704.98	81.0922
705.08	87.4241	705.08	81.0954
705.18	87.3635	705.18	81.0986
705.28	87.2913	705.28	81.1019
705.38	87.2209	705.38	81.1051
705.48	87.1233	705.48	81.1083
705.58	87.0276	705.58	81.1116
705.68	86.9363	705.68	81.1148
705.78	86.8655	705.78	81.118
705.88	86.7991	705.88	81.1213
705.98	86.7346	705.98	81.1245
706.08	86.6741	706.08	81.1278
706.18	86.6213	706.18	81.131
706.28	86.5549	706.28	81.1342
706.38	86.4832	706.38	81.1375
706.48	86.4299	706.48	81.1407
706.58	86.3792	706.58	81.1439
706.68	86.3225	706.68	81.1472
706.78	86.2307	706.78	81.1504
706.88	86.1545	706.88	81.1537
706.98	86.0828	706.98	81.1569
707.08	86.0566	707.08	81.1601
707.18	86.0081	707.18	81.1634
707.28	85.9749	707.28	81.1666
707.38	85.9434	707.38	81.1699
707.48	85.9163	707.48	81.1731
707.58	85.8792	707.58	81.1763
707.68	85.8245	707.68	81.1796
707.78	85.7542	707.78	81.1828
707.88	85.7014	707.88	81.186
707.98	85.6448	707.98	81.1893
708.08	85.573	708.08	81.1925
708.18	85.5139	708.18	81.1958
708.28	85.4436	708.28	81.199
708.38	85.3831	708.38	81.2022
708.48	85.3147	708.48	81.2055
708.58	85.2561	708.58	81.2087
708.68	85.1917	708.68	81.212
708.78	85.1335	708.78	81.2152
708.88	85.0647	708.88	81.2184
708.98	84.9885	708.98	81.2217
709.08	84.9241	709.08	81.2249
709.18	84.864	709.18	81.2282
709.28	84.803	709.28	81.2314
709.38	84.7444	709.38	81.2346
709.48	84.6741	709.48	81.2379
709.58	84.6213	709.58	81.2411
709.68	84.5667	709.68	81.2444
709.78	84.5125	709.78	81.2476
709.88	84.4553	709.88	81.2508
709.98	84.385	709.98	81.2541
710.08	84.3167	710.08	81.2573
710.18	84.2625	710.18	81.2606
710.28	84.2034	710.28	81.2638
710.38	84.135	710.38	81.267
710.48	84.0764	710.48	81.2703
710.58	84.0144	710.58	81.2735
710.68	83.9534	710.68	81.2768
710.78	83.8948	710.78	81.28
710.88	83.8362	710.88	81.2832
710.98	83.7854	710.98	81.2865
711.08	83.7175	711.08	81.2897
711.18	83.6545	711.18	81.293
711.28	83.6038	711.28	81.2962
711.38	83.5569	711.38	81.2994
711.48	83.5027	711.48	81.3027
711.58	83.4553	711.58	81.3059
711.68	83.3967	711.68	81.3092
711.78	83.3459	711.78	81.3124
711.88	83.2937	711.88	81.3156
711.98	83.2463	711.98	81.3189
712.08	83.2053	712.08	81.3221
712.18	83.1467	712.18	81.3254
712.28	83.0886	712.28	81.3286
712.38	83.0334	712.38	81.3319
712.48	82.9866	712.48	81.3351
712.58	82.9343	712.58	81.3383
712.68	82.885	712.68	81.3416
712.78	82.8264	712.78	81.3448
712.88	82.7756	712.88	81.3481
712.98	82.7429	712.98	81.3513
713.08	82.6877	713.08	81.3546
713.18	82.637	713.18	81.3578
713.28	82.5671	713.28	81.361
713.38	82.5159	713.38	81.3643
713.48	82.4573	713.48	81.3675
713.58	82.3972	713.58	81.3708
713.68	82.3459	713.68	81.374
713.78	82.2991	713.78	81.3773
713.88	82.2449	713.88	81.3805
713.98	82.1877	713.98	81.3837
714.08	82.137	714.08	81.387
714.18	82.0945	714.18	81.3902
714.28	82.0374	714.28	81.3935
714.38	81.9963	714.38	81.3967
714.48	81.946	714.48	81.4
714.58	81.9045	714.58	81.4032
714.68	81.8479	714.68	81.4064
714.78	81.7957	714.78	81.4097
714.88	81.7483	714.88	81.4129
714.98	81.6956	714.98	81.4162
715.08	81.6472	715.08	81.4194
715.18	81.5959	715.18	81.4227
715.28	81.5569	715.28	81.4259
715.38	81.4968	715.38	81.4291
715.48	81.4456	715.48	81.4324
715.58	81.3987	715.58	81.4356
715.68	81.3484	715.68	81.4389
715.78	81.3049	715.78	81.4421
715.88	81.239	715.88	81.4454
715.98	81.1956	715.98	81.4486
716.08	81.1565	716.08	81.4519
716.18	81.0979	716.18	81.4551
716.28	81.0554	716.28	81.4583
716.38	81.0159	716.38	81.4616
716.48	80.9592	716.48	81.4648
716.58	80.9148	716.58	81.4681
716.68	80.8752	716.68	81.4713
716.78	80.8362	716.78	81.4746
716.88	80.7976	716.88	81.4778
716.98	80.7561	716.98	81.4811
717.08	80.7151	717.08	81.4843
717.18	80.6667	717.18	81.4876
717.28	80.635	717.28	81.4908
717.38	80.5881	717.38	81.494
717.48	80.5554	717.48	81.4973
717.58	80.4983	717.58	81.5005
717.68	80.4592	717.68	81.5038
717.78	80.4148	717.78	81.507
717.88	80.385	717.88	81.5103
717.98	80.3479	717.98	81.5135
718.08	80.3152	718.08	81.5168
718.18	80.2756	718.18	81.52
718.28	80.2288	718.28	81.5233
718.38	80.196	718.38	81.5265
718.48	80.1467	718.48	81.5297
718.58	80.1155	718.58	81.533
718.68	80.0847	718.68	81.5362
718.78	80.0471	718.78	81.5395
718.88	80.0061	718.88	81.5427
718.98	79.9675	718.98	81.546
719.08	79.9182	719.08	81.5492
719.18	79.8792	719.18	81.5525
719.28	79.8347	719.28	81.5557
719.38	79.7971	719.38	81.559
719.48	79.7566	719.48	81.5622
719.58	79.7249	719.58	81.5655
719.68	79.6877	719.68	81.5687
719.78	79.6467	719.78	81.572
719.88	79.6082	719.88	81.5752
719.98	79.5686	719.98	81.5785
720.08	79.5261	720.08	81.5817
720.18	79.4866	720.18	81.5849
720.28	79.4553	720.28	81.5882
720.38	79.4246	720.38	81.5914
720.48	79.387	720.48	81.5947
720.58	79.3479	720.58	81.5979
720.68	79.3152	720.68	81.6012
720.78	79.2678	720.78	81.6044
720.88	79.2288	720.88	81.6077
720.98	79.1882	720.98	81.6109
721.08	79.1409	721.08	81.6142
721.18	79.1082	721.18	81.6174
721.28	79.0686	721.28	81.6207
721.38	79.0261	721.38	81.6239
721.48	78.9788	721.48	81.6272
721.58	78.9475	721.58	81.6304
721.68	78.907	721.68	81.6337
721.78	78.8694	721.78	81.6369
721.88	78.8269	721.88	81.6402
721.98	78.7971	721.98	81.6434
722.08	78.7566	722.08	81.6467
722.18	78.719	722.18	81.6499
722.28	78.678	722.28	81.6532
722.38	78.6472	722.38	81.6564
722.48	78.5999	722.48	81.6597
722.58	78.5671	722.58	81.6629
722.68	78.5198	722.68	81.6662
722.78	78.4773	722.78	81.6694
722.88	78.4475	722.88	81.6727
722.98	78.4167	722.98	81.6759
723.08	78.3792	723.08	81.6792
723.18	78.3381	723.18	81.6824
723.28	78.2996	723.28	81.6857
723.38	78.2678	723.38	81.6889
723.48	78.2195	723.48	81.6922
723.58	78.1877	723.58	81.6954
723.68	78.1394	723.68	81.6987
723.78	78.1077	723.78	81.7019
723.88	78.0691	723.88	81.7052
723.98	78.0276	723.98	81.7084
724.08	77.9968	724.08	81.7117
724.18	77.9495	724.18	81.7149
724.28	77.9182	724.28	81.7182
724.38	77.8796	724.38	81.7214
724.48	77.8479	724.48	81.7247
724.58	77.8093	724.58	81.7279
724.68	77.7678	724.68	81.7312
724.78	77.7292	724.78	81.7344
724.88	77.6897	724.88	81.7377
724.98	77.657	724.98	81.7409
725.08	77.6194	725.08	81.7442
725.18	77.5789	725.18	81.7474
725.28	77.5471	725.28	81.7507
725.38	77.5085	725.38	81.7539
725.48	77.4592	725.48	81.7572
725.58	77.4265	725.58	81.7604
725.68	77.4006	725.68	81.7637
725.78	77.3601	725.78	81.7669
725.88	77.3206	725.88	81.7702
725.98	77.28	725.98	81.7734
726.08	77.2502	726.08	81.7767
726.18	77.2	726.18	81.7799
726.28	77.1702	726.28	81.7832
726.38	77.1296	726.38	81.7864
726.48	77.0979	726.48	81.7897
726.58	77.0691	726.58	81.7929
726.68	77.0295	726.68	81.7962
726.78	77.0066	726.78	81.7994
726.88	76.969	726.88	81.8027
726.98	76.9402	726.98	81.8059
727.08	76.9006	727.08	81.8092
727.18	76.8601	727.18	81.8124
727.28	76.8303	727.28	81.8157
727.38	76.7996	727.38	81.819
727.48	76.7776	727.48	81.8222
727.58	76.7488	727.58	81.8255
727.68	76.7014	727.68	81.8287
727.78	76.6765	727.78	81.832
727.88	76.6311	727.88	81.8352
727.98	76.6082	727.98	81.8385
728.08	76.5706	728.08	81.8417
728.18	76.5398	728.18	81.845
728.28	76.5002	728.28	81.8482
728.38	76.4695	728.38	81.8515
728.48	76.4299	728.48	81.8547
728.58	76.3992	728.58	81.858
728.68	76.3694	728.68	81.8612
728.78	76.3289	728.78	81.8645
728.88	76.28	728.88	81.8678
728.98	76.2502	728.98	81.871
729.08	76.2195	729.08	81.8743
729.18	76.1975	729.18	81.8775
729.28	76.1604	729.28	81.8808
729.38	76.1296	729.38	81.884
729.48	76.0984	729.48	81.8873
729.58	76.0588	729.58	81.8905
729.68	76.03	729.68	81.8938
729.78	75.9905	729.78	81.897
729.88	75.9597	729.88	81.9003
729.98	75.9299	729.98	81.9036
730.08	75.8894	730.08	81.9068
730.18	75.8596	730.18	81.9101
730.28	75.8191	730.28	81.9133
730.38	75.7893	730.38	81.9166
730.48	75.7585	730.48	81.9198
730.58	75.719	730.58	81.9231
730.68	75.6902	730.68	81.9263
730.78	75.6604	730.78	81.9296
730.88	75.6296	730.88	81.9328
730.98	75.5999	730.98	81.9361
731.08	75.5593	731.08	81.9394
731.18	75.5295	731.18	81.9426
731.28	75.4988	731.28	81.9459
731.38	75.4612	731.38	81.9491
731.48	75.4304	731.48	81.9524
731.58	75.4006	731.58	81.9556
731.68	75.3699	731.68	81.9589
731.78	75.3401	731.78	81.9621
731.88	75.3093	731.88	81.9654
731.98	75.2781	731.98	81.9687
732.08	75.2502	732.08	81.9719
732.18	75.2195	732.18	81.9752
732.28	75.1897	732.28	81.9784
732.38	75.1492	732.38	81.9817
732.48	75.1194	732.48	81.9849
732.58	75.0886	732.58	81.9882
732.68	75.0588	732.68	81.9914
732.78	75.03	732.78	81.9947
732.88	75.01	732.88	81.998
732.98	74.9792	732.98	82.0012
733.08	74.9495	733.08	82.0045
733.18	74.9187	733.18	82.0077
733.28	74.8909	733.28	82.011
733.38	74.8503	733.38	82.0142
733.48	74.8303	733.48	82.0175
733.58	74.7996	733.58	82.0208
733.68	74.762	733.68	82.024
733.78	74.7292	733.78	82.0273
733.88	74.7	733.88	82.0305
733.98	74.6799	733.98	82.0338
734.08	74.6492	734.08	82.037
734.18	74.6194	734.18	82.0403
734.28	74.5886	734.28	82.0436
734.38	74.5706	734.38	82.0468
734.48	74.532	734.48	82.0501
734.58	74.5002	734.58	82.0533
734.68	74.4695	734.68	82.0566
734.78	74.4397	734.78	82.0599
734.88	74.4089	734.88	82.0631
734.98	74.3733	734.98	82.0664
735.08	74.3503	735.08	82.0696
735.18	74.3191	735.18	82.0729
735.28	74.2991	735.28	82.0761
735.38	74.2683	735.38	82.0794
735.48	74.2327	735.48	82.0827
735.58	74.2097	735.58	82.0859
735.68	74.1721	735.68	82.0892
735.78	74.1492	735.78	82.0924
735.88	74.1101	735.88	82.0957
735.98	74.0803	735.98	82.099
736.08	74.0417	736.08	82.1022
736.18	74.01	736.18	82.1055
736.28	73.9812	736.28	82.1087
736.38	73.9514	736.38	82.112
736.48	73.9207	736.48	82.1153
736.58	73.8914	736.58	82.1185
736.68	73.8518	736.68	82.1218
736.78	73.8289	736.78	82.125
736.88	73.801	736.88	82.1283
736.98	73.7625	736.98	82.1315
737.08	73.7405	737.08	82.1348
737.18	73.7117	737.18	82.1381
737.28	73.6902	737.28	82.1413
737.38	73.6526	737.38	82.1446
737.48	73.6199	737.48	82.1478
