Cycle: 14  CDAN-D1043K_X	Cycle: 14  CDAN-D1043K_Y	Fitted Cycle: 14  CDAN-D1043K_X	Fitted Cycle: 14  CDAN-D1043K_Y
1486.68	942.848	1486.68	841.767
1486.78	942.409	1486.78	841.603
1486.88	941.977	1486.88	841.439
1486.98	941.557	1486.98	841.275
1487.08	941.127	1487.08	841.111
1487.18	940.698	1487.18	840.948
1487.28	940.268	1487.28	840.784
1487.38	939.829	1487.38	840.622
1487.48	939.391	1487.48	840.459
1487.58	938.967	1487.58	840.297
1487.68	938.54	1487.68	840.134
1487.78	938.102	1487.78	839.973
1487.88	937.69	1487.88	839.811
1487.98	937.278	1487.98	839.65
1488.08	936.86	1488.08	839.489
1488.18	936.45	1488.18	839.328
1488.28	936.022	1488.28	839.167
1488.38	935.6	1488.38	839.007
1488.48	935.194	1488.48	838.847
1488.58	934.774	1488.58	838.687
1488.68	934.374	1488.68	838.527
1488.78	933.95	1488.78	838.368
1488.88	933.561	1488.88	838.209
1488.98	933.143	1488.98	838.05
1489.08	932.743	1489.08	837.891
1489.18	932.333	1489.18	837.733
1489.28	931.895	1489.28	837.575
1489.38	931.491	1489.38	837.417
1489.48	931.073	1489.48	837.259
1489.58	930.665	1489.58	837.102
1489.68	930.252	1489.68	836.944
1489.78	929.85	1489.78	836.787
1489.88	929.454	1489.88	836.631
1489.98	929.026	1489.98	836.474
1490.08	928.622	1490.08	836.318
1490.18	928.204	1490.18	836.162
1490.28	927.815	1490.28	836.006
1490.38	927.432	1490.38	835.85
1490.48	927.036	1490.48	835.695
1490.58	926.627	1490.58	835.54
1490.68	926.243	1490.68	835.385
1490.78	925.843	1490.78	835.23
1490.88	925.454	1490.88	835.076
1490.98	925.053	1490.98	834.922
1491.08	924.672	1491.08	834.768
1491.18	924.292	1491.18	834.614
1491.28	923.903	1491.28	834.46
1491.38	923.512	1491.38	834.307
1491.48	923.116	1491.48	834.154
1491.58	922.75	1491.58	834.001
1491.68	922.372	1491.68	833.848
1491.78	921.993	1491.78	833.695
1491.88	921.624	1491.88	833.543
1491.98	921.223	1491.98	833.391
1492.08	920.844	1492.08	833.239
1492.18	920.493	1492.18	833.088
1492.28	920.106	1492.28	832.936
1492.38	919.733	1492.38	832.785
1492.48	919.374	1492.48	832.634
1492.58	918.995	1492.58	832.483
1492.68	918.635	1492.68	832.333
1492.78	918.264	1492.78	832.182
1492.88	917.895	1492.88	832.032
1492.98	917.524	1492.98	831.882
1493.08	917.17	1493.08	831.733
1493.18	916.795	1493.18	831.583
1493.28	916.434	1493.28	831.434
1493.38	916.075	1493.38	831.284
1493.48	915.711	1493.48	831.136
1493.58	915.354	1493.58	830.987
1493.68	914.995	1493.68	830.838
1493.78	914.641	1493.78	830.69
1493.88	914.284	1493.88	830.542
1493.98	913.917	1493.98	830.394
1494.08	913.547	1494.08	830.246
1494.18	913.204	1494.18	830.099
1494.28	912.864	1494.28	829.951
1494.38	912.499	1494.38	829.804
1494.48	912.147	1494.48	829.657
1494.58	911.797	1494.58	829.511
1494.68	911.417	1494.68	829.364
1494.78	911.057	1494.78	829.218
1494.88	910.708	1494.88	829.072
1494.98	910.36	1494.98	828.926
1495.08	910.015	1495.08	828.78
1495.18	909.686	1495.18	828.634
1495.28	909.319	1495.28	828.489
1495.38	908.959	1495.38	828.344
1495.48	908.616	1495.48	828.199
1495.58	908.286	1495.58	828.054
1495.68	907.928	1495.68	827.909
1495.78	907.604	1495.78	827.765
1495.88	907.274	1495.88	827.621
1495.98	906.936	1495.98	827.477
1496.08	906.597	1496.08	827.333
1496.18	906.268	1496.18	827.189
1496.28	905.924	1496.28	827.045
1496.38	905.598	1496.38	826.902
1496.48	905.247	1496.48	826.759
1496.58	904.917	1496.58	826.616
1496.68	904.577	1496.68	826.473
1496.78	904.256	1496.78	826.331
1496.88	903.921	1496.88	826.188
1496.98	903.588	1496.98	826.046
1497.08	903.247	1497.08	825.904
1497.18	902.934	1497.18	825.762
1497.28	902.606	1497.28	825.62
1497.38	902.293	1497.38	825.479
1497.48	901.993	1497.48	825.338
1497.58	901.676	1497.58	825.196
1497.68	901.336	1497.68	825.055
1497.78	901.024	1497.78	824.915
1497.88	900.688	1497.88	824.774
1497.98	900.366	1497.98	824.634
1498.08	900.047	1498.08	824.493
1498.18	899.737	1498.18	824.353
1498.28	899.417	1498.28	824.213
1498.38	899.081	1498.38	824.074
1498.48	898.758	1498.48	823.934
1498.58	898.419	1498.58	823.795
1498.68	898.088	1498.68	823.655
1498.78	897.77	1498.78	823.516
1498.88	897.458	1498.88	823.377
1498.98	897.137	1498.98	823.239
1499.08	896.829	1499.08	823.1
1499.18	896.501	1499.18	822.962
1499.28	896.178	1499.28	822.823
1499.38	895.879	1499.38	822.685
1499.48	895.577	1499.48	822.547
1499.58	895.25	1499.58	822.41
1499.68	894.94	1499.68	822.272
1499.78	894.637	1499.78	822.135
1499.88	894.331	1499.88	821.998
1499.98	894.021	1499.98	821.861
1500.08	893.711	1500.08	821.724
1500.18	893.407	1500.18	821.587
1500.28	893.09	1500.28	821.45
1500.38	892.801	1500.38	821.314
1500.48	892.479	1500.48	821.178
1500.58	892.18	1500.58	821.042
1500.68	891.87	1500.68	820.906
1500.78	891.561	1500.78	820.77
1500.88	891.261	1500.88	820.634
1500.98	890.94	1500.98	820.499
1501.08	890.64	1501.08	820.364
1501.18	890.34	1501.18	820.228
1501.28	890.02	1501.28	820.093
1501.38	889.722	1501.38	819.959
1501.48	889.418	1501.48	819.824
1501.58	889.12	1501.58	819.689
1501.68	888.811	1501.68	819.555
1501.78	888.517	1501.78	819.421
1501.88	888.227	1501.88	819.287
1501.98	887.93	1501.98	819.153
1502.08	887.64	1502.08	819.019
1502.18	887.331	1502.18	818.886
1502.28	887.03	1502.28	818.752
1502.38	886.741	1502.38	818.619
1502.48	886.431	1502.48	818.486
1502.58	886.12	1502.58	818.353
1502.68	885.821	1502.68	818.22
1502.78	885.521	1502.78	818.087
1502.88	885.221	1502.88	817.955
1502.98	884.923	1502.98	817.823
1503.08	884.624	1503.08	817.69
1503.18	884.323	1503.18	817.558
1503.28	884.022	1503.28	817.426
1503.38	883.733	1503.38	817.295
1503.48	883.44	1503.48	817.163
1503.58	883.124	1503.58	817.032
1503.68	882.833	1503.68	816.9
1503.78	882.543	1503.78	816.769
1503.88	882.253	1503.88	816.638
1503.98	881.972	1503.98	816.507
1504.08	881.68	1504.08	816.376
1504.18	881.392	1504.18	816.246
1504.28	881.084	1504.28	816.115
1504.38	880.8	1504.38	815.985
1504.48	880.522	1504.48	815.855
1504.58	880.231	1504.58	815.725
1504.68	879.963	1504.68	815.595
1504.78	879.663	1504.78	815.465
1504.88	879.381	1504.88	815.336
1504.98	879.093	1504.98	815.206
1505.08	878.813	1505.08	815.077
1505.18	878.54	1505.18	814.948
1505.28	878.252	1505.28	814.819
1505.38	877.981	1505.38	814.69
1505.48	877.721	1505.48	814.561
1505.58	877.45	1505.58	814.432
1505.68	877.172	1505.68	814.304
1505.78	876.911	1505.78	814.176
1505.88	876.634	1505.88	814.047
1505.98	876.37	1505.98	813.919
1506.08	876.101	1506.08	813.792
1506.18	875.831	1506.18	813.664
1506.28	875.552	1506.28	813.536
1506.38	875.29	1506.38	813.409
1506.48	875.003	1506.48	813.281
1506.58	874.723	1506.58	813.154
1506.68	874.442	1506.68	813.027
1506.78	874.155	1506.78	812.9
1506.88	873.872	1506.88	812.773
1506.98	873.591	1506.98	812.646
1507.08	873.313	1507.08	812.52
1507.18	873.024	1507.18	812.393
1507.28	872.752	1507.28	812.267
1507.38	872.479	1507.38	812.141
1507.48	872.223	1507.48	812.015
1507.58	871.952	1507.58	811.889
1507.68	871.681	1507.68	811.763
1507.78	871.413	1507.78	811.638
1507.88	871.161	1507.88	811.512
1507.98	870.893	1507.98	811.387
1508.08	870.634	1508.08	811.262
1508.18	870.383	1508.18	811.136
1508.28	870.132	1508.28	811.011
1508.38	869.882	1508.38	810.887
1508.48	869.643	1508.48	810.762
1508.58	869.382	1508.58	810.637
1508.68	869.135	1508.68	810.513
1508.78	868.882	1508.78	810.388
1508.88	868.633	1508.88	810.264
1508.98	868.372	1508.98	810.14
1509.08	868.112	1509.08	810.016
1509.18	867.872	1509.18	809.892
1509.28	867.604	1509.28	809.769
1509.38	867.353	1509.38	809.645
1509.48	867.102	1509.48	809.522
1509.58	866.841	1509.58	809.398
1509.68	866.594	1509.68	809.275
1509.78	866.325	1509.78	809.152
1509.88	866.063	1509.88	809.029
1509.98	865.813	1509.98	808.906
1510.08	865.554	1510.08	808.784
1510.18	865.313	1510.18	808.661
1510.28	865.044	1510.28	808.539
1510.38	864.792	1510.38	808.416
1510.48	864.534	1510.48	808.294
1510.58	864.265	1510.58	808.172
1510.68	864.001	1510.68	808.05
1510.78	863.727	1510.78	807.928
1510.88	863.481	1510.88	807.806
1510.98	863.214	1510.98	807.685
1511.08	862.965	1511.08	807.563
1511.18	862.714	1511.18	807.442
1511.28	862.464	1511.28	807.321
1511.38	862.215	1511.38	807.2
1511.48	861.964	1511.48	807.079
1511.58	861.714	1511.58	806.958
1511.68	861.475	1511.68	806.837
1511.78	861.245	1511.78	806.716
1511.88	861.005	1511.88	806.596
1511.98	860.764	1511.98	806.475
1512.08	860.515	1512.08	806.355
1512.18	860.265	1512.18	806.235
1512.28	860.022	1512.28	806.115
1512.38	859.774	1512.38	805.995
1512.48	859.515	1512.48	805.875
1512.58	859.263	1512.58	805.755
1512.68	859.006	1512.68	805.636
1512.78	858.753	1512.78	805.516
1512.88	858.493	1512.88	805.397
1512.98	858.245	1512.98	805.278
1513.08	857.997	1513.08	805.159
1513.18	857.753	1513.18	805.039
1513.28	857.505	1513.28	804.921
1513.38	857.247	1513.38	804.802
1513.48	857.005	1513.48	804.683
1513.58	856.767	1513.58	804.565
1513.68	856.534	1513.68	804.446
1513.78	856.29	1513.78	804.328
1513.88	856.046	1513.88	804.21
1513.98	855.813	1513.98	804.092
1514.08	855.583	1514.08	803.974
1514.18	855.327	1514.18	803.856
1514.28	855.087	1514.28	803.738
1514.38	854.837	1514.38	803.62
1514.48	854.604	1514.48	803.503
1514.58	854.368	1514.58	803.385
1514.68	854.138	1514.68	803.268
1514.78	853.886	1514.78	803.151
1514.88	853.636	1514.88	803.034
1514.98	853.405	1514.98	802.917
1515.08	853.147	1515.08	802.8
1515.18	852.897	1515.18	802.683
1515.28	852.659	1515.28	802.566
1515.38	852.417	1515.38	802.45
1515.48	852.177	1515.48	802.333
1515.58	851.929	1515.58	802.217
1515.68	851.687	1515.68	802.101
1515.78	851.456	1515.78	801.984
1515.88	851.217	1515.88	801.868
1515.98	850.987	1515.98	801.753
1516.08	850.739	1516.08	801.637
1516.18	850.515	1516.18	801.521
1516.28	850.286	1516.28	801.405
1516.38	850.049	1516.38	801.29
1516.48	849.817	1516.48	801.175
1516.58	849.577	1516.58	801.059
1516.68	849.347	1516.68	800.944
1516.78	849.108	1516.78	800.829
1516.88	848.876	1516.88	800.714
1516.98	848.638	1516.98	800.599
1517.08	848.397	1517.08	800.484
1517.18	848.167	1517.18	800.37
1517.28	847.919	1517.28	800.255
1517.38	847.677	1517.38	800.141
1517.48	847.446	1517.48	800.026
1517.58	847.208	1517.58	799.912
1517.68	846.985	1517.68	799.798
1517.78	846.757	1517.78	799.684
1517.88	846.526	1517.88	799.57
1517.98	846.306	1517.98	799.456
1518.08	846.084	1518.08	799.343
1518.18	845.868	1518.18	799.229
1518.28	845.636	1518.28	799.115
1518.38	845.415	1518.38	799.002
1518.48	845.196	1518.48	798.889
1518.58	844.987	1518.58	798.775
1518.68	844.767	1518.68	798.662
1518.78	844.556	1518.78	798.549
1518.88	844.327	1518.88	798.436
1518.98	844.106	1518.98	798.324
1519.08	843.877	1519.08	798.211
1519.18	843.657	1519.18	798.098
1519.28	843.437	1519.28	797.986
1519.38	843.226	1519.38	797.873
1519.48	843.015	1519.48	797.761
1519.58	842.788	1519.58	797.649
1519.68	842.56	1519.68	797.537
1519.78	842.337	1519.78	797.425
1519.88	842.126	1519.88	797.313
1519.98	841.897	1519.98	797.201
1520.08	841.679	1520.08	797.089
1520.18	841.466	1520.18	796.977
1520.28	841.237	1520.28	796.866
1520.38	841.026	1520.38	796.754
1520.48	840.827	1520.48	796.643
1520.58	840.599	1520.58	796.532
1520.68	840.386	1520.68	796.421
1520.78	840.167	1520.78	796.31
1520.88	839.956	1520.88	796.199
1520.98	839.739	1520.98	796.088
1521.08	839.528	1521.08	795.977
1521.18	839.308	1521.18	795.866
1521.28	839.089	1521.28	795.756
1521.38	838.878	1521.38	795.645
1521.48	838.665	1521.48	795.535
1521.58	838.448	1521.58	795.425
1521.68	838.235	1521.68	795.314
1521.78	838.028	1521.78	795.204
1521.88	837.819	1521.88	795.094
1521.98	837.608	1521.98	794.985
1522.08	837.39	1522.08	794.875
1522.18	837.169	1522.18	794.765
1522.28	836.948	1522.28	794.655
1522.38	836.737	1522.38	794.546
1522.48	836.519	1522.48	794.436
1522.58	836.298	1522.58	794.327
1522.68	836.077	1522.68	794.218
1522.78	835.876	1522.78	794.109
1522.88	835.659	1522.88	794
1522.98	835.448	1522.98	793.891
1523.08	835.229	1523.08	793.782
1523.18	835.019	1523.18	793.673
1523.28	834.808	1523.28	793.564
1523.38	834.601	1523.38	793.456
1523.48	834.396	1523.48	793.347
1523.58	834.188	1523.58	793.239
1523.68	833.987	1523.68	793.13
1523.78	833.788	1523.78	793.022
1523.88	833.597	1523.88	792.914
1523.98	833.388	1523.98	792.806
1524.08	833.177	1524.08	792.698
1524.18	832.979	1524.18	792.59
1524.28	832.759	1524.28	792.482
1524.38	832.56	1524.38	792.374
1524.48	832.356	1524.48	792.267
1524.58	832.159	1524.58	792.159
1524.68	831.966	1524.68	792.052
1524.78	831.765	1524.78	791.944
1524.88	831.558	1524.88	791.837
1524.98	831.348	1524.98	791.73
1525.08	831.149	1525.08	791.623
1525.18	830.938	1525.18	791.516
1525.28	830.747	1525.28	791.409
1525.38	830.556	1525.38	791.302
1525.48	830.349	1525.48	791.195
1525.58	830.146	1525.58	791.089
1525.68	829.948	1525.68	790.982
1525.78	829.747	1525.78	790.875
1525.88	829.548	1525.88	790.769
1525.98	829.366	1525.98	790.663
1526.08	829.157	1526.08	790.557
1526.18	828.966	1526.18	790.45
1526.28	828.778	1526.28	790.344
1526.38	828.567	1526.38	790.238
1526.48	828.368	1526.48	790.133
1526.58	828.196	1526.58	790.027
1526.68	827.989	1526.68	789.921
1526.78	827.798	1526.78	789.815
1526.88	827.608	1526.88	789.71
1526.98	827.409	1526.98	789.604
1527.08	827.208	1527.08	789.499
1527.18	826.997	1527.18	789.394
1527.28	826.798	1527.28	789.288
1527.38	826.597	1527.38	789.183
1527.48	826.399	1527.48	789.078
1527.58	826.188	1527.58	788.973
1527.68	825.997	1527.68	788.868
1527.78	825.799	1527.78	788.764
1527.88	825.599	1527.88	788.659
1527.98	825.399	1527.98	788.554
1528.08	825.19	1528.08	788.45
1528.18	824.979	1528.18	788.345
1528.28	824.788	1528.28	788.241
1528.38	824.581	1528.38	788.137
1528.48	824.388	1528.48	788.032
1528.58	824.208	1528.58	787.928
1528.68	824.021	1528.68	787.824
1528.78	823.817	1528.78	787.72
1528.88	823.638	1528.88	787.616
1528.98	823.431	1528.98	787.513
1529.08	823.237	1529.08	787.409
1529.18	823.05	1529.18	787.305
1529.28	822.868	1529.28	787.202
1529.38	822.679	1529.38	787.098
1529.48	822.489	1529.48	786.995
1529.58	822.298	1529.58	786.892
1529.68	822.097	1529.68	786.788
1529.78	821.909	1529.78	786.685
1529.88	821.718	1529.88	786.582
1529.98	821.521	1529.98	786.479
1530.08	821.337	1530.08	786.376
1530.18	821.14	1530.18	786.273
1530.28	820.958	1530.28	786.17
1530.38	820.759	1530.38	786.068
1530.48	820.569	1530.48	785.965
1530.58	820.37	1530.58	785.863
1530.68	820.198	1530.68	785.76
1530.78	820.007	1530.78	785.658
1530.88	819.819	1530.88	785.556
1530.98	819.629	1530.98	785.453
1531.08	819.439	1531.08	785.351
1531.18	819.239	1531.18	785.249
1531.28	819.059	1531.28	785.147
1531.38	818.863	1531.38	785.045
1531.48	818.677	1531.48	784.944
1531.58	818.489	1531.58	784.842
1531.68	818.298	1531.68	784.74
1531.78	818.108	1531.78	784.638
1531.88	817.919	1531.88	784.537
1531.98	817.72	1531.98	784.436
1532.08	817.548	1532.08	784.334
1532.18	817.341	1532.18	784.233
1532.28	817.149	1532.28	784.132
1532.38	816.978	1532.38	784.031
1532.48	816.79	1532.48	783.93
1532.58	816.601	1532.58	783.829
1532.68	816.409	1532.68	783.728
1532.78	816.22	1532.78	783.627
1532.88	816.021	1532.88	783.526
1532.98	815.829	1532.98	783.425
1533.08	815.657	1533.08	783.325
1533.18	815.47	1533.18	783.224
1533.28	815.271	1533.28	783.124
1533.38	815.099	1533.38	783.023
1533.48	814.909	1533.48	782.923
1533.58	814.72	1533.58	782.823
1533.68	814.538	1533.68	782.723
1533.78	814.351	1533.78	782.623
1533.88	814.171	1533.88	782.523
1533.98	813.979	1533.98	782.423
1534.08	813.78	1534.08	782.323
1534.18	813.601	1534.18	782.223
1534.28	813.421	1534.28	782.123
1534.38	813.249	1534.38	782.024
1534.48	813.069	1534.48	781.924
1534.58	812.89	1534.58	781.825
1534.68	812.708	1534.68	781.725
1534.78	812.53	1534.78	781.626
1534.88	812.351	1534.88	781.527
1534.98	812.181	1534.98	781.428
1535.08	812.019	1535.08	781.328
1535.18	811.851	1535.18	781.229
1535.28	811.671	1535.28	781.13
1535.38	811.481	1535.38	781.031
1535.48	811.319	1535.48	780.933
1535.58	811.151	1535.58	780.834
1535.68	810.97	1535.68	780.735
1535.78	810.812	1535.78	780.637
1535.88	810.638	1535.88	780.538
1535.98	810.47	1535.98	780.44
1536.08	810.29	1536.08	780.341
1536.18	810.101	1536.18	780.243
1536.28	809.931	1536.28	780.145
1536.38	809.761	1536.38	780.046
1536.48	809.591	1536.48	779.948
1536.58	809.411	1536.58	779.85
1536.68	809.222	1536.68	779.752
1536.78	809.042	1536.78	779.654
1536.88	808.839	1536.88	779.557
1536.98	808.659	1536.98	779.459
1537.08	808.489	1537.08	779.361
1537.18	808.31	1537.18	779.263
1537.28	808.149	1537.28	779.166
1537.38	807.96	1537.38	779.068
1537.48	807.78	1537.48	778.971
1537.58	807.61	1537.58	778.874
1537.68	807.429	1537.68	778.776
1537.78	807.259	1537.78	778.679
1537.88	807.101	1537.88	778.582
1537.98	806.94	1537.98	778.485
1538.08	806.761	1538.08	778.388
1538.18	806.591	1538.18	778.291
1538.28	806.431	1538.28	778.194
1538.38	806.253	1538.38	778.097
1538.48	806.091	1538.48	778.001
1538.58	805.903	1538.58	777.904
1538.68	805.749	1538.68	777.807
1538.78	805.583	1538.78	777.711
1538.88	805.411	1538.88	777.614
1538.98	805.231	1538.98	777.518
1539.08	805.06	1539.08	777.422
1539.18	804.89	1539.18	777.325
1539.28	804.722	1539.28	777.229
1539.38	804.542	1539.38	777.133
1539.48	804.37	1539.48	777.037
1539.58	804.2	1539.58	776.941
1539.68	804.032	1539.68	776.845
1539.78	803.851	1539.78	776.749
1539.88	803.671	1539.88	776.654
1539.98	803.503	1539.98	776.558
1540.08	803.351	1540.08	776.462
1540.18	803.191	1540.18	776.367
1540.28	803.019	1540.28	776.271
1540.38	802.841	1540.38	776.176
1540.48	802.669	1540.48	776.08
1540.58	802.503	1540.58	775.985
1540.68	802.341	1540.68	775.89
1540.78	802.173	1540.78	775.794
1540.88	801.993	1540.88	775.699
1540.98	801.821	1540.98	775.604
1541.08	801.642	1541.08	775.509
1541.18	801.47	1541.18	775.414
1541.28	801.3	1541.28	775.32
1541.38	801.122	1541.38	775.225
1541.48	800.97	1541.48	775.13
1541.58	800.792	1541.58	775.035
1541.68	800.63	1541.68	774.941
1541.78	800.462	1541.78	774.846
1541.88	800.304	1541.88	774.752
1541.98	800.134	1541.98	774.657
1542.08	799.98	1542.08	774.563
1542.18	799.819	1542.18	774.469
1542.28	799.644	1542.28	774.375
1542.38	799.489	1542.38	774.28
1542.48	799.333	1542.48	774.186
1542.58	799.173	1542.58	774.092
1542.68	799.03	1542.68	773.998
1542.78	798.872	1542.78	773.904
1542.88	798.703	1542.88	773.811
1542.98	798.54	1542.98	773.717
1543.08	798.372	1543.08	773.623
1543.18	798.222	1543.18	773.529
1543.28	798.052	1543.28	773.436
1543.38	797.89	1543.38	773.342
1543.48	797.726	1543.48	773.249
1543.58	797.571	1543.58	773.156
1543.68	797.392	1543.68	773.062
1543.78	797.222	1543.78	772.969
1543.88	797.052	1543.88	772.876
1543.98	796.892	1543.98	772.783
1544.08	796.722	1544.08	772.69
1544.18	796.573	1544.18	772.597
1544.28	796.402	1544.28	772.504
1544.38	796.249	1544.38	772.411
1544.48	796.103	1544.48	772.318
1544.58	795.933	1544.58	772.225
1544.68	795.772	1544.68	772.132
1544.78	795.612	1544.78	772.04
1544.88	795.452	1544.88	771.947
1544.98	795.292	1544.98	771.855
1545.08	795.122	1545.08	771.762
1545.18	794.962	1545.18	771.67
1545.28	794.792	1545.28	771.577
1545.38	794.622	1545.38	771.485
1545.48	794.462	1545.48	771.393
1545.58	794.292	1545.58	771.301
1545.68	794.142	1545.68	771.209
1545.78	793.981	1545.78	771.117
1545.88	793.819	1545.88	771.025
1545.98	793.663	1545.98	770.933
1546.08	793.493	1546.08	770.841
1546.18	793.333	1546.18	770.749
1546.28	793.171	1546.28	770.657
1546.38	793.009	1546.38	770.566
1546.48	792.862	1546.48	770.474
1546.58	792.712	1546.58	770.383
1546.68	792.552	1546.68	770.291
1546.78	792.382	1546.78	770.2
1546.88	792.212	1546.88	770.108
1546.98	792.062	1546.98	770.017
1547.08	791.901	1547.08	769.926
1547.18	791.741	1547.18	769.835
1547.28	791.593	1547.28	769.743
1547.38	791.45	1547.38	769.652
1547.48	791.292	1547.48	769.561
1547.58	791.122	1547.58	769.47
1547.68	790.953	1547.68	769.379
1547.78	790.792	1547.78	769.289
1547.88	790.632	1547.88	769.198
1547.98	790.472	1547.98	769.107
1548.08	790.312	1548.08	769.017
1548.18	790.153	1548.18	768.926
1548.28	789.993	1548.28	768.835
1548.38	789.83	1548.38	768.745
1548.48	789.681	1548.48	768.654
1548.58	789.532	1548.58	768.564
1548.68	789.382	1548.68	768.474
1548.78	789.233	1548.78	768.383
1548.88	789.073	1548.88	768.293
1548.98	788.933	1548.98	768.203
1549.08	788.792	1549.08	768.113
1549.18	788.651	1549.18	768.023
1549.28	788.511	1549.28	767.933
1549.38	788.354	1549.38	767.843
1549.48	788.224	1549.48	767.753
1549.58	788.063	1549.58	767.664
1549.68	787.902	1549.68	767.574
1549.78	787.751	1549.78	767.484
1549.88	787.612	1549.88	767.394
1549.98	787.452	1549.98	767.305
1550.08	787.302	1550.08	767.215
1550.18	787.144	1550.18	767.126
1550.28	786.984	1550.28	767.036
1550.38	786.831	1550.38	766.947
1550.48	786.683	1550.48	766.858
1550.58	786.532	1550.58	766.769
1550.68	786.382	1550.68	766.679
1550.78	786.233	1550.78	766.59
1550.88	786.091	1550.88	766.501
1550.98	785.942	1550.98	766.412
1551.08	785.802	1551.08	766.323
1551.18	785.642	1551.18	766.234
1551.28	785.493	1551.28	766.146
1551.38	785.343	1551.38	766.057
1551.48	785.191	1551.48	765.968
1551.58	785.052	1551.58	765.879
1551.68	784.882	1551.68	765.791
1551.78	784.743	1551.78	765.702
1551.88	784.585	1551.88	765.614
1551.98	784.431	1551.98	765.525
1552.08	784.282	1552.08	765.437
1552.18	784.132	1552.18	765.348
1552.28	783.991	1552.28	765.26
1552.38	783.843	1552.38	765.172
1552.48	783.694	1552.48	765.084
1552.58	783.542	1552.58	764.996
1552.68	783.392	1552.68	764.908
1552.78	783.241	1552.78	764.82
1552.88	783.093	1552.88	764.732
1552.98	782.933	1552.98	764.644
1553.08	782.783	1553.08	764.556
1553.18	782.632	1553.18	764.468
1553.28	782.491	1553.28	764.38
1553.38	782.353	1553.38	764.293
1553.48	782.194	1553.48	764.205
1553.58	782.044	1553.58	764.117
1553.68	781.902	1553.68	764.03
1553.78	781.751	1553.78	763.942
1553.88	781.604	1553.88	763.855
1553.98	781.462	1553.98	763.768
1554.08	781.325	1554.08	763.68
1554.18	781.171	1554.18	763.593
1554.28	781.034	1554.28	763.506
1554.38	780.884	1554.38	763.419
1554.48	780.743	1554.48	763.332
1554.58	780.611	1554.58	763.245
1554.68	780.474	1554.68	763.158
1554.78	780.325	1554.78	763.071
1554.88	780.202	1554.88	762.984
1554.98	780.064	1554.98	762.897
1555.08	779.921	1555.08	762.81
1555.18	779.774	1555.18	762.723
1555.28	779.632	1555.28	762.637
1555.38	779.485	1555.38	762.55
1555.48	779.351	1555.48	762.463
1555.58	779.194	1555.58	762.377
1555.68	779.044	1555.68	762.29
1555.78	778.896	1555.78	762.204
1555.88	778.751	1555.88	762.118
1555.98	778.595	1555.98	762.031
1556.08	778.425	1556.08	761.945
1556.18	778.292	1556.18	761.859
1556.28	778.134	1556.28	761.773
1556.38	778.011	1556.38	761.687
1556.48	777.864	1556.48	761.601
1556.58	777.714	1556.58	761.515
1556.68	777.593	1556.68	761.429
1556.78	777.445	1556.78	761.343
1556.88	777.294	1556.88	761.257
1556.98	777.163	1556.98	761.171
1557.08	777.024	1557.08	761.085
1557.18	776.884	1557.18	761
1557.28	776.733	1557.28	760.914
1557.38	776.595	1557.38	760.828
1557.48	776.442	1557.48	760.743
1557.58	776.304	1557.58	760.657
1557.68	776.161	1557.68	760.572
1557.78	776.015	1557.78	760.486
1557.88	775.872	1557.88	760.401
1557.98	775.734	1557.98	760.316
1558.08	775.595	1558.08	760.231
1558.18	775.454	1558.18	760.145
1558.28	775.313	1558.28	760.06
1558.38	775.173	1558.38	759.975
1558.48	775.033	1558.48	759.89
1558.58	774.894	1558.58	759.805
1558.68	774.745	1558.68	759.72
1558.78	774.612	1558.78	759.635
1558.88	774.474	1558.88	759.55
1558.98	774.341	1558.98	759.466
1559.08	774.194	1559.08	759.381
1559.18	774.063	1559.18	759.296
1559.28	773.923	1559.28	759.212
1559.38	773.784	1559.38	759.127
1559.48	773.661	1559.48	759.043
1559.58	773.524	1559.58	758.958
1559.68	773.384	1559.68	758.874
1559.78	773.272	1559.78	758.789
1559.88	773.134	1559.88	758.705
1559.98	773.003	1559.98	758.621
1560.08	772.882	1560.08	758.536
1560.18	772.744	1560.18	758.452
1560.28	772.612	1560.28	758.368
1560.38	772.474	1560.38	758.284
1560.48	772.343	1560.48	758.2
1560.58	772.204	1560.58	758.116
1560.68	772.074	1560.68	758.032
1560.78	771.935	1560.78	757.948
1560.88	771.792	1560.88	757.864
1560.98	771.655	1560.98	757.78
1561.08	771.533	1561.08	757.696
1561.18	771.384	1561.18	757.613
1561.28	771.245	1561.28	757.529
1561.38	771.104	1561.38	757.445
1561.48	770.992	1561.48	757.362
1561.58	770.854	1561.58	757.278
1561.68	770.704	1561.68	757.195
1561.78	770.573	1561.78	757.111
1561.88	770.443	1561.88	757.028
1561.98	770.304	1561.98	756.945
1562.08	770.165	1562.08	756.862
1562.18	770.046	1562.18	756.778
1562.28	769.904	1562.28	756.695
1562.38	769.774	1562.38	756.612
1562.48	769.634	1562.48	756.529
1562.58	769.493	1562.58	756.446
1562.68	769.365	1562.68	756.363
1562.78	769.233	1562.78	756.28
1562.88	769.104	1562.88	756.197
1562.98	768.955	1562.98	756.114
1563.08	768.831	1563.08	756.031
1563.18	768.694	1563.18	755.948
1563.28	768.536	1563.28	755.866
1563.38	768.412	1563.38	755.783
1563.48	768.284	1563.48	755.701
1563.58	768.155	1563.58	755.618
1563.68	768.024	1563.68	755.535
1563.78	767.875	1563.78	755.453
1563.88	767.743	1563.88	755.37
