Cycle: 14  CDAN-D1043K_X	Cycle: 14  CDAN-D1043K_Y	Fitted Cycle: 14  CDAN-D1043K_X	Fitted Cycle: 14  CDAN-D1043K_Y
913.98	453.471	913.98	386.411
914.08	453.253	914.08	386.399
914.18	453.043	914.18	386.387
914.28	452.843	914.28	386.374
914.38	452.633	914.38	386.362
914.48	452.433	914.48	386.35
914.58	452.241	914.58	386.338
914.68	452.059	914.68	386.325
914.78	451.851	914.78	386.313
914.88	451.653	914.88	386.301
914.98	451.452	914.98	386.289
915.08	451.245	915.08	386.277
915.18	451.052	915.18	386.264
915.28	450.864	915.28	386.252
915.38	450.647	915.38	386.24
915.48	450.442	915.48	386.228
915.58	450.252	915.58	386.215
915.68	450.054	915.68	386.203
915.78	449.853	915.78	386.191
915.88	449.655	915.88	386.179
915.98	449.462	915.98	386.166
916.08	449.272	916.08	386.154
916.18	449.075	916.18	386.142
916.28	448.884	916.28	386.13
916.38	448.713	916.38	386.118
916.48	448.524	916.48	386.105
916.58	448.333	916.58	386.093
916.68	448.135	916.68	386.081
916.78	447.927	916.78	386.069
916.88	447.741	916.88	386.057
916.98	447.565	916.98	386.044
917.08	447.396	917.08	386.032
917.18	447.204	917.18	386.02
917.28	447.014	917.28	386.008
917.38	446.825	917.38	385.996
917.48	446.614	917.48	385.983
917.58	446.433	917.58	385.971
917.68	446.245	917.68	385.959
917.78	446.063	917.78	385.947
917.88	445.874	917.88	385.935
917.98	445.676	917.98	385.922
918.08	445.485	918.08	385.91
918.18	445.274	918.18	385.898
918.28	445.085	918.28	385.886
918.38	444.895	918.38	385.874
918.48	444.722	918.48	385.861
918.58	444.536	918.58	385.849
918.68	444.344	918.68	385.837
918.78	444.157	918.78	385.825
918.88	443.983	918.88	385.813
918.98	443.815	918.98	385.801
919.08	443.636	919.08	385.788
919.18	443.464	919.18	385.776
919.28	443.276	919.28	385.764
919.38	443.104	919.38	385.752
919.48	442.917	919.48	385.74
919.58	442.733	919.58	385.727
919.68	442.554	919.68	385.715
919.78	442.366	919.78	385.703
919.88	442.194	919.88	385.691
919.98	442.003	919.98	385.679
920.08	441.807	920.08	385.667
920.18	441.634	920.18	385.654
920.28	441.456	920.28	385.642
920.38	441.284	920.38	385.63
920.48	441.106	920.48	385.618
920.58	440.927	920.58	385.606
920.68	440.757	920.68	385.594
920.78	440.575	920.78	385.582
920.88	440.386	920.88	385.569
920.98	440.204	920.98	385.557
921.08	440.026	921.08	385.545
921.18	439.856	921.18	385.533
921.28	439.683	921.28	385.521
921.38	439.506	921.38	385.509
921.48	439.327	921.48	385.497
921.58	439.136	921.58	385.484
921.68	438.974	921.68	385.472
921.78	438.807	921.78	385.46
921.88	438.626	921.88	385.448
921.98	438.466	921.98	385.436
922.08	438.296	922.08	385.424
922.18	438.134	922.18	385.412
922.28	437.959	922.28	385.399
922.38	437.786	922.38	385.387
922.48	437.606	922.48	385.375
922.58	437.446	922.58	385.363
922.68	437.276	922.68	385.351
922.78	437.118	922.78	385.339
922.88	436.927	922.88	385.327
922.98	436.757	922.98	385.315
923.08	436.587	923.08	385.302
923.18	436.425	923.18	385.29
923.28	436.266	923.28	385.278
923.38	436.099	923.38	385.266
923.48	435.954	923.48	385.254
923.58	435.786	923.58	385.242
923.68	435.608	923.68	385.23
923.78	435.446	923.78	385.218
923.88	435.276	923.88	385.206
923.98	435.126	923.98	385.193
924.08	434.976	924.08	385.181
924.18	434.806	924.18	385.169
924.28	434.636	924.28	385.157
924.38	434.468	924.38	385.145
924.48	434.297	924.48	385.133
924.58	434.126	924.58	385.121
924.68	433.966	924.68	385.109
924.78	433.806	924.78	385.097
924.88	433.646	924.88	385.084
924.98	433.479	924.98	385.072
925.08	433.335	925.08	385.06
925.18	433.177	925.18	385.048
925.28	432.997	925.28	385.036
925.38	432.856	925.38	385.024
925.48	432.687	925.48	385.012
925.58	432.536	925.58	385
925.68	432.397	925.68	384.988
925.78	432.235	925.78	384.976
925.88	432.075	925.88	384.964
925.98	431.907	925.98	384.952
926.08	431.737	926.08	384.939
926.18	431.586	926.18	384.927
926.28	431.437	926.28	384.915
926.38	431.286	926.38	384.903
926.48	431.11	926.48	384.891
926.58	430.938	926.58	384.879
926.68	430.778	926.68	384.867
926.78	430.626	926.78	384.855
926.88	430.458	926.88	384.843
926.98	430.308	926.98	384.831
927.08	430.139	927.08	384.819
927.18	429.989	927.18	384.807
927.28	429.821	927.28	384.795
927.38	429.659	927.38	384.783
927.48	429.526	927.48	384.77
927.58	429.378	927.58	384.758
927.68	429.22	927.68	384.746
927.78	429.058	927.78	384.734
927.88	428.907	927.88	384.722
927.98	428.747	927.98	384.71
928.08	428.599	928.08	384.698
928.18	428.458	928.18	384.686
928.28	428.308	928.28	384.674
928.38	428.147	928.38	384.662
928.48	427.999	928.48	384.65
928.58	427.839	928.58	384.638
928.68	427.679	928.68	384.626
928.78	427.53	928.78	384.614
928.88	427.37	928.88	384.602
928.98	427.208	928.98	384.59
929.08	427.052	929.08	384.578
929.18	426.892	929.18	384.566
929.28	426.739	929.28	384.554
929.38	426.589	929.38	384.542
929.48	426.456	929.48	384.53
929.58	426.317	929.58	384.518
929.68	426.159	929.68	384.506
929.78	426.009	929.78	384.493
929.88	425.849	929.88	384.481
929.98	425.708	929.98	384.469
930.08	425.577	930.08	384.457
930.18	425.419	930.18	384.445
930.28	425.267	930.28	384.433
930.38	425.128	930.38	384.421
930.48	424.97	930.48	384.409
930.58	424.829	930.58	384.397
930.68	424.679	930.68	384.385
930.78	424.53	930.78	384.373
930.88	424.39	930.88	384.361
930.98	424.231	930.98	384.349
931.08	424.071	931.08	384.337
931.18	423.931	931.18	384.325
931.28	423.769	931.28	384.313
931.38	423.63	931.38	384.301
931.48	423.479	931.48	384.289
931.58	423.329	931.58	384.277
931.68	423.169	931.68	384.265
931.78	423.021	931.78	384.253
931.88	422.878	931.88	384.241
931.98	422.747	931.98	384.229
932.08	422.599	932.08	384.217
932.18	422.46	932.18	384.205
932.28	422.3	932.28	384.193
932.38	422.169	932.38	384.181
932.48	422.009	932.48	384.169
932.58	421.86	932.58	384.157
932.68	421.72	932.68	384.145
932.78	421.591	932.78	384.133
932.88	421.442	932.88	384.121
932.98	421.29	932.98	384.109
933.08	421.144	933.08	384.097
933.18	421.001	933.18	384.085
933.28	420.851	933.28	384.073
933.38	420.71	933.38	384.061
933.48	420.562	933.48	384.049
933.58	420.431	933.58	384.037
933.68	420.283	933.68	384.025
933.78	420.14	933.78	384.013
933.88	419.989	933.88	384.002
933.98	419.843	933.98	383.99
934.08	419.7	934.08	383.978
934.18	419.55	934.18	383.966
934.28	419.399	934.28	383.954
934.38	419.251	934.38	383.942
934.48	419.13	934.48	383.93
934.58	418.979	934.58	383.918
934.68	418.823	934.68	383.906
934.78	418.681	934.78	383.894
934.88	418.53	934.88	383.882
934.98	418.401	934.98	383.87
935.08	418.271	935.08	383.858
935.18	418.132	935.18	383.846
935.28	418.001	935.28	383.834
935.38	417.851	935.38	383.822
935.48	417.71	935.48	383.81
935.58	417.569	935.58	383.798
935.68	417.431	935.68	383.786
935.78	417.282	935.78	383.774
935.88	417.13	935.88	383.762
935.98	417.011	935.98	383.75
936.08	416.88	936.08	383.738
936.18	416.751	936.18	383.727
936.28	416.61	936.28	383.715
936.38	416.481	936.38	383.703
936.48	416.36	936.48	383.691
936.58	416.231	936.58	383.679
936.68	416.091	936.68	383.667
936.78	415.952	936.78	383.655
936.88	415.821	936.88	383.643
936.98	415.698	936.98	383.631
937.08	415.552	937.08	383.619
937.18	415.431	937.18	383.607
937.28	415.279	937.28	383.595
937.38	415.13	937.38	383.583
937.48	415.001	937.48	383.571
937.58	414.86	937.58	383.56
937.68	414.729	937.68	383.548
937.78	414.591	937.78	383.536
937.88	414.46	937.88	383.524
937.98	414.329	937.98	383.512
938.08	414.21	938.08	383.5
938.18	414.091	938.18	383.488
938.28	413.96	938.28	383.476
938.38	413.839	938.38	383.464
938.48	413.722	938.48	383.452
938.58	413.591	938.58	383.44
938.68	413.46	938.68	383.428
938.78	413.351	938.78	383.417
938.88	413.214	938.88	383.405
938.98	413.101	938.98	383.393
939.08	412.991	939.08	383.381
939.18	412.871	939.18	383.369
939.28	412.741	939.28	383.357
939.38	412.62	939.38	383.345
939.48	412.509	939.48	383.333
939.58	412.372	939.58	383.321
939.68	412.261	939.68	383.309
939.78	412.149	939.78	383.298
939.88	412.032	939.88	383.286
939.98	411.931	939.98	383.274
940.08	411.804	940.08	383.262
940.18	411.671	940.18	383.25
940.28	411.552	940.28	383.238
940.38	411.402	940.38	383.226
940.48	411.29	940.48	383.214
940.58	411.142	940.58	383.203
940.68	411.03	940.68	383.191
940.78	410.901	940.78	383.179
940.88	410.761	940.88	383.167
940.98	410.632	940.98	383.155
941.08	410.501	941.08	383.143
941.18	410.372	941.18	383.131
941.28	410.261	941.28	383.119
941.38	410.114	941.38	383.108
941.48	409.991	941.48	383.096
941.58	409.853	941.58	383.084
941.68	409.724	941.68	383.072
941.78	409.573	941.78	383.06
941.88	409.453	941.88	383.048
941.98	409.321	941.98	383.036
942.08	409.183	942.08	383.024
942.18	409.044	942.18	383.013
942.28	408.911	942.28	383.001
942.38	408.773	942.38	382.989
942.48	408.64	942.48	382.977
942.58	408.511	942.58	382.965
942.68	408.401	942.68	382.953
942.78	408.272	942.78	382.941
942.88	408.146	942.88	382.93
942.98	408.001	942.98	382.918
943.08	407.872	943.08	382.906
943.18	407.741	943.18	382.894
943.28	407.612	943.28	382.882
943.38	407.476	943.38	382.87
943.48	407.343	943.48	382.859
943.58	407.212	943.58	382.847
943.68	407.081	943.68	382.835
943.78	406.935	943.78	382.823
943.88	406.813	943.88	382.811
943.98	406.683	943.98	382.799
944.08	406.562	944.08	382.788
944.18	406.435	944.18	382.776
944.28	406.321	944.28	382.764
944.38	406.202	944.38	382.752
944.48	406.065	944.48	382.74
944.58	405.941	944.58	382.728
944.68	405.831	944.68	382.717
944.78	405.722	944.78	382.705
944.88	405.604	944.88	382.693
944.98	405.493	944.98	382.681
945.08	405.384	945.08	382.669
945.18	405.271	945.18	382.657
945.28	405.161	945.28	382.646
945.38	405.042	945.38	382.634
945.48	404.923	945.48	382.622
945.58	404.823	945.58	382.61
945.68	404.705	945.68	382.598
945.78	404.581	945.78	382.587
945.88	404.472	945.88	382.575
945.98	404.353	945.98	382.563
946.08	404.233	946.08	382.551
946.18	404.122	946.18	382.539
946.28	403.994	946.28	382.528
946.38	403.882	946.38	382.516
946.48	403.772	946.48	382.504
946.58	403.653	946.58	382.492
946.68	403.532	946.68	382.48
946.78	403.423	946.78	382.469
946.88	403.312	946.88	382.457
946.98	403.183	946.98	382.445
947.08	403.054	947.08	382.433
947.18	402.94	947.18	382.421
947.28	402.833	947.28	382.41
947.38	402.705	947.38	382.398
947.48	402.591	947.48	382.386
947.58	402.481	947.58	382.374
947.68	402.362	947.68	382.362
947.78	402.243	947.78	382.351
947.88	402.124	947.88	382.339
947.98	402.001	947.98	382.327
948.08	401.882	948.08	382.315
948.18	401.772	948.18	382.304
948.28	401.655	948.28	382.292
948.38	401.542	948.38	382.28
948.48	401.441	948.48	382.268
948.58	401.331	948.58	382.256
948.68	401.212	948.68	382.245
948.78	401.112	948.78	382.233
948.88	400.995	948.88	382.221
948.98	400.894	948.98	382.209
949.08	400.783	949.08	382.198
949.18	400.683	949.18	382.186
949.28	400.571	949.28	382.174
949.38	400.462	949.38	382.162
949.48	400.362	949.48	382.151
949.58	400.244	949.58	382.139
949.68	400.132	949.68	382.127
949.78	400.022	949.78	382.115
949.88	399.894	949.88	382.104
949.98	399.792	949.98	382.092
950.08	399.683	950.08	382.08
950.18	399.572	950.18	382.068
950.28	399.454	950.28	382.057
950.38	399.354	950.38	382.045
950.48	399.243	950.48	382.033
950.58	399.144	950.58	382.021
950.68	399.033	950.68	382.01
950.78	398.925	950.78	381.998
950.88	398.823	950.88	381.986
950.98	398.726	950.98	381.974
951.08	398.623	951.08	381.963
951.18	398.503	951.18	381.951
951.28	398.392	951.28	381.939
951.38	398.274	951.38	381.927
951.48	398.154	951.48	381.916
951.58	398.052	951.58	381.904
951.68	397.935	951.68	381.892
951.78	397.823	951.78	381.88
951.88	397.716	951.88	381.869
951.98	397.603	951.98	381.857
952.08	397.493	952.08	381.845
952.18	397.374	952.18	381.834
952.28	397.263	952.28	381.822
952.38	397.153	952.38	381.81
952.48	397.054	952.48	381.798
952.58	396.954	952.58	381.787
952.68	396.833	952.68	381.775
952.78	396.704	952.78	381.763
952.88	396.575	952.88	381.752
952.98	396.444	952.98	381.74
953.08	396.324	953.08	381.728
953.18	396.212	953.18	381.716
953.28	396.093	953.28	381.705
953.38	395.985	953.38	381.693
953.48	395.892	953.48	381.681
953.58	395.815	953.58	381.67
953.68	395.751	953.68	381.658
953.78	395.735	953.78	381.646
953.88	395.721	953.88	381.634
953.98	395.727	953.98	381.623
954.08	395.765	954.08	381.611
954.18	395.91	954.18	381.599
954.28	395.929	954.28	381.588
954.38	395.744	954.38	381.576
954.48	396.275	954.48	381.564
954.58	400.984	954.58	381.553
954.68	408.282	954.68	381.541
954.78	410.74	954.78	381.529
954.88	413.763	954.88	560.934
954.98	416.067	954.98	561.239
955.08	417.043	955.08	561.544
955.18	418.579	955.18	561.849
955.28	420.277	955.28	562.154
955.38	422.623	955.38	562.459
955.48	425.169	955.48	562.764
955.58	428.281	955.58	563.069
955.68	431.71	955.68	563.373
955.78	435.249	955.78	563.678
955.88	439.346	955.88	563.983
955.98	443.255	955.98	564.287
956.08	447.444	956.08	564.592
956.18	451.489	956.18	564.896
956.28	455.753	956.28	565.201
956.38	460.14	956.38	565.505
956.48	464.071	956.48	565.81
956.58	468.161	956.58	566.114
956.68	472.053	956.68	566.418
956.78	475.925	956.78	566.723
956.88	479.812	956.88	567.027
956.98	483.501	956.98	567.331
957.08	487.147	957.08	567.635
957.18	490.66	957.18	567.939
957.28	494.018	957.28	568.243
957.38	497.312	957.38	568.547
957.48	500.352	957.48	568.851
957.58	503.42	957.58	569.155
957.68	506.556	957.68	569.459
957.78	509.615	957.78	569.763
957.88	512.392	957.88	570.066
957.98	515.1	957.98	570.37
958.08	517.844	958.08	570.674
958.18	520.5	958.18	570.977
958.28	523.234	958.28	571.281
958.38	525.783	958.38	571.584
958.48	528.066	958.48	571.888
958.58	530.404	958.58	572.191
958.68	532.726	958.68	572.495
958.78	535.12	958.78	572.798
958.88	537.253	958.88	573.101
958.98	539.518	958.98	573.405
959.08	541.627	959.08	573.708
959.18	543.637	959.18	574.011
959.28	545.668	959.28	574.314
959.38	547.678	959.38	574.617
959.48	549.65	959.48	574.92
959.58	551.506	959.58	575.223
959.68	553.332	959.68	575.526
959.78	555.148	959.78	575.829
959.88	556.96	959.88	576.132
959.98	558.68	959.98	576.435
960.08	560.364	960.08	576.737
960.18	562.085	960.18	577.04
960.28	563.722	960.28	577.343
960.38	565.423	960.38	577.645
960.48	567.046	960.48	577.948
960.58	568.563	960.58	578.25
960.68	570.086	960.68	578.553
960.78	571.579	960.78	578.856
960.88	573.055	960.88	579.158
960.98	574.547	960.98	579.46
961.08	575.997	961.08	579.762
961.18	577.413	961.18	580.065
961.28	578.842	961.28	580.367
961.38	580.262	961.38	580.669
961.48	581.606	961.48	580.971
961.58	582.995	961.58	581.273
961.68	584.235	961.68	581.575
961.78	585.504	961.78	581.877
961.88	586.721	961.88	582.179
961.98	587.948	961.98	582.481
962.08	589.215	962.08	582.783
962.18	590.424	962.18	583.085
962.28	591.664	962.28	583.387
962.38	592.881	962.38	583.688
962.48	594.098	962.48	583.99
962.58	595.289	962.58	584.291
962.68	596.406	962.68	584.593
962.78	597.512	962.78	584.895
962.88	598.613	962.88	585.196
962.98	599.742	962.98	585.497
963.08	600.838	963.08	585.799
963.18	601.9	963.18	586.1
963.28	603.004	963.28	586.401
963.38	604.076	963.38	586.703
963.48	605.115	963.48	587.004
963.58	606.113	963.58	587.305
963.68	607.169	963.68	587.606
963.78	608.154	963.78	587.907
963.88	609.16	963.88	588.208
963.98	610.121	963.98	588.509
964.08	611.107	964.08	588.81
964.18	612.097	964.18	589.111
964.28	613.046	964.28	589.411
964.38	613.948	964.38	589.712
964.48	614.875	964.48	590.013
964.58	615.783	964.58	590.313
964.68	616.675	964.68	590.614
964.78	617.589	964.78	590.915
964.88	618.499	964.88	591.215
964.98	619.38	964.98	591.516
965.08	620.25	965.08	591.816
965.18	621.138	965.18	592.117
965.28	621.988	965.28	592.417
965.38	622.825	965.38	592.717
965.48	623.642	965.48	593.017
965.58	624.474	965.58	593.317
965.68	625.302	965.68	593.618
965.78	626.112	965.78	593.918
965.88	626.901	965.88	594.218
965.98	627.685	965.98	594.517
966.08	628.479	966.08	594.817
966.18	629.25	966.18	595.118
966.28	630.019	966.28	595.417
966.38	630.808	966.38	595.717
966.48	631.567	966.48	596.017
966.58	632.329	966.58	596.316
966.68	633.075	966.68	596.616
966.78	633.808	966.78	596.916
966.88	634.575	966.88	597.215
966.98	635.304	966.98	597.515
967.08	636.002	967.08	597.814
967.18	636.754	967.18	598.114
967.28	637.464	967.28	598.413
967.38	638.141	967.38	598.712
967.48	638.85	967.48	599.011
967.58	639.522	967.58	599.31
967.68	640.209	967.68	599.61
967.78	640.891	967.78	599.909
967.88	641.561	967.88	600.208
967.98	642.229	967.98	600.507
968.08	642.889	968.08	600.806
968.18	643.559	968.18	601.105
968.28	644.198	968.28	601.404
968.38	644.856	968.38	601.702
968.48	645.497	968.48	602.001
968.58	646.118	968.58	602.3
968.68	646.754	968.68	602.599
968.78	647.387	968.78	602.897
968.88	648.014	968.88	603.196
968.98	648.633	968.98	603.494
969.08	649.252	969.08	603.792
969.18	649.864	969.18	604.091
969.28	650.473	969.28	604.389
969.38	651.084	969.38	604.688
969.48	651.692	969.48	604.986
969.58	652.274	969.58	605.284
969.68	652.872	969.68	605.582
969.78	653.471	969.78	605.88
969.88	654.042	969.88	606.178
969.98	654.61	969.98	606.476
970.08	655.215	970.08	606.774
970.18	655.762	970.18	607.072
970.28	656.329	970.28	607.37
970.38	656.868	970.38	607.668
970.48	657.409	970.48	607.966
970.58	657.956	970.58	608.263
970.68	658.489	970.68	608.561
970.78	659.016	970.78	608.859
970.88	659.543	970.88	609.156
970.98	660.057	970.98	609.454
971.08	660.567	971.08	609.751
971.18	661.075	971.18	610.049
971.28	661.588	971.28	610.346
971.38	662.086	971.38	610.643
971.48	662.598	971.48	610.94
971.58	663.086	971.58	611.237
971.68	663.586	971.68	611.535
971.78	664.086	971.78	611.832
971.88	664.586	971.88	612.129
971.98	665.1	971.98	612.426
972.08	665.602	972.08	612.723
972.18	666.102	972.18	613.02
972.28	666.584	972.28	613.317
972.38	667.083	972.38	613.613
972.48	667.569	972.48	613.91
972.58	668.059	972.58	614.206
972.68	668.542	972.68	614.503
972.78	669.022	972.78	614.8
972.88	669.493	972.88	615.096
972.98	669.963	972.98	615.393
973.08	670.395	973.08	615.689
973.18	670.85	973.18	615.986
973.28	671.292	973.28	616.282
973.38	671.743	973.38	616.578
973.48	672.163	973.48	616.874
973.58	672.602	973.58	617.17
973.68	673.042	973.68	617.467
973.78	673.481	973.78	617.763
973.88	673.901	973.88	618.059
973.98	674.338	973.98	618.355
974.08	674.77	974.08	618.65
974.18	675.211	974.18	618.947
974.28	675.649	974.28	619.242
974.38	676.081	974.38	619.538
974.48	676.516	974.48	619.834
974.58	676.956	974.58	620.129
974.68	677.377	974.68	620.425
974.78	677.797	974.78	620.72
974.88	678.217	974.88	621.016
974.98	678.618	974.98	621.311
975.08	679.037	975.08	621.606
975.18	679.448	975.18	621.902
975.28	679.866	975.28	622.197
975.38	680.264	975.38	622.492
975.48	680.647	975.48	622.787
975.58	681.039	975.58	623.082
975.68	681.426	975.68	623.378
975.78	681.817	975.78	623.673
975.88	682.196	975.88	623.968
975.98	682.594	975.98	624.262
976.08	682.986	976.08	624.557
976.18	683.375	976.18	624.852
976.28	683.727	976.28	625.147
976.38	684.086	976.38	625.442
976.48	684.467	976.48	625.736
976.58	684.844	976.58	626.031
976.68	685.233	976.68	626.325
976.78	685.615	976.78	626.62
976.88	685.985	976.88	626.914
976.98	686.346	976.98	627.208
977.08	686.723	977.08	627.503
977.18	687.083	977.18	627.797
977.28	687.444	977.28	628.091
977.38	687.805	977.38	628.385
977.48	688.163	977.48	628.679
977.58	688.523	977.58	628.973
977.68	688.881	977.68	629.268
977.78	689.223	977.78	629.561
977.88	689.565	977.88	629.855
977.98	689.913	977.98	630.149
978.08	690.27	978.08	630.443
978.18	690.612	978.18	630.737
978.28	690.953	978.28	631.03
978.38	691.299	978.38	631.324
978.48	691.633	978.48	631.617
978.58	691.983	978.58	631.911
978.68	692.33	978.68	632.204
978.78	692.67	978.78	632.498
978.88	693.012	978.88	632.791
978.98	693.34	978.98	633.084
979.08	693.682	979.08	633.377
979.18	694.01	979.18	633.671
979.28	694.342	979.28	633.964
979.38	694.661	979.38	634.257
979.48	694.998	979.48	634.55
979.58	695.311	979.58	634.842
979.68	695.639	979.68	635.136
979.78	695.943	979.78	635.428
979.88	696.25	979.88	635.721
979.98	696.568	979.98	636.014
980.08	696.91	980.08	636.306
980.18	697.211	980.18	636.599
980.28	697.521	980.28	636.892
980.38	697.829	980.38	637.184
980.48	698.131	980.48	637.476
980.58	698.44	980.58	637.769
980.68	698.758	980.68	638.061
980.78	699.08	980.78	638.354
980.88	699.395	980.88	638.646
980.98	699.719	980.98	638.938
981.08	700.039	981.08	639.23
981.18	700.331	981.18	639.522
981.28	700.639	981.28	639.814
981.38	700.957	981.38	640.106
981.48	701.27	981.48	640.398
981.58	701.579	981.58	640.689
981.68	701.869	981.68	640.981
981.78	702.178	981.78	641.273
981.88	702.467	981.88	641.565
981.98	702.758	981.98	641.856
982.08	703.057	982.08	642.148
982.18	703.35	982.18	642.439
982.28	703.647	982.28	642.731
982.38	703.947	982.38	643.022
982.48	704.236	982.48	643.313
982.58	704.52	982.58	643.604
982.68	704.817	982.68	643.896
982.78	705.096	982.78	644.187
982.88	705.379	982.88	644.478
982.98	705.647	982.98	644.769
983.08	705.918	983.08	645.06
983.18	706.205	983.18	645.351
983.28	706.486	983.28	645.642
983.38	706.75	983.38	645.933
983.48	707.016	983.48	646.223
983.58	707.289	983.58	646.514
983.68	707.566	983.68	646.805
983.78	707.838	983.78	647.095
983.88	708.106	983.88	647.386
983.98	708.357	983.98	647.676
984.08	708.617	984.08	647.966
984.18	708.887	984.18	648.257
984.28	709.146	984.28	648.547
984.38	709.407	984.38	648.837
984.48	709.674	984.48	649.127
984.58	709.945	984.58	649.417
984.68	710.197	984.68	649.708
984.78	710.445	984.78	649.998
984.88	710.717	984.88	650.288
984.98	710.985	984.98	650.577
985.08	711.254	985.08	650.867
985.18	711.516	985.18	651.157
985.28	711.783	985.28	651.447
985.38	712.055	985.38	651.736
985.48	712.297	985.48	652.026
985.58	712.545	985.58	652.315
985.68	712.795	985.68	652.605
985.78	713.045	985.78	652.894
985.88	713.295	985.88	653.184
985.98	713.543	985.98	653.473
986.08	713.783	986.08	653.762
986.18	714.033	986.18	654.051
986.28	714.273	986.28	654.34
986.38	714.514	986.38	654.629
986.48	714.754	986.48	654.918
986.58	715.002	986.58	655.207
986.68	715.264	986.68	655.496
986.78	715.514	986.78	655.785
986.88	715.766	986.88	656.074
986.98	716.025	986.98	656.362
987.08	716.273	987.08	656.651
987.18	716.525	987.18	656.94
987.28	716.773	987.28	657.228
987.38	717.016	987.38	657.517
987.48	717.246	987.48	657.805
987.58	717.504	987.58	658.093
987.68	717.746	987.68	658.382
987.78	717.985	987.78	658.67
987.88	718.222	987.88	658.958
987.98	718.453	987.98	659.246
988.08	718.703	988.08	659.534
988.18	718.934	988.18	659.822
988.28	719.166	988.28	660.11
988.38	719.393	988.38	660.398
988.48	719.633	988.48	660.685
988.58	719.863	988.58	660.973
988.68	720.113	988.68	661.261
988.78	720.344	988.78	661.549
988.88	720.564	988.88	661.836
988.98	720.793	988.98	662.123
989.08	721.014	989.08	662.411
989.18	721.223	989.18	662.698
989.28	721.436	989.28	662.986
989.38	721.662	989.38	663.273
989.48	721.9	989.48	663.56
989.58	722.123	989.58	663.847
989.68	722.332	989.68	664.134
989.78	722.533	989.78	664.421
989.88	722.742	989.88	664.708
989.98	722.953	989.98	664.995
990.08	723.172	990.08	665.282
990.18	723.393	990.18	665.569
990.28	723.609	990.28	665.855
990.38	723.841	990.38	666.142
990.48	724.063	990.48	666.428
990.58	724.273	990.58	666.715
990.68	724.504	990.68	667.002
990.78	724.721	990.78	667.288
990.88	724.951	990.88	667.574
990.98	725.162	990.98	667.86
991.08	725.381	991.08	668.146
991.18	725.602	991.18	668.433
991.28	725.83	991.28	668.719
991.38	726.041	991.38	669.005
991.48	726.244	991.48	669.291
991.58	726.443	991.58	669.576
991.68	726.66	991.68	669.863
991.78	726.852	991.78	670.148
991.88	727.061	991.88	670.434
991.98	727.262	991.98	670.719
992.08	727.471	992.08	671.005
992.18	727.68	992.18	671.291
992.28	727.861	992.28	671.576
992.38	728.068	992.38	671.861
992.48	728.264	992.48	672.147
992.58	728.471	992.58	672.432
992.68	728.67	992.68	672.717
992.78	728.859	992.78	673.002
992.88	729.061	992.88	673.287
992.98	729.261	992.98	673.572
993.08	729.461	993.08	673.857
993.18	729.641	993.18	674.142
993.28	729.84	993.28	674.427
993.38	730.037	993.38	674.712
993.48	730.23	993.48	674.996
993.58	730.422	993.58	675.281
993.68	730.602	993.68	675.566
993.78	730.791	993.78	675.85
993.88	730.99	993.88	676.135
993.98	731.189	993.98	676.419
994.08	731.379	994.08	676.703
994.18	731.56	994.18	676.988
994.28	731.779	994.28	677.272
994.38	731.98	994.38	677.556
994.48	732.188	994.48	677.84
994.58	732.402	994.58	678.124
994.68	732.6	994.68	678.408
994.78	732.801	994.78	678.692
994.88	732.99	994.88	678.975
994.98	733.178	994.98	679.259
995.08	733.361	995.08	679.543
995.18	733.549	995.18	679.826
995.28	733.74	995.28	680.11
995.38	733.92	995.38	680.393
995.48	734.098	995.48	680.677
995.58	734.279	995.58	680.96
995.68	734.451	995.68	681.243
995.78	734.639	995.78	681.527
995.88	734.818	995.88	681.81
995.98	734.992	995.98	682.093
996.08	735.18	996.08	682.376
996.18	735.369	996.18	682.659
996.28	735.551	996.28	682.942
996.38	735.74	996.38	683.224
996.48	735.93	996.48	683.507
996.58	736.119	996.58	683.79
996.68	736.289	996.68	684.073
996.78	736.49	996.78	684.355
996.88	736.68	996.88	684.637
996.98	736.869	996.98	684.92
997.08	737.051	997.08	685.202
997.18	737.228	997.18	685.485
997.28	737.408	997.28	685.767
997.38	737.588	997.38	686.049
997.48	737.77	997.48	686.331
997.58	737.949	997.58	686.613
997.68	738.139	997.68	686.895
997.78	738.318	997.78	687.177
997.88	738.498	997.88	687.459
997.98	738.658	997.98	687.74
998.08	738.828	998.08	688.022
998.18	739.006	998.18	688.304
998.28	739.179	998.28	688.585
998.38	739.34	998.38	688.867
998.48	739.508	998.48	689.148
998.58	739.668	998.58	689.429
998.68	739.83	998.68	689.711
998.78	739.998	998.78	689.992
998.88	740.166	998.88	690.273
998.98	740.31	998.98	690.554
999.08	740.477	999.08	690.835
999.18	740.641	999.18	691.116
999.28	740.805	999.28	691.397
999.38	740.968	999.38	691.678
999.48	741.148	999.48	691.959
999.58	741.326	999.58	692.239
999.68	741.5	999.68	692.52
999.78	741.668	999.78	692.801
999.88	741.836	999.88	693.081
999.98	742	999.98	693.361
1000.08	742.168	1000.08	693.642
1000.18	742.348	1000.18	693.922
1000.28	742.509	1000.28	694.202
1000.38	742.676	1000.38	694.482
1000.48	742.848	1000.48	694.762
1000.58	743.008	1000.58	695.042
1000.68	743.177	1000.68	695.323
