Cycle: 12  CDAN-1073A_X	Cycle: 12  CDAN-1073A_Y	Fitted Cycle: 12  CDAN-1073A_X	Fitted Cycle: 12  CDAN-1073A_Y
-50.82	1.25269	-50.82	-2.541
-50.72	1.25464	-50.72	-2.536
-50.62	1.25269	-50.62	-2.531
-50.52	1.24487	-50.52	-2.526
-50.42	1.26196	-50.42	-2.521
-50.32	1.2644	-50.32	-2.516
-50.22	1.2644	-50.22	-2.511
-50.12	1.26636	-50.12	-2.506
-50.02	1.25659	-50.02	-2.501
-49.92	1.25659	-49.92	-2.496
-49.82	1.25269	-49.82	-2.491
-49.72	1.24487	-49.72	-2.486
-49.62	1.25269	-49.62	-2.481
-49.52	1.24487	-49.52	-2.476
-49.42	1.24487	-49.42	-2.471
-49.32	1.24292	-49.32	-2.466
-49.22	1.24292	-49.22	-2.461
-49.12	1.25269	-49.12	-2.456
-49.02	1.24487	-49.02	-2.451
-48.92	1.23511	-48.92	-2.446
-48.82	1.24243	-48.82	-2.441
-48.72	1.25464	-48.72	-2.436
-48.62	1.25269	-48.62	-2.431
-48.52	1.26245	-48.52	-2.426
-48.42	1.26245	-48.42	-2.421
-48.32	1.26245	-48.32	-2.416
-48.22	1.25464	-48.22	-2.411
-48.12	1.25464	-48.12	-2.406
-48.02	1.25269	-48.02	-2.401
-47.92	1.24487	-47.92	-2.396
-47.82	1.24487	-47.82	-2.391
-47.72	1.23511	-47.72	-2.386
-47.62	1.23511	-47.62	-2.381
-47.52	1.23462	-47.52	-2.376
-47.42	1.22534	-47.42	-2.371
-47.32	1.22534	-47.32	-2.366
-47.22	1.21558	-47.22	-2.361
-47.12	1.20581	-47.12	-2.356
-47.02	1.20581	-47.02	-2.351
-46.92	1.19604	-46.92	-2.346
-46.82	1.20386	-46.82	-2.341
-46.72	1.19604	-46.72	-2.336
-46.62	1.19604	-46.62	-2.331
-46.52	1.19409	-46.52	-2.326
-46.42	1.18628	-46.42	-2.321
-46.32	1.18628	-46.32	-2.316
-46.22	1.17651	-46.22	-2.311
-46.12	1.18433	-46.12	-2.306
-46.02	1.17651	-46.02	-2.301
-45.92	1.17651	-45.92	-2.296
-45.82	1.17261	-45.82	-2.291
-45.72	1.16479	-45.72	-2.286
-45.62	1.17261	-45.62	-2.281
-45.52	1.16479	-45.52	-2.276
-45.42	1.16284	-45.42	-2.271
-45.32	1.16479	-45.32	-2.266
-45.22	1.15503	-45.22	-2.261
-45.12	1.16284	-45.12	-2.256
-45.02	1.15503	-45.02	-2.251
-44.92	1.14526	-44.92	-2.246
-44.82	1.15308	-44.82	-2.241
-44.72	1.14526	-44.72	-2.236
-44.62	1.14526	-44.62	-2.231
-44.52	1.14282	-44.52	-2.226
-44.42	1.14526	-44.42	-2.221
-44.32	1.14331	-44.32	-2.216
-44.22	1.14526	-44.22	-2.211
-44.12	1.1355	-44.12	-2.206
-44.02	1.14331	-44.02	-2.201
-43.92	1.1355	-43.92	-2.196
-43.82	1.1355	-43.82	-2.191
-43.72	1.13354	-43.72	-2.186
-43.62	1.1355	-43.62	-2.181
-43.52	1.13354	-43.52	-2.176
-43.42	1.12573	-43.42	-2.171
-43.32	1.13354	-43.32	-2.166
-43.22	1.12573	-43.22	-2.161
-43.12	1.12573	-43.12	-2.156
-43.02	1.12183	-43.02	-2.151
-42.92	1.12378	-42.92	-2.146
-42.82	1.12183	-42.82	-2.141
-42.72	1.11401	-42.72	-2.136
-42.62	1.11401	-42.62	-2.131
-42.52	1.10425	-42.52	-2.126
-42.42	1.11353	-42.42	-2.121
-42.32	1.1062	-42.32	-2.116
-42.22	1.1062	-42.22	-2.111
-42.12	1.09644	-42.12	-2.106
-42.02	1.09448	-42.02	-2.101
-41.92	1.09644	-41.92	-2.096
-41.82	1.09448	-41.82	-2.091
-41.72	1.09644	-41.72	-2.086
-41.62	1.09448	-41.62	-2.081
-41.52	1.09644	-41.52	-2.076
-41.42	1.10425	-41.42	-2.071
-41.32	1.09448	-41.32	-2.066
-41.22	1.09253	-41.22	-2.061
-41.12	1.09448	-41.12	-2.056
-41.02	1.08472	-41.02	-2.051
-40.92	1.09253	-40.92	-2.046
-40.82	1.08472	-40.82	-2.041
-40.72	1.09253	-40.72	-2.036
-40.62	1.09448	-40.62	-2.031
-40.52	1.09399	-40.52	-2.026
-40.42	1.09644	-40.42	-2.021
-40.32	1.08667	-40.32	-2.016
-40.22	1.08667	-40.22	-2.011
-40.12	1.0769	-40.12	-2.006
-40.02	1.08472	-40.02	-2.001
-39.92	1.08667	-39.92	-1.996
-39.82	1.0769	-39.82	-1.991
-39.72	1.08472	-39.72	-1.986
-39.62	1.07495	-39.62	-1.981
-39.52	1.08276	-39.52	-1.976
-39.42	1.07495	-39.42	-1.971
-39.32	1.07495	-39.32	-1.966
-39.22	1.06519	-39.22	-1.961
-39.12	1.073	-39.12	-1.956
-39.02	1.06519	-39.02	-1.951
-38.92	1.073	-38.92	-1.946
-38.82	1.06519	-38.82	-1.941
-38.72	1.06519	-38.72	-1.936
-38.62	1.05542	-38.62	-1.931
-38.52	1.06323	-38.52	-1.926
-38.42	1.05542	-38.42	-1.921
-38.32	1.05542	-38.32	-1.916
-38.22	1.05347	-38.22	-1.911
-38.12	1.05542	-38.12	-1.906
-38.02	1.0437	-38.02	-1.901
-37.92	1.05151	-37.92	-1.896
-37.82	1.05347	-37.82	-1.891
-37.72	1.0437	-37.72	-1.886
-37.62	1.05298	-37.62	-1.881
-37.52	1.04565	-37.52	-1.876
-37.42	1.04565	-37.42	-1.871
-37.32	1.05347	-37.32	-1.866
-37.22	1.04565	-37.22	-1.861
-37.12	1.05347	-37.12	-1.856
-37.02	1.04565	-37.02	-1.851
-36.92	1.04565	-36.92	-1.846
-36.82	1.0437	-36.82	-1.841
-36.72	1.04565	-36.72	-1.836
-36.62	1.03589	-36.62	-1.831
-36.52	1.03589	-36.52	-1.826
-36.42	1.02612	-36.42	-1.821
-36.32	1.03394	-36.32	-1.816
-36.22	1.02612	-36.22	-1.811
-36.12	1.02612	-36.12	-1.806
-36.02	1.02222	-36.02	-1.801
-35.92	1.02417	-35.92	-1.796
-35.82	1.0144	-35.82	-1.791
-35.72	1.0144	-35.72	-1.786
-35.62	1.01245	-35.62	-1.781
-35.52	1.0144	-35.52	-1.776
-35.42	1.00464	-35.42	-1.771
-35.32	1.00464	-35.32	-1.766
-35.22	1.00269	-35.22	-1.761
-35.12	0.994873	-35.12	-1.756
-35.02	0.994873	-35.02	-1.751
-34.92	0.994873	-34.92	-1.746
-34.82	0.994385	-34.82	-1.741
-34.72	0.987061	-34.72	-1.736
-34.62	0.987061	-34.62	-1.731
-34.52	0.987061	-34.52	-1.726
-34.42	0.983154	-34.42	-1.721
-34.32	0.985107	-34.32	-1.716
-34.22	0.975342	-34.22	-1.711
-34.12	0.975342	-34.12	-1.706
-34.02	0.965576	-34.02	-1.701
-33.92	0.973389	-33.92	-1.696
-33.82	0.965576	-33.82	-1.691
-33.72	0.955811	-33.72	-1.686
-33.62	0.955811	-33.62	-1.681
-33.52	0.946045	-33.52	-1.676
-33.42	0.946045	-33.42	-1.671
-33.32	0.944092	-33.32	-1.666
-33.22	0.946045	-33.22	-1.661
-33.12	0.936279	-33.12	-1.656
-33.02	0.936279	-33.02	-1.651
-32.92	0.924561	-32.92	-1.646
-32.82	0.924561	-32.82	-1.641
-32.72	0.914795	-32.72	-1.636
-32.62	0.922607	-32.62	-1.631
-32.52	0.914795	-32.52	-1.626
-32.42	0.914795	-32.42	-1.621
-32.32	0.905029	-32.32	-1.616
-32.22	0.905029	-32.22	-1.611
-32.12	0.903076	-32.12	-1.606
-32.02	0.895264	-32.02	-1.601
-31.92	0.895264	-31.92	-1.596
-31.82	0.895264	-31.82	-1.591
-31.72	0.885498	-31.72	-1.586
-31.62	0.885498	-31.62	-1.581
-31.52	0.883545	-31.52	-1.576
-31.42	0.885498	-31.42	-1.571
-31.32	0.875732	-31.32	-1.566
-31.22	0.875732	-31.22	-1.561
-31.12	0.875732	-31.12	-1.556
-31.02	0.864014	-31.02	-1.551
-30.92	0.871826	-30.92	-1.546
-30.82	0.864014	-30.82	-1.541
-30.72	0.854248	-30.72	-1.536
-30.62	0.854248	-30.62	-1.531
-30.52	0.844482	-30.52	-1.526
-30.42	0.844482	-30.42	-1.521
-30.32	0.834717	-30.32	-1.516
-30.22	0.843994	-30.22	-1.511
-30.12	0.83667	-30.12	-1.506
-30.02	0.83667	-30.02	-1.501
-29.92	0.826904	-29.92	-1.496
-29.82	0.826904	-29.82	-1.491
-29.72	0.817139	-29.72	-1.486
-29.62	0.817139	-29.62	-1.481
-29.52	0.817139	-29.52	-1.476
-29.42	0.80542	-29.42	-1.471
-29.32	0.795654	-29.32	-1.466
-29.22	0.803467	-29.22	-1.461
-29.12	0.795654	-29.12	-1.456
-29.02	0.795654	-29.02	-1.451
-28.92	0.785889	-28.92	-1.446
-28.82	0.785889	-28.82	-1.441
-28.72	0.783936	-28.72	-1.436
-28.62	0.776123	-28.62	-1.431
-28.52	0.776123	-28.52	-1.426
-28.42	0.766357	-28.42	-1.421
-28.32	0.766357	-28.32	-1.416
-28.22	0.756592	-28.22	-1.411
-28.12	0.764404	-28.12	-1.406
-28.02	0.754639	-28.02	-1.401
-27.92	0.754639	-27.92	-1.396
-27.82	0.744873	-27.82	-1.391
-27.72	0.744873	-27.72	-1.386
-27.62	0.735107	-27.62	-1.381
-27.52	0.735107	-27.52	-1.376
-27.42	0.725342	-27.42	-1.371
-27.32	0.715576	-27.32	-1.366
-27.22	0.723389	-27.22	-1.361
-27.12	0.715576	-27.12	-1.356
-27.02	0.715576	-27.02	-1.351
-26.92	0.705811	-26.92	-1.346
-26.82	0.705811	-26.82	-1.341
-26.72	0.696045	-26.72	-1.336
-26.62	0.696045	-26.62	-1.331
-26.52	0.686279	-26.52	-1.326
-26.42	0.694092	-26.42	-1.321
-26.32	0.684326	-26.32	-1.316
-26.22	0.684326	-26.22	-1.311
-26.12	0.674561	-26.12	-1.306
-26.02	0.674561	-26.02	-1.301
-25.92	0.664795	-25.92	-1.296
-25.82	0.664795	-25.82	-1.291
-25.72	0.655029	-25.72	-1.286
-25.62	0.655029	-25.62	-1.281
-25.52	0.645264	-25.52	-1.276
-25.42	0.653076	-25.42	-1.271
-25.32	0.655029	-25.32	-1.266
-25.22	0.645264	-25.22	-1.261
-25.12	0.635498	-25.12	-1.256
-25.02	0.635498	-25.02	-1.251
-24.92	0.625732	-24.92	-1.246
-24.82	0.625732	-24.82	-1.241
-24.72	0.625732	-24.72	-1.236
-24.62	0.633545	-24.62	-1.231
-24.52	0.623779	-24.52	-1.226
-24.42	0.614014	-24.42	-1.221
-24.32	0.614014	-24.32	-1.216
-24.22	0.614014	-24.22	-1.211
-24.12	0.604248	-24.12	-1.206
-24.02	0.604248	-24.02	-1.201
-23.92	0.602295	-23.92	-1.196
-23.82	0.604248	-23.82	-1.191
-23.72	0.604248	-23.72	-1.186
-23.62	0.594482	-23.62	-1.181
-23.52	0.594482	-23.52	-1.176
-23.42	0.584717	-23.42	-1.171
-23.32	0.584717	-23.32	-1.166
-23.22	0.574951	-23.22	-1.161
-23.12	0.574951	-23.12	-1.156
-23.02	0.565186	-23.02	-1.151
-22.92	0.565186	-22.92	-1.146
-22.82	0.553467	-22.82	-1.141
-22.72	0.553467	-22.72	-1.136
-22.62	0.543701	-22.62	-1.131
-22.52	0.543701	-22.52	-1.126
-22.42	0.533936	-22.42	-1.121
-22.32	0.533936	-22.32	-1.116
-22.22	0.533936	-22.22	-1.111
-22.12	0.52417	-22.12	-1.106
-22.02	0.514404	-22.02	-1.101
-21.92	0.514404	-21.92	-1.096
-21.82	0.514404	-21.82	-1.091
-21.72	0.504639	-21.72	-1.086
-21.62	0.494873	-21.62	-1.081
-21.52	0.494873	-21.52	-1.076
-21.42	0.485107	-21.42	-1.071
-21.32	0.485107	-21.32	-1.066
-21.22	0.485107	-21.22	-1.061
-21.12	0.475342	-21.12	-1.056
-21.02	0.475342	-21.02	-1.051
-20.92	0.463623	-20.92	-1.046
-20.82	0.463623	-20.82	-1.041
-20.72	0.453857	-20.72	-1.036
-20.62	0.453857	-20.62	-1.031
-20.52	0.444092	-20.52	-1.026
-20.42	0.444092	-20.42	-1.021
-20.32	0.434326	-20.32	-1.016
-20.22	0.426514	-20.22	-1.011
-20.12	0.414795	-20.12	-1.006
-20.02	0.414795	-20.02	-1.001
-19.92	0.405029	-19.92	-0.996
-19.82	0.405029	-19.82	-0.991
-19.72	0.395264	-19.72	-0.986
-19.62	0.395264	-19.62	-0.981
-19.52	0.385498	-19.52	-0.976
-19.42	0.385498	-19.42	-0.971
-19.32	0.373779	-19.32	-0.966
-19.22	0.373779	-19.22	-0.961
-19.12	0.364014	-19.12	-0.956
-19.02	0.364014	-19.02	-0.951
-18.92	0.354248	-18.92	-0.946
-18.82	0.354248	-18.82	-0.941
-18.72	0.344482	-18.72	-0.936
-18.62	0.344482	-18.62	-0.931
-18.52	0.334717	-18.52	-0.926
-18.42	0.326904	-18.42	-0.921
-18.32	0.315186	-18.32	-0.916
-18.22	0.315186	-18.22	-0.911
-18.12	0.30542	-18.12	-0.906
-18.02	0.30542	-18.02	-0.901
-17.92	0.295654	-17.92	-0.896
-17.82	0.295654	-17.82	-0.891
-17.72	0.283936	-17.72	-0.886
-17.62	0.283936	-17.62	-0.881
-17.52	0.27417	-17.52	-0.876
-17.42	0.27417	-17.42	-0.871
-17.32	0.264404	-17.32	-0.866
-17.22	0.264404	-17.22	-0.861
-17.12	0.254639	-17.12	-0.856
-17.02	0.254639	-17.02	-0.851
-16.92	0.244873	-16.92	-0.846
-16.82	0.244873	-16.82	-0.841
-16.72	0.235107	-16.72	-0.836
-16.62	0.235107	-16.62	-0.831
-16.52	0.225342	-16.52	-0.826
-16.42	0.225342	-16.42	-0.821
-16.32	0.215576	-16.32	-0.816
-16.22	0.215576	-16.22	-0.811
-16.12	0.205811	-16.12	-0.806
-16.02	0.205811	-16.02	-0.801
-15.92	0.194092	-15.92	-0.796
-15.82	0.194092	-15.82	-0.791
-15.72	0.194092	-15.72	-0.786
-15.62	0.184326	-15.62	-0.781
-15.52	0.174561	-15.52	-0.776
-15.42	0.174561	-15.42	-0.771
-15.32	0.164795	-15.32	-0.766
-15.22	0.164795	-15.22	-0.761
-15.12	0.155029	-15.12	-0.756
-15.02	0.155029	-15.02	-0.751
-14.92	0.145264	-14.92	-0.746
-14.82	0.145264	-14.82	-0.741
-14.72	0.135498	-14.72	-0.736
-14.62	0.135498	-14.62	-0.731
-14.52	0.125732	-14.52	-0.726
-14.42	0.125732	-14.42	-0.721
-14.32	0.114014	-14.32	-0.716
-14.22	0.114014	-14.22	-0.711
-14.12	0.104248	-14.12	-0.706
-14.02	0.104248	-14.02	-0.701
-13.92	0.0944824	-13.92	-0.696
-13.82	0.102295	-13.82	-0.691
-13.72	0.0944824	-13.72	-0.686
-13.62	0.0944824	-13.62	-0.681
-13.52	0.0847168	-13.52	-0.676
-13.42	0.0847168	-13.42	-0.671
-13.32	0.0749512	-13.32	-0.666
-13.22	0.0651855	-13.22	-0.661
-13.12	0.0651855	-13.12	-0.656
-13.02	0.0554199	-13.02	-0.651
-12.92	0.0437012	-12.92	-0.646
-12.82	0.0437012	-12.82	-0.641
-12.72	0.0437012	-12.72	-0.636
-12.62	0.0339355	-12.62	-0.631
-12.52	0.0241699	-12.52	-0.626
-12.42	0.0241699	-12.42	-0.621
-12.32	0.0144043	-12.32	-0.616
-12.22	0.0144043	-12.22	-0.611
-12.12	4.63867e-3	-12.12	-0.606
-12.02	4.63867e-3	-12.02	-0.601
-11.92	-5.12695e-3	-11.92	-0.596
-11.82	-5.12695e-3	-11.82	-0.591
-11.72	-7.08008e-3	-11.72	-0.586
-11.62	-5.12695e-3	-11.62	-0.581
-11.52	-0.0148926	-11.52	-0.576
-11.42	-0.0246582	-11.42	-0.571
-11.32	-0.0246582	-11.32	-0.566
-11.22	-0.0153809	-11.22	-0.561
-11.12	-0.0246582	-11.12	-0.556
-11.02	-0.0344238	-11.02	-0.551
-10.92	-0.036377	-10.92	-0.546
-10.82	-0.0246582	-10.82	-0.541
-10.72	-0.0344238	-10.72	-0.536
-10.62	-0.0441895	-10.62	-0.531
-10.52	-0.0461426	-10.52	-0.526
-10.42	-0.0637207	-10.42	-0.521
-10.32	-0.0734863	-10.32	-0.516
-10.22	-0.0852051	-10.22	-0.511
-10.12	-0.0871582	-10.12	-0.506
-10.02	-0.0949707	-10.02	-0.501
-9.92	-0.114502	-9.92	-0.496
-9.82	-0.124268	-9.82	-0.491
-9.72	-0.126221	-9.72	-0.486
-9.62	-0.155518	-9.62	-0.481
-9.52	-0.149658	-9.52	-0.476
-9.42	-0.157471	-9.42	-0.471
-9.32	-0.156006	-9.32	-0.466
-9.22	-0.165283	-9.22	-0.461
-9.12	-0.157471	-9.12	-0.456
-9.02	-0.167236	-9.02	-0.451
-8.92	-0.159424	-8.92	-0.446
-8.82	-0.157959	-8.82	-0.441
-8.72	-0.155518	-8.72	-0.436
-8.62	-0.157471	-8.62	-0.431
-8.52	-0.149658	-8.52	-0.426
-8.42	-0.149658	-8.42	-0.421
-8.32	-0.138428	-8.32	-0.416
-8.22	-0.137939	-8.22	-0.411
-8.12	-0.128174	-8.12	-0.406
-8.02	-0.130127	-8.02	-0.401
-7.92	-0.118896	-7.92	-0.396
-7.82	-0.116455	-7.82	-0.391
-7.72	-0.118408	-7.72	-0.386
-7.62	-0.108643	-7.62	-0.381
-7.52	-0.108643	-7.52	-0.376
-7.42	-0.0974121	-7.42	-0.371
-7.32	-0.0891113	-7.32	-0.366
-7.22	-0.0891113	-7.22	-0.361
-7.12	-0.0793457	-7.12	-0.356
-7.02	-0.0778809	-7.02	-0.351
-6.92	-0.067627	-6.92	-0.346
-6.82	-0.0480957	-6.82	-0.341
-6.72	-0.0383301	-6.72	-0.336
-6.62	-0.017334	-6.62	-0.331
-6.52	2.68555e-3	-6.52	-0.326
-6.42	0.010498	-6.42	-0.321
-6.32	0.0300293	-6.32	-0.316
-6.22	0.0510254	-6.22	-0.311
-6.12	0.0612793	-6.12	-0.306
-6.02	0.0808105	-6.02	-0.301
-5.92	0.100342	-5.92	-0.296
-5.82	0.119385	-5.82	-0.291
-5.72	0.141357	-5.72	-0.286
-5.62	0.168701	-5.62	-0.281
-5.52	0.190186	-5.52	-0.276
-5.42	0.218994	-5.42	-0.271
-5.32	0.256592	-5.32	-0.266
-5.22	0.279541	-5.22	-0.261
-5.12	0.324951	-5.12	-0.256
-5.02	0.367432	-5.02	-0.251
-4.92	0.406982	-4.92	-0.246
-4.82	0.420654	-4.82	-0.241
-4.72	0.437744	-4.72	-0.236
-4.62	0.432373	-4.62	-0.231
-4.52	0.424561	-4.52	-0.226
-4.42	0.412842	-4.42	-0.221
-4.32	0.422607	-4.32	-0.216
-4.22	0.424561	-4.22	-0.211
-4.12	0.416748	-4.12	-0.206
-4.02	0.432373	-4.02	-0.201
-3.92	0.434326	-3.92	-0.196
-3.82	0.446045	-3.82	-0.191
-3.72	0.424561	-3.72	-0.186
-3.62	0.401611	-3.62	-0.181
-3.52	0.365967	-3.52	-0.176
-3.42	0.343018	-3.42	-0.171
-3.32	0.297607	-3.32	-0.166
-3.22	0.25708	-3.22	-0.161
-3.12	0.22583	-3.12	-0.156
-3.02	0.178955	-3.02	-0.151
-2.92	0.147217	-2.92	-0.146
-2.82	0.128174	-2.82	-0.141
-2.72	0.106689	-2.72	-0.136
-2.62	0.0871582	-2.62	-0.131
-2.52	0.0769043	-2.52	-0.126
-2.42	0.0305176	-2.42	-0.121
-2.32	-0.0319824	-2.32	-0.116
-2.22	-0.0925293	-2.22	-0.111
-2.12	-0.192139	-2.12	-0.106
-2.02	-0.338623	-2.02	-0.101
-1.92	-0.422607	-1.92	-0.0959999
-1.82	-0.494873	-1.82	-0.091
-1.72	-0.557861	-1.72	-0.0860001
-1.62	-0.594971	-1.62	-0.0809999
-1.52	-0.641846	-1.52	-0.076
-1.42	-0.675049	-1.42	-0.0709999
-1.32	-0.696533	-1.32	-0.066
-1.22	-0.682861	-1.22	-0.0610001
-1.12	-0.64624	-1.12	-0.0559999
-1.02	-0.605225	-1.02	-0.051
-0.919998	-0.526611	-0.919998	-0.0459999
-0.82	-0.452881	-0.82	-0.041
-0.720001	-0.378662	-0.720001	-0.0360001
-0.619999	-0.281006	-0.619999	-0.0309999
-0.52	-0.123047	-0.52	-0.026
-0.419998	-0.072998	-0.419998	-0.0209999
-0.32	-0.127686	-0.32	-0.016
-0.220001	0.107666	-0.220001	-0.0110001
-0.119999	1.07422	-0.119999	-5.99995e-3
-0.0200005	3.37256	-0.0200005	-1.00002e-3
0.0800018	5.75806	0.0800018	-3.874
0.18	4.60669	0.18	-3.86587
0.279999	1.51318	0.279999	-3.85775
0.379997	0.0893555	0.379997	-3.84963
0.480003	-0.442627	0.480003	-3.8415
0.580002	-0.387207	0.580002	-3.83338
0.68	-0.212158	0.68	-3.82525
0.779999	-0.0546875	0.779999	-3.81713
0.879997	0.116699	0.879997	-3.809
0.980003	0.319824	0.980003	-3.80088
1.08	0.471924	1.08	-3.79275
1.18	0.588623	1.18	-3.78463
1.28	0.700439	1.28	-3.7765
1.38	0.778564	1.38	-3.76838
1.48	0.832764	1.48	-3.76026
1.58	0.862061	1.58	-3.75213
1.68	0.928467	1.68	-3.74401
1.78	0.994873	1.78	-3.73589
1.88	1.04565	1.88	-3.72776
1.98	1.08472	1.98	-3.71964
2.08	1.13159	2.08	-3.71151
2.18	1.1687	2.18	-3.70339
2.28	1.19946	2.28	-3.69527
2.38	1.22925	2.38	-3.68715
2.48	1.24878	2.48	-3.67902
2.58	1.27954	2.58	-3.6709
2.68	1.29956	2.68	-3.66278
2.78	1.31128	2.78	-3.65465
2.88	1.33228	2.88	-3.64653
2.98	1.33862	2.98	-3.63841
3.08	1.34058	3.08	-3.63029
3.18	1.34985	3.18	-3.62216
3.28	1.36011	3.28	-3.61404
3.38	1.37964	3.38	-3.60592
3.48	1.39087	3.48	-3.5978
3.58	1.39917	3.58	-3.58967
3.68	1.40894	3.68	-3.58155
3.78	1.41235	3.78	-3.57343
3.88	1.42065	3.88	-3.56531
3.98	1.43042	3.98	-3.55719
4.08	1.43823	4.08	-3.54907
4.18	1.44165	4.18	-3.54094
4.28	1.44995	4.28	-3.53282
4.38	1.44995	4.38	-3.5247
4.48	1.46118	4.48	-3.51658
4.58	1.46948	4.58	-3.50846
4.68	1.47144	4.68	-3.50034
4.78	1.48071	4.78	-3.49222
4.88	1.49097	4.88	-3.4841
4.98	1.49097	4.98	-3.47597
5.08	1.49878	5.08	-3.46785
5.18	1.5022	5.18	-3.45973
5.28	1.50269	5.28	-3.45161
5.38	1.51831	5.38	-3.44349
5.48	1.52026	5.48	-3.43537
5.58	1.52173	5.58	-3.42725
5.68	1.53198	5.68	-3.41913
5.78	1.53198	5.78	-3.41101
5.88	1.53003	5.88	-3.40289
5.98	1.54126	5.98	-3.39477
6.08	1.54956	6.08	-3.38665
6.18	1.56128	6.18	-3.37853
6.28	1.56128	6.28	-3.37041
6.38	1.56079	6.38	-3.36229
6.48	1.57886	6.48	-3.35417
6.58	1.58081	6.58	-3.34605
6.68	1.58228	6.68	-3.33794
6.78	1.59253	6.78	-3.32982
6.88	1.59058	6.88	-3.3217
6.98	1.60815	6.98	-3.31358
7.08	1.60376	7.08	-3.30546
7.18	1.61011	7.18	-3.29734
7.28	1.62183	7.28	-3.28922
7.38	1.61987	7.38	-3.2811
7.48	1.6311	7.48	-3.27298
7.58	1.63159	7.58	-3.26487
7.68	1.63159	7.68	-3.25675
7.78	1.64136	7.78	-3.24863
7.88	1.64087	7.88	-3.24051
7.98	1.64136	7.98	-3.23239
8.08	1.65112	8.08	-3.22428
8.18	1.65112	8.18	-3.21616
8.28	1.65259	8.28	-3.20804
8.38	1.66284	8.38	-3.19992
