Cycle: 12  CDAN-1073A_X	Cycle: 12  CDAN-1073A_Y	Fitted Cycle: 12  CDAN-1073A_X	Fitted Cycle: 12  CDAN-1073A_Y
343.58	-6.13403	343.58	27.9251
343.68	-6.14185	343.68	27.9298
343.78	-6.14185	343.78	27.9345
343.88	-6.13403	343.88	27.9392
343.98	-6.13208	343.98	27.9438
344.08	-6.13403	344.08	27.9485
344.18	-6.13208	344.18	27.9532
344.28	-6.13354	344.28	27.9579
344.38	-6.13599	344.38	27.9626
344.48	-6.12622	344.48	27.9673
344.58	-6.12427	344.58	27.972
344.68	-6.13403	344.68	27.9766
344.78	-6.12427	344.78	27.9813
344.88	-6.12231	344.88	27.986
344.98	-6.12427	344.98	27.9907
345.08	-6.12231	345.08	27.9954
345.18	-6.12231	345.18	28.0001
345.28	-6.12427	345.28	28.0048
345.38	-6.12231	345.38	28.0094
345.48	-6.1145	345.48	28.0141
345.58	-6.12231	345.58	28.0188
345.68	-6.1145	345.68	28.0235
345.78	-6.11401	345.78	28.0282
345.88	-6.12427	345.88	28.0329
345.98	-6.1145	345.98	28.0376
346.08	-6.12231	346.08	28.0422
346.18	-6.1145	346.18	28.0469
346.28	-6.11255	346.28	28.0516
346.38	-6.12231	346.38	28.0563
346.48	-6.1145	346.48	28.061
346.58	-6.11255	346.58	28.0657
346.68	-6.1145	346.68	28.0704
346.78	-6.11255	346.78	28.0751
346.88	-6.10474	346.88	28.0797
346.98	-6.10278	346.98	28.0844
347.08	-6.10474	347.08	28.0891
347.18	-6.10083	347.18	28.0938
347.28	-6.09302	347.28	28.0985
347.38	-6.10229	347.38	28.1032
347.48	-6.09497	347.48	28.1079
347.58	-6.09302	347.58	28.1125
347.68	-6.09497	347.68	28.1172
347.78	-6.09302	347.78	28.1219
347.88	-6.08521	347.88	28.1266
347.98	-6.09302	347.98	28.1313
348.08	-6.08521	348.08	28.136
348.18	-6.08325	348.18	28.1407
348.28	-6.07544	348.28	28.1453
348.38	-6.08325	348.38	28.15
348.48	-6.07349	348.48	28.1547
348.58	-6.07153	348.58	28.1594
348.68	-6.07349	348.68	28.1641
348.78	-6.07153	348.78	28.1688
348.88	-6.07349	348.88	28.1735
348.98	-6.073	348.98	28.1782
349.08	-6.06567	349.08	28.1828
349.18	-6.07349	349.18	28.1875
349.28	-6.06567	349.28	28.1922
349.38	-6.06372	349.38	28.1969
349.48	-6.05591	349.48	28.2016
349.58	-6.06372	349.58	28.2063
349.68	-6.05396	349.68	28.211
349.78	-6.06177	349.78	28.2156
349.88	-6.05396	349.88	28.2203
349.98	-6.052	349.98	28.225
350.08	-6.05396	350.08	28.2297
350.18	-6.052	350.18	28.2344
350.28	-6.05396	350.28	28.2391
350.38	-6.052	350.38	28.2438
350.48	-6.04419	350.48	28.2485
350.58	-6.05347	350.58	28.2531
350.68	-6.04614	350.68	28.2578
350.78	-6.03638	350.78	28.2625
350.88	-6.03247	350.88	28.2672
350.98	-6.04224	350.98	28.2719
351.08	-6.03442	351.08	28.2766
351.18	-6.04224	351.18	28.2813
351.28	-6.03442	351.28	28.2859
351.38	-6.04224	351.38	28.2906
351.48	-6.03442	351.48	28.2953
351.58	-6.03247	351.58	28.3
351.68	-6.03442	351.68	28.3047
351.78	-6.02466	351.78	28.3094
351.88	-6.02271	351.88	28.3141
351.98	-6.03247	351.98	28.3188
352.08	-6.02466	352.08	28.3234
352.18	-6.02271	352.18	28.3281
352.28	-6.02466	352.28	28.3328
352.38	-6.01294	352.38	28.3375
352.48	-6.02222	352.48	28.3422
352.58	-6.01489	352.58	28.3469
352.68	-6.01294	352.68	28.3516
352.78	-6.01489	352.78	28.3563
352.88	-6.00513	352.88	28.3609
352.98	-6.01294	352.98	28.3656
353.08	-6.00513	353.08	28.3703
353.18	-6.01294	353.18	28.375
353.28	-6.00513	353.28	28.3797
353.38	-6.00513	353.38	28.3844
353.48	-6.00317	353.48	28.3891
353.58	-6.00513	353.58	28.3937
353.68	-6.00317	353.68	28.3984
353.78	-6.00513	353.78	28.4031
353.88	-6.00122	353.88	28.4078
353.98	-6.00317	353.98	28.4125
354.08	-6.00122	354.08	28.4172
354.18	-6.00317	354.18	28.4219
354.28	-6.00269	354.28	28.4266
354.38	-6.00513	354.38	28.4312
354.48	-6.00317	354.48	28.4359
354.58	-6.00513	354.58	28.4406
354.68	-5.99536	354.68	28.4453
354.78	-6.00317	354.78	28.45
354.88	-5.99536	354.88	28.4547
354.98	-5.99536	354.98	28.4594
355.08	-5.99341	355.08	28.4641
355.18	-5.99536	355.18	28.4687
355.28	-5.99341	355.28	28.4734
355.38	-5.99146	355.38	28.4781
355.48	-5.99341	355.48	28.4828
355.58	-6.00122	355.58	28.4875
355.68	-5.99341	355.68	28.4922
355.78	-5.99146	355.78	28.4969
355.88	-6.00269	355.88	28.5016
355.98	-5.99536	355.98	28.5062
356.08	-6.00317	356.08	28.5109
356.18	-6.00513	356.18	28.5156
356.28	-6.00317	356.28	28.5203
356.38	-6.00513	356.38	28.525
356.48	-6.00317	356.48	28.5297
356.58	-5.99536	356.58	28.5344
356.68	-6.00317	356.68	28.539
356.78	-5.99536	356.78	28.5437
356.88	-6.00317	356.88	28.5484
356.98	-5.99536	356.98	28.5531
357.08	-6.00317	357.08	28.5578
357.18	-5.99341	357.18	28.5625
357.28	-6.00122	357.28	28.5672
357.38	-6.00317	357.38	28.5719
357.48	-6.00122	357.48	28.5765
357.58	-5.99341	357.58	28.5812
357.68	-6.00269	357.68	28.5859
357.78	-5.99536	357.78	28.5906
357.88	-6.00317	357.88	28.5953
357.98	-5.99536	357.98	28.6
358.08	-6.00317	358.08	28.6047
358.18	-6.01294	358.18	28.6094
358.28	-6.00513	358.28	28.614
358.38	-6.01294	358.38	28.6187
358.48	-6.01489	358.48	28.6234
358.58	-6.01294	358.58	28.6281
358.68	-6.01489	358.68	28.6328
358.78	-6.01294	358.78	28.6375
358.88	-6.01489	358.88	28.6422
358.98	-6.01099	358.98	28.6469
359.08	-6.01294	359.08	28.6515
359.18	-6.02222	359.18	28.6562
359.28	-6.01489	359.28	28.6609
359.38	-6.02271	359.38	28.6656
359.48	-6.01489	359.48	28.6703
359.58	-6.02271	359.58	28.675
359.68	-6.01489	359.68	28.6797
359.78	-6.02271	359.78	28.6844
359.88	-6.02466	359.88	28.689
359.98	-6.02271	359.98	28.6937
360.08	-6.02466	360.08	28.6984
360.18	-6.02271	360.18	28.7031
360.28	-6.02466	360.28	28.7078
360.38	-6.03247	360.38	28.7125
360.48	-6.02466	360.48	28.7172
360.58	-6.02466	360.58	28.7219
360.68	-6.03247	360.68	28.7265
360.78	-6.02466	360.78	28.7312
360.88	-6.03394	360.88	28.7359
360.98	-6.02466	360.98	28.7406
361.08	-6.02466	361.08	28.7453
361.18	-6.03247	361.18	28.75
361.28	-6.02466	361.28	28.7547
361.38	-6.02466	361.38	28.7594
361.48	-6.02271	361.48	28.7641
361.58	-6.02466	361.58	28.7687
361.68	-6.02466	361.68	28.7734
361.78	-6.02271	361.78	28.7781
361.88	-6.02466	361.88	28.7828
361.98	-6.01489	361.98	28.7875
362.08	-6.02271	362.08	28.7922
362.18	-6.02466	362.18	28.7969
362.28	-6.01489	362.28	28.8016
362.38	-6.02271	362.38	28.8062
362.48	-6.02466	362.48	28.8109
362.58	-6.01489	362.58	28.8156
362.68	-6.01489	362.68	28.8203
362.78	-6.02271	362.78	28.825
362.88	-6.01489	362.88	28.8297
362.98	-6.01489	362.98	28.8344
363.08	-6.01489	363.08	28.8391
363.18	-6.01294	363.18	28.8437
363.28	-6.01489	363.28	28.8484
363.38	-6.01489	363.38	28.8531
363.48	-6.02271	363.48	28.8578
363.58	-6.02466	363.58	28.8625
363.68	-6.01294	363.68	28.8672
363.78	-6.02222	363.78	28.8719
363.88	-6.02466	363.88	28.8766
363.98	-6.02466	363.98	28.8812
364.08	-6.02271	364.08	28.8859
364.18	-6.02466	364.18	28.8906
364.28	-6.02466	364.28	28.8953
364.38	-6.02466	364.38	28.9
364.48	-6.03247	364.48	28.9047
364.58	-6.02466	364.58	28.9094
364.68	-6.03247	364.68	28.9141
364.78	-6.03442	364.78	28.9188
364.88	-6.03442	364.88	28.9234
364.98	-6.02466	364.98	28.9281
365.08	-6.03247	365.08	28.9328
365.18	-6.03442	365.18	28.9375
365.28	-6.03247	365.28	28.9422
365.38	-6.03442	365.38	28.9469
365.48	-6.03442	365.48	28.9516
365.58	-6.04224	365.58	28.9563
365.68	-6.04419	365.68	28.9609
365.78	-6.03442	365.78	28.9656
365.88	-6.03442	365.88	28.9703
365.98	-6.04224	365.98	28.975
366.08	-6.04419	366.08	28.9797
366.18	-6.03442	366.18	28.9844
366.28	-6.0437	366.28	28.9891
366.38	-6.04614	366.38	28.9938
366.48	-6.04614	366.48	28.9985
366.58	-6.03638	366.58	29.0031
366.68	-6.04419	366.68	29.0078
366.78	-6.04614	366.78	29.0125
366.88	-6.04614	366.88	29.0172
366.98	-6.04614	366.98	29.0219
367.08	-6.04224	367.08	29.0266
367.18	-6.04419	367.18	29.0313
367.28	-6.04419	367.28	29.036
367.38	-6.052	367.38	29.0406
367.48	-6.05396	367.48	29.0453
367.58	-6.05396	367.58	29.05
367.68	-6.04419	367.68	29.0547
367.78	-6.04419	367.78	29.0594
367.88	-6.052	367.88	29.0641
367.98	-6.05396	367.98	29.0688
368.08	-6.05396	368.08	29.0735
368.18	-6.052	368.18	29.0782
368.28	-6.05396	368.28	29.0828
368.38	-6.05396	368.38	29.0875
368.48	-6.05396	368.48	29.0922
368.58	-6.04419	368.58	29.0969
368.68	-6.04419	368.68	29.1016
368.78	-6.052	368.78	29.1063
368.88	-6.05396	368.88	29.111
368.98	-6.05396	368.98	29.1157
369.08	-6.05396	369.08	29.1203
369.18	-6.04419	369.18	29.125
369.28	-6.052	369.28	29.1297
369.38	-6.05396	369.38	29.1344
369.48	-6.05396	369.48	29.1391
369.58	-6.05396	369.58	29.1438
369.68	-6.05396	369.68	29.1485
369.78	-6.05347	369.78	29.1532
369.88	-6.05591	369.88	29.1579
369.98	-6.05591	369.98	29.1625
370.08	-6.05591	370.08	29.1672
370.18	-6.04614	370.18	29.1719
370.28	-6.05396	370.28	29.1766
370.38	-6.05591	370.38	29.1813
370.48	-6.05591	370.48	29.186
370.58	-6.05591	370.58	29.1907
370.68	-6.06372	370.68	29.1954
370.78	-6.06567	370.78	29.2001
370.88	-6.05591	370.88	29.2047
370.98	-6.05591	370.98	29.2094
371.08	-6.05591	371.08	29.2141
371.18	-6.06372	371.18	29.2188
371.28	-6.06567	371.28	29.2235
371.38	-6.05396	371.38	29.2282
371.48	-6.05396	371.48	29.2329
371.58	-6.06177	371.58	29.2376
371.68	-6.06372	371.68	29.2423
371.78	-6.06372	371.78	29.2469
371.88	-6.06372	371.88	29.2516
371.98	-6.07153	371.98	29.2563
372.08	-6.06372	372.08	29.261
372.18	-6.06372	372.18	29.2657
372.28	-6.06372	372.28	29.2704
372.38	-6.07153	372.38	29.2751
372.48	-6.06372	372.48	29.2798
372.58	-6.06372	372.58	29.2844
372.68	-6.06372	372.68	29.2891
372.78	-6.07153	372.78	29.2938
372.88	-6.07349	372.88	29.2985
372.98	-6.07349	372.98	29.3032
373.08	-6.06372	373.08	29.3079
373.18	-6.07153	373.18	29.3126
373.28	-6.07349	373.28	29.3173
373.38	-6.07349	373.38	29.322
373.48	-6.07349	373.48	29.3266
373.58	-6.06372	373.58	29.3313
373.68	-6.06372	373.68	29.336
373.78	-6.073	373.78	29.3407
373.88	-6.07544	373.88	29.3454
373.98	-6.06567	373.98	29.3501
374.08	-6.06567	374.08	29.3548
374.18	-6.07349	374.18	29.3595
374.28	-6.07544	374.28	29.3642
374.38	-6.07544	374.38	29.3688
374.48	-6.07544	374.48	29.3735
374.58	-6.07349	374.58	29.3782
374.68	-6.07544	374.68	29.3829
374.78	-6.07544	374.78	29.3876
374.88	-6.07544	374.88	29.3923
374.98	-6.08325	374.98	29.397
375.08	-6.08521	375.08	29.4017
375.18	-6.08521	375.18	29.4064
375.28	-6.08521	375.28	29.411
375.38	-6.09302	375.38	29.4157
375.48	-6.09497	375.48	29.4204
375.58	-6.09497	375.58	29.4251
375.68	-6.09302	375.68	29.4298
375.78	-6.09497	375.78	29.4345
375.88	-6.09497	375.88	29.4392
375.98	-6.09497	375.98	29.4439
376.08	-6.09497	376.08	29.4486
376.18	-6.09497	376.18	29.4533
376.28	-6.08521	376.28	29.4579
376.38	-6.08521	376.38	29.4626
376.48	-6.08521	376.48	29.4673
376.58	-6.08521	376.58	29.472
376.68	-6.08521	376.68	29.4767
376.78	-6.07349	376.78	29.4814
376.88	-6.07349	376.88	29.4861
376.98	-6.07349	376.98	29.4908
377.08	-6.07349	377.08	29.4955
377.18	-6.07349	377.18	29.5001
377.28	-6.06372	377.28	29.5048
377.38	-6.06372	377.38	29.5095
377.48	-6.05396	377.48	29.5142
377.58	-6.06177	377.58	29.5189
377.68	-6.06372	377.68	29.5236
377.78	-6.06372	377.78	29.5283
377.88	-6.06372	377.88	29.533
377.98	-6.05396	377.98	29.5377
378.08	-6.05396	378.08	29.5423
378.18	-6.06177	378.18	29.547
378.28	-6.06372	378.28	29.5517
378.38	-6.05396	378.38	29.5564
378.48	-6.05396	378.48	29.5611
378.58	-6.05396	378.58	29.5658
378.68	-6.05396	378.68	29.5705
378.78	-6.04419	378.78	29.5752
378.88	-6.04419	378.88	29.5799
378.98	-6.04419	378.98	29.5845
379.08	-6.0437	379.08	29.5892
379.18	-6.04614	379.18	29.5939
379.28	-6.04614	379.28	29.5986
379.38	-6.04614	379.38	29.6033
379.48	-6.04614	379.48	29.608
379.58	-6.04614	379.58	29.6127
379.68	-6.05396	379.68	29.6174
379.78	-6.05591	379.78	29.6221
379.88	-6.05591	379.88	29.6268
379.98	-6.06372	379.98	29.6314
380.08	-6.07349	380.08	29.6361
380.18	-6.08325	380.18	29.6408
380.28	-6.09497	380.28	29.6455
380.38	-6.12036	380.38	29.6502
380.48	-6.13403	380.48	29.6549
380.58	-6.15552	380.58	29.6596
380.68	-6.18481	380.68	29.6643
380.78	-6.17554	380.78	29.669
380.88	-6.16528	380.88	29.6737
380.98	-6.10864	380.98	29.6783
381.08	-6.05249	381.08	29.683
381.18	-5.95874	381.18	29.6877
381.28	-5.76953	381.28	29.6924
381.38	-5.55469	381.38	29.6971
381.48	-5.49927	381.48	29.7018
381.58	-5.43872	381.58	29.7065
381.68	-4.52417	381.68	29.7112
381.78	-1.38867	381.78	29.7159
381.88	-0.0493164	381.88	29.7205
381.98	-2.06177	381.98	29.7252
382.08	-3.90356	382.08	-2.08977
382.18	-5.08374	382.18	-2.07258
382.28	-5.45435	382.28	-2.05539
382.38	-5.48828	382.38	-2.03821
382.48	-5.25562	382.48	-2.02103
382.58	-5.19019	382.58	-2.00385
382.68	-4.7793	382.68	-1.98666
382.78	-4.46265	382.78	-1.96948
382.88	-4.33374	382.88	-1.9523
382.98	-4.14893	382.98	-1.93512
383.08	-3.92773	383.08	-1.91794
383.18	-3.74854	383.18	-1.90076
383.28	-3.64111	383.28	-1.88358
383.38	-3.58252	383.38	-1.86639
383.48	-3.51807	383.48	-1.84922
383.58	-3.479	383.58	-1.83204
383.68	-3.44189	383.68	-1.81486
383.78	-3.37354	383.78	-1.79768
383.88	-3.32471	383.88	-1.7805
383.98	-3.25635	383.98	-1.76333
384.08	-3.19604	384.08	-1.74615
384.18	-3.13916	384.18	-1.72897
384.28	-3.09814	384.28	-1.71179
384.38	-3.04761	384.38	-1.69462
384.48	-3.00049	384.48	-1.67745
384.58	-2.94019	384.58	-1.66027
384.68	-2.91846	384.68	-1.64309
384.78	-2.86987	384.78	-1.62592
384.88	-2.84058	384.88	-1.60874
384.98	-2.80127	384.98	-1.59157
385.08	-2.77026	385.08	-1.5744
385.18	-2.74072	385.18	-1.55722
385.28	-2.70972	385.28	-1.54005
385.38	-2.67456	385.38	-1.52288
385.48	-2.6333	385.48	-1.50571
385.58	-2.59253	385.58	-1.48854
385.68	-2.56909	385.68	-1.47136
385.78	-2.53564	385.78	-1.45419
385.88	-2.51245	385.88	-1.43702
385.98	-2.49292	385.98	-1.41985
386.08	-2.46338	386.08	-1.40268
386.18	-2.43237	386.18	-1.38551
386.28	-2.40503	386.28	-1.36834
386.38	-2.3562	386.38	-1.35117
386.48	-2.323	386.48	-1.33401
386.58	-2.28564	386.58	-1.31684
386.68	-2.2644	386.68	-1.29967
386.78	-2.22729	386.78	-1.2825
386.88	-2.21362	386.88	-1.26534
386.98	-2.17847	386.98	-1.24817
387.08	-2.13354	387.08	-1.23101
387.18	-2.09644	387.18	-1.21384
387.28	-2.07471	387.28	-1.19667
387.38	-2.03003	387.38	-1.17951
387.48	-2.00464	387.48	-1.16235
387.58	-1.97729	387.58	-1.14518
387.68	-1.93823	387.68	-1.12802
387.78	-1.91675	387.78	-1.11085
387.88	-1.88745	387.88	-1.09369
387.98	-1.84839	387.98	-1.07653
388.08	-1.81714	388.08	-1.05937
388.18	-1.78589	388.18	-1.0422
388.28	-1.75659	388.28	-1.02504
388.38	-1.72925	388.38	-1.00788
388.48	-1.69604	388.48	-0.990722
388.58	-1.6687	388.58	-0.97356
388.68	-1.63745	388.68	-0.956399
388.78	-1.6062	388.78	-0.939238
388.88	-1.58667	388.88	-0.922078
388.98	-1.55737	388.98	-0.904923
389.08	-1.52612	389.08	-0.887764
389.18	-1.49878	389.18	-0.870605
389.28	-1.47534	389.28	-0.853446
389.38	-1.448	389.38	-0.836287
389.48	-1.42651	389.48	-0.819134
389.58	-1.39722	389.58	-0.801977
389.68	-1.36792	389.68	-0.784819
389.78	-1.33862	389.78	-0.767662
389.88	-1.31519	389.88	-0.750506
389.98	-1.28003	389.98	-0.733355
390.08	-1.25659	390.08	-0.716199
390.18	-1.22729	390.18	-0.699043
390.28	-1.198	390.28	-0.681888
390.38	-1.1687	390.38	-0.664733
390.48	-1.13745	390.48	-0.647584
390.58	-1.10815	390.58	-0.63043
390.68	-1.06909	390.68	-0.613277
390.78	-1.04175	390.78	-0.596123
390.88	-1.01831	390.88	-0.57897
390.98	-0.989014	390.98	-0.561823
391.08	-0.969482	391.08	-0.544671
391.18	-0.93042	391.18	-0.527519
391.28	-0.89917	391.28	-0.510368
391.38	-0.860596	391.38	-0.493217
391.48	-0.838623	391.48	-0.476071
391.58	-0.809326	391.58	-0.458921
391.68	-0.770264	391.68	-0.441771
391.78	-0.748779	391.78	-0.424622
391.88	-0.721436	391.88	-0.407473
391.98	-0.699951	391.98	-0.390329
392.08	-0.670654	392.08	-0.373181
392.18	-0.649658	392.18	-0.356033
392.28	-0.619873	392.28	-0.338885
392.38	-0.590576	392.38	-0.321738
392.48	-0.569092	392.48	-0.304596
392.58	-0.539795	392.58	-0.28745
392.68	-0.500732	392.68	-0.270303
392.78	-0.481201	392.78	-0.253158
392.88	-0.450439	392.88	-0.236012
392.98	-0.43042	392.98	-0.218872
393.08	-0.408936	393.08	-0.201728
393.18	-0.389404	393.18	-0.184583
393.28	-0.362061	393.28	-0.16744
393.38	-0.330811	393.38	-0.150296
393.48	-0.300049	393.48	-0.133158
393.58	-0.280029	393.58	-0.116015
393.68	-0.260498	393.68	-0.0988728
393.78	-0.231201	393.78	-0.0817308
393.88	-0.213623	393.88	-0.0645891
393.98	-0.18042	393.98	-0.0474531
394.08	-0.159424	394.08	-0.0303121
394.18	-0.139404	394.18	-0.0131716
394.28	-0.112061	394.28	3.96859e-3
394.38	-0.0905762	394.38	0.0211084
394.48	-0.0710449	394.48	0.0382426
394.58	-0.0402832	394.58	0.0553816
394.68	-0.0124512	394.68	0.0725203
394.78	9.0332e-3	394.78	0.0896586
394.88	0.0285645	394.88	0.106797
394.98	0.0559082	394.98	0.123929
395.08	0.0808105	395.08	0.141066
395.18	0.10083	395.18	0.158203
395.28	0.110596	395.28	0.175339
395.38	0.147705	395.38	0.192475
395.48	0.177002	395.48	0.209606
395.58	0.199951	395.58	0.226741
395.68	0.219971	395.68	0.243876
395.78	0.247314	395.78	0.261011
395.88	0.276611	395.88	0.278145
395.98	0.307861	395.98	0.295273
396.08	0.33667	396.08	0.312407
396.18	0.360596	396.18	0.32954
396.28	0.387939	396.28	0.346673
396.38	0.409424	396.38	0.363805
396.48	0.438232	396.48	0.380932
396.58	0.468018	396.58	0.398063
396.68	0.489502	396.68	0.415195
396.78	0.516846	396.78	0.432325
396.88	0.547607	396.88	0.449456
396.98	0.577393	396.98	0.466581
397.08	0.598877	397.08	0.48371
397.18	0.626221	397.18	0.50084
397.28	0.656982	397.28	0.517969
397.38	0.677002	397.38	0.535097
397.48	0.698486	397.48	0.55222
397.58	0.727783	397.58	0.569348
397.68	0.758545	397.68	0.586476
397.78	0.778564	397.78	0.603603
397.88	0.807861	397.88	0.620729
397.98	0.827393	397.98	0.637851
398.08	0.850342	398.08	0.654976
398.18	0.876221	398.18	0.672102
398.28	0.889893	398.28	0.689227
398.38	0.917236	398.38	0.706352
398.48	0.938232	398.48	0.723471
398.58	0.968018	398.58	0.740595
398.68	0.987549	398.68	0.757719
398.78	1.01831	398.78	0.774843
398.88	1.03833	398.88	0.791966
398.98	1.05786	398.98	0.809083
399.08	1.08716	399.08	0.826205
399.18	1.11597	399.18	0.843327
399.28	1.13794	399.28	0.860449
399.38	1.15747	399.38	0.87757
399.48	1.18628	399.48	0.894685
399.58	1.21802	399.58	0.911806
399.68	1.23755	399.68	0.928926
399.78	1.25854	399.78	0.946045
399.88	1.27856	399.88	0.963164
399.98	1.30591	399.98	0.980278
400.08	1.3269	400.08	0.997397
400.18	1.34692	400.18	1.01451
400.28	1.36646	400.28	1.03163
400.38	1.38599	400.38	1.04875
400.48	1.41479	400.48	1.06586
400.58	1.43677	400.58	1.08298
400.68	1.4563	400.68	1.10009
400.78	1.47729	400.78	1.11721
400.88	1.50513	400.88	1.13433
400.98	1.52661	400.98	1.15144
401.08	1.56519	401.08	1.16855
401.18	1.58716	401.18	1.18566
401.28	1.6145	401.28	1.20278
401.38	1.62769	401.38	1.21989
401.48	1.64771	401.48	1.237
401.58	1.67505	401.58	1.25411
401.68	1.698	401.68	1.27123
401.78	1.72583	401.78	1.28834
401.88	1.74731	401.88	1.30545
401.98	1.76636	401.98	1.32256
402.08	1.79614	402.08	1.33967
402.18	1.81763	402.18	1.35678
402.28	1.84448	402.28	1.37389
402.38	1.85669	402.38	1.391
402.48	1.8855	402.48	1.4081
402.58	1.90747	402.58	1.42521
402.68	1.93481	402.68	1.44232
402.78	1.9563	402.78	1.45943
402.88	1.97729	402.88	1.47654
402.98	1.99536	402.98	1.49364
403.08	2.02612	403.08	1.51075
403.18	2.05591	403.18	1.52785
403.28	2.07739	403.28	1.54496
403.38	2.09644	403.38	1.56207
403.48	2.11841	403.48	1.57917
403.58	2.13403	403.58	1.59627
403.68	2.15698	403.68	1.61338
403.78	2.18481	403.78	1.63048
403.88	2.2063	403.88	1.64759
403.98	2.22534	403.98	1.66468
404.08	2.24731	404.08	1.68179
404.18	2.26489	404.18	1.69889
404.28	2.28589	404.28	1.71599
404.38	2.31567	404.38	1.7331
404.48	2.32739	404.48	1.75019
404.58	2.3562	404.58	1.76729
404.68	2.37427	404.68	1.7844
404.78	2.40503	404.78	1.8015
404.88	2.42505	404.88	1.8186
404.98	2.44653	404.98	1.83569
405.08	2.46558	405.08	1.85279
405.18	2.4856	405.18	1.86989
405.28	2.51636	405.28	1.88699
405.38	2.53638	405.38	1.90409
405.48	2.55786	405.48	1.92118
405.58	2.57495	405.58	1.93828
405.68	2.60474	405.68	1.95538
405.78	2.62427	405.78	1.97248
405.88	2.63745	405.88	1.98957
405.98	2.6731	405.98	2.00666
406.08	2.68677	406.08	2.02376
406.18	2.70581	406.18	2.04086
406.28	2.72583	406.28	2.05795
406.38	2.74487	406.38	2.07505
406.48	2.76489	406.48	2.09213
406.58	2.78442	406.58	2.10923
406.68	2.81519	406.68	2.12632
406.78	2.83521	406.78	2.14342
406.88	2.8562	406.88	2.16051
406.98	2.88599	406.98	2.1776
407.08	2.90552	407.08	2.19469
407.18	2.93628	407.18	2.21178
407.28	2.94653	407.28	2.22887
407.38	2.97534	407.38	2.24596
407.48	2.99536	407.48	2.26305
407.58	3.01489	407.58	2.28014
407.68	3.03589	407.68	2.29723
407.78	3.05591	407.78	2.31432
407.88	3.0769	407.88	2.33141
407.98	3.10474	407.98	2.34849
408.08	3.12427	408.08	2.36558
408.18	3.15503	408.18	2.38267
408.28	3.17505	408.28	2.39976
408.38	3.19604	408.38	2.41684
408.48	3.21606	408.48	2.43393
408.58	3.2356	408.58	2.45101
408.68	3.25464	408.68	2.4681
408.78	3.27466	408.78	2.48519
408.88	3.29565	408.88	2.50227
408.98	3.31567	408.98	2.51935
409.08	3.33521	409.08	2.53644
409.18	3.36401	409.18	2.55352
409.28	3.38599	409.28	2.5706
409.38	3.40503	409.38	2.58769
409.48	3.42505	409.48	2.60477
409.58	3.45386	409.58	2.62185
409.68	3.47583	409.68	2.63893
409.78	3.49536	409.78	2.65601
409.88	3.51636	409.88	2.6731
409.98	3.53442	409.98	2.69017
410.08	3.55542	410.08	2.70725
410.18	3.58325	410.18	2.72433
410.28	3.6062	410.28	2.74141
410.38	3.62622	410.38	2.75849
410.48	3.64575	410.48	2.77557
410.58	3.66479	410.58	2.79265
410.68	3.68286	410.68	2.80973
410.78	3.70581	410.78	2.82681
410.88	3.72583	410.88	2.84388
410.98	3.74487	410.98	2.86096
411.08	3.76489	411.08	2.87803
411.18	3.78442	411.18	2.89511
411.28	3.81323	411.28	2.91219
411.38	3.82544	411.38	2.92926
411.48	3.84644	411.48	2.94633
411.58	3.87231	411.58	2.96341
411.68	3.89526	411.68	2.98049
411.78	3.90552	411.78	2.99756
411.88	3.93433	411.88	3.01463
411.98	3.9563	411.98	3.0317
412.08	3.96411	412.08	3.04878
412.18	3.98511	412.18	3.06585
412.28	4.01294	412.28	3.08292
412.38	4.02612	412.38	3.1
412.48	4.04614	412.48	3.11706
412.58	4.07495	412.58	3.13413
412.68	4.09497	412.68	3.15121
412.78	4.12231	412.78	3.16828
412.88	4.1355	412.88	3.18535
412.98	4.15552	412.98	3.20241
413.08	4.17261	413.08	3.21948
413.18	4.19458	413.18	3.23655
413.28	4.22339	413.28	3.25362
413.38	4.24536	413.38	3.27069
413.48	4.27417	413.48	3.28775
413.58	4.28638	413.58	3.30482
413.68	4.30396	413.68	3.32189
413.78	4.33276	413.78	3.33896
413.88	4.36255	413.88	3.35602
413.98	4.37573	413.98	3.37308
414.08	4.3938	414.08	3.39015
414.18	4.41479	414.18	3.40722
414.28	4.44263	414.28	3.42428
414.38	4.46362	414.38	3.44135
414.48	4.47583	414.48	3.45841
414.58	4.50269	414.58	3.47547
414.68	4.51489	414.68	3.49253
414.78	4.5437	414.78	3.5096
414.88	4.57349	414.88	3.52666
414.98	4.58667	414.98	3.54372
415.08	4.60278	415.08	3.56078
415.18	4.62573	415.18	3.57784
415.28	4.6438	415.28	3.5949
415.38	4.66528	415.38	3.61197
415.48	4.68237	415.48	3.62902
415.58	4.69458	415.58	3.64608
415.68	4.72339	415.68	3.66314
415.78	4.74341	415.78	3.6802
415.88	4.75464	415.88	3.69726
415.98	4.78247	415.98	3.71431
416.08	4.79565	416.08	3.73137
416.18	4.82349	416.18	3.74843
416.28	4.84448	416.28	3.76549
416.38	4.87231	416.38	3.78255
416.48	4.89331	416.48	3.7996
416.58	4.91528	416.58	3.81666
416.68	4.93433	416.68	3.83371
416.78	4.94458	416.78	3.85077
416.88	4.97339	416.88	3.86782
416.98	4.99341	416.98	3.88487
417.08	5.0144	417.08	3.90193
417.18	5.03247	417.18	3.91898
417.28	5.04565	417.28	3.93604
417.38	5.06372	417.38	3.95309
