Cycle: 6  C15R22E_X	Cycle: 6  C15R22E_Y	Fitted Cycle: 6  C15R22E_X	Fitted Cycle: 6  C15R22E_Y
101.24	-2.41699	101.24	0.67181
101.34	-2.41699	101.34	0.674991
101.44	-2.42676	101.44	0.678172
101.54	-2.42676	101.54	0.681353
101.64	-2.43652	101.64	0.684533
101.74	-2.43652	101.74	0.687714
101.84	-2.44629	101.84	0.690894
101.94	-2.45605	101.94	0.694074
102.04	-2.45605	102.04	0.697254
102.14	-2.46582	102.14	0.700434
102.24	-2.46191	102.24	0.703613
102.34	-2.46582	102.34	0.706793
102.44	-2.46582	102.44	0.709972
102.54	-2.47559	102.54	0.713151
102.64	-2.47559	102.64	0.71633
102.74	-2.48535	102.74	0.719508
102.84	-2.48535	102.84	0.722687
102.94	-2.49707	102.94	0.725865
103.04	-2.49316	103.04	0.729044
103.14	-2.49707	103.14	0.732222
103.24	-2.49707	103.24	0.7354
103.34	-2.50684	103.34	0.738578
103.44	-2.5166	103.44	0.741755
103.54	-2.5166	103.54	0.744933
103.64	-2.52246	103.64	0.74811
103.74	-2.5166	103.74	0.751287
103.84	-2.52637	103.84	0.754464
103.94	-2.52637	103.94	0.75764
104.04	-2.53613	104.04	0.760817
104.14	-2.53613	104.14	0.763994
104.24	-2.5459	104.24	0.76717
104.34	-2.5459	104.34	0.770346
104.44	-2.55762	104.44	0.773522
104.54	-2.55762	104.54	0.776698
104.64	-2.56738	104.64	0.779874
104.74	-2.56738	104.74	0.783049
104.84	-2.57715	104.84	0.786224
104.94	-2.57715	104.94	0.789399
105.04	-2.58691	105.04	0.792574
105.14	-2.58301	105.14	0.795749
105.24	-2.58691	105.24	0.798924
105.34	-2.58691	105.34	0.802098
105.44	-2.59668	105.44	0.805272
105.54	-2.59668	105.54	0.808447
105.64	-2.60645	105.64	0.811621
105.74	-2.60645	105.74	0.814794
105.84	-2.61621	105.84	0.817968
105.94	-2.61621	105.94	0.821141
106.04	-2.62793	106.04	0.824315
106.14	-2.62793	106.14	0.827488
106.24	-2.6377	106.24	0.830661
106.34	-2.6377	106.34	0.833834
106.44	-2.64746	106.44	0.837006
106.54	-2.64746	106.54	0.840179
106.64	-2.65332	106.64	0.843352
106.74	-2.64746	106.74	0.846524
106.84	-2.65723	106.84	0.849696
106.94	-2.65723	106.94	0.852867
107.04	-2.66699	107.04	0.856039
107.14	-2.66699	107.14	0.859211
107.24	-2.67676	107.24	0.862382
107.34	-2.67676	107.34	0.865553
107.44	-2.68652	107.44	0.868724
107.54	-2.68652	107.54	0.871895
107.64	-2.69238	107.64	0.875066
107.74	-2.68652	107.74	0.878236
107.84	-2.68652	107.84	0.881407
107.94	-2.69824	107.94	0.884577
108.04	-2.69824	108.04	0.887747
108.14	-2.70801	108.14	0.890917
108.24	-2.70801	108.24	0.894087
108.34	-2.71777	108.34	0.897256
108.44	-2.71777	108.44	0.900426
108.54	-2.72754	108.54	0.903595
108.64	-2.72363	108.64	0.906764
108.74	-2.72754	108.74	0.909933
108.84	-2.72754	108.84	0.913102
108.94	-2.7373	108.94	0.91627
109.04	-2.7373	109.04	0.919439
109.14	-2.74707	109.14	0.922607
109.24	-2.74707	109.24	0.925775
109.34	-2.75684	109.34	0.928943
109.44	-2.75684	109.44	0.932111
109.54	-2.76855	109.54	0.935278
109.64	-2.76855	109.64	0.938446
109.74	-2.76855	109.74	0.941613
109.84	-2.77832	109.84	0.94478
109.94	-2.77832	109.94	0.947947
110.04	-2.78345	110.04	0.951114
110.14	-2.77637	110.14	0.954281
110.24	-2.78613	110.24	0.957447
110.34	-2.78613	110.34	0.960613
110.44	-2.7959	110.44	0.963779
110.54	-2.7959	110.54	0.966945
110.64	-2.80566	110.64	0.970111
110.74	-2.81543	110.74	0.973277
110.84	-2.81543	110.84	0.976442
110.94	-2.81543	110.94	0.979607
111.04	-2.8252	111.04	0.982773
111.14	-2.83691	111.14	0.985938
111.24	-2.83691	111.24	0.989102
111.34	-2.83691	111.34	0.992267
111.44	-2.84277	111.44	0.995431
111.54	-2.83691	111.54	0.998596
111.64	-2.84668	111.64	1.00176
111.74	-2.84668	111.74	1.00492
111.84	-2.85645	111.84	1.00809
111.94	-2.85645	111.94	1.01125
112.04	-2.85645	112.04	1.01442
112.14	-2.86621	112.14	1.01758
112.24	-2.86621	112.24	1.02074
112.34	-2.87598	112.34	1.0239
112.44	-2.87598	112.44	1.02707
112.54	-2.88574	112.54	1.03023
112.64	-2.88574	112.64	1.03339
112.74	-2.89551	112.74	1.03655
112.84	-2.89551	112.84	1.03972
112.94	-2.90527	112.94	1.04288
113.04	-2.90527	113.04	1.04604
113.14	-2.90137	113.14	1.0492
113.24	-2.91113	113.24	1.05236
113.34	-2.91309	113.34	1.05553
113.44	-2.91699	113.44	1.05869
113.54	-2.91699	113.54	1.06185
113.64	-2.92676	113.64	1.06501
113.74	-2.92676	113.74	1.06817
113.84	-2.93652	113.84	1.07133
113.94	-2.93652	113.94	1.07449
114.04	-2.94238	114.04	1.07765
114.14	-2.93652	114.14	1.08081
114.24	-2.94629	114.24	1.08397
114.34	-2.94629	114.34	1.08713
114.44	-2.95605	114.44	1.09029
114.54	-2.95605	114.54	1.09345
114.64	-2.96582	114.64	1.09661
114.74	-2.96582	114.74	1.09977
114.84	-2.96582	114.84	1.10293
114.94	-2.97754	114.94	1.10609
115.04	-2.97754	115.04	1.10924
115.14	-2.9873	115.14	1.1124
115.24	-2.9834	115.24	1.11556
115.34	-2.9873	115.34	1.11872
115.44	-2.9873	115.44	1.12188
115.54	-2.99707	115.54	1.12503
115.64	-3.00684	115.64	1.12819
115.74	-3.00684	115.74	1.13135
115.84	-3.0166	115.84	1.13451
115.94	-3.0127	115.94	1.13766
116.04	-3.00684	116.04	1.14082
116.14	-3.0166	116.14	1.14398
116.24	-3.02637	116.24	1.14713
116.34	-3.02637	116.34	1.15029
116.44	-3.02637	116.44	1.15345
116.54	-3.03809	116.54	1.1566
116.64	-3.03809	116.64	1.15976
116.74	-3.04785	116.74	1.16292
116.84	-3.04785	116.84	1.16607
116.94	-3.05762	116.94	1.16923
117.04	-3.05762	117.04	1.17238
117.14	-3.06348	117.14	1.17554
117.24	-3.05762	117.24	1.17869
117.34	-3.06738	117.34	1.18185
117.44	-3.06738	117.44	1.185
117.54	-3.07715	117.54	1.18816
117.64	-3.07715	117.64	1.19131
117.74	-3.08691	117.74	1.19446
117.84	-3.09668	117.84	1.19762
117.94	-3.09668	117.94	1.20077
118.04	-3.09668	118.04	1.20393
118.14	-3.09668	118.14	1.20708
118.24	-3.09668	118.24	1.21023
118.34	-3.09277	118.34	1.21339
118.44	-3.09668	118.44	1.21654
118.54	-3.10059	118.54	1.21969
118.64	-3.11816	118.64	1.22285
118.74	-3.12793	118.74	1.226
118.84	-3.12793	118.84	1.22915
118.94	-3.14355	118.94	1.2323
119.04	-3.16113	119.04	1.23545
119.14	-3.21387	119.14	1.23861
119.24	-3.2373	119.24	1.24176
119.34	-3.2561	119.34	1.24491
119.44	-3.25879	119.44	1.24806
119.54	-3.26196	119.54	1.25121
119.64	-3.27759	119.64	1.25436
119.74	-3.02979	119.74	1.25751
119.84	-2.45068	119.84	1.26067
119.94	-2.34741	119.94	1.26382
120.04	-3.22412	120.04	3.8972
120.14	-5.16821	120.14	3.89741
120.24	-4.28101	120.24	3.89762
120.34	-4.17334	120.34	3.89783
120.44	-4.27905	120.44	3.89804
120.54	-4.35449	120.54	3.89825
120.64	-4.45923	120.64	3.89846
120.74	-4.53931	120.74	3.89867
120.84	-4.56396	120.84	3.89888
120.94	-4.57446	120.94	3.89909
121.04	-4.58301	121.04	3.8993
121.14	-4.60962	121.14	3.89951
121.24	-4.62524	121.24	3.89972
121.34	-4.63306	121.34	3.89993
121.44	-4.6416	121.44	3.90014
121.54	-4.64868	121.54	3.90035
121.64	-4.66895	121.64	3.90056
121.74	-4.67676	121.74	3.90077
121.84	-4.69629	121.84	3.90098
121.94	-4.71387	121.94	3.90119
122.04	-4.7478	122.04	3.9014
122.14	-4.80054	122.14	3.90161
122.24	-4.85132	122.24	3.90182
122.34	-4.89746	122.34	3.90203
122.44	-4.92163	122.44	3.90224
122.54	-4.95605	122.54	3.90245
122.64	-4.97827	122.64	3.90266
122.74	-5.00684	122.74	3.90287
122.84	-5.03882	122.84	3.90308
122.94	-5.06348	122.94	3.90329
123.04	-5.08569	123.04	3.9035
123.14	-5.12793	123.14	3.90371
123.24	-5.13843	123.24	3.90392
123.34	-5.16895	123.34	3.90413
123.44	-5.18262	123.44	3.90434
123.54	-5.20874	123.54	3.90455
123.64	-5.22363	123.64	3.90476
123.74	-5.24976	123.74	3.90497
123.84	-5.26465	123.84	3.90518
123.94	-5.27832	123.94	3.90539
124.04	-5.28882	124.04	3.9056
124.14	-5.30957	124.14	3.90581
124.24	-5.3291	124.24	3.90603
124.34	-5.3396	124.34	3.90624
124.44	-5.3584	124.44	3.90645
124.54	-5.37793	124.54	3.90666
124.64	-5.38452	124.64	3.90687
124.74	-5.39941	124.74	3.90708
124.84	-5.42285	124.84	3.90729
124.94	-5.43921	124.94	3.9075
125.04	-5.45801	125.04	3.90771
125.14	-5.47754	125.14	3.90792
125.24	-5.48804	125.24	3.90813
125.34	-5.50879	125.34	3.90834
125.44	-5.52905	125.44	3.90855
125.54	-5.54395	125.54	3.90876
125.64	-5.56934	125.64	3.90897
125.74	-5.58765	125.74	3.90918
125.84	-5.6084	125.84	3.90939
125.94	-5.62402	125.94	3.9096
126.04	-5.63452	126.04	3.90981
126.14	-5.63184	126.14	3.91002
126.24	-5.63965	126.24	3.91023
126.34	-5.64355	126.34	3.91044
126.44	-5.64551	126.44	3.91065
126.54	-5.64429	126.54	3.91086
126.64	-5.64551	126.64	3.91107
126.74	-5.65137	126.74	3.91129
126.84	-5.65527	126.84	3.9115
126.94	-5.65796	126.94	3.91171
127.04	-5.6709	127.04	3.91192
127.14	-5.6748	127.14	3.91213
127.24	-5.6748	127.24	3.91234
127.34	-5.68457	127.34	3.91255
127.44	-5.68066	127.44	3.91276
127.54	-5.6853	127.54	3.91297
127.64	-5.69824	127.64	3.91318
127.74	-5.71387	127.74	3.91339
127.84	-5.71973	127.84	3.9136
127.94	-5.7146	127.94	3.91381
128.04	-5.72559	128.04	3.91402
128.14	-5.73535	128.14	3.91423
128.24	-5.7334	128.24	3.91444
128.34	-5.73999	128.34	3.91465
128.44	-5.74512	128.44	3.91487
128.54	-5.74512	128.54	3.91508
128.64	-5.75098	128.64	3.91529
128.74	-5.74512	128.74	3.9155
128.84	-5.74902	128.84	3.91571
128.94	-5.75366	128.94	3.91592
129.04	-5.76074	129.04	3.91613
129.14	-5.75488	129.14	3.91634
129.24	-5.76465	129.24	3.91655
129.34	-5.77051	129.34	3.91676
129.44	-5.76147	129.44	3.91697
129.54	-5.77637	129.54	3.91718
129.64	-5.77051	129.64	3.91739
129.74	-5.77441	129.74	3.91761
129.84	-5.78027	129.84	3.91782
129.94	-5.78491	129.94	3.91803
130.04	-5.78223	130.04	3.91824
130.14	-5.78223	130.14	3.91845
130.24	-5.78027	130.24	3.91866
130.34	-5.78027	130.34	3.91887
130.44	-5.78027	130.44	3.91908
130.54	-5.77051	130.54	3.91929
130.64	-5.77051	130.64	3.9195
130.74	-5.75879	130.74	3.91971
130.84	-5.72949	130.84	3.91992
130.94	-5.71777	130.94	3.92014
131.04	-5.70801	131.04	3.92035
131.14	-5.71973	131.14	3.92056
131.24	-5.72632	131.24	3.92077
131.34	-5.75488	131.34	3.92098
131.44	-5.76538	131.44	3.92119
131.54	-5.77637	131.54	3.9214
131.64	-5.78418	131.64	3.92161
131.74	-5.78418	131.74	3.92182
131.84	-5.77441	131.84	3.92203
131.94	-5.75098	131.94	3.92224
132.04	-5.75879	132.04	3.92246
132.14	-5.75684	132.14	3.92267
132.24	-5.74512	132.24	3.92288
132.34	-5.73535	132.34	3.92309
132.44	-5.72559	132.44	3.9233
132.54	-5.72437	132.54	3.92351
132.64	-5.75488	132.64	3.92372
132.74	-5.81421	132.74	3.92393
132.84	-5.87866	132.84	3.92414
132.94	-5.93726	132.94	3.92435
133.04	-6.00757	133.04	3.92457
133.14	-6.06616	133.14	3.92478
133.24	-6.11108	133.24	3.92499
133.34	-6.1416	133.34	3.9252
133.44	-6.1853	133.44	3.92541
133.54	-6.24121	133.54	3.92562
133.64	-6.24121	133.64	3.92583
133.74	-6.22754	133.74	3.92604
133.84	-6.19043	133.84	3.92625
133.94	-6.13306	133.94	3.92647
134.04	-6.0791	134.04	3.92668
134.14	-6.05371	134.14	3.92689
134.24	-6.02832	134.24	3.9271
134.34	-6.01855	134.34	3.92731
134.44	-6.01074	134.44	3.92752
134.54	-6.00098	134.54	3.92773
134.64	-6.00098	134.64	3.92794
134.74	-5.99707	134.74	3.92816
134.84	-5.99121	134.84	3.92837
134.94	-5.9873	134.94	3.92858
135.04	-5.96973	135.04	3.92879
135.14	-5.96582	135.14	3.929
135.24	-5.95996	135.24	3.92921
135.34	-5.95996	135.34	3.92942
135.44	-5.95605	135.44	3.92963
135.54	-5.9502	135.54	3.92985
135.64	-5.94116	135.64	3.93006
135.74	-5.95215	135.74	3.93027
135.84	-5.95215	135.84	3.93048
135.94	-5.94043	135.94	3.93069
136.04	-5.94043	136.04	3.9309
136.14	-5.94043	136.14	3.93111
136.24	-5.94043	136.24	3.93133
136.34	-5.94043	136.34	3.93154
136.44	-5.94507	136.44	3.93175
136.54	-5.94043	136.54	3.93196
136.64	-5.9502	136.64	3.93217
136.74	-5.94434	136.74	3.93238
136.84	-5.9502	136.84	3.93259
136.94	-5.9502	136.94	3.9328
137.04	-5.95093	137.04	3.93302
137.14	-5.94824	137.14	3.93323
137.24	-5.94238	137.24	3.93344
137.34	-5.94434	137.34	3.93365
137.44	-5.9502	137.44	3.93386
137.54	-5.94043	137.54	3.93407
137.64	-5.94043	137.64	3.93429
137.74	-5.94434	137.74	3.9345
137.84	-5.95093	137.84	3.93471
137.94	-5.93848	137.94	3.93492
138.04	-5.93066	138.04	3.93513
138.14	-5.93066	138.14	3.93534
138.24	-5.93457	138.24	3.93555
138.34	-5.93652	138.34	3.93577
138.44	-5.93066	138.44	3.93598
138.54	-5.92676	138.54	3.93619
138.64	-5.9209	138.64	3.9364
138.74	-5.9209	138.74	3.93661
138.84	-5.91968	138.84	3.93682
138.94	-5.9209	138.94	3.93704
139.04	-5.91504	139.04	3.93725
139.14	-5.9209	139.14	3.93746
139.24	-5.9209	139.24	3.93767
139.34	-5.9209	139.34	3.93788
139.44	-5.9209	139.44	3.93809
139.54	-5.91968	139.54	3.9383
139.64	-5.91504	139.64	3.93852
139.74	-5.9209	139.74	3.93873
139.84	-5.9209	139.84	3.93894
139.94	-5.9248	139.94	3.93915
140.04	-5.9209	140.04	3.93936
140.14	-5.9209	140.14	3.93958
140.24	-5.91968	140.24	3.93979
140.34	-5.9209	140.34	3.94
140.44	-5.9248	140.44	3.94021
140.54	-5.9209	140.54	3.94042
140.64	-5.9209	140.64	3.94063
140.74	-5.9209	140.74	3.94085
140.84	-5.9209	140.84	3.94106
140.94	-5.91968	140.94	3.94127
141.04	-5.9209	141.04	3.94148
141.14	-5.9209	141.14	3.94169
141.24	-5.9209	141.24	3.9419
141.34	-5.9209	141.34	3.94212
141.44	-5.91113	141.44	3.94233
141.54	-5.91113	141.54	3.94254
141.64	-5.90918	141.64	3.94275
141.74	-5.90991	141.74	3.94296
141.84	-5.91113	141.84	3.94318
141.94	-5.91113	141.94	3.94339
142.04	-5.91113	142.04	3.9436
142.14	-5.91113	142.14	3.94381
142.24	-5.89746	142.24	3.94402
142.34	-5.89551	142.34	3.94423
142.44	-5.89551	142.44	3.94445
142.54	-5.88965	142.54	3.94466
142.64	-5.88965	142.64	3.94487
142.74	-5.89038	142.74	3.94508
142.84	-5.8916	142.84	3.94529
142.94	-5.8916	142.94	3.94551
143.04	-5.8916	143.04	3.94572
143.14	-5.8916	143.14	3.94593
143.24	-5.88574	143.24	3.94614
143.34	-5.87988	143.34	3.94635
143.44	-5.87988	143.44	3.94657
143.54	-5.87988	143.54	3.94678
143.64	-5.88062	143.64	3.94699
143.74	-5.88184	143.74	3.9472
143.84	-5.87793	143.84	3.94741
143.94	-5.86035	143.94	3.94763
144.04	-5.86035	144.04	3.94784
144.14	-5.86035	144.14	3.94805
144.24	-5.85645	144.24	3.94826
144.34	-5.85059	144.34	3.94847
144.44	-5.85059	144.44	3.94869
144.54	-5.85059	144.54	3.9489
144.64	-5.84668	144.64	3.94911
144.74	-5.84155	144.74	3.94932
144.84	-5.83691	144.84	3.94954
144.94	-5.83105	144.94	3.94975
145.04	-5.83105	145.04	3.94996
145.14	-5.82715	145.14	3.95017
145.24	-5.82129	145.24	3.95038
145.34	-5.82129	145.34	3.9506
145.44	-5.81738	145.44	3.95081
145.54	-5.81152	145.54	3.95102
145.64	-5.80957	145.64	3.95123
145.74	-5.80566	145.74	3.95144
145.84	-5.7998	145.84	3.95166
145.94	-5.79004	145.94	3.95187
146.04	-5.78613	146.04	3.95208
146.14	-5.78101	146.14	3.95229
146.24	-5.78223	146.24	3.95251
146.34	-5.78027	146.34	3.95272
146.44	-5.77637	146.44	3.95293
146.54	-5.77051	146.54	3.95314
146.64	-5.7666	146.64	3.95335
146.74	-5.76074	146.74	3.95357
146.84	-5.76074	146.84	3.95378
146.94	-5.75684	146.94	3.95399
147.04	-5.74707	147.04	3.9542
147.14	-5.74121	147.14	3.95442
147.24	-5.73926	147.24	3.95463
147.34	-5.73535	147.34	3.95484
147.44	-5.73022	147.44	3.95505
147.54	-5.72754	147.54	3.95527
147.64	-5.72168	147.64	3.95548
147.74	-5.71777	147.74	3.95569
147.84	-5.71191	147.84	3.9559
147.94	-5.70801	147.94	3.95612
148.04	-5.7002	148.04	3.95633
148.14	-5.69629	148.14	3.95654
148.24	-5.69043	148.24	3.95675
148.34	-5.69043	148.34	3.95696
148.44	-5.68652	148.44	3.95718
148.54	-5.67676	148.54	3.95739
148.64	-5.6709	148.64	3.9576
148.74	-5.66699	148.74	3.95781
148.84	-5.65918	148.84	3.95803
148.94	-5.66504	148.94	3.95824
149.04	-5.65991	149.04	3.95845
149.14	-5.64746	149.14	3.95866
149.24	-5.65137	149.24	3.95888
149.34	-5.64746	149.34	3.95909
149.44	-5.6416	149.44	3.9593
149.54	-5.6377	149.54	3.95951
149.64	-5.62793	149.64	3.95973
149.74	-5.62207	149.74	3.95994
149.84	-5.61621	149.84	3.96015
149.94	-5.61035	149.94	3.96036
150.04	-5.61035	150.04	3.96058
150.14	-5.60645	150.14	3.96079
150.24	-5.60059	150.24	3.961
150.34	-5.59668	150.34	3.96122
150.44	-5.59082	150.44	3.96143
150.54	-5.58691	150.54	3.96164
150.64	-5.5752	150.64	3.96185
150.74	-5.5791	150.74	3.96207
150.84	-5.5752	150.84	3.96228
150.94	-5.56543	150.94	3.96249
151.04	-5.5603	151.04	3.9627
151.14	-5.55762	151.14	3.96292
151.24	-5.55176	151.24	3.96313
151.34	-5.54785	151.34	3.96334
151.44	-5.54199	151.44	3.96355
151.54	-5.53613	151.54	3.96377
151.64	-5.54004	151.64	3.96398
151.74	-5.53613	151.74	3.96419
151.84	-5.53027	151.84	3.96441
151.94	-5.52637	151.94	3.96462
152.04	-5.52051	152.04	3.96483
152.14	-5.5166	152.14	3.96504
152.24	-5.51074	152.24	3.96526
152.34	-5.50684	152.34	3.96547
152.44	-5.50098	152.44	3.96568
152.54	-5.49976	152.54	3.96589
152.64	-5.49707	152.64	3.96611
152.74	-5.49121	152.74	3.96632
152.84	-5.4873	152.84	3.96653
152.94	-5.48145	152.94	3.96675
153.04	-5.47754	153.04	3.96696
153.14	-5.47168	153.14	3.96717
153.24	-5.46777	153.24	3.96738
153.34	-5.45996	153.34	3.9676
153.44	-5.45996	153.44	3.96781
153.54	-5.45605	153.54	3.96802
153.64	-5.4502	153.64	3.96824
153.74	-5.44629	153.74	3.96845
153.84	-5.44043	153.84	3.96866
153.94	-5.43652	153.94	3.96887
154.04	-5.4314	154.04	3.96909
154.14	-5.42676	154.14	3.9693
154.24	-5.41699	154.24	3.96951
154.34	-5.41113	154.34	3.96973
154.44	-5.41113	154.44	3.96994
154.54	-5.40723	154.54	3.97015
154.64	-5.40137	154.64	3.97037
154.74	-5.39746	154.74	3.97058
154.84	-5.3916	154.84	3.97079
154.94	-5.3877	154.94	3.971
155.04	-5.37988	155.04	3.97122
155.14	-5.37598	155.14	3.97143
155.24	-5.37012	155.24	3.97164
155.34	-5.36621	155.34	3.97186
155.44	-5.36035	155.44	3.97207
155.54	-5.35645	155.54	3.97228
155.64	-5.35059	155.64	3.9725
155.74	-5.35645	155.74	3.97271
155.84	-5.34668	155.84	3.97292
155.94	-5.3396	155.94	3.97313
156.04	-5.33691	156.04	3.97335
156.14	-5.33105	156.14	3.97356
156.24	-5.32715	156.24	3.97377
156.34	-5.32129	156.34	3.97399
156.44	-5.31738	156.44	3.9742
156.54	-5.31152	156.54	3.97441
156.64	-5.30762	156.64	3.97463
156.74	-5.2998	156.74	3.97484
156.84	-5.30566	156.84	3.97505
156.94	-5.2998	156.94	3.97527
157.04	-5.2959	157.04	3.97548
157.14	-5.28613	157.14	3.97569
157.24	-5.28027	157.24	3.97591
157.34	-5.27637	157.34	3.97612
157.44	-5.27051	157.44	3.97633
157.54	-5.2666	157.54	3.97655
157.64	-5.26147	157.64	3.97676
157.74	-5.26855	157.74	3.97697
157.84	-5.25684	157.84	3.97719
157.94	-5.25098	157.94	3.9774
158.04	-5.24707	158.04	3.97761
158.14	-5.2373	158.14	3.97783
158.24	-5.23145	158.24	3.97804
158.34	-5.22754	158.34	3.97825
158.44	-5.22168	158.44	3.97846
158.54	-5.21777	158.54	3.97868
158.64	-5.20605	158.64	3.97889
158.74	-5.20996	158.74	3.9791
158.84	-5.20605	158.84	3.97932
158.94	-5.2002	158.94	3.97953
159.04	-5.19629	159.04	3.97975
159.14	-5.19043	159.14	3.97996
159.24	-5.19043	159.24	3.98017
159.34	-5.18652	159.34	3.98039
159.44	-5.1814	159.44	3.9806
159.54	-5.17676	159.54	3.98081
159.64	-5.1709	159.64	3.98103
159.74	-5.17676	159.74	3.98124
159.84	-5.1709	159.84	3.98145
159.94	-5.16699	159.94	3.98167
160.04	-5.16113	160.04	3.98188
160.14	-5.15723	160.14	3.98209
160.24	-5.15137	160.24	3.98231
160.34	-5.14746	160.34	3.98252
160.44	-5.1377	160.44	3.98273
160.54	-5.12988	160.54	3.98295
160.64	-5.12598	160.64	3.98316
160.74	-5.11621	160.74	3.98337
160.84	-5.11621	160.84	3.98359
160.94	-5.11035	160.94	3.9838
161.04	-5.10645	161.04	3.98401
161.14	-5.09668	161.14	3.98423
161.24	-5.09082	161.24	3.98444
161.34	-5.08691	161.34	3.98465
161.44	-5.0752	161.44	3.98487
161.54	-5.0791	161.54	3.98508
161.64	-5.0752	161.64	3.9853
161.74	-5.06543	161.74	3.98551
161.84	-5.0603	161.84	3.98572
161.94	-5.05762	161.94	3.98594
162.04	-5.05176	162.04	3.98615
162.14	-5.04785	162.14	3.98636
162.24	-5.03809	162.24	3.98658
162.34	-5.04199	162.34	3.98679
162.44	-5.03613	162.44	3.987
162.54	-5.03027	162.54	3.98722
162.64	-5.02637	162.64	3.98743
162.74	-5.0166	162.74	3.98765
162.84	-5.01074	162.84	3.98786
162.94	-5.0166	162.94	3.98807
163.04	-5.00684	163.04	3.98829
163.14	-5.00098	163.14	3.9885
163.24	-4.99707	163.24	3.98871
163.34	-4.9873	163.34	3.98893
163.44	-4.97949	163.44	3.98914
163.54	-4.98535	163.54	3.98936
163.64	-4.97949	163.64	3.98957
163.74	-4.97559	163.74	3.98978
163.84	-4.96582	163.84	3.99
163.94	-4.96069	163.94	3.99021
164.04	-4.95801	164.04	3.99042
164.14	-4.95801	164.14	3.99064
164.24	-4.95215	164.24	3.99085
164.34	-4.94824	164.34	3.99107
164.44	-4.93652	164.44	3.99128
164.54	-4.93066	164.54	3.99149
164.64	-4.92676	164.64	3.99171
164.74	-4.93066	164.74	3.99192
164.84	-4.92676	164.84	3.99213
164.94	-4.9209	164.94	3.99235
165.04	-4.9209	165.04	3.99256
165.14	-4.91699	165.14	3.99278
165.24	-4.91113	165.24	3.99299
165.34	-4.90527	165.34	3.9932
165.44	-4.90918	165.44	3.99342
165.54	-4.90991	165.54	3.99363
165.64	-4.90723	165.64	3.99385
165.74	-4.90137	165.74	3.99406
165.84	-4.89746	165.84	3.99427
165.94	-4.90137	165.94	3.99449
166.04	-4.89746	166.04	3.9947
166.14	-4.8916	166.14	3.99492
166.24	-4.8877	166.24	3.99513
166.34	-4.88184	166.34	3.99534
166.44	-4.8877	166.44	3.99556
166.54	-4.87988	166.54	3.99577
166.64	-4.87598	166.64	3.99599
166.74	-4.87012	166.74	3.9962
166.84	-4.86621	166.84	3.99641
166.94	-4.86621	166.94	3.99663
167.04	-4.86035	167.04	3.99684
167.14	-4.86035	167.14	3.99706
167.24	-4.85645	167.24	3.99727
167.34	-4.85645	167.34	3.99748
167.44	-4.85132	167.44	3.9977
167.54	-4.84668	167.54	3.99791
167.64	-4.84082	167.64	3.99813
167.74	-4.84668	167.74	3.99834
167.84	-4.84082	167.84	3.99856
167.94	-4.83691	167.94	3.99877
168.04	-4.83105	168.04	3.99898
168.14	-4.83691	168.14	3.9992
168.24	-4.83105	168.24	3.99941
168.34	-4.82715	168.34	3.99963
168.44	-4.82129	168.44	3.99984
168.54	-4.82715	168.54	4.00005
168.64	-4.81934	168.64	4.00027
168.74	-4.81543	168.74	4.00048
168.84	-4.81934	168.84	4.0007
168.94	-4.81543	168.94	4.00091
169.04	-4.8103	169.04	4.00113
169.14	-4.80762	169.14	4.00134
169.24	-4.79785	169.24	4.00155
169.34	-4.80176	169.34	4.00177
169.44	-4.79785	169.44	4.00198
169.54	-4.78809	169.54	4.0022
169.64	-4.78223	169.64	4.00241
169.74	-4.78809	169.74	4.00263
169.84	-4.78027	169.84	4.00284
169.94	-4.78613	169.94	4.00305
170.04	-4.77637	170.04	4.00327
170.14	-4.77051	170.14	4.00348
170.24	-4.77637	170.24	4.0037
170.34	-4.7666	170.34	4.00391
170.44	-4.75684	170.44	4.00413
170.54	-4.76074	170.54	4.00434
170.64	-4.75684	170.64	4.00455
170.74	-4.74707	170.74	4.00477
170.84	-4.75098	170.84	4.00498
170.94	-4.74707	170.94	4.0052
171.04	-4.73535	171.04	4.00541
171.14	-4.73926	171.14	4.00563
171.24	-4.74512	171.24	4.00584
171.34	-4.73535	171.34	4.00606
171.44	-4.73022	171.44	4.00627
171.54	-4.7373	171.54	4.00648
171.64	-4.72754	171.64	4.0067
171.74	-4.72168	171.74	4.00691
171.84	-4.72754	171.84	4.00713
171.94	-4.72168	171.94	4.00734
172.04	-4.72754	172.04	4.00756
172.14	-4.71777	172.14	4.00777
172.24	-4.71191	172.24	4.00799
172.34	-4.70605	172.34	4.0082
172.44	-4.70605	172.44	4.00841
172.54	-4.7002	172.54	4.00863
172.64	-4.70605	172.64	4.00884
172.74	-4.69629	172.74	4.00906
172.84	-4.69629	172.84	4.00927
172.94	-4.69043	172.94	4.00949
173.04	-4.69629	173.04	4.0097
173.14	-4.68652	173.14	4.00992
173.24	-4.68066	173.24	4.01013
173.34	-4.68652	173.34	4.01035
173.44	-4.67676	173.44	4.01056
173.54	-4.67676	173.54	4.01077
173.64	-4.6709	173.64	4.01099
173.74	-4.67676	173.74	4.0112
173.84	-4.66699	173.84	4.01142
173.94	-4.66699	173.94	4.01163
174.04	-4.6709	174.04	4.01185
174.14	-4.66504	174.14	4.01206
174.24	-4.66504	174.24	4.01228
174.34	-4.66504	174.34	4.01249
174.44	-4.65527	174.44	4.01271
