Cycle: 6  C15R22E_X	Cycle: 6  C15R22E_Y	Fitted Cycle: 6  C15R22E_X	Fitted Cycle: 6  C15R22E_Y
-47.26	0.682617	-47.26	-0.181526
-47.16	0.686523	-47.16	-0.181142
-47.06	0.682617	-47.06	-0.180757
-46.96	0.682617	-46.96	-0.180373
-46.86	0.682617	-46.86	-0.179989
-46.76	0.672852	-46.76	-0.179605
-46.66	0.672852	-46.66	-0.179221
-46.56	0.672852	-46.56	-0.178837
-46.46	0.672852	-46.46	-0.178453
-46.36	0.672852	-46.36	-0.178069
-46.26	0.672852	-46.26	-0.177685
-46.16	0.67749	-46.16	-0.177301
-46.06	0.674805	-46.06	-0.176916
-45.96	0.674805	-45.96	-0.176532
-45.86	0.674805	-45.86	-0.176148
-45.76	0.674805	-45.76	-0.175764
-45.66	0.678711	-45.66	-0.17538
-45.56	0.674805	-45.56	-0.174996
-45.46	0.674805	-45.46	-0.174612
-45.36	0.674805	-45.36	-0.174228
-45.26	0.674805	-45.26	-0.173844
-45.16	0.678711	-45.16	-0.17346
-45.06	0.672852	-45.06	-0.173075
-44.96	0.672852	-44.96	-0.172691
-44.86	0.672852	-44.86	-0.172307
-44.76	0.676758	-44.76	-0.171923
-44.66	0.682617	-44.66	-0.171539
-44.56	0.682617	-44.56	-0.171155
-44.46	0.672852	-44.46	-0.170771
-44.36	0.676758	-44.36	-0.170387
-44.26	0.682617	-44.26	-0.170003
-44.16	0.682617	-44.16	-0.169619
-44.06	0.682617	-44.06	-0.169234
-43.96	0.672852	-43.96	-0.16885
-43.86	0.672852	-43.86	-0.168466
-43.76	0.676758	-43.76	-0.168082
-43.66	0.682617	-43.66	-0.167698
-43.56	0.682617	-43.56	-0.167314
-43.46	0.672852	-43.46	-0.16693
-43.36	0.672852	-43.36	-0.166546
-43.26	0.676758	-43.26	-0.166162
-43.16	0.682617	-43.16	-0.165778
-43.06	0.682617	-43.06	-0.165393
-42.96	0.672852	-42.96	-0.165009
-42.86	0.672852	-42.86	-0.164625
-42.76	0.676758	-42.76	-0.164241
-42.66	0.682617	-42.66	-0.163857
-42.56	0.672852	-42.56	-0.163473
-42.46	0.672852	-42.46	-0.163089
-42.36	0.672852	-42.36	-0.162705
-42.26	0.672852	-42.26	-0.162321
-42.16	0.672852	-42.16	-0.161937
-42.06	0.663086	-42.06	-0.161552
-41.96	0.663086	-41.96	-0.161168
-41.86	0.663086	-41.86	-0.160784
-41.76	0.667725	-41.76	-0.1604
-41.66	0.665039	-41.66	-0.160016
-41.56	0.665039	-41.56	-0.159632
-41.46	0.668945	-41.46	-0.159248
-41.36	0.674805	-41.36	-0.158864
-41.26	0.674805	-41.26	-0.15848
-41.16	0.674805	-41.16	-0.158096
-41.06	0.663086	-41.06	-0.157711
-40.96	0.666992	-40.96	-0.157327
-40.86	0.672852	-40.86	-0.156943
-40.76	0.672852	-40.76	-0.156559
-40.66	0.663086	-40.66	-0.156175
-40.56	0.666992	-40.56	-0.155791
-40.46	0.672852	-40.46	-0.155407
-40.36	0.672852	-40.36	-0.155023
-40.26	0.663086	-40.26	-0.154639
-40.16	0.666992	-40.16	-0.154255
-40.06	0.672852	-40.06	-0.15387
-39.96	0.672852	-39.96	-0.153486
-39.86	0.672852	-39.86	-0.153102
-39.76	0.663086	-39.76	-0.152718
-39.66	0.663086	-39.66	-0.152334
-39.56	0.663086	-39.56	-0.15195
-39.46	0.663086	-39.46	-0.151566
-39.36	0.657227	-39.36	-0.151182
-39.26	0.663086	-39.26	-0.150798
-39.16	0.663086	-39.16	-0.150414
-39.06	0.663086	-39.06	-0.150029
-38.96	0.65332	-38.96	-0.149645
-38.86	0.657227	-38.86	-0.149261
-38.76	0.663086	-38.76	-0.148877
-38.66	0.663086	-38.66	-0.148493
-38.56	0.657227	-38.56	-0.148109
-38.46	0.663086	-38.46	-0.147725
-38.36	0.663086	-38.36	-0.147341
-38.26	0.65332	-38.26	-0.146957
-38.16	0.65332	-38.16	-0.146573
-38.06	0.65332	-38.06	-0.146188
-37.96	0.65332	-37.96	-0.145804
-37.86	0.641602	-37.86	-0.14542
-37.76	0.645508	-37.76	-0.145036
-37.66	0.651367	-37.66	-0.144652
-37.56	0.651367	-37.56	-0.144268
-37.46	0.651367	-37.46	-0.143884
-37.36	0.641602	-37.36	-0.1435
-37.26	0.64624	-37.26	-0.143116
-37.16	0.65332	-37.16	-0.142732
-37.06	0.65332	-37.06	-0.142347
-36.96	0.643555	-36.96	-0.141963
-36.86	0.643555	-36.86	-0.141579
-36.76	0.647461	-36.76	-0.141195
-36.66	0.65332	-36.66	-0.140811
-36.56	0.643555	-36.56	-0.140427
-36.46	0.643555	-36.46	-0.140043
-36.36	0.643555	-36.36	-0.139659
-36.26	0.643555	-36.26	-0.139275
-36.16	0.643555	-36.16	-0.138891
-36.06	0.633789	-36.06	-0.138506
-35.96	0.633789	-35.96	-0.138122
-35.86	0.637695	-35.86	-0.137738
-35.76	0.643555	-35.76	-0.137354
-35.66	0.633789	-35.66	-0.13697
-35.56	0.633789	-35.56	-0.136586
-35.46	0.633789	-35.46	-0.136202
-35.36	0.633789	-35.36	-0.135818
-35.26	0.624023	-35.26	-0.135434
-35.16	0.62793	-35.16	-0.13505
-35.06	0.633789	-35.06	-0.134665
-34.96	0.633789	-34.96	-0.134281
-34.86	0.624023	-34.86	-0.133897
-34.76	0.624023	-34.76	-0.133513
-34.66	0.624023	-34.66	-0.133129
-34.56	0.624023	-34.56	-0.132745
-34.46	0.614258	-34.46	-0.132361
-34.36	0.614258	-34.36	-0.131977
-34.26	0.614258	-34.26	-0.131593
-34.16	0.614258	-34.16	-0.131209
-34.06	0.602539	-34.06	-0.130824
-33.96	0.602539	-33.96	-0.13044
-33.86	0.602539	-33.86	-0.130056
-33.76	0.59668	-33.76	-0.129672
-33.66	0.602539	-33.66	-0.129288
-33.56	0.602539	-33.56	-0.128904
-33.46	0.602539	-33.46	-0.12852
-33.36	0.592773	-33.36	-0.128136
-33.26	0.592773	-33.26	-0.127752
-33.16	0.592773	-33.16	-0.127368
-33.06	0.592773	-33.06	-0.126983
-32.96	0.583008	-32.96	-0.126599
-32.86	0.583008	-32.86	-0.126215
-32.76	0.583008	-32.76	-0.125831
-32.66	0.583008	-32.66	-0.125447
-32.56	0.573242	-32.56	-0.125063
-32.46	0.573242	-32.46	-0.124679
-32.36	0.577148	-32.36	-0.124295
-32.26	0.573242	-32.26	-0.123911
-32.16	0.569336	-32.16	-0.123527
-32.06	0.563477	-32.06	-0.123142
-31.96	0.563477	-31.96	-0.122758
-31.86	0.553711	-31.86	-0.122374
-31.76	0.553711	-31.76	-0.12199
-31.66	0.553711	-31.66	-0.121606
-31.56	0.553711	-31.56	-0.121222
-31.46	0.543945	-31.46	-0.120838
-31.36	0.543945	-31.36	-0.120454
-31.26	0.547852	-31.26	-0.12007
-31.16	0.553711	-31.16	-0.119686
-31.06	0.541992	-31.06	-0.119301
-30.96	0.541992	-30.96	-0.118917
-30.86	0.541992	-30.86	-0.118533
-30.76	0.541992	-30.76	-0.118149
-30.66	0.541992	-30.66	-0.117765
-30.56	0.532227	-30.56	-0.117381
-30.46	0.532227	-30.46	-0.116997
-30.36	0.532227	-30.36	-0.116613
-30.26	0.532227	-30.26	-0.116229
-30.16	0.522461	-30.16	-0.115845
-30.06	0.522461	-30.06	-0.11546
-29.96	0.522461	-29.96	-0.115076
-29.86	0.522461	-29.86	-0.114692
-29.76	0.522461	-29.76	-0.114308
-29.66	0.512695	-29.66	-0.113924
-29.56	0.512695	-29.56	-0.11354
-29.46	0.512695	-29.46	-0.113156
-29.36	0.512695	-29.36	-0.112772
-29.26	0.50293	-29.26	-0.112388
-29.16	0.50293	-29.16	-0.112004
-29.06	0.50293	-29.06	-0.111619
-28.96	0.50293	-28.96	-0.111235
-28.86	0.50293	-28.86	-0.110851
-28.76	0.493164	-28.76	-0.110467
-28.66	0.493164	-28.66	-0.110083
-28.56	0.493164	-28.56	-0.109699
-28.46	0.493164	-28.46	-0.109315
-28.36	0.493164	-28.36	-0.108931
-28.26	0.483398	-28.26	-0.108547
-28.16	0.483398	-28.16	-0.108163
-28.06	0.483398	-28.06	-0.107778
-27.96	0.479492	-27.96	-0.107394
-27.86	0.473633	-27.86	-0.10701
-27.76	0.473633	-27.76	-0.106626
-27.66	0.473633	-27.66	-0.106242
-27.56	0.463867	-27.56	-0.105858
-27.46	0.463867	-27.46	-0.105474
-27.36	0.463867	-27.36	-0.10509
-27.26	0.463867	-27.26	-0.104706
-27.16	0.463867	-27.16	-0.104322
-27.06	0.452148	-27.06	-0.103937
-26.96	0.452148	-26.96	-0.103553
-26.86	0.452148	-26.86	-0.103169
-26.76	0.452148	-26.76	-0.102785
-26.66	0.452148	-26.66	-0.102401
-26.56	0.452148	-26.56	-0.102017
-26.46	0.452148	-26.46	-0.101633
-26.36	0.442383	-26.36	-0.101249
-26.26	0.438477	-26.26	-0.100865
-26.16	0.436523	-26.16	-0.100481
-26.06	0.442383	-26.06	-0.100096
-25.96	0.428711	-25.96	-0.0997124
-25.86	0.422852	-25.86	-0.0993283
-25.76	0.422852	-25.76	-0.0989442
-25.66	0.422852	-25.66	-0.0985601
-25.56	0.422852	-25.56	-0.098176
-25.46	0.422852	-25.46	-0.0977919
-25.36	0.413086	-25.36	-0.0974078
-25.26	0.413086	-25.26	-0.0970237
-25.16	0.413086	-25.16	-0.0966396
-25.06	0.413086	-25.06	-0.0962555
-24.96	0.40332	-24.96	-0.0958714
-24.86	0.40332	-24.86	-0.0954873
-24.76	0.40332	-24.76	-0.0951032
-24.66	0.40332	-24.66	-0.0947191
-24.56	0.40332	-24.56	-0.094335
-24.46	0.40332	-24.46	-0.0939509
-24.36	0.40332	-24.36	-0.0935668
-24.26	0.40332	-24.26	-0.0931827
-24.16	0.40332	-24.16	-0.0927986
-24.06	0.393555	-24.06	-0.0924145
-23.96	0.393555	-23.96	-0.0920304
-23.86	0.393555	-23.86	-0.0916463
-23.76	0.389648	-23.76	-0.0912622
-23.66	0.383789	-23.66	-0.0908781
-23.56	0.383789	-23.56	-0.090494
-23.46	0.383789	-23.46	-0.0901099
-23.36	0.374023	-23.36	-0.0897258
-23.26	0.374023	-23.26	-0.0893417
-23.16	0.374023	-23.16	-0.0889576
-23.06	0.370117	-23.06	-0.0885735
-22.96	0.364258	-22.96	-0.0881894
-22.86	0.364258	-22.86	-0.0878053
-22.76	0.364258	-22.76	-0.0874212
-22.66	0.364258	-22.66	-0.0870371
-22.56	0.364258	-22.56	-0.086653
-22.46	0.364258	-22.46	-0.0862689
-22.36	0.364258	-22.36	-0.0858848
-22.26	0.364258	-22.26	-0.0855007
-22.16	0.364258	-22.16	-0.0851166
-22.06	0.350586	-22.06	-0.0847325
-21.96	0.344727	-21.96	-0.0843484
-21.86	0.344727	-21.86	-0.0839643
-21.76	0.340088	-21.76	-0.0835802
-21.66	0.333008	-21.66	-0.0831961
-21.56	0.333008	-21.56	-0.082812
-21.46	0.329102	-21.46	-0.0824279
-21.36	0.323242	-21.36	-0.0820438
-21.26	0.323242	-21.26	-0.0816597
-21.16	0.313477	-21.16	-0.0812756
-21.06	0.30957	-21.06	-0.0808915
-20.96	0.303711	-20.96	-0.0805074
-20.86	0.303711	-20.86	-0.0801233
-20.76	0.303711	-20.76	-0.0797392
-20.66	0.299805	-20.66	-0.0793551
-20.56	0.293945	-20.56	-0.078971
-20.46	0.293945	-20.46	-0.0785869
-20.36	0.293945	-20.36	-0.0782028
-20.26	0.293945	-20.26	-0.0778187
-20.16	0.290039	-20.16	-0.0774346
-20.06	0.272461	-20.06	-0.0770505
-19.96	0.272461	-19.96	-0.0766664
-19.86	0.268555	-19.86	-0.0762823
-19.76	0.262695	-19.76	-0.0758982
-19.66	0.262695	-19.66	-0.0755141
-19.56	0.262695	-19.56	-0.07513
-19.46	0.258789	-19.46	-0.0747459
-19.36	0.25293	-19.36	-0.0743618
-19.26	0.25293	-19.26	-0.0739777
-19.16	0.243164	-19.16	-0.0735936
-19.06	0.239258	-19.06	-0.0732095
-18.96	0.233398	-18.96	-0.0728254
-18.86	0.233398	-18.86	-0.0724413
-18.76	0.233398	-18.76	-0.0720572
-18.66	0.229492	-18.66	-0.0716731
-18.56	0.223633	-18.56	-0.071289
-18.46	0.223633	-18.46	-0.0709049
-18.36	0.218994	-18.36	-0.0705208
-18.26	0.202148	-18.26	-0.0701367
-18.16	0.202148	-18.16	-0.0697526
-18.06	0.202148	-18.06	-0.0693685
-17.96	0.198242	-17.96	-0.0689844
-17.86	0.192383	-17.86	-0.0686003
-17.76	0.192383	-17.76	-0.0682162
-17.66	0.192383	-17.66	-0.0678321
-17.56	0.188477	-17.56	-0.067448
-17.46	0.182617	-17.46	-0.0670639
-17.36	0.182617	-17.36	-0.0666798
-17.26	0.182617	-17.26	-0.0662957
-17.16	0.168945	-17.16	-0.0659116
-17.06	0.163086	-17.06	-0.0655275
-16.96	0.163086	-16.96	-0.0651434
-16.86	0.163086	-16.86	-0.0647593
-16.76	0.15918	-16.76	-0.0643752
-16.66	0.15332	-16.66	-0.0639911
-16.56	0.143555	-16.56	-0.063607
-16.46	0.143555	-16.46	-0.0632229
-16.36	0.143555	-16.36	-0.0628388
-16.26	0.143555	-16.26	-0.0624547
-16.16	0.143555	-16.16	-0.0620706
-16.06	0.143555	-16.06	-0.0616865
-15.96	0.139648	-15.96	-0.0613024
-15.86	0.124023	-15.86	-0.0609183
-15.76	0.124023	-15.76	-0.0605342
-15.66	0.124023	-15.66	-0.0601501
-15.56	0.124023	-15.56	-0.059766
-15.46	0.120117	-15.46	-0.0593819
-15.36	0.114258	-15.36	-0.0589978
-15.26	0.104492	-15.26	-0.0586137
-15.16	0.104492	-15.16	-0.0582296
-15.06	0.104492	-15.06	-0.0578455
-14.96	0.100586	-14.96	-0.0574614
-14.86	0.0947266	-14.86	-0.0570773
-14.76	0.0947266	-14.76	-0.0566932
-14.66	0.0947266	-14.66	-0.0563091
-14.56	0.0803223	-14.56	-0.055925
-14.46	0.0732422	-14.46	-0.0555409
-14.36	0.0732422	-14.36	-0.0551568
-14.26	0.0732422	-14.26	-0.0547727
-14.16	0.0732422	-14.16	-0.0543886
-14.06	0.0732422	-14.06	-0.0540045
-13.96	0.0732422	-13.96	-0.0536204
-13.86	0.0732422	-13.86	-0.0532363
-13.76	0.0693359	-13.76	-0.0528522
-13.66	0.0517578	-13.66	-0.0524681
-13.56	0.0517578	-13.56	-0.052084
-13.46	0.0517578	-13.46	-0.0516999
-13.36	0.0517578	-13.36	-0.0513158
-13.26	0.0478516	-13.26	-0.0509317
-13.16	0.0419922	-13.16	-0.0505476
-13.06	0.0419922	-13.06	-0.0501635
-12.96	0.0322266	-12.96	-0.0497794
-12.86	0.0322266	-12.86	-0.0493953
-12.76	0.0322266	-12.76	-0.0490112
-12.66	0.0224609	-12.66	-0.0486271
-12.56	0.0224609	-12.56	-0.048243
-12.46	0.0185547	-12.46	-0.0478589
-12.36	0.0126953	-12.36	-0.0474748
-12.26	0.0126953	-12.26	-0.0470907
-12.16	0.0126953	-12.16	-0.0467066
-12.06	2.92969e-3	-12.06	-0.0463225
-11.96	2.92969e-3	-11.96	-0.0459384
-11.86	2.92969e-3	-11.86	-0.0455543
-11.76	2.92969e-3	-11.76	-0.0451702
-11.66	-6.83594e-3	-11.66	-0.0447861
-11.56	-6.83594e-3	-11.56	-0.044402
-11.46	-6.83594e-3	-11.46	-0.0440179
-11.36	-0.0166016	-11.36	-0.0436338
-11.26	-0.0166016	-11.26	-0.0432497
-11.16	-0.0166016	-11.16	-0.0428656
-11.06	-0.0166016	-11.06	-0.0424815
-10.96	-0.0263672	-10.96	-0.0420974
-10.86	-0.0263672	-10.86	-0.0417133
-10.76	-0.0263672	-10.76	-0.0413292
-10.66	-0.0263672	-10.66	-0.0409451
-10.56	-0.0361328	-10.56	-0.040561
-10.46	-0.0361328	-10.46	-0.0401769
-10.36	-0.0361328	-10.36	-0.0397928
-10.26	-0.0361328	-10.26	-0.0394087
-10.16	-0.0478516	-10.16	-0.0390246
-10.06	-0.0478516	-10.06	-0.0386405
-9.96	-0.0439453	-9.96	-0.0382564
-9.86	-0.0439453	-9.86	-0.0378723
-9.76	-0.0380859	-9.76	-0.0374882
-9.66	-0.0341797	-9.66	-0.0371041
-9.56	-0.0334473	-9.56	-0.03672
-9.46	-0.0224609	-9.46	-0.0363359
-9.36	-0.0126953	-9.36	-0.0359518
-9.26	-8.78906e-3	-9.26	-0.0355677
-9.16	-2.92969e-3	-9.16	-0.0351836
-9.06	-2.92969e-3	-9.06	-0.0347995
-8.96	-2.92969e-3	-8.96	-0.0344154
-8.86	-8.05664e-3	-8.86	-0.0340313
-8.76	-2.92969e-3	-8.76	-0.0336472
-8.66	-8.78906e-3	-8.66	-0.0332631
-8.56	9.76563e-4	-8.56	-0.032879
-8.46	6.83594e-3	-8.46	-0.0324949
-8.36	-2.92969e-3	-8.36	-0.0321108
-8.26	-0.013916	-8.26	-0.0317267
-8.16	-0.0185547	-8.16	-0.0313426
-8.06	-0.0126953	-8.06	-0.0309585
-7.96	-0.0224609	-7.96	-0.0305744
-7.86	-0.0185547	-7.86	-0.0301903
-7.76	-0.0244141	-7.76	-0.0298062
-7.66	-0.0236816	-7.66	-0.0294221
-7.56	-0.0224609	-7.56	-0.029038
-7.46	-0.0283203	-7.46	-0.0286539
-7.36	-0.0224609	-7.36	-0.0282698
-7.26	-0.0283203	-7.26	-0.0278857
-7.16	-0.0224609	-7.16	-0.0275016
-7.06	-0.0334473	-7.06	-0.0271175
-6.96	-0.0380859	-6.96	-0.0267334
-6.86	-0.0322266	-6.86	-0.0263493
-6.76	-0.0380859	-6.76	-0.0259652
-6.66	-0.0322266	-6.66	-0.0255811
-6.56	-0.0302734	-6.56	-0.025197
-6.46	-0.0334473	-6.46	-0.0248129
-6.36	-0.0380859	-6.36	-0.0244288
-6.26	-0.0322266	-6.26	-0.0240447
-6.16	-0.0380859	-6.16	-0.0236606
-6.06	-0.0302734	-6.06	-0.0232765
-5.96	-0.0334473	-5.96	-0.0228924
-5.86	-0.0380859	-5.86	-0.0225083
-5.76	-0.0283203	-5.76	-0.0221242
-5.66	-0.0283203	-5.66	-0.0217401
-5.56	-0.029541	-5.56	-0.021356
-5.46	-0.0244141	-5.46	-0.0209719
-5.36	-0.0283203	-5.36	-0.0205878
-5.26	-0.0361328	-5.26	-0.0202037
-5.16	-0.0354004	-5.16	-0.0198196
-5.06	-0.0107422	-5.06	-0.0194355
-4.96	0.0192871	-4.96	-0.0190514
-4.86	0.0517578	-4.86	-0.0186673
-4.76	0.0751953	-4.76	-0.0182832
-4.66	0.0876465	-4.66	-0.0178991
-4.56	0.104492	-4.56	-0.017515
-4.46	0.114258	-4.46	-0.0171309
-4.36	0.12915	-4.36	-0.0167468
-4.26	0.137695	-4.26	-0.0163627
-4.16	0.131836	-4.16	-0.0159786
-4.06	0.12207	-4.06	-0.0155945
-3.96	0.111572	-3.96	-0.0152104
-3.86	0.0927734	-3.86	-0.0148263
-3.76	0.0725098	-3.76	-0.0144422
-3.66	0.0576172	-3.66	-0.0140581
-3.56	0.0510254	-3.56	-0.013674
-3.46	0.0458984	-3.46	-0.0132899
-3.36	0.0275879	-3.36	-0.0129058
-3.26	0.0166016	-3.26	-0.0125217
-3.16	-8.78906e-3	-3.16	-0.0121376
-3.06	-0.0231934	-3.06	-0.0117535
-2.96	-0.0419922	-2.96	-0.0113694
-2.86	-0.0524902	-2.86	-0.0109853
-2.76	-0.0634766	-2.76	-0.0106012
-2.66	-0.0720215	-2.66	-0.0102171
-2.56	-0.0915527	-2.56	-9.83295e-3
-2.46	-0.0927734	-2.46	-9.44886e-3
-2.36	-0.095459	-2.36	-9.06476e-3
-2.26	-0.128662	-2.26	-8.68065e-3
-2.16	-0.132568	-2.16	-8.29656e-3
-2.06	-0.150146	-2.06	-7.91245e-3
-1.96	-0.191162	-1.96	-7.52836e-3
-1.86	-0.226318	-1.86	-7.14426e-3
-1.76	-0.241211	-1.76	-6.76015e-3
-1.66	-0.241211	-1.66	-6.37606e-3
-1.56	-0.243164	-1.56	-5.99195e-3
-1.46	-0.223633	-1.46	-5.60786e-3
-1.36	-0.268555	-1.36	-5.22376e-3
-1.26	-0.297119	-1.26	-4.83965e-3
-1.16	-0.277588	-1.16	-4.45556e-3
-1.06	-0.274414	-1.06	-4.07145e-3
-0.959999	-0.29126	-0.959999	-3.68736e-3
-0.860001	-0.293945	-0.860001	-3.30326e-3
-0.759998	-0.317383	-0.759998	-2.91915e-3
-0.66	-0.343994	-0.66	-2.53506e-3
-0.559998	-0.334229	-0.559998	-2.15095e-3
-0.459999	-0.262695	-0.459999	-1.76686e-3
-0.360001	-0.2771	-0.360001	-1.38276e-3
-0.259998	-0.296631	-0.259998	-9.98654e-4
-0.16	-0.247803	-0.16	-6.14559e-4
-0.0599976	-0.324463	-0.0599976	-2.30451e-4
0.0400009	-0.502441	0.0400009	-2.63285
0.139999	-1.16968	0.139999	-2.6295
0.239998	-1.21729	0.239998	-2.62614
0.340004	-0.562012	0.340004	-2.62279
0.440002	0.043457	0.440002	-2.61944
0.540001	0.514648	0.540001	-2.61609
0.639999	0.77124	0.639999	-2.61274
0.739998	0.936035	0.739998	-2.60939
0.840004	0.984619	0.840004	-2.60604
0.940002	1.08228	0.940002	-2.60269
1.04	1.21899	1.04	-2.59934
1.14	1.30762	1.14	-2.596
1.24	1.37524	1.24	-2.59265
1.34	1.40137	1.34	-2.5893
1.44	1.39941	1.44	-2.58595
1.54	1.4541	1.54	-2.5826
1.64	1.4873	1.64	-2.57925
1.74	1.52637	1.74	-2.5759
1.84	1.5459	1.84	-2.57256
1.94	1.55566	1.94	-2.56921
2.04	1.5603	2.04	-2.56586
2.14	1.57129	2.14	-2.56251
2.24	1.58105	2.24	-2.55916
2.34	1.59082	2.34	-2.55582
2.44	1.59155	2.44	-2.55247
2.54	1.60645	2.54	-2.54912
2.64	1.61035	2.64	-2.54578
2.74	1.60522	2.74	-2.54243
2.84	1.6123	2.84	-2.53908
2.94	1.61621	2.94	-2.53574
3.04	1.62012	3.04	-2.53239
3.14	1.62085	3.14	-2.52905
3.24	1.62207	3.24	-2.5257
3.34	1.62598	3.34	-2.52235
