Cycle: 15  CDAN-D1080A_X	Cycle: 15  CDAN-D1080A_Y	Fitted Cycle: 15  CDAN-D1080A_X	Fitted Cycle: 15  CDAN-D1080A_Y
1366.78	620.992	1366.78	639.055
1366.88	621.463	1366.88	639.336
1366.98	621.92	1366.98	639.617
1367.08	622.383	1367.08	639.897
1367.18	622.831	1367.18	640.178
1367.28	623.282	1367.28	640.458
1367.38	623.725	1367.38	640.739
1367.48	624.168	1367.48	641.019
1367.58	624.612	1367.58	641.299
1367.68	625.053	1367.68	641.578
1367.78	625.491	1367.78	641.858
1367.88	625.949	1367.88	642.138
1367.98	626.389	1367.98	642.417
1368.08	626.838	1368.08	642.696
1368.18	627.278	1368.18	642.975
1368.28	627.721	1368.28	643.254
1368.38	628.168	1368.38	643.533
1368.48	628.616	1368.48	643.812
1368.58	629.059	1368.58	644.09
1368.68	629.516	1368.68	644.368
1368.78	629.967	1368.78	644.646
1368.88	630.416	1368.88	644.925
1368.98	630.84	1368.98	645.202
1369.08	631.278	1369.08	645.48
1369.18	631.725	1369.18	645.758
1369.28	632.178	1369.28	646.035
1369.38	632.625	1369.38	646.313
1369.48	633.074	1369.48	646.59
1369.58	633.518	1369.58	646.867
1369.68	633.946	1369.68	647.143
1369.78	634.359	1369.78	647.42
1369.88	634.797	1369.88	647.697
1369.98	635.223	1369.98	647.973
1370.08	635.664	1370.08	648.249
1370.18	636.094	1370.18	648.526
1370.28	636.5	1370.28	648.801
1370.38	636.924	1370.38	649.078
1370.48	637.336	1370.48	649.353
1370.58	637.766	1370.58	649.629
1370.68	638.186	1370.68	649.904
1370.78	638.605	1370.78	650.179
1370.88	639.051	1370.88	650.454
1370.98	639.463	1370.98	650.729
1371.08	639.895	1371.08	651.004
1371.18	640.307	1371.18	651.279
1371.28	640.725	1371.28	651.553
1371.38	641.164	1371.38	651.828
1371.48	641.584	1371.48	652.102
1371.58	642.012	1371.58	652.376
1371.68	642.432	1371.68	652.649
1371.78	642.852	1371.78	652.923
1371.88	643.283	1371.88	653.197
1371.98	643.713	1371.98	653.47
1372.08	644.143	1372.08	653.744
1372.18	644.563	1372.18	654.017
1372.28	644.988	1372.28	654.29
1372.38	645.412	1372.38	654.563
1372.48	645.822	1372.48	654.835
1372.58	646.24	1372.58	655.108
1372.68	646.662	1372.68	655.38
1372.78	647.063	1372.78	655.652
1372.88	647.463	1372.88	655.924
1372.98	647.854	1372.98	656.196
1373.08	648.243	1373.08	656.468
1373.18	648.65	1373.18	656.74
1373.28	649.061	1373.28	657.011
1373.38	649.471	1373.38	657.283
1373.48	649.863	1373.48	657.554
1373.58	650.277	1373.58	657.825
1373.68	650.689	1373.68	658.095
1373.78	651.088	1373.78	658.366
1373.88	651.508	1373.88	658.637
1373.98	651.929	1373.98	658.907
1374.08	652.342	1374.08	659.177
1374.18	652.752	1374.18	659.447
1374.28	653.162	1374.28	659.717
1374.38	653.57	1374.38	659.987
1374.48	653.971	1374.48	660.257
1374.58	654.379	1374.58	660.526
1374.68	654.781	1374.68	660.795
1374.78	655.182	1374.78	661.065
1374.88	655.588	1374.88	661.334
1374.98	655.971	1374.98	661.603
1375.08	656.35	1375.08	661.871
1375.18	656.746	1375.18	662.14
1375.28	657.148	1375.28	662.408
1375.38	657.539	1375.38	662.677
1375.48	657.918	1375.48	662.945
1375.58	658.299	1375.58	663.213
1375.68	658.686	1375.68	663.48
1375.78	659.066	1375.78	663.748
1375.88	659.449	1375.88	664.015
1375.98	659.844	1375.98	664.283
1376.08	660.257	1376.08	664.55
1376.18	660.656	1376.18	664.817
1376.28	661.047	1376.28	665.084
1376.38	661.443	1376.38	665.35
1376.48	661.839	1376.48	665.617
1376.58	662.242	1376.58	665.883
1376.68	662.625	1376.68	666.149
1376.78	663.027	1376.78	666.415
1376.88	663.426	1376.88	666.682
1376.98	663.816	1376.98	666.947
1377.08	664.224	1377.08	667.213
1377.18	664.607	1377.18	667.478
1377.28	665.004	1377.28	667.743
1377.38	665.404	1377.38	668.009
1377.48	665.795	1377.48	668.274
1377.58	666.166	1377.58	668.538
1377.68	666.554	1377.68	668.803
1377.78	666.943	1377.78	669.067
1377.88	667.335	1377.88	669.332
1377.98	667.725	1377.98	669.596
1378.08	668.104	1378.08	669.86
1378.18	668.474	1378.18	670.124
1378.28	668.854	1378.28	670.388
1378.38	669.228	1378.38	670.651
1378.48	669.584	1378.48	670.915
1378.58	669.965	1378.58	671.178
1378.68	670.353	1378.68	671.441
1378.78	670.742	1378.78	671.704
1378.88	671.105	1378.88	671.967
1378.98	671.492	1378.98	672.229
1379.08	671.873	1379.08	672.492
1379.18	672.262	1379.18	672.754
1379.28	672.642	1379.28	673.016
1379.38	673.021	1379.38	673.278
1379.48	673.412	1379.48	673.54
1379.58	673.812	1379.58	673.801
1379.68	674.184	1379.68	674.063
1379.78	674.543	1379.78	674.324
1379.88	674.931	1379.88	674.585
1379.98	675.324	1379.98	674.846
1380.08	675.686	1380.08	675.107
1380.18	676.064	1380.18	675.368
1380.28	676.441	1380.28	675.628
1380.38	676.82	1380.38	675.889
1380.48	677.199	1380.48	676.149
1380.58	677.552	1380.58	676.409
1380.68	677.921	1380.68	676.669
1380.78	678.301	1380.78	676.928
1380.88	678.691	1380.88	677.188
1380.98	679.072	1380.98	677.448
1381.08	679.441	1381.08	677.707
1381.18	679.83	1381.18	677.966
1381.28	680.199	1381.28	678.225
1381.38	680.587	1381.38	678.484
1381.48	680.96	1381.48	678.742
1381.58	681.34	1381.58	679
1381.68	681.72	1381.68	679.259
1381.78	682.082	1381.78	679.517
1381.88	682.441	1381.88	679.775
1381.98	682.8	1381.98	680.033
1382.08	683.162	1382.08	680.29
1382.18	683.52	1382.18	680.548
1382.28	683.871	1382.28	680.805
1382.38	684.23	1382.38	681.062
1382.48	684.59	1382.48	681.319
1382.58	684.949	1382.58	681.576
1382.68	685.3	1382.68	681.832
1382.78	685.667	1382.78	682.089
1382.88	686.049	1382.88	682.345
1382.98	686.408	1382.98	682.601
1383.08	686.779	1383.08	682.857
1383.18	687.119	1383.18	683.113
1383.28	687.479	1383.28	683.369
1383.38	687.849	1383.38	683.624
1383.48	688.216	1383.48	683.88
1383.58	688.57	1383.58	684.135
1383.68	688.938	1383.68	684.39
1383.78	689.291	1383.78	684.644
1383.88	689.64	1383.88	684.899
1383.98	689.988	1383.98	685.154
1384.08	690.34	1384.08	685.408
1384.18	690.679	1384.18	685.662
1384.28	691.058	1384.28	685.916
1384.38	691.435	1384.38	686.17
1384.48	691.796	1384.48	686.424
1384.58	692.154	1384.58	686.677
1384.68	692.521	1384.68	686.931
1384.78	692.875	1384.78	687.184
1384.88	693.236	1384.88	687.437
1384.98	693.597	1384.98	687.69
1385.08	693.947	1385.08	687.942
1385.18	694.316	1385.18	688.195
1385.28	694.693	1385.28	688.447
1385.38	695.056	1385.38	688.699
1385.48	695.398	1385.48	688.951
1385.58	695.758	1385.58	689.203
1385.68	696.105	1385.68	689.455
1385.78	696.462	1385.78	689.706
1385.88	696.826	1385.88	689.958
1385.98	697.185	1385.98	690.209
1386.08	697.544	1386.08	690.46
1386.18	697.896	1386.18	690.711
1386.28	698.226	1386.28	690.961
1386.38	698.548	1386.38	691.212
1386.48	698.88	1386.48	691.462
1386.58	699.236	1386.58	691.712
1386.68	699.576	1386.68	691.962
1386.78	699.916	1386.78	692.212
1386.88	700.248	1386.88	692.462
1386.98	700.568	1386.98	692.712
1387.08	700.923	1387.08	692.961
1387.18	701.257	1387.18	693.21
1387.28	701.621	1387.28	693.459
1387.38	701.984	1387.38	693.708
1387.48	702.341	1387.48	693.957
1387.58	702.693	1387.58	694.205
1387.68	703.042	1387.68	694.453
1387.78	703.392	1387.78	694.701
1387.88	703.753	1387.88	694.95
1387.98	704.123	1387.98	695.197
1388.08	704.501	1388.08	695.445
1388.18	704.845	1388.18	695.692
1388.28	705.193	1388.28	695.94
1388.38	705.546	1388.38	696.187
1388.48	705.894	1388.48	696.434
1388.58	706.242	1388.58	696.681
1388.68	706.591	1388.68	696.927
1388.78	706.945	1388.78	697.174
1388.88	707.292	1388.88	697.42
1388.98	707.642	1388.98	697.666
1389.08	707.98	1389.08	697.912
1389.18	708.314	1389.18	698.158
1389.28	708.652	1389.28	698.403
1389.38	708.994	1389.38	698.649
1389.48	709.343	1389.48	698.894
1389.58	709.681	1389.58	699.139
1389.68	710.023	1389.68	699.384
1389.78	710.353	1389.78	699.629
1389.88	710.689	1389.88	699.873
1389.98	711.033	1389.98	700.118
1390.08	711.373	1390.08	700.362
1390.18	711.703	1390.18	700.606
1390.28	712.041	1390.28	700.85
1390.38	712.373	1390.38	701.094
1390.48	712.703	1390.48	701.337
1390.58	713.048	1390.58	701.581
1390.68	713.361	1390.68	701.824
1390.78	713.701	1390.78	702.067
1390.88	714.048	1390.88	702.31
1390.98	714.382	1390.98	702.552
1391.08	714.72	1391.08	702.795
1391.18	715.054	1391.18	703.037
1391.28	715.392	1391.28	703.279
1391.38	715.72	1391.38	703.521
1391.48	716.052	1391.48	703.763
1391.58	716.416	1391.58	704.005
1391.68	716.751	1391.68	704.246
1391.78	717.099	1391.78	704.487
1391.88	717.451	1391.88	704.729
1391.98	717.781	1391.98	704.97
1392.08	718.121	1392.08	705.21
1392.18	718.47	1392.18	705.451
1392.28	718.798	1392.28	705.691
1392.38	719.14	1392.38	705.932
1392.48	719.48	1392.48	706.172
1392.58	719.82	1392.58	706.412
1392.68	720.142	1392.68	706.651
1392.78	720.501	1392.78	706.891
1392.88	720.837	1392.88	707.13
1392.98	721.181	1392.98	707.369
1393.08	721.511	1393.08	707.608
1393.18	721.839	1393.18	707.847
1393.28	722.16	1393.28	708.086
1393.38	722.5	1393.38	708.325
1393.48	722.824	1393.48	708.563
1393.58	723.15	1393.58	708.801
1393.68	723.492	1393.68	709.039
1393.78	723.8	1393.78	709.277
1393.88	724.123	1393.88	709.514
1393.98	724.447	1393.98	709.752
1394.08	724.781	1394.08	709.989
1394.18	725.119	1394.18	710.226
1394.28	725.447	1394.28	710.463
1394.38	725.798	1394.38	710.7
1394.48	726.13	1394.48	710.936
1394.58	726.449	1394.58	711.173
1394.68	726.789	1394.68	711.409
1394.78	727.107	1394.78	711.645
1394.88	727.449	1394.88	711.881
1394.98	727.789	1394.98	712.117
1395.08	728.119	1395.08	712.352
1395.18	728.437	1395.18	712.587
1395.28	728.769	1395.28	712.822
1395.38	729.107	1395.38	713.058
1395.48	729.449	1395.48	713.292
1395.58	729.759	1395.58	713.527
1395.68	730.107	1395.68	713.761
1395.78	730.449	1395.78	713.995
1395.88	730.779	1395.88	714.23
1395.98	731.115	1395.98	714.464
1396.08	731.449	1396.08	714.697
1396.18	731.787	1396.18	714.931
1396.28	732.128	1396.28	715.164
1396.38	732.457	1396.38	715.397
1396.48	732.771	1396.48	715.63
1396.58	733.07	1396.58	715.863
1396.68	733.408	1396.68	716.096
1396.78	733.72	1396.78	716.328
1396.88	734.046	1396.88	716.561
1396.98	734.367	1396.98	716.793
1397.08	734.695	1397.08	717.025
1397.18	735.027	1397.18	717.256
1397.28	735.337	1397.28	717.488
1397.38	735.667	1397.38	717.719
1397.48	735.986	1397.48	717.951
1397.58	736.314	1397.58	718.182
1397.68	736.666	1397.68	718.412
1397.78	737.017	1397.78	718.643
1397.88	737.343	1397.88	718.874
1397.98	737.695	1397.98	719.104
1398.08	738.017	1398.08	719.334
1398.18	738.347	1398.18	719.564
1398.28	738.667	1398.28	719.794
1398.38	739.005	1398.38	720.023
1398.48	739.345	1398.48	720.253
1398.58	739.687	1398.58	720.482
1398.68	740.027	1398.68	720.711
1398.78	740.365	1398.78	720.94
1398.88	740.679	1398.88	721.169
1398.98	741.007	1398.98	721.397
1399.08	741.335	1399.08	721.625
1399.18	741.673	1399.18	721.854
1399.28	742.005	1399.28	722.081
1399.38	742.32	1399.38	722.309
1399.48	742.634	1399.48	722.537
1399.58	742.939	1399.58	722.764
1399.68	743.246	1399.68	722.992
1399.78	743.576	1399.78	723.219
1399.88	743.898	1399.88	723.446
1399.98	744.216	1399.98	723.672
1400.08	744.525	1400.08	723.899
1400.18	744.855	1400.18	724.125
1400.28	745.177	1400.28	724.351
1400.38	745.503	1400.38	724.577
1400.48	745.851	1400.48	724.803
1400.58	746.173	1400.58	725.029
1400.68	746.494	1400.68	725.254
1400.78	746.822	1400.78	725.479
1400.88	747.146	1400.88	725.704
1400.98	747.466	1400.98	725.929
1401.08	747.792	1401.08	726.154
1401.18	748.123	1401.18	726.378
1401.28	748.437	1401.28	726.602
1401.38	748.753	1401.38	726.827
1401.48	749.066	1401.48	727.051
1401.58	749.367	1401.58	727.274
1401.68	749.691	1401.68	727.498
1401.78	750.029	1401.78	727.721
1401.88	750.349	1401.88	727.945
1401.98	750.662	1401.98	728.168
1402.08	750.968	1402.08	728.39
1402.18	751.283	1402.18	728.613
1402.28	751.591	1402.28	728.836
1402.38	751.894	1402.38	729.058
1402.48	752.197	1402.48	729.28
1402.58	752.503	1402.58	729.502
1402.68	752.814	1402.68	729.724
1402.78	753.115	1402.78	729.945
1402.88	753.408	1402.88	730.167
1402.98	753.71	1402.98	730.388
1403.08	754.013	1403.08	730.609
1403.18	754.304	1403.18	730.83
1403.28	754.587	1403.28	731.05
1403.38	754.88	1403.38	731.271
1403.48	755.179	1403.48	731.491
1403.58	755.48	1403.58	731.711
1403.68	755.792	1403.68	731.931
1403.78	756.093	1403.78	732.15
1403.88	756.371	1403.88	732.37
1403.98	756.673	1403.98	732.589
1404.08	756.964	1404.08	732.808
1404.18	757.251	1404.18	733.027
1404.28	757.568	1404.28	733.246
1404.38	757.869	1404.38	733.465
1404.48	758.169	1404.48	733.683
1404.58	758.455	1404.58	733.901
1404.68	758.744	1404.68	734.119
1404.78	759.013	1404.78	734.337
1404.88	759.292	1404.88	734.555
1404.98	759.572	1404.98	734.772
1405.08	759.869	1405.08	734.99
1405.18	760.162	1405.18	735.207
1405.28	760.439	1405.28	735.424
1405.38	760.716	1405.38	735.64
1405.48	760.99	1405.48	735.857
1405.58	761.273	1405.58	736.073
1405.68	761.55	1405.68	736.289
1405.78	761.828	1405.78	736.505
1405.88	762.111	1405.88	736.721
1405.98	762.398	1405.98	736.937
1406.08	762.669	1406.08	737.152
1406.18	762.916	1406.18	737.367
1406.28	763.189	1406.28	737.582
1406.38	763.46	1406.38	737.797
1406.48	763.73	1406.48	738.012
1406.58	764.021	1406.58	738.226
1406.68	764.308	1406.68	738.44
1406.78	764.589	1406.78	738.655
1406.88	764.841	1406.88	738.869
1406.98	765.097	1406.98	739.082
1407.08	765.386	1407.08	739.296
1407.18	765.66	1407.18	739.509
1407.28	765.939	1407.28	739.722
1407.38	766.208	1407.38	739.935
1407.48	766.5	1407.48	740.148
1407.58	766.759	1407.58	740.36
1407.68	767.029	1407.68	740.573
1407.78	767.289	1407.78	740.785
1407.88	767.544	1407.88	740.997
1407.98	767.808	1407.98	741.209
1408.08	768.08	1408.08	741.421
1408.18	768.339	1408.18	741.632
1408.28	768.607	1408.28	741.843
1408.38	768.869	1408.38	742.054
1408.48	769.128	1408.48	742.265
1408.58	769.373	1408.58	742.476
1408.68	769.646	1408.68	742.686
1408.78	769.888	1408.78	742.897
1408.88	770.148	1408.88	743.107
1408.98	770.398	1408.98	743.317
1409.08	770.658	1409.08	743.526
1409.18	770.912	1409.18	743.736
1409.28	771.138	1409.28	743.945
1409.38	771.39	1409.38	744.155
1409.48	771.646	1409.48	744.363
1409.58	771.904	1409.58	744.572
1409.68	772.156	1409.68	744.781
1409.78	772.414	1409.78	744.989
1409.88	772.687	1409.88	745.197
1409.98	772.947	1409.98	745.405
1410.08	773.197	1410.08	745.613
1410.18	773.472	1410.18	745.821
1410.28	773.722	1410.28	746.028
1410.38	773.997	1410.38	746.236
1410.48	774.267	1410.48	746.443
1410.58	774.527	1410.58	746.649
1410.68	774.779	1410.68	746.856
1410.78	775.017	1410.78	747.063
1410.88	775.267	1410.88	747.269
1410.98	775.505	1410.98	747.475
1411.08	775.718	1411.08	747.681
1411.18	775.964	1411.18	747.887
1411.28	776.208	1411.28	748.092
1411.38	776.447	1411.38	748.298
1411.48	776.685	1411.48	748.503
1411.58	776.917	1411.58	748.708
1411.68	777.144	1411.68	748.912
1411.78	777.404	1411.78	749.117
1411.88	777.651	1411.88	749.321
1411.98	777.906	1411.98	749.525
1412.08	778.154	1412.08	749.729
1412.18	778.415	1412.18	749.933
1412.28	778.662	1412.28	750.137
1412.38	778.916	1412.38	750.34
1412.48	779.156	1412.48	750.544
1412.58	779.384	1412.58	750.746
1412.68	779.634	1412.68	750.949
1412.78	779.876	1412.78	751.152
1412.88	780.097	1412.88	751.355
1412.98	780.328	1412.98	751.557
1413.08	780.562	1413.08	751.759
1413.18	780.786	1413.18	751.961
1413.28	781.023	1413.28	752.162
1413.38	781.253	1413.38	752.364
1413.48	781.494	1413.48	752.565
1413.58	781.714	1413.58	752.766
1413.68	781.962	1413.68	752.967
1413.78	782.181	1413.78	753.168
1413.88	782.425	1413.88	753.368
1413.98	782.671	1413.98	753.569
1414.08	782.904	1414.08	753.769
1414.18	783.151	1414.18	753.969
1414.28	783.384	1414.28	754.168
1414.38	783.621	1414.38	754.368
1414.48	783.851	1414.48	754.567
1414.58	784.076	1414.58	754.767
1414.68	784.31	1414.68	754.965
1414.78	784.542	1414.78	755.164
1414.88	784.771	1414.88	755.363
1414.98	785.011	1414.98	755.561
1415.08	785.224	1415.08	755.759
1415.18	785.452	1415.18	755.957
1415.28	785.662	1415.28	756.155
1415.38	785.892	1415.38	756.353
1415.48	786.114	1415.48	756.55
1415.58	786.349	1415.58	756.747
1415.68	786.582	1415.68	756.944
1415.78	786.8	1415.78	757.141
1415.88	787.013	1415.88	757.338
1415.98	787.241	1415.98	757.534
1416.08	787.462	1416.08	757.731
1416.18	787.664	1416.18	757.927
1416.28	787.88	1416.28	758.122
1416.38	788.082	1416.38	758.318
1416.48	788.3	1416.48	758.514
1416.58	788.507	1416.58	758.709
1416.68	788.712	1416.68	758.904
1416.78	788.917	1416.78	759.099
1416.88	789.13	1416.88	759.294
1416.98	789.32	1416.98	759.488
1417.08	789.53	1417.08	759.682
1417.18	789.73	1417.18	759.876
1417.28	789.94	1417.28	760.07
1417.38	790.138	1417.38	760.264
1417.48	790.358	1417.48	760.458
1417.58	790.558	1417.58	760.651
1417.68	790.739	1417.68	760.844
1417.78	790.937	1417.78	761.037
1417.88	791.138	1417.88	761.23
1417.98	791.351	1417.98	761.422
1418.08	791.55	1418.08	761.614
1418.18	791.751	1418.18	761.807
1418.28	791.947	1418.28	761.998
1418.38	792.132	1418.38	762.19
1418.48	792.337	1418.48	762.382
1418.58	792.528	1418.58	762.573
1418.68	792.726	1418.68	762.764
1418.78	792.919	1418.78	762.955
1418.88	793.12	1418.88	763.146
1418.98	793.308	1418.98	763.337
1419.08	793.509	1419.08	763.527
1419.18	793.698	1419.18	763.717
1419.28	793.888	1419.28	763.907
1419.38	794.077	1419.38	764.097
1419.48	794.248	1419.48	764.287
1419.58	794.437	1419.58	764.476
1419.68	794.628	1419.68	764.665
1419.78	794.806	1419.78	764.854
1419.88	794.997	1419.88	765.043
1419.98	795.169	1419.98	765.232
1420.08	795.353	1420.08	765.42
1420.18	795.526	1420.18	765.608
1420.28	795.71	1420.28	765.796
1420.38	795.898	1420.38	765.984
1420.48	796.085	1420.48	766.172
1420.58	796.267	1420.58	766.359
1420.68	796.445	1420.68	766.546
1420.78	796.612	1420.78	766.733
1420.88	796.794	1420.88	766.92
1420.98	796.976	1420.98	767.107
1421.08	797.157	1421.08	767.293
1421.18	797.326	1421.18	767.479
1421.28	797.503	1421.28	767.665
1421.38	797.665	1421.38	767.851
1421.48	797.823	1421.48	768.037
1421.58	797.997	1421.58	768.222
1421.68	798.173	1421.68	768.408
1421.78	798.347	1421.78	768.593
1421.88	798.526	1421.88	768.778
1421.98	798.704	1421.98	768.962
1422.08	798.866	1422.08	769.147
1422.18	799.054	1422.18	769.331
1422.28	799.226	1422.28	769.515
1422.38	799.413	1422.38	769.699
1422.48	799.581	1422.48	769.883
1422.58	799.765	1422.58	770.066
1422.68	799.935	1422.68	770.249
1422.78	800.095	1422.78	770.432
1422.88	800.233	1422.88	770.615
1422.98	800.392	1422.98	770.798
1423.08	800.563	1423.08	770.981
1423.18	800.741	1423.18	771.163
1423.28	800.905	1423.28	771.345
1423.38	801.063	1423.38	771.527
1423.48	801.214	1423.48	771.709
1423.58	801.384	1423.58	771.89
1423.68	801.544	1423.68	772.071
1423.78	801.704	1423.78	772.252
1423.88	801.862	1423.88	772.433
1423.98	802.034	1423.98	772.614
1424.08	802.192	1424.08	772.795
1424.18	802.364	1424.18	772.975
1424.28	802.521	1424.28	773.155
1424.38	802.675	1424.38	773.335
1424.48	802.833	1424.48	773.515
1424.58	803.001	1424.58	773.694
1424.68	803.163	1424.68	773.873
1424.78	803.312	1424.78	774.052
1424.88	803.464	1424.88	774.232
1424.98	803.62	1424.98	774.41
1425.08	803.763	1425.08	774.589
1425.18	803.903	1425.18	774.767
1425.28	804.04	1425.28	774.945
1425.38	804.202	1425.38	775.123
1425.48	804.358	1425.48	775.301
1425.58	804.511	1425.58	775.478
1425.68	804.649	1425.68	775.656
1425.78	804.792	1425.78	775.833
1425.88	804.931	1425.88	776.01
1425.98	805.091	1425.98	776.187
1426.08	805.229	1426.08	776.363
1426.18	805.392	1426.18	776.539
1426.28	805.55	1426.28	776.715
1426.38	805.7	1426.38	776.892
1426.48	805.84	1426.48	777.067
1426.58	805.999	1426.58	777.243
1426.68	806.151	1426.68	777.418
1426.78	806.302	1426.78	777.593
1426.88	806.468	1426.88	777.768
1426.98	806.612	1426.98	777.943
1427.08	806.747	1427.08	778.118
1427.18	806.899	1427.18	778.292
1427.28	807.05	1427.28	778.466
1427.38	807.198	1427.38	778.64
1427.48	807.333	1427.48	778.814
1427.58	807.46	1427.58	778.987
1427.68	807.608	1427.68	779.161
1427.78	807.749	1427.78	779.334
1427.88	807.89	1427.88	779.507
1427.98	808.019	1427.98	779.68
1428.08	808.159	1428.08	779.852
1428.18	808.29	1428.18	780.025
1428.28	808.431	1428.28	780.197
1428.38	808.571	1428.38	780.369
1428.48	808.698	1428.48	780.541
1428.58	808.866	1428.58	780.712
1428.68	808.997	1428.68	780.883
1428.78	809.139	1428.78	781.055
1428.88	809.28	1428.88	781.226
1428.98	809.409	1428.98	781.396
1429.08	809.546	1429.08	781.567
1429.18	809.688	1429.18	781.737
1429.28	809.838	1429.28	781.907
1429.38	809.958	1429.38	782.078
1429.48	810.099	1429.48	782.247
1429.58	810.237	1429.58	782.417
1429.68	810.366	1429.68	782.586
1429.78	810.501	1429.78	782.755
1429.88	810.634	1429.88	782.925
1429.98	810.778	1429.98	783.093
1430.08	810.928	1430.08	783.262
1430.18	811.065	1430.18	783.43
1430.28	811.196	1430.28	783.598
1430.38	811.335	1430.38	783.766
1430.48	811.487	1430.48	783.934
1430.58	811.626	1430.58	784.102
1430.68	811.776	1430.68	784.269
1430.78	811.915	1430.78	784.436
1430.88	812.047	1430.88	784.603
1430.98	812.187	1430.98	784.77
1431.08	812.317	1431.08	784.937
1431.18	812.426	1431.18	785.103
1431.28	812.546	1431.28	785.269
1431.38	812.677	1431.38	785.435
1431.48	812.805	1431.48	785.601
1431.58	812.927	1431.58	785.767
1431.68	813.036	1431.68	785.932
1431.78	813.149	1431.78	786.097
1431.88	813.284	1431.88	786.263
1431.98	813.405	1431.98	786.427
1432.08	813.534	1432.08	786.592
1432.18	813.655	1432.18	786.756
1432.28	813.796	1432.28	786.92
1432.38	813.915	1432.38	787.085
1432.48	814.036	1432.48	787.248
1432.58	814.157	1432.58	787.412
1432.68	814.286	1432.68	787.575
1432.78	814.415	1432.78	787.738
1432.88	814.534	1432.88	787.902
1432.98	814.644	1432.98	788.064
1433.08	814.772	1433.08	788.227
1433.18	814.895	1433.18	788.389
1433.28	815.024	1433.28	788.552
1433.38	815.135	1433.38	788.714
1433.48	815.272	1433.48	788.876
1433.58	815.417	1433.58	789.037
1433.68	815.534	1433.68	789.199
1433.78	815.644	1433.78	789.36
1433.88	815.774	1433.88	789.521
1433.98	815.884	1433.98	789.682
1434.08	816.006	1434.08	789.842
1434.18	816.116	1434.18	790.003
1434.28	816.235	1434.28	790.163
1434.38	816.347	1434.38	790.323
1434.48	816.464	1434.48	790.483
1434.58	816.583	1434.58	790.643
1434.68	816.69	1434.68	790.802
1434.78	816.815	1434.78	790.961
1434.88	816.933	1434.88	791.12
1434.98	817.045	1434.98	791.279
1435.08	817.163	1435.08	791.438
1435.18	817.284	1435.18	791.596
1435.28	817.403	1435.28	791.754
1435.38	817.516	1435.38	791.913
1435.48	817.634	1435.48	792.071
1435.58	817.754	1435.58	792.228
1435.68	817.874	1435.68	792.386
1435.78	817.987	1435.78	792.543
1435.88	818.104	1435.88	792.7
1435.98	818.213	1435.98	792.857
1436.08	818.333	1436.08	793.013
1436.18	818.442	1436.18	793.17
1436.28	818.569	1436.28	793.326
1436.38	818.676	1436.38	793.482
1436.48	818.802	1436.48	793.638
1436.58	818.913	1436.58	793.794
1436.68	819.021	1436.68	793.949
1436.78	819.133	1436.78	794.105
1436.88	819.241	1436.88	794.26
1436.98	819.354	1436.98	794.415
1437.08	819.462	1437.08	794.569
1437.18	819.551	1437.18	794.724
1437.28	819.665	1437.28	794.878
1437.38	819.753	1437.38	795.032
1437.48	819.862	1437.48	795.186
1437.58	819.97	1437.58	795.34
1437.68	820.073	1437.68	795.493
1437.78	820.173	1437.78	795.647
1437.88	820.282	1437.88	795.8
1437.98	820.401	1437.98	795.953
1438.08	820.493	1438.08	796.105
1438.18	820.593	1438.18	796.258
1438.28	820.709	1438.28	796.41
1438.38	820.813	1438.38	796.562
1438.48	820.911	1438.48	796.714
1438.58	821.02	1438.58	796.866
1438.68	821.134	1438.68	797.017
1438.78	821.239	1438.78	797.169
1438.88	821.354	1438.88	797.32
1438.98	821.462	1438.98	797.471
1439.08	821.573	1439.08	797.622
1439.18	821.671	1439.18	797.772
1439.28	821.772	1439.28	797.922
1439.38	821.891	1439.38	798.073
1439.48	822.001	1439.48	798.223
1439.58	822.104	1439.58	798.372
1439.68	822.22	1439.68	798.522
1439.78	822.331	1439.78	798.671
1439.88	822.43	1439.88	798.821
1439.98	822.54	1439.98	798.97
1440.08	822.651	1440.08	799.118
1440.18	822.743	1440.18	799.267
1440.28	822.831	1440.28	799.415
1440.38	822.938	1440.38	799.563
1440.48	823.022	1440.48	799.711
1440.58	823.127	1440.58	799.859
1440.68	823.233	1440.68	800.007
1440.78	823.329	1440.78	800.154
1440.88	823.43	1440.88	800.301
1440.98	823.522	1440.98	800.448
1441.08	823.63	1441.08	800.595
1441.18	823.731	1441.18	800.742
1441.28	823.831	1441.28	800.888
1441.38	823.929	1441.38	801.035
1441.48	824.02	1441.48	801.181
1441.58	824.112	1441.58	801.326
1441.68	824.218	1441.68	801.472
1441.78	824.311	1441.78	801.617
1441.88	824.422	1441.88	801.763
1441.98	824.528	1441.98	801.908
1442.08	824.629	1442.08	802.053
1442.18	824.729	1442.18	802.197
1442.28	824.829	1442.28	802.342
1442.38	824.909	1442.38	802.486
1442.48	825.02	1442.48	802.63
1442.58	825.108	1442.58	802.774
1442.68	825.208	1442.68	802.917
1442.78	825.301	1442.78	803.061
1442.88	825.401	1442.88	803.204
1442.98	825.479	1442.98	803.347
1443.08	825.588	1443.08	803.49
1443.18	825.682	1443.18	803.633
1443.28	825.769	1443.28	803.775
1443.38	825.85	1443.38	803.918
1443.48	825.95	1443.48	804.06
1443.58	826.051	1443.58	804.202
1443.68	826.147	1443.68	804.344
1443.78	826.229	1443.78	804.485
1443.88	826.321	1443.88	804.626
