Cycle: 15  CDAN-D1080A_X	Cycle: 15  CDAN-D1080A_Y	Fitted Cycle: 15  CDAN-D1080A_X	Fitted Cycle: 15  CDAN-D1080A_Y
1066.48	335.868	1066.48	339.837
1066.58	335.887	1066.58	339.926
1066.68	335.907	1066.68	340.014
1066.78	335.937	1066.78	340.103
1066.88	335.963	1066.88	340.191
1066.98	335.987	1066.98	340.28
1067.08	336.006	1067.08	340.368
1067.18	336.026	1067.18	340.457
1067.28	336.057	1067.28	340.545
1067.38	336.077	1067.38	340.634
1067.48	336.098	1067.48	340.722
1067.58	336.118	1067.58	340.811
1067.68	336.136	1067.68	340.899
1067.78	336.157	1067.78	340.988
1067.88	336.186	1067.88	341.076
1067.98	336.206	1067.98	341.165
1068.08	336.227	1068.08	341.253
1068.18	336.256	1068.18	341.342
1068.28	336.268	1068.28	341.43
1068.38	336.297	1068.38	341.519
1068.48	336.317	1068.48	341.607
1068.58	336.337	1068.58	341.696
1068.68	336.356	1068.68	341.784
1068.78	336.375	1068.78	341.872
1068.88	336.397	1068.88	341.961
1068.98	336.417	1068.98	342.049
1069.08	336.446	1069.08	342.138
1069.18	336.467	1069.18	342.226
1069.28	336.497	1069.28	342.314
1069.38	336.518	1069.38	342.403
1069.48	336.536	1069.48	342.491
1069.58	336.555	1069.58	342.579
1069.68	336.577	1069.68	342.668
1069.78	336.596	1069.78	342.756
1069.88	336.618	1069.88	342.845
1069.98	336.637	1069.98	342.933
1070.08	336.657	1070.08	343.021
1070.18	336.678	1070.18	343.109
1070.28	336.706	1070.28	343.198
1070.38	336.726	1070.38	343.286
1070.48	336.747	1070.48	343.374
1070.58	336.766	1070.58	343.463
1070.68	336.793	1070.68	343.551
1070.78	336.817	1070.78	343.639
1070.88	336.846	1070.88	343.728
1070.98	336.868	1070.98	343.816
1071.08	336.887	1071.08	343.904
1071.18	336.917	1071.18	343.992
1071.28	336.946	1071.28	344.08
1071.38	336.967	1071.38	344.169
1071.48	336.987	1071.48	344.257
1071.58	337.016	1071.58	344.345
1071.68	337.045	1071.68	344.433
1071.78	337.067	1071.78	344.521
1071.88	337.104	1071.88	344.61
1071.98	337.127	1071.98	344.698
1072.08	337.157	1072.08	344.786
1072.18	337.17	1072.18	344.874
1072.28	337.196	1072.28	344.962
1072.38	337.223	1072.38	345.051
1072.48	337.256	1072.48	345.139
1072.58	337.276	1072.58	345.227
1072.68	337.297	1072.68	345.315
1072.78	337.319	1072.78	345.403
1072.88	337.336	1072.88	345.491
1072.98	337.377	1072.98	345.579
1073.08	337.396	1073.08	345.667
1073.18	337.407	1073.18	345.755
1073.28	337.377	1073.28	345.844
1073.38	337.364	1073.38	345.932
1073.48	337.377	1073.48	346.02
1073.58	337.415	1073.58	346.108
1073.68	337.417	1073.68	346.196
1073.78	337.43	1073.78	346.284
1073.88	337.387	1073.88	346.372
1073.98	337.444	1073.98	346.46
1074.08	337.538	1074.08	346.548
1074.18	337.663	1074.18	346.636
1074.28	337.713	1074.28	346.724
1074.38	337.78	1074.38	346.812
1074.48	336.127	1074.48	346.9
1074.58	324.849	1074.58	346.988
1074.68	309.529	1074.68	347.076
1074.78	297.832	1074.78	347.164
1074.88	290.198	1074.88	347.252
1074.98	300.614	1074.98	259.877
1075.08	320.117	1075.08	259.874
1075.18	328.053	1075.18	259.872
1075.28	329.365	1075.28	259.869
1075.38	329.142	1075.38	259.866
1075.48	328.44	1075.48	259.863
1075.58	327.499	1075.58	259.861
1075.68	326.791	1075.68	259.858
1075.78	326.245	1075.78	259.855
1075.88	325.592	1075.88	259.852
1075.98	324.852	1075.98	259.85
1076.08	324.2	1076.08	259.847
1076.18	323.511	1076.18	259.844
1076.28	322.898	1076.28	259.841
1076.38	322.271	1076.38	259.839
1076.48	321.699	1076.48	259.836
1076.58	321.148	1076.58	259.833
1076.68	320.605	1076.68	259.83
1076.78	320.045	1076.78	259.828
1076.88	319.582	1076.88	259.825
1076.98	319.024	1076.98	259.822
1077.08	318.475	1077.08	259.82
1077.18	317.928	1077.18	259.817
1077.28	317.38	1077.28	259.814
1077.38	316.823	1077.38	259.811
1077.48	316.306	1077.48	259.809
1077.58	315.834	1077.58	259.806
1077.68	315.315	1077.68	259.803
1077.78	314.858	1077.78	259.8
1077.88	314.38	1077.88	259.798
1077.98	313.927	1077.98	259.795
1078.08	313.466	1078.08	259.792
1078.18	313.034	1078.18	259.789
1078.28	312.601	1078.28	259.787
1078.38	312.171	1078.38	259.784
1078.48	311.731	1078.48	259.781
1078.58	311.322	1078.58	259.779
1078.68	310.97	1078.68	259.776
1078.78	310.632	1078.78	259.773
1078.88	310.276	1078.88	259.77
1078.98	309.795	1078.98	259.768
1079.08	309.277	1079.08	259.765
1079.18	308.659	1079.18	259.762
1079.28	308.105	1079.28	259.76
1079.38	307.365	1079.38	259.757
1079.48	306.56	1079.48	259.754
1079.58	306.015	1079.58	259.751
1079.68	305.816	1079.68	259.749
1079.78	305.777	1079.78	259.746
1079.88	305.484	1079.88	259.743
1079.98	305.121	1079.98	259.74
1080.08	304.775	1080.08	259.738
1080.18	304.435	1080.18	259.735
1080.28	304.117	1080.28	259.732
1080.38	303.777	1080.38	259.73
1080.48	303.447	1080.48	259.727
1080.58	303.125	1080.58	259.724
1080.68	302.806	1080.68	259.721
1080.78	302.498	1080.78	259.719
1080.88	302.169	1080.88	259.716
1080.98	301.839	1080.98	259.713
1081.08	301.511	1081.08	259.711
1081.18	301.199	1081.18	259.708
1081.28	300.89	1081.28	259.705
1081.38	300.58	1081.38	259.702
1081.48	300.281	1081.48	259.7
1081.58	299.98	1081.58	259.697
1081.68	299.683	1081.68	259.694
1081.78	299.382	1081.78	259.692
1081.88	299.091	1081.88	259.689
1081.98	298.794	1081.98	259.686
1082.08	298.494	1082.08	259.683
1082.18	298.214	1082.18	259.681
1082.28	297.933	1082.28	259.678
1082.38	297.634	1082.38	259.675
1082.48	297.365	1082.48	259.673
1082.58	297.085	1082.58	259.67
1082.68	296.806	1082.68	259.667
1082.78	296.537	1082.78	259.664
1082.88	296.267	1082.88	259.662
1082.98	295.998	1082.98	259.659
1083.08	295.765	1083.08	259.656
1083.18	295.509	1083.18	259.654
1083.28	295.277	1083.28	259.651
1083.38	294.998	1083.38	259.648
1083.48	294.736	1083.48	259.645
1083.58	294.488	1083.58	259.643
1083.68	294.199	1083.68	259.64
1083.78	293.859	1083.78	259.637
1083.88	294.566	1083.88	259.635
1083.98	294.73	1083.98	259.632
1084.08	294.432	1084.08	259.629
1084.18	294.189	1084.18	259.626
1084.28	293.947	1084.28	259.624
1084.38	293.934	1084.38	259.621
1084.48	296.006	1084.48	259.618
1084.58	295.176	1084.58	259.616
1084.68	294.138	1084.68	259.613
1084.78	293.54	1084.78	259.61
1084.88	292.889	1084.88	259.608
1084.98	292.358	1084.98	259.605
1085.08	292.049	1085.08	259.602
1085.18	291.794	1085.18	259.599
1085.28	291.467	1085.28	259.597
1085.38	291.205	1085.38	259.594
1085.48	290.99	1085.48	259.591
1085.58	290.744	1085.58	259.589
1085.68	290.513	1085.68	259.586
1085.78	290.267	1085.78	259.583
1085.88	290.042	1085.88	259.581
1085.98	289.824	1085.98	259.578
1086.08	289.689	1086.08	259.575
1086.18	289.474	1086.18	259.572
1086.28	289.226	1086.28	259.57
1086.38	289.004	1086.38	259.567
1086.48	288.775	1086.48	259.564
1086.58	288.583	1086.58	259.562
1086.68	288.355	1086.68	259.559
1086.78	288.125	1086.78	259.556
1086.88	287.994	1086.88	259.554
1086.98	287.644	1086.98	259.551
1087.08	287.359	1087.08	259.548
1087.18	287.064	1087.18	259.545
1087.28	286.798	1087.28	259.543
1087.38	286.623	1087.38	259.54
1087.48	286.464	1087.48	259.537
1087.58	286.246	1087.58	259.535
1087.68	288.078	1087.68	259.532
1087.78	287.942	1087.78	259.529
1087.88	286.796	1087.88	259.527
1087.98	285.369	1087.98	259.524
1088.08	284.733	1088.08	259.521
1088.18	284.443	1088.18	259.519
1088.28	284.242	1088.28	259.516
1088.38	284.07	1088.38	259.513
1088.48	283.988	1088.48	259.51
1088.58	283.863	1088.58	259.508
1088.68	283.707	1088.68	259.505
1088.78	283.556	1088.78	259.502
1088.88	283.423	1088.88	259.5
1088.98	283.273	1088.98	259.497
1089.08	283.134	1089.08	259.494
1089.18	282.96	1089.18	259.492
1089.28	282.777	1089.28	259.489
1089.38	282.576	1089.38	259.486
1089.48	282.394	1089.48	259.484
1089.58	282.205	1089.58	259.481
1089.68	282.006	1089.68	259.478
1089.78	281.816	1089.78	259.476
1089.88	281.619	1089.88	259.473
1089.98	281.42	1089.98	259.47
1090.08	281.21	1090.08	259.467
1090.18	280.996	1090.18	259.465
1090.28	280.809	1090.28	259.462
1090.38	280.619	1090.38	259.459
1090.48	280.437	1090.48	259.457
1090.58	280.248	1090.58	259.454
1090.68	280.05	1090.68	259.451
1090.78	279.861	1090.78	259.449
1090.88	279.68	1090.88	259.446
1090.98	279.482	1090.98	259.443
1091.08	279.291	1091.08	259.441
1091.18	279.102	1091.18	259.438
1091.28	278.921	1091.28	259.435
1091.38	278.729	1091.38	259.433
1091.48	278.539	1091.48	259.43
1091.58	278.35	1091.58	259.427
1091.68	278.167	1091.68	259.425
1091.78	277.99	1091.78	259.422
1091.88	277.808	1091.88	259.419
1091.98	277.611	1091.98	259.417
1092.08	277.414	1092.08	259.414
1092.18	277.223	1092.18	259.411
1092.28	277.031	1092.28	259.409
1092.38	276.851	1092.38	259.406
1092.48	276.68	1092.48	259.403
1092.58	276.503	1092.58	259.401
1092.68	276.33	1092.68	259.398
1092.78	276.169	1092.78	259.395
1092.88	275.992	1092.88	259.392
1092.98	275.82	1092.98	259.39
1093.08	275.654	1093.08	259.387
1093.18	275.465	1093.18	259.384
1093.28	275.283	1093.28	259.382
1093.38	275.104	1093.38	259.379
1093.48	274.931	1093.48	259.376
1093.58	274.75	1093.58	259.374
1093.68	274.582	1093.68	259.371
1093.78	274.41	1093.78	259.368
1093.88	274.252	1093.88	259.366
1093.98	274.082	1093.98	259.363
1094.08	273.92	1094.08	259.36
1094.18	273.734	1094.18	259.358
1094.28	273.57	1094.28	259.355
1094.38	273.393	1094.38	259.352
1094.48	273.213	1094.48	259.35
1094.58	273.062	1094.58	259.347
1094.68	272.902	1094.68	259.344
1094.78	272.734	1094.78	259.342
1094.88	272.574	1094.88	259.339
1094.98	272.395	1094.98	259.336
1095.08	272.232	1095.08	259.334
1095.18	272.082	1095.18	259.331
1095.28	271.924	1095.28	259.328
1095.38	271.779	1095.38	259.326
1095.48	271.623	1095.48	259.323
1095.58	271.463	1095.58	259.32
1095.68	271.295	1095.68	259.318
1095.78	271.105	1095.78	259.315
1095.88	270.943	1095.88	259.312
1095.98	270.785	1095.98	259.31
1096.08	270.625	1096.08	259.307
1096.18	270.465	1096.18	259.304
1096.28	270.314	1096.28	259.302
1096.38	270.154	1096.38	259.299
1096.48	269.986	1096.48	259.297
1096.58	269.824	1096.58	259.294
1096.68	269.664	1096.68	259.291
1096.78	269.512	1096.78	259.289
1096.88	269.365	1096.88	259.286
1096.98	269.213	1096.98	259.283
1097.08	269.072	1097.08	259.281
1097.18	268.923	1097.18	259.278
1097.28	268.773	1097.28	259.275
1097.38	268.615	1097.38	259.273
1097.48	268.457	1097.48	259.27
1097.58	268.314	1097.58	259.267
1097.68	268.156	1097.68	259.265
1097.78	268.005	1097.78	259.262
1097.88	267.855	1097.88	259.259
1097.98	267.697	1097.98	259.257
1098.08	267.525	1098.08	259.254
1098.18	267.375	1098.18	259.251
1098.28	267.234	1098.28	259.249
1098.38	267.076	1098.38	259.246
1098.48	266.926	1098.48	259.243
1098.58	266.785	1098.58	259.241
1098.68	266.643	1098.68	259.238
1098.78	266.496	1098.78	259.235
1098.88	266.363	1098.88	259.233
1098.98	266.223	1098.98	259.23
1099.08	266.084	1099.08	259.227
1099.18	265.972	1099.18	259.225
1099.28	265.834	1099.28	259.222
1099.38	265.703	1099.38	259.22
1099.48	265.576	1099.48	259.217
1099.58	265.445	1099.58	259.214
1099.68	265.314	1099.68	259.212
1099.78	265.176	1099.78	259.209
1099.88	265.037	1099.88	259.206
1099.98	264.912	1099.98	259.204
1100.08	264.793	1100.08	259.201
1100.18	264.675	1100.18	259.198
1100.28	264.535	1100.28	259.196
1100.38	264.406	1100.38	259.193
1100.48	264.264	1100.48	259.19
1100.58	264.135	1100.58	259.188
1100.68	263.986	1100.68	259.185
1100.78	263.848	1100.78	259.183
1100.88	263.725	1100.88	259.18
1100.98	263.586	1100.98	259.177
1101.08	263.455	1101.08	259.175
1101.18	263.326	1101.18	259.172
1101.28	263.184	1101.28	259.169
1101.38	263.045	1101.38	259.167
1101.48	262.898	1101.48	259.164
1101.58	262.768	1101.58	259.161
1101.68	262.646	1101.68	259.159
1101.78	262.508	1101.78	259.156
1101.88	262.367	1101.88	259.153
1101.98	262.219	1101.98	259.151
1102.08	262.094	1102.08	259.148
1102.18	261.957	1102.18	259.146
1102.28	261.816	1102.28	259.143
1102.38	261.676	1102.38	259.14
1102.48	261.547	1102.48	259.138
1102.58	261.416	1102.58	259.135
1102.68	261.285	1102.68	259.132
1102.78	261.148	1102.78	259.13
1102.88	261.018	1102.88	259.127
1102.98	260.877	1102.98	259.124
1103.08	260.746	1103.08	259.122
1103.18	260.627	1103.18	259.119
1103.28	260.514	1103.28	259.117
1103.38	260.387	1103.38	259.114
1103.48	260.268	1103.48	259.111
1103.58	260.137	1103.58	259.109
1103.68	260.006	1103.68	259.106
1103.78	259.896	1103.78	259.103
1103.88	259.766	1103.88	259.101
1103.98	259.648	1103.98	259.098
1104.08	259.535	1104.08	259.095
1104.18	259.408	1104.18	259.093
1104.28	259.277	1104.28	259.09
1104.38	259.146	1104.38	259.088
1104.48	259.027	1104.48	259.085
1104.58	258.896	1104.58	259.082
1104.68	258.76	1104.68	259.08
1104.78	258.637	1104.78	259.077
1104.88	258.508	1104.88	259.074
1104.98	258.377	1104.98	259.072
1105.08	258.238	1105.08	259.069
1105.18	258.107	1105.18	259.067
1105.28	257.979	1105.28	259.064
1105.38	257.867	1105.38	259.061
1105.48	257.748	1105.48	259.059
1105.58	257.619	1105.58	259.056
1105.68	257.516	1105.68	259.053
1105.78	257.389	1105.78	259.051
1105.88	257.258	1105.88	259.048
1105.98	257.158	1105.98	259.046
1106.08	257.029	1106.08	259.043
1106.18	256.908	1106.18	259.04
1106.28	256.799	1106.28	259.038
1106.38	256.678	1106.38	259.035
1106.48	256.559	1106.48	259.032
1106.58	256.439	1106.58	259.03
1106.68	256.318	1106.68	259.027
1106.78	256.199	1106.78	259.025
1106.88	256.1	1106.88	259.022
1106.98	255.99	1106.98	259.019
1107.08	255.859	1107.08	259.017
1107.18	255.74	1107.18	259.014
1107.28	255.629	1107.28	259.012
1107.38	255.499	1107.38	259.009
1107.48	255.381	1107.48	259.006
1107.58	255.258	1107.58	259.004
1107.68	255.148	1107.68	259.001
1107.78	255.027	1107.78	258.998
1107.88	254.91	1107.88	258.996
1107.98	254.779	1107.98	258.993
1108.08	254.67	1108.08	258.991
1108.18	254.559	1108.18	258.988
1108.28	254.449	1108.28	258.985
1108.38	254.34	1108.38	258.983
1108.48	254.221	1108.48	258.98
1108.58	254.109	1108.58	258.977
1108.68	253.999	1108.68	258.975
1108.78	253.881	1108.78	258.972
1108.88	253.777	1108.88	258.97
1108.98	253.66	1108.98	258.967
1109.08	253.539	1109.08	258.964
1109.18	253.42	1109.18	258.962
1109.28	253.309	1109.28	258.959
1109.38	253.191	1109.38	258.957
1109.48	253.092	1109.48	258.954
1109.58	252.98	1109.58	258.951
1109.68	252.877	1109.68	258.949
1109.78	252.77	1109.78	258.946
1109.88	252.658	1109.88	258.944
1109.98	252.541	1109.98	258.941
1110.08	252.41	1110.08	258.938
1110.18	252.309	1110.18	258.936
1110.28	252.182	1110.28	258.933
1110.38	252.08	1110.38	258.93
1110.48	251.961	1110.48	258.928
1110.58	251.84	1110.58	258.925
1110.68	251.738	1110.68	258.923
1110.78	251.621	1110.78	258.92
1110.88	251.51	1110.88	258.917
1110.98	251.408	1110.98	258.915
1111.08	251.301	1111.08	258.912
1111.18	251.191	1111.18	258.91
1111.28	251.09	1111.28	258.907
1111.38	250.991	1111.38	258.904
1111.48	250.881	1111.48	258.902
1111.58	250.777	1111.58	258.899
1111.68	250.67	1111.68	258.897
1111.78	250.578	1111.78	258.894
1111.88	250.453	1111.88	258.891
1111.98	250.332	1111.98	258.889
1112.08	250.24	1112.08	258.886
1112.18	250.129	1112.18	258.884
1112.28	250.037	1112.28	258.881
1112.38	249.92	1112.38	258.878
1112.48	249.82	1112.48	258.876
1112.58	249.701	1112.58	258.873
1112.68	249.619	1112.68	258.871
1112.78	249.512	1112.78	258.868
1112.88	249.402	1112.88	258.865
1112.98	249.299	1112.98	258.863
1113.08	249.19	1113.08	258.86
1113.18	249.09	1113.18	258.858
1113.28	248.988	1113.28	258.855
1113.38	248.881	1113.38	258.852
1113.48	248.781	1113.48	258.85
1113.58	248.664	1113.58	258.847
1113.68	248.58	1113.68	258.845
1113.78	248.471	1113.78	258.842
1113.88	248.371	1113.88	258.839
1113.98	248.26	1113.98	258.837
1114.08	248.16	1114.08	258.834
1114.18	248.061	1114.18	258.832
1114.28	247.961	1114.28	258.829
1114.38	247.869	1114.38	258.827
1114.48	247.76	1114.48	258.824
1114.58	247.66	1114.58	258.821
1114.68	247.561	1114.68	258.819
1114.78	247.461	1114.78	258.816
1114.88	247.352	1114.88	258.814
1114.98	247.252	1114.98	258.811
1115.08	247.16	1115.08	258.808
1115.18	247.061	1115.18	258.806
1115.28	246.949	1115.28	258.803
1115.38	246.85	1115.38	258.801
1115.48	246.75	1115.48	258.798
1115.58	246.65	1115.58	258.795
1115.68	246.551	1115.68	258.793
1115.78	246.471	1115.78	258.79
1115.88	246.369	1115.88	258.788
1115.98	246.27	1115.98	258.785
1116.08	246.182	1116.08	258.783
1116.18	246.092	1116.18	258.78
1116.28	245.992	1116.28	258.777
1116.38	245.901	1116.38	258.775
1116.48	245.803	1116.48	258.772
1116.58	245.711	1116.58	258.77
1116.68	245.621	1116.68	258.767
1116.78	245.523	1116.78	258.764
1116.88	245.411	1116.88	258.762
1116.98	245.313	1116.98	258.759
1117.08	245.201	1117.08	258.757
1117.18	245.094	1117.18	258.754
1117.28	245.002	1117.28	258.751
1117.38	244.893	1117.38	258.749
1117.48	244.791	1117.48	258.746
1117.58	244.691	1117.58	258.744
1117.68	244.572	1117.68	258.741
1117.78	244.481	1117.78	258.739
1117.88	244.373	1117.88	258.736
1117.98	244.291	1117.98	258.733
1118.08	244.211	1118.08	258.731
1118.18	244.113	1118.18	258.728
1118.28	244.02	1118.28	258.726
1118.38	243.932	1118.38	258.723
1118.48	243.832	1118.48	258.721
1118.58	243.752	1118.58	258.718
1118.68	243.653	1118.68	258.715
1118.78	243.563	1118.78	258.713
1118.88	243.48	1118.88	258.71
1118.98	243.383	1118.98	258.708
1119.08	243.282	1119.08	258.705
1119.18	243.191	1119.18	258.703
1119.28	243.104	1119.28	258.7
1119.38	243.004	1119.38	258.697
1119.48	242.92	1119.48	258.695
1119.58	242.822	1119.58	258.692
1119.68	242.732	1119.68	258.69
1119.78	242.65	1119.78	258.687
1119.88	242.563	1119.88	258.685
1119.98	242.463	1119.98	258.682
1120.08	242.371	1120.08	258.679
1120.18	242.293	1120.18	258.677
1120.28	242.172	1120.28	258.674
1120.38	242.082	1120.38	258.672
1120.48	242	1120.48	258.669
1120.58	241.902	1120.58	258.667
1120.68	241.801	1120.68	258.664
1120.78	241.713	1120.78	258.661
1120.88	241.611	1120.88	258.659
1120.98	241.523	1120.98	258.656
1121.08	241.422	1121.08	258.654
1121.18	241.342	1121.18	258.651
1121.28	241.223	1121.28	258.649
1121.38	241.133	1121.38	258.646
1121.48	241.039	1121.48	258.643
1121.58	240.953	1121.58	258.641
1121.68	240.863	1121.68	258.638
1121.78	240.762	1121.78	258.636
1121.88	240.664	1121.88	258.633
1121.98	240.572	1121.98	258.631
1122.08	240.484	1122.08	258.628
1122.18	240.383	1122.18	258.625
1122.28	240.275	1122.28	258.623
1122.38	240.193	1122.38	258.62
1122.48	240.102	1122.48	258.618
1122.58	240.023	1122.58	258.615
1122.68	239.916	1122.68	258.613
1122.78	239.833	1122.78	258.61
1122.88	239.752	1122.88	258.608
1122.98	239.654	1122.98	258.605
1123.08	239.573	1123.08	258.602
1123.18	239.492	1123.18	258.6
1123.28	239.404	1123.28	258.597
1123.38	239.322	1123.38	258.595
1123.48	239.233	1123.48	258.592
1123.58	239.143	1123.58	258.59
1123.68	239.055	1123.68	258.587
1123.78	238.963	1123.78	258.584
1123.88	238.865	1123.88	258.582
1123.98	238.773	1123.98	258.579
1124.08	238.674	1124.08	258.577
1124.18	238.582	1124.18	258.574
1124.28	238.475	1124.28	258.572
1124.38	238.393	1124.38	258.569
1124.48	238.295	1124.48	258.567
1124.58	238.203	1124.58	258.564
1124.68	238.114	1124.68	258.561
1124.78	238.023	1124.78	258.559
1124.88	237.934	1124.88	258.556
1124.98	237.834	1124.98	258.554
1125.08	237.752	1125.08	258.551
1125.18	237.664	1125.18	258.549
1125.28	237.575	1125.28	258.546
1125.38	237.475	1125.38	258.544
1125.48	237.393	1125.48	258.541
1125.58	237.303	1125.58	258.539
1125.68	237.195	1125.68	258.536
1125.78	237.112	1125.78	258.533
1125.88	237.021	1125.88	258.531
1125.98	236.943	1125.98	258.528
1126.08	236.863	1126.08	258.526
1126.18	236.772	1126.18	258.523
1126.28	236.682	1126.28	258.521
1126.38	236.594	1126.38	258.518
1126.48	236.514	1126.48	258.516
1126.58	236.424	1126.58	258.513
1126.68	236.344	1126.68	258.51
1126.78	236.273	1126.78	258.508
1126.88	236.192	1126.88	258.505
1126.98	236.123	1126.98	258.503
1127.08	236.053	1127.08	258.5
1127.18	235.971	1127.18	258.498
1127.28	235.893	1127.28	258.495
1127.38	235.803	1127.38	258.493
1127.48	235.723	1127.48	258.49
1127.58	235.643	1127.58	258.488
1127.68	235.572	1127.68	258.485
1127.78	235.484	1127.78	258.482
1127.88	235.403	1127.88	258.48
1127.98	235.332	1127.98	258.477
1128.08	235.242	1128.08	258.475
1128.18	235.164	1128.18	258.472
1128.28	235.075	1128.28	258.47
1128.38	234.992	1128.38	258.467
1128.48	234.904	1128.48	258.465
1128.58	234.823	1128.58	258.462
1128.68	234.744	1128.68	258.46
1128.78	234.674	1128.78	258.457
1128.88	234.61	1128.88	258.455
1128.98	234.523	1128.98	258.452
1129.08	234.443	1129.08	258.449
1129.18	234.372	1129.18	258.447
1129.28	234.293	1129.28	258.444
1129.38	234.213	1129.38	258.442
1129.48	234.143	1129.48	258.439
1129.58	234.065	1129.58	258.437
1129.68	233.982	1129.68	258.434
1129.78	233.924	1129.78	258.432
1129.88	233.852	1129.88	258.429
1129.98	233.775	1129.98	258.427
1130.08	233.693	1130.08	258.424
1130.18	233.604	1130.18	258.422
1130.28	233.533	1130.28	258.419
1130.38	233.453	1130.38	258.417
1130.48	233.381	1130.48	258.414
1130.58	233.305	1130.58	258.411
1130.68	233.213	1130.68	258.409
1130.78	233.154	1130.78	258.406
1130.88	233.055	1130.88	258.404
1130.98	232.973	1130.98	258.401
1131.08	232.895	1131.08	258.399
1131.18	232.813	1131.18	258.396
1131.28	232.732	1131.28	258.394
1131.38	232.643	1131.38	258.391
1131.48	232.564	1131.48	258.389
1131.58	232.475	1131.58	258.386
1131.68	232.395	1131.68	258.384
1131.78	232.305	1131.78	258.381
1131.88	232.223	1131.88	258.379
1131.98	232.135	1131.98	258.376
1132.08	232.063	1132.08	258.374
1132.18	231.975	1132.18	258.371
1132.28	231.885	1132.28	258.368
1132.38	231.826	1132.38	258.366
1132.48	231.745	1132.48	258.363
1132.58	231.664	1132.58	258.361
1132.68	231.604	1132.68	258.358
1132.78	231.514	1132.78	258.356
1132.88	231.436	1132.88	258.353
1132.98	231.354	1132.98	258.351
1133.08	231.275	1133.08	258.348
1133.18	231.195	1133.18	258.346
1133.28	231.122	1133.28	258.343
1133.38	231.045	1133.38	258.341
1133.48	230.973	1133.48	258.338
1133.58	230.895	1133.58	258.336
1133.68	230.814	1133.68	258.333
1133.78	230.745	1133.78	258.331
1133.88	230.674	1133.88	258.328
1133.98	230.584	1133.98	258.326
1134.08	230.504	1134.08	258.323
1134.18	230.426	1134.18	258.321
1134.28	230.344	1134.28	258.318
1134.38	230.275	1134.38	258.315
1134.48	230.194	1134.48	258.313
1134.58	230.115	1134.58	258.31
1134.68	230.035	1134.68	258.308
1134.78	229.961	1134.78	258.305
1134.88	229.895	1134.88	258.303
1134.98	229.814	1134.98	258.3
1135.08	229.727	1135.08	258.298
1135.18	229.645	1135.18	258.295
1135.28	229.573	1135.28	258.293
1135.38	229.486	1135.38	258.29
1135.48	229.405	1135.48	258.288
1135.58	229.334	1135.58	258.285
1135.68	229.256	1135.68	258.283
1135.78	229.184	1135.78	258.28
1135.88	229.098	1135.88	258.278
1135.98	229.014	1135.98	258.275
1136.08	228.943	1136.08	258.273
1136.18	228.885	1136.18	258.27
1136.28	228.797	1136.28	258.268
1136.38	228.715	1136.38	258.265
1136.48	228.645	1136.48	258.263
1136.58	228.564	1136.58	258.26
1136.68	228.496	1136.68	258.258
1136.78	228.432	1136.78	258.255
1136.88	228.355	1136.88	258.253
1136.98	228.284	1136.98	258.25
1137.08	228.215	1137.08	258.248
1137.18	228.145	1137.18	258.245
1137.28	228.065	1137.28	258.243
1137.38	228.004	1137.38	258.24
1137.48	227.924	1137.48	258.238
1137.58	227.873	1137.58	258.235
1137.68	227.795	1137.68	258.233
1137.78	227.725	1137.78	258.23
1137.88	227.645	1137.88	258.228
1137.98	227.576	1137.98	258.225
1138.08	227.504	1138.08	258.223
1138.18	227.436	1138.18	258.22
1138.28	227.374	1138.28	258.218
1138.38	227.305	1138.38	258.215
1138.48	227.242	1138.48	258.213
1138.58	227.176	1138.58	258.21
1138.68	227.096	1138.68	258.208
1138.78	227.024	1138.78	258.205
1138.88	226.963	1138.88	258.203
1138.98	226.895	1138.98	258.2
1139.08	226.825	1139.08	258.198
1139.18	226.754	1139.18	258.195
1139.28	226.684	1139.28	258.193
1139.38	226.615	1139.38	258.19
1139.48	226.555	1139.48	258.188
1139.58	226.485	1139.58	258.185
1139.68	226.414	1139.68	258.183
1139.78	226.354	1139.78	258.18
1139.88	226.285	1139.88	258.178
1139.98	226.215	1139.98	258.175
1140.08	226.145	1140.08	258.173
1140.18	226.074	1140.18	258.17
1140.28	226.004	1140.28	258.168
1140.38	225.943	1140.38	258.165
1140.48	225.875	1140.48	258.163
1140.58	225.815	1140.58	258.16
1140.68	225.754	1140.68	258.158
1140.78	225.674	1140.78	258.155
1140.88	225.615	1140.88	258.153
1140.98	225.545	1140.98	258.15
1141.08	225.485	1141.08	258.148
1141.18	225.422	1141.18	258.145
1141.28	225.355	1141.28	258.143
1141.38	225.276	1141.38	258.14
1141.48	225.215	1141.48	258.138
1141.58	225.153	1141.58	258.135
1141.68	225.094	1141.68	258.133
1141.78	225.026	1141.78	258.13
1141.88	224.965	1141.88	258.128
1141.98	224.904	1141.98	258.125
1142.08	224.834	1142.08	258.123
1142.18	224.766	1142.18	258.12
1142.28	224.694	1142.28	258.118
1142.38	224.625	1142.38	258.115
1142.48	224.557	1142.48	258.113
1142.58	224.502	1142.58	258.11
1142.68	224.438	1142.68	258.108
1142.78	224.381	1142.78	258.105
1142.88	224.314	1142.88	258.103
1142.98	224.256	1142.98	258.1
1143.08	224.194	1143.08	258.098
1143.18	224.127	1143.18	258.095
1143.28	224.065	1143.28	258.093
1143.38	223.986	1143.38	258.09
1143.48	223.915	1143.48	258.088
1143.58	223.844	1143.58	258.085
