Cycle: 7  C15D171A_X	Cycle: 7  C15D171A_Y	Fitted Cycle: 7  C15D171A_X	Fitted Cycle: 7  C15D171A_Y
1689.24	334.482	1689.24	337.468
1689.34	334.478	1689.34	337.456
1689.44	334.456	1689.44	337.444
1689.54	334.45	1689.54	337.432
1689.64	334.437	1689.64	337.42
1689.74	334.422	1689.74	337.408
1689.84	334.419	1689.84	337.396
1689.94	334.398	1689.94	337.384
1690.04	334.388	1690.04	337.372
1690.14	334.372	1690.14	337.36
1690.24	334.368	1690.24	337.348
1690.34	334.349	1690.34	337.336
1690.44	334.343	1690.44	337.324
1690.54	334.327	1690.54	337.312
1690.64	334.318	1690.64	337.3
1690.74	334.302	1690.74	337.288
1690.84	334.288	1690.84	337.276
1690.94	334.279	1690.94	337.264
1691.04	334.261	1691.04	337.252
1691.14	334.257	1691.14	337.24
1691.24	334.238	1691.24	337.228
1691.34	334.228	1691.34	337.216
1691.44	334.212	1691.44	337.204
1691.54	334.197	1691.54	337.192
1691.64	334.187	1691.64	337.18
1691.74	334.171	1691.74	337.168
1691.84	334.167	1691.84	337.156
1691.94	334.152	1691.94	337.144
1692.04	334.148	1692.04	337.132
1692.14	334.126	1692.14	337.121
1692.24	334.12	1692.24	337.109
1692.34	334.107	1692.34	337.097
1692.44	334.097	1692.44	337.085
1692.54	334.077	1692.54	337.073
1692.64	334.07	1692.64	337.061
1692.74	334.058	1692.74	337.049
1692.84	334.048	1692.84	337.037
1692.94	334.032	1692.94	337.025
1693.04	334.029	1693.04	337.013
1693.14	334.007	1693.14	337.001
1693.24	334.001	1693.24	336.989
1693.34	333.988	1693.34	336.977
1693.44	333.978	1693.44	336.965
1693.54	333.962	1693.54	336.953
1693.64	333.948	1693.64	336.941
1693.74	333.937	1693.74	336.93
1693.84	333.921	1693.84	336.918
1693.94	333.917	1693.94	336.906
1694.04	333.898	1694.04	336.894
1694.14	333.892	1694.14	336.882
1694.24	333.888	1694.24	336.87
1694.34	333.866	1694.34	336.858
1694.44	333.861	1694.44	336.846
1694.54	333.847	1694.54	336.834
1694.64	333.837	1694.64	336.822
1694.74	333.822	1694.74	336.81
1694.84	333.816	1694.84	336.798
1694.94	333.796	1694.94	336.786
1695.04	333.786	1695.04	336.775
1695.14	333.771	1695.14	336.763
1695.24	333.759	1695.24	336.751
1695.34	333.749	1695.34	336.739
1695.44	333.741	1695.44	336.727
1695.54	333.728	1695.54	336.715
1695.64	333.708	1695.64	336.703
1695.74	333.702	1695.74	336.691
1695.84	333.689	1695.84	336.679
1695.94	333.677	1695.94	336.667
1696.04	333.667	1696.04	336.655
1696.14	333.652	1696.14	336.644
1696.24	333.638	1696.24	336.632
1696.34	333.628	1696.34	336.62
1696.44	333.611	1696.44	336.608
1696.54	333.607	1696.54	336.596
1696.64	333.587	1696.64	336.584
1696.74	333.577	1696.74	336.572
1696.84	333.562	1696.84	336.56
1696.94	333.558	1696.94	336.548
1697.04	333.536	1697.04	336.536
1697.14	333.531	1697.14	336.525
1697.24	333.517	1697.24	336.513
1697.34	333.507	1697.34	336.501
1697.44	333.488	1697.44	336.489
1697.54	333.482	1697.54	336.477
1697.64	333.466	1697.64	336.465
1697.74	333.456	1697.74	336.453
1697.84	333.441	1697.84	336.441
1697.94	333.439	1697.94	336.429
1698.04	333.419	1698.04	336.418
1698.14	333.411	1698.14	336.406
1698.24	333.398	1698.24	336.394
1698.34	333.388	1698.34	336.382
1698.44	333.372	1698.44	336.37
1698.54	333.368	1698.54	336.358
1698.64	333.349	1698.64	336.346
1698.74	333.341	1698.74	336.334
1698.84	333.327	1698.84	336.323
1698.94	333.318	1698.94	336.311
1699.04	333.312	1699.04	336.299
1699.14	333.298	1699.14	336.287
1699.24	333.288	1699.24	336.275
1699.34	333.267	1699.34	336.263
1699.44	333.261	1699.44	336.251
1699.54	333.247	1699.54	336.24
1699.64	333.238	1699.64	336.228
1699.74	333.232	1699.74	336.216
1699.84	333.216	1699.84	336.204
1699.94	333.206	1699.94	336.192
1700.04	333.191	1700.04	336.18
1700.14	333.187	1700.14	336.168
1700.24	333.167	1700.24	336.156
1700.34	333.157	1700.34	336.145
1700.44	333.14	1700.44	336.133
1700.54	333.136	1700.54	336.121
1700.64	333.126	1700.64	336.109
1700.74	333.107	1700.74	336.097
1700.84	333.097	1700.84	336.085
1700.94	333.082	1700.94	336.074
1701.04	333.077	1701.04	336.062
1701.14	333.058	1701.14	336.05
1701.24	333.052	1701.24	336.038
1701.34	333.048	1701.34	336.026
1701.44	333.029	1701.44	336.014
1701.54	333.019	1701.54	336.002
1701.64	333.011	1701.64	335.991
1701.74	332.997	1701.74	335.979
1701.84	332.982	1701.84	335.967
1701.94	332.978	1701.94	335.955
1702.04	332.958	1702.04	335.943
1702.14	332.948	1702.14	335.931
1702.24	332.941	1702.24	335.92
1702.34	332.927	1702.34	335.908
1702.44	332.917	1702.44	335.896
1702.54	332.902	1702.54	335.884
1702.64	332.898	1702.64	335.872
1702.74	332.876	1702.74	335.86
1702.84	332.866	1702.84	335.849
1702.94	332.851	1702.94	335.837
1703.04	332.847	1703.04	335.825
1703.14	332.827	1703.14	335.813
1703.24	332.822	1703.24	335.801
1703.34	332.806	1703.34	335.79
1703.44	332.796	1703.44	335.778
1703.54	332.786	1703.54	335.766
1703.64	332.771	1703.64	335.754
1703.74	332.769	1703.74	335.742
1703.84	332.749	1703.84	335.73
1703.94	332.741	1703.94	335.719
1704.04	332.738	1704.04	335.707
1704.14	332.718	1704.14	335.695
1704.24	332.708	1704.24	335.683
1704.34	332.689	1704.34	335.671
1704.44	332.683	1704.44	335.66
1704.54	332.677	1704.54	335.648
1704.64	332.657	1704.64	335.636
1704.74	332.648	1704.74	335.624
1704.84	332.632	1704.84	335.612
1704.94	332.628	1704.94	335.601
1705.04	332.607	1705.04	335.589
1705.14	332.601	1705.14	335.577
1705.24	332.587	1705.24	335.565
1705.34	332.577	1705.34	335.553
1705.44	332.572	1705.44	335.542
1705.54	332.558	1705.54	335.53
1705.64	332.548	1705.64	335.518
1705.74	332.536	1705.74	335.506
1705.84	332.521	1705.84	335.494
1705.94	332.517	1705.94	335.483
1706.04	332.507	1706.04	335.471
1706.14	332.491	1706.14	335.459
1706.24	332.488	1706.24	335.447
1706.34	332.476	1706.34	335.435
1706.44	332.456	1706.44	335.424
1706.54	332.447	1706.54	335.412
1706.64	332.432	1706.64	335.4
1706.74	332.429	1706.74	335.388
1706.84	332.407	1706.84	335.377
1706.94	332.398	1706.94	335.365
1707.04	332.388	1707.04	335.353
1707.14	332.372	1707.14	335.341
1707.24	332.368	1707.24	335.329
1707.34	332.359	1707.34	335.318
1707.44	332.339	1707.44	335.306
1707.54	332.331	1707.54	335.294
1707.64	332.327	1707.64	335.282
1707.74	332.308	1707.74	335.271
1707.84	332.298	1707.84	335.259
1707.94	332.292	1707.94	335.247
1708.04	332.279	1708.04	335.235
1708.14	332.267	1708.14	335.224
1708.24	332.257	1708.24	335.212
1708.34	332.241	1708.34	335.2
1708.44	332.238	1708.44	335.188
1708.54	332.218	1708.54	335.177
1708.64	332.212	1708.64	335.165
1708.74	332.206	1708.74	335.153
1708.84	332.187	1708.84	335.141
1708.94	332.177	1708.94	335.129
1709.04	332.171	1709.04	335.118
1709.14	332.157	1709.14	335.106
1709.24	332.148	1709.24	335.094
1709.34	332.126	1709.34	335.082
1709.44	332.12	1709.44	335.071
1709.54	332.116	1709.54	335.059
1709.64	332.097	1709.64	335.047
1709.74	332.087	1709.74	335.035
1709.84	332.068	1709.84	335.024
1709.94	332.06	1709.94	335.012
1710.04	332.056	1710.04	335
1710.14	332.036	1710.14	334.989
1710.24	332.027	1710.24	334.977
1710.34	332.017	1710.34	334.965
1710.44	332.002	1710.44	334.953
1710.54	331.997	1710.54	334.942
1710.64	331.988	1710.64	334.93
1710.74	331.968	1710.74	334.918
1710.84	331.962	1710.84	334.906
1710.94	331.948	1710.94	334.895
1711.04	331.939	1711.04	334.883
1711.14	331.929	1711.14	334.871
1711.24	331.921	1711.24	334.859
1711.34	331.907	1711.34	334.848
1711.44	331.898	1711.44	334.836
1711.54	331.882	1711.54	334.824
1711.64	331.878	1711.64	334.813
1711.74	331.868	1711.74	334.801
1711.84	331.847	1711.84	334.789
1711.94	331.841	1711.94	334.777
1712.04	331.827	1712.04	334.766
1712.14	331.818	1712.14	334.754
1712.24	331.808	1712.24	334.742
1712.34	331.79	1712.34	334.73
1712.44	331.786	1712.44	334.719
1712.54	331.777	1712.54	334.707
1712.64	331.761	1712.64	334.695
1712.74	331.757	1712.74	334.684
1712.84	331.738	1712.84	334.672
1712.94	331.728	1712.94	334.66
1713.04	331.72	1713.04	334.649
1713.14	331.706	1713.14	334.637
1713.24	331.697	1713.24	334.625
1713.34	331.687	1713.34	334.613
1713.44	331.672	1713.44	334.602
1713.54	331.669	1713.54	334.59
1713.64	331.657	1713.64	334.578
1713.74	331.638	1713.74	334.567
1713.84	331.632	1713.84	334.555
1713.94	331.628	1713.94	334.543
1714.04	331.609	1714.04	334.531
1714.14	331.599	1714.14	334.52
1714.24	331.581	1714.24	334.508
1714.34	331.577	1714.34	334.496
1714.44	331.568	1714.44	334.485
1714.54	331.548	1714.54	334.473
1714.64	331.542	1714.64	334.461
1714.74	331.529	1714.74	334.45
1714.84	331.517	1714.84	334.438
1714.94	331.511	1714.94	334.426
1715.04	331.507	1715.04	334.415
1715.14	331.488	1715.14	334.403
1715.24	331.482	1715.24	334.391
1715.34	331.468	1715.34	334.38
1715.44	331.456	1715.44	334.368
1715.54	331.447	1715.54	334.356
1715.64	331.427	1715.64	334.345
1715.74	331.421	1715.74	334.333
1715.84	331.407	1715.84	334.321
1715.94	331.398	1715.94	334.309
1716.04	331.376	1716.04	334.298
1716.14	331.37	1716.14	334.286
1716.24	331.366	1716.24	334.274
1716.34	331.347	1716.34	334.263
1716.44	331.342	1716.44	334.251
1716.54	331.329	1716.54	334.239
1716.64	331.318	1716.64	334.228
1716.74	331.308	1716.74	334.216
1716.84	331.298	1716.84	334.204
1716.94	331.282	1716.94	334.193
1717.04	331.279	1717.04	334.181
1717.14	331.259	1717.14	334.169
1717.24	331.251	1717.24	334.158
1717.34	331.247	1717.34	334.146
1717.44	331.228	1717.44	334.134
1717.54	331.218	1717.54	334.123
1717.64	331.212	1717.64	334.111
1717.74	331.198	1717.74	334.1
1717.84	331.187	1717.84	334.088
1717.94	331.167	1717.94	334.076
1718.04	331.161	1718.04	334.065
1718.14	331.157	1718.14	334.053
1718.24	331.138	1718.24	334.041
1718.34	331.128	1718.34	334.03
1718.44	331.122	1718.44	334.018
1718.54	331.107	1718.54	334.006
1718.64	331.097	1718.64	333.995
1718.74	331.081	1718.74	333.983
1718.84	331.077	1718.84	333.971
1718.94	331.068	1718.94	333.96
1719.04	331.046	1719.04	333.948
1719.14	331.036	1719.14	333.936
1719.24	331.031	1719.24	333.925
1719.34	331.017	1719.34	333.913
1719.44	331.007	1719.44	333.902
1719.54	331.001	1719.54	333.89
1719.64	330.986	1719.64	333.878
1719.74	330.976	1719.74	333.867
1719.84	330.966	1719.84	333.855
1719.94	330.947	1719.94	333.843
1720.04	330.941	1720.04	333.832
1720.14	330.929	1720.14	333.82
1720.24	330.919	1720.24	333.809
1720.34	330.907	1720.34	333.797
1720.44	330.892	1720.44	333.785
1720.54	330.888	1720.54	333.774
1720.64	330.878	1720.64	333.762
1720.74	330.859	1720.74	333.75
1720.84	330.853	1720.84	333.739
1720.94	330.847	1720.94	333.727
1721.04	330.837	1721.04	333.716
1721.14	330.818	1721.14	333.704
1721.24	330.812	1721.24	333.692
1721.34	330.798	1721.34	333.681
1721.44	330.788	1721.44	333.669
1721.54	330.781	1721.54	333.658
1721.64	330.777	1721.64	333.646
1721.74	330.767	1721.74	333.634
1721.84	330.751	1721.84	333.623
1721.94	330.747	1721.94	333.611
1722.04	330.728	1722.04	333.599
1722.14	330.718	1722.14	333.588
1722.24	330.71	1722.24	333.576
1722.34	330.706	1722.34	333.565
1722.44	330.687	1722.44	333.553
1722.54	330.681	1722.54	333.541
1722.64	330.677	1722.64	333.53
1722.74	330.667	1722.74	333.518
1722.84	330.646	1722.84	333.507
1722.94	330.636	1722.94	333.495
1723.04	330.631	1723.04	333.483
1723.14	330.618	1723.14	333.472
1723.24	330.609	1723.24	333.46
1723.34	330.599	1723.34	333.449
1723.44	330.577	1723.44	333.437
1723.54	330.572	1723.54	333.426
1723.64	330.568	1723.64	333.414
1723.74	330.548	1723.74	333.402
1723.84	330.538	1723.84	333.391
1723.94	330.529	1723.94	333.379
1724.04	330.523	1724.04	333.368
1724.14	330.519	1724.14	333.356
1724.24	330.497	1724.24	333.344
1724.34	330.488	1724.34	333.333
1724.44	330.478	1724.44	333.321
1724.54	330.462	1724.54	333.31
1724.64	330.458	1724.64	333.298
1724.74	330.448	1724.74	333.287
1724.84	330.437	1724.84	333.275
1724.94	330.417	1724.94	333.263
1725.04	330.407	1725.04	333.252
1725.14	330.392	1725.14	333.24
1725.24	330.388	1725.24	333.229
1725.34	330.378	1725.34	333.217
1725.44	330.366	1725.44	333.206
1725.54	330.361	1725.54	333.194
1725.64	330.347	1725.64	333.182
1725.74	330.337	1725.74	333.171
1725.84	330.327	1725.84	333.159
1725.94	330.322	1725.94	333.148
1726.04	330.308	1726.04	333.136
1726.14	330.296	1726.14	333.125
1726.24	330.286	1726.24	333.113
1726.34	330.281	1726.34	333.102
1726.44	330.267	1726.44	333.09
1726.54	330.257	1726.54	333.078
1726.64	330.247	1726.64	333.067
1726.74	330.242	1726.74	333.055
1726.84	330.228	1726.84	333.044
1726.94	330.218	1726.94	333.032
1727.04	330.208	1727.04	333.021
1727.14	330.189	1727.14	333.009
1727.24	330.179	1727.24	332.998
1727.34	330.173	1727.34	332.986
1727.44	330.167	1727.44	332.974
1727.54	330.148	1727.54	332.963
1727.64	330.142	1727.64	332.951
1727.74	330.128	1727.74	332.94
1727.84	330.118	1727.84	332.928
1727.94	330.113	1727.94	332.917
1728.04	330.109	1728.04	332.905
1728.14	330.097	1728.14	332.894
1728.24	330.077	1728.24	332.882
1728.34	330.072	1728.34	332.871
1728.44	330.068	1728.44	332.859
1728.54	330.058	1728.54	332.848
1728.64	330.038	1728.64	332.836
1728.74	330.031	1728.74	332.825
1728.84	330.027	1728.84	332.813
1728.94	330.017	1728.94	332.801
1729.04	329.997	1729.04	332.79
1729.14	329.991	1729.14	332.778
1729.24	329.988	1729.24	332.767
1729.34	329.966	1729.34	332.755
1729.44	329.956	1729.44	332.744
1729.54	329.95	1729.54	332.732
1729.64	329.937	1729.64	332.721
1729.74	329.927	1729.74	332.709
1729.84	329.917	1729.84	332.698
1729.94	329.898	1729.94	332.686
1730.04	329.89	1730.04	332.675
1730.14	329.886	1730.14	332.663
1730.24	329.876	1730.24	332.652
1730.34	329.866	1730.34	332.64
1730.44	329.861	1730.44	332.629
1730.54	329.849	1730.54	332.617
1730.64	329.839	1730.64	332.606
1730.74	329.827	1730.74	332.594
1730.84	329.818	1730.84	332.583
1730.94	329.802	1730.94	332.571
1731.04	329.798	1731.04	332.56
1731.14	329.788	1731.14	332.548
1731.24	329.773	1731.24	332.537
1731.34	329.767	1731.34	332.525
1731.44	329.757	1731.44	332.514
1731.54	329.747	1731.54	332.502
1731.64	329.732	1731.64	332.491
1731.74	329.728	1731.74	332.479
1731.84	329.718	1731.84	332.468
1731.94	329.698	1731.94	332.456
1732.04	329.691	1732.04	332.445
1732.14	329.687	1732.14	332.433
1732.24	329.677	1732.24	332.422
1732.34	329.661	1732.34	332.41
1732.44	329.657	1732.44	332.399
1732.54	329.648	1732.54	332.387
1732.64	329.638	1732.64	332.376
1732.74	329.62	1732.74	332.364
1732.84	329.616	1732.84	332.353
1732.94	329.607	1732.94	332.341
1733.04	329.587	1733.04	332.33
1733.14	329.581	1733.14	332.318
1733.24	329.577	1733.24	332.307
1733.34	329.566	1733.34	332.295
1733.44	329.546	1733.44	332.284
1733.54	329.541	1733.54	332.272
1733.64	329.538	1733.64	332.261
1733.74	329.519	1733.74	332.25
1733.84	329.509	1733.84	332.238
1733.94	329.499	1733.94	332.227
1734.04	329.491	1734.04	332.215
1734.14	329.478	1734.14	332.204
1734.24	329.468	1734.24	332.192
1734.34	329.458	1734.34	332.181
1734.44	329.443	1734.44	332.169
1734.54	329.439	1734.54	332.158
1734.64	329.427	1734.64	332.146
1734.74	329.417	1734.74	332.135
1734.84	329.402	1734.84	332.123
1734.94	329.398	1734.94	332.112
1735.04	329.392	1735.04	332.1
1735.14	329.388	1735.14	332.089
1735.24	329.366	1735.24	332.078
1735.34	329.361	1735.34	332.066
1735.44	329.357	1735.44	332.055
1735.54	329.347	1735.54	332.043
1735.64	329.327	1735.64	332.032
1735.74	329.322	1735.74	332.02
1735.84	329.318	1735.84	332.009
1735.94	329.308	1735.94	331.997
1736.04	329.286	1736.04	331.986
1736.14	329.281	1736.14	331.975
1736.24	329.277	1736.24	331.963
1736.34	329.257	1736.34	331.952
1736.44	329.247	1736.44	331.94
1736.54	329.242	1736.54	331.929
1736.64	329.238	1736.64	331.917
1736.74	329.218	1736.74	331.906
1736.84	329.208	1736.84	331.894
1736.94	329.202	1736.94	331.883
1737.04	329.198	1737.04	331.872
1737.14	329.179	1737.14	331.86
1737.24	329.167	1737.24	331.849
1737.34	329.161	1737.34	331.837
1737.44	329.157	1737.44	331.826
1737.54	329.138	1737.54	331.814
1737.64	329.128	1737.64	331.803
1737.74	329.122	1737.74	331.792
1737.84	329.109	1737.84	331.78
1737.94	329.097	1737.94	331.769
1738.04	329.087	1738.04	331.757
1738.14	329.077	1738.14	331.746
1738.24	329.072	1738.24	331.734
1738.34	329.058	1738.34	331.723
1738.44	329.048	1738.44	331.712
1738.54	329.038	1738.54	331.7
1738.64	329.031	1738.64	331.689
1738.74	329.017	1738.74	331.677
1738.84	329.007	1738.84	331.666
1738.94	328.997	1738.94	331.655
1739.04	328.991	1739.04	331.643
1739.14	328.978	1739.14	331.632
1739.24	328.966	1739.24	331.62
1739.34	328.956	1739.34	331.609
1739.44	328.95	1739.44	331.597
1739.54	328.947	1739.54	331.586
1739.64	328.937	1739.64	331.575
1739.74	328.917	1739.74	331.563
1739.84	328.907	1739.84	331.552
1739.94	328.902	1739.94	331.54
1740.04	328.896	1740.04	331.529
1740.14	328.886	1740.14	331.518
1740.24	328.866	1740.24	331.506
1740.34	328.857	1740.34	331.495
1740.44	328.852	1740.44	331.483
1740.54	328.839	1740.54	331.472
1740.64	328.827	1740.64	331.461
1740.74	328.818	1740.74	331.449
1740.84	328.802	1740.84	331.438
1740.94	328.798	1740.94	331.427
1741.04	328.788	1741.04	331.415
1741.14	328.769	1741.14	331.404
1741.24	328.761	1741.24	331.392
1741.34	328.757	1741.34	331.381
1741.44	328.747	1741.44	331.37
1741.54	328.738	1741.54	331.358
1741.64	328.722	1741.64	331.347
1741.74	328.718	1741.74	331.335
1741.84	328.708	1741.84	331.324
1741.94	328.698	1741.94	331.313
1742.04	328.687	1742.04	331.301
1742.14	328.671	1742.14	331.29
1742.24	328.667	1742.24	331.279
1742.34	328.657	1742.34	331.267
1742.44	328.648	1742.44	331.256
1742.54	328.642	1742.54	331.244
1742.64	328.638	1742.64	331.233
1742.74	328.616	1742.74	331.222
1742.84	328.607	1742.84	331.21
1742.94	328.601	1742.94	331.199
1743.04	328.597	1743.04	331.188
1743.14	328.577	1743.14	331.176
1743.24	328.568	1743.24	331.165
1743.34	328.556	1743.34	331.153
1743.44	328.55	1743.44	331.142
1743.54	328.546	1743.54	331.131
1743.64	328.536	1743.64	331.119
1743.74	328.517	1743.74	331.108
1743.84	328.512	1743.84	331.097
1743.94	328.509	1743.94	331.085
1744.04	328.499	1744.04	331.074
1744.14	328.488	1744.14	331.063
1744.24	328.468	1744.24	331.051
1744.34	328.462	1744.34	331.04
1744.44	328.458	1744.44	331.029
1744.54	328.448	1744.54	331.017
1744.64	328.429	1744.64	331.006
1744.74	328.417	1744.74	330.994
1744.84	328.411	1744.84	330.983
1744.94	328.407	1744.94	330.972
1745.04	328.398	1745.04	330.96
1745.14	328.378	1745.14	330.949
1745.24	328.372	1745.24	330.938
1745.34	328.368	1745.34	330.926
1745.44	328.357	1745.44	330.915
1745.54	328.347	1745.54	330.904
1745.64	328.327	1745.64	330.892
1745.74	328.322	1745.74	330.881
1745.84	328.318	1745.84	330.87
1745.94	328.298	1745.94	330.858
1746.04	328.288	1746.04	330.847
1746.14	328.277	1746.14	330.836
1746.24	328.267	1746.24	330.824
1746.34	328.257	1746.34	330.813
1746.44	328.251	1746.44	330.802
1746.54	328.238	1746.54	330.79
1746.64	328.228	1746.64	330.779
1746.74	328.218	1746.74	330.768
1746.84	328.21	1746.84	330.756
1746.94	328.206	1746.94	330.745
1747.04	328.197	1747.04	330.734
1747.14	328.177	1747.14	330.722
1747.24	328.167	1747.24	330.711
1747.34	328.157	1747.34	330.7
1747.44	328.136	1747.44	330.689
1747.54	328.13	1747.54	330.677
1747.64	328.126	1747.64	330.666
1747.74	328.116	1747.74	330.655
1747.84	328.107	1747.84	330.643
1747.94	328.087	1747.94	330.632
1748.04	328.082	1748.04	330.621
1748.14	328.079	1748.14	330.609
1748.24	328.068	1748.24	330.598
1748.34	328.058	1748.34	330.587
1748.44	328.048	1748.44	330.575
1748.54	328.032	1748.54	330.564
1748.64	328.029	1748.64	330.553
1748.74	328.019	1748.74	330.541
1748.84	328.013	1748.84	330.53
1748.94	328.007	1748.94	330.519
1749.04	327.988	1749.04	330.508
1749.14	327.978	1749.14	330.496
1749.24	327.972	1749.24	330.485
1749.34	327.958	1749.34	330.474
1749.44	327.948	1749.44	330.462
1749.54	327.937	1749.54	330.451
1749.64	327.931	1749.64	330.44
1749.74	327.917	1749.74	330.429
1749.84	327.907	1749.84	330.417
1749.94	327.898	1749.94	330.406
1750.04	327.882	1750.04	330.395
1750.14	327.878	1750.14	330.383
1750.24	327.866	1750.24	330.372
1750.34	327.857	1750.34	330.361
1750.44	327.847	1750.44	330.349
1750.54	327.841	1750.54	330.338
1750.64	327.827	1750.64	330.327
1750.74	327.818	1750.74	330.316
1750.84	327.808	1750.84	330.304
1750.94	327.8	1750.94	330.293
1751.04	327.796	1751.04	330.282
1751.14	327.777	1751.14	330.271
1751.24	327.767	1751.24	330.259
1751.34	327.761	1751.34	330.248
1751.44	327.747	1751.44	330.237
1751.54	327.736	1751.54	330.225
1751.64	327.726	1751.64	330.214
1751.74	327.721	1751.74	330.203
1751.84	327.708	1751.84	330.192
1751.94	327.698	1751.94	330.18
1752.04	327.689	1752.04	330.169
1752.14	327.673	1752.14	330.158
1752.24	327.667	1752.24	330.147
1752.34	327.657	1752.34	330.135
1752.44	327.648	1752.44	330.124
1752.54	327.632	1752.54	330.113
1752.64	327.628	1752.64	330.102
1752.74	327.618	1752.74	330.09
1752.84	327.609	1752.84	330.079
1752.94	327.591	1752.94	330.068
1753.04	327.587	1753.04	330.056
1753.14	327.577	1753.14	330.045
1753.24	327.558	1753.24	330.034
1753.34	327.552	1753.34	330.023
1753.44	327.548	1753.44	330.011
1753.54	327.536	1753.54	330
1753.64	327.521	1753.64	329.989
1753.74	327.517	1753.74	329.978
1753.84	327.507	1753.84	329.966
1753.94	327.488	1753.94	329.955
1754.04	327.482	1754.04	329.944
1754.14	327.478	1754.14	329.933
1754.24	327.466	1754.24	329.922
1754.34	327.447	1754.34	329.91
1754.44	327.441	1754.44	329.899
1754.54	327.437	1754.54	329.888
1754.64	327.417	1754.64	329.877
1754.74	327.407	1754.74	329.865
1754.84	327.4	1754.84	329.854
1754.94	327.398	1754.94	329.843
1755.04	327.388	1755.04	329.832
1755.14	327.372	1755.14	329.82
1755.24	327.368	1755.24	329.809
1755.34	327.359	1755.34	329.798
1755.44	327.337	1755.44	329.787
1755.54	327.331	1755.54	329.775
1755.64	327.327	1755.64	329.764
1755.74	327.318	1755.74	329.753
1755.84	327.312	1755.84	329.742
1755.94	327.298	1755.94	329.731
1756.04	327.288	1756.04	329.719
1756.14	327.279	1756.14	329.708
1756.24	327.267	1756.24	329.697
1756.34	327.261	1756.34	329.686
1756.44	327.247	1756.44	329.674
1756.54	327.238	1756.54	329.663
1756.64	327.232	1756.64	329.652
1756.74	327.218	1756.74	329.641
1756.84	327.218	1756.84	329.63
1756.94	327.197	1756.94	329.618
1757.04	327.187	1757.04	329.607
1757.14	327.181	1757.14	329.596
1757.24	327.177	1757.24	329.585
1757.34	327.157	1757.34	329.574
1757.44	327.152	1757.44	329.562
1757.54	327.146	1757.54	329.551
1757.64	327.136	1757.64	329.54
1757.74	327.126	1757.74	329.529
1757.84	327.111	1757.84	329.518
1757.94	327.109	1757.94	329.506
1758.04	327.099	1758.04	329.495
1758.14	327.079	1758.14	329.484
1758.24	327.072	1758.24	329.473
1758.34	327.068	1758.34	329.462
1758.44	327.058	1758.44	329.45
1758.54	327.038	1758.54	329.439
1758.64	327.032	1758.64	329.428
1758.74	327.029	1758.74	329.417
1758.84	327.019	1758.84	329.406
1758.94	327.007	1758.94	329.394
1759.04	326.991	1759.04	329.383
1759.14	326.988	1759.14	329.372
1759.24	326.978	1759.24	329.361
1759.34	326.972	1759.34	329.35
1759.44	326.958	1759.44	329.338
1759.54	326.947	1759.54	329.327
1759.64	326.941	1759.64	329.316
1759.74	326.937	1759.74	329.305
1759.84	326.927	1759.84	329.294
1759.94	326.907	1759.94	329.283
1760.04	326.898	1760.04	329.271
1760.14	326.892	1760.14	329.26
1760.24	326.888	1760.24	329.249
1760.34	326.866	1760.34	329.238
1760.44	326.857	1760.44	329.227
1760.54	326.851	1760.54	329.216
1760.64	326.847	1760.64	329.204
1760.74	326.837	1760.74	329.193
1760.84	326.822	1760.84	329.182
1760.94	326.816	1760.94	329.171
1761.04	326.806	1761.04	329.16
1761.14	326.796	1761.14	329.149
1761.24	326.786	1761.24	329.137
1761.34	326.777	1761.34	329.126
1761.44	326.762	1761.44	329.115
1761.54	326.759	1761.54	329.104
1761.64	326.747	1761.64	329.093
1761.74	326.738	1761.74	329.082
1761.84	326.732	1761.84	329.07
1761.94	326.728	1761.94	329.059
1762.04	326.708	1762.04	329.048
1762.14	326.702	1762.14	329.037
1762.24	326.698	1762.24	329.026
1762.34	326.689	1762.34	329.015
1762.44	326.667	1762.44	329.003
1762.54	326.661	1762.54	328.992
1762.64	326.657	1762.64	328.981
1762.74	326.648	1762.74	328.97
1762.84	326.638	1762.84	328.959
1762.94	326.632	1762.94	328.948
1763.04	326.628	1763.04	328.937
1763.14	326.607	1763.14	328.925
1763.24	326.597	1763.24	328.914
1763.34	326.587	1763.34	328.903
1763.44	326.581	1763.44	328.892
1763.54	326.568	1763.54	328.881
1763.64	326.558	1763.64	328.87
1763.74	326.546	1763.74	328.859
1763.84	326.536	1763.84	328.847
1763.94	326.531	1763.94	328.836
1764.04	326.527	1764.04	328.825
1764.14	326.507	1764.14	328.814
1764.24	326.497	1764.24	328.803
1764.34	326.491	1764.34	328.792
1764.44	326.488	1764.44	328.781
1764.54	326.476	1764.54	328.77
1764.64	326.466	1764.64	328.758
1764.74	326.456	1764.74	328.747
1764.84	326.441	1764.84	328.736
1764.94	326.439	1764.94	328.725
1765.04	326.429	1765.04	328.714
1765.14	326.419	1765.14	328.703
1765.24	326.411	1765.24	328.692
1765.34	326.407	1765.34	328.681
1765.44	326.388	1765.44	328.669
1765.54	326.378	1765.54	328.658
1765.64	326.368	1765.64	328.647
1765.74	326.363	1765.74	328.636
1765.84	326.359	1765.84	328.625
1765.94	326.347	1765.94	328.614
1766.04	326.327	1766.04	328.603
1766.14	326.322	1766.14	328.592
1766.24	326.318	1766.24	328.581
1766.34	326.308	1766.34	328.569
1766.44	326.288	1766.44	328.558
