Cycle: 7  C15D171A_X	Cycle: 7  C15D171A_Y	Fitted Cycle: 7  C15D171A_X	Fitted Cycle: 7  C15D171A_Y
226.34	61.2668	226.34	64.9536
226.44	61.3743	226.44	65.0079
226.54	61.4836	226.54	65.0623
226.64	61.595	226.64	65.1167
226.74	61.7083	226.74	65.171
226.84	61.8235	226.84	65.2253
226.94	61.9387	226.94	65.2796
227.04	62.0532	227.04	65.3339
227.14	62.1672	227.14	65.3882
227.24	62.2922	227.24	65.4425
227.34	62.4036	227.34	65.4967
227.44	62.5168	227.44	65.551
227.54	62.634	227.54	65.6052
227.64	62.7336	227.64	65.6594
227.74	62.8469	227.74	65.7136
227.84	62.9641	227.84	65.7678
227.94	63.0637	227.94	65.8219
228.04	63.179	228.04	65.8761
228.14	63.2844	228.14	65.9302
228.24	63.3977	228.24	65.9844
228.34	63.5142	228.34	66.0385
228.44	63.6223	228.44	66.0926
228.54	63.7278	228.54	66.1467
228.64	63.843	228.64	66.2007
228.74	63.9426	228.74	66.2548
228.84	64.0481	228.84	66.3088
228.94	64.1633	228.94	66.3628
229.04	64.2766	229.04	66.4169
229.14	64.384	229.14	66.4709
229.24	64.4875	229.24	66.5249
229.34	64.6047	229.34	66.5788
229.44	64.7043	229.44	66.6328
229.54	64.8079	229.54	66.6867
229.64	64.9243	229.64	66.7407
229.74	65.0364	229.74	66.7946
229.84	65.1536	229.84	66.8485
229.94	65.2571	229.94	66.9024
230.04	65.3625	230.04	66.9562
230.14	65.4739	230.14	67.0101
230.24	65.5774	230.24	67.064
230.34	65.6926	230.34	67.1178
230.44	65.7883	230.44	67.1716
230.54	65.9036	230.54	67.2254
230.64	66.0071	230.64	67.2792
230.74	66.1243	230.74	67.333
230.84	66.2239	230.84	67.3867
230.94	66.3391	230.94	67.4405
231.04	66.4446	231.04	67.4942
231.14	66.5383	231.14	67.548
231.24	66.6431	231.24	67.6017
231.34	66.7571	231.34	67.6554
231.44	66.8625	231.44	67.709
231.54	66.9778	231.54	67.7627
231.64	67.0735	231.64	67.8164
231.74	67.1731	231.74	67.87
231.84	67.2766	231.84	67.9236
231.94	67.384	231.94	67.9772
232.04	67.4875	232.04	68.0308
232.14	67.593	232.14	68.0844
232.24	67.6985	232.24	68.138
232.34	67.804	232.34	68.1915
232.44	67.9133	232.44	68.2451
232.54	68.009	232.54	68.2986
232.64	68.1138	232.64	68.3521
232.74	68.2161	232.74	68.4056
232.84	68.3274	232.84	68.4591
232.94	68.4329	232.94	68.5126
233.04	68.5364	233.04	68.566
233.14	68.6438	233.14	68.6195
233.24	68.7473	233.24	68.6729
233.34	68.8625	233.34	68.7263
233.44	68.9583	233.44	68.7797
233.54	69.054	233.54	68.8331
233.64	69.1575	233.64	68.8865
233.74	69.2629	233.74	68.9399
233.84	69.3684	233.84	68.9932
233.94	69.4641	233.94	69.0466
234.04	69.5637	234.04	69.0999
234.14	69.6575	234.14	69.1532
234.24	69.7642	234.24	69.2065
234.34	69.8567	234.34	69.2598
234.44	69.9622	234.44	69.313
234.54	70.0676	234.54	69.3663
234.64	70.1536	234.64	69.4195
234.74	70.2571	234.74	69.4728
234.84	70.3528	234.84	69.526
234.94	70.4563	234.94	69.5792
235.04	70.554	235.04	69.6323
235.14	70.6575	235.14	69.6855
235.24	70.7532	235.24	69.7387
235.34	70.843	235.34	69.7918
235.44	70.9387	235.44	69.8449
235.54	71.0344	235.54	69.8981
235.64	71.1379	235.64	69.9512
235.74	71.2336	235.74	70.0043
235.84	71.3293	235.84	70.0573
235.94	71.4341	235.94	70.1104
236.04	71.5266	236.04	70.1634
236.14	71.6223	236.14	70.2165
236.24	71.7161	236.24	70.2695
236.34	71.8176	236.34	70.3225
236.44	71.9231	236.44	70.3755
236.54	72.0266	236.54	70.4285
236.64	72.1223	236.64	70.4814
236.74	72.2278	236.74	70.5344
236.84	72.3235	236.84	70.5873
236.94	72.4172	236.94	70.6402
237.04	72.5129	237.04	70.6932
237.14	72.6184	237.14	70.7461
237.24	72.7141	237.24	70.7989
237.34	72.8137	237.34	70.8518
237.44	72.9075	237.44	70.9047
237.54	73.0044	237.54	70.9575
237.64	73.0969	237.64	71.0103
237.74	73.1926	237.74	71.0632
237.84	73.2961	237.84	71.116
237.94	73.3821	237.94	71.1687
238.04	73.4778	238.04	71.2215
238.14	73.5735	238.14	71.2743
238.24	73.6672	238.24	71.327
238.34	73.7629	238.34	71.3798
238.44	73.8567	238.44	71.4325
238.54	73.9543	238.54	71.4852
238.64	74.0481	238.64	71.5379
238.74	74.134	238.74	71.5906
238.84	74.2278	238.84	71.6432
238.94	74.3235	238.94	71.6959
239.04	74.4075	239.04	71.7485
239.14	74.5044	239.14	71.8011
239.24	74.5969	239.24	71.8538
239.34	74.6829	239.34	71.9064
239.44	74.7766	239.44	71.9589
239.54	74.8723	239.54	72.0115
239.64	74.9563	239.64	72.0641
239.74	75.054	239.74	72.1166
239.84	75.1477	239.84	72.1692
239.94	75.2336	239.94	72.2217
240.04	75.3274	240.04	72.2742
240.14	75.4231	240.14	72.3267
240.24	75.5071	240.24	72.3791
240.34	75.6086	240.34	72.4316
240.44	75.7043	240.44	72.484
240.54	75.7942	240.54	72.5365
240.64	75.8782	240.64	72.5889
240.74	75.9739	240.74	72.6413
240.84	76.0676	240.84	72.6937
240.94	76.1575	240.94	72.7461
241.04	76.2544	241.04	72.7985
241.14	76.3372	241.14	72.8508
241.24	76.4329	241.24	72.9032
241.34	76.5168	241.34	72.9555
241.44	76.6125	241.44	73.0078
241.54	76.7063	241.54	73.0601
241.64	76.7942	241.64	73.1124
241.74	76.8879	241.74	73.1647
241.84	76.9739	241.84	73.2169
241.94	77.0676	241.94	73.2692
242.04	77.1536	242.04	73.3214
242.14	77.2473	242.14	73.3736
242.24	77.3333	242.24	73.4258
242.34	77.429	242.34	73.478
242.44	77.5188	242.44	73.5302
242.54	77.6047	242.54	73.5824
242.64	77.6985	242.64	73.6345
242.74	77.7935	242.74	73.6867
242.84	77.8762	242.84	73.7388
242.94	77.9661	242.94	73.7909
243.04	78.052	243.04	73.843
243.14	78.1477	243.14	73.8951
243.24	78.2336	243.24	73.9472
243.34	78.3176	243.34	73.9992
243.44	78.4036	243.44	74.0513
243.54	78.4973	243.54	74.1033
243.64	78.5872	243.64	74.1553
243.74	78.6731	243.74	74.2073
243.84	78.7629	243.84	74.2593
243.94	78.8586	243.94	74.3113
244.04	78.9485	244.04	74.3633
244.14	79.0442	244.14	74.4152
244.24	79.1282	244.24	74.4672
244.34	79.2141	244.34	74.5191
244.44	79.3079	244.44	74.571
244.54	79.3977	244.54	74.6229
244.64	79.4829	244.64	74.6748
244.74	79.5774	244.74	74.7267
244.84	79.677	244.84	74.7785
244.94	79.7629	244.94	74.8304
245.04	79.8469	245.04	74.8822
245.14	79.9329	245.14	74.934
245.24	80.0168	245.24	74.9858
245.34	80.1028	245.34	75.0376
245.44	80.1868	245.44	75.0894
245.54	80.2766	245.54	75.1412
245.64	80.3625	245.64	75.1929
245.74	80.4465	245.74	75.2447
245.84	80.5442	245.84	75.2964
245.94	80.6282	245.94	75.3481
246.04	80.718	246.04	75.3998
246.14	80.804	246.14	75.4515
246.24	80.8879	246.24	75.5032
246.34	80.9641	246.34	75.5548
246.44	81.0579	246.44	75.6065
246.54	81.1438	246.54	75.6581
246.64	81.218	246.64	75.7097
246.74	81.3079	246.74	75.7613
246.84	81.3931	246.84	75.8129
246.94	81.4758	246.94	75.8645
247.04	81.5637	247.04	75.9161
247.14	81.6477	247.14	75.9676
247.24	81.7336	247.24	76.0192
247.34	81.8176	247.34	76.0707
247.44	81.9075	247.44	76.1222
247.54	81.9934	247.54	76.1737
247.64	82.0676	247.64	76.2252
247.74	82.1536	247.74	76.2767
247.84	82.2375	247.84	76.3281
247.94	82.3274	247.94	76.3796
248.04	82.4036	248.04	76.431
248.14	82.4875	248.14	76.4824
248.24	82.5735	248.24	76.5338
248.34	82.6575	248.34	76.5852
248.44	82.7375	248.44	76.6366
248.54	82.8235	248.54	76.688
248.64	82.9075	248.64	76.7393
248.74	82.9829	248.74	76.7907
248.84	83.0559	248.84	76.842
248.94	83.1458	248.94	76.8933
249.04	83.2219	249.04	76.9446
249.14	83.3059	249.14	76.9959
249.24	83.3977	249.24	77.0472
249.34	83.4739	249.34	77.0985
249.44	83.5461	249.44	77.1497
249.54	83.6379	249.54	77.2009
249.64	83.7141	249.64	77.2522
249.74	83.7981	249.74	77.3034
249.84	83.8782	249.84	77.3546
249.94	83.9641	249.94	77.4057
250.04	84.0383	250.04	77.4569
250.14	84.1184	250.14	77.5081
250.24	84.2043	250.24	77.5592
250.34	84.2786	250.34	77.6104
250.44	84.3645	250.44	77.6615
250.54	84.4387	250.54	77.7126
250.64	84.5188	250.64	77.7637
250.74	84.595	250.74	77.8148
250.84	84.6692	250.84	77.8658
250.94	84.759	250.94	77.9169
251.04	84.8345	251.04	77.9679
251.14	84.9075	251.14	78.0189
251.24	84.9973	251.24	78.07
251.34	85.0774	251.34	78.121
251.44	85.1536	251.44	78.1719
251.54	85.2258	251.54	78.2229
251.64	85.3137	251.64	78.2739
251.74	85.3879	251.74	78.3248
251.84	85.4661	251.84	78.3758
251.94	85.5579	251.94	78.4267
252.04	85.634	252.04	78.4776
252.14	85.718	252.14	78.5285
252.24	85.7981	252.24	78.5794
252.34	85.8743	252.34	78.6302
252.44	85.9465	252.44	78.6811
252.54	86.0266	252.54	78.7319
252.64	86.1028	252.64	78.7828
252.74	86.1868	252.74	78.8336
252.84	86.2668	252.84	78.8844
252.94	86.343	252.94	78.9352
253.04	86.4172	253.04	78.986
253.14	86.4973	253.14	79.0367
253.24	86.5735	253.24	79.0875
253.34	86.6575	253.34	79.1382
253.44	86.7375	253.44	79.1889
253.54	86.8137	253.54	79.2397
253.64	86.8782	253.64	79.2904
253.74	86.9583	253.74	79.3411
253.84	87.0337	253.84	79.3917
253.94	87.1067	253.94	79.4424
254.04	87.1868	254.04	79.493
254.14	87.2668	254.14	79.5437
254.24	87.343	254.24	79.5943
254.34	87.4172	254.34	79.6449
254.44	87.4875	254.44	79.6955
254.54	87.5637	254.54	79.7461
254.64	87.6379	254.64	79.7967
254.74	87.7024	254.74	79.8472
254.84	87.7766	254.84	79.8978
254.94	87.8567	254.94	79.9483
255.04	87.9231	255.04	79.9988
255.14	87.9973	255.14	80.0493
255.24	88.0774	255.24	80.0998
255.34	88.1536	255.34	80.1503
255.44	88.218	255.44	80.2008
255.54	88.2981	255.54	80.2512
255.64	88.3645	255.64	80.3017
255.74	88.4387	255.74	80.3521
255.84	88.5188	255.84	80.4025
255.94	88.595	255.94	80.4529
256.04	88.6692	256.04	80.5033
256.14	88.7329	256.14	80.5537
256.24	88.7961	256.24	80.604
256.34	88.8762	256.34	80.6544
256.44	88.9426	256.44	80.7047
256.54	89.0168	256.54	80.755
256.64	89.0872	256.64	80.8054
256.74	89.1633	256.74	80.8556
256.84	89.2278	256.84	80.906
256.94	89.2961	256.94	80.9562
257.04	89.3723	257.04	81.0065
257.14	89.4368	257.14	81.0567
257.24	89.5071	257.24	81.107
257.34	89.5833	257.34	81.1572
257.44	89.6477	257.44	81.2074
257.54	89.718	257.54	81.2576
257.64	89.7942	257.64	81.3078
257.74	89.8586	257.74	81.3579
257.84	89.9387	257.84	81.4081
257.94	90.0032	257.94	81.4582
258.04	90.0676	258.04	81.5084
258.14	90.1379	258.14	81.5585
258.24	90.2083	258.24	81.6086
258.34	90.2844	258.34	81.6587
258.44	90.3489	258.44	81.7088
258.54	90.429	258.54	81.7588
258.64	90.4973	258.64	81.8089
258.74	90.5774	258.74	81.8589
258.84	90.6431	258.84	81.909
258.94	90.7063	258.94	81.959
259.04	90.7766	259.04	82.009
259.14	90.8567	259.14	82.059
259.24	90.927	259.24	82.109
259.34	90.9934	259.34	82.1589
259.44	91.0676	259.44	82.2089
259.54	91.136	259.54	82.2588
259.64	91.2063	259.64	82.3087
259.74	91.2727	259.74	82.3587
259.84	91.3372	259.84	82.4086
259.94	91.4075	259.94	82.4584
260.04	91.4875	260.04	82.5083
260.14	91.554	260.14	82.5582
260.24	91.6165	260.24	82.608
260.34	91.6868	260.34	82.6579
260.44	91.7532	260.44	82.7077
260.54	91.8274	260.54	82.7575
260.64	91.8977	260.64	82.8073
260.74	91.968	260.74	82.8571
260.84	92.0344	260.84	82.9069
260.94	92.0969	260.94	82.9566
261.04	92.177	261.04	83.0064
261.14	92.2473	261.14	83.0561
261.24	92.3137	261.24	83.1058
261.34	92.3782	261.34	83.1556
261.44	92.4387	261.44	83.2052
261.54	92.5032	261.54	83.2549
261.64	92.5774	261.64	83.3046
261.74	92.6477	261.74	83.3543
261.84	92.718	261.84	83.4039
261.94	92.7844	261.94	83.4535
262.04	92.8391	262.04	83.5032
262.14	92.9075	262.14	83.5528
262.24	92.9778	262.24	83.6024
262.34	93.0435	262.34	83.652
262.44	93.1067	262.44	83.7015
262.54	93.177	262.54	83.7511
262.64	93.2473	262.64	83.8006
262.74	93.3137	262.74	83.8502
262.84	93.3762	262.84	83.8997
262.94	93.4368	262.94	83.9492
263.04	93.5071	263.04	83.9987
263.14	93.5735	263.14	84.0482
263.24	93.6379	263.24	84.0976
263.34	93.6965	263.34	84.1471
263.44	93.7668	263.44	84.1965
263.54	93.8274	263.54	84.246
263.64	93.884	263.64	84.2954
263.74	93.9465	263.74	84.3448
263.84	94.0168	263.84	84.3942
263.94	94.0872	263.94	84.4436
264.04	94.1438	264.04	84.4929
264.14	94.2083	264.14	84.5423
264.24	94.2786	264.24	84.5916
264.34	94.3372	264.34	84.641
264.44	94.4036	264.44	84.6903
264.54	94.4583	264.54	84.7396
264.64	94.5188	264.64	84.7889
264.74	94.5872	264.74	84.8381
264.84	94.6438	264.84	84.8874
264.94	94.6985	264.94	84.9367
265.04	94.7688	265.04	84.9859
265.14	94.8372	265.14	85.0352
265.24	94.8938	265.24	85.0844
265.34	94.9583	265.34	85.1336
265.44	95.0286	265.44	85.1828
265.54	95.0891	265.54	85.2319
265.64	95.1528	265.64	85.2811
265.74	95.2161	265.74	85.3303
265.84	95.2766	265.84	85.3794
265.94	95.3372	265.94	85.4285
266.04	95.4075	266.04	85.4776
266.14	95.4622	266.14	85.5268
266.24	95.5266	266.24	85.5758
266.34	95.5872	266.34	85.6249
266.44	95.6477	266.44	85.674
266.54	95.7161	266.54	85.723
266.64	95.7766	266.64	85.7721
266.74	95.8372	266.74	85.8211
266.84	95.8938	266.84	85.8701
266.94	95.9563	266.94	85.9191
267.04	96.0168	267.04	85.9681
267.14	96.0774	267.14	86.0171
267.24	96.1379	267.24	86.0661
267.34	96.2063	267.34	86.115
267.44	96.2629	267.44	86.164
267.54	96.3176	267.54	86.2129
267.64	96.3879	267.64	86.2618
267.74	96.4583	267.74	86.3107
267.84	96.5168	267.84	86.3596
267.94	96.5774	267.94	86.4085
268.04	96.6379	268.04	86.4573
268.14	96.7083	268.14	86.5062
268.24	96.7629	268.24	86.555
268.34	96.8176	268.34	86.6039
268.44	96.8782	268.44	86.6527
268.54	96.9368	268.54	86.7015
268.64	97.0071	268.64	86.7503
268.74	97.0676	268.74	86.7991
268.84	97.1282	268.84	86.8478
268.94	97.1868	268.94	86.8966
269.04	97.2473	269.04	86.9453
269.14	97.304	269.14	86.9941
269.24	97.3586	269.24	87.0428
269.34	97.427	269.34	87.0915
269.44	97.4875	269.44	87.1402
269.54	97.5383	269.54	87.1888
269.64	97.5969	269.64	87.2375
269.74	97.6536	269.74	87.2862
269.84	97.7083	269.84	87.3348
269.94	97.7688	269.94	87.3834
270.04	97.8274	270.04	87.432
270.14	97.8879	270.14	87.4807
270.24	97.9485	270.24	87.5292
270.34	98.0032	270.34	87.5778
270.44	98.0481	270.44	87.6264
270.54	98.1086	270.54	87.6749
270.64	98.1692	270.64	87.7235
270.74	98.2375	270.74	87.772
270.84	98.2981	270.84	87.8206
270.94	98.3489	270.94	87.869
271.04	98.4028	271.04	87.9175
271.14	98.4563	271.14	87.966
271.24	98.5168	271.24	88.0145
271.34	98.5774	271.34	88.063
271.44	98.636	271.44	88.1114
271.54	98.6965	271.54	88.1598
271.64	98.7571	271.64	88.2082
271.74	98.8157	271.74	88.2566
271.84	98.8762	271.84	88.3051
271.94	98.9329	271.94	88.3534
272.04	98.9758	272.04	88.4018
272.14	99.0364	272.14	88.4502
272.24	99.0872	272.24	88.4985
272.34	99.1477	272.34	88.5468
272.44	99.2063	272.44	88.5952
272.54	99.2668	272.54	88.6434
272.64	99.3176	272.64	88.6918
272.74	99.3723	272.74	88.74
272.84	99.427	272.84	88.7883
272.94	99.4875	272.94	88.8366
273.04	99.5364	273.04	88.8848
273.14	99.5969	273.14	88.9331
273.24	99.6575	273.24	88.9813
273.34	99.7161	273.34	89.0295
273.44	99.7668	273.44	89.0777
273.54	99.8274	273.54	89.1259
273.64	99.8879	273.64	89.174
273.74	99.9465	273.74	89.2222
273.84	99.9973	273.84	89.2704
273.94	100.058	273.94	89.3185
274.04	100.107	274.04	89.3666
274.14	100.167	274.14	89.4147
274.24	100.216	274.24	89.4628
274.34	100.277	274.34	89.5109
274.44	100.337	274.44	89.559
274.54	100.388	274.54	89.607
274.64	100.443	274.64	89.6551
274.74	100.497	274.74	89.7031
274.84	100.558	274.84	89.7512
274.94	100.607	274.94	89.7992
275.04	100.667	275.04	89.8472
275.14	100.718	275.14	89.8952
275.24	100.777	275.24	89.9431
275.34	100.827	275.34	89.9911
275.44	100.888	275.44	90.039
275.54	100.937	275.54	90.087
275.64	100.997	275.64	90.1349
275.74	101.048	275.74	90.1828
275.84	101.107	275.84	90.2307
275.94	101.157	275.94	90.2786
276.04	101.218	276.04	90.3265
276.14	101.267	276.14	90.3744
276.24	101.327	276.24	90.4222
276.34	101.378	276.34	90.4701
276.44	101.437	276.44	90.5179
276.54	101.484	276.54	90.5657
276.64	101.527	276.64	90.6135
276.74	101.587	276.74	90.6613
276.84	101.638	276.84	90.7091
276.94	101.697	276.94	90.7569
277.04	101.747	277.04	90.8046
277.14	101.808	277.14	90.8524
277.24	101.857	277.24	90.9001
277.34	101.917	277.34	90.9478
277.44	101.968	277.44	90.9955
277.54	102.027	277.54	91.0432
277.64	102.077	277.64	91.0909
277.74	102.128	277.74	91.1386
277.84	102.187	277.84	91.1863
277.94	102.238	277.94	91.2339
278.04	102.288	278.04	91.2815
278.14	102.347	278.14	91.3292
278.24	102.398	278.24	91.3768
278.34	102.447	278.34	91.4244
278.44	102.507	278.44	91.472
278.54	102.558	278.54	91.5195
278.64	102.607	278.64	91.5671
278.74	102.667	278.74	91.6146
278.84	102.718	278.84	91.6622
278.94	102.767	278.94	91.7097
279.04	102.827	279.04	91.7572
279.14	102.878	279.14	91.8047
279.24	102.923	279.24	91.8522
279.34	102.978	279.34	91.8997
279.44	103.029	279.44	91.9472
279.54	103.087	279.54	91.9946
279.64	103.138	279.64	92.0421
279.74	103.187	279.74	92.0895
279.84	103.238	279.84	92.1369
279.94	103.298	279.94	92.1843
280.04	103.347	280.04	92.2317
280.14	103.398	280.14	92.2791
280.24	103.458	280.24	92.3264
280.34	103.507	280.34	92.3738
280.44	103.558	280.44	92.4212
280.54	103.609	280.54	92.4685
280.64	103.667	280.64	92.5158
280.74	103.714	280.74	92.5631
280.84	103.757	280.84	92.6104
280.94	103.818	280.94	92.6577
281.04	103.868	281.04	92.705
281.14	103.917	281.14	92.7522
281.24	103.968	281.24	92.7995
281.34	104.019	281.34	92.8467
281.44	104.068	281.44	92.894
281.54	104.118	281.54	92.9412
281.64	104.167	281.64	92.9884
281.74	104.228	281.74	93.0356
281.84	104.279	281.84	93.0827
281.94	104.323	281.94	93.1299
282.04	104.368	282.04	93.177
282.14	104.417	282.14	93.2242
282.24	104.468	282.24	93.2713
282.34	104.519	282.34	93.3185
282.44	104.577	282.44	93.3655
282.54	104.628	282.54	93.4126
282.64	104.679	282.64	93.4597
282.74	104.728	282.74	93.5068
282.84	104.779	282.84	93.5539
282.94	104.827	282.94	93.6009
283.04	104.878	283.04	93.6479
283.14	104.929	283.14	93.695
283.24	104.978	283.24	93.742
283.34	105.029	283.34	93.789
283.44	105.073	283.44	93.8359
283.54	105.118	283.54	93.8829
283.64	105.169	283.64	93.9299
283.74	105.228	283.74	93.9768
283.84	105.279	283.84	94.0238
283.94	105.329	283.94	94.0707
284.04	105.378	284.04	94.1176
284.14	105.429	284.14	94.1645
284.24	105.478	284.24	94.2114
284.34	105.529	284.34	94.2583
284.44	105.579	284.44	94.3051
284.54	105.628	284.54	94.352
284.64	105.679	284.64	94.3988
284.74	105.728	284.74	94.4457
284.84	105.774	284.84	94.4925
284.94	105.818	284.94	94.5393
285.04	105.876	285.04	94.5861
285.14	105.927	285.14	94.6329
285.24	105.976	285.24	94.6796
285.34	106.017	285.34	94.7264
285.44	106.068	285.44	94.7732
285.54	106.116	285.54	94.8199
285.64	106.167	285.64	94.8666
285.74	106.216	285.74	94.9133
285.84	106.263	285.84	94.96
285.94	106.308	285.94	95.0067
286.04	106.357	286.04	95.0534
286.14	106.407	286.14	95.1001
286.24	106.456	286.24	95.1467
286.34	106.507	286.34	95.1934
286.44	106.558	286.44	95.24
286.54	106.607	286.54	95.2866
286.64	106.657	286.64	95.3332
286.74	106.716	286.74	95.3798
286.84	106.757	286.84	95.4264
286.94	106.808	286.94	95.4729
287.04	106.857	287.04	95.5195
287.14	106.904	287.14	95.5661
287.24	106.947	287.24	95.6126
287.34	106.997	287.34	95.6591
287.44	107.048	287.44	95.7056
287.54	107.097	287.54	95.7521
287.64	107.148	287.64	95.7986
287.74	107.197	287.74	95.8451
287.84	107.247	287.84	95.8916
287.94	107.298	287.94	95.938
288.04	107.347	288.04	95.9844
288.14	107.398	288.14	96.0309
288.24	107.447	288.24	96.0773
288.34	107.493	288.34	96.1237
288.44	107.538	288.44	96.1701
288.54	107.587	288.54	96.2165
288.64	107.638	288.64	96.2628
288.74	107.687	288.74	96.3092
288.84	107.738	288.84	96.3555
288.94	107.777	288.94	96.4019
289.04	107.827	289.04	96.4482
289.14	107.878	289.14	96.4945
289.24	107.927	289.24	96.5408
289.34	107.978	289.34	96.5871
289.44	108.027	289.44	96.6334
289.54	108.068	289.54	96.6796
289.64	108.116	289.64	96.7259
289.74	108.167	289.74	96.7721
289.84	108.214	289.84	96.8184
289.94	108.257	289.94	96.8646
290.04	108.308	290.04	96.9108
290.14	108.357	290.14	96.957
290.24	108.398	290.24	97.0031
290.34	108.448	290.34	97.0493
290.44	108.497	290.44	97.0955
290.54	108.538	290.54	97.1416
290.64	108.587	290.64	97.1878
290.74	108.638	290.74	97.2339
290.84	108.687	290.84	97.28
290.94	108.728	290.94	97.3261
291.04	108.779	291.04	97.3722
291.14	108.827	291.14	97.4183
291.24	108.878	291.24	97.4643
291.34	108.917	291.34	97.5104
291.44	108.968	291.44	97.5564
291.54	109.013	291.54	97.6024
291.64	109.052	291.64	97.6485
291.74	109.103	291.74	97.6945
291.84	109.138	291.84	97.7405
291.94	109.189	291.94	97.7864
292.04	109.238	292.04	97.8324
292.14	109.288	292.14	97.8784
292.24	109.327	292.24	97.9243
292.34	109.378	292.34	97.9703
292.44	109.427	292.44	98.0162
292.54	109.478	292.54	98.0621
292.64	109.519	292.64	98.108
292.74	109.568	292.74	98.1539
292.84	109.609	292.84	98.1998
292.94	109.657	292.94	98.2456
293.04	109.708	293.04	98.2915
293.14	109.747	293.14	98.3373
293.24	109.798	293.24	98.3832
293.34	109.847	293.34	98.429
293.44	109.888	293.44	98.4748
293.54	109.939	293.54	98.5206
293.64	109.978	293.64	98.5664
293.74	110.029	293.74	98.6121
293.84	110.068	293.84	98.6579
293.94	110.118	293.94	98.7037
294.04	110.157	294.04	98.7494
294.14	110.208	294.14	98.7951
294.24	110.247	294.24	98.8408
294.34	110.298	294.34	98.8866
294.44	110.337	294.44	98.9322
294.54	110.388	294.54	98.9779
294.64	110.427	294.64	99.0236
294.74	110.478	294.74	99.0692
294.84	110.519	294.84	99.1149
294.94	110.568	294.94	99.1605
295.04	110.609	295.04	99.2061
295.14	110.657	295.14	99.2518
295.24	110.698	295.24	99.2974
295.34	110.747	295.34	99.343
295.44	110.798	295.44	99.3885
295.54	110.837	295.54	99.4341
295.64	110.888	295.64	99.4796
295.74	110.927	295.74	99.5252
295.84	110.978	295.84	99.5707
295.94	111.019	295.94	99.6162
296.04	111.058	296.04	99.6617
296.14	111.109	296.14	99.7072
296.24	111.148	296.24	99.7527
296.34	111.202	296.34	99.7982
296.44	111.247	296.44	99.8437
296.54	111.298	296.54	99.8891
296.64	111.337	296.64	99.9346
296.74	111.378	296.74	99.98
296.84	111.427	296.84	100.025
296.94	111.468	296.94	100.071
297.04	111.507	297.04	100.116
297.14	111.558	297.14	100.162
297.24	111.597	297.24	100.207
297.34	111.648	297.34	100.252
297.44	111.687	297.44	100.298
297.54	111.728	297.54	100.343
297.64	111.779	297.64	100.388
297.74	111.818	297.74	100.434
297.84	111.868	297.84	100.479
297.94	111.907	297.94	100.524
298.04	111.948	298.04	100.569
298.14	111.997	298.14	100.615
298.24	112.038	298.24	100.66
298.34	112.077	298.34	100.705
298.44	112.118	298.44	100.75
298.54	112.167	298.54	100.796
298.64	112.208	298.64	100.841
298.74	112.251	298.74	100.886
298.84	112.308	298.84	100.931
298.94	112.347	298.94	100.976
299.04	112.388	299.04	101.022
299.14	112.437	299.14	101.067
299.24	112.478	299.24	101.112
299.34	112.517	299.34	101.157
299.44	112.558	299.44	101.202
299.54	112.607	299.54	101.247
299.64	112.648	299.64	101.292
299.74	112.687	299.74	101.337
299.84	112.738	299.84	101.383
299.94	112.777	299.94	101.428
300.04	112.818	300.04	101.473
300.14	112.857	300.14	101.518
300.24	112.907	300.24	101.563
300.34	112.947	300.34	101.608
300.44	112.988	300.44	101.653
300.54	113.027	300.54	101.698
300.64	113.077	300.64	101.743
300.74	113.116	300.74	101.788
300.84	113.157	300.84	101.833
300.94	113.208	300.94	101.878
301.04	113.247	301.04	101.922
301.14	113.288	301.14	101.967
301.24	113.327	301.24	102.012
301.34	113.366	301.34	102.057
301.44	113.407	301.44	102.102
301.54	113.458	301.54	102.147
301.64	113.497	301.64	102.192
301.74	113.538	301.74	102.237
301.84	113.577	301.84	102.282
301.94	113.616	301.94	102.326
302.04	113.657	302.04	102.371
302.14	113.708	302.14	102.416
302.24	113.747	302.24	102.461
302.34	113.788	302.34	102.506
302.44	113.827	302.44	102.55
302.54	113.866	302.54	102.595
302.64	113.917	302.64	102.64
302.74	113.958	302.74	102.685
302.84	113.997	302.84	102.729
302.94	114.038	302.94	102.774
303.04	114.077	303.04	102.819
303.14	114.128	303.14	102.864
303.24	114.167	303.24	102.908
303.34	114.208	303.34	102.953
303.44	114.247	303.44	102.998
303.54	114.288	303.54	103.042
303.64	114.337	303.64	103.087
303.74	114.378	303.74	103.131
303.84	114.417	303.84	103.176
303.94	114.454	303.94	103.221
304.04	114.488	304.04	103.265
304.14	114.538	304.14	103.31
304.24	114.577	304.24	103.354
304.34	114.618	304.34	103.399
304.44	114.661	304.44	103.444
304.54	114.708	304.54	103.488
304.64	114.757	304.64	103.533
304.74	114.798	304.74	103.577
304.84	114.837	304.84	103.622
304.94	114.878	304.94	103.666
305.04	114.921	305.04	103.711
305.14	114.968	305.14	103.755
305.24	115.017	305.24	103.8
305.34	115.058	305.34	103.844
305.44	115.097	305.44	103.888
305.54	115.138	305.54	103.933
305.64	115.187	305.64	103.977
305.74	115.228	305.74	104.022
305.84	115.267	305.84	104.066
305.94	115.308	305.94	104.111
306.04	115.347	306.04	104.155
306.14	115.388	306.14	104.199
306.24	115.437	306.24	104.244
306.34	115.478	306.34	104.288
306.44	115.517	306.44	104.332
306.54	115.554	306.54	104.377
