Cycle: 13  CDAN-E1046A_X	Cycle: 13  CDAN-E1046A_Y	Fitted Cycle: 13  CDAN-E1046A_X	Fitted Cycle: 13  CDAN-E1046A_Y
1458.48	808.932	1458.48	807.037
1458.58	808.952	1458.58	807.116
1458.68	808.975	1458.68	807.195
1458.78	808.995	1458.78	807.274
1458.88	809.012	1458.88	807.352
1458.98	809.032	1458.98	807.431
1459.08	809.063	1459.08	807.51
1459.18	809.083	1459.18	807.588
1459.28	809.114	1459.28	807.667
1459.38	809.133	1459.38	807.745
1459.48	809.18	1459.48	807.823
1459.58	809.202	1459.58	807.901
1459.68	809.233	1459.68	807.979
1459.78	809.264	1459.78	808.057
1459.88	809.303	1459.88	808.135
1459.98	809.331	1459.98	808.212
1460.08	809.364	1460.08	808.29
1460.18	809.403	1460.18	808.367
1460.28	809.422	1460.28	808.445
1460.38	809.454	1460.38	808.522
1460.48	809.485	1460.48	808.599
1460.58	809.524	1460.58	808.676
1460.68	809.559	1460.68	808.753
1460.78	809.612	1460.78	808.83
1460.88	809.624	1460.88	808.907
1460.98	809.635	1460.98	808.983
1461.08	809.665	1461.08	809.06
1461.18	809.692	1461.18	809.137
1461.28	809.663	1461.28	809.213
1461.38	809.651	1461.38	809.289
1461.48	809.655	1461.48	809.365
1461.58	809.645	1461.58	809.441
1461.68	809.62	1461.68	809.517
1461.78	809.61	1461.78	809.593
1461.88	809.52	1461.88	809.669
1461.98	809.727	1461.98	809.745
1462.08	809.889	1462.08	809.82
1462.18	810.059	1462.18	809.896
1462.28	810.223	1462.28	809.971
1462.38	810.221	1462.38	810.046
1462.48	802.949	1462.48	810.121
1462.58	751.962	1462.58	810.197
1462.68	686.764	1462.68	810.272
1462.78	641.009	1462.78	810.346
1462.88	615.64	1462.88	810.421
1462.98	672.38	1462.98	608.026
1463.08	760.259	1463.08	607.975
1463.18	794.808	1463.18	607.923
1463.28	801.147	1463.28	607.872
1463.38	801.186	1463.38	607.821
1463.48	799.458	1463.48	607.77
1463.58	797.206	1463.58	607.718
1463.68	795.262	1463.68	607.667
1463.78	793.288	1463.78	607.616
1463.88	791.22	1463.88	607.564
1463.98	789.215	1463.98	607.513
1464.08	787.534	1464.08	607.462
1464.18	785.775	1464.18	607.411
1464.28	784.207	1464.28	607.359
1464.38	782.599	1464.38	607.308
1464.48	781.112	1464.48	607.257
1464.58	779.789	1464.58	607.206
1464.68	778.451	1464.68	607.155
1464.78	777.183	1464.78	607.103
1464.88	776.007	1464.88	607.052
1464.98	774.847	1464.98	607.001
1465.08	773.701	1465.08	606.95
1465.18	772.607	1465.18	606.899
1465.28	771.567	1465.28	606.848
1465.38	770.589	1465.38	606.797
1465.48	769.573	1465.48	606.746
1465.58	768.565	1465.58	606.695
1465.68	767.586	1465.68	606.644
1465.78	766.608	1465.78	606.593
1465.88	765.739	1465.88	606.542
1465.98	764.86	1465.98	606.49
1466.08	764.016	1466.08	606.439
1466.18	763.163	1466.18	606.388
1466.28	762.356	1466.28	606.337
1466.38	761.569	1466.38	606.287
1466.48	760.737	1466.48	606.236
1466.58	759.973	1466.58	606.185
1466.68	759.161	1466.68	606.134
1466.78	758.403	1466.78	606.083
1466.88	757.665	1466.88	606.032
1466.98	756.913	1466.98	605.981
1467.08	756.167	1467.08	605.93
1467.18	755.435	1467.18	605.879
1467.28	754.706	1467.28	605.828
1467.38	753.99	1467.38	605.777
1467.48	753.272	1467.48	605.727
1467.58	752.54	1467.58	605.676
1467.68	751.823	1467.68	605.625
1467.78	751.144	1467.78	605.574
1467.88	750.513	1467.88	605.523
1467.98	749.89	1467.98	605.473
1468.08	749.226	1468.08	605.422
1468.18	748.595	1468.18	605.371
1468.28	747.945	1468.28	605.32
1468.38	747.308	1468.38	605.269
1468.48	746.667	1468.48	605.219
1468.58	746.046	1468.58	605.168
1468.68	745.417	1468.68	605.117
1468.78	744.798	1468.78	605.067
1468.88	744.179	1468.88	605.016
1468.98	743.542	1468.98	604.965
1469.08	742.943	1469.08	604.915
1469.18	742.38	1469.18	604.864
1469.28	741.791	1469.28	604.813
1469.38	741.222	1469.38	604.763
1469.48	740.652	1469.48	604.712
1469.58	740.082	1469.58	604.661
1469.68	739.522	1469.68	604.611
1469.78	738.972	1469.78	604.56
1469.88	738.417	1469.88	604.51
1469.98	737.875	1469.98	604.459
1470.08	737.332	1470.08	604.409
1470.18	736.794	1470.18	604.358
1470.28	736.248	1470.28	604.308
1470.38	735.714	1470.38	604.257
1470.48	735.183	1470.48	604.207
1470.58	734.673	1470.58	604.156
1470.68	734.148	1470.68	604.106
1470.78	733.621	1470.78	604.055
1470.88	733.109	1470.88	604.005
1470.98	732.589	1470.98	603.954
1471.08	732.07	1471.08	603.904
1471.18	731.578	1471.18	603.853
1471.28	731.07	1471.28	603.803
1471.38	730.56	1471.38	603.753
1471.48	730.068	1471.48	603.702
1471.58	729.589	1471.58	603.652
1471.68	729.091	1471.68	603.601
1471.78	728.609	1471.78	603.551
1471.88	728.136	1471.88	603.501
1471.98	727.66	1471.98	603.45
1472.08	727.199	1472.08	603.4
1472.18	726.74	1472.18	603.35
1472.28	726.263	1472.28	603.299
1472.38	725.781	1472.38	603.249
1472.48	725.324	1472.48	603.199
1472.58	724.861	1472.58	603.149
1472.68	724.394	1472.68	603.098
1472.78	723.943	1472.78	603.048
1472.88	723.503	1472.88	602.998
1472.98	723.037	1472.98	602.948
1473.08	722.591	1473.08	602.897
1473.18	722.136	1473.18	602.847
1473.28	721.683	1473.28	602.797
1473.38	721.232	1473.38	602.747
1473.48	720.802	1473.48	602.697
1473.58	720.373	1473.58	602.647
1473.68	719.937	1473.68	602.596
1473.78	719.513	1473.78	602.546
1473.88	719.083	1473.88	602.496
1473.98	718.646	1473.98	602.446
1474.08	718.242	1474.08	602.396
1474.18	717.826	1474.18	602.346
1474.28	717.396	1474.28	602.296
1474.38	716.984	1474.38	602.246
1474.48	716.583	1474.48	602.196
1474.58	716.166	1474.58	602.146
1474.68	715.763	1474.68	602.096
1474.78	715.337	1474.78	602.046
1474.88	714.945	1474.88	601.996
1474.98	714.537	1474.98	601.946
1475.08	714.125	1475.08	601.896
1475.18	713.736	1475.18	601.846
1475.28	713.345	1475.28	601.796
1475.38	712.955	1475.38	601.746
1475.48	712.568	1475.48	601.696
1475.58	712.177	1475.58	601.646
1475.68	711.789	1475.68	601.596
1475.78	711.408	1475.78	601.546
1475.88	711.035	1475.88	601.496
1475.98	710.667	1475.98	601.446
1476.08	710.279	1476.08	601.396
1476.18	709.906	1476.18	601.347
1476.28	709.519	1476.28	601.297
1476.38	709.14	1476.38	601.247
1476.48	708.779	1476.48	601.197
1476.58	708.39	1476.58	601.147
1476.68	708.019	1476.68	601.098
1476.78	707.64	1476.78	601.048
1476.88	707.261	1476.88	600.998
1476.98	706.892	1476.98	600.948
1477.08	706.521	1477.08	600.898
1477.18	706.15	1477.18	600.849
1477.28	705.775	1477.28	600.799
1477.38	705.4	1477.38	600.749
1477.48	705.048	1477.48	600.7
1477.58	704.681	1477.58	600.65
1477.68	704.33	1477.68	600.6
1477.78	703.968	1477.78	600.55
1477.88	703.611	1477.88	600.501
1477.98	703.259	1477.98	600.451
1478.08	702.919	1478.08	600.401
1478.18	702.591	1478.18	600.352
1478.28	702.252	1478.28	600.302
1478.38	701.917	1478.38	600.253
1478.48	701.58	1478.48	600.203
1478.58	701.248	1478.58	600.153
1478.68	700.902	1478.68	600.104
1478.78	700.554	1478.78	600.054
1478.88	700.203	1478.88	600.005
1478.98	699.861	1478.98	599.955
1479.08	699.521	1479.08	599.906
1479.18	699.173	1479.18	599.856
1479.28	698.824	1479.28	599.807
1479.38	698.492	1479.38	599.757
1479.48	698.152	1479.48	599.708
1479.58	697.824	1479.58	599.658
1479.68	697.494	1479.68	599.609
1479.78	697.169	1479.78	599.559
1479.88	696.851	1479.88	599.51
1479.98	696.523	1479.98	599.46
1480.08	696.205	1480.08	599.411
1480.18	695.882	1480.18	599.361
1480.28	695.561	1480.28	599.312
1480.38	695.244	1480.38	599.263
1480.48	694.923	1480.48	599.213
1480.58	694.603	1480.58	599.164
1480.68	694.285	1480.68	599.114
1480.78	693.963	1480.78	599.065
1480.88	693.656	1480.88	599.016
1480.98	693.333	1480.98	598.966
1481.08	693.023	1481.08	598.917
1481.18	692.722	1481.18	598.868
1481.28	692.412	1481.28	598.819
1481.38	692.095	1481.38	598.769
1481.48	691.783	1481.48	598.72
1481.58	691.484	1481.58	598.671
1481.68	691.164	1481.68	598.621
1481.78	690.863	1481.78	598.572
1481.88	690.554	1481.88	598.523
1481.98	690.244	1481.98	598.474
1482.08	689.955	1482.08	598.425
1482.18	689.652	1482.18	598.375
1482.28	689.346	1482.28	598.326
1482.38	689.054	1482.38	598.277
1482.48	688.773	1482.48	598.228
1482.58	688.476	1482.58	598.179
1482.68	688.191	1482.68	598.13
1482.78	687.914	1482.78	598.08
1482.88	687.626	1482.88	598.031
1482.98	687.343	1482.98	597.982
1483.08	687.045	1483.08	597.933
1483.18	686.746	1483.18	597.884
1483.28	686.457	1483.28	597.835
1483.38	686.176	1483.38	597.786
1483.48	685.896	1483.48	597.737
1483.58	685.597	1483.58	597.688
1483.68	685.295	1483.68	597.639
1483.78	684.996	1483.78	597.59
1483.88	684.707	1483.88	597.541
1483.98	684.416	1483.98	597.492
1484.08	684.125	1484.08	597.443
1484.18	683.855	1484.18	597.394
1484.28	683.566	1484.28	597.345
1484.38	683.292	1484.38	597.296
1484.48	683.015	1484.48	597.247
1484.58	682.744	1484.58	597.198
1484.68	682.464	1484.68	597.149
1484.78	682.216	1484.78	597.1
1484.88	681.93	1484.88	597.051
1484.98	681.648	1484.98	597.002
1485.08	681.386	1485.08	596.953
1485.18	681.125	1485.18	596.904
1485.28	680.837	1485.28	596.856
1485.38	680.566	1485.38	596.807
1485.48	680.306	1485.48	596.758
1485.58	680.037	1485.58	596.709
1485.68	679.758	1485.68	596.66
1485.78	679.48	1485.78	596.611
1485.88	679.207	1485.88	596.563
1485.98	678.947	1485.98	596.514
1486.08	678.67	1486.08	596.465
1486.18	678.39	1486.18	596.416
1486.28	678.135	1486.28	596.368
1486.38	677.886	1486.38	596.319
1486.48	677.638	1486.48	596.27
1486.58	677.385	1486.58	596.221
1486.68	677.128	1486.68	596.173
1486.78	676.867	1486.78	596.124
1486.88	676.599	1486.88	596.075
1486.98	676.338	1486.98	596.027
1487.08	676.07	1487.08	595.978
1487.18	675.807	1487.18	595.929
1487.28	675.55	1487.28	595.881
1487.38	675.287	1487.38	595.832
1487.48	675.037	1487.48	595.783
1487.58	674.779	1487.58	595.735
1487.68	674.51	1487.68	595.686
1487.78	674.257	1487.78	595.638
1487.88	674.01	1487.88	595.589
1487.98	673.748	1487.98	595.54
1488.08	673.482	1488.08	595.492
1488.18	673.229	1488.18	595.443
1488.28	672.99	1488.28	595.395
1488.38	672.73	1488.38	595.346
1488.48	672.461	1488.48	595.298
1488.58	672.199	1488.58	595.249
1488.68	671.939	1488.68	595.201
1488.78	671.697	1488.78	595.152
1488.88	671.451	1488.88	595.104
1488.98	671.201	1488.98	595.055
1489.08	670.957	1489.08	595.007
1489.18	670.701	1489.18	594.958
1489.28	670.439	1489.28	594.91
1489.38	670.189	1489.38	594.861
1489.48	669.949	1489.48	594.813
1489.58	669.699	1489.58	594.765
1489.68	669.46	1489.68	594.716
1489.78	669.227	1489.78	594.668
1489.88	668.988	1489.88	594.62
1489.98	668.75	1489.98	594.571
1490.08	668.492	1490.08	594.523
1490.18	668.258	1490.18	594.474
1490.28	668.019	1490.28	594.426
1490.38	667.789	1490.38	594.378
1490.48	667.56	1490.48	594.33
1490.58	667.32	1490.58	594.281
1490.68	667.09	1490.68	594.233
1490.78	666.859	1490.78	594.185
1490.88	666.629	1490.88	594.136
1490.98	666.39	1490.98	594.088
1491.08	666.17	1491.08	594.04
1491.18	665.932	1491.18	593.992
1491.28	665.707	1491.28	593.943
1491.38	665.479	1491.38	593.895
1491.48	665.251	1491.48	593.847
1491.58	665.018	1491.58	593.799
1491.68	664.783	1491.68	593.751
1491.78	664.559	1491.78	593.702
1491.88	664.33	1491.88	593.654
1491.98	664.082	1491.98	593.606
1492.08	663.859	1492.08	593.558
1492.18	663.621	1492.18	593.51
1492.28	663.398	1492.28	593.462
1492.38	663.177	1492.38	593.414
1492.48	662.941	1492.48	593.366
1492.58	662.711	1492.58	593.317
1492.68	662.509	1492.68	593.269
1492.78	662.281	1492.78	593.221
1492.88	662.08	1492.88	593.173
1492.98	661.842	1492.98	593.125
1493.08	661.639	1493.08	593.077
1493.18	661.421	1493.18	593.029
1493.28	661.219	1493.28	592.981
1493.38	661	1493.38	592.933
1493.48	660.792	1493.48	592.885
1493.58	660.58	1493.58	592.837
1493.68	660.363	1493.68	592.789
1493.78	660.141	1493.78	592.741
1493.88	659.93	1493.88	592.693
1493.98	659.71	1493.98	592.645
1494.08	659.502	1494.08	592.597
1494.18	659.271	1494.18	592.549
1494.28	659.06	1494.28	592.502
1494.38	658.842	1494.38	592.454
1494.48	658.65	1494.48	592.406
1494.58	658.432	1494.58	592.358
1494.68	658.219	1494.68	592.31
1494.78	658.019	1494.78	592.262
1494.88	657.801	1494.88	592.214
1494.98	657.572	1494.98	592.166
1495.08	657.369	1495.08	592.119
1495.18	657.162	1495.18	592.071
1495.28	656.962	1495.28	592.023
1495.38	656.75	1495.38	591.975
1495.48	656.533	1495.48	591.927
1495.58	656.292	1495.58	591.88
1495.68	656.09	1495.68	591.832
1495.78	655.891	1495.78	591.784
1495.88	655.673	1495.88	591.736
1495.98	655.463	1495.98	591.689
1496.08	655.281	1496.08	591.641
1496.18	655.063	1496.18	591.593
1496.28	654.851	1496.28	591.545
1496.38	654.643	1496.38	591.498
1496.48	654.441	1496.48	591.45
1496.58	654.232	1496.58	591.402
1496.68	654.031	1496.68	591.355
1496.78	653.824	1496.78	591.307
1496.88	653.621	1496.88	591.259
1496.98	653.421	1496.98	591.212
1497.08	653.213	1497.08	591.164
1497.18	653.002	1497.18	591.117
1497.28	652.804	1497.28	591.069
1497.38	652.594	1497.38	591.021
1497.48	652.393	1497.48	590.974
1497.58	652.184	1497.58	590.926
1497.68	651.982	1497.68	590.879
1497.78	651.802	1497.78	590.831
1497.88	651.611	1497.88	590.784
1497.98	651.414	1497.98	590.736
1498.08	651.213	1498.08	590.689
1498.18	651.013	1498.18	590.641
1498.28	650.822	1498.28	590.594
1498.38	650.621	1498.38	590.546
1498.48	650.435	1498.48	590.499
1498.58	650.242	1498.58	590.451
1498.68	650.043	1498.68	590.404
1498.78	649.834	1498.78	590.356
1498.88	649.613	1498.88	590.309
1498.98	649.421	1498.98	590.261
1499.08	649.225	1499.08	590.214
1499.18	649.021	1499.18	590.166
1499.28	648.822	1499.28	590.119
1499.38	648.632	1499.38	590.072
1499.48	648.434	1499.48	590.024
1499.58	648.252	1499.58	589.977
1499.68	648.054	1499.68	589.93
1499.78	647.871	1499.78	589.882
1499.88	647.684	1499.88	589.835
1499.98	647.502	1499.98	589.788
1500.08	647.302	1500.08	589.74
1500.18	647.123	1500.18	589.693
1500.28	646.934	1500.28	589.646
1500.38	646.754	1500.38	589.598
1500.48	646.582	1500.48	589.551
1500.58	646.385	1500.58	589.504
1500.68	646.193	1500.68	589.457
1500.78	646.004	1500.78	589.409
1500.88	645.832	1500.88	589.362
1500.98	645.654	1500.98	589.315
1501.08	645.471	1501.08	589.268
1501.18	645.301	1501.18	589.22
1501.28	645.115	1501.28	589.173
1501.38	644.906	1501.38	589.126
1501.48	644.715	1501.48	589.079
1501.58	644.533	1501.58	589.032
1501.68	644.354	1501.68	588.985
1501.78	644.172	1501.78	588.937
1501.88	643.994	1501.88	588.89
1501.98	643.805	1501.98	588.843
1502.08	643.613	1502.08	588.796
1502.18	643.424	1502.18	588.749
1502.28	643.242	1502.28	588.702
1502.38	643.054	1502.38	588.655
1502.48	642.885	1502.48	588.608
1502.58	642.703	1502.58	588.561
1502.68	642.504	1502.68	588.514
1502.78	642.305	1502.78	588.467
1502.88	642.115	1502.88	588.42
1502.98	641.931	1502.98	588.373
1503.08	641.756	1503.08	588.326
1503.18	641.584	1503.18	588.279
1503.28	641.385	1503.28	588.232
1503.38	641.195	1503.38	588.185
1503.48	641.014	1503.48	588.138
1503.58	640.797	1503.58	588.091
1503.68	640.605	1503.68	588.044
1503.78	640.416	1503.78	587.997
1503.88	640.234	1503.88	587.95
1503.98	640.045	1503.98	587.903
1504.08	639.873	1504.08	587.856
1504.18	639.686	1504.18	587.809
1504.28	639.504	1504.28	587.762
1504.38	639.314	1504.38	587.715
1504.48	639.136	1504.48	587.668
1504.58	638.977	1504.58	587.622
1504.68	638.805	1504.68	587.575
1504.78	638.625	1504.78	587.528
1504.88	638.455	1504.88	587.481
1504.98	638.293	1504.98	587.434
1505.08	638.096	1505.08	587.387
1505.18	637.934	1505.18	587.341
1505.28	637.755	1505.28	587.294
1505.38	637.586	1505.38	587.247
1505.48	637.406	1505.48	587.2
1505.58	637.234	1505.58	587.153
1505.68	637.057	1505.68	587.107
1505.78	636.885	1505.78	587.06
1505.88	636.723	1505.88	587.013
1505.98	636.553	1505.98	586.967
1506.08	636.376	1506.08	586.92
1506.18	636.207	1506.18	586.873
1506.28	636.045	1506.28	586.826
1506.38	635.865	1506.38	586.78
1506.48	635.686	1506.48	586.733
1506.58	635.514	1506.58	586.686
1506.68	635.346	1506.68	586.64
1506.78	635.176	1506.78	586.593
1506.88	635.016	1506.88	586.546
1506.98	634.855	1506.98	586.5
1507.08	634.705	1507.08	586.453
1507.18	634.547	1507.18	586.407
1507.28	634.375	1507.28	586.36
1507.38	634.197	1507.38	586.313
1507.48	634.043	1507.48	586.267
1507.58	633.885	1507.58	586.22
1507.68	633.725	1507.68	586.174
1507.78	633.547	1507.78	586.127
1507.88	633.383	1507.88	586.081
1507.98	633.215	1507.98	586.034
1508.08	633.045	1508.08	585.988
1508.18	632.857	1508.18	585.941
1508.28	632.686	1508.28	585.895
1508.38	632.525	1508.38	585.848
1508.48	632.355	1508.48	585.802
1508.58	632.195	1508.58	585.755
1508.68	632.025	1508.68	585.709
1508.78	631.865	1508.78	585.662
1508.88	631.703	1508.88	585.616
1508.98	631.553	1508.98	585.569
1509.08	631.386	1509.08	585.523
1509.18	631.217	1509.18	585.477
1509.28	631.084	1509.28	585.43
1509.38	630.906	1509.38	585.384
1509.48	630.744	1509.48	585.337
1509.58	630.576	1509.58	585.291
1509.68	630.424	1509.68	585.245
1509.78	630.254	1509.78	585.198
1509.88	630.093	1509.88	585.152
1509.98	629.926	1509.98	585.106
1510.08	629.756	1510.08	585.059
1510.18	629.604	1510.18	585.013
1510.28	629.445	1510.28	584.967
1510.38	629.283	1510.38	584.921
1510.48	629.135	1510.48	584.874
1510.58	628.975	1510.58	584.828
1510.68	628.814	1510.68	584.782
1510.78	628.666	1510.78	584.735
1510.88	628.523	1510.88	584.689
1510.98	628.375	1510.98	584.643
1511.08	628.225	1511.08	584.597
1511.18	628.076	1511.18	584.551
1511.28	627.924	1511.28	584.504
1511.38	627.768	1511.38	584.458
1511.48	627.605	1511.48	584.412
1511.58	627.445	1511.58	584.366
1511.68	627.297	1511.68	584.32
1511.78	627.156	1511.78	584.273
1511.88	626.987	1511.88	584.227
1511.98	626.835	1511.98	584.181
1512.08	626.686	1512.08	584.135
1512.18	626.518	1512.18	584.089
1512.28	626.359	1512.28	584.043
1512.38	626.197	1512.38	583.997
1512.48	626.057	1512.48	583.951
1512.58	625.898	1512.58	583.905
1512.68	625.748	1512.68	583.859
1512.78	625.594	1512.78	583.812
1512.88	625.447	1512.88	583.766
1512.98	625.303	1512.98	583.72
1513.08	625.137	1513.08	583.674
1513.18	624.986	1513.18	583.628
1513.28	624.818	1513.28	583.582
1513.38	624.678	1513.38	583.536
1513.48	624.535	1513.48	583.49
1513.58	624.367	1513.58	583.444
1513.68	624.215	1513.68	583.398
1513.78	624.068	1513.78	583.352
1513.88	623.916	1513.88	583.307
1513.98	623.758	1513.98	583.261
1514.08	623.605	1514.08	583.215
1514.18	623.457	1514.18	583.169
1514.28	623.305	1514.28	583.123
1514.38	623.158	1514.38	583.077
1514.48	622.984	1514.48	583.031
1514.58	622.836	1514.58	582.985
1514.68	622.688	1514.68	582.939
1514.78	622.535	1514.78	582.893
1514.88	622.377	1514.88	582.848
1514.98	622.234	1514.98	582.802
1515.08	622.084	1515.08	582.756
1515.18	621.926	1515.18	582.71
1515.28	621.787	1515.28	582.664
1515.38	621.637	1515.38	582.618
1515.48	621.496	1515.48	582.573
1515.58	621.348	1515.58	582.527
1515.68	621.207	1515.68	582.481
1515.78	621.066	1515.78	582.435
1515.88	620.918	1515.88	582.39
1515.98	620.748	1515.98	582.344
1516.08	620.598	1516.08	582.298
1516.18	620.447	1516.18	582.252
1516.28	620.299	1516.28	582.207
1516.38	620.146	1516.38	582.161
1516.48	619.998	1516.48	582.115
1516.58	619.855	1516.58	582.069
1516.68	619.709	1516.68	582.024
1516.78	619.566	1516.78	581.978
1516.88	619.418	1516.88	581.932
1516.98	619.268	1516.98	581.887
1517.08	619.137	1517.08	581.841
1517.18	618.998	1517.18	581.796
1517.28	618.865	1517.28	581.75
1517.38	618.721	1517.38	581.704
1517.48	618.559	1517.48	581.659
1517.58	618.416	1517.58	581.613
1517.68	618.268	1517.68	581.568
1517.78	618.127	1517.78	581.522
1517.88	617.971	1517.88	581.476
1517.98	617.828	1517.98	581.431
1518.08	617.676	1518.08	581.385
1518.18	617.527	1518.18	581.34
1518.28	617.377	1518.28	581.294
1518.38	617.227	1518.38	581.249
1518.48	617.088	1518.48	581.203
1518.58	616.93	1518.58	581.158
1518.68	616.787	1518.68	581.112
1518.78	616.658	1518.78	581.067
1518.88	616.51	1518.88	581.021
1518.98	616.367	1518.98	580.976
1519.08	616.229	1519.08	580.93
1519.18	616.09	1519.18	580.885
1519.28	615.949	1519.28	580.839
1519.38	615.809	1519.38	580.794
1519.48	615.666	1519.48	580.749
1519.58	615.518	1519.58	580.703
1519.68	615.389	1519.68	580.658
1519.78	615.268	1519.78	580.612
1519.88	615.119	1519.88	580.567
1519.98	614.979	1519.98	580.522
1520.08	614.828	1520.08	580.476
1520.18	614.688	1520.18	580.431
1520.28	614.539	1520.28	580.386
1520.38	614.398	1520.38	580.34
1520.48	614.248	1520.48	580.295
1520.58	614.111	1520.58	580.25
1520.68	613.977	1520.68	580.204
1520.78	613.836	1520.78	580.159
1520.88	613.697	1520.88	580.114
1520.98	613.559	1520.98	580.069
1521.08	613.428	1521.08	580.023
1521.18	613.299	1521.18	579.978
1521.28	613.158	1521.28	579.933
1521.38	613.027	1521.38	579.888
1521.48	612.881	1521.48	579.842
1521.58	612.748	1521.58	579.797
1521.68	612.617	1521.68	579.752
1521.78	612.479	1521.78	579.707
1521.88	612.338	1521.88	579.661
1521.98	612.209	1521.98	579.616
1522.08	612.059	1522.08	579.571
1522.18	611.928	1522.18	579.526
1522.28	611.778	1522.28	579.481
1522.38	611.656	1522.38	579.436
1522.48	611.52	1522.48	579.391
1522.58	611.396	1522.58	579.345
1522.68	611.258	1522.68	579.3
1522.78	611.127	1522.78	579.255
1522.88	610.998	1522.88	579.21
1522.98	610.859	1522.98	579.165
1523.08	610.729	1523.08	579.12
1523.18	610.617	1523.18	579.075
1523.28	610.471	1523.28	579.03
1523.38	610.338	1523.38	578.985
1523.48	610.209	1523.48	578.94
1523.58	610.059	1523.58	578.895
1523.68	609.926	1523.68	578.85
1523.78	609.797	1523.78	578.805
1523.88	609.666	1523.88	578.76
1523.98	609.529	1523.98	578.715
1524.08	609.408	1524.08	578.67
1524.18	609.279	1524.18	578.625
1524.28	609.148	1524.28	578.58
1524.38	609.02	1524.38	578.535
1524.48	608.879	1524.48	578.49
1524.58	608.74	1524.58	578.445
1524.68	608.619	1524.68	578.4
1524.78	608.488	1524.78	578.355
1524.88	608.368	1524.88	578.31
1524.98	608.229	1524.98	578.265
1525.08	608.107	1525.08	578.22
1525.18	607.979	1525.18	578.175
1525.28	607.838	1525.28	578.131
1525.38	607.709	1525.38	578.086
1525.48	607.578	1525.48	578.041
1525.58	607.449	1525.58	577.996
1525.68	607.318	1525.68	577.951
1525.78	607.209	1525.78	577.906
1525.88	607.069	1525.88	577.862
1525.98	606.947	1525.98	577.817
1526.08	606.828	1526.08	577.772
1526.18	606.697	1526.18	577.727
1526.28	606.559	1526.28	577.682
1526.38	606.43	1526.38	577.638
1526.48	606.318	1526.48	577.593
1526.58	606.189	1526.58	577.548
1526.68	606.068	1526.68	577.503
1526.78	605.951	1526.78	577.459
1526.88	605.827	1526.88	577.414
1526.98	605.709	1526.98	577.369
1527.08	605.588	1527.08	577.324
1527.18	605.449	1527.18	577.28
1527.28	605.32	1527.28	577.235
1527.38	605.188	1527.38	577.19
1527.48	605.061	1527.48	577.146
1527.58	604.93	1527.58	577.101
1527.68	604.809	1527.68	577.056
1527.78	604.689	1527.78	577.012
1527.88	604.559	1527.88	576.967
1527.98	604.43	1527.98	576.923
1528.08	604.297	1528.08	576.878
1528.18	604.16	1528.18	576.833
1528.28	604.047	1528.28	576.789
1528.38	603.93	1528.38	576.744
1528.48	603.801	1528.48	576.7
1528.58	603.69	1528.58	576.655
1528.68	603.566	1528.68	576.61
1528.78	603.43	1528.78	576.566
1528.88	603.299	1528.88	576.521
1528.98	603.18	1528.98	576.477
1529.08	603.059	1529.08	576.432
1529.18	602.93	1529.18	576.388
1529.28	602.811	1529.28	576.343
1529.38	602.678	1529.38	576.299
1529.48	602.566	1529.48	576.254
1529.58	602.449	1529.58	576.21
1529.68	602.32	1529.68	576.165
1529.78	602.18	1529.78	576.121
1529.88	602.078	1529.88	576.076
1529.98	601.961	1529.98	576.032
1530.08	601.85	1530.08	575.988
1530.18	601.738	1530.18	575.943
1530.28	601.61	1530.28	575.899
1530.38	601.488	1530.38	575.854
1530.48	601.35	1530.48	575.81
1530.58	601.229	1530.58	575.766
1530.68	601.1	1530.68	575.721
1530.78	600.971	1530.78	575.677
1530.88	600.861	1530.88	575.632
1530.98	600.717	1530.98	575.588
1531.08	600.6	1531.08	575.544
1531.18	600.449	1531.18	575.499
1531.28	600.32	1531.28	575.455
1531.38	600.189	1531.38	575.411
1531.48	600.061	1531.48	575.366
1531.58	599.941	1531.58	575.322
1531.68	599.827	1531.68	575.278
1531.78	599.709	1531.78	575.234
1531.88	599.58	1531.88	575.189
1531.98	599.467	1531.98	575.145
1532.08	599.35	1532.08	575.101
1532.18	599.209	1532.18	575.057
1532.28	599.109	1532.28	575.012
1532.38	599.008	1532.38	574.968
1532.48	598.889	1532.48	574.924
1532.58	598.77	1532.58	574.88
1532.68	598.646	1532.68	574.836
1532.78	598.529	1532.78	574.791
1532.88	598.391	1532.88	574.747
1532.98	598.279	1532.98	574.703
1533.08	598.15	1533.08	574.659
1533.18	598.039	1533.18	574.615
1533.28	597.93	1533.28	574.571
1533.38	597.789	1533.38	574.526
1533.48	597.66	1533.48	574.482
1533.58	597.549	1533.58	574.438
1533.68	597.438	1533.68	574.394
1533.78	597.32	1533.78	574.35
1533.88	597.201	1533.88	574.306
1533.98	597.079	1533.98	574.262
1534.08	596.959	1534.08	574.218
1534.18	596.85	1534.18	574.174
1534.28	596.73	1534.28	574.13
1534.38	596.611	1534.38	574.086
1534.48	596.499	1534.48	574.042
1534.58	596.389	1534.58	573.997
1534.68	596.279	1534.68	573.953
1534.78	596.17	1534.78	573.909
1534.88	596.061	1534.88	573.865
1534.98	595.957	1534.98	573.822
1535.08	595.852	1535.08	573.777
1535.18	595.747	1535.18	573.734
1535.28	595.639	1535.28	573.69
1535.38	595.521	1535.38	573.646
1535.48	595.42	1535.48	573.602
1535.58	595.311	1535.58	573.558
