Cycle: 13  CDAN-E1046A_X	Cycle: 13  CDAN-E1046A_Y	Fitted Cycle: 13  CDAN-E1046A_X	Fitted Cycle: 13  CDAN-E1046A_Y
603.08	-0.94043	603.08	-7.83463
603.18	-0.929199	603.18	-7.80409
603.28	-0.911133	603.28	-7.77357
603.38	-0.907715	603.38	-7.74306
603.48	-0.890137	603.48	-7.71252
603.58	-0.879883	603.58	-7.68201
603.68	-0.870605	603.68	-7.65148
603.78	-0.849121	603.78	-7.62097
603.88	-0.84082	603.88	-7.59047
603.98	-0.82959	603.98	-7.55994
604.08	-0.811523	604.08	-7.52944
604.18	-0.800293	604.18	-7.49892
604.28	-0.788574	604.28	-7.46842
604.38	-0.772461	604.38	-7.43793
604.48	-0.769043	604.48	-7.40741
604.58	-0.749512	604.58	-7.37692
604.68	-0.741211	604.68	-7.34641
604.78	-0.72998	604.78	-7.31592
604.88	-0.72168	604.88	-7.28544
604.98	-0.700684	604.98	-7.25493
605.08	-0.688965	605.08	-7.22445
605.18	-0.680664	605.18	-7.19395
605.28	-0.659668	605.28	-7.16347
605.38	-0.649902	605.38	-7.13299
605.48	-0.639648	605.48	-7.1025
605.58	-0.628418	605.58	-7.07203
605.68	-0.620117	605.68	-7.04154
605.78	-0.61084	605.78	-7.01107
605.88	-0.589355	605.88	-6.9806
605.98	-0.581055	605.98	-6.95012
606.08	-0.569824	606.08	-6.91965
606.18	-0.550293	606.18	-6.88917
606.28	-0.540039	606.28	-6.85871
606.38	-0.520996	606.38	-6.82826
606.48	-0.509277	606.48	-6.79778
606.58	-0.500977	606.58	-6.76733
606.68	-0.497559	606.68	-6.73686
606.78	-0.481445	606.78	-6.70641
606.88	-0.470215	606.88	-6.67596
606.98	-0.460449	606.98	-6.6455
607.08	-0.450195	607.08	-6.61505
607.18	-0.431152	607.18	-6.58459
607.28	-0.419434	607.28	-6.55415
607.38	-0.411133	607.38	-6.52372
607.48	-0.399902	607.48	-6.49326
607.58	-0.381836	607.58	-6.46283
607.68	-0.370605	607.68	-6.43238
607.78	-0.368652	607.78	-6.40195
607.88	-0.360352	607.88	-6.37152
607.98	-0.351074	607.98	-6.34107
608.08	-0.339355	608.08	-6.31065
608.18	-0.321289	608.18	-6.28021
608.28	-0.310059	608.28	-6.24979
608.38	-0.301758	608.38	-6.21937
608.48	-0.290527	608.48	-6.18894
608.58	-0.280762	608.58	-6.15852
608.68	-0.260742	608.68	-6.12809
608.78	-0.251465	608.78	-6.09768
608.88	-0.239746	608.88	-6.06727
608.98	-0.231445	608.98	-6.03685
609.08	-0.220215	609.08	-6.00644
609.18	-0.219727	609.18	-5.97602
609.28	-0.202637	609.28	-5.94562
609.38	-0.190918	609.38	-5.91522
609.48	-0.179199	609.48	-5.88481
609.58	-0.170898	609.58	-5.85441
609.68	-0.159668	609.68	-5.824
609.78	-0.151367	609.78	-5.79361
609.88	-0.140137	609.88	-5.76322
609.98	-0.128418	609.98	-5.73282
610.08	-0.112305	610.08	-5.70243
610.18	-0.101074	610.18	-5.67203
610.28	-0.097168	610.28	-5.64165
610.38	-0.0830078	610.38	-5.61127
610.48	-0.0698242	610.48	-5.58087
610.58	-0.0600586	610.58	-5.5505
610.68	-0.0498047	610.68	-5.52011
610.78	-0.0405273	610.78	-5.48973
610.88	-0.0302734	610.88	-5.45937
610.98	-0.0112305	610.98	-5.42898
611.08	4.88281e-4	611.08	-5.39861
611.18	8.78906e-3	611.18	-5.36823
611.28	0.0200195	611.28	-5.33787
611.38	0.0297852	611.38	-5.30751
611.48	0.0400391	611.48	-5.27714
611.58	0.0493164	611.58	-5.24678
611.68	0.0610352	611.68	-5.21641
611.78	0.0693359	611.78	-5.18606
611.88	0.0805664	611.88	-5.15571
611.98	0.090332	611.98	-5.12534
612.08	0.100586	612.08	-5.09499
612.18	0.109863	612.18	-5.06463
612.28	0.120117	612.28	-5.03429
612.38	0.129395	612.38	-5.00395
612.48	0.13916	612.48	-4.97359
612.58	0.157227	612.58	-4.94326
612.68	0.160645	612.68	-4.91291
612.78	0.17041	612.78	-4.88257
612.88	0.19043	612.88	-4.85224
612.98	0.199707	612.98	-4.8219
613.08	0.209473	613.08	-4.79157
613.18	0.227539	613.18	-4.76123
613.28	0.23877	613.28	-4.73091
613.38	0.241211	613.38	-4.70058
613.48	0.256348	613.48	-4.67025
613.58	0.27002	613.58	-4.63993
613.68	0.289551	613.68	-4.6096
613.78	0.290039	613.78	-4.57929
613.88	0.299316	613.88	-4.54898
613.98	0.30957	613.98	-4.51865
614.08	0.318848	614.08	-4.48834
614.18	0.330566	614.18	-4.45802
614.28	0.348633	614.28	-4.42772
614.38	0.359863	614.38	-4.39742
614.48	0.369629	614.48	-4.3671
614.58	0.379883	614.58	-4.3368
614.68	0.38916	614.68	-4.30649
614.78	0.400879	614.78	-4.27619
614.88	0.40918	614.88	-4.2459
614.98	0.42041	614.98	-4.2156
615.08	0.428711	615.08	-4.18531
615.18	0.439941	615.18	-4.15501
615.28	0.449707	615.28	-4.12472
615.38	0.469238	615.38	-4.09444
615.48	0.489258	615.48	-4.06414
615.58	0.500488	615.58	-4.03387
615.68	0.508789	615.68	-4.00357
615.78	0.510254	615.78	-3.9733
615.88	0.52002	615.88	-3.94303
615.98	0.530273	615.98	-3.91274
616.08	0.539551	616.08	-3.88247
616.18	0.549316	616.18	-3.85219
616.28	0.55957	616.28	-3.82192
616.38	0.568848	616.38	-3.79166
616.48	0.580566	616.48	-3.76138
616.58	0.59668	616.58	-3.73113
616.68	0.600098	616.68	-3.70085
616.78	0.609863	616.78	-3.6706
616.88	0.620117	616.88	-3.64035
616.98	0.629395	616.98	-3.61008
617.08	0.641113	617.08	-3.57983
617.18	0.649414	617.18	-3.54957
617.28	0.660645	617.28	-3.51932
617.38	0.678223	617.38	-3.48908
617.48	0.69043	617.48	-3.45882
617.58	0.689941	617.58	-3.42858
617.68	0.709961	617.68	-3.39833
617.78	0.717285	617.78	-3.36809
617.88	0.729004	617.88	-3.33786
617.98	0.740723	617.98	-3.30761
618.08	0.749023	618.08	-3.27738
618.18	0.760254	618.18	-3.24714
618.28	0.768555	618.28	-3.21691
618.38	0.779785	618.38	-3.18669
618.48	0.789551	618.48	-3.15645
618.58	0.799805	618.58	-3.12623
618.68	0.809082	618.68	-3.096
618.78	0.828613	618.78	-3.06578
618.88	0.838867	618.88	-3.03557
618.98	0.840332	618.98	-3.00534
619.08	0.850098	619.08	-2.97513
619.18	0.860352	619.18	-2.94491
619.28	0.869629	619.28	-2.9147
619.38	0.887207	619.38	-2.8845
619.48	0.899414	619.48	-2.85428
619.58	0.908691	619.58	-2.82408
619.68	0.910645	619.68	-2.79387
619.78	0.926758	619.78	-2.76367
619.88	0.939941	619.88	-2.73348
619.98	0.949707	619.98	-2.70327
620.08	0.959961	620.08	-2.67308
620.18	0.959473	620.18	-2.64287
620.28	0.971191	620.28	-2.61269
620.38	0.979492	620.38	-2.5825
620.48	0.998535	620.48	-2.5523
620.58	1.01025	620.58	-2.52212
620.68	1.00879	620.68	-2.49193
620.78	1.02783	620.78	-2.46175
620.88	1.03955	620.88	-2.43158
620.98	1.0498	620.98	-2.40139
621.08	1.05908	621.08	-2.37122
621.18	1.06104	621.18	-2.34103
621.28	1.07715	621.28	-2.31087
621.38	1.09033	621.38	-2.2807
621.48	1.1001	621.48	-2.25052
621.58	1.11035	621.58	-2.22036
621.68	1.11768	621.68	-2.19018
621.78	1.12939	621.78	-2.16003
621.88	1.13965	621.88	-2.12987
621.98	1.15674	621.98	-2.0997
622.08	1.17041	622.08	-2.06955
622.18	1.16895	622.18	-2.03939
622.28	1.18799	622.28	-2.00924
622.38	1.19971	622.38	-1.9791
622.48	1.20996	622.48	-1.94893
622.58	1.22705	622.58	-1.91879
622.68	1.24072	622.68	-1.88864
622.78	1.24902	622.78	-1.8585
622.88	1.25635	622.88	-1.82837
622.98	1.27002	622.98	-1.79821
623.08	1.27832	623.08	-1.76808
623.18	1.27979	623.18	-1.73794
623.28	1.29736	623.28	-1.70781
623.38	1.31104	623.38	-1.67768
623.48	1.30957	623.48	-1.64754
623.58	1.3208	623.58	-1.61742
623.68	1.33838	623.68	-1.58728
623.78	1.35059	623.78	-1.55717
623.88	1.35791	623.88	-1.52705
623.98	1.36963	623.98	-1.49692
624.08	1.37988	624.08	-1.46681
624.18	1.37939	624.18	-1.43668
624.28	1.39893	624.28	-1.40657
624.38	1.40918	624.38	-1.37647
624.48	1.41064	624.48	-1.34635
624.58	1.42822	624.58	-1.31625
624.68	1.43848	624.68	-1.28613
624.78	1.44971	624.78	-1.25603
624.88	1.45947	624.88	-1.22593
624.98	1.46777	624.98	-1.19582
625.08	1.479	625.08	-1.16573
625.18	1.49072	625.18	-1.13562
625.28	1.49707	625.28	-1.10553
625.38	1.51025	625.38	-1.07545
625.48	1.52002	625.48	-1.04535
625.58	1.52637	625.58	-1.01526
625.68	1.53955	625.68	-0.985165
625.78	1.53955	625.78	-0.955087
625.88	1.55762	625.88	-0.925011
625.98	1.55908	625.98	-0.894918
626.08	1.5708	626.08	-0.864846
626.18	1.58838	626.18	-0.834757
626.28	1.60059	626.28	-0.804689
626.38	1.6001	626.38	-0.774623
626.48	1.61768	626.48	-0.74454
626.58	1.62988	626.58	-0.714477
626.68	1.63721	626.68	-0.684398
626.78	1.65088	626.78	-0.65434
626.88	1.66699	626.88	-0.624283
626.98	1.67041	626.98	-0.59421
627.08	1.68018	627.08	-0.564157
627.18	1.69824	627.18	-0.534088
627.28	1.70947	627.28	-0.504039
627.38	1.71729	627.38	-0.473992
627.48	1.72949	627.48	-0.443929
627.58	1.729	627.58	-0.413886
627.68	1.74854	627.68	-0.383826
627.78	1.74902	627.78	-0.353787
627.88	1.76025	627.88	-0.32375
627.98	1.77783	627.98	-0.293696
628.08	1.77979	628.08	-0.263663
628.18	1.79004	628.18	-0.233613
628.28	1.79736	628.28	-0.203584
628.38	1.81104	628.38	-0.173556
628.48	1.82715	628.48	-0.143512
628.58	1.83057	628.58	-0.113489
628.68	1.84033	628.68	-0.0834489
628.78	1.85645	628.78	-0.0534292
628.88	1.85986	628.88	-0.0234115
628.98	1.86963	628.98	6.62265e-3
629.08	1.87012	629.08	0.0366365
629.18	1.88721	629.18	0.0666667
629.28	1.90088	629.28	0.0966766
629.38	1.89941	629.38	0.126685
629.48	1.9165	629.48	0.156709
629.58	1.93018	629.58	0.186713
629.68	1.93848	629.68	0.216734
629.78	1.93994	629.78	0.246734
629.88	1.95752	629.88	0.276732
629.98	1.96973	629.98	0.306747
630.08	1.97705	630.08	0.336741
630.18	1.99072	630.18	0.366752
630.28	1.99902	630.28	0.396742
630.38	2.00635	630.38	0.426731
630.48	2.02002	630.48	0.456736
630.58	2.01855	630.58	0.48672
630.68	2.0376	630.68	0.516721
630.78	2.03955	630.78	0.546702
630.88	2.04736	630.88	0.576681
630.98	2.05957	630.98	0.606676
631.08	2.07666	631.08	0.636651
631.18	2.08057	631.18	0.666642
631.28	2.08691	631.28	0.696613
631.38	2.1001	631.38	0.726582
631.48	2.10791	631.48	0.756567
631.58	2.1084	631.58	0.786533
631.68	2.11963	631.68	0.816514
631.78	2.12744	631.78	0.846475
631.88	2.13135	631.88	0.876435
631.98	2.14746	631.98	0.90641
632.08	2.14893	632.08	0.936366
632.18	2.15869	632.18	0.966337
632.28	2.15918	632.28	0.996289
632.38	2.1665	632.38	1.02624
632.48	2.18018	632.48	1.0562
632.58	2.18652	632.58	1.08615
632.68	2.19971	632.68	1.11611
632.78	2.20752	632.78	1.14605
632.88	2.21924	632.88	1.17599
632.98	2.21973	632.98	1.20595
633.08	2.23682	633.08	1.23589
633.18	2.24072	633.18	1.26584
633.28	2.24707	633.28	1.29577
633.38	2.24854	633.38	1.3257
633.48	2.2583	633.48	1.35565
633.58	2.26855	633.58	1.38557
633.68	2.27783	633.68	1.41552
633.78	2.2876	633.78	1.44544
633.88	2.28955	633.88	1.47536
633.98	2.29785	633.98	1.5053
634.08	2.30713	634.08	1.53521
634.18	2.3208	634.18	1.56514
634.28	2.32861	634.28	1.59506
634.38	2.33691	634.38	1.62497
634.48	2.34033	634.48	1.65489
634.58	2.35791	634.58	1.6848
634.68	2.3584	634.68	1.71472
634.78	2.36768	634.78	1.74463
634.88	2.36963	634.88	1.77453
634.98	2.38916	634.98	1.80445
635.08	2.39746	635.08	1.83434
635.18	2.39893	635.18	1.86426
635.28	2.40869	635.28	1.89415
635.38	2.40918	635.38	1.92404
635.48	2.4165	635.48	1.95395
635.58	2.42822	635.58	1.98384
635.68	2.42871	635.68	2.01374
635.78	2.43799	635.78	2.04362
635.88	2.44775	635.88	2.0735
635.98	2.45752	635.98	2.1034
636.08	2.46924	636.08	2.13328
636.18	2.46973	636.18	2.16317
636.28	2.47705	636.28	2.19305
636.38	2.48877	636.38	2.22292
636.48	2.49707	636.48	2.25281
636.58	2.49854	636.58	2.28268
636.68	2.5083	636.68	2.31256
636.78	2.51807	636.78	2.34242
636.88	2.52832	636.88	2.37229
636.98	2.52979	636.98	2.40216
637.08	2.52783	637.08	2.43202
637.18	2.5376	637.18	2.4619
637.28	2.54785	637.28	2.49175
637.38	2.55713	637.38	2.5216
637.48	2.56104	637.48	2.55147
637.58	2.56738	637.58	2.58132
637.68	2.57666	637.68	2.61119
637.78	2.58838	637.78	2.64103
637.88	2.59814	637.88	2.67087
637.98	2.60645	637.98	2.70073
638.08	2.61768	638.08	2.73057
638.18	2.61963	638.18	2.76043
638.28	2.62744	638.28	2.79026
638.38	2.62793	638.38	2.82009
638.48	2.63721	638.48	2.84994
638.58	2.64697	638.58	2.87977
638.68	2.65869	638.68	2.90962
638.78	2.66699	638.78	2.93944
638.88	2.66846	638.88	2.96927
638.98	2.66846	638.98	2.9991
639.08	2.67822	639.08	3.02892
639.18	2.68652	639.18	3.05876
639.28	2.69775	639.28	3.08858
639.38	2.70752	639.38	3.11839
639.48	2.71143	639.48	3.14822
639.58	2.71777	639.58	3.17803
639.68	2.72705	639.68	3.20785
639.78	2.73877	639.78	3.23766
639.88	2.74854	639.88	3.26746
639.98	2.75684	639.98	3.29728
640.08	2.76807	640.08	3.32708
640.18	2.77783	640.18	3.3569
640.28	2.7876	640.28	3.3867
640.38	2.79785	640.38	3.41649
640.48	2.79932	640.48	3.4463
640.58	2.80713	640.58	3.47609
640.68	2.80908	640.68	3.5059
640.78	2.81738	640.78	3.53568
640.88	2.82666	640.88	3.56547
640.98	2.83057	640.98	3.59527
641.08	2.83691	641.08	3.62505
641.18	2.84814	641.18	3.65485
641.28	2.85791	641.28	3.68462
641.38	2.85791	641.38	3.7144
641.48	2.86621	641.48	3.74419
641.58	2.86963	641.58	3.77396
641.68	2.87744	641.68	3.80375
641.78	2.87744	641.78	3.83351
641.88	2.8877	641.88	3.86328
641.98	2.89697	641.98	3.89306
642.08	2.89697	642.08	3.92282
642.18	2.90869	642.18	3.9526
642.28	2.91699	642.28	3.98235
642.38	2.9165	642.38	4.01211
642.48	2.92041	642.48	4.04188
642.58	2.92822	642.58	4.07163
642.68	2.92676	642.68	4.1014
642.78	2.93799	642.78	4.13115
642.88	2.93799	642.88	4.16089
642.98	2.94775	642.98	4.19066
643.08	2.95801	643.08	4.2204
643.18	2.95752	643.18	4.25016
643.28	2.96729	643.28	4.27989
643.38	2.96729	643.38	4.30963
643.48	2.97754	643.48	4.33938
643.58	2.98682	643.58	4.36911
643.68	2.98682	643.68	4.39886
643.78	2.99854	643.78	4.42859
643.88	2.99707	643.88	4.45832
643.98	3.00635	643.98	4.48806
644.08	3.0083	644.08	4.51778
644.18	3.01807	644.18	4.54752
644.28	3.01807	644.28	4.57724
644.38	3.02832	644.38	4.60695
644.48	3.0376	644.48	4.63669
644.58	3.0376	644.58	4.6664
644.68	3.04932	644.68	4.69613
644.78	3.04785	644.78	4.72584
644.88	3.05713	644.88	4.75554
644.98	3.05713	644.98	4.78527
645.08	3.06885	645.08	4.81497
645.18	3.06738	645.18	4.84469
645.28	3.07666	645.28	4.87439
645.38	3.07861	645.38	4.90408
645.48	3.08838	645.48	4.9338
645.58	3.08691	645.58	4.96349
645.68	3.09814	645.68	4.9932
645.78	3.09814	645.78	5.02289
645.88	3.09814	645.88	5.05258
645.98	3.10645	645.98	5.08228
646.08	3.10791	646.08	5.11196
646.18	3.10791	646.18	5.14166
646.28	3.11768	646.28	5.17134
646.38	3.11621	646.38	5.20102
646.48	3.13525	646.48	5.23072
646.58	3.13721	646.58	5.26039
646.68	3.14697	646.68	5.29008
646.78	3.14893	646.78	5.31975
646.88	3.14746	646.88	5.34942
646.98	3.15674	646.98	5.3791
647.08	3.15869	647.08	5.40877
647.18	3.1665	647.18	5.43845
647.28	3.16846	647.28	5.46811
647.38	3.17676	647.38	5.49777
647.48	3.17822	647.48	5.52744
647.58	3.17822	647.58	5.55709
647.68	3.18799	647.68	5.58677
647.78	3.18652	647.78	5.61642
647.88	3.18799	647.88	5.64606
647.98	3.18799	647.98	5.67573
648.08	3.19775	648.08	5.70537
648.18	3.20752	648.18	5.73503
648.28	3.20801	648.28	5.76468
648.38	3.20752	648.38	5.79431
648.48	3.20752	648.48	5.82397
648.58	3.20752	648.58	5.85361
648.68	3.21777	648.68	5.88326
648.78	3.21729	648.78	5.91289
648.88	3.21729	648.88	5.94252
648.98	3.22705	648.98	5.97216
649.08	3.22754	649.08	6.00179
649.18	3.22705	649.18	6.03143
649.28	3.23682	649.28	6.06105
649.38	3.23877	649.38	6.09067
649.48	3.24658	649.48	6.12031
649.58	3.24707	649.58	6.14992
649.68	3.25635	649.68	6.17955
649.78	3.2583	649.78	6.20917
649.88	3.26611	649.88	6.23878
649.98	3.26807	649.98	6.2684
650.08	3.2666	650.08	6.29801
650.18	3.27588	650.18	6.32763
650.28	3.2876	650.28	6.35723
650.38	3.2876	650.38	6.38683
650.48	3.28809	650.48	6.41645
650.58	3.29541	650.58	6.44605
650.68	3.29736	650.68	6.47566
650.78	3.29736	650.78	6.50525
650.88	3.29736	650.88	6.53484
650.98	3.31689	650.98	6.56445
651.08	3.31738	651.08	6.59404
651.18	3.31689	651.18	6.62364
651.28	3.31885	651.28	6.65322
651.38	3.32666	651.38	6.6828
651.48	3.32715	651.48	6.7124
651.58	3.33643	651.58	6.74198
651.68	3.32861	651.68	6.77157
651.78	3.34619	651.78	6.80114
651.88	3.34814	651.88	6.83071
651.98	3.34668	651.98	6.8603
652.08	3.35596	652.08	6.88987
652.18	3.35791	652.18	6.91945
652.28	3.35791	652.28	6.94902
652.38	3.35791	652.38	6.97858
652.48	3.36621	652.48	7.00815
652.58	3.36768	652.58	7.03771
652.68	3.37549	652.68	7.06729
652.78	3.37744	652.78	7.09684
652.88	3.37939	652.88	7.12639
652.98	3.38574	652.98	7.15596
653.08	3.38721	653.08	7.18551
653.18	3.38721	653.18	7.21507
653.28	3.38721	653.28	7.24462
653.38	3.39697	653.38	7.27416
653.48	3.39746	653.48	7.30372
653.58	3.40479	653.58	7.33326
653.68	3.40674	653.68	7.36281
653.78	3.40869	653.78	7.39234
653.88	3.4165	653.88	7.42188
653.98	3.41699	653.98	7.45143
654.08	3.4165	654.08	7.48095
654.18	3.4165	654.18	7.5105
654.28	3.42822	654.28	7.54002
654.38	3.43604	654.38	7.56955
654.48	3.42676	654.48	7.59909
654.58	3.43408	654.58	7.62861
654.68	3.43799	654.68	7.65814
654.78	3.43799	654.78	7.68766
654.88	3.4458	654.88	7.71717
654.98	3.44629	654.98	7.7467
655.08	3.45557	655.08	7.77621
655.18	3.45752	655.18	7.80573
655.28	3.45752	655.28	7.83524
655.38	3.46533	655.38	7.86474
655.48	3.46924	655.48	7.89426
655.58	3.46582	655.58	7.92376
655.68	3.46729	655.68	7.95328
655.78	3.4751	655.78	7.98277
655.88	3.47705	655.88	8.01227
655.98	3.479	655.98	8.04178
656.08	3.48535	656.08	8.07127
656.18	3.49463	656.18	8.10077
656.28	3.49658	656.28	8.13026
656.38	3.48877	656.38	8.15974
656.48	3.49658	656.48	8.18924
656.58	3.49707	656.58	8.21873
656.68	3.50439	656.68	8.24822
656.78	3.5083	656.78	8.2777
656.88	3.50635	656.88	8.30717
656.98	3.5083	656.98	8.33666
657.08	3.51611	657.08	8.36613
657.18	3.5166	657.18	8.39562
657.28	3.52588	657.28	8.42509
657.38	3.51807	657.38	8.45455
657.48	3.52588	657.48	8.48403
657.58	3.52783	657.58	8.5135
657.68	3.53564	657.68	8.54297
657.78	3.53613	657.78	8.57243
657.88	3.5376	657.88	8.60188
657.98	3.54541	657.98	8.63136
658.08	3.54736	658.08	8.66081
658.18	3.54541	658.18	8.69028
658.28	3.55713	658.28	8.71972
658.38	3.56543	658.38	8.74917
658.48	3.55713	658.48	8.77863
658.58	3.56494	658.58	8.80807
658.68	3.56689	658.68	8.83753
658.78	3.57666	658.78	8.86697
658.88	3.56885	658.88	8.8964
658.98	3.5752	658.98	8.92586
659.08	3.58447	659.08	8.95529
659.18	3.57666	659.18	8.98474
659.28	3.58643	659.28	9.01416
659.38	3.59619	659.38	9.04359
659.48	3.58838	659.48	9.07303
659.58	3.59473	659.58	9.10246
659.68	3.59814	659.68	9.13189
659.78	3.59619	659.78	9.16131
659.88	3.60596	659.88	9.19073
659.98	3.60791	659.98	9.22016
660.08	3.60596	660.08	9.24958
660.18	3.61426	660.18	9.279
660.28	3.61768	660.28	9.30841
660.38	3.61572	660.38	9.33782
660.48	3.62549	660.48	9.36724
660.58	3.62744	660.58	9.39665
660.68	3.62549	660.68	9.42607
660.78	3.63721	660.78	9.45547
660.88	3.62793	660.88	9.48486
660.98	3.63525	660.98	9.51428
661.08	3.63721	661.08	9.54367
661.18	3.63525	661.18	9.57308
661.28	3.64697	661.28	9.60247
661.38	3.64697	661.38	9.63186
661.48	3.64746	661.48	9.66126
661.58	3.65479	661.58	9.69064
661.68	3.66455	661.68	9.72004
661.78	3.65869	661.78	9.74942
661.88	3.6665	661.88	9.7788
661.98	3.67627	661.98	9.8082
662.08	3.6748	662.08	9.83757
662.18	3.67627	662.18	9.86696
662.28	3.67627	662.28	9.89633
662.38	3.67822	662.38	9.9257
662.48	3.67627	662.48	9.95508
662.58	3.68604	662.58	9.98445
662.68	3.6958	662.68	10.0138
662.78	3.68848	662.78	10.0432
662.88	3.6958	662.88	10.0725
662.98	3.6958	662.98	10.1019
663.08	3.69775	663.08	10.1313
663.18	3.70557	663.18	10.1607
663.28	3.70557	663.28	10.19
663.38	3.71582	663.38	10.2194
663.48	3.71533	663.48	10.2487
663.58	3.71729	663.58	10.2781
663.68	3.71533	663.68	10.3074
663.78	3.7251	663.78	10.3368
663.88	3.71924	663.88	10.3661
663.98	3.72559	663.98	10.3955
664.08	3.7251	664.08	10.4248
664.18	3.73486	664.18	10.4541
664.28	3.72705	664.28	10.4835
664.38	3.73682	664.38	10.5128
664.48	3.73682	664.48	10.5422
664.58	3.73877	664.58	10.5715
664.68	3.74512	664.68	10.6008
664.78	3.74463	664.78	10.6301
664.88	3.74658	664.88	10.6595
664.98	3.74658	664.98	10.6888
665.08	3.75635	665.08	10.7181
665.18	3.75635	665.18	10.7475
665.28	3.76611	665.28	10.7768
665.38	3.76465	665.38	10.8061
665.48	3.76807	665.48	10.8354
665.58	3.76611	665.58	10.8647
665.68	3.76611	665.68	10.894
665.78	3.76807	665.78	10.9233
665.88	3.76611	665.88	10.9526
665.98	3.77441	665.98	10.982
666.08	3.77588	666.08	11.0112
666.18	3.77783	666.18	11.0406
666.28	3.77588	666.28	11.0699
666.38	3.78564	666.38	11.0991
666.48	3.78564	666.48	11.1285
666.58	3.79541	666.58	11.1577
666.68	3.79736	666.68	11.187
666.78	3.78809	666.78	11.2163
666.88	3.79541	666.88	11.2456
666.98	3.79541	666.98	11.2749
667.08	3.80518	667.08	11.3042
667.18	3.79736	667.18	11.3335
667.28	3.80713	667.28	11.3628
667.38	3.80566	667.38	11.392
667.48	3.80518	667.48	11.4213
667.58	3.81494	667.58	11.4506
667.68	3.81494	667.68	11.4799
667.78	3.81885	667.78	11.5091
667.88	3.81689	667.88	11.5384
667.98	3.81689	667.98	11.5677
668.08	3.8252	668.08	11.5969
668.18	3.82471	668.18	11.6262
668.28	3.81689	668.28	11.6555
668.38	3.82471	668.38	11.6847
668.48	3.82666	668.48	11.714
668.58	3.82666	668.58	11.7432
668.68	3.82861	668.68	11.7725
668.78	3.8252	668.78	11.8017
668.88	3.82471	668.88	11.831
668.98	3.83447	668.98	11.8602
669.08	3.83643	669.08	11.8895
669.18	3.83643	669.18	11.9187
669.28	3.83838	669.28	11.948
669.38	3.83643	669.38	11.9772
669.48	3.84473	669.48	12.0065
669.58	3.84424	669.58	12.0357
669.68	3.84619	669.68	12.0649
669.78	3.85596	669.78	12.0942
669.88	3.85596	669.88	12.1234
669.98	3.85596	669.98	12.1526
670.08	3.86572	670.08	12.1818
670.18	3.85645	670.18	12.2111
670.28	3.854	670.28	12.2403
670.38	3.85596	670.38	12.2695
670.48	3.86572	670.48	12.2987
670.58	3.86572	670.58	12.328
670.68	3.86572	670.68	12.3572
670.78	3.87549	670.78	12.3864
670.88	3.87549	670.88	12.4156
670.98	3.87744	670.98	12.4448
671.08	3.88574	671.08	12.474
671.18	3.88525	671.18	12.5032
671.28	3.88525	671.28	12.5324
671.38	3.87744	671.38	12.5616
671.48	3.88525	671.48	12.5908
671.58	3.88721	671.58	12.62
671.68	3.88721	671.68	12.6492
671.78	3.88574	671.78	12.6784
671.88	3.88525	671.88	12.7076
671.98	3.88525	671.98	12.7368
672.08	3.88525	672.08	12.766
672.18	3.89502	672.18	12.7952
672.28	3.89502	672.28	12.8244
672.38	3.89697	672.38	12.8535
672.48	3.89697	672.48	12.8827
672.58	3.90527	672.58	12.9119
672.68	3.90479	672.68	12.9411
672.78	3.90479	672.78	12.9703
672.88	3.90479	672.88	12.9994
672.98	3.9165	672.98	13.0286
673.08	3.9165	673.08	13.0578
673.18	3.9165	673.18	13.087
673.28	3.9165	673.28	13.1161
673.38	3.9165	673.38	13.1453
673.48	3.91504	673.48	13.1744
673.58	3.91455	673.58	13.2036
673.68	3.92627	673.68	13.2328
673.78	3.92627	673.78	13.2619
673.88	3.92627	673.88	13.2911
673.98	3.92627	673.98	13.3202
674.08	3.92627	674.08	13.3494
674.18	3.92627	674.18	13.3785
674.28	3.9248	674.28	13.4077
674.38	3.93408	674.38	13.4368
674.48	3.93604	674.48	13.466
674.58	3.93604	674.58	13.4951
674.68	3.93604	674.68	13.5242
674.78	3.93604	674.78	13.5534
674.88	3.93604	674.88	13.5825
674.98	3.94385	674.98	13.6116
675.08	3.9458	675.08	13.6408
675.18	3.94434	675.18	13.6699
675.28	3.9458	675.28	13.699
675.38	3.9458	675.38	13.7281
675.48	3.9458	675.48	13.7573
675.58	3.9458	675.58	13.7864
675.68	3.95557	675.68	13.8155
675.78	3.96338	675.78	13.8446
675.88	3.96533	675.88	13.8737
675.98	3.96729	675.98	13.9029
676.08	3.96729	676.08	13.932
676.18	3.96582	676.18	13.9611
676.28	3.95557	676.28	13.9902
676.38	3.95557	676.38	14.0193
676.48	3.96338	676.48	14.0484
676.58	3.96533	676.58	14.0775
676.68	3.96533	676.68	14.1066
676.78	3.9751	676.78	14.1357
676.88	3.96533	676.88	14.1648
676.98	3.96729	676.98	14.1939
677.08	3.97559	677.08	14.223
677.18	3.98291	677.18	14.2521
677.28	3.98486	677.28	14.2812
677.38	3.98486	677.38	14.3102
677.48	3.98486	677.48	14.3393
677.58	3.98486	677.58	14.3684
677.68	3.98682	677.68	14.3975
677.78	3.98682	677.78	14.4266
677.88	3.98682	677.88	14.4557
677.98	3.98535	677.98	14.4847
678.08	3.99268	678.08	14.5138
678.18	3.99463	678.18	14.5429
678.28	3.99463	678.28	14.572
