Cycle: 4  c15-c089_X	Cycle: 4  c15-c089_Y	Fitted Cycle: 4  c15-c089_X	Fitted Cycle: 4  c15-c089_Y
353.34	82.5258	353.34	143.954
353.44	82.5355	353.44	143.959
353.54	82.5355	353.54	143.963
353.64	82.5453	353.64	143.968
353.74	82.5551	353.74	143.972
353.84	82.5551	353.84	143.977
353.94	82.5551	353.94	143.982
354.04	82.5648	354.04	143.986
354.14	82.5746	354.14	143.991
354.24	82.5746	354.24	143.995
354.34	82.5844	354.34	144
354.44	82.5804	354.44	144.005
354.54	82.5863	354.54	144.009
354.64	82.5863	354.64	144.014
354.74	82.5961	354.74	144.018
354.84	82.5961	354.84	144.023
354.94	82.6058	354.94	144.028
355.04	82.6019	355.04	144.032
355.14	82.6058	355.14	144.037
355.24	82.6058	355.24	144.042
355.34	82.6156	355.34	144.046
355.44	82.6156	355.44	144.051
355.54	82.6215	355.54	144.055
355.64	82.6254	355.64	144.06
355.74	82.6254	355.74	144.065
355.84	82.6351	355.84	144.069
355.94	82.6351	355.94	144.074
356.04	82.6469	356.04	144.078
356.14	82.6469	356.14	144.083
356.24	82.6469	356.24	144.088
356.34	82.6566	356.34	144.092
356.44	82.6566	356.44	144.097
356.54	82.6664	356.54	144.101
356.64	82.6722	356.64	144.106
356.74	82.6664	356.74	144.111
356.84	82.6761	356.84	144.115
356.94	82.682	356.94	144.12
357.04	82.6761	357.04	144.124
357.14	82.6859	357.14	144.129
357.24	82.6859	357.24	144.134
357.34	82.6957	357.34	144.138
357.44	82.691	357.44	144.143
357.54	82.6937	357.54	144.148
357.64	82.6937	357.64	144.152
357.74	82.7054	357.74	144.157
357.84	82.7054	357.84	144.161
357.94	82.7113	357.94	144.166
358.04	82.7054	358.04	144.171
358.14	82.7152	358.14	144.175
358.24	82.7152	358.24	144.18
358.34	82.725	358.34	144.184
358.44	82.7211	358.44	144.189
358.54	82.725	358.54	144.194
358.64	82.725	358.64	144.198
358.74	82.7347	358.74	144.203
358.84	82.7308	358.84	144.207
358.94	82.7347	358.94	144.212
359.04	82.7347	359.04	144.217
359.14	82.7445	359.14	144.221
359.24	82.7445	359.24	144.226
359.34	82.7523	359.34	144.231
359.44	82.7465	359.44	144.235
359.54	82.7465	359.54	144.24
359.64	82.7523	359.64	144.244
359.74	82.7465	359.74	144.249
359.84	82.7562	359.84	144.254
359.94	82.7562	359.94	144.258
360.04	82.7621	360.04	144.263
360.14	82.7562	360.14	144.267
360.24	82.766	360.24	144.272
360.34	82.7621	360.34	144.277
360.44	82.766	360.44	144.281
360.54	82.766	360.54	144.286
360.64	82.7758	360.64	144.29
360.74	82.7711	360.74	144.295
360.84	82.7738	360.84	144.3
360.94	82.7738	360.94	144.304
361.04	82.7855	361.04	144.309
361.14	82.7816	361.14	144.313
361.24	82.7758	361.24	144.318
361.34	82.7855	361.34	144.323
361.44	82.7855	361.44	144.327
361.54	82.7914	361.54	144.332
361.64	82.7855	361.64	144.337
361.74	82.7953	361.74	144.341
361.84	82.7953	361.84	144.346
361.94	82.8011	361.94	144.35
362.04	82.7953	362.04	144.355
362.14	82.8051	362.14	144.36
362.24	82.8051	362.24	144.364
362.34	82.8051	362.34	144.369
362.44	82.8148	362.44	144.373
362.54	82.8148	362.54	144.378
362.64	82.8207	362.64	144.383
362.74	82.8148	362.74	144.387
362.84	82.8246	362.84	144.392
362.94	82.8246	362.94	144.396
363.04	82.8246	363.04	144.401
363.14	82.8324	363.14	144.406
363.24	82.8265	363.24	144.41
363.34	82.8265	363.34	144.415
363.44	82.8363	363.44	144.42
363.54	82.8363	363.54	144.424
363.64	82.8461	363.64	144.429
363.74	82.8422	363.74	144.433
363.84	82.8363	363.84	144.438
363.94	82.8461	363.94	144.443
364.04	82.8461	364.04	144.447
364.14	82.8558	364.14	144.452
364.24	82.8558	364.24	144.456
364.34	82.8558	364.34	144.461
364.44	82.8656	364.44	144.466
364.54	82.8656	364.54	144.47
364.64	82.8617	364.64	144.475
364.74	82.8656	364.74	144.479
364.84	82.8656	364.84	144.484
364.94	82.8754	364.94	144.489
365.04	82.8754	365.04	144.493
365.14	82.8715	365.14	144.498
365.24	82.8773	365.24	144.503
365.34	82.8773	365.34	144.507
365.44	82.8773	365.44	144.512
365.54	82.8871	365.54	144.516
365.64	82.8871	365.64	144.521
365.74	82.8871	365.74	144.526
365.84	82.8969	365.84	144.53
365.94	82.8969	365.94	144.535
366.04	82.8969	366.04	144.539
366.14	82.9066	366.14	144.544
366.24	82.902	366.24	144.549
366.34	82.8949	366.34	144.553
366.44	82.9047	366.44	144.558
366.54	82.9047	366.54	144.562
366.64	82.9144	366.64	144.567
366.74	82.9105	366.74	144.572
366.84	82.9047	366.84	144.576
366.94	82.9144	366.94	144.581
367.04	82.9144	367.04	144.586
367.14	82.9144	367.14	144.59
367.24	82.9242	367.24	144.595
367.34	82.9203	367.34	144.599
367.44	82.9144	367.44	144.604
367.54	82.9261	367.54	144.609
367.64	82.9261	367.64	144.613
367.74	82.9261	367.74	144.618
367.84	82.9261	367.84	144.622
367.94	82.9359	367.94	144.627
368.04	82.9359	368.04	144.632
368.14	82.9359	368.14	144.636
368.24	82.9418	368.24	144.641
368.34	82.9359	368.34	144.645
368.44	82.9359	368.44	144.65
368.54	82.9457	368.54	144.655
368.64	82.9457	368.64	144.659
368.74	82.9418	368.74	144.664
368.84	82.9359	368.84	144.669
368.94	82.9457	368.94	144.673
369.04	82.9457	369.04	144.678
369.14	82.9457	369.14	144.682
369.24	82.9554	369.24	144.687
369.34	82.9515	369.34	144.692
369.44	82.9457	369.44	144.696
369.54	82.9457	369.54	144.701
369.64	82.9554	369.64	144.705
369.74	82.9554	369.74	144.71
369.84	82.9515	369.84	144.715
369.94	82.9554	369.94	144.719
370.04	82.9554	370.04	144.724
370.14	82.9554	370.14	144.729
370.24	82.9652	370.24	144.733
370.34	82.9652	370.34	144.738
370.44	82.9652	370.44	144.742
370.54	82.9613	370.54	144.747
370.64	82.9672	370.64	144.752
370.74	82.9672	370.74	144.756
370.84	82.9769	370.84	144.761
370.94	82.9769	370.94	144.765
371.04	82.9769	371.04	144.77
371.14	82.9821	371.14	144.775
371.24	82.975	371.24	144.779
371.34	82.975	371.34	144.784
371.44	82.975	371.44	144.788
371.54	82.9847	371.54	144.793
371.64	82.9847	371.64	144.798
371.74	82.9847	371.74	144.802
371.84	82.9945	371.84	144.807
371.94	82.9945	371.94	144.812
372.04	82.9906	372.04	144.816
372.14	82.9945	372.14	144.821
372.24	82.9945	372.24	144.825
372.34	82.9945	372.34	144.83
372.44	83.0043	372.44	144.835
372.54	83.0043	372.54	144.839
372.64	83.0004	372.64	144.844
372.74	82.9945	372.74	144.848
372.84	83.0043	372.84	144.853
372.94	83.0043	372.94	144.858
373.04	83.0043	373.04	144.862
373.14	83.0043	373.14	144.867
373.24	83.0121	373.24	144.872
373.34	83.0062	373.34	144.876
373.44	83.0062	373.44	144.881
373.54	83.016	373.54	144.885
373.64	83.016	373.64	144.89
373.74	83.0121	373.74	144.895
373.84	83.0062	373.84	144.899
373.94	83.016	373.94	144.904
374.04	83.016	374.04	144.908
374.14	83.016	374.14	144.913
374.24	83.016	374.24	144.918
374.34	83.0258	374.34	144.922
374.44	83.0219	374.44	144.927
374.54	83.016	374.54	144.932
374.64	83.0258	374.64	144.936
374.74	83.0258	374.74	144.941
374.84	83.0258	374.84	144.945
374.94	83.0316	374.94	144.95
375.04	83.0258	375.04	144.955
375.14	83.0258	375.14	144.959
375.24	83.0258	375.24	144.964
375.34	83.0355	375.34	144.968
375.44	83.0355	375.44	144.973
375.54	83.0316	375.54	144.978
375.64	83.0258	375.64	144.982
375.74	83.0258	375.74	144.987
375.84	83.0211	375.84	144.991
375.94	83.0238	375.94	144.996
376.04	83.0238	376.04	145.001
376.14	83.0199	376.14	145.005
376.24	83.0258	376.24	145.01
376.34	83.0219	376.34	145.015
376.44	83.016	376.44	145.019
376.54	83.016	376.54	145.024
376.64	83.0258	376.64	145.028
376.74	83.0258	376.74	145.033
376.84	83.0258	376.84	145.038
376.94	83.0258	376.94	145.042
377.04	83.0258	377.04	145.047
377.14	83.0258	377.14	145.051
377.24	83.0394	377.24	145.056
377.34	83.0453	377.34	145.061
377.44	83.0453	377.44	145.065
377.54	83.0453	377.54	145.07
377.64	83.0453	377.64	145.075
377.74	83.0453	377.74	145.079
377.84	83.0453	377.84	145.084
377.94	83.0453	377.94	145.088
378.04	83.0551	378.04	145.093
378.14	83.0551	378.14	145.098
378.24	83.0551	378.24	145.102
378.34	83.0551	378.34	145.107
378.44	83.0551	378.44	145.111
378.54	83.0648	378.54	145.116
378.64	83.0648	378.64	145.121
378.74	83.0648	378.74	145.125
378.84	83.0648	378.84	145.13
378.94	83.0648	378.94	145.135
379.04	83.0648	379.04	145.139
379.14	83.0648	379.14	145.144
379.24	83.0648	379.24	145.148
379.34	83.0648	379.34	145.153
379.44	83.0648	379.44	145.158
379.54	83.0648	379.54	145.162
379.64	83.0648	379.64	145.167
379.74	83.0648	379.74	145.171
379.84	83.0687	379.84	145.176
379.94	83.0746	379.94	145.181
380.04	83.0792	380.04	145.185
380.14	83.0863	380.14	145.19
380.24	83.0719	380.24	145.195
380.34	83.0695	380.34	145.199
380.44	83.0804	380.44	145.204
380.54	83.0765	380.54	145.208
380.64	83.0765	380.64	145.213
380.74	83.0765	380.74	145.218
380.84	83.1046	380.84	145.222
380.94	83.1176	380.94	145.227
381.04	83.1183	381.04	145.231
381.14	83.098	381.14	145.236
381.24	83.0929	381.24	145.241
381.34	83.127	381.34	145.245
381.44	83.2601	381.44	145.25
381.54	83.2692	381.54	145.255
381.64	83.2836	381.64	145.259
381.74	83.1696	381.74	145.264
381.84	81.4816	381.84	145.268
381.94	79.548	381.94	145.273
382.04	80.1941	382.04	132.879
382.14	81.7054	382.14	133.018
382.24	82.6969	382.24	133.156
382.34	83.6105	382.34	133.295
382.44	84.1726	382.44	133.433
382.54	84.7207	382.54	133.572
382.64	85.2344	382.64	133.71
382.74	85.5378	382.74	133.848
382.84	85.8816	382.84	133.987
382.94	86.1902	382.94	134.125
383.04	86.4723	383.04	134.263
383.14	86.7399	383.14	134.402
383.24	87.0406	383.24	134.54
383.34	87.2917	383.34	134.678
383.44	87.5543	383.44	134.817
383.54	87.8336	383.54	134.955
383.64	88.1071	383.64	135.093
383.74	88.3676	383.74	135.231
383.84	88.652	383.84	135.37
383.94	88.9508	383.94	135.508
384.04	89.2203	384.04	135.646
384.14	89.5004	384.14	135.784
384.24	89.7926	384.24	135.922
384.34	90.0856	384.34	136.061
384.44	90.3519	384.44	136.199
384.54	90.6168	384.54	136.337
384.64	90.9105	384.64	136.475
384.74	91.1969	384.74	136.613
384.84	91.4762	384.84	136.751
384.94	91.7601	384.94	136.889
385.04	92.0348	385.04	137.027
385.14	92.3187	385.14	137.166
385.24	92.609	385.24	137.304
385.34	92.8949	385.34	137.442
385.44	93.1598	385.44	137.58
385.54	93.4398	385.54	137.718
385.64	93.7164	385.64	137.856
385.74	93.9886	385.74	137.994
385.84	94.2692	385.84	138.132
385.94	94.5492	385.94	138.27
386.04	94.8239	386.04	138.408
386.14	95.1	386.14	138.546
386.24	95.3688	386.24	138.683
386.34	95.639	386.34	138.821
386.44	95.9	386.44	138.959
386.54	96.182	386.54	139.097
386.64	96.4594	386.64	139.235
386.74	96.7399	386.74	139.373
386.84	97.014	386.84	139.511
386.94	97.2789	386.94	139.649
387.04	97.5629	387.04	139.786
387.14	97.8395	387.14	139.924
387.24	98.1273	387.24	140.062
387.34	98.389	387.34	140.2
387.44	98.6539	387.44	140.338
387.54	98.934	387.54	140.475
387.64	99.1996	387.64	140.613
387.74	99.4781	387.74	140.751
387.84	99.7426	387.84	140.889
387.94	100.009	387.94	141.026
388.04	100.278	388.04	141.164
388.14	100.534	388.14	141.302
388.24	100.793	388.24	141.439
388.34	101.053	388.34	141.577
388.44	101.323	388.44	141.715
388.54	101.588	388.54	141.852
388.64	101.843	388.64	141.99
388.74	102.104	388.74	142.127
388.84	102.353	388.84	142.265
388.94	102.604	388.94	142.403
389.04	102.858	389.04	142.54
389.14	103.123	389.14	142.678
389.24	103.377	389.24	142.815
389.34	103.643	389.34	142.953
389.44	103.895	389.44	143.09
389.54	104.148	389.54	143.228
389.64	104.416	389.64	143.365
389.74	104.674	389.74	143.503
389.84	104.927	389.84	143.64
389.94	105.194	389.94	143.778
390.04	105.448	390.04	143.915
390.14	105.707	390.14	144.053
390.24	105.959	390.24	144.19
390.34	106.223	390.34	144.327
390.44	106.467	390.44	144.465
390.54	106.739	390.54	144.602
390.64	106.998	390.64	144.739
390.74	107.256	390.74	144.877
390.84	107.514	390.84	145.014
390.94	107.767	390.94	145.151
391.04	108.028	391.04	145.289
391.14	108.287	391.14	145.426
391.24	108.551	391.24	145.563
391.34	108.828	391.34	145.701
391.44	109.078	391.44	145.838
391.54	109.35	391.54	145.975
391.64	109.608	391.64	146.112
391.74	109.858	391.74	146.25
391.84	110.108	391.84	146.387
391.94	110.361	391.94	146.524
392.04	110.627	392.04	146.661
392.14	110.881	392.14	146.798
392.24	111.147	392.24	146.935
392.34	111.399	392.34	147.073
392.44	111.642	392.44	147.21
392.54	111.901	392.54	147.347
392.64	112.147	392.64	147.484
392.74	112.411	392.74	147.621
392.84	112.659	392.84	147.758
392.94	112.912	392.94	147.895
393.04	113.177	393.04	148.032
393.14	113.42	393.14	148.169
393.24	113.67	393.24	148.306
393.34	113.928	393.34	148.443
393.44	114.182	393.44	148.58
393.54	114.438	393.54	148.717
393.64	114.691	393.64	148.854
393.74	114.952	393.74	148.991
393.84	115.202	393.84	149.128
393.94	115.457	393.94	149.265
394.04	115.721	394.04	149.402
394.14	115.971	394.14	149.539
394.24	116.233	394.24	149.676
394.34	116.478	394.34	149.813
394.44	116.721	394.44	149.949
394.54	116.971	394.54	150.086
394.64	117.202	394.64	150.223
394.74	117.448	394.74	150.36
394.84	117.702	394.84	150.497
394.94	117.951	394.94	150.634
395.04	118.202	395.04	150.77
395.14	118.442	395.14	150.907
395.24	118.692	395.24	151.044
395.34	118.928	395.34	151.181
395.44	119.176	395.44	151.317
395.54	119.432	395.54	151.454
395.64	119.688	395.64	151.591
395.74	119.936	395.74	151.727
395.84	120.191	395.84	151.864
395.94	120.426	395.94	152.001
396.04	120.661	396.04	152.137
396.14	120.922	396.14	152.274
396.24	121.186	396.24	152.411
396.34	121.432	396.34	152.547
396.44	121.682	396.44	152.684
396.54	121.942	396.54	152.821
396.64	122.191	396.64	152.957
396.74	122.44	396.74	153.094
396.84	122.705	396.84	153.23
396.94	122.961	396.94	153.367
397.04	123.221	397.04	153.503
397.14	123.471	397.14	153.64
397.24	123.711	397.24	153.776
397.34	123.942	397.34	153.913
397.44	124.202	397.44	154.049
397.54	124.446	397.54	154.186
397.64	124.691	397.64	154.322
397.74	124.93	397.74	154.459
397.84	125.174	397.84	154.595
397.94	125.42	397.94	154.731
398.04	125.682	398.04	154.868
398.14	125.922	398.14	155.004
398.24	126.162	398.24	155.141
398.34	126.416	398.34	155.277
398.44	126.682	398.44	155.413
398.54	126.922	398.54	155.55
398.64	127.172	398.64	155.686
398.74	127.426	398.74	155.822
398.84	127.681	398.84	155.959
398.94	127.92	398.94	156.095
399.04	128.155	399.04	156.231
399.14	128.401	399.14	156.367
399.24	128.641	399.24	156.504
399.34	128.881	399.34	156.64
399.44	129.121	399.44	156.776
399.54	129.356	399.54	156.912
399.64	129.592	399.64	157.048
399.74	129.842	399.74	157.184
399.84	130.077	399.84	157.321
399.94	130.312	399.94	157.457
400.04	130.555	400.04	157.593
400.14	130.801	400.14	157.729
400.24	131.041	400.24	157.865
400.34	131.282	400.34	158.001
400.44	131.526	400.44	158.137
400.54	131.782	400.54	158.273
400.64	132.022	400.64	158.409
400.74	132.276	400.74	158.545
400.84	132.522	400.84	158.682
400.94	132.762	400.94	158.817
401.04	133.016	401.04	158.953
401.14	133.261	401.14	159.089
401.24	133.5	401.24	159.225
401.34	133.735	401.34	159.361
401.44	133.981	401.44	159.497
401.54	134.211	401.54	159.633
401.64	134.455	401.64	159.769
401.74	134.692	401.74	159.905
401.84	134.912	401.84	160.041
401.94	135.145	401.94	160.177
402.04	135.403	402.04	160.313
402.14	135.621	402.14	160.449
402.24	135.856	402.24	160.584
402.34	136.102	402.34	160.72
402.44	136.356	402.44	160.856
402.54	136.591	402.54	160.992
402.64	136.83	402.64	161.128
402.74	137.065	402.74	161.263
402.84	137.311	402.84	161.399
402.94	137.571	402.94	161.535
403.04	137.815	403.04	161.671
403.14	138.041	403.14	161.806
403.24	138.272	403.24	161.942
403.34	138.506	403.34	162.078
403.44	138.743	403.44	162.213
403.54	138.987	403.54	162.349
403.64	139.223	403.64	162.485
403.74	139.451	403.74	162.62
403.84	139.684	403.84	162.756
403.94	139.914	403.94	162.892
404.04	140.151	404.04	163.027
404.14	140.371	404.14	163.163
404.24	140.616	404.24	163.298
404.34	140.862	404.34	163.434
404.44	141.102	404.44	163.569
404.54	141.327	404.54	163.705
404.64	141.561	404.64	163.841
404.74	141.801	404.74	163.976
404.84	142.036	404.84	164.112
404.94	142.272	404.94	164.247
405.04	142.516	405.04	164.382
405.14	142.752	405.14	164.518
405.24	142.985	405.24	164.653
405.34	143.221	405.34	164.789
405.44	143.452	405.44	164.924
405.54	143.686	405.54	165.06
405.64	143.932	405.64	165.195
405.74	144.176	405.74	165.33
405.84	144.401	405.84	165.466
405.94	144.631	405.94	165.601
406.04	144.875	406.04	165.736
406.14	145.092	406.14	165.872
406.24	145.327	406.24	166.007
406.34	145.551	406.34	166.142
406.44	145.786	406.44	166.278
406.54	146.022	406.54	166.413
406.64	146.256	406.64	166.548
406.74	146.472	406.74	166.683
406.84	146.696	406.84	166.819
406.94	146.92	406.94	166.954
407.04	147.151	407.04	167.089
407.14	147.375	407.14	167.224
407.24	147.621	407.24	167.359
407.34	147.862	407.34	167.495
407.44	148.096	407.44	167.63
407.54	148.323	407.54	167.765
407.64	148.545	407.64	167.9
407.74	148.791	407.74	168.035
407.84	149.036	407.84	168.17
407.94	149.262	407.94	168.305
408.04	149.487	408.04	168.44
408.14	149.722	408.14	168.575
408.24	149.944	408.24	168.71
408.34	150.18	408.34	168.845
408.44	150.405	408.44	168.98
408.54	150.631	408.54	169.115
408.64	150.862	408.64	169.25
408.74	151.096	408.74	169.385
408.84	151.321	408.84	169.52
408.94	151.545	408.94	169.655
409.04	151.782	409.04	169.79
409.14	152.012	409.14	169.925
409.24	152.237	409.24	170.06
409.34	152.465	409.34	170.195
409.44	152.702	409.44	170.33
409.54	152.922	409.54	170.465
409.64	153.145	409.64	170.599
409.74	153.371	409.74	170.734
409.84	153.594	409.84	170.869
409.94	153.821	409.94	171.004
410.04	154.045	410.04	171.139
410.14	154.272	410.14	171.274
410.24	154.506	410.24	171.408
410.34	154.731	410.34	171.543
410.44	154.961	410.44	171.678
410.54	155.186	410.54	171.813
410.64	155.412	410.64	171.947
410.74	155.635	410.74	172.082
410.84	155.862	410.84	172.217
410.94	156.096	410.94	172.351
411.04	156.323	411.04	172.486
411.14	156.557	411.14	172.621
411.24	156.797	411.24	172.755
411.34	157.021	411.34	172.89
411.44	157.241	411.44	173.025
411.54	157.465	411.54	173.159
411.64	157.682	411.64	173.294
411.74	157.914	411.74	173.428
411.84	158.151	411.84	173.563
411.94	158.375	411.94	173.697
412.04	158.612	412.04	173.832
412.14	158.823	412.14	173.966
412.24	159.045	412.24	174.101
412.34	159.272	412.34	174.235
412.44	159.496	412.44	174.37
412.54	159.743	412.54	174.504
412.64	159.963	412.64	174.639
412.74	160.194	412.74	174.773
412.84	160.424	412.84	174.908
412.94	160.651	412.94	175.042
413.04	160.871	413.04	175.176
413.14	161.106	413.14	175.311
413.24	161.342	413.24	175.445
413.34	161.575	413.34	175.58
413.44	161.801	413.44	175.714
413.54	162.022	413.54	175.848
413.64	162.237	413.64	175.983
413.74	162.461	413.74	176.117
413.84	162.686	413.84	176.251
413.94	162.912	413.94	176.385
414.04	163.137	414.04	176.52
414.14	163.371	414.14	176.654
414.24	163.584	414.24	176.788
414.34	163.801	414.34	176.922
414.44	164.026	414.44	177.057
414.54	164.25	414.54	177.191
414.64	164.485	414.64	177.325
414.74	164.711	414.74	177.459
414.84	164.932	414.84	177.593
414.94	165.145	414.94	177.727
415.04	165.371	415.04	177.861
415.14	165.586	415.14	177.996
415.24	165.811	415.24	178.13
415.34	166.036	415.34	178.264
415.44	166.262	415.44	178.398
415.54	166.473	415.54	178.532
415.64	166.696	415.64	178.666
415.74	166.926	415.74	178.8
415.84	167.152	415.84	178.934
415.94	167.375	415.94	179.068
416.04	167.6	416.04	179.202
416.14	167.821	416.14	179.336
416.24	168.026	416.24	179.47
416.34	168.262	416.34	179.604
416.44	168.481	416.44	179.738
416.54	168.696	416.54	179.872
416.64	168.922	416.64	180.006
416.74	169.147	416.74	180.139
416.84	169.371	416.84	180.273
416.94	169.586	416.94	180.407
417.04	169.823	417.04	180.541
417.14	170.052	417.14	180.675
417.24	170.274	417.24	180.809
417.34	170.514	417.34	180.943
417.44	170.741	417.44	181.076
417.54	170.965	417.54	181.21
417.64	171.202	417.64	181.344
417.74	171.42	417.74	181.478
417.84	171.645	417.84	181.611
417.94	171.871	417.94	181.745
418.04	172.096	418.04	181.879
418.14	172.323	418.14	182.013
418.24	172.536	418.24	182.146
418.34	172.762	418.34	182.28
418.44	172.973	418.44	182.414
418.54	173.196	418.54	182.547
418.64	173.412	418.64	182.681
418.74	173.625	418.74	182.814
418.84	173.844	418.84	182.948
418.94	174.071	418.94	183.082
419.04	174.282	419.04	183.215
419.14	174.504	419.14	183.349
419.24	174.721	419.24	183.482
419.34	174.946	419.34	183.616
419.44	175.172	419.44	183.749
419.54	175.391	419.54	183.883
419.64	175.606	419.64	184.017
419.74	175.832	419.74	184.15
419.84	176.055	419.84	184.283
419.94	176.291	419.94	184.417
420.04	176.506	420.04	184.55
420.14	176.723	420.14	184.684
420.24	176.946	420.24	184.817
420.34	177.162	420.34	184.951
420.44	177.371	420.44	185.084
420.54	177.584	420.54	185.217
420.64	177.801	420.64	185.351
420.74	178.016	420.74	185.484
420.84	178.231	420.84	185.617
420.94	178.442	420.94	185.751
421.04	178.657	421.04	185.884
421.14	178.881	421.14	186.017
421.24	179.096	421.24	186.151
421.34	179.313	421.34	186.284
421.44	179.536	421.44	186.417
421.54	179.743	421.54	186.55
421.64	179.967	421.64	186.684
421.74	180.191	421.74	186.817
421.84	180.405	421.84	186.95
421.94	180.631	421.94	187.083
422.04	180.844	422.04	187.216
422.14	181.071	422.14	187.35
422.24	181.282	422.24	187.483
422.34	181.495	422.34	187.616
422.44	181.711	422.44	187.749
422.54	181.922	422.54	187.882
422.64	182.145	422.64	188.015
422.74	182.371	422.74	188.148
422.84	182.577	422.84	188.281
422.94	182.803	422.94	188.414
423.04	183.016	423.04	188.547
423.14	183.232	423.14	188.68
423.24	183.444	423.24	188.813
423.34	183.661	423.34	188.946
423.44	183.885	423.44	189.079
423.54	184.1	423.54	189.212
423.64	184.325	423.64	189.345
423.74	184.551	423.74	189.478
423.84	184.756	423.84	189.611
423.94	184.981	423.94	189.744
424.04	185.196	424.04	189.877
424.14	185.412	424.14	190.01
424.24	185.625	424.24	190.143
424.34	185.842	424.34	190.276
424.44	186.055	424.44	190.408
424.54	186.282	424.54	190.541
424.64	186.496	424.64	190.674
424.74	186.713	424.74	190.807
424.84	186.936	424.84	190.94
424.94	187.147	424.94	191.072
425.04	187.373	425.04	191.205
425.14	187.584	425.14	191.338
425.24	187.811	425.24	191.471
425.34	188.036	425.34	191.603
425.44	188.26	425.44	191.736
425.54	188.465	425.54	191.869
425.64	188.672	425.64	192.001
425.74	188.885	425.74	192.134
425.84	189.112	425.84	192.267
425.94	189.311	425.94	192.399
426.04	189.536	426.04	192.532
426.14	189.752	426.14	192.665
426.24	189.965	426.24	192.797
426.34	190.182	426.34	192.93
426.44	190.387	426.44	193.062
426.54	190.591	426.54	193.195
426.64	190.815	426.64	193.327
426.74	191.036	426.74	193.46
426.84	191.25	426.84	193.592
426.94	191.461	426.94	193.725
427.04	191.674	427.04	193.857
427.14	191.891	427.14	193.99
427.24	192.096	427.24	194.122
427.34	192.311	427.34	194.255
427.44	192.516	427.44	194.387
427.54	192.743	427.54	194.52
427.64	192.955	427.64	194.652
427.74	193.162	427.74	194.784
427.84	193.375	427.84	194.917
427.94	193.602	427.94	195.049
428.04	193.807	428.04	195.181
428.14	194.011	428.14	195.314
428.24	194.215	428.24	195.446
428.34	194.424	428.34	195.578
428.44	194.641	428.44	195.711
428.54	194.85	428.54	195.843
428.64	195.055	428.64	195.975
428.74	195.262	428.74	196.107
428.84	195.475	428.84	196.24
428.94	195.692	428.94	196.372
429.04	195.905	429.04	196.504
429.14	196.131	429.14	196.636
429.24	196.346	429.24	196.768
429.34	196.561	429.34	196.901
429.44	196.776	429.44	197.033
429.54	196.983	429.54	197.165
429.64	197.202	429.64	197.297
429.74	197.426	429.74	197.429
429.84	197.642	429.84	197.561
429.94	197.844	429.94	197.693
430.04	198.051	430.04	197.825
430.14	198.254	430.14	197.957
430.24	198.461	430.24	198.089
430.34	198.676	430.34	198.222
430.44	198.891	430.44	198.353
430.54	199.096	430.54	198.485
430.64	199.311	430.64	198.617
430.74	199.506	430.74	198.749
430.84	199.711	430.84	198.881
430.94	199.926	430.94	199.013
431.04	200.131	431.04	199.145
431.14	200.346	431.14	199.277
431.24	200.553	431.24	199.409
431.34	200.766	431.34	199.541
431.44	200.951	431.44	199.673
431.54	201.164	431.54	199.805
431.64	201.375	431.64	199.937
431.74	201.59	431.74	200.068
431.84	201.805	431.84	200.2
431.94	202.01	431.94	200.332
432.04	202.221	432.04	200.464
432.14	202.426	432.14	200.596
432.24	202.645	432.24	200.727
432.34	202.852	432.34	200.859
432.44	203.051	432.44	200.991
432.54	203.266	432.54	201.122
432.64	203.483	432.64	201.254
432.74	203.696	432.74	201.386
432.84	203.893	432.84	201.518
432.94	204.106	432.94	201.649
433.04	204.322	433.04	201.781
433.14	204.524	433.14	201.913
433.24	204.741	433.24	202.044
433.34	204.946	433.34	202.176
433.44	205.17	433.44	202.307
433.54	205.385	433.54	202.439
433.64	205.594	433.64	202.57
433.74	205.801	433.74	202.702
433.84	206.012	433.84	202.834
433.94	206.215	433.94	202.965
434.04	206.422	434.04	203.097
434.14	206.625	434.14	203.228
434.24	206.832	434.24	203.36
434.34	207.045	434.34	203.491
434.44	207.252	434.44	203.622
434.54	207.446	434.54	203.754
434.64	207.653	434.64	203.885
434.74	207.846	434.74	204.017
434.84	208.062	434.84	204.148
434.94	208.254	434.94	204.28
435.04	208.471	435.04	204.411
435.14	208.674	435.14	204.542
435.24	208.881	435.24	204.674
435.34	209.08	435.34	204.805
435.44	209.286	435.44	204.936
435.54	209.502	435.54	205.068
435.64	209.705	435.64	205.199
435.74	209.922	435.74	205.33
435.84	210.135	435.84	205.461
435.94	210.352	435.94	205.593
436.04	210.567	436.04	205.724
436.14	210.772	436.14	205.855
436.24	210.972	436.24	205.986
436.34	211.174	436.34	206.117
436.44	211.391	436.44	206.249
436.54	211.594	436.54	206.38
436.64	211.801	436.64	206.511
436.74	212.016	436.74	206.642
436.84	212.211	436.84	206.773
436.94	212.414	436.94	206.904
437.04	212.621	437.04	207.035
437.14	212.827	437.14	207.166
437.24	213.032	437.24	207.297
437.34	213.246	437.34	207.429
437.44	213.461	437.44	207.56
437.54	213.666	437.54	207.691
437.64	213.871	437.64	207.822
437.74	214.062	437.74	207.953
437.84	214.264	437.84	208.084
437.94	214.485	437.94	208.215
438.04	214.702	438.04	208.345
438.14	214.905	438.14	208.476
438.24	215.1	438.24	208.607
