Cycle: 4  c15-c089_X	Cycle: 4  c15-c089_Y	Fitted Cycle: 4  c15-c089_X	Fitted Cycle: 4  c15-c089_Y
2144.94	720.254	2144.94	719.459
2145.04	720.248	2145.04	719.448
2145.14	720.245	2145.14	719.438
2145.24	720.235	2145.24	719.428
2145.34	720.225	2145.34	719.418
2145.44	720.215	2145.44	719.408
2145.54	720.205	2145.54	719.398
2145.64	720.196	2145.64	719.388
2145.74	720.189	2145.74	719.377
2145.84	720.186	2145.84	719.367
2145.94	720.176	2145.94	719.357
2146.04	720.157	2146.04	719.347
2146.14	720.147	2146.14	719.337
2146.24	720.137	2146.24	719.327
2146.34	720.127	2146.34	719.317
2146.44	720.116	2146.44	719.307
2146.54	720.106	2146.54	719.296
2146.64	720.096	2146.64	719.286
2146.74	720.086	2146.74	719.276
2146.84	720.08	2146.84	719.266
2146.94	720.077	2146.94	719.256
2147.04	720.067	2147.04	719.246
2147.14	720.057	2147.14	719.236
2147.24	720.045	2147.24	719.226
2147.34	720.036	2147.34	719.215
2147.44	720.03	2147.44	719.205
2147.54	720.026	2147.54	719.195
2147.64	720.016	2147.64	719.185
2147.74	720.006	2147.74	719.175
2147.84	719.996	2147.84	719.165
2147.94	719.981	2147.94	719.155
2148.04	719.987	2148.04	719.145
2148.14	719.975	2148.14	719.134
2148.24	719.965	2148.24	719.124
2148.34	719.946	2148.34	719.114
2148.44	719.936	2148.44	719.104
2148.54	719.926	2148.54	719.094
2148.64	719.916	2148.64	719.084
2148.74	719.907	2148.74	719.074
2148.84	719.895	2148.84	719.064
2148.94	719.889	2148.94	719.054
2149.04	719.885	2149.04	719.044
2149.14	719.875	2149.14	719.033
2149.24	719.866	2149.24	719.023
2149.34	719.856	2149.34	719.013
2149.44	719.846	2149.44	719.003
2149.54	719.84	2149.54	718.993
2149.64	719.834	2149.64	718.983
2149.74	719.825	2149.74	718.973
2149.84	719.815	2149.84	718.963
2149.94	719.805	2149.94	718.953
2150.04	719.795	2150.04	718.943
2150.14	719.786	2150.14	718.932
2150.24	719.776	2150.24	718.922
2150.34	719.766	2150.34	718.912
2150.44	719.756	2150.44	718.902
2150.54	719.748	2150.54	718.892
2150.64	719.735	2150.64	718.882
2150.74	719.725	2150.74	718.872
2150.84	719.715	2150.84	718.862
2150.94	719.705	2150.94	718.852
2151.04	719.696	2151.04	718.842
2151.14	719.686	2151.14	718.832
2151.24	719.674	2151.24	718.821
2151.34	719.664	2151.34	718.811
2151.44	719.655	2151.44	718.801
2151.54	719.645	2151.54	718.791
2151.64	719.635	2151.64	718.781
2151.74	719.625	2151.74	718.771
2151.84	719.616	2151.84	718.761
2151.94	719.61	2151.94	718.751
2152.04	719.604	2152.04	718.741
2152.14	719.604	2152.14	718.731
2152.24	719.594	2152.24	718.721
2152.34	719.584	2152.34	718.711
2152.44	719.575	2152.44	718.701
2152.54	719.565	2152.54	718.691
2152.64	719.555	2152.64	718.68
2152.74	719.545	2152.74	718.67
2152.84	719.526	2152.84	718.66
2152.94	719.526	2152.94	718.65
2153.04	719.514	2153.04	718.64
2153.14	719.495	2153.14	718.63
2153.24	719.489	2153.24	718.62
2153.34	719.485	2153.34	718.61
2153.44	719.475	2153.44	718.6
2153.54	719.465	2153.54	718.59
2153.64	719.455	2153.64	718.58
2153.74	719.444	2153.74	718.57
2153.84	719.434	2153.84	718.56
2153.94	719.424	2153.94	718.55
2154.04	719.414	2154.04	718.54
2154.14	719.405	2154.14	718.53
2154.24	719.395	2154.24	718.519
2154.34	719.385	2154.34	718.509
2154.44	719.375	2154.44	718.499
2154.54	719.368	2154.54	718.489
2154.64	719.361	2154.64	718.479
2154.74	719.349	2154.74	718.469
2154.84	719.346	2154.84	718.459
2154.94	719.336	2154.94	718.449
2155.04	719.327	2155.04	718.439
2155.14	719.327	2155.14	718.429
2155.24	719.307	2155.24	718.419
2155.34	719.297	2155.34	718.409
2155.44	719.297	2155.44	718.399
2155.54	719.289	2155.54	718.389
2155.64	719.286	2155.64	718.379
2155.74	719.276	2155.74	718.369
2155.84	719.266	2155.84	718.359
2155.94	719.256	2155.94	718.349
2156.04	719.246	2156.04	718.339
2156.14	719.237	2156.14	718.329
2156.24	719.227	2156.24	718.319
2156.34	719.215	2156.34	718.309
2156.44	719.205	2156.44	718.299
2156.54	719.196	2156.54	718.289
2156.64	719.19	2156.64	718.279
2156.74	719.186	2156.74	718.269
2156.84	719.176	2156.84	718.259
2156.94	719.166	2156.94	718.248
2157.04	719.157	2157.04	718.238
2157.14	719.145	2157.14	718.228
2157.24	719.135	2157.24	718.218
2157.34	719.125	2157.34	718.208
2157.44	719.106	2157.44	718.198
2157.54	719.096	2157.54	718.188
2157.64	719.086	2157.64	718.178
2157.74	719.077	2157.74	718.168
2157.84	719.071	2157.84	718.158
2157.94	719.065	2157.94	718.148
2158.04	719.055	2158.04	718.138
2158.14	719.045	2158.14	718.128
2158.24	719.036	2158.24	718.118
2158.34	719.026	2158.34	718.108
2158.44	719.016	2158.44	718.098
2158.54	719.006	2158.54	718.088
2158.64	718.996	2158.64	718.078
2158.74	718.989	2158.74	718.068
2158.84	718.985	2158.84	718.058
2158.94	718.975	2158.94	718.048
2159.04	718.965	2159.04	718.038
2159.14	718.955	2159.14	718.028
2159.24	718.946	2159.24	718.018
2159.34	718.936	2159.34	718.008
2159.44	718.926	2159.44	717.998
2159.54	718.914	2159.54	717.988
2159.64	718.905	2159.64	717.978
2159.74	718.895	2159.74	717.968
2159.84	718.889	2159.84	717.958
2159.94	718.885	2159.94	717.948
2160.04	718.875	2160.04	717.938
2160.14	718.856	2160.14	717.928
2160.24	718.846	2160.24	717.918
2160.34	718.846	2160.34	717.908
2160.44	718.834	2160.44	717.898
2160.54	718.825	2160.54	717.888
2160.64	718.805	2160.64	717.878
2160.74	718.799	2160.74	717.868
2160.84	718.795	2160.84	717.858
2160.94	718.786	2160.94	717.848
2161.04	718.776	2161.04	717.838
2161.14	718.776	2161.14	717.828
2161.24	718.764	2161.24	717.818
2161.34	718.754	2161.34	717.808
2161.44	718.748	2161.44	717.798
2161.54	718.745	2161.54	717.788
2161.64	718.725	2161.64	717.778
2161.74	718.715	2161.74	717.768
2161.84	718.705	2161.84	717.759
2161.94	718.694	2161.94	717.749
2162.04	718.694	2162.04	717.739
2162.14	718.674	2162.14	717.729
2162.24	718.664	2162.24	717.719
2162.34	718.655	2162.34	717.709
2162.44	718.645	2162.44	717.699
2162.54	718.64	2162.54	717.689
2162.64	718.637	2162.64	717.679
2162.74	718.627	2162.74	717.669
2162.84	718.616	2162.84	717.659
2162.94	718.606	2162.94	717.649
2163.04	718.596	2163.04	717.639
2163.14	718.586	2163.14	717.629
2163.24	718.58	2163.24	717.619
2163.34	718.577	2163.34	717.609
2163.44	718.567	2163.44	717.599
2163.54	718.557	2163.54	717.589
2163.64	718.545	2163.64	717.579
2163.74	718.539	2163.74	717.569
2163.84	718.536	2163.84	717.559
2163.94	718.526	2163.94	717.549
2164.04	718.516	2164.04	717.539
2164.14	718.506	2164.14	717.529
2164.24	718.496	2164.24	717.519
2164.34	718.487	2164.34	717.509
2164.44	718.479	2164.44	717.499
2164.54	718.475	2164.54	717.49
2164.64	718.465	2164.64	717.48
2164.74	718.455	2164.74	717.47
2164.84	718.446	2164.84	717.46
2164.94	718.436	2164.94	717.45
2165.04	718.426	2165.04	717.44
2165.14	718.416	2165.14	717.43
2165.24	718.407	2165.24	717.42
2165.34	718.399	2165.34	717.41
2165.44	718.395	2165.44	717.4
2165.54	718.385	2165.54	717.39
2165.64	718.375	2165.64	717.38
2165.74	718.366	2165.74	717.37
2165.84	718.356	2165.84	717.36
2165.94	718.346	2165.94	717.35
2166.04	718.34	2166.04	717.34
2166.14	718.334	2166.14	717.33
2166.24	718.325	2166.24	717.321
2166.34	718.315	2166.34	717.311
2166.44	718.295	2166.44	717.301
2166.54	718.286	2166.54	717.291
2166.64	718.276	2166.64	717.281
2166.74	718.266	2166.74	717.271
2166.84	718.254	2166.84	717.261
2166.94	718.248	2166.94	717.251
2167.04	718.245	2167.04	717.241
2167.14	718.235	2167.14	717.231
2167.24	718.225	2167.24	717.221
2167.34	718.215	2167.34	717.211
2167.44	718.205	2167.44	717.201
2167.54	718.196	2167.54	717.192
2167.64	718.186	2167.64	717.182
2167.74	718.178	2167.74	717.172
2167.84	718.174	2167.84	717.162
2167.94	718.164	2167.94	717.152
2168.04	718.155	2168.04	717.142
2168.14	718.155	2168.14	717.132
2168.24	718.145	2168.24	717.122
2168.34	718.135	2168.34	717.112
2168.44	718.125	2168.44	717.102
2168.54	718.116	2168.54	717.092
2168.64	718.109	2168.64	717.082
2168.74	718.106	2168.74	717.073
2168.84	718.096	2168.84	717.063
2168.94	718.086	2168.94	717.053
2169.04	718.077	2169.04	717.043
2169.14	718.067	2169.14	717.033
2169.24	718.057	2169.24	717.023
2169.34	718.047	2169.34	717.013
2169.44	718.036	2169.44	717.003
2169.54	718.036	2169.54	716.993
2169.64	718.016	2169.64	716.983
2169.74	718.006	2169.74	716.974
2169.84	718	2169.84	716.964
2169.94	717.996	2169.94	716.954
2170.04	717.987	2170.04	716.944
2170.14	717.987	2170.14	716.934
2170.24	717.977	2170.24	716.924
2170.34	717.967	2170.34	716.914
2170.44	717.955	2170.44	716.904
2170.54	717.946	2170.54	716.894
2170.64	717.94	2170.64	716.885
2170.74	717.936	2170.74	716.875
2170.84	717.926	2170.84	716.865
2170.94	717.916	2170.94	716.855
2171.04	717.907	2171.04	716.845
2171.14	717.897	2171.14	716.835
2171.24	717.885	2171.24	716.825
2171.34	717.875	2171.34	716.815
2171.44	717.866	2171.44	716.805
2171.54	717.856	2171.54	716.796
2171.64	717.846	2171.64	716.786
2171.74	717.836	2171.74	716.776
2171.84	717.827	2171.84	716.766
2171.94	717.817	2171.94	716.756
2172.04	717.805	2172.04	716.746
2172.14	717.799	2172.14	716.736
2172.24	717.795	2172.24	716.726
2172.34	717.786	2172.34	716.717
2172.44	717.776	2172.44	716.707
2172.54	717.766	2172.54	716.697
2172.64	717.756	2172.64	716.687
2172.74	717.746	2172.74	716.677
2172.84	717.737	2172.84	716.667
2172.94	717.737	2172.94	716.657
2173.04	717.725	2173.04	716.648
2173.14	717.715	2173.14	716.638
2173.24	717.705	2173.24	716.628
2173.34	717.696	2173.34	716.618
2173.44	717.686	2173.44	716.608
2173.54	717.68	2173.54	716.598
2173.64	717.676	2173.64	716.588
2173.74	717.666	2173.74	716.578
2173.84	717.655	2173.84	716.569
2173.94	717.645	2173.94	716.559
2174.04	717.635	2174.04	716.549
2174.14	717.625	2174.14	716.539
2174.24	717.616	2174.24	716.529
2174.34	717.61	2174.34	716.519
2174.44	717.606	2174.44	716.509
2174.54	717.596	2174.54	716.5
2174.64	717.584	2174.64	716.49
2174.74	717.575	2174.74	716.48
2174.84	717.565	2174.84	716.47
2174.94	717.555	2174.94	716.46
2175.04	717.545	2175.04	716.45
2175.14	717.536	2175.14	716.441
2175.24	717.53	2175.24	716.431
2175.34	717.526	2175.34	716.421
2175.44	717.516	2175.44	716.411
2175.54	717.504	2175.54	716.401
2175.64	717.495	2175.64	716.391
2175.74	717.485	2175.74	716.381
2175.84	717.475	2175.84	716.372
2175.94	717.465	2175.94	716.362
2176.04	717.455	2176.04	716.352
2176.14	717.446	2176.14	716.342
2176.24	717.44	2176.24	716.332
2176.34	717.434	2176.34	716.323
2176.44	717.424	2176.44	716.313
2176.54	717.414	2176.54	716.303
2176.64	717.405	2176.64	716.293
2176.74	717.395	2176.74	716.283
2176.84	717.385	2176.84	716.273
2176.94	717.379	2176.94	716.264
2177.04	717.375	2177.04	716.254
2177.14	717.364	2177.14	716.244
2177.24	717.354	2177.24	716.234
2177.34	717.344	2177.34	716.224
2177.44	717.334	2177.44	716.214
2177.54	717.325	2177.54	716.205
2177.64	717.315	2177.64	716.195
2177.74	717.305	2177.74	716.185
2177.84	717.3	2177.84	716.175
2177.94	717.297	2177.94	716.165
2178.04	717.286	2178.04	716.156
2178.14	717.276	2178.14	716.146
2178.24	717.266	2178.24	716.136
2178.34	717.256	2178.34	716.126
2178.44	717.246	2178.44	716.116
2178.54	717.237	2178.54	716.106
2178.64	717.227	2178.64	716.097
2178.74	717.217	2178.74	716.087
2178.84	717.209	2178.84	716.077
2178.94	717.205	2178.94	716.067
2179.04	717.196	2179.04	716.057
2179.14	717.186	2179.14	716.048
2179.24	717.166	2179.24	716.038
2179.34	717.157	2179.34	716.028
2179.44	717.147	2179.44	716.018
2179.54	717.135	2179.54	716.008
2179.64	717.129	2179.64	715.999
2179.74	717.125	2179.74	715.989
2179.84	717.116	2179.84	715.979
2179.94	717.106	2179.94	715.969
2180.04	717.096	2180.04	715.959
2180.14	717.086	2180.14	715.95
2180.24	717.077	2180.24	715.94
2180.34	717.071	2180.34	715.93
2180.44	717.065	2180.44	715.92
2180.54	717.055	2180.54	715.91
2180.64	717.045	2180.64	715.901
2180.74	717.036	2180.74	715.891
2180.84	717.026	2180.84	715.881
2180.94	717.016	2180.94	715.871
2181.04	717.01	2181.04	715.861
2181.14	717.006	2181.14	715.852
2181.24	716.995	2181.24	715.842
2181.34	716.985	2181.34	715.832
2181.44	716.975	2181.44	715.822
2181.54	716.965	2181.54	715.813
2181.64	716.955	2181.64	715.803
2181.74	716.946	2181.74	715.793
2181.84	716.936	2181.84	715.783
2181.94	716.93	2181.94	715.773
2182.04	716.924	2182.04	715.764
2182.14	716.914	2182.14	715.754
2182.24	716.905	2182.24	715.744
2182.34	716.885	2182.34	715.734
2182.44	716.875	2182.44	715.725
2182.54	716.866	2182.54	715.715
2182.64	716.856	2182.64	715.705
2182.74	716.85	2182.74	715.695
2182.84	716.844	2182.84	715.685
2182.94	716.834	2182.94	715.676
2183.04	716.815	2183.04	715.666
2183.14	716.805	2183.14	715.656
2183.24	716.795	2183.24	715.646
2183.34	716.786	2183.34	715.637
2183.44	716.78	2183.44	715.627
2183.54	716.774	2183.54	715.617
2183.64	716.764	2183.64	715.607
2183.74	716.754	2183.74	715.598
2183.84	716.745	2183.84	715.588
2183.94	716.735	2183.94	715.578
2184.04	716.715	2184.04	715.568
2184.14	716.705	2184.14	715.559
2184.24	716.698	2184.24	715.549
2184.34	716.696	2184.34	715.539
2184.44	716.686	2184.44	715.529
2184.54	716.676	2184.54	715.52
2184.64	716.666	2184.64	715.51
2184.74	716.657	2184.74	715.5
2184.84	716.651	2184.84	715.49
2184.94	716.647	2184.94	715.481
2185.04	716.637	2185.04	715.471
2185.14	716.625	2185.14	715.461
2185.24	716.616	2185.24	715.451
2185.34	716.606	2185.34	715.442
2185.44	716.596	2185.44	715.432
2185.54	716.577	2185.54	715.422
2185.64	716.567	2185.64	715.412
2185.74	716.557	2185.74	715.403
2185.84	716.549	2185.84	715.393
2185.94	716.545	2185.94	715.383
2186.04	716.536	2186.04	715.373
2186.14	716.526	2186.14	715.364
2186.24	716.516	2186.24	715.354
2186.34	716.506	2186.34	715.344
2186.44	716.496	2186.44	715.334
2186.54	716.487	2186.54	715.325
2186.64	716.475	2186.64	715.315
2186.74	716.469	2186.74	715.305
2186.84	716.465	2186.84	715.296
2186.94	716.455	2186.94	715.286
2187.04	716.446	2187.04	715.276
2187.14	716.436	2187.14	715.266
2187.24	716.426	2187.24	715.257
2187.34	716.416	2187.34	715.247
2187.44	716.407	2187.44	715.237
2187.54	716.395	2187.54	715.227
2187.64	716.389	2187.64	715.218
2187.74	716.385	2187.74	715.208
2187.84	716.375	2187.84	715.198
2187.94	716.366	2187.94	715.189
2188.04	716.356	2188.04	715.179
2188.14	716.346	2188.14	715.169
2188.24	716.336	2188.24	715.159
2188.34	716.325	2188.34	715.15
2188.44	716.315	2188.44	715.14
2188.54	716.305	2188.54	715.13
2188.64	716.295	2188.64	715.121
2188.74	716.289	2188.74	715.111
2188.84	716.286	2188.84	715.101
2188.94	716.276	2188.94	715.091
2189.04	716.266	2189.04	715.082
2189.14	716.254	2189.14	715.072
2189.24	716.245	2189.24	715.062
2189.34	716.235	2189.34	715.053
2189.44	716.225	2189.44	715.043
2189.54	716.215	2189.54	715.033
2189.64	716.205	2189.64	715.023
2189.74	716.196	2189.74	715.014
2189.84	716.186	2189.84	715.004
2189.94	716.176	2189.94	714.994
2190.04	716.168	2190.04	714.985
2190.14	716.164	2190.14	714.975
2190.24	716.164	2190.24	714.965
2190.34	716.155	2190.34	714.956
2190.44	716.145	2190.44	714.946
2190.54	716.135	2190.54	714.936
2190.64	716.125	2190.64	714.926
2190.74	716.116	2190.74	714.917
2190.84	716.106	2190.84	714.907
2190.94	716.098	2190.94	714.897
2191.04	716.094	2191.04	714.888
2191.14	716.084	2191.14	714.878
2191.24	716.075	2191.24	714.868
2191.34	716.065	2191.34	714.859
2191.44	716.055	2191.44	714.849
2191.54	716.045	2191.54	714.839
2191.64	716.036	2191.64	714.83
2191.74	716.024	2191.74	714.82
2191.84	716.014	2191.84	714.81
2191.94	716.004	2191.94	714.801
2192.04	715.995	2192.04	714.791
2192.14	715.985	2192.14	714.781
2192.24	715.975	2192.24	714.771
2192.34	715.965	2192.34	714.762
2192.44	715.955	2192.44	714.752
2192.54	715.946	2192.54	714.742
2192.64	715.934	2192.64	714.733
2192.74	715.924	2192.74	714.723
2192.84	715.914	2192.84	714.713
2192.94	715.919	2192.94	714.704
2193.04	715.916	2193.04	714.694
2193.14	715.907	2193.14	714.684
2193.24	715.897	2193.24	714.675
2193.34	715.887	2193.34	714.665
2193.44	715.877	2193.44	714.655
2193.54	715.866	2193.54	714.646
2193.64	715.856	2193.64	714.636
2193.74	715.846	2193.74	714.626
2193.84	715.836	2193.84	714.617
2193.94	715.827	2193.94	714.607
2194.04	715.817	2194.04	714.597
2194.14	715.807	2194.14	714.588
2194.24	715.797	2194.24	714.578
2194.34	715.786	2194.34	714.568
2194.44	715.786	2194.44	714.559
2194.54	715.776	2194.54	714.549
2194.64	715.77	2194.64	714.539
2194.74	715.766	2194.74	714.53
2194.84	715.756	2194.84	714.52
2194.94	715.746	2194.94	714.511
2195.04	715.737	2195.04	714.501
2195.14	715.727	2195.14	714.491
2195.24	715.717	2195.24	714.482
2195.34	715.705	2195.34	714.472
2195.44	715.696	2195.44	714.462
2195.54	715.686	2195.54	714.453
2195.64	715.69	2195.64	714.443
2195.74	715.686	2195.74	714.433
2195.84	715.676	2195.84	714.424
2195.94	715.666	2195.94	714.414
2196.04	715.657	2196.04	714.404
2196.14	715.647	2196.14	714.395
2196.24	715.635	2196.24	714.385
2196.34	715.625	2196.34	714.375
2196.44	715.616	2196.44	714.366
2196.54	715.61	2196.54	714.356
2196.64	715.616	2196.64	714.347
2196.74	715.606	2196.74	714.337
2196.84	715.596	2196.84	714.327
2196.94	715.586	2196.94	714.318
2197.04	715.577	2197.04	714.308
2197.14	715.565	2197.14	714.298
2197.24	715.555	2197.24	714.289
2197.34	715.545	2197.34	714.279
2197.44	715.536	2197.44	714.27
2197.54	715.526	2197.54	714.26
2197.64	715.516	2197.64	714.25
2197.74	715.506	2197.74	714.241
2197.84	715.5	2197.84	714.231
2197.94	715.496	2197.94	714.221
2198.04	715.485	2198.04	714.212
2198.14	715.475	2198.14	714.202
2198.24	715.465	2198.24	714.193
2198.34	715.455	2198.34	714.183
2198.44	715.446	2198.44	714.173
2198.54	715.446	2198.54	714.164
2198.64	715.44	2198.64	714.154
2198.74	715.436	2198.74	714.144
2198.84	715.426	2198.84	714.135
2198.94	715.414	2198.94	714.125
2199.04	715.405	2199.04	714.116
2199.14	715.395	2199.14	714.106
2199.24	715.385	2199.24	714.096
2199.34	715.375	2199.34	714.087
2199.44	715.366	2199.44	714.077
2199.54	715.356	2199.54	714.068
2199.64	715.346	2199.64	714.058
2199.74	715.334	2199.74	714.048
2199.84	715.325	2199.84	714.039
2199.94	715.319	2199.94	714.029
2200.04	715.315	2200.04	714.02
2200.14	715.305	2200.14	714.01
2200.24	715.295	2200.24	714
2200.34	715.286	2200.34	713.991
2200.44	715.276	2200.44	713.981
2200.54	715.266	2200.54	713.972
2200.64	715.254	2200.64	713.962
2200.74	715.245	2200.74	713.952
2200.84	715.245	2200.84	713.943
2200.94	715.235	2200.94	713.933
2201.04	715.225	2201.04	713.924
2201.14	715.219	2201.14	713.914
2201.24	715.215	2201.24	713.904
2201.34	715.205	2201.34	713.895
2201.44	715.196	2201.44	713.885
2201.54	715.184	2201.54	713.876
2201.64	715.174	2201.64	713.866
2201.74	715.164	2201.74	713.856
2201.84	715.155	2201.84	713.847
2201.94	715.145	2201.94	713.837
2202.04	715.135	2202.04	713.828
2202.14	715.125	2202.14	713.818
2202.24	715.116	2202.24	713.808
2202.34	715.104	2202.34	713.799
2202.44	715.094	2202.44	713.789
2202.54	715.084	2202.54	713.78
2202.64	715.075	2202.64	713.77
2202.74	715.065	2202.74	713.761
2202.84	715.059	2202.84	713.751
2202.94	715.055	2202.94	713.741
2203.04	715.045	2203.04	713.732
2203.14	715.036	2203.14	713.722
2203.24	715.036	2203.24	713.713
2203.34	715.014	2203.34	713.703
2203.44	715.004	2203.44	713.694
2203.54	715.004	2203.54	713.684
2203.64	714.995	2203.64	713.674
2203.74	714.985	2203.74	713.665
2203.84	714.965	2203.84	713.655
2203.94	714.955	2203.94	713.646
2204.04	714.955	2204.04	713.636
2204.14	714.944	2204.14	713.627
2204.24	714.939	2204.24	713.617
2204.34	714.936	2204.34	713.607
2204.44	714.926	2204.44	713.598
2204.54	714.916	2204.54	713.588
2204.64	714.907	2204.64	713.579
2204.74	714.897	2204.74	713.569
2204.84	714.891	2204.84	713.56
2204.94	714.885	2204.94	713.55
2205.04	714.875	2205.04	713.541
2205.14	714.866	2205.14	713.531
2205.24	714.856	2205.24	713.521
2205.34	714.846	2205.34	713.512
2205.44	714.836	2205.44	713.502
2205.54	714.827	2205.54	713.493
2205.64	714.821	2205.64	713.483
2205.74	714.817	2205.74	713.474
2205.84	714.805	2205.84	713.464
2205.94	714.795	2205.94	713.455
2206.04	714.776	2206.04	713.445
2206.14	714.766	2206.14	713.435
2206.24	714.756	2206.24	713.426
2206.34	714.746	2206.34	713.416
2206.44	714.737	2206.44	713.407
2206.54	714.741	2206.54	713.397
2206.64	714.725	2206.64	713.388
2206.74	714.725	2206.74	713.378
2206.84	714.715	2206.84	713.369
2206.94	714.705	2206.94	713.359
2207.04	714.686	2207.04	713.35
2207.14	714.676	2207.14	713.34
2207.24	714.666	2207.24	713.33
2207.34	714.655	2207.34	713.321
2207.44	714.649	2207.44	713.311
2207.54	714.645	2207.54	713.302
2207.64	714.645	2207.64	713.292
2207.74	714.635	2207.74	713.283
2207.84	714.625	2207.84	713.273
2207.94	714.606	2207.94	713.264
2208.04	714.596	2208.04	713.254
2208.14	714.596	2208.14	713.245
2208.24	714.586	2208.24	713.235
2208.34	714.575	2208.34	713.226
2208.44	714.569	2208.44	713.216
2208.54	714.565	2208.54	713.207
2208.64	714.555	2208.64	713.197
2208.74	714.545	2208.74	713.188
2208.84	714.536	2208.84	713.178
2208.94	714.526	2208.94	713.169
2209.04	714.516	2209.04	713.159
2209.14	714.504	2209.14	713.149
2209.24	714.495	2209.24	713.14
2209.34	714.485	2209.34	713.13
2209.44	714.475	2209.44	713.121
2209.54	714.469	2209.54	713.111
2209.64	714.465	2209.64	713.102
2209.74	714.455	2209.74	713.092
2209.84	714.446	2209.84	713.083
2209.94	714.434	2209.94	713.073
2210.04	714.434	2210.04	713.064
2210.14	714.424	2210.14	713.054
2210.24	714.414	2210.24	713.045
2210.34	714.405	2210.34	713.035
2210.44	714.389	2210.44	713.026
2210.54	714.395	2210.54	713.016
2210.64	714.385	2210.64	713.007
2210.74	714.375	2210.74	712.997
2210.84	714.366	2210.84	712.988
2210.94	714.354	2210.94	712.978
2211.04	714.344	2211.04	712.969
2211.14	714.334	2211.14	712.959
2211.24	714.325	2211.24	712.95
2211.34	714.315	2211.34	712.94
2211.44	714.305	2211.44	712.931
2211.54	714.295	2211.54	712.921
2211.64	714.286	2211.64	712.912
2211.74	714.274	2211.74	712.902
2211.84	714.269	2211.84	712.893
2211.94	714.266	2211.94	712.883
2212.04	714.256	2212.04	712.874
2212.14	714.246	2212.14	712.864
2212.24	714.237	2212.24	712.855
2212.34	714.227	2212.34	712.845
2212.44	714.217	2212.44	712.836
2212.54	714.205	2212.54	712.826
2212.64	714.2	2212.64	712.817
2212.74	714.196	2212.74	712.807
2212.84	714.186	2212.84	712.798
2212.94	714.176	2212.94	712.788
2213.04	714.166	2213.04	712.779
2213.14	714.157	2213.14	712.77
2213.24	714.147	2213.24	712.76
2213.34	714.137	2213.34	712.751
2213.44	714.125	2213.44	712.741
2213.54	714.116	2213.54	712.732
2213.64	714.11	2213.64	712.722
2213.74	714.106	2213.74	712.713
2213.84	714.096	2213.84	712.703
2213.94	714.086	2213.94	712.694
2214.04	714.077	2214.04	712.684
2214.14	714.067	2214.14	712.675
2214.24	714.055	2214.24	712.665
2214.34	714.045	2214.34	712.656
2214.44	714.039	2214.44	712.646
2214.54	714.036	2214.54	712.637
2214.64	714.026	2214.64	712.627
2214.74	714.016	2214.74	712.618
2214.84	714.006	2214.84	712.609
2214.94	713.996	2214.94	712.599
2215.04	713.985	2215.04	712.59
2215.14	713.975	2215.14	712.58
2215.24	713.969	2215.24	712.571
2215.34	713.965	2215.34	712.561
2215.44	713.955	2215.44	712.552
2215.54	713.946	2215.54	712.542
2215.64	713.936	2215.64	712.533
2215.74	713.926	2215.74	712.523
2215.84	713.916	2215.84	712.514
2215.94	713.916	2215.94	712.504
2216.04	713.905	2216.04	712.495
2216.14	713.895	2216.14	712.486
2216.24	713.889	2216.24	712.476
2216.34	713.885	2216.34	712.467
2216.44	713.875	2216.44	712.457
2216.54	713.866	2216.54	712.448
2216.64	713.856	2216.64	712.438
2216.74	713.846	2216.74	712.429
2216.84	713.834	2216.84	712.419
2216.94	713.828	2216.94	712.41
2217.04	713.825	2217.04	712.401
2217.14	713.815	2217.14	712.391
2217.24	713.805	2217.24	712.382
2217.34	713.795	2217.34	712.372
2217.44	713.786	2217.44	712.363
2217.54	713.776	2217.54	712.353
2217.64	713.764	2217.64	712.344
2217.74	713.754	2217.74	712.334
2217.84	713.745	2217.84	712.325
2217.94	713.739	2217.94	712.316
2218.04	713.735	2218.04	712.306
2218.14	713.725	2218.14	712.297
2218.24	713.715	2218.24	712.287
2218.34	713.705	2218.34	712.278
2218.44	713.696	2218.44	712.268
2218.54	713.684	2218.54	712.259
2218.64	713.674	2218.64	712.25
2218.74	713.664	2218.74	712.24
2218.84	713.659	2218.84	712.231
2218.94	713.657	2218.94	712.221
2219.04	713.647	2219.04	712.212
2219.14	713.637	2219.14	712.202
2219.24	713.627	2219.24	712.193
2219.34	713.616	2219.34	712.184
2219.44	713.606	2219.44	712.174
2219.54	713.596	2219.54	712.165
2219.64	713.596	2219.64	712.155
2219.74	713.586	2219.74	712.146
2219.84	713.577	2219.84	712.136
2219.94	713.567	2219.94	712.127
2220.04	713.561	2220.04	712.118
2220.14	713.557	2220.14	712.108
2220.24	713.545	2220.24	712.099
2220.34	713.536	2220.34	712.089
2220.44	713.526	2220.44	712.08
2220.54	713.516	2220.54	712.071
2220.64	713.506	2220.64	712.061
2220.74	713.496	2220.74	712.052
2220.84	713.487	2220.84	712.042
2220.94	713.477	2220.94	712.033
2221.04	713.471	2221.04	712.024
2221.14	713.465	2221.14	712.014
2221.24	713.455	2221.24	712.005
2221.34	713.446	2221.34	711.995
2221.44	713.436	2221.44	711.986
2221.54	713.426	2221.54	711.976
2221.64	713.416	2221.64	711.967
2221.74	713.411	2221.74	711.958
2221.84	713.407	2221.84	711.948
2221.94	713.395	2221.94	711.939
2222.04	713.385	2222.04	711.929
2222.14	713.375	2222.14	711.92
