Cycle: 8  C15N146A_X	Cycle: 8  C15N146A_Y	Fitted Cycle: 8  C15N146A_X	Fitted Cycle: 8  C15N146A_Y
1732.94	20.2219	1732.94	23.9105
1733.04	20.2161	1733.04	23.896
1733.14	20.2122	1733.14	23.8814
1733.24	20.2063	1733.24	23.8669
1733.34	20.2004	1733.34	23.8524
1733.44	20.1848	1733.44	23.8379
1733.54	20.1809	1733.54	23.8234
1733.64	20.175	1733.64	23.8088
1733.74	20.1711	1733.74	23.7944
1733.84	20.1614	1733.84	23.7798
1733.94	20.1438	1733.94	23.7654
1734.04	20.1438	1734.04	23.7509
1734.14	20.1399	1734.14	23.7364
1734.24	20.1301	1734.24	23.7219
1734.34	20.125	1734.34	23.7075
1734.44	20.1223	1734.44	23.693
1734.54	20.1165	1734.54	23.6786
1734.64	20.1028	1734.64	23.6641
1734.74	20.0911	1734.74	23.6497
1734.84	20.0852	1734.84	23.6352
1734.94	20.0813	1734.94	23.6208
1735.04	20.0754	1735.04	23.6064
1735.14	20.0715	1735.14	23.592
1735.24	20.0559	1735.24	23.5776
1735.34	20.052	1735.34	23.5632
1735.44	20.0403	1735.44	23.5488
1735.54	20.0344	1735.54	23.5344
1735.64	20.0305	1735.64	23.52
1735.74	20.0208	1735.74	23.5056
1735.84	20.0051	1735.84	23.4912
1735.94	20.0012	1735.94	23.4769
1736.04	19.9954	1736.04	23.4625
1736.14	19.9895	1736.14	23.4482
1736.24	19.9836	1736.24	23.4338
1736.34	19.9797	1736.34	23.4194
1736.44	19.9602	1736.44	23.4051
1736.54	19.9551	1736.54	23.3908
1736.64	19.9524	1736.64	23.3765
1736.74	19.9465	1736.74	23.3621
1736.84	19.9426	1736.84	23.3478
1736.94	19.9309	1736.94	23.3335
1737.04	19.9153	1737.04	23.3192
1737.14	19.9114	1737.14	23.3049
1737.24	19.9055	1737.24	23.2906
1737.34	19.9016	1737.34	23.2763
1737.44	19.8958	1737.44	23.2621
1737.54	19.8918	1737.54	23.2478
1737.64	19.8704	1737.64	23.2335
1737.74	19.8645	1737.74	23.2193
1737.84	19.8606	1737.84	23.205
1737.94	19.8547	1737.94	23.1908
1738.04	19.8508	1738.04	23.1765
1738.14	19.8352	1738.14	23.1623
1738.24	19.8293	1738.24	23.1481
1738.34	19.8196	1738.34	23.1338
1738.44	19.8098	1738.44	23.1196
1738.54	19.8047	1738.54	23.1054
1738.64	19.802	1738.64	23.0912
1738.74	19.7961	1738.74	23.077
1738.84	19.7922	1738.84	23.0628
1738.94	19.7825	1738.94	23.0486
1739.04	19.7766	1739.04	23.0344
1739.14	19.761	1739.14	23.0203
1739.24	19.7551	1739.24	23.0061
1739.34	19.7512	1739.34	22.9919
1739.44	19.7454	1739.44	22.9778
1739.54	19.7317	1739.54	22.9636
1739.64	19.7258	1739.64	22.9495
1739.74	19.72	1739.74	22.9353
1739.84	19.7141	1739.84	22.9212
1739.94	19.7141	1739.94	22.907
1740.04	19.7102	1740.04	22.8929
1740.14	19.6907	1740.14	22.8788
1740.24	19.6855	1740.24	22.8647
1740.34	19.6829	1740.34	22.8506
1740.44	19.6711	1740.44	22.8365
1740.54	19.6653	1740.54	22.8224
1740.64	19.6614	1740.64	22.8083
1740.74	19.6458	1740.74	22.7942
1740.84	19.6418	1740.84	22.7801
1740.94	19.636	1740.94	22.7661
1741.04	19.6321	1741.04	22.752
1741.14	19.6262	1741.14	22.7379
1741.24	19.6204	1741.24	22.7239
1741.34	19.6008	1741.34	22.7098
1741.44	19.595	1741.44	22.6958
1741.54	19.5911	1741.54	22.6818
1741.64	19.5852	1741.64	22.6677
1741.74	19.5813	1741.74	22.6537
1741.84	19.5754	1741.84	22.6397
1741.94	19.5696	1741.94	22.6257
1742.04	19.5637	1742.04	22.6117
1742.14	19.55	1742.14	22.5977
1742.24	19.5403	1742.24	22.5837
1742.34	19.5352	1742.34	22.5697
1742.44	19.5325	1742.44	22.5557
1742.54	19.5266	1742.54	22.5417
1742.64	19.5208	1742.64	22.5277
1742.74	19.511	1742.74	22.5138
1742.84	19.4954	1742.84	22.4998
1742.94	19.4915	1742.94	22.4858
1743.04	19.4856	1743.04	22.4719
1743.14	19.4817	1743.14	22.458
1743.24	19.4758	1743.24	22.444
1743.34	19.4719	1743.34	22.4301
1743.44	19.4602	1743.44	22.4161
1743.54	19.4543	1743.54	22.4022
1743.64	19.4504	1743.64	22.3883
1743.74	19.4446	1743.74	22.3744
1743.84	19.4309	1743.84	22.3605
1743.94	19.425	1743.94	22.3466
1744.04	19.4211	1744.04	22.3327
1744.14	19.4141	1744.14	22.3188
1744.24	19.4114	1744.24	22.3049
1744.34	19.4016	1744.34	22.2911
1744.44	19.3958	1744.44	22.2772
1744.54	19.3821	1744.54	22.2633
1744.64	19.3762	1744.64	22.2495
1744.74	19.3723	1744.74	22.2356
1744.84	19.3645	1744.84	22.2218
1744.94	19.3606	1744.94	22.2079
1745.04	19.3508	1745.04	22.1941
1745.14	19.3352	1745.14	22.1803
1745.24	19.3313	1745.24	22.1664
1745.34	19.3254	1745.34	22.1526
1745.44	19.3215	1745.44	22.1388
1745.54	19.3157	1745.54	22.125
1745.64	19.3098	1745.64	22.1112
1745.74	19.304	1745.74	22.0974
1745.84	19.3	1745.84	22.0836
1745.94	19.2805	1745.94	22.0698
1746.04	19.2754	1746.04	22.056
1746.14	19.2727	1746.14	22.0423
1746.24	19.2668	1746.24	22.0285
1746.34	19.261	1746.34	22.0147
1746.44	19.2454	1746.44	22.001
1746.54	19.2415	1746.54	21.9872
1746.64	19.2317	1746.64	21.9735
1746.74	19.2258	1746.74	21.9597
1746.84	19.2219	1746.84	21.946
1746.94	19.2161	1746.94	21.9323
1747.04	19.2102	1747.04	21.9186
1747.14	19.1907	1747.14	21.9048
1747.24	19.1848	1747.24	21.8911
1747.34	19.1809	1747.34	21.8774
1747.44	19.175	1747.44	21.8637
1747.54	19.1711	1747.54	21.85
1747.64	19.1653	1747.64	21.8363
1747.74	19.1614	1747.74	21.8227
1747.84	19.1438	1747.84	21.809
1747.94	19.1399	1747.94	21.7953
1748.04	19.1301	1748.04	21.7816
1748.14	19.125	1748.14	21.768
1748.24	19.1223	1748.24	21.7543
1748.34	19.1125	1748.34	21.7407
1748.44	19.1067	1748.44	21.727
1748.54	19.1008	1748.54	21.7134
1748.64	19.095	1748.64	21.6997
1748.74	19.0813	1748.74	21.6861
1748.84	19.0715	1748.84	21.6725
1748.94	19.0657	1748.94	21.6589
1749.04	19.0618	1749.04	21.6453
1749.14	19.0559	1749.14	21.6317
1749.24	19.05	1749.24	21.6181
1749.34	19.0403	1749.34	21.6045
1749.44	19.0344	1749.44	21.5909
1749.54	19.0305	1749.54	21.5773
1749.64	19.0247	1749.64	21.5637
1749.74	19.011	1749.74	21.5501
1749.84	19.0012	1749.84	21.5366
1749.94	18.9954	1749.94	21.523
1750.04	18.9895	1750.04	21.5095
1750.14	18.9797	1750.14	21.4959
1750.24	18.9746	1750.24	21.4824
1750.34	18.9719	1750.34	21.4688
1750.44	18.9661	1750.44	21.4553
1750.54	18.9622	1750.54	21.4418
1750.64	18.9563	1750.64	21.4282
1750.74	18.9524	1750.74	21.4147
1750.84	18.9407	1750.84	21.4012
1750.94	18.9348	1750.94	21.3877
1751.04	18.9211	1751.04	21.3742
1751.14	18.9153	1751.14	21.3607
1751.24	18.9114	1751.24	21.3472
1751.34	18.9016	1751.34	21.3337
1751.44	18.8958	1751.44	21.3202
1751.54	18.8899	1751.54	21.3068
1751.64	18.884	1751.64	21.2933
1751.74	18.8801	1751.74	21.2798
1751.84	18.8704	1751.84	21.2664
1751.94	18.8547	1751.94	21.2529
1752.04	18.8508	1752.04	21.2395
1752.14	18.8457	1752.14	21.226
1752.24	18.843	1752.24	21.2126
1752.34	18.8313	1752.34	21.1992
1752.44	18.8215	1752.44	21.1857
1752.54	18.8157	1752.54	21.1723
1752.64	18.8118	1752.64	21.1589
1752.74	18.8059	1752.74	21.1455
1752.84	18.802	1752.84	21.1321
1752.94	18.7825	1752.94	21.1187
1753.04	18.7747	1753.04	21.1053
1753.14	18.7708	1753.14	21.0919
1753.24	18.7649	1753.24	21.0786
1753.34	18.761	1753.34	21.0652
1753.44	18.7512	1753.44	21.0518
1753.54	18.7454	1753.54	21.0384
1753.64	18.7317	1753.64	21.0251
1753.74	18.7239	1753.74	21.0117
1753.84	18.72	1753.84	20.9984
1753.94	18.7141	1753.94	20.985
1754.04	18.7102	1754.04	20.9717
1754.14	18.7043	1754.14	20.9584
1754.24	18.7004	1754.24	20.945
1754.34	18.6907	1754.34	20.9317
1754.44	18.6758	1754.44	20.9184
1754.54	18.6711	1754.54	20.9051
1754.64	18.6653	1754.64	20.8918
1754.74	18.6614	1754.74	20.8785
1754.84	18.6516	1754.84	20.8652
1754.94	18.6458	1754.94	20.8519
1755.04	18.6418	1755.04	20.8386
1755.14	18.636	1755.14	20.8253
1755.24	18.6321	1755.24	20.8121
1755.34	18.6204	1755.34	20.7988
1755.44	18.6145	1755.44	20.7855
1755.54	18.6106	1755.54	20.7723
1755.64	18.6047	1755.64	20.759
1755.74	18.5911	1755.74	20.7458
1755.84	18.5813	1755.84	20.7325
1755.94	18.5754	1755.94	20.7193
1756.04	18.5696	1756.04	20.7061
1756.14	18.5598	1756.14	20.6928
1756.24	18.554	1756.24	20.6796
1756.34	18.55	1756.34	20.6664
1756.44	18.5403	1756.44	20.6532
1756.54	18.5352	1756.54	20.64
1756.64	18.5325	1756.64	20.6268
1756.74	18.5266	1756.74	20.6136
1756.84	18.5227	1756.84	20.6004
1756.94	18.511	1756.94	20.5872
1757.04	18.5051	1757.04	20.574
1757.14	18.5012	1757.14	20.5609
1757.24	18.4915	1757.24	20.5477
1757.34	18.4856	1757.34	20.5345
1757.44	18.4817	1757.44	20.5214
1757.54	18.4758	1757.54	20.5082
1757.64	18.4719	1757.64	20.4951
1757.74	18.4602	1757.74	20.4819
1757.84	18.4543	1757.84	20.4688
1757.94	18.4407	1757.94	20.4557
1758.04	18.4348	1758.04	20.4425
1758.14	18.4309	1758.14	20.4294
1758.24	18.4211	1758.24	20.4163
1758.34	18.4153	1758.34	20.4032
1758.44	18.4094	1758.44	20.3901
1758.54	18.4043	1758.54	20.377
1758.64	18.4016	1758.64	20.3639
1758.74	18.3918	1758.74	20.3508
1758.84	18.386	1758.84	20.3377
1758.94	18.3821	1758.94	20.3247
1759.04	18.3723	1759.04	20.3116
1759.14	18.3665	1759.14	20.2985
1759.24	18.3625	1759.24	20.2855
1759.34	18.3508	1759.34	20.2724
1759.44	18.3313	1759.44	20.2593
1759.54	18.3254	1759.54	20.2463
1759.64	18.3215	1759.64	20.2333
1759.74	18.3157	1759.74	20.2202
1759.84	18.3118	1759.84	20.2072
1759.94	18.302	1759.94	20.1942
1760.04	18.2942	1760.04	20.1811
1760.14	18.2903	1760.14	20.1681
1760.24	18.2747	1760.24	20.1551
1760.34	18.2708	1760.34	20.1421
1760.44	18.2649	1760.44	20.1291
1760.54	18.261	1760.54	20.1161
1760.64	18.2512	1760.64	20.1031
1760.74	18.2434	1760.74	20.0902
1760.84	18.2395	1760.84	20.0772
1760.94	18.2297	1760.94	20.0642
1761.04	18.2246	1761.04	20.0512
1761.14	18.2219	1761.14	20.0383
1761.24	18.2122	1761.24	20.0253
1761.34	18.2063	1761.34	20.0123
1761.44	18.2024	1761.44	19.9994
1761.54	18.1926	1761.54	19.9865
1761.64	18.1848	1761.64	19.9735
1761.74	18.1809	1761.74	19.9606
1761.84	18.175	1761.84	19.9477
1761.94	18.1711	1761.94	19.9347
1762.04	18.1614	1762.04	19.9218
1762.14	18.1555	1762.14	19.9089
1762.24	18.1516	1762.24	19.896
1762.34	18.1418	1762.34	19.8831
1762.44	18.134	1762.44	19.8702
1762.54	18.1301	1762.54	19.8573
1762.64	18.1204	1762.64	19.8444
1762.74	18.1145	1762.74	19.8316
1762.84	18.1106	1762.84	19.8187
1762.94	18.1008	1762.94	19.8058
1763.04	18.095	1763.04	19.7929
1763.14	18.0911	1763.14	19.7801
1763.24	18.0793	1763.24	19.7672
1763.34	18.0696	1763.34	19.7544
1763.44	18.0598	1763.44	19.7415
1763.54	18.0547	1763.54	19.7287
1763.64	18.0422	1763.64	19.7159
1763.74	18.0325	1763.74	19.703
1763.84	18.0266	1763.84	19.6902
1763.94	18.0227	1763.94	19.6774
1764.04	18.0149	1764.04	19.6646
1764.14	18.0208	1764.14	19.6518
1764.24	18.011	1764.24	19.639
1764.34	18.0051	1764.34	19.6261
1764.44	18.0012	1764.44	19.6134
1764.54	17.9954	1764.54	19.6006
1764.64	17.9915	1764.64	19.5878
1764.74	17.9817	1764.74	19.575
1764.84	17.9758	1764.84	19.5622
1764.94	17.97	1764.94	19.5495
1765.04	17.9602	1765.04	19.5367
1765.14	17.9543	1765.14	19.5239
1765.24	17.9504	1765.24	19.5112
1765.34	17.9446	1765.34	19.4984
1765.44	17.9407	1765.44	19.4857
1765.54	17.9211	1765.54	19.473
1765.64	17.9141	1765.64	19.4602
1765.74	17.9114	1765.74	19.4475
1765.84	17.9016	1765.84	19.4348
1765.94	17.8958	1765.94	19.422
1766.04	17.8918	1766.04	19.4093
1766.14	17.8821	1766.14	19.3966
1766.24	17.8762	1766.24	19.3839
1766.34	17.8723	1766.34	19.3712
1766.44	17.8665	1766.44	19.3585
1766.54	17.8606	1766.54	19.3458
1766.64	17.8508	1766.64	19.3332
1766.74	17.845	1766.74	19.3205
1766.84	17.8411	1766.84	19.3078
1766.94	17.8313	1766.94	19.2951
1767.04	17.8254	1767.04	19.2825
1767.14	17.8215	1767.14	19.2698
1767.24	17.8157	1767.24	19.2572
1767.34	17.8215	1767.34	19.2445
1767.44	17.8098	1767.44	19.2319
1767.54	17.804	1767.54	19.2192
1767.64	17.8	1767.64	19.2066
1767.74	17.7942	1767.74	19.194
1767.84	17.7903	1767.84	19.1813
1767.94	17.7805	1767.94	19.1687
1768.04	17.7754	1768.04	19.1561
1768.14	17.7727	1768.14	19.1435
1768.24	17.761	1768.24	19.1309
1768.34	17.7551	1768.34	19.1183
1768.44	17.7512	1768.44	19.1057
1768.54	17.7415	1768.54	19.0931
1768.64	17.7356	1768.64	19.0805
1768.74	17.7317	1768.74	19.068
1768.84	17.7258	1768.84	19.0554
1768.94	17.7219	1768.94	19.0428
1769.04	17.7122	1769.04	19.0303
1769.14	17.7043	1769.14	19.0177
1769.24	17.7004	1769.24	19.0052
1769.34	17.6946	1769.34	18.9926
1769.44	17.6907	1769.44	18.98
1769.54	17.6809	1769.54	18.9675
1769.64	17.675	1769.64	18.955
1769.74	17.6711	1769.74	18.9425
1769.84	17.6614	1769.84	18.9299
1769.94	17.6536	1769.94	18.9174
1770.04	17.6497	1770.04	18.9049
1770.14	17.6399	1770.14	18.8924
1770.24	17.6348	1770.24	18.8799
1770.34	17.6321	1770.34	18.8674
1770.44	17.6262	1770.44	18.8549
1770.54	17.6223	1770.54	18.8424
1770.64	17.6165	1770.64	18.8299
1770.74	17.6106	1770.74	18.8174
1770.84	17.6047	1770.84	18.8049
1770.94	17.6008	1770.94	18.7925
1771.04	17.595	1771.04	18.78
1771.14	17.5911	1771.14	18.7676
1771.24	17.5813	1771.24	18.7551
1771.34	17.5754	1771.34	18.7426
1771.44	17.5715	1771.44	18.7302
1771.54	17.5657	1771.54	18.7178
1771.64	17.5598	1771.64	18.7053
1771.74	17.55	1771.74	18.6929
1771.84	17.5442	1771.84	18.6805
1771.94	17.5403	1771.94	18.668
1772.04	17.5352	1772.04	18.6556
1772.14	17.5325	1772.14	18.6432
1772.24	17.5227	1772.24	18.6308
1772.34	17.5168	1772.34	18.6184
1772.44	17.511	1772.44	18.606
1772.54	17.5012	1772.54	18.5936
1772.64	17.4954	1772.64	18.5812
1772.74	17.4915	1772.74	18.5689
1772.84	17.4856	1772.84	18.5565
1772.94	17.4817	1772.94	18.5441
1773.04	17.4758	1773.04	18.5317
1773.14	17.4602	1773.14	18.5194
1773.24	17.4543	1773.24	18.507
1773.34	17.4504	1773.34	18.4947
1773.44	17.4407	1773.44	18.4823
1773.54	17.4348	1773.54	18.47
1773.64	17.4309	1773.64	18.4576
1773.74	17.425	1773.74	18.4453
1773.84	17.4211	1773.84	18.433
1773.94	17.4153	1773.94	18.4206
1774.04	17.4094	1774.04	18.4083
1774.14	17.3997	1774.14	18.396
1774.24	17.3945	1774.24	18.3837
1774.34	17.3918	1774.34	18.3714
1774.44	17.386	1774.44	18.3591
1774.54	17.3821	1774.54	18.3468
1774.64	17.3723	1774.64	18.3345
1774.74	17.3665	1774.74	18.3222
1774.84	17.3606	1774.84	18.3099
1774.94	17.3547	1774.94	18.2976
1775.04	17.3411	1775.04	18.2854
1775.14	17.3352	1775.14	18.2731
1775.24	17.3313	1775.24	18.2609
1775.34	17.3254	1775.34	18.2486
1775.44	17.3215	1775.44	18.2363
1775.54	17.3137	1775.54	18.2241
1775.64	17.3098	1775.64	18.2119
1775.74	17.304	1775.74	18.1996
1775.84	17.3	1775.84	18.1874
1775.94	17.2903	1775.94	18.1751
1776.04	17.2852	1776.04	18.1629
1776.14	17.2825	1776.14	18.1507
1776.24	17.2727	1776.24	18.1385
1776.34	17.2668	1776.34	18.1263
1776.44	17.261	1776.44	18.1141
1776.54	17.2551	1776.54	18.1019
1776.64	17.2512	1776.64	18.0897
1776.74	17.2415	1776.74	18.0775
1776.84	17.2356	1776.84	18.0653
1776.94	17.2317	1776.94	18.0531
1777.04	17.2258	1777.04	18.0409
1777.14	17.2219	1777.14	18.0288
1777.24	17.2102	1777.24	18.0166
1777.34	17.2043	1777.34	18.0044
1777.44	17.1907	1777.44	17.9923
1777.54	17.1848	1777.54	17.9801
1777.64	17.1809	1777.64	17.968
1777.74	17.175	1777.74	17.9558
1777.84	17.1711	1777.84	17.9437
1777.94	17.1594	1777.94	17.9316
1778.04	17.1543	1778.04	17.9194
1778.14	17.1516	1778.14	17.9073
1778.24	17.1458	1778.24	17.8952
1778.34	17.1418	1778.34	17.8831
1778.44	17.1223	1778.44	17.871
1778.54	17.1165	1778.54	17.8589
1778.64	17.1125	1778.64	17.8468
1778.74	17.1047	1778.74	17.8347
1778.84	17.1008	1778.84	17.8226
1778.94	17.0911	1778.94	17.8105
1779.04	17.0852	1779.04	17.7984
1779.14	17.0813	1779.14	17.7863
1779.24	17.0754	1779.24	17.7742
1779.34	17.0715	1779.34	17.7622
1779.44	17.0618	1779.44	17.7501
1779.54	17.054	1779.54	17.7381
1779.64	17.05	1779.64	17.726
1779.74	17.0442	1779.74	17.714
1779.84	17.0305	1779.84	17.7019
1779.94	17.0305	1779.94	17.6899
1780.04	17.0149	1780.04	17.6778
1780.14	17.011	1780.14	17.6658
1780.24	17.0039	1780.24	17.6538
1780.34	17.0012	1780.34	17.6417
1780.44	16.9915	1780.44	17.6297
1780.54	16.9856	1780.54	17.6177
1780.64	16.9817	1780.64	17.6057
1780.74	16.9758	1780.74	17.5937
1780.84	16.9719	1780.84	17.5817
1780.94	16.9622	1780.94	17.5697
1781.04	16.9563	1781.04	17.5577
1781.14	16.9504	1781.14	17.5457
1781.24	16.9446	1781.24	17.5338
1781.34	16.9407	1781.34	17.5218
1781.44	16.9348	1781.44	17.5098
1781.54	16.9309	1781.54	17.4978
1781.64	16.925	1781.64	17.4859
1781.74	16.9211	1781.74	17.4739
1781.84	16.9114	1781.84	17.462
1781.94	16.9036	1781.94	17.45
1782.04	16.8997	1782.04	17.4381
1782.14	16.8899	1782.14	17.4261
1782.24	16.8848	1782.24	17.4142
1782.34	16.8821	1782.34	17.4023
1782.44	16.8665	1782.44	17.3903
1782.54	16.8625	1782.54	17.3784
1782.64	16.8508	1782.64	17.3665
1782.74	16.8547	1782.74	17.3546
1782.84	16.8508	1782.84	17.3427
1782.94	16.8352	1782.94	17.3308
1783.04	16.8313	1783.04	17.3189
1783.14	16.8254	1783.14	17.307
1783.24	16.8215	1783.24	17.2951
1783.34	16.8157	1783.34	17.2832
1783.44	16.8118	1783.44	17.2713
1783.54	16.804	1783.54	17.2595
1783.64	16.8	1783.64	17.2476
1783.74	16.7942	1783.74	17.2357
1783.84	16.7903	1783.84	17.2239
1783.94	16.7708	1783.94	17.212
1784.04	16.7656	1784.04	17.2002
1784.14	16.7629	1784.14	17.1883
1784.24	16.7551	1784.24	17.1765
1784.34	16.7512	1784.34	17.1646
1784.44	16.7454	1784.44	17.1528
1784.54	16.7415	1784.54	17.141
1784.64	16.7317	1784.64	17.1292
1784.74	16.7258	1784.74	17.1173
1784.84	16.7258	1784.84	17.1055
1784.94	16.7219	1784.94	17.0937
1785.04	16.7141	1785.04	17.0819
1785.14	16.7102	1785.14	17.0701
1785.24	16.6946	1785.24	17.0583
1785.34	16.6907	1785.34	17.0465
1785.44	16.6809	1785.44	17.0347
1785.54	16.675	1785.54	17.0229
1785.64	16.6711	1785.64	17.0112
1785.74	16.6653	1785.74	16.9994
1785.84	16.6594	1785.84	16.9876
1785.94	16.6497	1785.94	16.9758
1786.04	16.6445	1786.04	16.9641
1786.14	16.6418	1786.14	16.9523
1786.24	16.6262	1786.24	16.9406
1786.34	16.6223	1786.34	16.9288
1786.44	16.6165	1786.44	16.9171
1786.54	16.6106	1786.54	16.9053
1786.64	16.6047	1786.64	16.8936
1786.74	16.6008	1786.74	16.8819
1786.84	16.595	1786.84	16.8701
1786.94	16.5911	1786.94	16.8584
1787.04	16.5852	1787.04	16.8467
1787.14	16.5813	1787.14	16.835
1787.24	16.5754	1787.24	16.8233
1787.34	16.5696	1787.34	16.8116
1787.44	16.554	1787.44	16.7999
1787.54	16.55	1787.54	16.7882
1787.64	16.5403	1787.64	16.7765
1787.74	16.5352	1787.74	16.7648
1787.84	16.5325	1787.84	16.7531
1787.94	16.5266	1787.94	16.7415
1788.04	16.5227	1788.04	16.7298
1788.14	16.5149	1788.14	16.7181
1788.24	16.511	1788.24	16.7065
1788.34	16.5012	1788.34	16.6948
1788.44	16.4954	1788.44	16.6831
1788.54	16.4915	1788.54	16.6715
1788.64	16.4856	1788.64	16.6599
1788.74	16.4817	1788.74	16.6482
1788.84	16.4758	1788.84	16.6366
1788.94	16.47	1788.94	16.6249
1789.04	16.4602	1789.04	16.6133
1789.14	16.4446	1789.14	16.6017
1789.24	16.4407	1789.24	16.5901
1789.34	16.4348	1789.34	16.5785
1789.44	16.4309	1789.44	16.5669
1789.54	16.4258	1789.54	16.5552
1789.64	16.4211	1789.64	16.5437
1789.74	16.4153	1789.74	16.5321
1789.84	16.4114	1789.84	16.5205
1789.94	16.4055	1789.94	16.5089
1790.04	16.4016	1790.04	16.4973
1790.14	16.3958	1790.14	16.4857
1790.24	16.3821	1790.24	16.4741
1790.34	16.3723	1790.34	16.4626
1790.44	16.3762	1790.44	16.451
1790.54	16.3606	1790.54	16.4394
1790.64	16.3547	1790.64	16.4279
1790.74	16.3508	1790.74	16.4163
1790.84	16.345	1790.84	16.4048
1790.94	16.3411	1790.94	16.3932
1791.04	16.3352	1791.04	16.3817
1791.14	16.3313	1791.14	16.3702
1791.24	16.3235	1791.24	16.3586
1791.34	16.3196	1791.34	16.3471
1791.44	16.3	1791.44	16.3356
1791.54	16.2949	1791.54	16.3241
1791.64	16.2922	1791.64	16.3126
1791.74	16.2864	1791.74	16.3011
1791.84	16.2825	1791.84	16.2895
1791.94	16.2708	1791.94	16.278
1792.04	16.2649	1792.04	16.2665
1792.14	16.261	1792.14	16.2551
1792.24	16.2551	1792.24	16.2436
1792.34	16.2512	1792.34	16.2321
1792.44	16.2454	1792.44	16.2206
1792.54	16.2415	1792.54	16.2091
1792.64	16.2317	1792.64	16.1977
1792.74	16.2258	1792.74	16.1862
1792.84	16.22	1792.84	16.1747
1792.94	16.2043	1792.94	16.1633
1793.04	16.2004	1793.04	16.1518
1793.14	16.1907	1793.14	16.1404
1793.24	16.1848	1793.24	16.1289
1793.34	16.1809	1793.34	16.1175
1793.44	16.1711	1793.44	16.1061
1793.54	16.1641	1793.54	16.0946
1793.64	16.1614	1793.64	16.0832
1793.74	16.1516	1793.74	16.0718
1793.84	16.1458	1793.84	16.0604
1793.94	16.1418	1793.94	16.049
1794.04	16.136	1794.04	16.0375
1794.14	16.1321	1794.14	16.0261
1794.24	16.1262	1794.24	16.0147
1794.34	16.1204	1794.34	16.0033
1794.44	16.1204	1794.44	15.992
1794.54	16.1145	1794.54	15.9806
1794.64	16.1106	1794.64	15.9692
1794.74	16.1008	1794.74	15.9578
1794.84	16.095	1794.84	15.9464
1794.94	16.0911	1794.94	15.9351
1795.04	16.0813	1795.04	15.9237
1795.14	16.0754	1795.14	15.9123
1795.24	16.0715	1795.24	15.901
1795.34	16.0637	1795.34	15.8896
1795.44	16.0598	1795.44	15.8783
1795.54	16.05	1795.54	15.8669
1795.64	16.0449	1795.64	15.8556
1795.74	16.052	1795.74	15.8443
1795.84	16.0422	1795.84	15.8329
1795.94	16.0364	1795.94	15.8216
1796.04	16.0325	1796.04	15.8103
1796.14	16.0227	1796.14	15.799
1796.24	16.0149	1796.24	15.7876
1796.34	16.011	1796.34	15.7763
1796.44	16.0012	1796.44	15.765
1796.54	15.9954	1796.54	15.7537
1796.64	15.9915	1796.64	15.7424
1796.74	15.9856	1796.74	15.7311
1796.84	15.9817	1796.84	15.7198
1796.94	15.9719	1796.94	15.7086
1797.04	15.9641	1797.04	15.6973
1797.14	15.9602	1797.14	15.686
1797.24	15.9504	1797.24	15.6747
1797.34	15.9446	1797.34	15.6635
1797.44	15.9407	1797.44	15.6522
1797.54	15.9348	1797.54	15.6409
1797.64	15.9309	1797.64	15.6297
1797.74	15.9309	1797.74	15.6184
1797.84	15.925	1797.84	15.6072
1797.94	15.9211	1797.94	15.5959
1798.04	15.9094	1798.04	15.5847
1798.14	15.8997	1798.14	15.5735
1798.24	15.8945	1798.24	15.5623
1798.34	15.8918	1798.34	15.551
1798.44	15.8821	1798.44	15.5398
1798.54	15.8762	1798.54	15.5286
1798.64	15.8723	1798.64	15.5174
1798.74	15.8625	1798.74	15.5062
1798.84	15.8665	1798.84	15.495
1798.94	15.8606	1798.94	15.4838
1799.04	15.8508	1799.04	15.4726
1799.14	15.845	1799.14	15.4614
1799.24	15.8411	1799.24	15.4502
1799.34	15.8313	1799.34	15.439
1799.44	15.8254	1799.44	15.4278
1799.54	15.8215	1799.54	15.4166
1799.64	15.8157	1799.64	15.4055
1799.74	15.8098	1799.74	15.3943
1799.84	15.8	1799.84	15.3831
1799.94	15.7942	1799.94	15.372
1800.04	15.7903	1800.04	15.3608
1800.14	15.7844	1800.14	15.3497
1800.24	15.7805	1800.24	15.3385
1800.34	15.7708	1800.34	15.3274
1800.44	15.761	1800.44	15.3163
1800.54	15.7559	1800.54	15.3051
1800.64	15.7512	1800.64	15.294
1800.74	15.7512	1800.74	15.2829
1800.84	15.7454	1800.84	15.2717
1800.94	15.7415	1800.94	15.2606
1801.04	15.7317	1801.04	15.2495
1801.14	15.7258	1801.14	15.2384
1801.24	15.7219	1801.24	15.2273
1801.34	15.7122	1801.34	15.2162
1801.44	15.7024	1801.44	15.2051
1801.54	15.6946	1801.54	15.194
1801.64	15.6907	1801.64	15.1829
1801.74	15.6907	1801.74	15.1719
1801.84	15.6848	1801.84	15.1608
1801.94	15.6809	1801.94	15.1497
1802.04	15.675	1802.04	15.1386
1802.14	15.6711	1802.14	15.1276
1802.24	15.6653	1802.24	15.1165
1802.34	15.6614	1802.34	15.1054
1802.44	15.6497	1802.44	15.0944
1802.54	15.6438	1802.54	15.0833
1802.64	15.6399	1802.64	15.0723
1802.74	15.6348	1802.74	15.0613
1802.84	15.6321	1802.84	15.0502
1802.94	15.6223	1802.94	15.0392
1803.04	15.6125	1803.04	15.0281
1803.14	15.6067	1803.14	15.0171
