Cycle: 8  C15N146A_X	Cycle: 8  C15N146A_Y	Fitted Cycle: 8  C15N146A_X	Fitted Cycle: 8  C15N146A_Y
213.54	5.27271	213.54	8.67917
213.64	5.28833	213.64	8.68105
213.74	5.32275	213.74	8.68293
213.84	5.34302	213.84	8.68481
213.94	5.37817	213.94	8.68669
214.04	5.40356	214.04	8.68857
214.14	5.42236	214.14	8.69045
214.24	5.45239	214.24	8.69232
214.34	5.47974	214.34	8.6942
214.44	5.51294	214.44	8.69607
214.54	5.53369	214.54	8.69795
214.64	5.56177	214.64	8.69982
214.74	5.58911	214.74	8.70169
214.84	5.61377	214.84	8.70356
214.94	5.63208	214.94	8.70543
215.04	5.66333	215.04	8.7073
215.14	5.69263	215.14	8.70917
215.24	5.70947	215.24	8.71104
215.34	5.73169	215.34	8.7129
215.44	5.76294	215.44	8.71477
215.54	5.78442	215.54	8.71664
215.64	5.81299	215.64	8.7185
215.74	5.84302	215.74	8.72037
215.84	5.87231	215.84	8.72223
215.94	5.88989	215.94	8.72409
216.04	5.9126	216.04	8.72595
216.14	5.93286	216.14	8.72781
216.24	5.96216	216.24	8.72967
216.34	5.98364	216.34	8.73153
216.44	6.01416	216.44	8.73339
216.54	6.03247	216.54	8.73525
216.64	6.06372	216.64	8.7371
216.74	6.07935	216.74	8.73896
216.84	6.10791	216.84	8.74081
216.94	6.13208	216.94	8.74267
217.04	6.16333	217.04	8.74452
217.14	6.17896	217.14	8.74638
217.24	6.19385	217.24	8.74823
217.34	6.22192	217.34	8.75008
217.44	6.24341	217.44	8.75193
217.54	6.26294	217.54	8.75378
217.64	6.2981	217.64	8.75563
217.74	6.31885	217.74	8.75747
217.84	6.33325	217.84	8.75932
217.94	6.36646	217.94	8.76117
218.04	6.38916	218.04	8.76301
218.14	6.40552	218.14	8.76486
218.24	6.44263	218.24	8.7667
218.34	6.46411	218.34	8.76854
218.44	6.48364	218.44	8.77039
218.54	6.50244	218.54	8.77223
218.64	6.52271	218.64	8.77407
218.74	6.54224	218.74	8.77591
218.84	6.56372	218.84	8.77775
218.94	6.59424	218.94	8.77958
219.04	6.60669	219.04	8.78142
219.14	6.64185	219.14	8.78326
219.24	6.66333	219.24	8.78509
219.34	6.68286	219.34	8.78693
219.44	6.70361	219.44	8.78876
219.54	6.72583	219.54	8.7906
219.64	6.75317	219.64	8.79243
219.74	6.77271	219.74	8.79426
219.84	6.79346	219.84	8.79609
219.94	6.81177	219.94	8.79792
220.04	6.83716	220.04	8.79975
220.14	6.86255	220.14	8.80158
220.24	6.88403	220.24	8.80341
220.34	6.90283	220.34	8.80523
220.44	6.9231	220.44	8.80706
220.54	6.94653	220.54	8.80889
220.64	6.96411	220.64	8.81071
220.74	6.99341	220.74	8.81254
220.84	7.00439	220.84	8.81436
220.94	7.02661	220.94	8.81618
221.04	7.052	221.04	8.818
221.14	7.07349	221.14	8.81982
221.24	7.08252	221.24	8.82164
221.34	7.10669	221.34	8.82346
221.44	7.13208	221.44	8.82528
221.54	7.15356	221.54	8.8271
221.64	7.1731	221.64	8.82891
221.74	7.18872	221.74	8.83073
221.84	7.21338	221.84	8.83254
221.94	7.23364	221.94	8.83436
222.04	7.24341	222.04	8.83617
222.14	7.27856	222.14	8.83798
222.24	7.29346	222.24	8.8398
222.34	7.31177	222.34	8.84161
222.44	7.33716	222.44	8.84342
222.54	7.35278	222.54	8.84523
222.64	7.37427	222.64	8.84704
222.74	7.39697	222.74	8.84884
222.84	7.41333	222.84	8.85065
222.94	7.43286	222.94	8.85246
223.04	7.4563	223.04	8.85426
223.14	7.47388	223.14	8.85607
223.24	7.49731	223.24	8.85787
223.34	7.52393	223.34	8.85967
223.44	7.54224	223.44	8.86148
223.54	7.55786	223.54	8.86328
223.64	7.58325	223.64	8.86508
223.74	7.59692	223.74	8.86688
223.84	7.62354	223.84	8.86868
223.94	7.63599	223.94	8.87048
224.04	7.66333	224.04	8.87227
224.14	7.68286	224.14	8.87407
224.24	7.69849	224.24	8.87587
224.34	7.72705	224.34	8.87766
224.44	7.74146	224.44	8.87946
224.54	7.75708	224.54	8.88125
224.64	7.78247	224.64	8.88304
224.74	7.79419	224.74	8.88484
224.84	7.81763	224.84	8.88663
224.94	7.83447	224.94	8.88842
225.04	7.85669	225.04	8.89021
225.14	7.87231	225.14	8.892
225.24	7.88794	225.24	8.89378
225.34	7.91333	225.34	8.89557
225.44	7.92822	225.44	8.89736
225.54	7.9563	225.54	8.89914
225.64	7.98364	225.64	8.90093
225.74	7.99731	225.74	8.90271
225.84	8.01294	225.84	8.9045
225.94	8.03833	225.94	8.90628
226.04	8.05713	226.04	8.90806
226.14	8.08325	226.14	8.90984
226.24	8.09692	226.24	8.91162
226.34	8.11255	226.34	8.9134
226.44	8.12817	226.44	8.91518
226.54	8.15356	226.54	8.91696
226.64	8.1665	226.64	8.91874
226.74	8.19653	226.74	8.92051
226.84	8.21216	226.84	8.92229
226.94	8.22778	226.94	8.92406
227.04	8.24341	227.04	8.92584
227.14	8.2688	227.14	8.92761
227.24	8.2876	227.24	8.92938
227.34	8.302	227.34	8.93115
227.44	8.31763	227.44	8.93292
227.54	8.33325	227.54	8.9347
227.64	8.35669	227.64	8.93646
227.74	8.37817	227.74	8.93823
227.84	8.39697	227.84	8.94
227.94	8.41333	227.94	8.94177
228.04	8.427	228.04	8.94353
228.14	8.44263	228.14	8.9453
228.24	8.45825	228.24	8.94706
228.34	8.47388	228.34	8.94883
228.44	8.48682	228.44	8.95059
228.54	8.50708	228.54	8.95235
228.64	8.52661	228.64	8.95411
228.74	8.54224	228.74	8.95588
228.84	8.55786	228.84	8.95764
228.94	8.57349	228.94	8.95939
229.04	8.58643	229.04	8.96115
229.14	8.60669	229.14	8.96291
229.24	8.62622	229.24	8.96467
229.34	8.6438	229.34	8.96642
229.44	8.65747	229.44	8.96818
229.54	8.677	229.54	8.96993
229.64	8.69385	229.64	8.97169
229.74	8.7063	229.74	8.97344
229.84	8.72583	229.84	8.97519
229.94	8.73755	229.94	8.97694
230.04	8.75317	230.04	8.97869
230.14	8.76685	230.14	8.98044
230.24	8.78833	230.24	8.98219
230.34	8.80786	230.34	8.98394
230.44	8.82275	230.44	8.98569
230.54	8.83716	230.54	8.98744
230.64	8.85669	230.64	8.98918
230.74	8.87622	230.74	8.99093
230.84	8.88403	230.84	8.99267
230.94	8.89771	230.94	8.99442
231.04	8.9165	231.04	8.99616
231.14	8.93677	231.14	8.9979
231.24	8.95239	231.24	8.99964
231.34	8.96802	231.34	9.00138
231.44	8.97778	231.44	9.00312
231.54	8.99731	231.54	9.00486
231.64	9.01685	231.64	9.0066
231.74	9.02783	231.74	9.00834
231.84	9.04224	231.84	9.01007
231.94	9.05591	231.94	9.01181
232.04	9.07739	232.04	9.01354
232.14	9.08716	232.14	9.01528
232.24	9.10669	232.24	9.01701
232.34	9.12427	232.34	9.01874
232.44	9.13721	232.44	9.02048
232.54	9.15552	232.54	9.02221
232.64	9.16724	232.64	9.02394
232.74	9.18677	232.74	9.02567
232.84	9.19653	232.84	9.0274
232.94	9.21802	232.94	9.02913
233.04	9.22388	233.04	9.03085
233.14	9.23682	233.14	9.03258
233.24	9.24731	233.24	9.03431
233.34	9.26685	233.34	9.03603
233.44	9.27661	233.44	9.03776
233.54	9.29614	233.54	9.03948
233.64	9.31372	233.64	9.0412
233.74	9.31763	233.74	9.04292
233.84	9.33643	233.84	9.04464
233.94	9.34692	233.94	9.04637
234.04	9.36646	234.04	9.04809
234.14	9.38599	234.14	9.0498
234.24	9.39771	234.24	9.05152
234.34	9.41333	234.34	9.05324
234.44	9.427	234.44	9.05496
234.54	9.43872	234.54	9.05667
234.64	9.45752	234.64	9.05839
234.74	9.46606	234.74	9.0601
234.84	9.48755	234.84	9.06182
234.94	9.49731	234.94	9.06353
235.04	9.51685	235.04	9.06524
235.14	9.53833	235.14	9.06695
235.24	9.5481	235.24	9.06866
235.34	9.56763	235.34	9.07037
235.44	9.57666	235.44	9.07208
235.54	9.59302	235.54	9.07379
235.64	9.6106	235.64	9.0755
235.74	9.62231	235.74	9.0772
235.84	9.62817	235.84	9.07891
235.94	9.64771	235.94	9.08061
236.04	9.66724	236.04	9.08232
236.14	9.67822	236.14	9.08402
236.24	9.68677	236.24	9.08573
236.34	9.7063	236.34	9.08743
236.44	9.71606	236.44	9.08913
236.54	9.73755	236.54	9.09083
236.64	9.74731	236.64	9.09253
236.74	9.76685	236.74	9.09423
236.84	9.77466	236.84	9.09593
236.94	9.78247	236.94	9.09762
237.04	9.80322	237.04	9.09932
237.14	9.81763	237.14	9.10102
237.24	9.82739	237.24	9.10271
237.34	9.83716	237.34	9.10441
237.44	9.85669	237.44	9.1061
237.54	9.86841	237.54	9.10779
237.64	9.88794	237.64	9.10949
237.74	9.89697	237.74	9.11118
237.84	9.90552	237.84	9.11287
237.94	9.927	237.94	9.11456
238.04	9.93677	238.04	9.11625
238.14	9.94653	238.14	9.11794
238.24	9.96802	238.24	9.11962
238.34	9.97778	238.34	9.12131
238.44	9.98755	238.44	9.123
238.54	10.0063	238.54	9.12468
238.64	10.0168	238.64	9.12637
238.74	10.0266	238.74	9.12805
238.84	10.0461	238.84	9.12973
238.94	10.0579	238.94	9.13142
239.04	10.0676	239.04	9.1331
239.14	10.0774	239.14	9.13478
239.24	10.0969	239.24	9.13646
239.34	10.1086	239.34	9.13814
239.44	10.1177	239.44	9.13982
239.54	10.136	239.54	9.14149
239.64	10.1458	239.64	9.14317
239.74	10.1575	239.74	9.14485
239.84	10.177	239.84	9.14652
239.94	10.1868	239.94	9.1482
240.04	10.1985	240.04	9.14987
240.14	10.2083	240.14	9.15155
240.24	10.2173	240.24	9.15322
240.34	10.2258	240.34	9.15489
240.44	10.2375	240.44	9.15656
240.54	10.2571	240.54	9.15823
240.64	10.2668	240.64	9.1599
240.74	10.2766	240.74	9.16157
240.84	10.2883	240.84	9.16324
240.94	10.2981	240.94	9.1649
241.04	10.3169	241.04	9.16657
241.14	10.3254	241.14	9.16824
241.24	10.3372	241.24	9.1699
241.34	10.3469	241.34	9.17157
241.44	10.3567	241.44	9.17323
241.54	10.3782	241.54	9.17489
241.64	10.3879	241.64	9.17655
241.74	10.4016	241.74	9.17822
241.84	10.427	241.84	9.17988
241.94	10.427	241.94	9.18154
242.04	10.4478	242.04	9.1832
242.14	10.4563	242.14	9.18485
242.24	10.4661	242.24	9.18651
242.34	10.4778	242.34	9.18817
242.44	10.4836	242.44	9.18982
242.54	10.4915	242.54	9.19148
242.64	10.5071	242.64	9.19313
242.74	10.5188	242.74	9.19479
242.84	10.5278	242.84	9.19644
242.94	10.5364	242.94	9.19809
243.04	10.5559	243.04	9.19974
243.14	10.5559	243.14	9.20139
243.24	10.5676	243.24	9.20304
243.34	10.5872	243.34	9.20469
243.44	10.5969	243.44	9.20634
243.54	10.6086	243.54	9.20799
243.64	10.6177	243.64	9.20964
243.74	10.6262	243.74	9.21128
243.84	10.636	243.84	9.21293
243.94	10.6477	243.94	9.21457
244.04	10.6575	244.04	9.21622
244.14	10.6672	244.14	9.21786
244.24	10.6868	244.24	9.2195
244.34	10.7024	244.34	9.22114
244.44	10.718	244.44	9.22279
244.54	10.7278	244.54	9.22443
244.64	10.7368	244.64	9.22607
244.74	10.7473	244.74	9.2277
244.84	10.7571	244.84	9.22934
244.94	10.7668	244.94	9.23098
245.04	10.7766	245.04	9.23262
245.14	10.7883	245.14	9.23425
245.24	10.7981	245.24	9.23589
245.34	10.8079	245.34	9.23752
245.44	10.8169	245.44	9.23915
245.54	10.8293	245.54	9.24079
245.64	10.8469	245.64	9.24242
245.74	10.8469	245.74	9.24405
245.84	10.8567	245.84	9.24568
245.94	10.8665	245.94	9.24731
246.04	10.8782	246.04	9.24894
246.14	10.8879	246.14	9.25057
246.24	10.8977	246.24	9.2522
246.34	10.897	246.34	9.25382
246.44	10.9055	246.44	9.25545
246.54	10.9172	246.54	9.25708
246.64	10.927	246.64	9.2587
246.74	10.9368	246.74	9.26032
246.84	10.9465	246.84	9.26195
246.94	10.9622	246.94	9.26357
247.04	10.968	247.04	9.26519
247.14	10.9778	247.14	9.26681
247.24	10.9973	247.24	9.26843
247.34	11.0083	247.34	9.27005
247.44	11.0071	247.44	9.27167
247.54	11.0168	247.54	9.27329
247.64	11.0266	247.64	9.27491
247.74	11.0403	247.74	9.27652
247.84	11.0579	247.84	9.27814
247.94	11.0676	247.94	9.27975
248.04	11.0676	248.04	9.28137
248.14	11.0774	248.14	9.28298
248.24	11.0864	248.24	9.28459
248.34	11.1008	248.34	9.28621
248.44	11.1165	248.44	9.28782
248.54	11.1262	248.54	9.28943
248.64	11.136	248.64	9.29104
248.74	11.1418	248.74	9.29265
248.84	11.1575	248.84	9.29425
248.94	11.1672	248.94	9.29586
249.04	11.177	249.04	9.29747
249.14	11.1887	249.14	9.29908
249.24	11.188	249.24	9.30068
249.34	11.2004	249.34	9.30229
249.44	11.2161	249.44	9.30389
249.54	11.2161	249.54	9.30549
249.64	11.2258	249.64	9.3071
249.74	11.2375	249.74	9.3087
249.84	11.2512	249.84	9.3103
249.94	11.2571	249.94	9.3119
250.04	11.2668	250.04	9.3135
250.14	11.2786	250.14	9.3151
250.24	11.2883	250.24	9.3167
250.34	11.2922	250.34	9.31829
250.44	11.3071	250.44	9.31989
250.54	11.3157	250.54	9.32148
250.64	11.3176	250.64	9.32308
250.74	11.3274	250.74	9.32467
250.84	11.3411	250.84	9.32627
250.94	11.3469	250.94	9.32786
251.04	11.3567	251.04	9.32945
251.14	11.3567	251.14	9.33104
251.24	11.3723	251.24	9.33264
251.34	11.3879	251.34	9.33423
251.44	11.3872	251.44	9.33581
251.54	11.3997	251.54	9.3374
251.64	11.4172	251.64	9.33899
251.74	11.4172	251.74	9.34058
251.84	11.427	251.84	9.34216
251.94	11.4309	251.94	9.34375
252.04	11.4465	252.04	9.34534
252.14	11.4465	252.14	9.34692
252.24	11.4583	252.24	9.3485
252.34	11.4583	252.34	9.35009
252.44	11.4719	252.44	9.35167
252.54	11.4771	252.54	9.35325
252.64	11.4856	252.64	9.35483
252.74	11.4895	252.74	9.35641
252.84	11.5071	252.84	9.35799
252.94	11.5071	252.94	9.35957
253.04	11.5168	253.04	9.36114
253.14	11.5208	253.14	9.36272
253.24	11.5364	253.24	9.3643
253.34	11.5383	253.34	9.36587
253.44	11.5383	253.44	9.36745
253.54	11.552	253.54	9.36902
253.64	11.5579	253.64	9.37059
253.74	11.5715	253.74	9.37217
253.84	11.5767	253.84	9.37374
253.94	11.5872	253.94	9.37531
254.04	11.5911	254.04	9.37688
254.14	11.6067	254.14	9.37845
254.24	11.6067	254.24	9.38002
254.34	11.6204	254.34	9.38159
254.44	11.6262	254.44	9.38315
254.54	11.6282	254.54	9.38472
254.64	11.6418	254.64	9.38629
254.74	11.6477	254.74	9.38785
254.84	11.6575	254.84	9.38942
254.94	11.6614	254.94	9.39098
255.04	11.6665	255.04	9.39254
255.14	11.6809	255.14	9.39411
255.24	11.6868	255.24	9.39567
255.34	11.6907	255.34	9.39723
255.44	11.7063	255.44	9.39879
255.54	11.7063	255.54	9.40035
255.64	11.7219	255.64	9.40191
255.74	11.7278	255.74	9.40347
255.84	11.7278	255.84	9.40502
255.94	11.7317	255.94	9.40658
256.04	11.7473	256.04	9.40814
256.14	11.7512	256.14	9.40969
256.24	11.7571	256.24	9.41124
256.34	11.7563	256.34	9.4128
256.44	11.7708	256.44	9.41435
256.54	11.7766	256.54	9.4159
256.64	11.7805	256.64	9.41746
256.74	11.7864	256.74	9.41901
256.84	11.7961	256.84	9.42056
256.94	11.8	256.94	9.42211
257.04	11.8079	257.04	9.42365
257.14	11.8079	257.14	9.4252
257.24	11.8215	257.24	9.42675
257.34	11.8274	257.34	9.4283
257.44	11.8313	257.44	9.42984
257.54	11.8469	257.54	9.43139
257.64	11.8528	257.64	9.43293
257.74	11.8586	257.74	9.43447
257.84	11.8625	257.84	9.43602
257.94	11.8677	257.94	9.43756
258.04	11.8801	258.04	9.4391
258.14	11.886	258.14	9.44064
258.24	11.8899	258.24	9.44218
258.34	11.8958	258.34	9.44372
258.44	11.8977	258.44	9.44526
258.54	11.9114	258.54	9.4468
258.64	11.9172	258.64	9.44833
258.74	11.9211	258.74	9.44987
258.84	11.9368	258.84	9.45141
258.94	11.9368	258.94	9.45294
259.04	11.9426	259.04	9.45448
259.14	11.9485	259.14	9.45601
259.24	11.9622	259.24	9.45754
259.34	11.9673	259.34	9.45907
259.44	11.9661	259.44	9.46061
259.54	11.97	259.54	9.46214
259.64	11.9875	259.64	9.46367
259.74	11.9915	259.74	9.4652
259.84	11.9973	259.84	9.46672
259.94	11.9973	259.94	9.46825
260.04	12.0012	260.04	9.46978
260.14	12.0071	260.14	9.47131
260.24	12.011	260.24	9.47283
260.34	12.0266	260.34	9.47436
260.44	12.0325	260.44	9.47588
260.54	12.0383	260.54	9.4774
260.64	12.0376	260.64	9.47893
260.74	12.0403	260.74	9.48045
260.84	12.0461	260.84	9.48197
260.94	12.05	260.94	9.48349
261.04	12.0657	261.04	9.48501
261.14	12.0715	261.14	9.48653
261.24	12.0774	261.24	9.48805
261.34	12.0813	261.34	9.48957
261.44	12.0872	261.44	9.49108
261.54	12.0872	261.54	9.4926
261.64	12.0911	261.64	9.49412
261.74	12.0969	261.74	9.49563
261.84	12.1008	261.84	9.49715
261.94	12.1086	261.94	9.49866
262.04	12.1125	262.04	9.50017
262.14	12.1282	262.14	9.50168
262.24	12.1321	262.24	9.5032
262.34	12.1372	262.34	9.50471
262.44	12.1399	262.44	9.50622
262.54	12.1458	262.54	9.50773
262.64	12.1458	262.64	9.50923
262.74	12.1516	262.74	9.51074
262.84	12.1575	262.84	9.51225
262.94	12.1614	262.94	9.51376
263.04	12.1672	263.04	9.51526
263.14	12.1711	263.14	9.51677
263.24	12.177	263.24	9.51827
263.34	12.1809	263.34	9.51977
263.44	12.1985	263.44	9.52128
263.54	12.1926	263.54	9.52278
263.64	12.2083	263.64	9.52428
263.74	12.2122	263.74	9.52578
263.84	12.2173	263.84	9.52728
263.94	12.22	263.94	9.52878
264.04	12.2258	264.04	9.53028
264.14	12.2297	264.14	9.53178
264.24	12.2375	264.24	9.53328
264.34	12.2415	264.34	9.53477
264.44	12.2375	264.44	9.53627
264.54	12.2512	264.54	9.53776
264.64	12.2571	264.64	9.53926
264.74	12.2512	264.74	9.54075
264.84	12.2668	264.84	9.54225
264.94	12.2708	264.94	9.54374
265.04	12.2766	265.04	9.54523
265.14	12.2668	265.14	9.54672
265.24	12.2727	265.24	9.54821
265.34	12.2778	265.34	9.5497
265.44	12.2805	265.44	9.55119
265.54	12.2903	265.54	9.55268
265.64	12.2961	265.64	9.55416
265.74	12.3	265.74	9.55565
265.84	12.3059	265.84	9.55714
265.94	12.3098	265.94	9.55862
266.04	12.3176	266.04	9.56011
266.14	12.3215	266.14	9.56159
266.24	12.3274	266.24	9.56307
266.34	12.3274	266.34	9.56456
266.44	12.3215	266.44	9.56604
266.54	12.3274	266.54	9.56752
266.64	12.3313	266.64	9.569
266.74	12.3372	266.74	9.57048
266.84	12.3411	266.84	9.57196
266.94	12.3489	266.94	9.57344
267.04	12.343	267.04	9.57491
267.14	12.3528	267.14	9.57639
267.24	12.3579	267.24	9.57787
267.34	12.3606	267.34	9.57934
267.44	12.3665	267.44	9.58082
267.54	12.3704	267.54	9.58229
267.64	12.3762	267.64	9.58377
267.74	12.3704	267.74	9.58524
267.84	12.3801	267.84	9.58671
267.94	12.386	267.94	9.58818
268.04	12.3918	268.04	9.58965
268.14	12.3977	268.14	9.59112
268.24	12.3918	268.24	9.59259
268.34	12.4016	268.34	9.59406
268.44	12.4075	268.44	9.59553
268.54	12.4114	268.54	9.597
268.64	12.4172	268.64	9.59846
268.74	12.4211	268.74	9.59993
268.84	12.4172	268.84	9.60139
268.94	12.4211	268.94	9.60286
269.04	12.4329	269.04	9.60432
269.14	12.438	269.14	9.60578
269.24	12.4309	269.24	9.60725
269.34	12.4368	269.34	9.60871
269.44	12.4407	269.44	9.61017
269.54	12.4504	269.54	9.61163
269.64	12.4465	269.64	9.61309
269.74	12.4504	269.74	9.61455
269.84	12.4602	269.84	9.616
269.94	12.4563	269.94	9.61746
270.04	12.4602	270.04	9.61892
270.14	12.468	270.14	9.62037
270.24	12.4719	270.24	9.62183
270.34	12.4719	270.34	9.62328
270.44	12.4778	270.44	9.62474
270.54	12.4817	270.54	9.62619
270.64	12.4817	270.64	9.62764
270.74	12.4875	270.74	9.6291
270.84	12.4915	270.84	9.63055
270.94	12.4915	270.94	9.632
271.04	12.4973	271.04	9.63345
271.14	12.5012	271.14	9.6349
271.24	12.4966	271.24	9.63635
271.34	12.4993	271.34	9.63779
271.44	12.511	271.44	9.63924
271.54	12.5168	271.54	9.64069
271.64	12.511	271.64	9.64213
271.74	12.5208	271.74	9.64358
271.84	12.5266	271.84	9.64502
271.94	12.5208	271.94	9.64646
272.04	12.5305	272.04	9.64791
272.14	12.5403	272.14	9.64935
272.24	12.5364	272.24	9.65079
272.34	12.5403	272.34	9.65223
272.44	12.55	272.44	9.65367
272.54	12.5579	272.54	9.65511
272.64	12.552	272.64	9.65655
272.74	12.5618	272.74	9.65799
272.84	12.5579	272.84	9.65943
272.94	12.5618	272.94	9.66086
273.04	12.5715	273.04	9.6623
273.14	12.5676	273.14	9.66373
273.24	12.5715	273.24	9.66517
273.34	12.5813	273.34	9.6666
273.44	12.5813	273.44	9.66803
273.54	12.5872	273.54	9.66947
273.64	12.5911	273.64	9.6709
273.74	12.5911	273.74	9.67233
273.84	12.5989	273.84	9.67376
273.94	12.593	273.94	9.67519
274.04	12.6028	274.04	9.67662
274.14	12.6028	274.14	9.67805
274.24	12.6079	274.24	9.67948
274.34	12.6008	274.34	9.6809
274.44	12.6106	274.44	9.68233
274.54	12.6204	274.54	9.68375
274.64	12.6165	274.64	9.68518
274.74	12.6204	274.74	9.6866
274.84	12.6204	274.84	9.68803
274.94	12.6301	274.94	9.68945
275.04	12.6262	275.04	9.69087
275.14	12.6301	275.14	9.69229
275.24	12.6399	275.24	9.69372
275.34	12.6399	275.34	9.69514
275.44	12.6477	275.44	9.69655
275.54	12.6418	275.54	9.69797
275.64	12.6516	275.64	9.69939
275.74	12.6477	275.74	9.70081
275.84	12.6516	275.84	9.70223
275.94	12.6614	275.94	9.70364
276.04	12.6575	276.04	9.70506
276.14	12.6614	276.14	9.70647
276.24	12.6711	276.24	9.70789
276.34	12.6711	276.34	9.7093
276.44	12.677	276.44	9.71071
276.54	12.6711	276.54	9.71212
276.64	12.6809	276.64	9.71354
276.74	12.677	276.74	9.71495
276.84	12.6829	276.84	9.71636
276.94	12.6829	276.94	9.71777
277.04	12.6926	277.04	9.71917
277.14	12.6978	277.14	9.72058
277.24	12.6907	277.24	9.72199
277.34	12.7004	277.34	9.7234
277.44	12.7004	277.44	9.7248
277.54	12.7102	277.54	9.72621
277.64	12.7063	277.64	9.72761
277.74	12.7102	277.74	9.72901
277.84	12.7102	277.84	9.73042
277.94	12.72	277.94	9.73182
278.04	12.7258	278.04	9.73322
278.14	12.72	278.14	9.73462
278.24	12.7317	278.24	9.73602
278.34	12.7317	278.34	9.73742
278.44	12.7278	278.44	9.73882
278.54	12.7317	278.54	9.74022
278.64	12.7317	278.64	9.74162
278.74	12.7415	278.74	9.74302
278.84	12.7375	278.84	9.74441
278.94	12.7415	278.94	9.74581
279.04	12.7415	279.04	9.7472
279.14	12.7512	279.14	9.7486
279.24	12.7512	279.24	9.74999
279.34	12.7571	279.34	9.75138
279.44	12.7512	279.44	9.75278
279.54	12.761	279.54	9.75417
279.64	12.761	279.64	9.75556
279.74	12.7668	279.74	9.75695
279.84	12.761	279.84	9.75834
279.94	12.7708	279.94	9.75973
280.04	12.7708	280.04	9.76112
280.14	12.7786	280.14	9.7625
280.24	12.7727	280.24	9.76389
280.34	12.7825	280.34	9.76528
280.44	12.7825	280.44	9.76666
280.54	12.7876	280.54	9.76805
280.64	12.7805	280.64	9.76943
280.74	12.7903	280.74	9.77081
280.84	12.7903	280.84	9.7722
280.94	12.7903	280.94	9.77358
281.04	12.8	281.04	9.77496
281.14	12.7961	281.14	9.77634
281.24	12.8	281.24	9.77772
281.34	12.8	281.34	9.7791
281.44	12.8059	281.44	9.78048
281.54	12.8	281.54	9.78186
281.64	12.8098	281.64	9.78324
281.74	12.8098	281.74	9.78461
281.84	12.8176	281.84	9.78599
281.94	12.8118	281.94	9.78736
282.04	12.8118	282.04	9.78874
282.14	12.8215	282.14	9.79011
282.24	12.8215	282.24	9.79149
282.34	12.8176	282.34	9.79286
282.44	12.8215	282.44	9.79423
282.54	12.8313	282.54	9.7956
282.64	12.8313	282.64	9.79697
282.74	12.8313	282.74	9.79834
282.84	12.8411	282.84	9.79971
282.94	12.8372	282.94	9.80108
283.04	12.8313	283.04	9.80245
283.14	12.8411	283.14	9.80382
283.24	12.8411	283.24	9.80518
283.34	12.8411	283.34	9.80655
283.44	12.8508	283.44	9.80791
283.54	12.8469	283.54	9.80928
283.64	12.8508	283.64	9.81064
283.74	12.8508	283.74	9.81201
283.84	12.8508	283.84	9.81337
283.94	12.8625	283.94	9.81473
284.04	12.8586	284.04	9.81609
284.14	12.8528	284.14	9.81745
284.24	12.8528	284.24	9.81881
284.34	12.8625	284.34	9.82017
284.44	12.8625	284.44	9.82153
284.54	12.8625	284.54	9.82289
284.64	12.8723	284.64	9.82425
284.74	12.8684	284.74	9.8256
284.84	12.8625	284.84	9.82696
284.94	12.8723	284.94	9.82832
285.04	12.8723	285.04	9.82967
285.14	12.8821	285.14	9.83102
285.24	12.8821	285.24	9.83238
285.34	12.8821	285.34	9.83373
285.44	12.8918	285.44	9.83508
285.54	12.8872	285.54	9.83643
285.64	12.8899	285.64	9.83779
285.74	12.8899	285.74	9.83914
285.84	12.8899	285.84	9.84048
285.94	12.8958	285.94	9.84183
286.04	12.8899	286.04	9.84318
286.14	12.8997	286.14	9.84453
286.24	12.8997	286.24	9.84588
286.34	12.8997	286.34	9.84722
286.44	12.8958	286.44	9.84857
286.54	12.9016	286.54	9.84991
286.64	12.9016	286.64	9.85126
286.74	12.9114	286.74	9.8526
286.84	12.9114	286.84	9.85394
286.94	12.9075	286.94	9.85528
287.04	12.9114	287.04	9.85663
287.14	12.9114	287.14	9.85797
287.24	12.9114	287.24	9.85931
287.34	12.9172	287.34	9.86065
287.44	12.9114	287.44	9.86198
287.54	12.9211	287.54	9.86332
287.64	12.9211	287.64	9.86466
287.74	12.9211	287.74	9.866
287.84	12.9309	287.84	9.86733
287.94	12.927	287.94	9.86867
288.04	12.9211	288.04	9.87
288.14	12.9309	288.14	9.87134
288.24	12.9309	288.24	9.87267
288.34	12.9309	288.34	9.874
288.44	12.9407	288.44	9.87534
288.54	12.9368	288.54	9.87667
288.64	12.9309	288.64	9.878
288.74	12.9426	288.74	9.87933
288.84	12.9426	288.84	9.88066
288.94	12.9426	288.94	9.88199
289.04	12.9426	289.04	9.88332
289.14	12.9524	289.14	9.88464
289.24	12.9485	289.24	9.88597
289.34	12.9426	289.34	9.8873
289.44	12.9426	289.44	9.88862
289.54	12.9524	289.54	9.88995
289.64	12.9524	289.64	9.89127
289.74	12.9524	289.74	9.8926
289.84	12.9575	289.84	9.89392
289.94	12.9504	289.94	9.89524
290.04	12.9504	290.04	9.89656
290.14	12.9504	290.14	9.89788
290.24	12.9602	290.24	9.8992
290.34	12.9602	290.34	9.90052
290.44	12.9602	290.44	9.90184
290.54	12.9602	290.54	9.90316
290.64	12.97	290.64	9.90448
290.74	12.97	290.74	9.9058
290.84	12.9661	290.84	9.90711
290.94	12.9602	290.94	9.90843
291.04	12.97	291.04	9.90974
291.14	12.97	291.14	9.91106
