"Volume (mL)"	"BioRad Standards"	"BioRad Standards"	"BioRad Standards"	CDIN1-Codanin-1	CDIN1-Codanin-1	CDIN1-Codanin-1
27.301640	3.446010					
27.302640	3.441798					
27.303630	3.441150					
27.304620	3.432564					
27.305610	3.427542					
27.306610	3.433914					
27.307600	3.429054					
27.308590	3.393684					
27.309580	3.406158					
27.310580	3.438450					
27.311570	3.446820					
27.312560	3.450924					
27.313560	3.458160					
27.314550	3.449898					
27.315540	3.456162					
27.316530	3.502656					
27.317530	3.538728					
27.318520	3.566808					
27.319510	3.582954					
27.320500	3.584196					
27.321500	3.577770					
27.322490	3.552120					
27.323480	3.580956					
27.324470	3.586842					
27.325470	3.565728					
27.326460	3.555144					
27.327450	3.546504					
27.328450	3.604230					
27.329440	3.592296					
27.330430	3.607470					
27.331420	3.578850					
27.332420	3.551526					
27.333410	3.494448					
27.334400	3.504222					
27.335390	3.501252					
27.336390	3.408750					
27.337380	3.365766					
27.338370	3.361122					
27.339370	3.341520					
27.340360	3.343356					
27.341350	3.342708					
27.342340	3.337200					
27.343340	3.332934					
27.344330	3.291300					
27.345320	3.271752					
27.346310	3.217698					
27.347310	3.238866					
27.348300	3.262788					
27.349290	3.255984					
27.350290	3.262734					
27.351280	3.261330					
27.352270	3.280824					
27.353260	3.292488					
27.354250	3.321162					
27.355250	3.321432					
27.356240	3.315924					
27.357230	3.311010					
27.358230	3.344274					
27.359220	3.371598					
27.360210	3.372732					
27.361200	3.353940					
27.362200	3.361446					
27.363190	3.392496					
27.364180	3.430080					
27.365170	3.440394					
27.366170	3.383640					
27.367160	3.354426					
27.368150	3.359718					
27.369140	3.351726					
27.370140	3.323268					
27.371130	3.315438					
27.372120	3.352968					
27.373120	3.306258					
27.374110	3.274776					
27.375100	3.239568					
27.376090	3.219750					
27.377090	3.223098					
27.378080	3.154302					
27.379070	3.176658					
27.380060	3.237354					
27.381060	3.251016					
27.382050	3.242430					
27.383040	3.281796					
27.384040	3.271374					
27.385030	3.238920					
27.386020	3.253230					
27.387010	3.245022					
27.388000	3.273102					
27.389000	3.239460					
27.389990	3.229632					
27.390980	3.233520					
27.391980	3.225366					
27.392970	3.238326					
27.393960	3.302910					
27.394960	3.297564					
27.395950	3.328398					
27.396940	3.301290					
27.397930	3.293730					
27.398920	3.308634					
27.399920	3.321594					
27.400910	3.327588					
27.401900	3.312846					
27.402900	3.270132					
27.403890	3.228984					
27.404880	3.243456					
27.405870	3.224880					
27.406870	3.205980					
27.407860	3.178278					
27.408850	3.177198					
27.409840	3.128652					
27.410840	3.107268					
27.411830	3.060396					
27.412820	3.040578					
27.413820	3.031884					
27.414810	2.999322					
27.415800	2.995866					
27.416790	2.963736					
27.417790	2.906280					
27.418780	2.882520					
27.419770	2.903040					
27.420760	2.906064					
27.421760	2.906496					
27.422750	2.922264					
27.423740	2.906334					
27.424730	2.953962					
27.425730	2.938788					
27.426720	2.950290					
27.427710	2.950398					
27.428710	2.878038					
27.429700	2.823282					
27.430690	2.790288					
27.431680	2.777922					
27.432670	2.722140					
27.433670	2.713068					
27.434660	2.725272					
27.435650	2.750652					
27.436650	2.753514					
27.437640	2.710044					
27.438630	2.728890					
27.439630	2.752488					
27.440620	2.731590					
27.441610	2.726460					
27.442600	2.695464					
27.443590	2.674890					
27.444590	2.676618					
27.445580	2.666358					
27.446570	2.648808					
27.447570	2.637468					
27.448560	2.624292					
27.449550	2.608470					
27.450540	2.611440					
27.451540	2.602422					
27.452530	2.625210					
27.453520	2.595294					
27.454510	2.558844					
27.455510	2.539242					
27.456500	2.489076					
27.457490	2.433564					
27.458490	2.396304					
27.459480	2.401758					
27.460470	2.395764					
27.461460	2.433780					
27.462460	2.449548					
27.463450	2.410614					
27.464440	2.428272					
27.465430	2.450088					
27.466430	2.507328					
27.467420	2.525634					
27.468410	2.510568					
27.469400	2.468988					
27.470400	2.442150					
27.471390	2.435832					
27.472380	2.475036					
27.473380	2.459376					
27.474370	2.393712					
27.475360	2.376162					
27.476350	2.344626					
27.477350	2.327400					
27.478340	2.366118					
27.479330	2.336040					
27.480320	2.325456					
27.481320	2.343222					
27.482310	2.331936					
27.483300	2.333772					
27.484300	2.328372					
27.485290	2.323782					
27.486280	2.304450					
27.487270	2.278098					
27.488260	2.242566					
27.489260	2.223180					
27.490250	2.218968					
27.491240	2.203254					
27.492240	2.213244					
27.493230	2.199960					
27.494220	2.198502					
27.495210	2.241648					
27.496210	2.282202					
27.497200	2.274372					
27.498190	2.234898					
27.499180	2.231712					
27.500180	2.220264					
27.501170	2.187810					
27.502160	2.171232					
27.503160	2.208924					
27.504150	2.238570					
27.505140	2.228850					
27.506130	2.260872					
27.507130	2.300562					
27.508120	2.317626					
27.509110	2.299806					
27.510100	2.322864					
27.511100	2.319786					
27.512090	2.342088					
27.513080	2.348730					
27.514070	2.342412					
27.515070	2.283822					
27.516060	2.253690					
27.517050	2.265732					
27.518050	2.272968					
27.519040	2.312388					
27.520030	2.311686					
27.521020	2.328966					
27.522020	2.280474					
27.523010	2.272266					
27.524000	2.306556					
27.524990	2.327832					
27.525990	2.321946					
27.526980	2.272752					
27.527970	2.255526					
27.528960	2.289492					
27.529960	2.297322					
27.530950	2.304990					
27.531940	2.330316					
27.532930	2.334852					
27.533930	2.336040					
27.534920	2.339280					
27.535910	2.369628					
27.536910	2.405052					
27.537900	2.413692					
27.538890	2.428920					
27.539880	2.444688					
27.540880	2.450574					
27.541870	2.440476					
27.542860	2.430756					
27.543850	2.411910					
27.544850	2.360448					
27.545840	2.312226					
27.546830	2.329992					
27.547830	2.378106					
27.548820	2.354238					
27.549810	2.304180					
27.550800	2.299806					
27.551800	2.302344					
27.552790	2.269026					
27.553780	2.241324					
27.554770	2.252448					
27.555770	2.246616					
27.556760	2.243592					
27.557750	2.236356					
27.558740	2.240838					
27.559740	2.237922					
27.560730	2.209680					
27.561720	2.155518					
27.562720	2.161944					
27.563710	2.153088					
27.564700	2.167992					
27.565690	2.167884					
27.566690	2.150874					
27.567680	2.139264					
27.568670	2.139534					
27.569660	2.195856					
27.570660	2.221830					
27.571650	2.223882					
27.572640	2.214432					
27.573630	2.178684					
27.574630	2.163618					
27.575620	2.181492					
27.576610	2.208870					
27.577600	2.186892					
27.578600	2.134728					
27.579590	2.139804					
27.580580	2.096280					
27.581580	2.112480					
27.582570	2.070036					
27.583560	2.033424					
27.584550	2.047248					
27.585550	2.033370					
27.586540	2.032830					
27.587530	2.069820					
27.588520	2.053134					
27.589520	2.052486					
27.590510	2.067552					
27.591500	2.058426					
27.592500	2.069388					
27.593490	2.091582					
27.594480	2.116908					
27.595470	2.146500					
27.596470	2.126574					
27.597460	2.088396					
27.598450	2.099196					
27.599440	2.139156					
27.600440	2.185758					
27.601430	2.206818					
27.602420	2.222154					
27.603420	2.228688					
27.604410	2.213028					
27.605400	2.215242					
27.606390	2.207952					
27.607390	2.194020					
27.608380	2.173068					
27.609370	2.136132					
27.610360	2.131758					
27.611360	2.139318					
27.612350	2.085318					
27.613340	2.062854					
27.614330	2.055402					
27.615330	2.045034					
27.616320	2.061720					
27.617310	2.090340					
27.618300	2.078460					
27.619300	2.026080					
27.620290	1.987362					
27.621280	1.977966					
27.622270	2.011284					
27.623270	2.065986					
27.624260	2.078838					
27.625250	2.065446					
27.626250	2.121012					
27.627240	2.197692					
27.628230	2.264652					
27.629220	2.276262					
27.630220	2.289384					
27.631210	2.268216					
27.632200	2.322270					
27.633190	2.378808					
27.634190	2.364390					
27.635180	2.377458					
27.636170	2.383182					
27.637170	2.363202					
27.638160	2.361366					
27.639150	2.347056					
27.640140	2.333826					
27.641140	2.339226					
27.642130	2.317842					
27.643120	2.289006					
27.644110	2.262654					
27.645110	2.240298					
27.646100	2.246994					
27.647090	2.251692					
27.648090	2.236950					
27.649080	2.232954					
27.650070	2.208978					
27.651060	2.169720					
27.652050	2.154924					
27.653050	2.132406					
27.654040	2.123442					
27.655030	2.132730					
27.656030	2.118474					
27.657020	2.109888					
27.658010	2.131380					
27.659000	2.172852					
27.660000	2.195640					
27.660990	2.212380					
27.661980	2.277018					
27.662970	2.315736					
27.663970	2.317194					
27.664960	2.332530					
27.665950	2.352456					
27.666950	2.356020					
27.667940	2.350782					
27.668930	2.349972					
27.669920	2.361852					
27.670920	2.393280					
27.671910	2.390526					
27.672900	2.349972					
27.673890	2.340144					
27.674890	2.323998					
27.675880	2.277450					
27.676870	2.255850					
27.677860	2.223450					
27.678860	2.180358					
27.679850	2.175066					
27.680840	2.183922					
27.681840	2.145204					
27.682830	2.086020					
27.683820	2.076084					
27.684810	2.048922					
27.685810	2.067228					
27.686800	2.078622					
27.687790	2.095308					
27.688780	2.097414					
27.689780	2.073438					
27.690770	2.062098					
27.691760	2.066472					
27.692760	2.044494					
27.693750	2.045034					
27.694740	2.072736					
27.695730	2.075112					
27.696720	2.065068					
27.697720	2.076624					
27.698710	2.066526					
27.699700	2.070630					
27.700700	2.083320					
27.701690	2.039472					
27.702680	2.017818					
27.703670	2.017386					
27.704670	2.014902					
27.705660	2.042604					
27.706650	2.049246					
27.707640	2.016792					
27.708640	1.991142					
27.709630	1.977102					
27.710620	1.957338					
27.711620	1.909062					
27.712610	1.899828					
27.713600	1.898370					
27.714590	1.883466					
27.715590	1.833354					
27.716580	1.777896					
27.717570	1.725894					
27.718560	1.698192					
27.719560	1.671516					
27.720550	1.668816					
27.721540	1.702242					
27.722530	1.733454					
27.723530	1.747062					
27.724520	1.756728					
27.725510	1.771740					
27.726510	1.756782					
27.727500	1.751274					
27.728490	1.779786					
27.729480	1.787940					
27.730480	1.766934					
27.731470	1.787994					
27.732460	1.807758					
27.733450	1.814778					
27.734450	1.812510					
27.735440	1.776924					
27.736430	1.730754					
27.737430	1.712448					
27.738420	1.729512					
27.739410	1.724058					
27.740400	1.700784					
27.741390	1.729296					
27.742390	1.772658					
27.743380	1.751382					
27.744370	1.708020					
27.745370	1.682964					
27.746360	1.684584					
27.747350	1.678212					
27.748340	1.675728					
27.749340	1.650402					
27.750330	1.668816					
27.751320	1.748088					
27.752310	1.769580					
27.753310	1.761750					
27.754300	1.758618					
27.755290	1.763748					
27.756290	1.796526					
27.757280	1.805760					
27.758270	1.781352					
27.759260	1.757322					
27.760260	1.745550					
27.761250	1.768014					
27.762240	1.773846					
27.763230	1.786590					
27.764230	1.786752					
27.765220	1.781784					
27.766210	1.810026					
27.767200	1.847070					
27.768200	1.873638					
27.769190	1.893726					
27.770180	1.871478					
27.771180	1.854198					
27.772170	1.862244					
27.773160	1.838700					
27.774150	1.850958					
27.775150	1.854900					
27.776140	1.832922					
27.777130	1.801224					
27.778120	1.756674					
27.779120	1.741176					
27.780110	1.734156					
27.781100	1.735614					
27.782100	1.749708					
27.783090	1.736586					
27.784080	1.713798					
27.785070	1.672542					
27.786060	1.702242					
27.787060	1.744092					
27.788050	1.769958					
27.789040	1.806516					
27.790040	1.819314					
27.791030	1.778112					
27.792020	1.767474					
27.793010	1.818180					
27.794010	1.836702					
27.795000	1.866402					
27.795990	1.890432					
27.796980	1.901664					
27.797980	1.902420					
27.798970	1.926720					
27.799960	1.930122					
27.800960	1.894050					
27.801950	1.898370					
27.802940	1.882440					
27.803930	1.863000					
27.804930	1.828224					
27.805920	1.794096					
27.806910	1.813320					
27.807900	1.850202					
27.808900	1.888542					
27.809890	1.926180					
27.810880	1.931148					
27.811870	1.906200					
27.812870	1.900476					
27.813860	1.909278					
27.814850	1.902150					
27.815850	1.880874					
27.816840	1.865214					
27.817830	1.834812					
27.818820	1.806786					
27.819820	1.776600					
27.820810	1.734966					
27.821800	1.721844					
27.822790	1.765206					
27.823790	1.774170					
27.824780	1.750788					
27.825770	1.742310					
27.826770	1.805328					
27.827760	1.850904					
27.828750	1.872450					
27.829740	1.864242					
27.830730	1.854306					
27.831730	1.816452					
27.832720	1.811916					
27.833710	1.818990					
27.834710	1.884276					
27.835700	1.883736					
27.836690	1.869264					
27.837680	1.809918					
27.838680	1.818558					
27.839670	1.805166					
27.840660	1.809648					
27.841650	1.794636					
27.842650	1.795122					
27.843640	1.822230					
27.844630	1.815966					
27.845630	1.795068					
27.846620	1.812888					
27.847610	1.813644					
27.848600	1.792854					
27.849600	1.792692					
27.850590	1.836810					
27.851580	1.846638					
27.852570	1.875852					
27.853570	1.896588					
27.854560	1.897938					
27.855550	1.882602					
27.856540	1.862946					
27.857540	1.864512					
27.858530	1.807758					
27.859520	1.759752					
27.860520	1.739286					
27.861510	1.735020					
27.862500	1.746036					
27.863490	1.789128					
27.864490	1.836162					
27.865480	1.851012					
27.866470	1.908036					
27.867460	1.950264					
27.868460	1.940382					
27.869450	1.942326					
27.870440	1.949346					
27.871430	1.963548					
27.872430	1.941030					
27.873420	1.919160					
27.874410	1.916838					
27.875400	1.903662					
27.876400	1.856790					
27.877390	1.845396					
27.878380	1.846746					
27.879380	1.877310					
27.880370	1.858680					
27.881360	1.896750					
27.882350	1.910250					
27.883350	1.926774					
27.884340	1.882224					
27.885330	1.899396					
27.886320	1.880388					
27.887320	1.872450					
27.888310	1.816128					
27.889300	1.840320					
27.890300	1.847502					
27.891290	1.841130					
27.892280	1.815696					
27.893270	1.781298					
27.894270	1.781082					
27.895260	1.774602					
27.896250	1.740204					
27.897240	1.739880					
27.898240	1.728972					
27.899230	1.708344					
27.900220	1.671786					
27.901220	1.680696					
27.902210	1.649754					
27.903200	1.639278					
27.904190	1.624266					
27.905190	1.636038					
27.906180	1.654128					
27.907170	1.595052					
27.908160	1.622484					
27.909160	1.618758					
27.910150	1.597374					
27.911140	1.591326					
27.912130	1.518480					
27.913130	1.460700					
27.914120	1.414368					
27.915110	1.419768					
27.916100	1.385586					
27.917100	1.406808					
27.918090	1.468368					
27.919080	1.499148					
27.920070	1.512864					
27.921070	1.490292					
27.922060	1.464642					
27.923050	1.464156					
27.924050	1.479384					
27.925040	1.495746					
27.926030	1.504764					
27.927020	1.507626					
27.928020	1.481382					
27.929010	1.497204					
27.930000	1.524852					
27.930990	1.469124					
27.931990	1.481760					
27.932980	1.465722					
27.933970	1.459836					
27.934970	1.454814					
27.935960	1.479006					
27.936950	1.538460					
27.937940	1.587816					
27.938940	1.598238					
27.939930	1.604880					
27.940920	1.622430					
27.941910	1.647594					
27.942910	1.649538					
27.943900	1.656342					
27.944890	1.626318					
27.945890	1.617462					
27.946880	1.607796					
27.947870	1.600722					
27.948860	1.606230					
27.949860	1.604340					
27.950850	1.578852					
27.951840	1.550286					
27.952830	1.522908					
27.953830	1.513998					
27.954820	1.524042					
27.955810	1.505628					
27.956800	1.581282					
27.957800	1.594026					
27.958790	1.606392					
27.959780	1.629396					
27.960770	1.622916					
27.961770	1.634526					
27.962760	1.635768					
27.963750	1.649916					
27.964750	1.677348					
27.965740	1.688580					
27.966730	1.673838					
27.967720	1.598346					
27.968720	1.615680					
27.969710	1.630854					
27.970700	1.632420					
27.971690	1.652562					
27.972690	1.672056					
27.973680	1.649862					
27.974670	1.667412					
27.975660	1.678698					
27.976660	1.687230					
27.977650	1.718118					
27.978640	1.670220					
27.979640	1.719468					
27.980630	1.709748					
27.981620	1.660878					
27.982610	1.622970					
27.983610	1.605960					
27.984600	1.619190					
27.985590	1.574640					
27.986580	1.512972					
27.987580	1.476738					
27.988570	1.493370					
27.989560	1.493694					
27.990560	1.460916					
27.991550	1.456920					
27.992540	1.484676					
27.993530	1.508220					
27.994520	1.547802					
27.995520	1.562706					
27.996510	1.574046					
27.997500	1.569564					
27.998500	1.513296					
27.999490	1.522260					
28.000480	1.554660					
28.001470	1.576152					
28.002470	1.638306					
28.003460	1.701324					
28.004450	1.696140					
28.005440	1.659960					
28.006440	1.613358					
28.007430	1.577880					
28.008420	1.557846					
28.009420	1.574640					
28.010410	1.582578					
28.011400	1.573074					
28.012390	1.586466					
28.013390	1.569024					
28.014380	1.527876					
28.015370	1.518534					
28.016360	1.501956					
28.017360	1.494720					
28.018350	1.487430					
28.019340	1.470960					
28.020330	1.493586					
28.021330	1.485756					
28.022320	1.449684					
28.023310	1.471230					
28.024310	1.463022					
28.025300	1.494612					
28.026290	1.486350					
28.027280	1.466154					
28.028280	1.491534					
28.029270	1.459350					
28.030260	1.476144					
28.031250	1.554228					
28.032250	1.627776					
28.033240	1.643652					
28.034230	1.590300					
28.035230	1.596132					
28.036220	1.626102					
28.037210	1.640412					
28.038200	1.639440					
28.039190	1.626642					
28.040190	1.627614					
28.041180	1.606554					
28.042170	1.571022					
28.043170	1.518858					
28.044160	1.481598					
28.045150	1.479330					
28.046140	1.456380					
28.047140	1.458864					
28.048130	1.489644					
28.049120	1.477170					
28.050110	1.476792					
28.051110	1.505628					
28.052100	1.482624					
28.053090	1.485918					
28.054090	1.526040					
28.055080	1.537704					
28.056070	1.580418					
28.057060	1.655532					
28.058060	1.664874					
28.059050	1.630314					
28.060040	1.654074					
28.061030	1.671084					
28.062030	1.666872					
28.063020	1.686582					
28.064010	1.689606					
28.065000	1.684584					
28.066000	1.716822					
28.066990	1.713960					
28.067980	1.694736					
28.068980	1.675080					
28.069970	1.619730					
28.070960	1.626372					
28.071950	1.655910					
28.072950	1.632474					
28.073940	1.609146					
28.074930	1.575342					
28.075920	1.567782					
28.076920	1.539756					
28.077910	1.528254					
28.078900	1.537704					
28.079900	1.494990					
28.080890	1.449360					
28.081880	1.425222					
28.082870	1.440990					
28.083860	1.493208					
28.084860	1.506222					
28.085850	1.481058					
28.086840	1.446282					
28.087840	1.424304					
28.088830	1.421172					
28.089820	1.435806					
28.090820	1.417770					
28.091810	1.397790					
28.092800	1.428354					
28.093790	1.444176					
28.094780	1.443960					
28.095780	1.458756					
28.096770	1.459242					
28.097760	1.431810					
28.098760	1.444716					
28.099750	1.481112					
28.100740	1.447146					
28.101730	1.419876					
28.102730	1.365606					
28.103720	1.355616					
28.104710	1.358964					
28.105700	1.348866					
28.106700	1.303830					
28.107690	1.279314					
28.108680	1.300752					
28.109670	1.311768					
28.110670	1.302750					
28.111660	1.331046					
28.112650	1.294542					
28.113650	1.300050					
28.114640	1.276776					
28.115630	1.263384					
28.116620	1.287198					
28.117620	1.278180					
28.118610	1.278126					
28.119600	1.324890					
28.120590	1.263600					
28.121590	1.237896					
28.122580	1.254366					
28.123570	1.246212					
28.124570	1.234224					
28.125560	1.226772					
28.126550	1.233954					
28.127540	1.191240					
28.128530	1.230120					
28.129530	1.264194					
28.130520	1.268190					
28.131510	1.270890					
28.132510	1.275912					
28.133500	1.251234					
28.134490	1.252692					
28.135480	1.261980					
28.136480	1.274076					
28.137470	1.252530					
28.138460	1.272726					
28.139450	1.261170					
28.140450	1.289952					
28.141440	1.283958					
28.142430	1.267974					
28.143430	1.259550					
28.144420	1.284930					
28.145410	1.304640					
28.146400	1.339254					
28.147400	1.388016					
28.148390	1.371114					
28.149380	1.366038					
28.150370	1.383534					
28.151370	1.400112					
28.152360	1.390500					
28.153350	1.365930					
28.154350	1.382832					
28.155340	1.401030					
28.156330	1.407186					
28.157320	1.459242					
28.158320	1.486566					
28.159310	1.476900					
28.160300	1.486512					
28.161290	1.488834					
28.162290	1.459566					
28.163280	1.476036					
28.164270	1.514592					
28.165260	1.519506					
28.166260	1.506168					
28.167250	1.533492					
28.168240	1.553418					
28.169240	1.590516					
28.170230	1.626750					
28.171220	1.669194					
28.172210	1.625400					
28.173200	1.665144					
28.174200	1.678212					
28.175190	1.687122					
28.176180	1.690146					
28.177180	1.690470					
28.178170	1.710126					
28.179160	1.691982					
28.180150	1.707372					
28.181150	1.718712					
28.182140	1.714824					
28.183130	1.712880					
28.184120	1.708128					
28.185120	1.760238					
28.186110	1.743390					
28.187100	1.720872					
28.188100	1.680318					
28.189090	1.667466					
28.190080	1.675026					
28.191070	1.683882					
28.192070	1.674108					
28.193060	1.643652					
28.194050	1.636200					
28.195040	1.642626					
28.196040	1.673190					
28.197030	1.684368					
28.198020	1.710882					
28.199020	1.667628					
28.200010	1.649484					
28.201000	1.648404					
28.201990	1.634472					
28.202990	1.632096					
28.203980	1.618758					
28.204970	1.609200					
28.205960	1.594998					
28.206960	1.577718					
28.207950	1.585116					
28.208940	1.552878					
28.209930	1.508328					
28.210930	1.510866					
28.211920	1.527174					
28.212910	1.488024					
28.213910	1.473606					
28.214900	1.467396					
28.215890	1.433592					
28.216880	1.410588					
28.217880	1.378134					
28.218870	1.356696					
28.219860	1.378620					
28.220850	1.393740					
28.221850	1.376244					
28.222840	1.353672					
28.223830	1.372302					
28.224820	1.418202					
28.225820	1.447686					
28.226810	1.450440					
28.227800	1.441584					
28.228790	1.436778					
28.229790	1.418418					
28.230780	1.394442					
28.231770	1.395846					
28.232770	1.415124					
28.233760	1.414314					
28.234750	1.391472					
28.235740	1.415610					
28.236740	1.470258					
28.237730	1.494450					
28.238720	1.489536					
28.239710	1.502928					
28.240710	1.526094					
28.241700	1.554498					
28.242690	1.583172					
28.243690	1.580472					
28.244680	1.545858					
28.245670	1.501146					
28.246660	1.469610					
28.247660	1.466586					
28.248650	1.492992					
28.249640	1.493964					
28.250630	1.489644					
28.251630	1.503036					
28.252620	1.494396					
28.253610	1.502550					
28.254600	1.510650					
28.255600	1.525068					
28.256590	1.511514					
28.257580	1.488456					
28.258570	1.485054					
28.259570	1.486890					
28.260560	1.504062					
28.261550	1.523826					
28.262550	1.537164					
28.263540	1.555092					
28.264530	1.605474					
28.265520	1.610928					
28.266520	1.584036					
28.267510	1.570428					
28.268500	1.589328					
28.269490	1.545912					
28.270490	1.601586					
28.271480	1.602450					
28.272470	1.609848					
28.273460	1.575990					
28.274460	1.569456					
28.275450	1.575612					
28.276440	1.557684					
28.277440	1.576638					
28.278430	1.600128					
28.279420	1.661256					
28.280410	1.651482					
28.281410	1.620432					
28.282400	1.626480					
28.283390	1.623132					
28.284380	1.629072					
28.285380	1.642788					
28.286370	1.682424					
28.287360	1.708182					
28.288360	1.749870					
28.289350	1.772334					
28.290340	1.778436					
28.291330	1.763208					
28.292330	1.735074					
28.293320	1.721034					
28.294310	1.703970					
28.295300	1.724868					
28.296300	1.744470					
28.297290	1.777248					
28.298280	1.758618					
28.299270	1.767420					
28.300270	1.807812					
28.301260	1.846476					
28.302250	1.856034					
28.303240	1.824606					
28.304240	1.811322					
28.305230	1.806624					
28.306220	1.806462					
28.307220	1.787616					
28.308210	1.789992					
28.309200	1.775628					
28.310190	1.804410					
28.311190	1.790424					
28.312180	1.776384					
28.313170	1.750032					
28.314160	1.732320					
28.315160	1.747440					
28.316150	1.768716					
28.317140	1.777950					
28.318130	1.736046					
28.319130	1.732212					
28.320120	1.713852					
28.321110	1.730376					
28.322110	1.760454					
28.323100	1.741878					
28.324090	1.724004					
28.325080	1.711314					
28.326080	1.734102					
28.327070	1.718550					
28.328060	1.685826					
28.329050	1.672434					
28.330050	1.733238					
28.331040	1.719576					
28.332030	1.683180					
28.333030	1.692630					
28.334020	1.677186					
28.335010	1.619514					
28.336000	1.577016					
28.337000	1.538352					
28.337990	1.500120					
28.338980	1.471932					
28.339970	1.474362					
28.340970	1.480194					
28.341960	1.480032					
28.342950	1.499634					
28.343950	1.535922					
28.344940	1.510488					
28.345930	1.473174					
28.346920	1.466640					
28.347910	1.466856					
28.348910	1.435050					
28.349900	1.407672					
28.350890	1.400922					
28.351890	1.417176					
28.352880	1.388016					
28.353870	1.381860					
28.354860	1.373544					
28.355860	1.382184					
28.356850	1.414692					
28.357840	1.419498					
28.358830	1.414908					
28.359830	1.423170					
28.360820	1.489266					
28.361810	1.545372					
28.362800	1.594242					
28.363800	1.633446					
28.364790	1.630800					
28.365780	1.603584					
28.366780	1.610874					
28.367770	1.651860					
28.368760	1.664712					
28.369750	1.666548					
28.370750	1.643058					
28.371740	1.648458					
28.372730	1.687716					
28.373720	1.729134					
28.374720	1.740258					
28.375710	1.728810					
28.376700	1.742040					
28.377700	1.751382					
28.378690	1.701162					
28.379680	1.685988					
28.380670	1.718928					
28.381660	1.747764					
28.382660	1.757430					
28.383650	1.796256					
28.384640	1.835406					
28.385640	1.878120					
28.386630	1.894374					
28.387620	1.867104					
28.388620	1.856466					
28.389610	1.882008					
28.390600	1.900098					
28.391590	1.908792					
28.392580	1.914408					
28.393580	1.915056					
28.394570	1.918944					
28.395560	1.894806					
28.396560	1.890378					
28.397550	1.928664					
28.398540	1.953828					
28.399530	1.959120					
28.400530	1.952802					
28.401520	1.962738					
28.402510	1.995948					
28.403500	2.038554					
28.404500	2.051082					
28.405490	2.045412					
28.406480	2.064690					
28.407480	2.060478					
28.408470	2.063178					
28.409460	2.023974					
28.410450	1.985634					
28.411450	1.968732					
28.412440	1.913328					
28.413430	1.879956					
28.414420	1.879254					
28.415420	1.906632					
28.416410	1.892268					
28.417400	1.871640					
28.418390	1.908576					
28.419390	1.904472					
28.420380	1.860786					
28.421370	1.841940					
28.422370	1.793070					
28.423360	1.797660					
28.424350	1.778652					
28.425340	1.806948					
28.426330	1.860624					
28.427330	1.838646					
28.428320	1.873854					
28.429310	1.879740					
28.430310	1.846800					
28.431300	1.843884					
28.432290	1.831302					
28.433290	1.784700					
28.434280	1.760292					
28.435270	1.680318					
28.436260	1.679670					
28.437250	1.706778					
28.438250	1.682856					
28.439240	1.633500					
28.440230	1.663794					
28.441230	1.633662					
28.442220	1.621998					
28.443210	1.595916					
28.444200	1.637064					
28.445200	1.624428					
28.446190	1.617354					
28.447180	1.583496					
28.448170	1.587276					
28.449170	1.544022					
28.450160	1.538298					
28.451150	1.530306					
28.452150	1.544994					
28.453140	1.508166					
28.454130	1.518534					
28.455120	1.497960					
28.456120	1.493154					
28.457110	1.537488					
28.458100	1.527336					
28.459090	1.534032					
28.460090	1.490616					
28.461080	1.459296					
28.462070	1.466802					
28.463060	1.530198					
28.464060	1.565676					
28.465050	1.589220					
28.466040	1.608660					
28.467040	1.576476					
28.468030	1.573074					
28.469020	1.592730					
28.470010	1.608660					
28.471000	1.613952					
28.472000	1.628802					
28.472990	1.643112					
28.473980	1.646190					
28.474980	1.614654					
28.475970	1.572588					
28.476960	1.554012					
28.477950	1.557306					
28.478950	1.604394					
28.479940	1.620162					
28.480930	1.626642					
28.481920	1.649052					
28.482920	1.677942					
28.483910	1.744416					
28.484900	1.791450					
28.485900	1.810242					
28.486890	1.838376					
28.487880	1.866618					
28.488870	1.879092					
28.489870	1.880280					
28.490860	1.918620					
28.491850	1.989036					
28.492840	2.036826					
28.493840	2.042226					
28.494830	2.063880					
28.495820	2.064690					
28.496820	2.087640					
28.497810	2.119500					
28.498800	2.155140					
28.499790	2.168154					
28.500790	2.170368					
28.501780	2.172582					
28.502770	2.209302					
28.503760	2.221020					
28.504760	2.241270					
28.505750	2.244402					
28.506740	2.237814					
28.507730	2.226258					
28.508730	2.221830					
28.509720	2.202282					
28.510710	2.199636					
28.511710	2.209572					
28.512700	2.180844					
28.513690	2.189970					
28.514680	2.202120					
28.515680	2.215458					
28.516670	2.221614					
28.517660	2.228688					
28.518650	2.252934					
28.519650	2.248614					
28.520640	2.267082					
28.521630	2.254500					
28.522620	2.235762					
28.523620	2.224584					
28.524610	2.213082					
28.525600	2.181600					
28.526590	2.189160					
28.527590	2.178522					
28.528580	2.158164					
28.529570	2.144664					
28.530570	2.136564					
28.531560	2.149632					
28.532550	2.141262					
28.533540	2.145042					
28.534540	2.170044					
28.535530	2.119500					
28.536520	2.122578					
28.537510	2.140722					
28.538510	2.183976					
28.539500	2.175822					
28.540490	2.132730					
28.541490	2.109780					
28.542480	2.073978					
28.543470	2.097198					
28.544460	2.138400					
28.545460	2.134890					
28.546450	2.106810					
28.547440	2.107404					
28.548430	2.097522					
28.549430	2.102706					
28.550420	2.131056					
28.551410	2.099844					
28.552400	2.112912					
28.553400	2.116098					
28.554390	2.157894					
28.555380	2.173122					
28.556380	2.200176					
