"Volume (mL)"	"BioRad Standards"	"BioRad Standards"	"BioRad Standards"	CDIN1-Codanin-1	CDIN1-Codanin-1	CDIN1-Codanin-1
4.674785	-4.034390					
4.675777	-4.045790					
4.676770	-4.015060					
4.677763	-3.994540					
4.678755	-3.974890					
4.679748	-3.999510					
4.680741	-3.976340					
4.681734	-3.946700					
4.682726	-3.935090					
4.683719	-3.884220					
4.684711	-3.833780					
4.685704	-3.797710					
4.686697	-3.780050					
4.687689	-3.776110					
4.688682	-3.788750					
4.689675	-3.800520					
4.690668	-3.754240					
4.691660	-3.751000					
4.692653	-3.714390					
4.693645	-3.725030					
4.694638	-3.741930					
4.695631	-3.730700					
4.696623	-3.747650					
4.697616	-3.761370					
4.698609	-3.725080					
4.699602	-3.718930					
4.700594	-3.726110					
4.701587	-3.767900					
4.702579	-3.728860					
4.703572	-3.679180					
4.704565	-3.643810					
4.705557	-3.609680					
4.706550	-3.635280					
4.707543	-3.668170					
4.708535	-3.684960					
4.709528	-3.689280					
4.710521	-3.637330					
4.711514	-3.632580					
4.712506	-3.588950					
4.713499	-3.569830					
4.714491	-3.579280					
4.715484	-3.574690					
4.716477	-3.566700					
4.717469	-3.570700					
4.718462	-3.589600					
4.719455	-3.586730					
4.720448	-3.576040					
4.721440	-3.563620					
4.722433	-3.603910					
4.723425	-3.616540					
4.724418	-3.602230					
4.725411	-3.597480					
4.726403	-3.638250					
4.727396	-3.661790					
4.728389	-3.656290					
4.729382	-3.629720					
4.730374	-3.631230					
4.731367	-3.654180					
4.732359	-3.675190					
4.733352	-3.711260					
4.734345	-3.737990					
4.735337	-3.737230					
4.736330	-3.710720					
4.737323	-3.686850					
4.738316	-3.650560					
4.739308	-3.641380					
4.740301	-3.679400					
4.741293	-3.710560					
4.742286	-3.742310					
4.743279	-3.731400					
4.744271	-3.732480					
4.745264	-3.768610					
4.746257	-3.748840					
4.747250	-3.722110					
4.748242	-3.726860					
4.749235	-3.695650					
4.750227	-3.703540					
4.751220	-3.678800					
4.752213	-3.727080					
4.753205	-3.751330					
4.754198	-3.783620					
4.755191	-3.827090					
4.756184	-3.809590					
4.757176	-3.830650					
4.758169	-3.841780					
4.759161	-3.804250					
4.760154	-3.815480					
4.761147	-3.813860					
4.762139	-3.840370					
4.763132	-3.855870					
4.764125	-3.850250					
4.765118	-3.839020					
4.766110	-3.836860					
4.767103	-3.846200					
4.768095	-3.847070					
4.769088	-3.863810					
4.770081	-3.888000					
4.771073	-3.880710					
4.772066	-3.824770					
4.773059	-3.758450					
4.774052	-3.748090					
4.775044	-3.774380					
4.776037	-3.746090					
4.777030	-3.687170					
4.778022	-3.673730					
4.779015	-3.665250					
4.780007	-3.653370					
4.781000	-3.636470					
4.781993	-3.592300					
4.782986	-3.558110					
4.783978	-3.559140					
4.784971	-3.607040					
4.785964	-3.643430					
4.786956	-3.654450					
4.787949	-3.666820					
4.788941	-3.657800					
4.789934	-3.610220					
4.790927	-3.581010					
4.791920	-3.553090					
4.792912	-3.550280					
4.793905	-3.555790					
4.794898	-3.539320					
4.795890	-3.551360					
4.796883	-3.576200					
4.797875	-3.579340					
4.798868	-3.588730					
4.799861	-3.547100					
4.800853	-3.520800					
4.801846	-3.506650					
4.802839	-3.498610					
4.803832	-3.514050					
4.804824	-3.511400					
4.805817	-3.534520					
4.806809	-3.529390					
4.807802	-3.506270					
4.808795	-3.515290					
4.809787	-3.536680					
4.810780	-3.517290					
4.811773	-3.505790					
4.812766	-3.533760					
4.813758	-3.537920					
4.814751	-3.541540					
4.815743	-3.543530					
4.816736	-3.526200					
4.817729	-3.511730					
4.818721	-3.473770					
4.819714	-3.440660					
4.820707	-3.463780					
4.821700	-3.482350					
4.822692	-3.505090					
4.823685	-3.517020					
4.824677	-3.498500					
4.825670	-3.509840					
4.826663	-3.590140					
4.827655	-3.616760					
4.828648	-3.615950					
4.829641	-3.618380					
4.830634	-3.599370					
4.831626	-3.651430					
4.832619	-3.632900					
4.833611	-3.613900					
4.834604	-3.591380					
4.835597	-3.574960					
4.836589	-3.591860					
4.837582	-3.561460					
4.838575	-3.561520					
4.839568	-3.547800					
4.840560	-3.587490					
4.841553	-3.629930					
4.842546	-3.641980					
4.843538	-3.621830					
4.844531	-3.607740					
4.845523	-3.610390					
4.846516	-3.626910					
4.847509	-3.635770					
4.848502	-3.656720					
4.849494	-3.704890					
4.850487	-3.729560					
4.851480	-3.709850					
4.852472	-3.686310					
4.853465	-3.683070					
4.854457	-3.687930					
4.855450	-3.670600					
4.856443	-3.610120					
4.857436	-3.578150					
4.858428	-3.536140					
4.859421	-3.514700					
4.860414	-3.523180					
4.861406	-3.534250					
4.862399	-3.526470					
4.863391	-3.528580					
4.864384	-3.533810					
4.865377	-3.546990					
4.866370	-3.565130					
4.867362	-3.580740					
4.868355	-3.616760					
4.869348	-3.621240					
4.870340	-3.586790					
4.871333	-3.575120					
4.872325	-3.561520					
4.873318	-3.588410					
4.874311	-3.595000					
4.875304	-3.602390					
4.876296	-3.582090					
4.877289	-3.555520					
4.878282	-3.571340					
4.879274	-3.569350					
4.880267	-3.606980					
4.881259	-3.637010					
4.882252	-3.695870					
4.883245	-3.715040					
4.884238	-3.699810					
4.885230	-3.686090					
4.886223	-3.661740					
4.887216	-3.666550					
4.888208	-3.723250					
4.889201	-3.791990					
4.890193	-3.761690					
4.891186	-3.737070					
4.892179	-3.734910					
4.893171	-3.793180					
4.894164	-3.787290					
4.895157	-3.748250					
4.896150	-3.705700					
4.897142	-3.726000					
4.898135	-3.726540					
4.899127	-3.688040					
4.900120	-3.707320					
4.901113	-3.723620					
4.902105	-3.724000					
4.903098	-3.715200					
4.904091	-3.692090					
4.905084	-3.676320					
4.906076	-3.726760					
4.907069	-3.789340					
4.908062	-3.813970					
4.909054	-3.833950					
4.910047	-3.795010					
4.911039	-3.769470					
4.912032	-3.785240					
4.913025	-3.794850					
4.914018	-3.792040					
4.915010	-3.793010					
4.916003	-3.758670					
4.916996	-3.709260					
4.917988	-3.698620					
4.918981	-3.682210					
4.919973	-3.705530					
4.920966	-3.714820					
4.921959	-3.719790					
4.922952	-3.681880					
4.923944	-3.696730					
4.924937	-3.705750					
4.925930	-3.660340					
4.926922	-3.664490					
4.927915	-3.660170					
4.928907	-3.714340					
4.929900	-3.712390					
4.930893	-3.643060					
4.931886	-3.626590					
4.932878	-3.645160					
4.933871	-3.643540					
4.934864	-3.665090					
4.935856	-3.678590					
4.936849	-3.741440					
4.937841	-3.694630					
4.938834	-3.674750					
4.939827	-3.690250					
4.940820	-3.702940					
4.941812	-3.721460					
4.942805	-3.673400					
4.943798	-3.665680					
4.944790	-3.714500					
4.945783	-3.733720					
4.946775	-3.717850					
4.947768	-3.690850					
4.948761	-3.711040					
4.949754	-3.697490					
4.950746	-3.699270					
4.951739	-3.724430					
4.952732	-3.721460					
4.953724	-3.754670					
4.954717	-3.764120					
4.955709	-3.757480					
4.956702	-3.756350					
4.957695	-3.785400					
4.958688	-3.800090					
4.959680	-3.806410					
4.960673	-3.878600					
4.961666	-3.850520					
4.962658	-3.841240					
4.963651	-3.819530					
4.964643	-3.779190					
4.965636	-3.806570					
4.966629	-3.854470					
4.967622	-3.857760					
4.968614	-3.868020					
4.969607	-3.928720					
4.970600	-3.959330					
4.971592	-3.961550					
4.972585	-3.941350					
4.973577	-3.924610					
4.974570	-3.919700					
4.975563	-3.947830					
4.976556	-3.957770					
4.977548	-3.927040					
4.978541	-3.912680					
4.979534	-3.944700					
4.980526	-3.991360					
4.981519	-3.978990					
4.982512	-3.943080					
4.983504	-3.928550					
4.984497	-3.939350					
4.985489	-3.936760					
4.986482	-3.920620					
4.987475	-3.895340					
4.988468	-3.879580					
4.989460	-3.855820					
4.990453	-3.850310					
4.991446	-3.865100					
4.992438	-3.892100					
4.993431	-3.930500					
4.994423	-3.951560					
4.995416	-3.979750					
4.996409	-4.005450					
4.997402	-4.017980					
4.998394	-4.008100					
4.999387	-4.007120					
5.000380	-4.006370					
5.001372	-3.991090					
5.002365	-3.990870					
5.003357	-3.956090					
5.004350	-3.925960					
5.005343	-3.922400					
5.006336	-3.889030					
5.007329	-3.896420					
5.008321	-3.872990					
5.009314	-3.885520					
5.010306	-3.889780					
5.011299	-3.926830					
5.012291	-3.915540					
5.013284	-3.923530					
5.014277	-3.939570					
5.015270	-3.915760					
5.016262	-3.921050					
5.017255	-3.917540					
5.018248	-3.938490					
5.019240	-3.855920					
5.020233	-3.794580					
5.021225	-3.776600					
5.022218	-3.841880					
5.023211	-3.850740					
5.024204	-3.855220					
5.025196	-3.863750					
5.026189	-3.863590					
5.027182	-3.893780					
5.028174	-3.894800					
5.029167	-3.859160					
5.030159	-3.873420					
5.031152	-3.924340					
5.032145	-3.967270					
5.033138	-4.009120					
5.034130	-4.003020					
5.035123	-3.983090					
5.036116	-3.986820					
5.037108	-4.012200					
5.038101	-4.047250					
5.039093	-4.062960					
5.040086	-4.084020					
5.041079	-4.090070					
5.042072	-4.083860					
5.043064	-4.076950					
5.044057	-4.052920					
5.045050	-4.017710					
5.046042	-4.002800					
5.047035	-4.030070					
5.048028	-4.063230					
5.049020	-4.069760					
5.050013	-4.042060					
5.051006	-4.017330					
5.051998	-4.009500					
5.052991	-4.046440					
5.053984	-4.064800					
5.054976	-4.070300					
5.055969	-4.065440					
5.056962	-4.061070					
5.057954	-4.024080					
5.058947	-4.059130					
5.059940	-4.069980					
5.060932	-4.054270					
5.061925	-4.032230					
5.062918	-4.013060					
5.063910	-4.003400					
5.064903	-4.011770					
5.065896	-4.036230					
5.066888	-4.034990					
5.067881	-4.020790					
5.068874	-4.061290					
5.069866	-4.125550					
5.070859	-4.175500					
5.071852	-4.184350					
5.072845	-4.168750					
5.073837	-4.176520					
5.074830	-4.171230					
5.075822	-4.160430					
5.076815	-4.148770					
5.077807	-4.148710					
5.078800	-4.168480					
5.079793	-4.141420					
5.080786	-4.090990					
5.081779	-4.060750					
5.082771	-4.025480					
5.083764	-4.039520					
5.084756	-4.057340					
5.085749	-4.057240					
5.086741	-4.083320					
5.087734	-4.092980					
5.088727	-4.096220					
5.089720	-4.080130					
5.090713	-4.031640					
5.091705	-3.994430					
5.092698	-3.976400					
5.093690	-3.950690					
5.094683	-3.969760					
5.095675	-3.980020					
5.096668	-3.977590					
5.097661	-3.974130					
5.098654	-3.992330					
5.099647	-4.021000					
5.100639	-4.031590					
5.101632	-4.054970					
5.102624	-3.988710					
5.103617	-3.976070					
5.104609	-3.958360					
5.105602	-3.965220					
5.106595	-3.936010					
5.107588	-3.933630					
5.108580	-3.915270					
5.109573	-3.890160					
5.110566	-3.875420					
5.111558	-3.867430					
5.112551	-3.906360					
5.113544	-3.916080					
5.114536	-3.931520					
5.115529	-3.913000					
5.116522	-3.908140					
5.117514	-3.917050					
5.118507	-3.906310					
5.119500	-3.893080					
5.120492	-3.882710					
5.121485	-3.837830					
5.122478	-3.783890					
5.123470	-3.755160					
5.124463	-3.711800					
5.125456	-3.708670					
5.126448	-3.704670					
5.127441	-3.712500					
5.128434	-3.658550					
5.129426	-3.615890					
5.130419	-3.618650					
5.131412	-3.626480					
5.132404	-3.628640					
5.133397	-3.633390					
5.134390	-3.602830					
5.135382	-3.603150					
5.136375	-3.541000					
5.137368	-3.472960					
5.138361	-3.437910					
5.139353	-3.474850					
5.140346	-3.529120					
5.141338	-3.519070					
5.142331	-3.534950					
5.143324	-3.517560					
5.144316	-3.528360					
5.145309	-3.543700					
5.146302	-3.520310					
5.147295	-3.489430					
5.148287	-3.459400					
5.149280	-3.441910					
5.150272	-3.445150					
5.151265	-3.438070					
5.152258	-3.447520					
5.153250	-3.525660					
5.154243	-3.504760					
5.155236	-3.496450					
5.156229	-3.500870					
5.157221	-3.495910					
5.158214	-3.520750					
5.159206	-3.495310					
5.160199	-3.491100					
5.161192	-3.497470					
5.162184	-3.483590					
5.163177	-3.503090					
5.164170	-3.493480					
5.165163	-3.496450					
5.166155	-3.438830					
5.167148	-3.404210					
5.168140	-3.371330					
5.169133	-3.325540					
5.170125	-3.288220					
5.171118	-3.301240					
5.172111	-3.365820					
5.173104	-3.421010					
5.174097	-3.457080					
5.175089	-3.435700					
5.176082	-3.446930					
5.177074	-3.429810					
5.178067	-3.460430					
5.179060	-3.530090					
5.180052	-3.524850					
5.181045	-3.495370					
5.182038	-3.453460					
5.183031	-3.470310					
5.184023	-3.463510					
5.185016	-3.418310					
5.186008	-3.460750					
5.187001	-3.479980					
5.187994	-3.529870					
5.188986	-3.490560					
5.189979	-3.471500					
5.190972	-3.490990					
5.191965	-3.470580					
5.192957	-3.469180					
5.193950	-3.427430					
5.194942	-3.365770					
5.195935	-3.345790					
5.196928	-3.360260					
5.197920	-3.314200					
5.198913	-3.301180					
5.199906	-3.308900					
5.200898	-3.293240					
5.201891	-3.276670					
5.202884	-3.221480					
5.203876	-3.231950					
5.204869	-3.296970					
5.205862	-3.338600					
5.206854	-3.363120					
5.207847	-3.363930					
5.208840	-3.353890					
5.209832	-3.357400					
5.210825	-3.344110					
5.211818	-3.340330					
5.212811	-3.356960					
5.213803	-3.398920					
5.214796	-3.389360					
5.215788	-3.407510					
5.216781	-3.445470					
5.217774	-3.462370					
5.218766	-3.456590					
5.219759	-3.477380					
5.220752	-3.472630					
5.221745	-3.454330					
5.222737	-3.454330					
5.223730	-3.444070					
5.224722	-3.445470					
5.225715	-3.446440					
5.226708	-3.459460					
5.227700	-3.461560					
5.228693	-3.467880					
5.229686	-3.476140					
5.230679	-3.456490					
5.231671	-3.463560					
5.232664	-3.446870					
5.233656	-3.487160					
5.234649	-3.468740					
5.235642	-3.427920					
5.236634	-3.439750					
5.237627	-3.411670					
5.238620	-3.426790					
5.239613	-3.439420					
5.240605	-3.422680					
5.241598	-3.421930					
5.242590	-3.443850					
5.243583	-3.432510					
5.244576	-3.431160					
5.245568	-3.429920					
5.246561	-3.428840					
5.247554	-3.455030					
5.248547	-3.503140					
5.249539	-3.498710					
5.250532	-3.491150					
5.251524	-3.517880					
5.252517	-3.536890					
5.253510	-3.516910					
5.254502	-3.451140					
5.255495	-3.405780					
5.256488	-3.380290					
5.257481	-3.355720					
5.258473	-3.372250					
5.259466	-3.372460					
5.260458	-3.356320					
5.261451	-3.351890					
5.262444	-3.316900					
5.263436	-3.272830					
5.264429	-3.263270					
5.265422	-3.293780					
5.266415	-3.276450					
5.267407	-3.265540					
5.268400	-3.294860					
5.269392	-3.316460					
5.270385	-3.308530					
5.271378	-3.311980					
5.272370	-3.315280					
5.273363	-3.283580					
5.274356	-3.285630					
5.275349	-3.298970					
5.276341	-3.279150					
5.277334	-3.261760					
5.278327	-3.233200					
5.279319	-3.214350					
5.280312	-3.253550					
5.281304	-3.290600					
5.282297	-3.301070					
5.283290	-3.289190					
5.284283	-3.308900					
5.285275	-3.353620					
5.286268	-3.369170					
5.287261	-3.368250					
5.288253	-3.334660					
5.289246	-3.313550					
5.290238	-3.329860					
5.291231	-3.364690					
5.292224	-3.374460					
5.293216	-3.387800					
5.294209	-3.413880					
5.295202	-3.448170					
5.296195	-3.462700					
5.297187	-3.474310					
5.298180	-3.448220					
5.299172	-3.439800					
5.300165	-3.508330					
5.301158	-3.518690					
5.302150	-3.517400					
5.303143	-3.540020					
5.304136	-3.595910					
5.305129	-3.619570					
5.306121	-3.629390					
5.307114	-3.647270					
5.308106	-3.651100					
5.309099	-3.666060					
5.310092	-3.692680					
5.311084	-3.704830					
5.312077	-3.738310					
5.313070	-3.724810					
5.314063	-3.746250					
5.315055	-3.730700					
5.316048	-3.712390					
5.317040	-3.739120					
5.318033	-3.741440					
5.319026	-3.741930					
5.320018	-3.726920					
5.321011	-3.738910					
5.322004	-3.708670					
5.322997	-3.703000					
5.323989	-3.741610					
5.324982	-3.718440					
5.325974	-3.739660					
5.326967	-3.758130					
5.327960	-3.754840					
5.328952	-3.764070					
5.329945	-3.731720					
5.330938	-3.743500					
5.331931	-3.759100					
5.332923	-3.758020					
5.333916	-3.756780					
5.334908	-3.760670					
5.335901	-3.774010					
5.336894	-3.812450					
5.337886	-3.817040					
5.338879	-3.776000					
5.339872	-3.718120					
5.340865	-3.701050					
5.341857	-3.677130					
5.342850	-3.657910					
5.343843	-3.659150					
5.344835	-3.646730					
5.345828	-3.603690					
5.346820	-3.602830					
5.347813	-3.594400					
5.348806	-3.568320					
5.349799	-3.521770					
5.350791	-3.509570					
5.351784	-3.482410					
5.352777	-3.457840					
5.353769	-3.399570					
5.354762	-3.413660					
5.355754	-3.382560					
5.356747	-3.379910					
5.357740	-3.402760					
5.358733	-3.368470					
5.359725	-3.349890					
5.360718	-3.332180					
5.361711	-3.302210					
5.362703	-3.357880					
5.363696	-3.321000					
5.364688	-3.311010					
5.365681	-3.351080					
5.366674	-3.331960					
5.367667	-3.297830					
5.368659	-3.318950					
5.369652	-3.320620					
5.370645	-3.323050					
5.371637	-3.309610					
5.372630	-3.311710					
5.373622	-3.239680					
5.374615	-3.238870					
5.375608	-3.221210					
5.376601	-3.218350					
5.377593	-3.251880					
5.378586	-3.228440					
5.379579	-3.230330					
5.380571	-3.204790					
5.381564	-3.176770					
5.382556	-3.156190					
5.383549	-3.143020					
5.384542	-3.143770					
5.385534	-3.132270					
5.386527	-3.113210					
5.387520	-3.105920					
5.388513	-3.176770					
5.389505	-3.229960					
5.390498	-3.219800					
5.391490	-3.184870					
5.392483	-3.190160					
5.393476	-3.187940					
5.394468	-3.180380					
5.395461	-3.201550					
5.396454	-3.205600					
5.397447	-3.206630					
5.398439	-3.265110					
5.399432	-3.303770					
5.400424	-3.276560					
5.401417	-3.270780					
5.402410	-3.238540					
5.403402	-3.239080					
5.404395	-3.187890					
5.405388	-3.226550					
5.406381	-3.228550					
5.407373	-3.189350					
5.408366	-3.228710					
5.409359	-3.250480					
5.410351	-3.236000					
5.411344	-3.240220					
5.412336	-3.197070					
5.413329	-3.198470					
5.414322	-3.187570					
5.415315	-3.161650					
5.416307	-3.145450					
5.417300	-3.145120					
5.418293	-3.121690					
5.419285	-3.116120					
5.420278	-3.115370					
5.421270	-3.125090					
5.422263	-3.155600					
5.423256	-3.205820					
5.424249	-3.231090					
5.425241	-3.220290					
5.426234	-3.216670					
5.427227	-3.183030					
5.428219	-3.172120					
5.429212	-3.151060					
5.430204	-3.162940					
5.431197	-3.157760					
5.432190	-3.169150					
5.433183	-3.152570					
5.434175	-3.173530					
5.435168	-3.199770					
5.436161	-3.205980					
5.437153	-3.236760					
5.438146	-3.232060					
5.439138	-3.226180					
5.440131	-3.223580					
5.441124	-3.249020					
5.442117	-3.292160					
5.443109	-3.260200					
5.444102	-3.264890					
5.445095	-3.303400					
5.446087	-3.269320					
5.447080	-3.271750					
5.448072	-3.246430					
5.449065	-3.205170					
5.450058	-3.212410					
5.451051	-3.238650					
5.452043	-3.308960					
5.453036	-3.338170					
5.454029	-3.353620					
5.455021	-3.306040					
5.456014	-3.308800					
5.457006	-3.331580					
5.457999	-3.309710					
5.458992	-3.282770					
5.459985	-3.269590					
5.460977	-3.277530					
5.461970	-3.284710					
5.462963	-3.283360					
5.463955	-3.274610					
5.464948	-3.265700					
5.465940	-3.289030					
5.466933	-3.272940					
5.467926	-3.244430					
5.468918	-3.252420					
5.469911	-3.259440					
5.470904	-3.246480					
5.471897	-3.224020					
5.472889	-3.216830					
5.473882	-3.243510					
5.474874	-3.262790					
5.475867	-3.241130					
5.476860	-3.230060					
5.477852	-3.242540					
5.478845	-3.259010					
5.479838	-3.271640					
5.480831	-3.270730					
5.481823	-3.275420					
5.482816	-3.288920					
5.483809	-3.286930					
5.484801	-3.245080					
5.485794	-3.203170					
5.486786	-3.169420					
5.487779	-3.148420					
5.488772	-3.130540					
5.489765	-3.113860					
5.490757	-3.099490					
5.491750	-3.064280					
5.492743	-3.083670					
5.493735	-3.110510					
5.494728	-3.087670					
5.495720	-3.074870					
5.496713	-3.046680					
5.497706	-3.026210					
5.498699	-3.013630					
5.499691	-3.001970					
5.500684	-3.010990					
5.501677	-2.984360					
5.502669	-2.951260					
5.503662	-2.969840					
5.504654	-2.983180					
5.505647	-2.993330					
5.506640	-2.978800					
5.507633	-2.941490					
5.508625	-2.935280					
5.509618	-2.957580					
5.510611	-2.953690					
5.511603	-2.944190					
5.512596	-2.931340					
5.513588	-2.924050					
5.514581	-2.930580					
5.515574	-2.931550					
5.516567	-2.956880					
5.517559	-2.976210					
5.518552	-2.935120					
5.519545	-2.902280					
5.520537	-2.902770					
5.521530	-2.913190					
5.522522	-2.910550					
5.523515	-2.911790					
5.524508	-2.910980					
5.525501	-2.950780					
5.526493	-2.983280					
5.527486	-2.976430					
5.528479	-2.974430					
5.529471	-3.002400					
5.530464	-3.016330					
5.531456	-3.001480					
5.532449	-2.978750					
5.533442	-2.964820					
5.534435	-2.950340					
5.535427	-2.965410					
5.536420	-2.979720					
5.537413	-3.004070					
5.538405	-3.020920					
5.539398	-3.034850					
5.540390	-3.037230					
5.541383	-3.028270					
5.542376	-3.035560					
5.543369	-3.025350					
5.544361	-3.030640					
5.545354	-3.057590					
5.546347	-3.092420					
5.547339	-3.113910					
5.548332	-3.138210					
5.549325	-3.185780					
5.550317	-3.213050					
5.551310	-3.233360					
5.552303	-3.272830					
5.553295	-3.246590					
5.554288	-3.212780					
5.555281	-3.196150					
5.556273	-3.189620					
5.557266	-3.213810					
5.558259	-3.233360					
5.559251	-3.254960					
5.560244	-3.261920					
5.561236	-3.253390					
5.562229	-3.260030					
5.563222	-3.244810					
5.564215	-3.241300					
5.565207	-3.263170					
5.566200	-3.255820					
5.567193	-3.289360					
5.568185	-3.339900					
5.569178	-3.337900					
5.570170	-3.337090					
5.571163	-3.352370					
5.572156	-3.349080					
5.573149	-3.294490					
5.574142	-3.239780					
5.575134	-3.224770					
5.576127	-3.214940					
5.577119	-3.244910					
5.578112	-3.243830					
5.579104	-3.204040					
5.580097	-3.164350					
5.581090	-3.178600					
5.582083	-3.179250					
5.583076	-3.179300					
5.584068	-3.141070					
5.585061	-3.098410					
5.586053	-3.092150					
5.587046	-3.085780					
5.588038	-3.065150					
5.589031	-3.103650					
5.590024	-3.123850					
5.591017	-3.159490					
5.592009	-3.106510					
5.593002	-3.101920					
5.593995	-3.066610					
5.594987	-3.058450					
5.595980	-3.044200					
5.596972	-3.070010					
5.597965	-3.062990					
5.598958	-3.010340					
5.599951	-2.930580					
5.600943	-2.904010					
5.601936	-2.858710					
5.602929	-2.827760					
5.603921	-2.818480					
5.604914	-2.836620					
5.605906	-2.859570					
5.606899	-2.861950					
5.607892	-2.859520					
5.608885	-2.862380					
5.609877	-2.862760					
5.610870	-2.867560					
5.611863	-2.880470					
5.612855	-2.916760					
5.613848	-2.935280					
5.614841	-2.912710					
5.615833	-2.928640					
5.616826	-2.914270					
5.617819	-2.890080					
5.618811	-2.894510					
5.619804	-2.894180					
5.620797	-2.863240					
5.621789	-2.861950					
5.622782	-2.870640					
5.623775	-2.894450					
5.624767	-2.898830					
5.625760	-2.884520					
5.626753	-2.838130					
5.627745	-2.875180					
5.628738	-2.886350					
5.629731	-2.899580					
5.630723	-2.848010					
5.631716	-2.859140					
5.632709	-2.868530					
5.633701	-2.909200					
5.634694	-2.957530					
5.635687	-2.960770					
5.636679	-2.948130					
5.637672	-2.929280					
5.638665	-2.903310					
5.639657	-2.897960					
5.640650	-2.902280					
5.641643	-2.966540					
5.642635	-2.973940					
5.643628	-2.940680					
5.644621	-2.925230					
5.645613	-2.879120					
5.646606	-2.870530					
5.647599	-2.824580					
5.648592	-2.836940					
5.649584	-2.888780					
5.650577	-2.912710					
5.651569	-2.901370					
5.652562	-2.951320					
5.653554	-2.998670					
5.654547	-3.013740					
5.655540	-2.974000					
5.656533	-2.975990					
5.657526	-2.992730					
5.658518	-2.957200					
5.659511	-2.948240					
5.660503	-3.002940					
5.661496	-3.025890					
5.662488	-3.001050					
5.663481	-3.026650					
5.664474	-3.038580					
5.665467	-3.015950					
5.666460	-3.008500					
5.667452	-3.059860					
5.668445	-3.052460					
5.669437	-3.053920					
5.670430	-3.042090					
5.671422	-3.047060					
5.672415	-3.023620					
5.673408	-3.025130					
5.674401	-3.024270					
5.675394	-3.070870					
5.676386	-3.087020					
5.677379	-3.068010					
5.678371	-3.070440					
5.679364	-3.040310					
5.680357	-3.081130					
5.681349	-3.122170					
5.682342	-3.128650					
5.683335	-3.126440					
5.684327	-3.115100					
5.685320	-3.099330					
5.686313	-3.073250					
5.687305	-3.060130					
5.688298	-3.059910					
5.689291	-3.053430					
5.690283	-3.029720					
5.691276	-3.015580					
5.692269	-3.001910					
5.693261	-2.995870					
5.694254	-2.987230					
5.695247	-3.014930					
5.696239	-3.005100					
5.697232	-3.026320					
5.698225	-3.038530					
5.699217	-3.055320					
5.700210	-3.045760					
5.701203	-3.061480					
5.702195	-3.076380					
5.703188	-3.060610					
5.704181	-3.026210					
5.705173	-3.075890					
5.706166	-3.092420					
5.707159	-3.045600					
5.708151	-3.047380					
5.709144	-3.039880					
5.710137	-3.013580					
5.711129	-2.978910					
5.712122	-2.975720					
5.713115	-2.945860					
5.714108	-2.912870					
5.715100	-2.979130					
5.716093	-3.039340					
5.717085	-2.995760					
5.718078	-3.001640					
5.719071	-2.990300					
5.720063	-2.988520					
5.721056	-2.990630					
5.722049	-3.053970					
5.723042	-3.068390					
5.724034	-3.100140					
5.725027	-3.047000					
5.726019	-3.018600					
5.727012	-2.983390					
5.728005	-2.977990					
5.728997	-3.024540					
5.729990	-3.035180					
5.730983	-2.995220					
5.731976	-2.957740					
5.732968	-2.949640					
5.733961	-2.944890					
5.734953	-2.951320					
5.735946	-2.953420					
5.736939	-2.950290					
5.737931	-2.971510					
5.738924	-2.976160					
5.739917	-2.942190					
5.740910	-2.908170					
5.741902	-2.914540					
5.742895	-2.946240					
5.743887	-2.995430					
5.744880	-3.040580					
5.745872	-3.045920					
5.746865	-3.040150					
5.747858	-3.036100					
5.748851	-3.031830					
5.749844	-3.038150					
5.750836	-3.025130					
5.751829	-3.017140					
5.752821	-3.023030					
5.753814	-3.034580					
5.754807	-3.018710					
5.755799	-2.964110					
5.756792	-2.962490					
5.757785	-2.969890					
5.758778	-2.943110					
5.759770	-2.929550					
5.760763	-2.939270					
5.761755	-2.949050					
5.762748	-2.927660					
5.763741	-2.931550					
5.764733	-2.856220					
5.765726	-2.798060					
5.766719	-2.789420					
5.767712	-2.790070					
5.768704	-2.808160					
5.769697	-2.859950					
5.770689	-2.886030					
5.771682	-2.880200					
5.772675	-2.863670					
5.773667	-2.845750					
5.774660	-2.841480					
5.775653	-2.815990					
5.776645	-2.844560					
5.777638	-2.820470					
5.778631	-2.775110					
5.779624	-2.759240					
5.780616	-2.770580					
5.781609	-2.782350					
5.782601	-2.780080					
5.783594	-2.785430					
5.784587	-2.775220					
5.785579	-2.771280					
5.786572	-2.799850					
5.787565	-2.801030					
5.788558	-2.756380					
5.789550	-2.751620					
5.790543	-2.813450					
5.791535	-2.824960					
5.792528	-2.800060					
5.793521	-2.780240					
5.794513	-2.730460					
5.795506	-2.723650					
5.796499	-2.739960					
5.797492	-2.752700					
5.798484	-2.765830					
5.799477	-2.765290					
5.800469	-2.769820					
5.801462	-2.781270					
5.802455	-2.804170					
5.803447	-2.807890					
5.804440	-2.785050					
5.805433	-2.779380					
5.806426	-2.796980					
5.807418	-2.798010					
5.808411	-2.802650					
5.809403	-2.811830					
5.810396	-2.787970					
5.811389	-2.778460					
5.812381	-2.808380					
5.813374	-2.813990					
5.814367	-2.802060					
5.815360	-2.789150					
5.816352	-2.754700					
5.817345	-2.735370					
5.818337	-2.711070					
5.819330	-2.680130					
5.820323	-2.689360					
5.821315	-2.678990					
5.822308	-2.663060					
5.823301	-2.645730					
5.824294	-2.646490					
5.825286	-2.651130					
