"Vol (mL)"	CDIN1L178Q	CDIN1L178Q	CDIN1L178Q	Codanin-1	Codanin-1	Codanin-1	"CDIN1L178Q- Codanin-1"	"CDIN1L178Q- Codanin-1"	"CDIN1L178Q- Codanin-1"
41.9900	2.1750								
42.1200	2.3220								
42.2400	2.5425								
42.3700	2.7720								
42.4900	3.0030								
42.6200	3.3690								
42.7400	3.7395								
42.8700	4.0920								
42.9900	4.5720								
43.1200	5.0505								
43.2500	5.6340								
43.3700	6.2055								
43.5000	6.7425								
43.6200	7.3005								
43.7500	7.9095								
43.8700	8.4105								
44.0000	8.8800								
44.1200	9.3705								
44.2500	9.6825								
44.3700	10.0590								
44.5000	10.3500								
44.6200	10.6050								
44.7500	10.7625								
44.8700	10.9245								
45.0000	10.9515								
45.1300	10.9455								
45.2500	11.0685								
45.3800	11.0040								
45.5000	11.0565								
45.6300	10.9980								
45.7500	11.0790								
45.8800	11.0640								
46.0000	11.1285								
46.1300	11.1585								
46.2500	11.2740								
46.3800	11.4225								
46.5000	11.6205								
46.6300	11.8425								
46.7600	12.0960								
46.8800	12.3180								
47.0100	12.6360								
47.1300	12.7575								
47.2600	12.8640								
47.3800	12.9600								
47.5100	12.8130								
47.6300	12.6000								
47.7600	12.2010								
47.8800	11.7630								
48.0100	11.2890								
48.1300	10.7475								
48.2600	10.2360								
48.3800	9.5175								
48.5100	9.0030								
48.6400	8.4450								
48.7600	8.0115								
48.8900	7.5675								
49.0100	7.0095								
49.1400	6.6285								
49.2600	6.3030								
49.3900	5.9775								
49.5100	5.6910								
49.6400	5.3670								
49.7600	5.1240								
49.8900	4.9440								
50.0100	4.6950								
50.1400	4.4700								
50.2600	4.2540								
50.3900	4.1310								
50.5200	3.9540								
50.6400	3.7980								
50.7700	3.6420								
50.8900	3.5190								
51.0200	3.3855								
51.1400	3.2655								
51.2700	3.1350								
51.3900	2.9910								
51.5200	2.8710								
51.6400	2.8725								
51.7700	2.7180								
51.8900	2.6370								
52.0200	2.5425								
52.1500	2.5080								
52.2700	2.4030								
52.4000	2.3325								
52.5200	2.3220								
52.6500	2.2575								
52.7700	2.1930								
52.9000	2.1600								
53.0200	2.1150								
53.1500	2.0475								
53.2700	1.9800								
53.4000	1.9785								
53.5200	1.9575								
53.6500	1.9230								
53.7700	1.9005								
53.9000	1.8885								
54.0300	1.8375								
54.1500	1.8030								
54.2800	1.7880								
54.4000	1.7430								
54.5300	1.7805								
54.6500	1.7355								
54.7800	1.7040								
54.9000	1.6845								
55.0300	1.6815								
55.1500	1.6335								
55.2800	1.6380								
55.4000	1.6395								
55.5300	1.6005								
55.6500	1.5945								
55.7800	1.6020								
55.9100	1.5540								
56.0300	1.5240								
56.1600	1.5675								
56.2800	1.5195								
56.4100	1.5360								
56.5300	1.5465								
56.6600	1.4895								
56.7800	1.4880								
56.9100	1.5120								
57.0300	1.5270								
57.1600	1.5330								
57.2800	1.5330								
57.4100	1.5600								
57.5400	1.5330								
57.6600	1.5435								
57.7900	1.5270								
57.9100	1.5825								
58.0400	1.5975								
58.1600	1.5930								
58.2900	1.6050								
58.4100	1.6365								
58.5400	1.7070								
58.6600	1.7010								
58.7900	1.7685								
58.9100	1.8015								
59.0400	1.8765								
59.1600	1.9035								
59.2900	1.9650								
59.4200	2.0550								
59.5400	2.0775								
59.6700	2.1495								
59.7900	2.2470								
59.9200	2.2920								
60.0400	2.3640								
60.1700	2.4690								
60.2900	2.4960								
60.4200	2.6085								
60.5400	2.7090								
60.6700	2.7030								
60.7900	2.8065								
60.9200	2.8875								
61.0400	2.9385								
61.1700	3.0660								
61.3000	3.1050								
61.4200	3.1710								
61.5500	3.2550								
61.6700	3.3360								
61.8000	3.3660								
61.9200	3.4440								
62.0500	3.4800								
62.1700	3.5400								
62.3000	3.6180								
62.4200	3.6540								
62.5500	3.6555								
62.6700	3.7305								
62.8000	3.7935								
62.9300	3.7755								
63.0500	3.8445								
63.1800	3.8685								
63.3000	3.8895								
63.4300	3.9615								
63.5500	3.9165								
63.6800	3.9825								
63.8000	3.9855								
63.9300	3.9750								
64.0500	3.9840								
64.1800	4.0575								
64.3000	4.0440								
64.4300	4.0530								
64.5500	4.0860								
64.6800	4.0470								
64.8100	4.0965								
64.9300	4.1325								
65.0600	4.1055								
65.1800	4.1610								
65.3100	4.0950								
65.4300	4.1400								
65.5600	4.1415								
65.6800	4.2420								
65.8100	4.1580								
65.9300	4.1805								
66.0600	4.2255								
66.1800	4.2420								
66.3100	4.2885								
66.4300	4.2705								
66.5600	4.3035								
66.6900	4.3440								
66.8100	4.3815								
66.9400	4.4355								
67.0600	4.4760								
67.1900	4.5045								
67.3100	4.5240								
67.4400	4.6365								
67.5600	4.5990								
67.6900	4.6755								
67.8100	4.7505								
67.9400	4.7640								
68.0600	4.8870								
68.1900	5.0100								
68.3200	5.0445								
68.4400	5.1060								
68.5700	5.2245								
68.6900	5.2485								
68.8200	5.3655								
68.9400	5.4585								
69.0700	5.5710								
69.1900	5.6700								
69.3200	5.7975								
69.4400	5.8530								
69.5700	6.0240								
69.6900	6.2430								
69.8200	6.2385								
69.9400	6.4290								
70.0700	6.5745								
70.2000	6.7230								
70.3200	6.9420								
70.4500	7.0620								
70.5700	7.2180								
70.7000	7.4100								
70.8200	7.6590								
70.9500	7.7700								
71.0700	7.9560								
71.2000	8.1045								
71.3200	8.3520								
71.4500	8.6475								
71.5700	8.7465								
71.7000	8.9520								
71.8200	9.1845								
71.9500	9.4410								
72.0800	9.6525								
72.2000	9.8595								
72.3300	10.0650								
72.4500	10.3635								
72.5800	10.6710								
72.7000	10.7895								
72.8300	10.9575								
72.9500	11.2110								
73.0800	11.4540								
73.2000	11.7165								
73.3300	11.9475								
73.4500	12.0270								
73.5800	12.3810								
73.7100	12.7650								
73.8300	12.8355								
73.9600	13.0275								
74.0800	13.2645								
74.2100	13.4760								
74.3300	13.7790								
74.4600	13.9035								
74.5800	14.0085								
74.7100	14.3535								
74.8300	14.6295								
74.9600	14.7300								
75.0800	14.9460								
75.2100	15.1095								
75.3300	15.3780								
75.4600	15.6870								
75.5900	15.7425								
75.7100	15.8685								
75.8400	16.1910								
75.9600	16.3845								
76.0900	16.5690								
76.2100	16.7775								
76.3400	16.9425								
76.4600	17.2005								
76.5900	17.5335								
76.7100	17.5575								
76.8400	17.8035								
76.9600	18.0285								
77.0900	18.2100								
77.2100	18.5025								
77.3400	18.7380								
77.4700	18.8820								
77.5900	19.2300								
77.7200	19.6560								
77.8400	19.7895								
77.9700	20.0445								
78.0900	20.3700								
78.2200	20.7465								
78.3400	21.2925								
78.4700	21.5640								
78.5900	21.8520								
78.7200	22.5240								
78.8400	23.1345								
78.9700	23.5785								
79.1000	24.1545								
79.2200	24.7635								
79.3500	25.5720								
79.4700	26.6175								
79.6000	27.1650								
79.7200	27.9315								
79.8500	29.1945								
79.9700	30.3090								
80.1000	31.4280								
80.2200	32.6760								
80.3500	33.7890								
80.4700	35.5065								
80.6000	37.3065								
80.7200	38.4855								
80.8500	39.9720								
80.9800	42.0240								
81.1000	43.9890								
81.2300	45.9975								
81.3500	47.8815								
81.4800	49.5195								
81.6000	52.2375								
81.7300	54.9345								
81.8500	56.5710								
81.9800	58.8060								
82.1000	61.3260								
82.2300	63.7785								
82.3500	66.4680								
82.4800	68.3685								
82.6000	70.3545								
82.7300	73.1595								
82.8600	76.1160								
82.9800	77.5590								
83.1100	79.9500								
83.2300	81.7065								
83.3600	83.7690								
83.4800	86.3820								
83.6100	87.1890								
83.7300	88.7235								
83.8600	90.6225								
83.9800	92.2365								
84.1100	93.2115								
84.2300	94.6590								
84.3600	95.1165								
84.4800	96.2565								
84.6100	97.8270								
84.7400	97.2495								
84.8600	98.3340								
84.9900	98.6310								
85.1100	98.6340								
85.2400	99.0135								
85.3600	99.3690								
85.4900	98.9250								
85.6100	98.9130								
85.7400	99.4965								
85.8600	98.0520								
85.9900	98.5950								
86.1100	98.0790								
86.2400	97.2285								
86.3700	97.2000								
86.4900	96.4020								
86.6200	95.8770								
86.7400	95.2305								
86.8700	94.8150								
86.9900	93.6270								
87.1200	93.5805								
87.2400	92.5560								
87.3700	91.5255								
87.4900	91.2240								
87.6200	89.9805								
87.7400	89.3430								
87.8700	88.2915								
87.9900	87.2190								
88.1200	86.2830								
88.2500	85.6500								
88.3700	84.4860								
88.5000	83.2110								
88.6200	82.4985								
88.7500	80.9760								
88.8700	80.2650								
89.0000	79.0200								
89.1200	77.5365								
89.2500	76.4490								
89.3700	75.3705								
89.5000	74.0175								
89.6200	72.5745								
89.7500	71.5080								
89.8700	70.0080								
90.0000	69.0000								
90.1300	67.6110								
90.2500	65.9205								
90.3800	64.9290								
90.5000	63.4395								
90.6300	62.1570								
90.7500	60.6210								
90.8800	59.3310								
91.0000	57.9720								
91.1300	56.9355								
91.2500	55.4070								
91.3800	53.6895								
91.5000	52.8390								
91.6300	51.2475								
91.7600	50.2440								
91.8800	48.6915								
92.0100	47.2200								
92.1300	45.9810								
92.2600	44.9340								
92.3800	43.7205								
92.5100	42.1530								
92.6300	41.1600								
92.7600	39.7740								
92.8800	39.0630								
93.0100	37.7355								
93.1300	36.3750								
93.2600	35.2500								
93.3800	34.3140								
93.5100	33.4020								
93.6400	32.0415								
93.7600	31.1565								
93.8900	30.0750								
94.0100	29.4330								
94.1400	28.4070								
94.2600	27.2130								
94.3900	26.6865								
94.5100	25.6950								
94.6400	25.0530								
94.7600	24.0285								
94.8900	23.2350								
95.0100	22.4715								
95.1400	22.0605								
95.2600	21.2760								
95.3900	20.3445								
95.5200	19.9530								
95.6400	19.1880								
95.7700	18.8445								
95.8900	17.9730								
96.0200	17.2890								
96.1400	16.7835								
96.2700	16.3785								
96.3900	15.9015								
96.5200	15.2460								
96.6400	14.7510								
96.7700	14.3235								
96.8900	14.0235								
97.0200	13.5270								
97.1500	13.0500								
97.2700	12.6585								
97.4000	12.3675								
97.5200	12.0780								
97.6500	11.6115								
97.7700	11.2350								
97.9000	11.0040								
98.0200	10.7550								
98.1500	10.4370								
98.2700	10.1160								
98.4000	9.8115								
98.5200	9.6195								
98.6500	9.3690								
98.7700	9.0570								
98.9000	8.7930								
99.0300	8.6595								
99.1500	8.4675								
99.2800	8.2260								
99.4000	8.0490								
99.5300	7.8570								
99.6500	7.7415								
99.7800	7.5990								
99.9000	7.3845								
100.0300	7.2465								
100.1500	7.1385								
100.2800	7.0410								
100.4000	6.9885								
100.5300	6.8265								
100.6500	6.7320								
100.7800	6.6495								
100.9100	6.6270								
101.0300	6.4935								
101.1600	6.4530								
101.2800	6.3810								
101.4100	6.3645								
101.5300	6.3060								
101.6600	6.2160								
101.7800	6.1890								
101.9100	6.1500								
102.0300	6.1635								
102.1600	6.0720								
102.2800	6.0375								
102.4100	6.0135								
102.5400	5.9460								
102.6600	5.9430								
102.7900	5.8785								
102.9100	5.8590								
103.0400	5.7975								
103.1600	5.8380								
103.2900	5.7570								
103.4100	5.6730								
103.5400	5.6760								
103.6600	5.6160								
103.7900	5.5530								
103.9100	5.4915								
104.0400	5.4405								
104.1600	5.3760								
104.2900	5.3670								
104.4200	5.2830								
104.5400	5.1750								
104.6700	5.1810								
104.7900	5.0730								
104.9200	5.0925								
105.0400	5.0250								
105.1700	4.9470								
105.2900	4.8405								
105.4200	4.8510								
105.5400	4.8030								
105.6700	4.7235								
105.7900	4.7085								
105.9200	4.6065								
106.0400	4.6200								
106.1700	4.5480								
106.3000	4.5195								
106.4200	4.5030								
106.5500	4.4715								
106.6700	4.4370								
106.8000	4.3755								
106.9200	4.3890								
107.0500	4.3395								
107.1700	4.3680								
107.3000	4.3170								
107.4200	4.2555								
107.5500	4.3380								
107.6700	4.2585								
107.8000	4.3050								
107.9300	4.2555								
108.0500	4.2345								
108.1800	4.2165								
108.3000	4.3065								
108.4300	4.2960								
108.5500	4.2405								
108.6800	4.2975								
108.8000	4.2315								
108.9300	4.2675								
109.0500	4.2885								
109.1800	4.2840								
109.3000	4.2585								
109.4300	4.3155								
109.5500	4.2375								
109.6800	4.2375								
109.8100	4.2120								
109.9300	4.1760								
110.0600	4.1925								
110.1800	4.1790								
110.3100	4.1130								
110.4300	4.0590								
110.5600	4.0155								
110.6800	3.9615								
110.8100	3.9150								
110.9300	3.8610								
111.0600	3.7560								
111.1800	3.7215								
111.3100	3.6435								
111.4300	3.5355								
111.5600	3.5295								
111.6900	3.4545								
111.8100	3.3930								
111.9400	3.2850								
112.0600	3.2295								
112.1900	3.1290								
112.3100	3.0900								
112.4400	2.9940								
112.5600	2.9130								
112.6900	2.8305								
112.8100	2.8005								
112.9400	2.7285								
113.0600	2.6730								
113.1900	2.5905								
113.3200	2.5470								
113.4400	2.5305								
113.5700	2.4255								
113.6900	2.4030								
113.8200	2.3355								
113.9400	2.3115								
114.0700	2.2800								
114.1900	2.2785								
114.3200	2.3370								
114.4400	2.1585								
114.5700	2.1045								
114.6900	2.1090								
114.8200	2.1075								
114.9400	2.1465								
115.0700	2.1150								
115.2000	2.1465								
115.3200	1.9800								
115.4500	2.0280								
115.5700	2.0370								
115.7000	2.0085								
115.8200	2.0190								
115.9500	1.9875								
116.0700	2.0025								
116.2000	1.9350								
116.3200	1.8750								
116.4500	1.8270								
116.5700	1.7865								
116.7000	1.7805								
116.8200	1.7055								
116.9500	1.7190								
117.0800	1.6950								
117.2000	1.6905								
117.3300	1.6680								
117.4500	1.6320								
117.5800	1.5825								
117.7000	1.5690								
117.8300	1.5255								
117.9500	1.5435								
118.0800	1.5645								
118.2000	1.4715								
118.3300	1.4580								
118.4500	1.4550								
118.5800	1.4160								
118.7100	1.4310								
118.8300	1.4535								
118.9600	1.4640								
119.0800	1.3995								
119.2100	1.4355								
119.3300	1.4505								
119.4600	1.4100								
119.5800	1.4685								
119.7100	1.5165								
119.8300	1.3395								
119.9600	1.3650								
									
									
0.0000							0.28620		
0.1300							0.55120		
0.2500							0.35245		
0.3800							0.57770		
0.5000							2.62085		
0.6300							2.43535		
0.7500							2.65000		
0.8800							2.05905		
1.0000							1.68805		
1.1300							1.40450		
1.2500							1.21900		
1.3800							1.15540		
1.5000							1.13950		
1.6300							0.94075		
1.7500							0.94870		
1.8800							0.82415		
2.0100							0.79235		
2.1300							0.76320		
2.2600							0.74995		
2.3800							0.67575		
2.5100							0.72875		
2.6300							0.63865		
2.7600							0.62805		
2.8800							0.62275		
3.0100							0.56710		
3.1300							0.60420		
3.2600							0.55650		
3.3800							0.51145		
3.5100							0.54855		
3.6300							0.58830		
3.7600							0.50085		
3.8900							0.48230		
4.0100							0.49025		
4.1400							0.46905		
4.2600							0.47965		
4.3900							0.43460		
4.5100							0.40545		
4.6400							0.43725		
4.7600							0.42135		
4.8900							0.44255		
5.0100							0.38690		
5.1400							0.36040		
5.2600							0.32330		
5.3900							0.38690		
5.5100							0.32595		
5.6400							0.30475		
5.7700							0.34450		
5.8900							0.28620		
6.0200							0.24910		
6.1400							0.28620		
6.2700							0.28885		
6.3900							0.27295		
6.5200							0.30210		
6.6400							0.25440		
6.7700							0.28355		
6.8900							0.28885		
7.0200							0.22260		
7.1400							0.29150		
7.2700							0.19345		
7.4000							0.22525		
7.5200							0.22260		
7.6500							0.20405		
7.7700							0.15635		
7.9000							0.22790		
8.0200							0.18815		
8.1500							0.17225		
8.2700							0.20670		
8.4000							0.15105		
8.5200							0.18020		
8.6500							0.19610		
8.7700							0.15635		
8.9000							0.14575		
9.0200							0.13250		
9.1500							0.15370		
9.2800							0.09540		
9.4000							0.08745		
9.5300							0.16430		
9.6500							0.10335		
9.7800							0.10600		
9.9000							0.08480		
10.0300							0.11130		
10.1500							0.05035		
10.2800							0.15370		
10.4000							0.03975		
10.5300							0.06890		
10.6500							0.11925		
10.7800							0.07950		
10.9000							0.07155		
11.0300							0.09275		
11.1600							0.06625		
11.2800							0.02385		
11.4100							0.00265		
11.5300							0.02385		
11.6600							0.00000		
11.7800							-0.02915		
11.9100							0.01325		
12.0300							0.00530		
12.1600							-0.00530		
12.2800							-0.00795		
12.4100							-0.01325		
12.5300							0.00000		
12.6600							0.02915		
12.7800							-0.03710		
12.9100							-0.01060		
13.0400							-0.03975		
13.1600							-0.00795		
13.2900							-0.01060		
13.4100							-0.07685		
13.5400							-0.01060		
13.6600							-0.02120		
13.7900							-0.08745		
13.9100							-0.12985		
14.0400							-0.06360		
14.1600							-0.10070		
14.2900							-0.12985		
14.4100							-0.12455		
14.5400							-0.12455		
14.6600							-0.12720		
14.7900							-0.15635		
14.9200							-0.12720		
15.0400							-0.16165		
15.1700							-0.17225		
15.2900							-0.14045		
15.4200							-0.14575		
15.5400							-0.19080		
15.6700							-0.18285		
15.7900							-0.20935		
15.9200							-0.14575		
16.0400							-0.23055		
16.1700							-0.23055		
16.2900							-0.21995		
16.4200							-0.21200		
16.5400							-0.24645		
16.6700							-0.17490		
16.8000							-0.18020		
16.9200							-0.20670		
17.0500							-0.19610		
17.1700							-0.23585		
17.3000							-0.26500		
17.4200							-0.18285		
17.5500							-0.21200		
17.6700							-0.25440		
17.8000							-0.24115		
17.9200							-0.24645		
18.0500							-0.29680		
18.1700							-0.28090		
18.3000							-0.28620		
18.4300							-0.22260		
18.5500							-0.27825		
18.6800							-0.28620		
18.8000							-0.27825		
18.9300							-0.28355		
19.0500							-0.23585		
19.1800							-0.25440		
19.3000							-0.28885		
19.4300							-0.22260		
19.5500							-0.29150		
19.6800							-0.24645		
19.8000							-0.28885		
19.9300							-0.31270		
20.0500							-0.24910		
20.1800							-0.31270		
20.3100							-0.25175		
20.4300							-0.25705		
20.5600							-0.29150		
20.6800							-0.30740		
20.8100							-0.31800		
20.9300							-0.30740		
21.0600							-0.29680		
21.1800							-0.40015		
21.3100							-0.30740		
21.4300							-0.33125		
21.5600							-0.27030		
21.6800							-0.31005		
21.8100							-0.31800		
21.9300							-0.28885		
22.0600							-0.28885		
22.1900							-0.33655		
22.3100							-0.38160		
22.4400							-0.27030		
22.5600							-0.33390		
22.6900							-0.27560		
22.8100							-0.31535		
22.9400							-0.34185		
23.0600							-0.32330		
23.1900							-0.32860		
23.3100							-0.33125		
23.4400							-0.30475		
23.5600							-0.28355		
23.6900							-0.32330		
23.8100							-0.33390		
23.9400							-0.34715		
24.0700							-0.34715		
24.1900							-0.31535		
24.3200							-0.38955		
24.4400							-0.37100		
24.5700							-0.32065		
24.6900							-0.35510		
24.8200							-0.38160		
24.9400							-0.33390		
25.0700							-0.37100		
25.1900							-0.37895		
25.3200							-0.33655		
25.4400							-0.34450		
25.5700							-0.31535		
25.6900							-0.37895		
25.8200							-0.38160		
25.9500							-0.37630		
26.0700							-0.41605		
26.2000							-0.34450		
26.3200							-0.35510		
26.4500							-0.38690		
26.5700							-0.37630		
26.7000							-0.34980		
26.8200							-0.38425		
26.9500							-0.37630		
27.0700							-0.43990		
27.2000							-0.42930		
27.3200							-0.41605		
27.4500							-0.41340		
27.5700							-0.40015		
27.7000							-0.42135		
27.8300							-0.46905		
27.9500							-0.46640		
28.0800							-0.49820		
28.2000							-0.48760		
28.3300							-0.45050		
28.4500							-0.46905		
28.5800							-0.49025		
28.7000							-0.50880		
28.8300							-0.44255		
28.9500							-0.42400		
29.0800							-0.42400		
29.2000							-0.46110		
29.3300							-0.46640		
29.4600							-0.40280		
29.5800							-0.47170		
29.7100							-0.44255		
29.8300							-0.49820		
29.9600							-0.48760		
30.0800							-0.50615		
30.2100							-0.50615		
30.3300							-0.44255		
30.4600							-0.46905		
30.5800							-0.45845		
30.7100							-0.43990		
30.8300							-0.49820		
30.9600							-0.48760		
31.0800							-0.42665		
31.2100							-0.43460		
31.3400							-0.47170		
31.4600							-0.52470		
31.5900							-0.49290		
31.7100							-0.49820		
31.8400							-0.48760		
31.9600							-0.48495		
32.0900							-0.44255		
32.2100							-0.55385		
32.3400							-0.54855		
32.4600							-0.46110		
32.5900							-0.48760		
32.7100							-0.42400		
32.8400							-0.43195		
32.9600							-0.51145		
33.0900							-0.41075		
33.2200							-0.46905		
33.3400							-0.51410		
33.4700							-0.47435		
33.5900							-0.51410		
33.7200							-0.51675		
33.8400							-0.45050		
33.9700							-0.44785		
34.0900							-0.50350		
34.2200							-0.44520		
34.3400							-0.42665		
34.4700							-0.48495		
34.5900							-0.40810		
34.7200							-0.45050		
34.8400							-0.46375		
34.9700							-0.47170		
35.1000							-0.43990		
35.2200							-0.43725		
35.3500							-0.44520		
35.4700							-0.42930		
35.6000							-0.49025		
35.7200							-0.48760		
35.8500							-0.43195		
35.9700							-0.46905		
36.1000							-0.48230		
36.2200							-0.35775		
36.3500							-0.40810		
36.4700							-0.46375		
36.6000							-0.41075		
36.7200							-0.43460		
36.8500							-0.50085		
36.9800							-0.42665		
37.1000							-0.35775		
37.2300							-0.40810		
37.3500							-0.39485		
37.4800							-0.38425		
37.6000							-0.37365		
37.7300							-0.45315		
37.8500							-0.45580		
37.9800							-0.35245		
38.1000							-0.42665		
38.2300							-0.40015		
38.3500							-0.37630		
38.4800							-0.40280		
38.6000							-0.40810		
38.7300							-0.42930		
38.8600							-0.36835		
38.9800							-0.39485		
39.1100							-0.40545		
39.2300							-0.39220		
39.3600							-0.39220		
39.4800							-0.34715		
39.6100							-0.37630		
39.7300							-0.34185		
39.8600							-0.32065		
39.9800							-0.31270		
40.1100							-0.28620		
40.2300							-0.28355		
40.3600							-0.19610		
40.4800							-0.23585		
40.6100							-0.20670		
40.7400							-0.16960		
40.8600							-0.13780		
40.9900							-0.11395		
41.1100							-0.07950		
41.2400							-0.09275		
41.3600							-0.05300		
41.4900							-0.02650		
41.6100							-0.08215		
41.7400							-0.03445		
41.8600							-0.02120		
41.9900							-0.05300		
42.1100							-0.05035		
42.2400							0.01060		
42.3700							-0.10070		
42.4900							-0.17225		
42.6200							-0.10600		
42.7400							-0.16165		
42.8700							-0.11130		
42.9900							-0.11925		
43.1200							-0.11925		
43.2400							-0.18815		
43.3700							-0.22790		
43.4900							-0.19610		
43.6200							-0.20405		
43.7400							-0.22790		
43.8700							-0.30475		
43.9900							-0.29945		
44.1200							-0.29150		
44.2500							-0.28355		
44.3700							-0.28355		
44.5000							-0.32065		
44.6200							-0.26765		
44.7500							-0.34715		
44.8700							-0.40280		
45.0000							-0.29945		
45.1200							-0.31005		
45.2500							-0.33125		
45.3700							-0.36570		
45.5000							-0.29415		
45.6200							-0.36570		
45.7500							-0.34715		
45.8700							-0.39750		
46.0000							-0.24910		
46.1300							-0.32330		
46.2500							-0.33655		
46.3800							-0.31800		
46.5000							-0.36305		
46.6300							-0.31270		
46.7500							-0.35775		
46.8800							-0.32595		
47.0000							-0.31800		
47.1300							-0.33655		
47.2500							-0.32065		
47.3800							-0.33390		
47.5000							-0.30475		
47.6300							-0.32330		
47.7500							-0.36305		
47.8800							-0.31535		
48.0100							-0.32330		
48.1300							-0.30210		
48.2600							-0.29415		
48.3800							-0.27825		
48.5100							-0.28355		
48.6300							-0.29680		
48.7600							-0.29415		
48.8800							-0.21465		
49.0100							-0.31535		
49.1300							-0.23585		
49.2600							-0.28090		
49.3800							-0.30210		
49.5100							-0.25175		
49.6300							-0.18815		
49.7600							-0.21465		
49.8900							-0.19345		
50.0100							-0.14575		
50.1400							-0.09275		
50.2600							-0.12190		
50.3900							-0.13780		
50.5100							-0.07420		
50.6400							-0.05035		
50.7600							-0.07420		
50.8900							0.00530		
51.0100							0.04240		
51.1400							0.08480		
51.2600							0.10070		
51.3900							0.18020		
51.5100							0.19610		
51.6400							0.28885		
51.7700							0.29680		
51.8900							0.33125		
52.0200							0.40280		
52.1400							0.48760		
52.2700							0.56180		
52.3900							0.67840		
52.5200							0.70755		
52.6400							0.74730		
52.7700							0.89040		
52.8900							0.99375		
53.0200							1.05470		
53.1400							1.13420		
53.2700							1.18455		
53.4000							1.32765		
53.5200							1.57145		
53.6500							1.61120		
53.7700							1.69070		
53.9000							1.83910		
54.0200							1.97955		
54.1500							2.09880		
54.2700							2.26045		
54.4000							2.40620		
54.5200							2.56785		
54.6500							2.80370		
54.7700							2.92030		
54.9000							3.07930		
55.0200							3.34430		
55.1500							3.41320		
55.2800							3.75770		
55.4000							3.89550		
55.5300							4.08895		
55.6500							4.41490		
55.7800							4.60835		
55.9000							4.75410		
56.0300							5.06945		
56.1500							5.38480		
56.2800							5.48550		
56.4000							5.85385		
56.5300							6.14005		
56.6500							6.29110		
56.7800							6.72040		
56.9000							6.98010		
57.0300							7.35375		
57.1600							7.60815		
57.2800							7.87315		
57.4100							8.25210		
57.5300							8.67345		
57.6600							9.01265		
57.7800							9.30945		
57.9100							9.75200		
58.0300							9.99315		
58.1600							10.46750		
58.2800							10.83055		
58.4100							11.19890		
58.5300							11.57255		
58.6600							12.02835		
58.7800							12.39140		
58.9100							12.84190		
59.0400							13.37985		
59.1600							13.52560		
59.2900							14.04500		
59.4100							14.50610		
59.5400							14.81880		
59.6600							15.36470		
59.7900							15.76220		
59.9100							16.03250		
60.0400							16.56780		
60.1600							17.06600		
60.2900							17.14815		
60.4100							17.72055		
60.5400							18.23995		
60.6600							18.33270		
60.7900							18.91835		
60.9200							19.12505		
61.0400							19.54905		
61.1700							19.90680		
61.2900							20.16385		
61.4200							20.42885		
61.5400							20.77070		
61.6700							21.20530		
61.7900							21.31130		
61.9200							21.72470		
62.0400							21.77505		
62.1700							22.08775		
62.2900							22.43755		
62.4200							22.49055		
62.5400							22.80590		
62.6700							22.88540		
62.8000							23.16365		
62.9200							23.28555		
63.0500							23.60090		
63.1700							23.63800		
63.3000							23.77580		
63.4200							24.24750		
63.5500							24.23425		
63.6700							24.60260		
63.8000							24.69270		
63.9200							25.02660		
64.0500							25.33665		
64.1700							25.67850		
64.3000							25.87460		
64.4300							26.22970		
64.5500							26.86040		
64.6800							27.09890		
64.8000							27.86210		
64.9300							28.20130		
65.0500							28.86380		
65.1800							29.66940		
65.3000							30.27360		
65.4300							31.07920		
65.5500							32.14185		
65.6800							33.17800		
65.8000							34.14260		
65.9300							35.74850		
66.0500							36.61505		
66.1800							38.27660		
66.3100							39.65195		
66.4300							41.14390		
66.5600							42.88230		
66.6800							44.79295		
66.8100							46.35115		
66.9300							48.26710		
67.0600							50.95685		
67.1800							51.95325		
67.3100							54.68540		
67.4300							56.66230		
67.5600							58.63920		
67.6800							61.41110		
67.8100							63.76165		
67.9300							65.29335		
68.0600							67.70750		
68.1900							70.76825		
68.3100							71.71960		
68.4400							75.01620		
68.5600							76.74400		
68.6900							78.39760		
68.8100							81.34440		
68.9400							82.75155		
69.0600							84.51115		
69.1900							86.22040		
69.3100							87.56925		
69.4400							88.69020		
69.5600							90.94270		
69.6900							92.24385		
69.8100							92.58305		
69.9400							94.43275		
70.0700							94.33735		
70.1900							95.71005		
70.3200							96.29570		
70.4400							96.41495		
70.5700							96.86015		
70.6900							97.18610		
70.8200							97.73995		
70.9400							97.10660		
71.0700							97.45905		
71.1900							96.26655		
71.3200							96.35665		
71.4400							96.56070		
71.5700							95.10585		
71.6900							94.96275		
71.8200							93.78085		
71.9500							93.51055		
72.0700							92.32335		
72.2000							91.05930		
72.3200							90.04965		
72.4500							88.51530		
72.5700							88.47555		
72.7000							86.18065		
72.8200							85.32735		
72.9500							83.75590		
73.0700							82.69325		
73.2000							81.36295		
73.3200							79.22440		
73.4500							78.31015		
73.5700							75.79265		
73.7000							75.67075		
73.8300							73.22480		
73.9500							71.72755		
74.0800							70.41050		
74.2000							68.51575		
74.3300							67.41865		
74.4500							65.15290		
74.5800							64.34730		
74.7000							61.67875		
74.8300							61.35280		
74.9500							59.30700		
75.0800							57.15255		
75.2000							56.59340		
75.3300							54.38595		
75.4500							53.60420		
75.5800							51.74920		
75.7100							50.76870		
75.8300							48.52680		
75.9600							48.13195		
76.0800							46.43330		
76.2100							44.26560		
76.3300							44.08805		
